,Perfect Tyrant,Freddy Vegas,Break And Enter,Cracking Force,Black Nettle,Rebel Prince,Wild Mister,High Times
14-12-2022 12:15:40.086623,"(1.6, 1.83, 1.68)","(10.0, 20.0, 18.4)","(18.0, 110.0, 44.66666666666667)","(20.0, 48.0, 38.5)","(3.9, 10.5, 8.325)","(31.0, 280.0, 185.3846153846154)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 8.34)"
14-12-2022 12:15:41.199060,"(1.6, 1.83, 1.68)","(10.0, 20.0, 18.4)","(18.0, 110.0, 44.66666666666667)","(20.0, 48.0, 38.5)","(3.9, 10.5, 9.5625)","(31.0, 280.0, 185.3846153846154)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 8.34)"
14-12-2022 12:15:42.310758,"(1.6, 1.83, 1.68)","(10.0, 20.0, 18.4)","(18.0, 110.0, 44.66666666666667)","(20.0, 48.0, 38.5)","(3.9, 10.5, 9.875)","(31.0, 280.0, 185.3846153846154)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 8.34)"
14-12-2022 12:15:43.466483,"(1.6, 1.83, 1.68)","(10.0, 20.0, 18.4)","(18.0, 110.0, 34.30769230769231)","(20.0, 48.0, 38.5)","(3.9, 11.0, 9.875)","(31.0, 280.0, 185.3846153846154)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 8.34)"
14-12-2022 12:15:44.632205,"(1.6, 1.83, 1.68)","(10.0, 20.0, 17.333333333333332)","(18.0, 80.0, 34.30769230769231)","(20.0, 48.0, 38.5)","(3.9, 11.0, 8.45)","(31.0, 280.0, 185.3846153846154)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 8.34)"
14-12-2022 12:15:45.813902,"(1.6, 1.83, 1.68)","(10.0, 20.0, 17.333333333333332)","(18.0, 80.0, 34.30769230769231)","(20.0, 48.0, 38.5)","(3.9, 11.0, 8.45)","(31.0, 280.0, 185.3846153846154)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.5)"
14-12-2022 12:15:46.974114,"(1.6, 1.83, 1.68)","(10.0, 20.0, 17.333333333333332)","(18.0, 80.0, 34.30769230769231)","(20.0, 48.0, 38.5)","(3.9, 11.0, 8.45)","(31.0, 280.0, 185.3846153846154)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.5)"
14-12-2022 12:15:48.097273,"(1.6, 1.83, 1.68)","(10.0, 20.0, 17.333333333333332)","(18.0, 80.0, 34.30769230769231)","(20.0, 48.0, 38.5)","(3.9, 11.0, 8.45)","(31.0, 280.0, 185.3846153846154)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.5)"
14-12-2022 12:15:49.384437,"(1.6, 1.83, 1.68)","(10.0, 20.0, 17.333333333333332)","(18.0, 80.0, 36.0)","(20.0, 48.0, 38.5)","(3.9, 11.0, 8.45)","(31.0, 280.0, 185.3846153846154)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.5)"
14-12-2022 12:15:50.571614,"(1.6, 1.83, 1.68)","(10.0, 20.0, 17.333333333333332)","(18.0, 80.0, 36.0)","(20.0, 48.0, 38.5)","(3.9, 11.0, 8.45)","(31.0, 280.0, 185.3846153846154)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.5)"
14-12-2022 12:15:51.757190,"(1.6, 1.83, 1.68)","(10.0, 20.0, 17.333333333333332)","(18.0, 80.0, 36.0)","(20.0, 48.0, 38.5)","(3.9, 11.0, 8.45)","(31.0, 280.0, 185.3846153846154)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.5)"
14-12-2022 12:15:52.899135,"(1.6, 1.83, 1.68)","(10.0, 20.0, 17.333333333333332)","(18.0, 80.0, 36.0)","(20.0, 48.0, 38.5)","(3.9, 11.0, 8.45)","(31.0, 280.0, 185.3846153846154)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.5)"
14-12-2022 12:15:54.089421,"(1.6, 1.83, 1.68)","(10.0, 20.0, 17.333333333333332)","(18.0, 80.0, 36.0)","(20.0, 48.0, 38.5)","(3.9, 11.0, 8.45)","(31.0, 280.0, 185.3846153846154)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.5)"
14-12-2022 12:15:55.275160,"(1.6, 1.83, 1.68)","(10.0, 20.0, 17.333333333333332)","(18.0, 80.0, 36.0)","(20.0, 48.0, 38.5)","(3.9, 11.0, 8.45)","(31.0, 280.0, 185.3846153846154)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.5)"
14-12-2022 12:15:56.721021,"(1.6, 1.83, 1.68)","(10.0, 20.0, 17.333333333333332)","(18.0, 80.0, 36.0)","(20.0, 48.0, 38.5)","(4.0, 11.0, 8.45)","(31.0, 280.0, 185.3846153846154)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.5)"
14-12-2022 12:15:58.130566,"(1.6, 1.83, 1.68)","(10.0, 20.0, 17.333333333333332)","(18.0, 80.0, 36.0)","(20.0, 48.0, 38.5)","(4.0, 11.0, 8.325)","(31.0, 280.0, 185.3846153846154)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.5)"
14-12-2022 12:15:59.291791,"(1.6, 1.83, 1.68)","(10.0, 20.0, 17.333333333333332)","(18.0, 80.0, 36.0)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 280.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:00.455232,"(1.6, 1.83, 1.68)","(10.0, 20.0, 17.333333333333332)","(18.0, 80.0, 36.0)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:01.577619,"(1.6, 1.83, 1.68)","(10.0, 20.0, 17.333333333333332)","(18.0, 80.0, 36.0)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:02.655266,"(1.6, 1.83, 1.705)","(10.0, 20.0, 17.333333333333332)","(18.0, 80.0, 36.0)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:03.704224,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 80.0, 36.0)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:04.842938,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 70.0, 36.54545454545455)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:05.967990,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 70.0, 36.54545454545455)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:07.111181,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 70.0, 36.54545454545455)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:08.235198,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 70.0, 36.54545454545455)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:09.379854,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 70.0, 36.54545454545455)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:10.653836,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 70.0, 43.714285714285715)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:11.876867,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 70.0, 43.714285714285715)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:13.075702,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 70.0, 43.714285714285715)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:14.276630,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 70.0, 43.714285714285715)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:15.442784,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 70.0, 43.714285714285715)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:16.635722,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 70.0, 43.714285714285715)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:17.788865,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 70.0, 43.714285714285715)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:19.010649,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 70.0, 43.714285714285715)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:20.223950,"(1.6, 1.83, 1.71)","(10.0, 20.0, 18.4)","(18.0, 70.0, 43.714285714285715)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:21.421917,"(1.6, 1.83, 1.71)","(10.0, 20.0, 18.4)","(18.0, 70.0, 43.714285714285715)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:22.756061,"(1.6, 1.83, 1.71)","(10.0, 20.0, 18.4)","(18.0, 70.0, 43.714285714285715)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:24.045388,"(1.6, 1.83, 1.71)","(10.0, 20.0, 18.4)","(18.0, 70.0, 43.714285714285715)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:25.336183,"(1.6, 1.83, 1.71)","(10.0, 20.0, 18.4)","(18.0, 70.0, 41.57142857142857)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:26.579434,"(1.6, 1.83, 1.71)","(10.0, 20.0, 18.4)","(18.0, 65.0, 33.81818181818182)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:27.789509,"(1.6, 1.83, 1.71)","(10.0, 20.0, 18.4)","(18.0, 60.0, 33.81818181818182)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:28.972490,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:30.207172,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 288.8461538461538)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:31.332166,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 241.36363636363637)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:32.493577,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 241.36363636363637)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:33.678119,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 250.0, 178.0)","(61.0, 550.0, 241.36363636363637)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:34.885196,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 220.0, 199.33333333333334)","(61.0, 550.0, 244.54545454545453)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:36.103538,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 220.0, 199.33333333333334)","(61.0, 550.0, 244.54545454545453)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:37.327952,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 220.0, 199.33333333333334)","(61.0, 550.0, 244.54545454545453)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:38.476074,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 220.0, 199.33333333333334)","(61.0, 550.0, 244.54545454545453)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:39.639010,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 220.0, 199.33333333333334)","(61.0, 550.0, 244.54545454545453)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:40.775298,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.18)","(31.0, 220.0, 199.33333333333334)","(61.0, 550.0, 244.54545454545453)","(5.5, 10.5, 9.663636363636364)"
14-12-2022 12:16:41.958939,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 48.0, 38.5)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 201.0)","(61.0, 550.0, 176.11111111111111)","(5.5, 10.5, 9.35)"
14-12-2022 12:16:43.131519,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 48.0, 43.92857142857143)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 201.0)","(61.0, 530.0, 371.6666666666667)","(5.5, 10.5, 9.290909090909091)"
14-12-2022 12:16:44.288248,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 55.0, 49.92857142857143)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 201.0)","(61.0, 520.0, 371.6666666666667)","(5.5, 10.5, 9.275)"
14-12-2022 12:16:45.379871,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 55.0, 49.92857142857143)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 201.0)","(61.0, 520.0, 371.6666666666667)","(5.5, 10.5, 9.275)"
14-12-2022 12:16:46.462097,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 55.0, 49.92857142857143)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 201.0)","(61.0, 520.0, 371.6666666666667)","(5.5, 10.5, 9.35)"
14-12-2022 12:16:47.611070,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 55.0, 49.92857142857143)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 201.0)","(61.0, 520.0, 358.3333333333333)","(5.5, 10.5, 9.35)"
14-12-2022 12:16:48.694937,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 55.0, 49.92857142857143)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 201.0)","(61.0, 500.0, 358.3333333333333)","(5.5, 10.5, 8.889999999999999)"
14-12-2022 12:16:49.906970,"(1.6, 1.83, 1.71)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 55.0, 49.92857142857143)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 201.0)","(61.0, 500.0, 358.3333333333333)","(5.5, 10.5, 8.889999999999999)"
14-12-2022 12:16:51.125103,"(1.6, 1.83, 1.6913333333333334)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 55.0, 49.92857142857143)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 201.0)","(61.0, 500.0, 358.3333333333333)","(5.5, 10.5, 8.889999999999999)"
14-12-2022 12:16:52.333797,"(1.6, 1.83, 1.7354545454545454)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 55.0, 49.92857142857143)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 201.0)","(61.0, 500.0, 358.3333333333333)","(5.5, 10.5, 8.889999999999999)"
14-12-2022 12:16:53.887514,"(1.6, 1.83, 1.7354545454545454)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 55.0, 49.92857142857143)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 201.0)","(61.0, 500.0, 345.0)","(5.5, 10.5, 8.889999999999999)"
14-12-2022 12:16:55.385555,"(1.6, 1.83, 1.7354545454545454)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 55.0, 49.92857142857143)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 201.0)","(61.0, 480.0, 345.0)","(5.5, 10.5, 8.889999999999999)"
14-12-2022 12:16:56.765167,"(1.6, 1.83, 1.7354545454545454)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 55.0, 49.92857142857143)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 201.0)","(61.0, 480.0, 345.0)","(5.5, 10.5, 8.889999999999999)"
14-12-2022 12:16:58.079020,"(1.6, 1.83, 1.7354545454545454)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 55.0, 49.92857142857143)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 201.0)","(61.0, 480.0, 210.0)","(5.5, 10.5, 8.889999999999999)"
14-12-2022 12:16:59.357466,"(1.6, 1.83, 1.7354545454545454)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 55.0, 49.92857142857143)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 201.0)","(61.0, 480.0, 187.85714285714286)","(5.5, 10.5, 8.889999999999999)"
14-12-2022 12:17:00.615118,"(1.6, 1.83, 1.7354545454545454)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(20.0, 55.0, 46.25)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 201.0)","(61.0, 470.0, 187.85714285714286)","(5.5, 10.5, 8.889999999999999)"
14-12-2022 12:17:01.829584,"(1.6, 1.83, 1.7354545454545454)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(21.0, 55.0, 50.75)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 201.0)","(71.0, 470.0, 187.85714285714286)","(5.5, 10.5, 8.889999999999999)"
14-12-2022 12:17:03.003501,"(1.6, 1.83, 1.7354545454545454)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(21.0, 55.0, 50.75)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 201.0)","(71.0, 470.0, 187.85714285714286)","(5.5, 10.5, 9.184615384615386)"
14-12-2022 12:17:04.184771,"(1.6, 1.83, 1.7582758620689656)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(21.0, 55.0, 50.75)","(4.0, 10.5, 8.083333333333332)","(31.0, 220.0, 183.0)","(71.0, 470.0, 187.85714285714286)","(5.5, 9.8, 8.875)"
14-12-2022 12:17:05.332704,"(1.6, 1.83, 1.7354545454545454)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(21.0, 55.0, 50.75)","(4.0, 10.5, 8.083333333333332)","(31.0, 200.0, 183.0)","(71.0, 470.0, 187.85714285714286)","(5.5, 10.0, 8.8)"
14-12-2022 12:17:06.525796,"(1.6, 1.83, 1.7354545454545454)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(21.0, 55.0, 50.75)","(4.0, 10.5, 8.083333333333332)","(31.0, 200.0, 183.0)","(71.0, 470.0, 187.85714285714286)","(5.5, 10.0, 8.8)"
14-12-2022 12:17:07.753878,"(1.6, 1.83, 1.7354545454545454)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(21.0, 55.0, 50.75)","(4.0, 10.5, 8.083333333333332)","(31.0, 200.0, 183.0)","(71.0, 470.0, 187.85714285714286)","(5.5, 10.0, 8.8)"
14-12-2022 12:17:08.966091,"(1.6, 1.83, 1.7354545454545454)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(21.0, 55.0, 50.75)","(4.0, 10.5, 8.083333333333332)","(31.0, 200.0, 183.0)","(71.0, 470.0, 187.85714285714286)","(5.5, 10.0, 8.333333333333334)"
14-12-2022 12:17:10.056603,"(1.6, 1.83, 1.7582758620689656)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 36.0)","(21.0, 55.0, 50.75)","(4.0, 10.5, 8.083333333333332)","(31.0, 200.0, 183.0)","(71.0, 470.0, 187.85714285714286)","(5.5, 9.8, 8.333333333333334)"
14-12-2022 12:17:11.119383,"(1.6, 1.83, 1.7582758620689656)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 36.0)","(21.0, 55.0, 50.75)","(4.0, 10.5, 8.083333333333332)","(31.0, 200.0, 183.0)","(71.0, 470.0, 187.85714285714286)","(5.5, 9.8, 8.333333333333334)"
14-12-2022 12:17:12.268250,"(1.6, 1.83, 1.7582758620689656)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 36.0)","(21.0, 55.0, 50.75)","(4.0, 10.5, 8.083333333333332)","(31.0, 200.0, 183.0)","(71.0, 470.0, 187.85714285714286)","(5.5, 9.8, 8.333333333333334)"
14-12-2022 12:17:13.437102,"(1.6, 1.83, 1.7582758620689656)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 36.0)","(21.0, 55.0, 50.75)","(4.0, 10.5, 8.083333333333332)","(31.0, 200.0, 183.0)","(71.0, 470.0, 187.85714285714286)","(5.5, 9.8, 8.333333333333334)"
14-12-2022 12:17:14.603939,"(1.6, 1.83, 1.7582758620689656)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 33.81818181818182)","(21.0, 55.0, 50.75)","(4.0, 10.5, 8.083333333333332)","(31.0, 200.0, 183.0)","(71.0, 470.0, 226.25)","(5.5, 9.8, 8.333333333333334)"
14-12-2022 12:17:15.829712,"(1.6, 1.82, 1.6538636363636363)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 36.666666666666664)","(21.0, 55.0, 50.75)","(4.0, 10.5, 8.083333333333332)","(31.0, 200.0, 183.0)","(71.0, 470.0, 292.72727272727275)","(5.5, 9.8, 8.333333333333334)"
14-12-2022 12:17:16.986176,"(1.6, 1.82, 1.6538636363636363)","(10.0, 20.0, 17.333333333333332)","(18.0, 60.0, 36.666666666666664)","(21.0, 55.0, 50.75)","(4.0, 10.5, 8.083333333333332)","(31.0, 200.0, 183.0)","(71.0, 470.0, 307.5)","(5.5, 9.8, 8.428571428571429)"
14-12-2022 12:17:18.159957,"(1.6, 1.82, 1.6538636363636363)","(10.0, 20.0, 17.333333333333332)","(18.0, 55.0, 49.0)","(21.0, 55.0, 50.75)","(4.0, 10.5, 8.083333333333332)","(31.0, 200.0, 183.0)","(71.0, 470.0, 307.5)","(5.5, 10.5, 9.2)"
14-12-2022 12:17:19.334251,"(1.6, 1.82, 1.6538636363636363)","(10.0, 20.0, 17.333333333333332)","(18.0, 55.0, 49.0)","(21.0, 55.0, 50.75)","(4.0, 10.5, 8.083333333333332)","(31.0, 200.0, 183.0)","(71.0, 470.0, 307.5)","(5.5, 10.0, 9.2)"
14-12-2022 12:17:20.537208,"(1.6, 1.82, 1.6538636363636363)","(10.0, 20.0, 17.333333333333332)","(18.0, 55.0, 49.0)","(21.0, 55.0, 50.75)","(4.0, 10.5, 8.083333333333332)","(31.0, 200.0, 183.0)","(71.0, 470.0, 307.5)","(5.5, 10.0, 9.2)"
