,Best Back Bruce,Quiet Storm,Breathe Easy,Up And About,Vapar Brenda,Hameldaeme,Shardonant,Senna Storm,Telemachus,Victory George
07-12-2022 20:03:01.134629,"(11.0, 17.5, 17.0)","(10.0, 14.5, 13.166666666666666)","(3.5, 5.2, 4.88)","(15.0, 25.0, 21.142857142857142)","(5.5, 6.4, 6.1)","(41.0, 60.0, 58.0)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 36.0)","(2.4, 3.0, 3.146666666666667)"
07-12-2022 20:03:02.597174,"(11.0, 17.5, 17.25)","(10.0, 14.0, 13.142857142857142)","(3.5, 5.2, 4.88)","(15.0, 24.0, 21.6)","(5.5, 6.2, 6.0285714285714285)","(41.0, 60.0, 58.0)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 36.0)","(2.4, 3.2, 3.09)"
07-12-2022 20:03:03.996729,"(11.0, 17.5, 17.31818181818182)","(10.0, 14.0, 13.5)","(3.5, 5.2, 4.88)","(15.0, 24.0, 21.6)","(5.5, 6.2, 5.862068965517241)","(41.0, 60.0, 56.666666666666664)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 36.0)","(2.4, 3.15, 3.0223529411764707)"
07-12-2022 20:03:05.421207,"(11.0, 17.5, 17.31818181818182)","(10.0, 14.0, 13.5)","(3.5, 5.2, 4.88)","(15.0, 24.0, 21.6)","(5.5, 6.0, 5.583333333333333)","(41.0, 60.0, 56.666666666666664)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 35.0)","(2.4, 3.15, 3.0305882352941174)"
07-12-2022 20:03:06.838451,"(11.0, 17.5, 17.31818181818182)","(10.0, 14.0, 13.1)","(3.5, 5.2, 4.9)","(15.0, 24.0, 21.6)","(5.5, 6.0, 5.633333333333334)","(41.0, 70.0, 59.09090909090909)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 36.0)","(2.4, 3.15, 3.1191489361702125)"
07-12-2022 20:03:08.293801,"(11.0, 17.5, 17.31818181818182)","(10.0, 13.5, 13.1)","(3.5, 5.2, 4.9)","(15.0, 24.0, 21.6)","(5.5, 5.9, 5.633333333333334)","(41.0, 70.0, 51.333333333333336)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 36.0)","(2.4, 3.15, 3.110810810810811)"
07-12-2022 20:03:09.767120,"(11.0, 17.5, 17.31818181818182)","(10.0, 13.5, 12.7)","(3.5, 5.2, 4.9)","(15.0, 24.0, 21.6)","(5.5, 5.9, 5.633333333333334)","(41.0, 70.0, 65.5)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 36.0)","(2.4, 3.15, 2.908333333333333)"
07-12-2022 20:03:11.307658,"(11.0, 17.5, 17.31818181818182)","(10.0, 13.5, 12.5)","(3.5, 5.2, 4.9)","(15.0, 24.0, 21.6)","(5.5, 5.9, 5.633333333333334)","(41.0, 85.0, 64.81818181818181)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 36.0)","(2.4, 3.15, 2.908333333333333)"
07-12-2022 20:03:12.676146,"(11.0, 17.5, 17.31818181818182)","(10.0, 13.5, 12.458333333333334)","(3.5, 5.2, 4.9)","(15.0, 24.0, 21.6)","(5.5, 5.9, 5.633333333333334)","(41.0, 85.0, 64.81818181818181)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 36.0)","(2.4, 3.15, 2.908333333333333)"
07-12-2022 20:03:14.087714,"(11.0, 17.5, 17.31818181818182)","(10.0, 13.5, 12.458333333333334)","(3.5, 5.2, 4.9)","(15.0, 24.0, 21.6)","(5.5, 5.9, 5.633333333333334)","(41.0, 85.0, 68.84615384615384)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 36.0)","(2.4, 3.15, 2.908333333333333)"
07-12-2022 20:03:15.580917,"(11.0, 17.5, 17.31818181818182)","(10.0, 13.5, 12.458333333333334)","(3.5, 5.2, 4.9)","(15.0, 24.0, 21.6)","(5.5, 5.9, 5.633333333333334)","(41.0, 85.0, 68.84615384615384)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 36.0)","(2.4, 3.15, 2.908333333333333)"
07-12-2022 20:03:17.475538,"(11.0, 17.5, 17.31818181818182)","(10.0, 13.5, 12.944444444444445)","(3.5, 5.2, 4.9)","(15.0, 24.0, 21.6)","(5.5, 5.9, 5.633333333333334)","(41.0, 85.0, 72.5)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 36.0)","(2.4, 3.15, 2.908333333333333)"
07-12-2022 20:03:19.267819,"(11.0, 17.5, 17.0)","(10.0, 13.0, 12.555555555555555)","(3.5, 5.2, 4.9)","(15.0, 24.0, 22.071428571428573)","(5.5, 5.9, 5.633333333333334)","(41.0, 80.0, 66.53846153846153)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 37.333333333333336)","(2.4, 3.05, 2.8916666666666666)"
07-12-2022 20:03:21.092878,"(11.0, 17.5, 17.0)","(10.0, 13.0, 12.166666666666666)","(3.5, 5.2, 4.9)","(15.0, 24.0, 22.071428571428573)","(5.5, 5.9, 5.633333333333334)","(41.0, 80.0, 62.5)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 37.0)","(2.4, 3.05, 2.8916666666666666)"
07-12-2022 20:03:22.765586,"(11.0, 17.5, 17.0)","(10.0, 12.5, 12.166666666666666)","(3.5, 5.2, 4.9)","(15.0, 24.0, 22.071428571428573)","(5.5, 5.9, 5.633333333333334)","(41.0, 80.0, 62.857142857142854)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 37.0)","(2.4, 3.05, 2.8916666666666666)"
07-12-2022 20:03:24.338098,"(11.0, 17.5, 17.0)","(10.0, 12.5, 12.166666666666666)","(3.5, 5.2, 4.9)","(15.0, 24.0, 22.071428571428573)","(5.5, 5.9, 5.633333333333334)","(41.0, 80.0, 62.857142857142854)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 37.0)","(2.4, 3.05, 2.8916666666666666)"
07-12-2022 20:03:25.962789,"(11.0, 17.5, 17.0)","(10.0, 12.5, 12.166666666666666)","(3.5, 5.2, 4.9)","(15.0, 24.0, 22.071428571428573)","(5.5, 5.9, 5.633333333333334)","(41.0, 80.0, 62.857142857142854)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 37.0)","(2.4, 3.05, 2.8916666666666666)"
07-12-2022 20:03:27.458377,"(11.0, 17.5, 17.0)","(10.0, 12.5, 12.166666666666666)","(3.5, 5.2, 4.9)","(15.0, 24.0, 22.071428571428573)","(5.5, 5.9, 5.633333333333334)","(41.0, 80.0, 62.857142857142854)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 38.22222222222222)","(2.4, 3.05, 2.8916666666666666)"
07-12-2022 20:03:28.859774,"(11.0, 17.5, 17.0)","(10.0, 12.0, 13.625)","(3.5, 5.2, 5.05)","(15.0, 24.0, 21.857142857142858)","(5.5, 5.9, 5.633333333333334)","(41.0, 80.0, 62.857142857142854)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 38.22222222222222)","(2.4, 3.05, 2.8916666666666666)"
07-12-2022 20:03:30.323045,"(11.0, 17.5, 17.0)","(10.0, 14.0, 13.642857142857142)","(3.5, 5.3, 5.05)","(15.0, 24.0, 22.071428571428573)","(5.5, 5.9, 5.633333333333334)","(41.0, 80.0, 62.857142857142854)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 38.0)","(2.4, 3.05, 2.8916666666666666)"
07-12-2022 20:03:31.920474,"(11.0, 17.5, 17.0)","(10.0, 14.0, 13.642857142857142)","(3.5, 5.3, 5.05)","(15.0, 24.0, 21.857142857142858)","(5.5, 5.9, 5.633333333333334)","(41.0, 80.0, 63.333333333333336)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 38.0)","(2.4, 3.05, 2.8916666666666666)"
07-12-2022 20:03:33.539527,"(11.0, 17.5, 17.31818181818182)","(10.0, 14.0, 13.772727272727273)","(3.5, 5.3, 5.05)","(15.0, 24.0, 22.071428571428573)","(5.5, 5.9, 5.633333333333334)","(41.0, 80.0, 63.333333333333336)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 30.666666666666664)","(31.0, 40.0, 38.0)","(2.4, 3.05, 2.8916666666666666)"
07-12-2022 20:03:35.305798,"(11.0, 17.5, 16.666666666666668)","(10.0, 14.0, 11.785714285714286)","(3.5, 5.3, 5.05)","(15.0, 24.0, 21.0)","(5.5, 5.9, 5.633333333333334)","(41.0, 80.0, 63.333333333333336)","(18.0, 34.0, 32.57142857142857)","(19.0, 34.0, 26.5)","(31.0, 40.0, 38.54545454545455)","(2.4, 3.05, 3.0566666666666666)"
07-12-2022 20:03:37.127413,"(11.0, 17.5, 16.666666666666668)","(10.0, 13.5, 11.785714285714286)","(3.5, 5.3, 5.2375)","(15.0, 23.0, 21.285714285714285)","(5.5, 5.9, 5.677777777777778)","(41.0, 80.0, 68.63636363636364)","(18.0, 34.0, 32.57142857142857)","(19.0, 32.0, 25.636363636363637)","(31.0, 40.0, 38.54545454545455)","(2.4, 3.45, 2.958333333333333)"
07-12-2022 20:03:39.083827,"(11.0, 17.5, 16.666666666666668)","(10.0, 13.5, 11.785714285714286)","(3.5, 5.3, 5.2375)","(15.0, 23.0, 21.285714285714285)","(5.5, 5.9, 5.677777777777778)","(41.0, 80.0, 63.333333333333336)","(18.0, 34.0, 32.57142857142857)","(19.0, 32.0, 25.875)","(31.0, 40.0, 38.54545454545455)","(2.4, 3.45, 2.958333333333333)"
07-12-2022 20:03:40.599849,"(11.0, 17.5, 16.666666666666668)","(10.0, 13.5, 11.785714285714286)","(3.5, 5.3, 5.05)","(15.0, 23.0, 21.285714285714285)","(5.5, 5.9, 5.677777777777778)","(41.0, 80.0, 63.333333333333336)","(18.0, 34.0, 32.57142857142857)","(19.0, 32.0, 25.875)","(31.0, 40.0, 38.54545454545455)","(2.4, 3.45, 2.9499999999999997)"
07-12-2022 20:03:42.084197,"(11.0, 17.5, 16.666666666666668)","(10.0, 13.5, 11.9)","(3.5, 5.3, 5.05)","(15.0, 23.0, 20.5)","(5.5, 5.9, 5.677777777777778)","(41.0, 80.0, 63.333333333333336)","(18.0, 34.0, 32.57142857142857)","(19.0, 32.0, 25.875)","(31.0, 40.0, 38.54545454545455)","(2.4, 3.4, 2.9499999999999997)"
07-12-2022 20:03:43.795269,"(11.0, 17.5, 17.25)","(10.0, 13.5, 12.409090909090908)","(3.5, 5.3, 5.05)","(15.0, 22.0, 19.5)","(5.5, 5.9, 5.677777777777778)","(41.0, 80.0, 63.333333333333336)","(18.0, 34.0, 32.57142857142857)","(19.0, 32.0, 25.875)","(31.0, 40.0, 38.54545454545455)","(2.4, 3.4, 3.23)"
07-12-2022 20:03:45.420324,"(11.0, 17.5, 17.25)","(10.0, 13.5, 12.625)","(3.5, 5.3, 5.05)","(15.0, 22.0, 19.5)","(5.5, 5.9, 5.677777777777778)","(41.0, 80.0, 63.333333333333336)","(18.0, 34.0, 32.57142857142857)","(19.0, 32.0, 25.875)","(31.0, 40.0, 38.54545454545455)","(2.4, 3.45, 2.958333333333333)"
07-12-2022 20:03:46.825873,"(11.0, 17.5, 17.25)","(10.0, 13.5, 12.625)","(3.5, 5.3, 5.05)","(15.0, 22.0, 20.666666666666668)","(5.5, 5.9, 5.677777777777778)","(41.0, 80.0, 63.333333333333336)","(18.0, 34.0, 32.57142857142857)","(19.0, 32.0, 25.875)","(31.0, 40.0, 38.54545454545455)","(2.4, 3.45, 2.9442857142857144)"
07-12-2022 20:03:48.411044,"(11.0, 17.5, 17.25)","(10.0, 13.0, 12.4)","(3.5, 5.3, 5.05)","(15.0, 24.0, 22.0)","(5.5, 5.9, 5.677777777777778)","(41.0, 80.0, 63.333333333333336)","(18.0, 34.0, 32.57142857142857)","(19.0, 32.0, 25.875)","(31.0, 40.0, 38.54545454545455)","(2.4, 3.45, 2.9442857142857144)"
07-12-2022 20:03:49.985682,"(11.0, 23.0, 19.46153846153846)","(10.0, 13.0, 12.4)","(3.5, 5.3, 5.05)","(15.0, 24.0, 22.25)","(5.5, 5.9, 5.571428571428571)","(41.0, 80.0, 68.63636363636364)","(18.0, 34.0, 32.57142857142857)","(19.0, 32.0, 25.875)","(31.0, 40.0, 38.54545454545455)","(2.4, 3.45, 3.0666666666666664)"
07-12-2022 20:03:51.468520,"(11.0, 22.0, 19.03125)","(10.0, 13.0, 10.959999999999999)","(3.5, 5.3, 5.030769230769231)","(15.0, 25.0, 23.428571428571427)","(5.5, 5.8, 5.5)","(41.0, 80.0, 68.63636363636364)","(18.0, 34.0, 32.57142857142857)","(19.0, 32.0, 25.875)","(31.0, 40.0, 42.8)","(2.4, 3.4, 3.223846153846154)"
07-12-2022 20:03:53.074803,"(11.0, 21.0, 18.8125)","(10.0, 13.0, 10.083333333333332)","(3.5, 5.3, 5.072727272727272)","(15.0, 25.0, 22.5)","(5.5, 5.8, 5.285714285714286)","(41.0, 80.0, 63.333333333333336)","(18.0, 34.0, 32.57142857142857)","(19.0, 32.0, 25.875)","(31.0, 44.0, 42.75)","(2.4, 3.35, 3.3327999999999998)"
07-12-2022 20:03:54.510990,"(11.0, 21.0, 18.8125)","(10.0, 12.5, 9.922222222222222)","(3.5, 5.3, 5.072727272727272)","(15.0, 25.0, 23.571428571428573)","(5.5, 5.8, 5.41764705882353)","(41.0, 80.0, 63.333333333333336)","(18.0, 34.0, 32.57142857142857)","(19.0, 32.0, 25.875)","(31.0, 48.0, 39.38461538461539)","(2.4, 3.4, 3.335384615384615)"
07-12-2022 20:03:55.903126,"(11.0, 21.0, 18.8125)","(10.0, 12.5, 10.014285714285714)","(3.5, 5.3, 5.072727272727272)","(15.0, 25.0, 23.571428571428573)","(5.5, 5.7, 5.279999999999999)","(41.0, 80.0, 68.63636363636364)","(18.0, 34.0, 32.57142857142857)","(19.0, 32.0, 25.875)","(31.0, 48.0, 38.4)","(2.4, 3.4, 3.335384615384615)"
07-12-2022 20:03:57.281109,"(11.0, 20.0, 18.76923076923077)","(10.0, 12.5, 11.833333333333334)","(3.5, 5.3, 5.072727272727272)","(15.0, 25.0, 23.571428571428573)","(5.5, 5.6, 5.25)","(41.0, 80.0, 62.142857142857146)","(18.0, 34.0, 32.57142857142857)","(19.0, 32.0, 25.875)","(31.0, 48.0, 38.4)","(2.4, 3.4, 3.335384615384615)"
07-12-2022 20:03:58.711331,"(11.0, 19.5, 17.75)","(10.0, 12.5, 11.833333333333334)","(3.5, 5.3, 5.75)","(15.0, 25.0, 23.571428571428573)","(5.5, 5.6, 5.590909090909091)","(41.0, 80.0, 61.25)","(18.0, 34.0, 32.57142857142857)","(19.0, 32.0, 26.166666666666668)","(31.0, 48.0, 38.4)","(2.4, 3.4, 3.125)"
07-12-2022 20:04:00.035855,"(11.0, 19.5, 17.75)","(10.0, 12.5, 11.833333333333334)","(3.5, 5.8, 5.35)","(15.0, 25.0, 23.571428571428573)","(5.5, 5.7, 5.515384615384615)","(41.0, 80.0, 61.666666666666664)","(18.0, 34.0, 31.333333333333332)","(19.0, 32.0, 24.666666666666668)","(31.0, 48.0, 39.333333333333336)","(2.4, 3.3, 3.2857142857142856)"
07-12-2022 20:04:01.479842,"(11.0, 19.5, 17.75)","(10.0, 12.5, 11.833333333333334)","(3.5, 5.8, 5.081818181818182)","(15.0, 25.0, 23.571428571428573)","(5.5, 5.7, 5.421428571428571)","(41.0, 75.0, 61.666666666666664)","(18.0, 34.0, 32.57142857142857)","(19.0, 30.0, 24.0)","(31.0, 46.0, 40.0)","(2.4, 3.4, 3.333333333333333)"
07-12-2022 20:04:02.788507,"(11.0, 19.5, 17.75)","(10.0, 12.5, 11.833333333333334)","(3.5, 5.7, 5.081818181818182)","(15.0, 25.0, 23.571428571428573)","(5.5, 5.6, 5.4)","(41.0, 75.0, 71.36363636363636)","(18.0, 34.0, 32.57142857142857)","(19.0, 29.0, 26.0)","(31.0, 44.0, 38.285714285714285)","(2.4, 3.4, 3.227777777777778)"
07-12-2022 20:04:04.172579,"(11.0, 19.0, 17.2)","(10.0, 12.5, 11.833333333333334)","(3.5, 5.6, 5.033333333333333)","(15.0, 25.0, 22.22222222222222)","(5.5, 5.6, 5.292307692307692)","(41.0, 85.0, 70.0)","(18.0, 34.0, 31.333333333333332)","(19.0, 28.0, 26.0)","(31.0, 44.0, 39.714285714285715)","(2.4, 3.45, 3.2954545454545454)"
07-12-2022 20:04:06.020911,"(11.0, 19.0, 17.916666666666668)","(10.0, 12.5, 12.233333333333333)","(3.5, 5.5, 4.955555555555556)","(15.0, 24.0, 23.571428571428573)","(5.5, 5.5, 5.6000000000000005)","(41.0, 85.0, 64.16666666666667)","(18.0, 34.0, 31.333333333333332)","(19.0, 29.0, 26.666666666666668)","(31.0, 42.0, 36.666666666666664)","(2.4, 3.35, 3.2954545454545454)"
07-12-2022 20:04:07.557200,"(11.0, 18.5, 16.75)","(10.0, 12.5, 12.285714285714286)","(3.5, 5.4, 4.9526315789473685)","(15.0, 25.0, 22.666666666666668)","(5.5, 5.7, 5.6000000000000005)","(41.0, 85.0, 63.57142857142857)","(18.0, 34.0, 33.90909090909091)","(19.0, 29.0, 27.142857142857142)","(31.0, 42.0, 36.857142857142854)","(2.4, 3.35, 3.2954545454545454)"
07-12-2022 20:04:09.138978,"(11.0, 18.5, 17.6)","(10.0, 12.5, 12.285714285714286)","(3.5, 5.4, 5.233333333333333)","(15.0, 24.0, 22.666666666666668)","(5.5, 5.7, 5.6000000000000005)","(41.0, 85.0, 63.57142857142857)","(18.0, 38.0, 33.90909090909091)","(19.0, 28.0, 22.857142857142858)","(31.0, 42.0, 36.36363636363636)","(2.4, 3.35, 3.2475)"
07-12-2022 20:04:10.701739,"(11.0, 18.5, 17.6)","(10.0, 12.5, 12.285714285714286)","(3.5, 5.4, 5.328571428571429)","(15.0, 24.0, 22.666666666666668)","(5.5, 5.7, 5.4)","(41.0, 85.0, 64.16666666666667)","(18.0, 38.0, 33.90909090909091)","(19.0, 28.0, 22.857142857142858)","(31.0, 40.0, 37.333333333333336)","(2.4, 3.0, 2.9785714285714286)"
07-12-2022 20:04:12.304180,"(11.0, 18.5, 17.6)","(10.0, 12.5, 12.285714285714286)","(3.5, 5.4, 5.328571428571429)","(15.0, 24.0, 23.0)","(5.5, 5.5, 5.428571428571429)","(41.0, 85.0, 64.16666666666667)","(18.0, 38.0, 33.0)","(19.0, 28.0, 22.857142857142858)","(31.0, 40.0, 60.666666666666664)","(2.4, 3.0, 3.1615384615384614)"
07-12-2022 20:04:13.811655,"(11.0, 18.5, 17.6)","(10.0, 12.5, 12.416666666666666)","(3.5, 5.4, 5.316666666666667)","(15.0, 25.0, 23.0)","(5.5, 5.5, 5.411111111111111)","(41.0, 85.0, 64.16666666666667)","(18.0, 38.0, 34.666666666666664)","(19.0, 28.0, 24.57142857142857)","(31.0, 75.0, 42.44444444444444)","(2.4, 3.3, 3.1615384615384614)"
07-12-2022 20:04:15.376710,"(11.0, 18.5, 17.25)","(10.0, 12.0, 11.970588235294118)","(3.5, 5.4, 5.275)","(15.0, 25.0, 23.0)","(5.5, 5.5, 5.614285714285714)","(41.0, 85.0, 64.16666666666667)","(18.0, 38.0, 34.666666666666664)","(19.0, 28.0, 24.0)","(31.0, 65.0, 46.44444444444444)","(2.4, 3.3, 3.1615384615384614)"
07-12-2022 20:04:16.909969,"(11.0, 18.5, 17.25)","(10.0, 12.0, 11.970588235294118)","(3.5, 5.4, 5.275)","(15.0, 25.0, 23.0)","(5.5, 6.0, 5.527272727272727)","(41.0, 85.0, 64.16666666666667)","(18.0, 38.0, 34.666666666666664)","(19.0, 27.0, 24.8)","(31.0, 50.0, 37.111111111111114)","(2.4, 3.3, 3.1615384615384614)"
07-12-2022 20:04:18.573217,"(11.0, 18.5, 17.25)","(10.0, 12.0, 11.970588235294118)","(3.5, 5.4, 5.275)","(15.0, 25.0, 23.0)","(5.5, 5.8, 5.371428571428572)","(41.0, 85.0, 64.16666666666667)","(18.0, 38.0, 34.666666666666664)","(19.0, 26.0, 28.2)","(31.0, 48.0, 37.42857142857143)","(2.4, 3.3, 3.1615384615384614)"
07-12-2022 20:04:20.284544,"(11.0, 18.5, 17.25)","(10.0, 12.0, 11.970588235294118)","(3.5, 5.4, 5.275)","(15.0, 25.0, 23.0)","(5.5, 5.8, 5.4)","(41.0, 85.0, 64.16666666666667)","(18.0, 38.0, 34.666666666666664)","(19.0, 30.0, 27.666666666666668)","(31.0, 46.0, 37.42857142857143)","(2.4, 3.3, 2.9970588235294118)"
07-12-2022 20:04:21.973035,"(11.0, 18.5, 17.25)","(10.0, 12.0, 11.970588235294118)","(3.5, 5.4, 5.275)","(15.0, 25.0, 23.0)","(5.5, 6.2, 5.55)","(41.0, 85.0, 64.16666666666667)","(18.0, 38.0, 34.666666666666664)","(19.0, 30.0, 28.0)","(31.0, 46.0, 37.42857142857143)","(2.4, 3.25, 3.144864864864865)"
07-12-2022 20:04:23.610101,"(11.0, 18.5, 17.25)","(10.0, 12.0, 11.954545454545455)","(3.5, 5.4, 5.275)","(15.0, 25.0, 23.0)","(5.5, 6.0, 5.533333333333333)","(41.0, 85.0, 64.16666666666667)","(18.0, 38.0, 34.666666666666664)","(19.0, 30.0, 28.333333333333332)","(31.0, 46.0, 37.42857142857143)","(2.4, 3.2, 3.0628571428571427)"
07-12-2022 20:04:25.339973,"(11.0, 18.5, 17.25)","(10.0, 12.0, 11.954545454545455)","(3.5, 5.4, 4.87)","(15.0, 25.0, 23.0)","(5.5, 5.8, 5.466666666666667)","(41.0, 85.0, 64.16666666666667)","(18.0, 38.0, 34.666666666666664)","(19.0, 30.0, 29.5)","(31.0, 46.0, 37.42857142857143)","(2.4, 3.2, 2.953846153846154)"
07-12-2022 20:04:26.981059,"(11.0, 18.5, 17.75)","(10.0, 12.0, 13.5)","(3.5, 4.9, 5.366666666666667)","(15.0, 25.0, 23.0)","(5.5, 5.8, 5.677142857142857)","(41.0, 85.0, 68.33333333333333)","(18.0, 38.0, 33.714285714285715)","(19.0, 30.0, 29.5)","(31.0, 46.0, 38.857142857142854)","(2.4, 3.0, 2.986111111111111)"
07-12-2022 20:04:28.619311,"(11.0, 18.5, 17.75)","(10.0, 14.5, 14.214285714285714)","(3.5, 5.4, 5.225)","(15.0, 25.0, 23.0)","(5.5, 5.7, 5.527272727272727)","(41.0, 85.0, 67.14285714285714)","(18.0, 38.0, 33.714285714285715)","(19.0, 30.0, 29.4)","(31.0, 46.0, 37.42857142857143)","(2.4, 3.0, 2.933333333333333)"
07-12-2022 20:04:30.095622,"(11.0, 18.5, 17.75)","(10.0, 14.5, 14.214285714285714)","(3.5, 5.3, 5.325)","(15.0, 25.0, 23.0)","(5.5, 5.8, 5.575)","(41.0, 85.0, 70.71428571428571)","(18.0, 38.0, 33.714285714285715)","(19.0, 30.0, 29.4)","(31.0, 46.0, 42.25)","(2.4, 3.0, 2.933333333333333)"
07-12-2022 20:04:31.728236,"(11.0, 18.5, 17.25)","(10.0, 14.5, 13.166666666666666)","(3.5, 5.5, 5.140000000000001)","(15.0, 25.0, 23.0)","(5.5, 5.7, 5.414285714285715)","(41.0, 85.0, 67.14285714285714)","(18.0, 38.0, 33.714285714285715)","(19.0, 30.0, 33.45454545454545)","(31.0, 46.0, 42.25)","(2.4, 3.0, 2.975)"
07-12-2022 20:04:33.268615,"(11.0, 18.5, 17.25)","(10.0, 14.5, 12.9)","(3.5, 5.5, 4.932258064516129)","(15.0, 25.0, 23.0)","(5.5, 5.7, 5.472727272727273)","(41.0, 85.0, 67.14285714285714)","(18.0, 38.0, 33.714285714285715)","(19.0, 34.0, 32.5)","(31.0, 46.0, 34.0)","(2.4, 3.0, 2.9785714285714286)"
07-12-2022 20:04:34.843107,"(11.0, 18.5, 15.454545454545455)","(10.0, 14.5, 12.9)","(3.5, 5.4, 4.9625)","(15.0, 25.0, 23.0)","(5.5, 5.7, 5.372727272727273)","(41.0, 85.0, 66.25)","(18.0, 38.0, 33.714285714285715)","(19.0, 36.0, 32.5)","(31.0, 44.0, 37.333333333333336)","(2.4, 3.0, 2.9785714285714286)"
07-12-2022 20:04:36.513477,"(11.0, 18.0, 15.666666666666666)","(10.0, 14.5, 12.9)","(3.5, 5.4, 4.9625)","(15.0, 25.0, 23.0)","(5.5, 5.7, 5.372727272727273)","(41.0, 85.0, 66.25)","(18.0, 38.0, 33.714285714285715)","(19.0, 36.0, 35.0)","(31.0, 44.0, 36.8)","(2.4, 3.0, 2.973684210526316)"
07-12-2022 20:04:38.194372,"(11.0, 18.0, 16.384615384615383)","(10.0, 14.5, 12.9)","(3.5, 5.4, 4.9625)","(15.0, 25.0, 23.0)","(5.5, 5.7, 5.388888888888888)","(41.0, 85.0, 66.66666666666667)","(18.0, 38.0, 33.714285714285715)","(19.0, 36.0, 35.5)","(31.0, 44.0, 39.333333333333336)","(2.4, 3.0, 3.202857142857143)"
07-12-2022 20:04:39.880996,"(11.0, 18.0, 16.384615384615383)","(10.0, 14.5, 12.9)","(3.5, 5.4, 4.9625)","(15.0, 25.0, 23.0)","(5.5, 5.7, 5.388888888888888)","(41.0, 80.0, 65.0)","(18.0, 38.0, 33.714285714285715)","(19.0, 36.0, 35.5)","(31.0, 44.0, 40.75)","(2.4, 3.25, 3.085)"
07-12-2022 20:04:41.735975,"(11.0, 18.0, 16.0)","(10.0, 14.5, 12.9)","(3.5, 5.4, 4.9625)","(15.0, 25.0, 23.0)","(5.5, 5.7, 5.388888888888888)","(41.0, 75.0, 51.81818181818182)","(18.0, 38.0, 34.666666666666664)","(19.0, 36.0, 35.5)","(31.0, 42.0, 37.2)","(2.4, 3.25, 3.085)"
07-12-2022 20:04:43.577754,"(11.0, 18.0, 20.25)","(10.0, 14.5, 11.283132530120483)","(3.5, 5.4, 4.9625)","(15.0, 25.0, 23.0)","(5.5, 5.7, 5.388888888888888)","(41.0, 70.0, 58.285714285714285)","(18.0, 38.0, 34.666666666666664)","(19.0, 36.0, 35.63636363636364)","(31.0, 42.0, 37.2)","(2.4, 3.25, 3.077777777777778)"
07-12-2022 20:04:45.128016,"(11.0, 21.0, 18.0)","(10.0, 11.5, 11.283132530120483)","(3.5, 5.4, 4.9625)","(15.0, 25.0, 23.0)","(5.5, 5.7, 5.388888888888888)","(41.0, 60.0, 58.285714285714285)","(18.0, 38.0, 33.0)","(19.0, 36.0, 35.63636363636364)","(31.0, 42.0, 37.2)","(2.4, 3.25, 3.077777777777778)"
07-12-2022 20:04:46.678538,"(11.0, 20.0, 17.25)","(10.0, 11.5, 10.125)","(3.5, 5.4, 4.9625)","(15.0, 25.0, 23.5)","(5.5, 5.7, 5.491666666666667)","(41.0, 60.0, 58.285714285714285)","(18.0, 38.0, 33.0)","(19.0, 36.0, 38.0)","(31.0, 42.0, 37.2)","(2.4, 3.25, 3.1)"
