,Cardinal Sin Nz,Ah Mach Nz,Reckless Dream,Forgot The Wallet,Euroking,Kerala Star Nz,Jawbreaker,Agouda Ruler
08-01-2023 15:58:32.798550,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:33.918894,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:35.091514,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:36.131606,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:37.179311,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:38.368871,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:39.528085,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:40.599456,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:41.664568,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:42.808729,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:43.989743,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:45.049928,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:46.146238,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:47.277109,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:48.399931,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:49.524510,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:50.541718,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:51.701128,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:52.901294,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:54.008235,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:55.006085,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:56.076820,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:57.299414,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:58.473438,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:58:59.610658,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:59:00.634096,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:59:01.746739,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:59:02.965030,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:59:04.082433,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:59:05.155631,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:59:06.235836,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:59:07.375626,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:59:08.506483,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:59:09.587098,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:59:10.737614,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:59:11.935919,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:59:13.106825,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:59:14.206099,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:59:15.311089,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:59:16.346086,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.5, 11.966666666666667)","(21.0, 70.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 36.0, 21.666666666666668)","(7.5, 14.5, 10.266666666666667)"
08-01-2023 15:59:17.588239,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:18.836572,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:19.966882,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:21.122843,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:22.139397,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:23.378506,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:24.611451,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:25.737762,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:26.836162,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:27.951430,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:29.127939,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:30.317971,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:31.583426,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:32.665179,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:33.802687,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:35.005702,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:36.193743,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:37.297606,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:38.449929,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:39.502903,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:40.614153,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:41.875456,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:42.962037,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:44.019263,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:45.099215,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:46.236409,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:47.406137,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:48.551510,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:49.614933,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:50.680254,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:51.765010,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:52.907844,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:53.958962,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:55.054684,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:56.165294,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:57.371153,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:58.472167,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 15:59:59.552088,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 16:00:00.667218,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 16:00:01.821387,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 16:00:02.989189,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 16:00:04.147578,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 16:00:05.212411,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 16:00:06.242540,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 16:00:07.373082,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 16:00:08.473977,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 16:00:09.585380,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 16:00:10.682177,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 16:00:11.772626,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 16:00:12.901062,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 16:00:14.023972,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 16:00:15.147574,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
08-01-2023 16:00:16.305030,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.0, 12.6)","(9.0, 19.0, 11.799999999999999)","(21.0, 65.0, 29.166666666666668)","(41.0, 99999, 99990)","(15.0, 34.0, 21.666666666666668)","(7.5, 14.0, 10.266666666666667)"
