,Zipping Randy,Winlock Boots,Tricky Avenue,Shades Of Rose,More Crackers,Winsome Milo,Mud Muffin,Plegridy Blues
195,"[datetime.datetime(2022, 11, 28, 16, 42, 0, 558811), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 0, 558811), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 0, 558811), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 0, 558811), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 0, 558811), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 0, 558811), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 0, 558811), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 0, 558811), 31.0, 230.0]"
196,"[datetime.datetime(2022, 11, 28, 16, 42, 1, 705990), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 1, 706991), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 1, 706991), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 1, 706991), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 1, 706991), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 1, 706991), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 1, 706991), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 1, 706991), 31.0, 230.0]"
197,"[datetime.datetime(2022, 11, 28, 16, 42, 2, 836832), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 2, 836832), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 2, 836832), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 2, 836832), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 2, 836832), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 2, 836832), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 2, 836832), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 2, 836832), 31.0, 230.0]"
198,"[datetime.datetime(2022, 11, 28, 16, 42, 3, 999083), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 3, 999083), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 3, 999083), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 3, 999083), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 3, 999083), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 3, 999083), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 3, 999083), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 3, 999083), 31.0, 230.0]"
199,"[datetime.datetime(2022, 11, 28, 16, 42, 5, 194191), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 5, 194191), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 5, 194191), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 5, 194191), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 5, 194191), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 5, 194191), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 5, 194191), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 5, 194191), 31.0, 230.0]"
200,"[datetime.datetime(2022, 11, 28, 16, 42, 6, 356358), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 6, 356358), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 6, 356358), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 6, 356358), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 6, 356358), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 6, 356358), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 6, 356358), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 6, 356358), 31.0, 230.0]"
201,"[datetime.datetime(2022, 11, 28, 16, 42, 7, 530869), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 7, 530869), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 7, 530869), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 7, 530869), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 7, 530869), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 7, 530869), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 7, 530869), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 7, 530869), 31.0, 230.0]"
202,"[datetime.datetime(2022, 11, 28, 16, 42, 8, 691477), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 8, 691477), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 8, 691477), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 8, 691477), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 8, 691477), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 8, 691477), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 8, 691477), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 8, 691477), 31.0, 230.0]"
203,"[datetime.datetime(2022, 11, 28, 16, 42, 9, 839110), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 9, 839110), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 9, 839110), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 9, 839110), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 9, 839110), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 9, 839110), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 9, 839110), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 9, 839110), 31.0, 230.0]"
204,"[datetime.datetime(2022, 11, 28, 16, 42, 10, 971263), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 10, 971263), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 10, 971263), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 10, 971263), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 10, 971263), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 10, 971263), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 10, 971263), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 10, 971263), 31.0, 230.0]"
205,"[datetime.datetime(2022, 11, 28, 16, 42, 12, 104642), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 12, 104642), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 12, 104642), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 12, 104642), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 12, 104642), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 12, 104642), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 12, 104642), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 12, 104642), 31.0, 230.0]"
206,"[datetime.datetime(2022, 11, 28, 16, 42, 13, 242809), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 13, 242809), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 13, 242809), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 13, 242809), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 13, 242809), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 13, 242809), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 13, 242809), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 13, 242809), 31.0, 230.0]"
207,"[datetime.datetime(2022, 11, 28, 16, 42, 14, 386919), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 14, 386919), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 14, 386919), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 14, 386919), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 14, 386919), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 14, 386919), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 14, 386919), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 14, 386919), 31.0, 230.0]"
208,"[datetime.datetime(2022, 11, 28, 16, 42, 15, 557756), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 15, 557756), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 15, 557756), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 15, 557756), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 15, 557756), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 15, 557756), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 15, 557756), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 15, 557756), 31.0, 230.0]"
209,"[datetime.datetime(2022, 11, 28, 16, 42, 16, 694913), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 16, 694913), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 16, 694913), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 16, 694913), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 16, 694913), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 16, 694913), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 16, 694913), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 16, 694913), 31.0, 230.0]"
210,"[datetime.datetime(2022, 11, 28, 16, 42, 17, 895439), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 17, 895439), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 17, 895439), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 17, 895439), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 17, 895439), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 17, 895439), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 17, 895439), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 17, 895439), 31.0, 230.0]"
211,"[datetime.datetime(2022, 11, 28, 16, 42, 19, 35973), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 19, 35973), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 19, 35973), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 19, 35973), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 19, 35973), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 19, 35973), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 19, 35973), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 19, 35973), 31.0, 230.0]"
212,"[datetime.datetime(2022, 11, 28, 16, 42, 20, 247578), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 20, 247578), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 20, 247578), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 20, 247578), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 20, 247578), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 20, 247578), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 20, 247578), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 20, 247578), 31.0, 230.0]"
213,"[datetime.datetime(2022, 11, 28, 16, 42, 21, 448561), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 21, 448561), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 21, 448561), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 21, 448561), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 21, 448561), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 21, 448561), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 21, 448561), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 21, 448561), 31.0, 230.0]"
214,"[datetime.datetime(2022, 11, 28, 16, 42, 22, 668673), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 22, 668673), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 22, 668673), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 22, 668673), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 22, 668673), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 22, 668673), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 22, 668673), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 22, 668673), 31.0, 230.0]"
215,"[datetime.datetime(2022, 11, 28, 16, 42, 23, 832762), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 23, 832762), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 23, 832762), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 23, 832762), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 23, 832762), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 23, 832762), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 23, 832762), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 23, 832762), 31.0, 230.0]"
216,"[datetime.datetime(2022, 11, 28, 16, 42, 25, 19770), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 25, 19770), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 25, 19770), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 25, 19770), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 25, 19770), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 25, 19770), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 25, 19770), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 25, 19770), 31.0, 230.0]"
217,"[datetime.datetime(2022, 11, 28, 16, 42, 26, 174822), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 26, 174822), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 26, 174822), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 26, 174822), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 26, 174822), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 26, 174822), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 26, 174822), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 26, 174822), 31.0, 230.0]"
218,"[datetime.datetime(2022, 11, 28, 16, 42, 27, 328788), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 27, 328788), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 27, 328788), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 27, 328788), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 27, 328788), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 27, 328788), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 27, 328788), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 27, 328788), 31.0, 230.0]"
219,"[datetime.datetime(2022, 11, 28, 16, 42, 28, 490663), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 28, 490663), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 28, 490663), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 28, 490663), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 28, 490663), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 28, 490663), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 28, 490663), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 28, 490663), 31.0, 230.0]"
220,"[datetime.datetime(2022, 11, 28, 16, 42, 29, 629437), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 29, 629437), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 29, 629437), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 29, 629437), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 29, 629437), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 29, 629437), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 29, 629437), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 29, 629437), 31.0, 230.0]"
221,"[datetime.datetime(2022, 11, 28, 16, 42, 30, 783491), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 30, 783491), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 30, 783491), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 30, 783491), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 30, 783491), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 30, 783491), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 30, 783491), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 30, 783491), 31.0, 230.0]"
222,"[datetime.datetime(2022, 11, 28, 16, 42, 31, 910839), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 31, 910839), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 31, 910839), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 31, 910839), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 31, 910839), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 31, 910839), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 31, 910839), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 31, 910839), 31.0, 230.0]"
223,"[datetime.datetime(2022, 11, 28, 16, 42, 33, 75446), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 33, 75446), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 33, 75446), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 33, 75446), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 33, 75446), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 33, 75446), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 33, 75446), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 33, 75446), 31.0, 230.0]"
224,"[datetime.datetime(2022, 11, 28, 16, 42, 34, 244003), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 34, 244003), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 34, 244003), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 34, 244003), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 34, 244003), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 34, 244003), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 34, 244003), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 34, 244003), 31.0, 230.0]"
225,"[datetime.datetime(2022, 11, 28, 16, 42, 35, 494903), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 35, 494903), 1.8, 3.0]","[datetime.datetime(2022, 11, 28, 16, 42, 35, 494903), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 35, 494903), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 35, 494903), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 35, 494903), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 35, 494903), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 35, 494903), 31.0, 230.0]"
226,"[datetime.datetime(2022, 11, 28, 16, 42, 36, 638466), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 36, 638466), 1.8, 2.98]","[datetime.datetime(2022, 11, 28, 16, 42, 36, 638466), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 36, 638466), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 36, 638466), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 36, 638466), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 36, 638466), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 36, 638466), 31.0, 230.0]"
227,"[datetime.datetime(2022, 11, 28, 16, 42, 37, 795549), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 37, 795549), 1.8, 2.98]","[datetime.datetime(2022, 11, 28, 16, 42, 37, 795549), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 37, 795549), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 37, 795549), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 37, 795549), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 37, 795549), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 37, 795549), 31.0, 230.0]"
228,"[datetime.datetime(2022, 11, 28, 16, 42, 38, 936920), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 38, 936920), 1.8, 2.98]","[datetime.datetime(2022, 11, 28, 16, 42, 38, 936920), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 38, 936920), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 38, 936920), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 38, 936920), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 38, 936920), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 38, 936920), 31.0, 230.0]"
229,"[datetime.datetime(2022, 11, 28, 16, 42, 40, 82450), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 40, 82450), 1.8, 2.98]","[datetime.datetime(2022, 11, 28, 16, 42, 40, 82450), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 40, 82450), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 40, 82450), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 40, 82450), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 40, 82450), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 40, 82450), 31.0, 230.0]"
230,"[datetime.datetime(2022, 11, 28, 16, 42, 41, 278307), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 41, 278307), 1.8, 2.98]","[datetime.datetime(2022, 11, 28, 16, 42, 41, 278307), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 41, 278307), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 41, 278307), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 41, 278307), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 41, 278307), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 41, 278307), 31.0, 230.0]"
231,"[datetime.datetime(2022, 11, 28, 16, 42, 42, 408312), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 42, 409314), 1.8, 2.98]","[datetime.datetime(2022, 11, 28, 16, 42, 42, 409314), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 42, 409314), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 42, 409314), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 42, 409314), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 42, 409314), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 42, 409314), 31.0, 230.0]"
232,"[datetime.datetime(2022, 11, 28, 16, 42, 43, 541342), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 43, 541342), 1.8, 2.98]","[datetime.datetime(2022, 11, 28, 16, 42, 43, 541342), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 43, 541342), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 43, 541342), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 43, 541342), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 43, 541342), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 43, 541342), 31.0, 230.0]"
233,"[datetime.datetime(2022, 11, 28, 16, 42, 44, 674130), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 44, 674130), 1.8, 2.98]","[datetime.datetime(2022, 11, 28, 16, 42, 44, 674130), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 44, 674130), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 44, 674130), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 44, 674130), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 44, 674130), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 44, 674130), 31.0, 230.0]"
234,"[datetime.datetime(2022, 11, 28, 16, 42, 45, 815527), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 16, 42, 45, 815527), 1.8, 2.98]","[datetime.datetime(2022, 11, 28, 16, 42, 45, 815527), 18.0, 75.0]","[datetime.datetime(2022, 11, 28, 16, 42, 45, 815527), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 42, 45, 815527), 18.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 42, 45, 815527), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 16, 42, 45, 815527), 5.0, 8.4]","[datetime.datetime(2022, 11, 28, 16, 42, 45, 815527), 31.0, 230.0]"
