,Forgive Me,Vermont,Keayang Tara,Artful Jack,Kudos Mason,Whata Terror,The Casual Goose,Scene Of Terror,Voodoo Fella
12-01-2023 16:11:31.422501,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:32.715252,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:34.067245,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:35.426357,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:36.776174,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:37.977824,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:39.264765,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:40.756835,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:42.185948,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:43.688602,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:45.056523,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:46.357592,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:47.627805,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:48.915526,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:50.110535,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:51.330238,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:53.048439,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:54.447653,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:55.879243,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:57.105291,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:11:58.759586,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:00.051249,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:01.217206,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:02.493979,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:03.764220,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:05.091260,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:06.333186,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:07.678278,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:08.964758,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:10.439988,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:11.730933,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:13.212198,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:14.476939,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 12.2)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:15.837027,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:17.139793,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:18.920069,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:20.150613,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:21.648284,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:23.269089,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:24.901278,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:26.193515,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:27.778866,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:29.528089,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:31.120810,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:32.694916,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:34.102780,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:35.456575,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:36.976341,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:38.443334,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:39.712394,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:41.142639,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 15.09090909090909)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:42.663455,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:44.056319,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:45.493632,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:46.932161,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 3.9894736842105263)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:48.324310,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:49.851056,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:51.507187,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:53.002906,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:54.457620,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:55.883654,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:57.302926,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:12:58.795928,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:13:00.255552,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:13:01.641934,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:13:03.092992,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:13:04.513837,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:13:05.899945,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:13:07.299290,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:13:08.705587,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:13:10.163867,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:13:11.677969,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:13:13.343114,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:13:14.940659,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 16.833333333333332)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:13:16.514955,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 26.0, 21.4)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:13:18.014235,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 23.0, 21.4)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
12-01-2023 16:13:19.604336,"(5.5, 9.8, 8.75)","(5.0, 8.4, 6.95)","(12.0, 25.0, 22.25)","(17.0, 23.0, 21.4)","(31.0, 75.0, 44.333333333333336)","(3.4, 4.8, 4.52)","(9.0, 17.0, 13.571428571428571)","(6.5, 11.0, 8.8)","(4.6, 7.2, 6.044444444444444)"
