,Forgive Me,Vermont,Keayang Tara,Artful Jack,Kudos Mason,Whata Terror,The Casual Goose,Scene Of Terror,Voodoo Fella
12-01-2023 16:18:55.587144,"(5.5, 9.4, 8.45)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 57.8)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:18:56.880720,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 57.8)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:18:58.154404,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 57.8)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:18:59.297869,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 57.8)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:00.536818,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 57.8)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:01.851841,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 57.8)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:03.241787,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 57.8)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:04.725613,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 57.8)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:06.657043,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 47.5)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:08.650281,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 47.5)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:10.090245,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 47.5)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:11.639768,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 47.5)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:13.296401,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 47.5)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:14.908696,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 47.5)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:16.243211,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 47.5)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:17.564793,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 47.5)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:18.913977,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 47.5)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:20.255315,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 47.5)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:21.587365,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 47.5)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:22.961528,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 47.5)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:24.201734,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 47.5)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:25.749543,"(5.5, 9.4, 8.555555555555555)","(5.5, 8.0, 7.0)","(11.0, 21.0, 16.625)","(17.0, 22.0, 19.666666666666668)","(31.0, 65.0, 47.5)","(3.4, 4.6, 3.9)","(9.0, 16.0, 14.0)","(6.5, 10.5, 8.55)","(4.6, 6.8, 6.359999999999999)"
12-01-2023 16:19:27.139423,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 21.0, 16.625)","(17.0, 22.0, 20.727272727272727)","(31.0, 65.0, 60.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:28.571287,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 21.0, 16.625)","(17.0, 22.0, 20.727272727272727)","(31.0, 65.0, 62.08333333333333)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:30.087318,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 21.0, 16.625)","(17.0, 22.0, 20.727272727272727)","(31.0, 65.0, 48.5)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:31.429247,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 21.0, 16.625)","(17.0, 22.0, 20.727272727272727)","(31.0, 65.0, 48.5)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:32.759598,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 21.0, 16.625)","(17.0, 22.0, 20.727272727272727)","(31.0, 65.0, 48.5)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:34.078236,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 21.0, 16.625)","(17.0, 22.0, 20.727272727272727)","(31.0, 65.0, 59.5)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:35.447818,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 21.0, 16.625)","(17.0, 22.0, 20.727272727272727)","(31.0, 65.0, 59.5)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:36.615646,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 21.0, 16.625)","(17.0, 22.0, 20.727272727272727)","(31.0, 65.0, 59.5)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:37.775989,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 21.0, 16.625)","(17.0, 22.0, 20.727272727272727)","(31.0, 65.0, 59.5)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:39.145430,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 21.0, 16.625)","(17.0, 22.0, 20.727272727272727)","(31.0, 65.0, 59.5)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:40.453076,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 21.0, 16.625)","(17.0, 22.0, 20.727272727272727)","(31.0, 65.0, 59.5)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:42.135436,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 21.0, 16.625)","(17.0, 22.0, 20.727272727272727)","(31.0, 65.0, 59.5)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:43.531030,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 21.0, 16.625)","(17.0, 22.0, 20.727272727272727)","(31.0, 65.0, 59.5)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:44.814015,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 21.0, 16.625)","(17.0, 22.0, 20.727272727272727)","(31.0, 65.0, 59.5)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:46.241647,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 21.0, 18.2)","(17.0, 22.0, 20.25)","(31.0, 65.0, 59.5)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:47.783357,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 21.0, 18.2)","(17.0, 22.0, 20.25)","(31.0, 65.0, 59.5)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:49.606320,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 21.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 59.5)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:51.061702,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 48.5)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:52.578852,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 48.5)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.057142857142857)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:53.918246,"(5.5, 9.4, 8.475000000000001)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 11.6)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:55.645035,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 11.6)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:56.929821,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 11.6)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:19:58.791713,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 11.6)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:00.365517,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 13.28)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:01.665642,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 13.28)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:03.261703,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 13.28)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:04.638587,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 13.28)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:06.067537,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 13.28)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:07.438198,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:08.703699,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:09.798659,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:11.063183,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:12.467109,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:13.757858,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:15.567923,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:17.308517,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:18.510832,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:19.685077,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:20.835561,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:22.033178,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 8.55)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:23.405416,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 9.385714285714286)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:24.825854,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 9.385714285714286)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:26.358906,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 9.385714285714286)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:27.865929,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 9.385714285714286)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:29.223120,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 9.385714285714286)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:30.621911,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 9.385714285714286)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:32.091663,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 9.385714285714286)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:33.567636,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 9.385714285714286)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:34.708963,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 9.385714285714286)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:36.003613,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 9.385714285714286)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:37.533950,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 9.385714285714286)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:39.066785,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 18.0)","(17.0, 22.0, 20.25)","(31.0, 65.0, 54.0)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 9.385714285714286)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:40.415237,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 16.4)","(17.0, 22.0, 20.833333333333336)","(31.0, 65.0, 58.4)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 9.385714285714286)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:41.780496,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 16.4)","(17.0, 22.0, 20.833333333333336)","(31.0, 65.0, 58.4)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 9.385714285714286)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:43.007842,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(11.0, 22.0, 16.4)","(17.0, 22.0, 20.833333333333336)","(31.0, 65.0, 58.4)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 9.385714285714286)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:44.326523,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(10.0, 22.0, 16.4)","(17.0, 22.0, 20.833333333333336)","(31.0, 65.0, 58.4)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 9.385714285714286)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:45.677494,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(10.0, 22.0, 16.4)","(17.0, 22.0, 20.833333333333336)","(31.0, 65.0, 58.4)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 9.385714285714286)","(4.6, 6.8, 5.9)"
12-01-2023 16:20:46.938496,"(5.5, 9.4, 7.96)","(5.5, 8.0, 7.444444444444445)","(10.0, 22.0, 16.4)","(17.0, 22.0, 20.833333333333336)","(31.0, 65.0, 58.4)","(3.4, 4.6, 4.39)","(9.0, 16.0, 14.763636363636364)","(6.5, 10.5, 9.385714285714286)","(4.6, 6.8, 5.9)"
