,Abercrombie Limbo,What A Team,Tristars Pet,Our Ultimate Ruby,Torque No Fear,Mister Cracker,Getaloadacam,Wellsaidmylady,Out Of Dodge,Crankhandle
11-01-2023 19:54:43.305263,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 196.0)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.33)","(5.0, 11.0, 8.72)","(4.0, 7.8, 5.2)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:54:44.590609,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 196.0)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.221052631578948)","(5.0, 11.0, 8.72)","(4.0, 7.6, 4.533333333333333)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:54:45.892789,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 196.0)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.2, 4.533333333333333)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:54:47.279313,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 196.0)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.2, 4.533333333333333)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:54:48.672083,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 196.0)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.410526315789474)","(5.0, 11.0, 8.72)","(4.0, 7.2, 4.533333333333333)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:54:50.122589,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 196.0)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.410526315789474)","(5.0, 11.0, 8.72)","(4.0, 7.2, 5.0)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:54:51.432153,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 196.0)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 6.009090909090909)","(5.0, 11.0, 8.72)","(4.0, 7.0, 5.0)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:54:52.686405,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 196.0)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.6000000000000005)","(5.0, 11.0, 8.72)","(4.0, 7.0, 5.0)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:54:54.004890,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 196.0)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.6000000000000005)","(5.0, 11.0, 8.72)","(4.0, 7.0, 5.0)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:54:55.290765,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 196.0)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 6.009090909090909)","(5.0, 11.0, 8.72)","(4.0, 7.0, 5.0)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:54:56.717487,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 196.0)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.6000000000000005)","(5.0, 11.0, 8.72)","(4.0, 7.0, 5.0)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:54:58.110745,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 196.0)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.6000000000000005)","(5.0, 11.0, 8.72)","(4.0, 7.0, 5.0)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:54:59.460202,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 196.0)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.6000000000000005)","(5.0, 11.0, 8.72)","(4.0, 7.0, 5.0)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:55:00.835226,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 196.0)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 6.0285714285714285)","(5.0, 11.0, 8.72)","(4.0, 7.0, 5.0)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:55:02.174603,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 196.0)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.789473684210526)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:55:03.515940,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.789473684210526)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:55:04.849820,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.33)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:55:06.291527,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:55:07.783704,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 65.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 26.666666666666668)"
11-01-2023 19:55:09.229080,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:10.567125,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:11.869437,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:13.286820,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:14.706377,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:16.098278,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:17.496521,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:18.901590,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:20.271690,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:21.586729,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:22.940712,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:24.274913,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:25.640684,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:27.048611,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:28.381365,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:29.785526,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:31.179023,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:32.539111,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:33.955567,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:35.327262,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:36.648164,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:37.972253,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:39.271635,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:40.696173,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:42.087216,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:43.465575,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:44.843053,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:46.352770,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.72)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:47.849187,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 9.428571428571429)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:49.375541,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 9.542857142857143)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:50.887133,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 9.542857142857143)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:52.351932,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 59.5)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 9.542857142857143)","(4.0, 7.0, 4.6)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:55:53.721463,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 180.0)","(101.0, 220.0, 185.71428571428572)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 74.71428571428571)","(26.0, 90.0, 62.8)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 9.542857142857143)","(4.0, 7.0, 4.6)","(19.0, 46.0, 28.666666666666664)"
11-01-2023 19:55:55.191042,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 180.0)","(101.0, 220.0, 185.71428571428572)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 74.71428571428571)","(26.0, 90.0, 62.8)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 9.542857142857143)","(4.0, 7.0, 4.6)","(19.0, 46.0, 28.666666666666664)"
11-01-2023 19:55:56.622342,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 180.0)","(101.0, 220.0, 185.71428571428572)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 66.2)","(26.0, 90.0, 62.8)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 9.542857142857143)","(4.0, 7.0, 4.6)","(19.0, 46.0, 28.666666666666664)"
11-01-2023 19:55:58.003394,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 180.0)","(101.0, 220.0, 185.71428571428572)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 66.2)","(26.0, 90.0, 62.8)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 10.425)","(4.0, 7.0, 4.6)","(19.0, 46.0, 28.666666666666664)"
11-01-2023 19:55:59.583906,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 180.0)","(101.0, 220.0, 185.71428571428572)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 66.2)","(26.0, 90.0, 62.8)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 10.425)","(4.0, 7.0, 4.6)","(19.0, 46.0, 28.666666666666664)"
11-01-2023 19:56:01.058895,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 180.0)","(101.0, 220.0, 185.71428571428572)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 66.2)","(26.0, 90.0, 62.8)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 9.857142857142858)","(4.0, 7.0, 4.6)","(19.0, 46.0, 28.666666666666664)"
11-01-2023 19:56:02.379301,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 180.0)","(101.0, 220.0, 185.71428571428572)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 66.2)","(26.0, 90.0, 62.8)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 9.0)","(4.0, 7.0, 4.6)","(19.0, 46.0, 28.666666666666664)"
11-01-2023 19:56:03.867779,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 180.0)","(101.0, 220.0, 185.71428571428572)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 66.2)","(26.0, 90.0, 62.8)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 10.257142857142858)","(4.0, 7.0, 4.6)","(19.0, 46.0, 28.666666666666664)"
11-01-2023 19:56:05.221585,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 180.0)","(101.0, 220.0, 185.71428571428572)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 66.2)","(26.0, 90.0, 62.8)","(4.8, 9.2, 5.845454545454545)","(5.0, 11.0, 8.521212121212121)","(4.0, 7.0, 4.6)","(19.0, 46.0, 28.666666666666664)"
11-01-2023 19:56:06.544946,"(3.6, 5.6, 4.942857142857143)","(81.0, 220.0, 180.0)","(101.0, 220.0, 185.71428571428572)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 66.2)","(26.0, 90.0, 62.8)","(4.8, 9.2, 5.845454545454545)","(5.0, 9.2, 7.063492063492063)","(4.0, 7.0, 4.230769230769231)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:56:07.906408,"(3.6, 5.6, 4.133333333333333)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 41.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 7.8, 7.2594594594594595)","(4.0, 7.0, 4.230769230769231)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:56:09.534613,"(3.6, 5.6, 4.133333333333333)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.506896551724138)","(26.0, 95.0, 41.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.845454545454545)","(5.0, 8.2, 7.32)","(4.0, 7.0, 4.230769230769231)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:56:10.890241,"(3.6, 5.6, 4.133333333333333)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.413861386138614)","(26.0, 95.0, 41.0)","(26.0, 90.0, 47.5)","(4.8, 9.2, 5.927272727272728)","(5.0, 7.4, 7.213793103448276)","(4.0, 7.0, 4.230769230769231)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:56:12.261326,"(3.6, 5.6, 4.133333333333333)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.413861386138614)","(26.0, 95.0, 41.0)","(26.0, 90.0, 53.5)","(4.8, 9.2, 7.733333333333333)","(5.0, 7.6, 7.213793103448276)","(4.0, 7.0, 4.933333333333334)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:56:13.797195,"(3.6, 5.6, 4.133333333333333)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.413861386138614)","(26.0, 95.0, 41.0)","(26.0, 85.0, 53.5)","(4.8, 9.0, 7.766666666666667)","(5.0, 7.6, 8.56)","(4.0, 6.8, 4.933333333333334)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:56:15.218676,"(3.6, 5.6, 4.133333333333333)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 4.453846153846154)","(26.0, 95.0, 51.8)","(26.0, 85.0, 56.8)","(4.8, 9.0, 8.075)","(5.0, 14.0, 8.05)","(4.0, 6.8, 4.933333333333334)","(19.0, 46.0, 23.714285714285715)"
11-01-2023 19:56:16.615963,"(3.6, 5.6, 4.133333333333333)","(81.0, 220.0, 194.54545454545453)","(101.0, 220.0, 198.1818181818182)","(4.2, 5.8, 5.1)","(26.0, 95.0, 63.2)","(26.0, 80.0, 56.8)","(4.8, 9.0, 7.4)","(5.0, 14.0, 8.05)","(4.0, 6.8, 4.866666666666666)","(19.0, 46.0, 24.8)"
