,Van Damme,Bold Prophet,A I Initiative,Pont Du Gard,Onlyattheshoe
758,"[datetime.datetime(2022, 11, 28, 11, 0, 20, 620949), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 20, 620949), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 20, 620949), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 20, 620949), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 20, 620949), 4.8, 7.4]"
759,"[datetime.datetime(2022, 11, 28, 11, 0, 21, 710167), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 21, 710167), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 21, 710167), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 21, 710167), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 21, 710167), 4.8, 7.4]"
760,"[datetime.datetime(2022, 11, 28, 11, 0, 22, 795281), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 22, 795281), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 22, 795281), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 22, 795281), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 22, 795281), 4.8, 7.4]"
761,"[datetime.datetime(2022, 11, 28, 11, 0, 23, 877401), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 23, 877401), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 23, 877401), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 23, 877401), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 23, 877401), 4.8, 7.4]"
762,"[datetime.datetime(2022, 11, 28, 11, 0, 24, 959106), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 24, 959106), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 24, 959106), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 24, 959106), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 24, 959106), 4.8, 7.4]"
763,"[datetime.datetime(2022, 11, 28, 11, 0, 26, 49934), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 26, 49934), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 26, 49934), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 26, 49934), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 26, 49934), 4.8, 7.4]"
764,"[datetime.datetime(2022, 11, 28, 11, 0, 27, 138123), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 27, 138123), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 27, 138123), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 27, 138123), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 27, 138123), 4.8, 7.4]"
765,"[datetime.datetime(2022, 11, 28, 11, 0, 28, 222237), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 28, 222237), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 28, 222237), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 28, 222237), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 28, 222237), 4.8, 7.4]"
766,"[datetime.datetime(2022, 11, 28, 11, 0, 29, 308617), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 29, 308617), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 29, 308617), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 29, 308617), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 29, 308617), 4.8, 7.4]"
767,"[datetime.datetime(2022, 11, 28, 11, 0, 30, 394325), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 30, 394325), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 30, 394325), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 30, 394325), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 30, 394325), 4.8, 7.4]"
768,"[datetime.datetime(2022, 11, 28, 11, 0, 31, 515132), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 31, 515132), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 31, 515132), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 31, 515132), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 31, 515132), 4.8, 7.4]"
769,"[datetime.datetime(2022, 11, 28, 11, 0, 32, 601375), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 32, 601375), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 32, 601375), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 32, 601375), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 32, 601375), 4.8, 7.4]"
770,"[datetime.datetime(2022, 11, 28, 11, 0, 33, 695306), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 33, 695306), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 33, 695306), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 33, 695306), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 33, 695306), 4.8, 7.4]"
771,"[datetime.datetime(2022, 11, 28, 11, 0, 34, 784055), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 34, 784055), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 34, 784055), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 34, 784055), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 34, 784055), 4.8, 7.4]"
772,"[datetime.datetime(2022, 11, 28, 11, 0, 35, 869954), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 35, 869954), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 35, 869954), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 35, 869954), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 35, 869954), 4.8, 7.4]"
773,"[datetime.datetime(2022, 11, 28, 11, 0, 36, 955837), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 36, 955837), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 36, 955837), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 36, 955837), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 36, 955837), 4.8, 7.4]"
774,"[datetime.datetime(2022, 11, 28, 11, 0, 38, 45447), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 38, 45447), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 38, 45447), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 38, 45447), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 38, 45447), 4.8, 7.4]"
775,"[datetime.datetime(2022, 11, 28, 11, 0, 39, 129776), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 39, 129776), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 39, 129776), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 39, 129776), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 39, 129776), 4.8, 7.4]"
776,"[datetime.datetime(2022, 11, 28, 11, 0, 40, 219584), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 40, 219584), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 40, 219584), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 40, 219584), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 40, 219584), 4.8, 7.4]"
777,"[datetime.datetime(2022, 11, 28, 11, 0, 41, 307050), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 41, 307050), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 41, 307050), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 41, 307050), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 41, 307050), 4.8, 7.4]"
778,"[datetime.datetime(2022, 11, 28, 11, 0, 42, 393718), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 42, 393718), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 42, 393718), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 42, 393718), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 42, 393718), 4.8, 7.4]"
779,"[datetime.datetime(2022, 11, 28, 11, 0, 43, 479795), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 43, 479795), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 43, 479795), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 43, 479795), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 43, 479795), 4.8, 7.4]"
780,"[datetime.datetime(2022, 11, 28, 11, 0, 44, 561364), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 44, 561364), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 44, 561364), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 44, 561364), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 44, 561364), 4.8, 7.4]"
781,"[datetime.datetime(2022, 11, 28, 11, 0, 45, 649065), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 45, 649065), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 45, 649065), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 45, 649065), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 45, 649065), 4.8, 7.4]"
782,"[datetime.datetime(2022, 11, 28, 11, 0, 46, 730915), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 46, 730915), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 46, 730915), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 46, 730915), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 46, 730915), 4.8, 7.4]"
783,"[datetime.datetime(2022, 11, 28, 11, 0, 47, 811743), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 47, 811743), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 47, 811743), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 47, 811743), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 47, 811743), 4.8, 7.4]"
784,"[datetime.datetime(2022, 11, 28, 11, 0, 48, 907176), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 48, 907176), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 48, 907176), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 48, 907176), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 48, 907176), 4.8, 7.4]"
785,"[datetime.datetime(2022, 11, 28, 11, 0, 49, 996600), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 49, 996600), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 49, 996600), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 49, 996600), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 49, 996600), 4.8, 7.4]"
786,"[datetime.datetime(2022, 11, 28, 11, 0, 51, 79973), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 51, 79973), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 51, 79973), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 51, 79973), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 51, 79973), 4.8, 7.4]"
787,"[datetime.datetime(2022, 11, 28, 11, 0, 52, 190774), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 52, 190774), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 52, 190774), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 52, 190774), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 52, 190774), 4.8, 7.4]"
788,"[datetime.datetime(2022, 11, 28, 11, 0, 53, 278869), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 53, 278869), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 53, 278869), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 53, 278869), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 53, 278869), 4.8, 7.4]"
789,"[datetime.datetime(2022, 11, 28, 11, 0, 54, 364529), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 54, 364529), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 54, 364529), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 54, 364529), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 54, 364529), 4.8, 7.4]"
790,"[datetime.datetime(2022, 11, 28, 11, 0, 55, 446060), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 55, 446060), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 55, 446060), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 55, 446060), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 55, 446060), 4.8, 7.4]"
791,"[datetime.datetime(2022, 11, 28, 11, 0, 56, 532380), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 56, 532380), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 56, 532380), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 56, 532380), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 56, 532380), 4.8, 7.4]"
792,"[datetime.datetime(2022, 11, 28, 11, 0, 57, 615901), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 57, 615901), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 57, 615901), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 57, 615901), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 57, 615901), 4.8, 7.4]"
793,"[datetime.datetime(2022, 11, 28, 11, 0, 58, 701771), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 58, 701771), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 58, 701771), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 58, 701771), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 58, 701771), 4.8, 7.4]"
794,"[datetime.datetime(2022, 11, 28, 11, 0, 59, 785960), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 59, 785960), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 0, 59, 785960), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 0, 59, 785960), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 0, 59, 785960), 4.8, 7.4]"
795,"[datetime.datetime(2022, 11, 28, 11, 1, 0, 881971), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 0, 881971), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 0, 881971), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 0, 881971), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 0, 881971), 4.8, 7.4]"
796,"[datetime.datetime(2022, 11, 28, 11, 1, 1, 966377), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 1, 966377), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 1, 966377), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 1, 966377), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 1, 966377), 4.8, 7.4]"
797,"[datetime.datetime(2022, 11, 28, 11, 1, 3, 51439), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 3, 51439), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 3, 51439), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 3, 51439), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 3, 51439), 4.8, 7.4]"
798,"[datetime.datetime(2022, 11, 28, 11, 1, 4, 145368), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 4, 145368), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 4, 145368), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 4, 145368), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 4, 145368), 4.8, 7.4]"
799,"[datetime.datetime(2022, 11, 28, 11, 1, 5, 252484), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 5, 252484), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 5, 252484), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 5, 252484), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 5, 252484), 4.8, 7.4]"
800,"[datetime.datetime(2022, 11, 28, 11, 1, 6, 354933), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 6, 354933), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 6, 354933), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 6, 354933), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 6, 354933), 4.8, 7.4]"
801,"[datetime.datetime(2022, 11, 28, 11, 1, 7, 459194), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 7, 459194), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 7, 459194), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 7, 459194), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 7, 459194), 4.8, 7.4]"
802,"[datetime.datetime(2022, 11, 28, 11, 1, 8, 582350), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 8, 582350), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 8, 582350), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 8, 582350), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 8, 582350), 4.8, 7.4]"
803,"[datetime.datetime(2022, 11, 28, 11, 1, 9, 681883), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 9, 681883), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 9, 681883), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 9, 681883), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 9, 681883), 4.8, 7.4]"
804,"[datetime.datetime(2022, 11, 28, 11, 1, 10, 784940), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 10, 784940), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 10, 784940), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 10, 784940), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 10, 784940), 4.8, 7.4]"
805,"[datetime.datetime(2022, 11, 28, 11, 1, 11, 919741), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 11, 919741), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 11, 919741), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 11, 919741), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 11, 919741), 4.8, 7.4]"
806,"[datetime.datetime(2022, 11, 28, 11, 1, 13, 16324), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 13, 16324), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 13, 16324), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 13, 16324), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 13, 16324), 4.8, 7.4]"
807,"[datetime.datetime(2022, 11, 28, 11, 1, 14, 96835), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 14, 96835), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 14, 96835), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 14, 96835), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 14, 96835), 4.8, 7.4]"
808,"[datetime.datetime(2022, 11, 28, 11, 1, 15, 185293), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 15, 185293), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 15, 185293), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 15, 185293), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 15, 185293), 4.8, 7.4]"
809,"[datetime.datetime(2022, 11, 28, 11, 1, 16, 328634), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 16, 328634), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 16, 328634), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 16, 328634), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 16, 328634), 4.8, 7.4]"
810,"[datetime.datetime(2022, 11, 28, 11, 1, 17, 412345), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 17, 412345), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 17, 412345), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 17, 412345), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 17, 412345), 4.8, 7.4]"
811,"[datetime.datetime(2022, 11, 28, 11, 1, 18, 495255), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 18, 495255), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 18, 495255), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 18, 495255), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 18, 495255), 4.8, 7.4]"
812,"[datetime.datetime(2022, 11, 28, 11, 1, 19, 584146), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 19, 584146), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 19, 584146), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 19, 584146), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 19, 584146), 4.8, 7.4]"
813,"[datetime.datetime(2022, 11, 28, 11, 1, 20, 674060), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 20, 674060), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 20, 674060), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 20, 674060), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 20, 674060), 4.8, 7.4]"
814,"[datetime.datetime(2022, 11, 28, 11, 1, 21, 755497), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 21, 755497), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 21, 755497), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 21, 755497), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 21, 755497), 4.8, 7.4]"
815,"[datetime.datetime(2022, 11, 28, 11, 1, 22, 838004), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 22, 838004), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 22, 838004), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 22, 838004), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 22, 838004), 4.8, 7.4]"
816,"[datetime.datetime(2022, 11, 28, 11, 1, 23, 927603), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 23, 927603), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 23, 927603), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 23, 927603), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 23, 927603), 4.8, 7.4]"
817,"[datetime.datetime(2022, 11, 28, 11, 1, 25, 9842), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 25, 9842), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 25, 9842), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 25, 9842), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 25, 9842), 4.8, 7.4]"
818,"[datetime.datetime(2022, 11, 28, 11, 1, 26, 93989), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 26, 93989), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 26, 93989), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 26, 93989), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 26, 93989), 4.8, 7.4]"
819,"[datetime.datetime(2022, 11, 28, 11, 1, 27, 175188), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 27, 175188), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 27, 175188), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 27, 175188), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 27, 175188), 4.8, 7.4]"
820,"[datetime.datetime(2022, 11, 28, 11, 1, 28, 262117), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 28, 262117), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 28, 262117), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 28, 262117), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 28, 262117), 4.8, 7.4]"
821,"[datetime.datetime(2022, 11, 28, 11, 1, 29, 343946), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 29, 343946), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 29, 343946), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 29, 343946), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 29, 343946), 4.8, 7.4]"
822,"[datetime.datetime(2022, 11, 28, 11, 1, 30, 457739), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 30, 457739), 18.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 1, 30, 457739), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 1, 30, 457739), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 11, 1, 30, 457739), 4.8, 7.4]"
