,Thrilling Ziggy,Big Time Girly,Highview Moose,Allegro Barrel,Nutty Nuts,Big Time Axel,Big Time Bumper
04-01-2023 09:45:40.042932,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:40.940565,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:41.930040,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:42.818166,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:43.697734,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:44.570800,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:45.449776,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:46.331851,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:47.217018,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:48.120693,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:49.023738,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:49.954853,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:50.835060,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:51.712977,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:52.612659,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:53.484757,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:54.364039,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:55.250295,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:56.135789,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:57.024762,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:57.941745,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 9.542592592592593)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:58.849742,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:45:59.747119,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:00.635691,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:01.523685,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:02.461535,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:03.366595,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:04.241715,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:05.154013,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:06.050432,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:06.946010,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:07.823572,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:08.717139,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:09.621425,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:10.509076,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:11.402812,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:12.309882,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:13.204992,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:14.076579,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:14.952030,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:15.821044,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:16.712054,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:17.604086,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:18.478057,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:19.362376,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:20.230333,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:21.101905,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:21.982220,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:22.908438,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:23.802313,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:24.718753,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:25.605020,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:26.509210,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:27.397871,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:28.296005,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:29.172114,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:30.064040,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:30.941317,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:31.826777,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:32.713519,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:33.594706,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:34.483497,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:35.390291,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:36.302519,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:37.201635,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:38.100062,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:38.990177,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:39.866816,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:40.759349,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:41.652451,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:42.530795,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:43.407669,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:44.279789,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:45.152813,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:46.033441,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:46.906822,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:47.809415,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:48.718140,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:49.651504,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:50.556687,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:51.462364,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:52.360493,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:53.261343,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 9.912962962962965)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:54.143463,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 12.0, 9.912962962962965)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:55.049680,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 12.0, 9.912962962962965)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:55.926636,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 12.0, 9.912962962962965)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:56.824156,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 12.0, 9.912962962962965)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:57.696202,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 12.0, 9.912962962962965)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:58.583713,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 12.0, 9.912962962962965)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:46:59.461500,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 12.0, 9.912962962962965)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:47:00.346530,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 12.0, 9.912962962962965)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:47:01.247505,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 12.0, 9.912962962962965)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:47:02.144679,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
