,Tuta Grizzly,Lornas Creek,Stomp,Business Flight,Clock Watcher,Journalist,Luckies Lass,Brians Buster
08-01-2023 12:07:52.795431,"(51.0, 490.0, 302.5)","(51.0, 510.0, 279.0)","(31.0, 310.0, 171.0)","(31.0, 310.0, 133.75)","(3.1, 7.8, 7.325641025641026)","(1.16, 1.35, 1.1746280991735536)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:07:53.751256,"(51.0, 490.0, 302.5)","(51.0, 510.0, 279.0)","(31.0, 310.0, 171.0)","(31.0, 310.0, 133.75)","(3.1, 7.8, 7.3769230769230765)","(1.16, 1.31, 1.174297520661157)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:07:54.727669,"(51.0, 490.0, 302.5)","(51.0, 510.0, 279.0)","(31.0, 310.0, 171.0)","(31.0, 310.0, 133.75)","(3.1, 7.8, 5.514285714285714)","(1.16, 1.3, 1.2354545454545454)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:07:55.711149,"(51.0, 490.0, 302.5)","(51.0, 510.0, 279.0)","(31.0, 310.0, 171.0)","(31.0, 310.0, 133.75)","(3.1, 7.8, 7.378947368421052)","(1.16, 1.35, 1.174297520661157)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:07:56.659458,"(51.0, 490.0, 302.5)","(51.0, 510.0, 279.0)","(31.0, 310.0, 171.0)","(31.0, 310.0, 133.75)","(3.1, 7.8, 7.378947368421052)","(1.16, 1.3, 1.1739669421487602)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:07:57.651812,"(51.0, 490.0, 302.5)","(51.0, 510.0, 279.0)","(31.0, 310.0, 171.0)","(31.0, 310.0, 133.75)","(3.1, 7.8, 5.157142857142857)","(1.16, 1.29, 1.2354545454545454)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:07:58.703762,"(51.0, 490.0, 302.5)","(51.0, 510.0, 279.0)","(31.0, 310.0, 171.0)","(31.0, 310.0, 133.75)","(3.1, 7.8, 6.947058823529412)","(1.16, 1.35, 1.1784615384615384)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:07:59.741491,"(51.0, 490.0, 302.5)","(51.0, 510.0, 279.0)","(31.0, 310.0, 171.0)","(31.0, 310.0, 141.25)","(3.1, 7.8, 5.085714285714285)","(1.16, 1.28, 1.2354545454545454)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:00.733959,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.8, 4.844444444444444)","(1.16, 1.35, 1.2309999999999999)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:01.714038,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.8, 4.844444444444444)","(1.16, 1.35, 1.336875)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:02.689437,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.8, 4.844444444444444)","(1.16, 1.35, 1.336875)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:03.646533,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.8, 4.844444444444444)","(1.16, 1.35, 1.260909090909091)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:04.608872,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.8, 4.844444444444444)","(1.16, 1.35, 1.260909090909091)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:05.646029,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.8, 4.844444444444444)","(1.16, 1.35, 1.260909090909091)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:06.662388,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.8, 4.844444444444444)","(1.16, 1.35, 1.260909090909091)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:07.715024,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.8, 4.844444444444444)","(1.16, 1.35, 1.260909090909091)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:08.727108,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.8, 4.9363636363636365)","(1.16, 1.35, 1.2321538461538462)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:09.729130,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.8, 6.74)","(1.16, 1.57, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:10.669283,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:11.640316,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:12.642325,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:13.682232,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:14.732543,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:15.782008,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:16.776189,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:17.796370,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:18.826447,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:19.810414,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:20.831640,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:21.885150,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:22.881411,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:23.924020,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:24.971973,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:26.044939,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:27.079440,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:28.127352,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:29.101675,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:30.044765,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.433333333333334)","(1.16, 1.34, 1.2572727272727273)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:31.129058,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:32.312358,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:33.411605,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:34.563491,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:35.686783,"(51.0, 510.0, 314.16666666666663)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:36.726756,"(51.0, 510.0, 276.0)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 215.0)","(91.0, 610.0, 521.6666666666666)"
08-01-2023 12:08:37.726798,"(51.0, 510.0, 276.0)","(51.0, 510.0, 279.0)","(31.0, 330.0, 179.5)","(31.0, 330.0, 141.25)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:38.726608,"(51.0, 490.0, 362.0)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:39.699102,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:40.709604,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:41.729744,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:42.766213,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:43.787561,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:44.778494,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:45.718902,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:46.711637,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:47.724038,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:48.790013,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:49.837019,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2321538461538462)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:50.894832,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.57, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:51.881804,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:52.883789,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:53.895749,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:54.899024,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:55.886926,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:56.959666,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:58.016947,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:08:59.048251,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:09:00.136474,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:09:01.178251,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 320.0, 175.0)","(31.0, 320.0, 222.66666666666666)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:09:02.240529,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 330.0, 142.5)","(31.0, 330.0, 157.42857142857144)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:09:03.313651,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 330.0, 277.5)","(31.0, 330.0, 157.42857142857144)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:09:04.350196,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 360.0, 277.5)","(31.0, 330.0, 157.42857142857144)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:09:05.330294,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 360.0, 277.5)","(31.0, 330.0, 157.42857142857144)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:09:06.346478,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 360.0, 323.55555555555554)","(31.0, 330.0, 157.42857142857144)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:09:07.417243,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 360.0, 323.55555555555554)","(31.0, 330.0, 157.42857142857144)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:09:08.480843,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 360.0, 323.55555555555554)","(31.0, 330.0, 157.42857142857144)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:09:09.685818,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 360.0, 323.55555555555554)","(31.0, 330.0, 157.42857142857144)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:09:10.834797,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 360.0, 323.55555555555554)","(31.0, 330.0, 157.42857142857144)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:09:12.006367,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 360.0, 323.55555555555554)","(31.0, 330.0, 157.42857142857144)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2877777777777777)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:09:13.188489,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 360.0, 323.55555555555554)","(31.0, 330.0, 157.42857142857144)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.56, 1.2855555555555556)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:09:14.391725,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 360.0, 323.55555555555554)","(31.0, 330.0, 157.42857142857144)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.55, 1.2855555555555556)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:09:15.449310,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 360.0, 323.55555555555554)","(31.0, 330.0, 157.42857142857144)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.55, 1.2855555555555556)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
08-01-2023 12:09:16.424447,"(51.0, 500.0, 296.44444444444446)","(51.0, 510.0, 265.4117647058823)","(31.0, 360.0, 323.55555555555554)","(31.0, 330.0, 157.42857142857144)","(3.1, 7.6, 6.779999999999999)","(1.16, 1.55, 1.2855555555555556)","(51.0, 390.0, 174.6153846153846)","(91.0, 610.0, 551.1111111111111)"
