,Haras Pearl,Stolen Moment,Jack Spot,Mad Max Blue,Fire Flick,Uncle Charlie,Dairy Girl
04-01-2023 13:57:44.572032,"(2.45, 3.0, 2.9994594594594592)","(41.0, 490.0, 123.33333333333333)","(1.45, 1.67, 1.6602298850574713)","(81.0, 590.0, 510.0)","(41.0, 390.0, 124.0)","(8.0, 22.0, 20.42857142857143)","(21.0, 80.0, 46.4)"
04-01-2023 13:57:45.528132,"(2.45, 3.2, 3.178)","(41.0, 490.0, 105.0)","(1.45, 1.67, 1.6016091954022988)","(81.0, 590.0, 510.0)","(41.0, 370.0, 96.66666666666666)","(8.0, 22.0, 20.0)","(21.0, 80.0, 94.66666666666667)"
04-01-2023 13:57:46.484551,"(2.45, 3.2, 3.165714285714286)","(41.0, 490.0, 105.0)","(1.45, 1.67, 1.601590909090909)","(81.0, 590.0, 510.0)","(41.0, 370.0, 96.66666666666666)","(8.0, 22.0, 20.0)","(21.0, 130.0, 94.66666666666667)"
04-01-2023 13:57:47.496227,"(2.45, 3.2, 3.1675)","(41.0, 490.0, 105.0)","(1.45, 1.67, 1.5927906976744186)","(81.0, 590.0, 510.0)","(41.0, 370.0, 96.66666666666666)","(8.0, 22.0, 20.0)","(21.0, 130.0, 47.55555555555556)"
04-01-2023 13:57:48.557865,"(2.45, 3.2, 3.1633333333333336)","(41.0, 490.0, 105.0)","(1.45, 1.66, 1.604)","(81.0, 590.0, 510.0)","(41.0, 370.0, 96.66666666666666)","(8.0, 22.0, 20.0)","(21.0, 130.0, 47.55555555555556)"
04-01-2023 13:57:49.594398,"(2.45, 3.2, 3.1633333333333336)","(41.0, 490.0, 105.0)","(1.45, 1.66, 1.604)","(81.0, 590.0, 510.0)","(41.0, 370.0, 96.66666666666666)","(8.0, 22.0, 20.0)","(21.0, 130.0, 47.55555555555556)"
04-01-2023 13:57:50.617430,"(2.45, 3.2, 3.1633333333333336)","(41.0, 490.0, 105.0)","(1.45, 1.66, 1.604)","(81.0, 590.0, 510.0)","(41.0, 370.0, 96.66666666666666)","(8.0, 22.0, 20.0)","(21.0, 130.0, 47.55555555555556)"
04-01-2023 13:57:51.602640,"(2.45, 3.2, 3.1633333333333336)","(41.0, 490.0, 105.0)","(1.45, 1.66, 1.604)","(81.0, 590.0, 510.0)","(41.0, 370.0, 96.66666666666666)","(8.0, 22.0, 20.9)","(21.0, 130.0, 47.55555555555556)"
04-01-2023 13:57:52.560684,"(2.45, 3.2, 3.16)","(41.0, 490.0, 105.0)","(1.45, 1.66, 1.604)","(81.0, 590.0, 360.0)","(41.0, 370.0, 98.33333333333334)","(8.0, 23.0, 20.9)","(21.0, 130.0, 38.125)"
04-01-2023 13:57:53.565407,"(2.45, 3.2, 3.17)","(41.0, 490.0, 109.375)","(1.45, 1.66, 1.604)","(81.0, 590.0, 360.0)","(41.0, 370.0, 98.33333333333334)","(8.0, 23.0, 21.25)","(21.0, 130.0, 38.125)"
04-01-2023 13:57:54.578510,"(2.45, 3.2, 3.156)","(41.0, 490.0, 109.375)","(1.45, 1.66, 1.604)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 23.0, 21.25)","(21.0, 130.0, 38.125)"
04-01-2023 13:57:55.642583,"(2.45, 4.2, 3.9560000000000004)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 23.0, 21.25)","(21.0, 130.0, 63.18181818181818)"
04-01-2023 13:57:56.853369,"(2.45, 4.2, 3.8000000000000003)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 23.0, 20.0)","(21.0, 130.0, 101.0)"
04-01-2023 13:57:57.862167,"(2.45, 4.2, 3.8000000000000003)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 23.0, 20.0)","(21.0, 120.0, 101.0)"
04-01-2023 13:57:58.841432,"(2.45, 4.1, 3.733333333333333)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 23.0, 20.0)","(21.0, 120.0, 93.0)"
04-01-2023 13:57:59.845342,"(2.45, 4.1, 3.733333333333333)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 23.0, 20.0)","(21.0, 110.0, 93.0)"
04-01-2023 13:58:00.925750,"(2.45, 4.1, 3.733333333333333)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 360.0)","(41.0, 370.0, 98.33333333333334)","(8.0, 23.0, 20.0)","(21.0, 110.0, 93.0)"
04-01-2023 13:58:01.909180,"(2.45, 4.1, 3.5749999999999997)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 360.0)","(41.0, 370.0, 98.33333333333334)","(8.0, 23.0, 20.0)","(21.0, 110.0, 93.0)"
04-01-2023 13:58:02.910377,"(2.45, 4.1, 3.5749999999999997)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 23.0, 21.25)","(21.0, 110.0, 82.0)"
04-01-2023 13:58:03.912628,"(2.45, 4.1, 3.5749999999999997)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 23.0, 21.25)","(21.0, 110.0, 82.0)"
04-01-2023 13:58:04.979892,"(2.45, 4.1, 3.5749999999999997)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 23.0, 21.25)","(21.0, 110.0, 82.0)"
04-01-2023 13:58:05.985212,"(2.45, 4.1, 3.9499999999999997)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 23.0, 20.714285714285715)","(21.0, 110.0, 82.0)"
04-01-2023 13:58:07.020206,"(2.45, 4.1, 3.9499999999999997)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 24.0, 20.714285714285715)","(21.0, 110.0, 82.0)"
04-01-2023 13:58:08.098270,"(2.45, 4.6, 4.378571428571428)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 24.0, 19.6)","(21.0, 110.0, 82.0)"
04-01-2023 13:58:09.163602,"(2.45, 4.6, 3.6312499999999996)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 24.0, 19.6)","(21.0, 110.0, 82.0)"
04-01-2023 13:58:10.174130,"(2.45, 4.6, 3.6312499999999996)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 24.0, 19.6)","(21.0, 110.0, 82.0)"
04-01-2023 13:58:11.160869,"(2.45, 4.6, 3.6312499999999996)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 24.0, 19.6)","(21.0, 110.0, 82.0)"
04-01-2023 13:58:12.137221,"(2.45, 4.6, 3.6312499999999996)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 24.0, 19.8)","(21.0, 110.0, 96.0)"
04-01-2023 13:58:13.122918,"(2.45, 4.5, 3.7105263157894735)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 24.0, 19.8)","(21.0, 110.0, 96.0)"
04-01-2023 13:58:14.078990,"(2.45, 4.5, 3.7105263157894735)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 24.0, 19.8)","(21.0, 110.0, 78.22222222222223)"
04-01-2023 13:58:15.027716,"(2.45, 4.5, 3.675)","(41.0, 490.0, 109.375)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 436.6666666666667)","(41.0, 370.0, 98.33333333333334)","(8.0, 24.0, 19.8)","(21.0, 120.0, 96.0)"
04-01-2023 13:58:16.263282,"(2.45, 4.5, 3.675)","(41.0, 490.0, 151.66666666666669)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 365.0)","(41.0, 370.0, 98.33333333333334)","(8.0, 24.0, 19.8)","(21.0, 110.0, 96.0)"
04-01-2023 13:58:17.241524,"(2.45, 4.4, 4.260000000000001)","(41.0, 490.0, 151.66666666666669)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 365.0)","(41.0, 370.0, 98.33333333333334)","(8.0, 24.0, 19.8)","(21.0, 110.0, 96.0)"
04-01-2023 13:58:18.456916,"(2.45, 4.4, 4.260000000000001)","(41.0, 490.0, 151.66666666666669)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 365.0)","(41.0, 370.0, 98.33333333333334)","(8.0, 24.0, 19.8)","(21.0, 110.0, 96.0)"
04-01-2023 13:58:19.575289,"(2.45, 4.4, 4.260000000000001)","(41.0, 490.0, 151.66666666666669)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 365.0)","(41.0, 370.0, 98.33333333333334)","(8.0, 24.0, 19.8)","(21.0, 110.0, 96.0)"
04-01-2023 13:58:20.620924,"(2.45, 4.4, 4.260000000000001)","(41.0, 490.0, 151.66666666666669)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 365.0)","(41.0, 370.0, 98.33333333333334)","(8.0, 24.0, 19.8)","(21.0, 110.0, 96.0)"
04-01-2023 13:58:21.750645,"(2.45, 4.4, 4.260000000000001)","(41.0, 490.0, 151.66666666666669)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 365.0)","(41.0, 370.0, 98.33333333333334)","(8.0, 24.0, 19.8)","(21.0, 110.0, 96.0)"
04-01-2023 13:58:22.861016,"(2.45, 4.4, 4.260000000000001)","(41.0, 490.0, 151.66666666666669)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 365.0)","(41.0, 370.0, 83.5)","(8.0, 24.0, 19.8)","(21.0, 110.0, 96.0)"
04-01-2023 13:58:23.865162,"(2.45, 4.4, 4.260000000000001)","(41.0, 490.0, 113.75)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 365.0)","(41.0, 360.0, 83.5)","(8.0, 24.0, 19.8)","(21.0, 110.0, 96.0)"
04-01-2023 13:58:25.067991,"(2.45, 4.4, 4.260000000000001)","(41.0, 490.0, 113.75)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 365.0)","(41.0, 360.0, 83.5)","(8.0, 24.0, 19.8)","(21.0, 110.0, 96.0)"
04-01-2023 13:58:26.135068,"(2.45, 4.4, 4.260000000000001)","(41.0, 490.0, 113.75)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 365.0)","(41.0, 360.0, 83.5)","(8.0, 24.0, 19.8)","(21.0, 110.0, 96.0)"
04-01-2023 13:58:27.160112,"(2.45, 4.4, 4.260000000000001)","(41.0, 490.0, 113.75)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 365.0)","(41.0, 360.0, 83.5)","(8.0, 24.0, 19.8)","(21.0, 110.0, 96.0)"
04-01-2023 13:58:28.112276,"(2.45, 4.4, 4.260000000000001)","(41.0, 490.0, 113.75)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 365.0)","(41.0, 360.0, 83.5)","(8.0, 24.0, 19.8)","(21.0, 110.0, 87.66666666666667)"
04-01-2023 13:58:29.041947,"(2.45, 4.4, 4.260000000000001)","(41.0, 490.0, 113.75)","(1.45, 1.67, 1.5916000000000001)","(81.0, 590.0, 365.0)","(41.0, 360.0, 83.5)","(8.0, 24.0, 21.375)","(21.0, 100.0, 96.0)"
04-01-2023 13:58:30.005505,"(2.45, 4.4, 4.286153846153846)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.67, 1.5925)","(81.0, 590.0, 365.0)","(41.0, 360.0, 149.33333333333331)","(8.0, 24.0, 22.375)","(21.0, 110.0, 78.22222222222223)"
04-01-2023 13:58:30.962222,"(2.45, 3.3, 3.1399999999999997)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.67, 1.5925)","(81.0, 590.0, 365.0)","(41.0, 360.0, 149.33333333333331)","(8.0, 25.0, 22.375)","(21.0, 120.0, 68.5)"
04-01-2023 13:58:31.994761,"(2.45, 4.3, 3.563157894736842)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.67, 1.5925806451612905)","(81.0, 590.0, 370.0)","(41.0, 360.0, 149.33333333333331)","(8.0, 25.0, 23.7)","(21.0, 110.0, 63.5)"
04-01-2023 13:58:32.949575,"(2.45, 4.2, 4.081818181818182)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.67, 1.5925806451612905)","(81.0, 590.0, 370.0)","(41.0, 360.0, 149.33333333333331)","(8.0, 26.0, 24.5)","(21.0, 100.0, 63.5)"
04-01-2023 13:58:33.916884,"(2.45, 4.2, 4.08)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.67, 1.5925806451612905)","(81.0, 590.0, 370.0)","(41.0, 360.0, 149.33333333333331)","(8.0, 27.0, 24.5)","(21.0, 100.0, 63.5)"
04-01-2023 13:58:35.136709,"(2.45, 4.1, 3.818461538461538)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.67, 1.5925806451612905)","(81.0, 590.0, 370.0)","(41.0, 360.0, 149.33333333333331)","(8.0, 27.0, 24.6)","(21.0, 100.0, 63.5)"
04-01-2023 13:58:36.163542,"(2.45, 4.1, 3.818461538461538)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.67, 1.5925806451612905)","(81.0, 590.0, 370.0)","(41.0, 360.0, 149.33333333333331)","(8.0, 27.0, 24.6)","(21.0, 100.0, 63.5)"
04-01-2023 13:58:37.215969,"(2.45, 4.1, 3.4345454545454546)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.67, 1.5925806451612905)","(81.0, 590.0, 370.0)","(41.0, 360.0, 149.33333333333331)","(8.0, 27.0, 24.6)","(21.0, 100.0, 68.5)"
04-01-2023 13:58:38.475252,"(2.45, 4.0, 3.8133333333333335)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.67, 1.5925806451612905)","(81.0, 590.0, 370.0)","(41.0, 360.0, 149.33333333333331)","(8.0, 27.0, 24.6)","(21.0, 110.0, 68.5)"
04-01-2023 13:58:39.543530,"(2.45, 4.0, 3.8133333333333335)","(41.0, 490.0, 272.5)","(1.45, 1.67, 1.5925806451612905)","(81.0, 590.0, 370.0)","(41.0, 360.0, 149.33333333333331)","(8.0, 27.0, 23.0)","(21.0, 110.0, 68.5)"
04-01-2023 13:58:40.565029,"(2.45, 4.0, 3.84)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.67, 1.5925806451612905)","(81.0, 590.0, 370.0)","(41.0, 360.0, 149.33333333333331)","(8.0, 27.0, 23.0)","(21.0, 110.0, 68.5)"
04-01-2023 13:58:41.581184,"(2.45, 4.0, 3.84)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.67, 1.5925806451612905)","(81.0, 590.0, 370.0)","(41.0, 360.0, 149.33333333333331)","(8.0, 27.0, 21.857142857142858)","(21.0, 110.0, 68.5)"
04-01-2023 13:58:42.548525,"(2.45, 4.0, 3.84)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.67, 1.5925806451612905)","(81.0, 590.0, 370.0)","(41.0, 360.0, 149.33333333333331)","(8.0, 27.0, 23.0)","(21.0, 110.0, 68.5)"
04-01-2023 13:58:43.643689,"(2.45, 4.0, 3.6615384615384614)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.67, 1.6600000000000001)","(81.0, 590.0, 370.0)","(41.0, 360.0, 149.33333333333331)","(8.0, 27.0, 25.285714285714285)","(21.0, 110.0, 50.25)"
04-01-2023 13:58:44.813885,"(2.45, 4.0, 2.7815384615384615)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.73, 1.675)","(81.0, 590.0, 370.0)","(41.0, 360.0, 107.2)","(8.0, 27.0, 18.652173913043477)","(21.0, 120.0, 45.6)"
04-01-2023 13:58:46.000967,"(2.45, 3.9, 2.7369230769230772)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.76, 1.675)","(81.0, 590.0, 370.0)","(41.0, 360.0, 107.2)","(8.0, 29.0, 18.954545454545453)","(21.0, 120.0, 45.6)"
04-01-2023 13:58:47.136211,"(2.45, 3.8, 2.964)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.76, 1.675)","(81.0, 590.0, 370.0)","(41.0, 360.0, 107.2)","(8.0, 29.0, 28.0)","(21.0, 120.0, 45.6)"
04-01-2023 13:58:48.239487,"(2.45, 3.7, 3.237777777777778)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.76, 1.675)","(81.0, 590.0, 370.0)","(41.0, 360.0, 107.2)","(8.0, 30.0, 28.25)","(21.0, 120.0, 74.0)"
04-01-2023 13:58:49.216766,"(2.45, 3.6, 3.08)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.76, 1.675)","(81.0, 590.0, 370.0)","(41.0, 360.0, 107.2)","(8.0, 30.0, 28.25)","(21.0, 120.0, 74.0)"
04-01-2023 13:58:50.210345,"(2.45, 3.55, 3.467142857142857)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.76, 1.675)","(81.0, 590.0, 370.0)","(41.0, 360.0, 107.2)","(8.0, 30.0, 28.444444444444443)","(21.0, 120.0, 74.0)"
04-01-2023 13:58:51.187252,"(2.45, 3.5, 2.732)","(41.0, 490.0, 203.33333333333334)","(1.45, 1.76, 1.675)","(81.0, 590.0, 370.0)","(41.0, 360.0, 107.2)","(8.0, 30.0, 28.3125)","(21.0, 120.0, 74.0)"
04-01-2023 13:58:52.230957,"(2.45, 3.4, 2.728)","(41.0, 490.0, 121.42857142857143)","(1.45, 1.76, 1.675)","(81.0, 590.0, 370.0)","(41.0, 360.0, 107.2)","(8.0, 30.0, 28.555555555555557)","(21.0, 120.0, 74.0)"
04-01-2023 13:58:53.299109,"(2.45, 3.35, 2.8083333333333336)","(41.0, 480.0, 270.0)","(1.45, 1.76, 1.675)","(81.0, 590.0, 370.0)","(41.0, 360.0, 107.2)","(8.0, 30.0, 28.555555555555557)","(21.0, 120.0, 74.0)"
04-01-2023 13:58:54.267716,"(2.45, 3.3, 2.724)","(41.0, 480.0, 318.46153846153845)","(1.45, 1.76, 1.675)","(81.0, 590.0, 370.0)","(41.0, 360.0, 107.2)","(8.0, 30.0, 24.42857142857143)","(21.0, 120.0, 74.0)"
04-01-2023 13:58:55.262793,"(2.45, 3.2, 2.7192307692307693)","(41.0, 480.0, 396.0)","(1.45, 1.76, 1.675)","(81.0, 590.0, 370.0)","(41.0, 360.0, 107.2)","(8.0, 30.0, 19.285714285714285)","(21.0, 120.0, 74.0)"
04-01-2023 13:58:56.302176,"(2.45, 3.2, 2.7161290322580647)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.675)","(81.0, 590.0, 370.0)","(41.0, 360.0, 107.2)","(8.0, 30.0, 22.5)","(21.0, 120.0, 74.0)"
04-01-2023 13:58:57.359382,"(2.45, 3.2, 2.7161290322580647)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.675)","(81.0, 590.0, 370.0)","(41.0, 360.0, 107.2)","(8.0, 30.0, 24.46153846153846)","(21.0, 120.0, 74.0)"
04-01-2023 13:58:58.456531,"(2.45, 3.15, 2.7346153846153847)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.675)","(81.0, 590.0, 370.0)","(41.0, 360.0, 123.0)","(8.0, 30.0, 25.764705882352942)","(21.0, 120.0, 56.3)"
04-01-2023 13:58:59.525046,"(2.45, 3.15, 2.740909090909091)","(41.0, 480.0, 272.5)","(1.45, 1.76, 1.675)","(81.0, 590.0, 370.0)","(41.0, 360.0, 107.2)","(8.0, 30.0, 24.857142857142858)","(21.0, 120.0, 83.6)"
04-01-2023 13:59:00.529029,"(2.45, 3.15, 2.740909090909091)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.675)","(81.0, 590.0, 370.0)","(41.0, 360.0, 107.2)","(8.0, 30.0, 22.125)","(21.0, 120.0, 41.25)"
04-01-2023 13:59:01.712753,"(2.45, 3.1, 2.723529411764706)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.7422222222222223)","(81.0, 590.0, 370.0)","(41.0, 360.0, 108.8)","(8.0, 30.0, 26.0625)","(21.0, 120.0, 41.25)"
04-01-2023 13:59:02.697050,"(2.45, 3.1, 2.730769230769231)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.7422222222222223)","(81.0, 590.0, 370.0)","(41.0, 360.0, 108.8)","(8.0, 30.0, 26.5)","(21.0, 120.0, 41.25)"
04-01-2023 13:59:03.694116,"(2.45, 3.1, 2.7285714285714286)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.7225000000000001)","(81.0, 590.0, 370.0)","(41.0, 360.0, 110.4)","(8.0, 30.0, 26.5)","(21.0, 120.0, 41.25)"
04-01-2023 13:59:04.739241,"(2.45, 3.1, 2.7285714285714286)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.7511764705882353)","(81.0, 590.0, 370.0)","(41.0, 360.0, 110.4)","(8.0, 30.0, 26.5)","(21.0, 120.0, 52.5)"
04-01-2023 13:59:05.686867,"(2.45, 3.0, 2.7333333333333334)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.751764705882353)","(81.0, 590.0, 370.0)","(41.0, 360.0, 234.39999999999998)","(8.0, 30.0, 26.5)","(21.0, 120.0, 52.5)"
04-01-2023 13:59:06.669790,"(2.45, 3.0, 2.868235294117647)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.7522222222222221)","(81.0, 590.0, 516.6666666666666)","(41.0, 360.0, 234.39999999999998)","(8.0, 30.0, 23.25)","(21.0, 120.0, 80.625)"
04-01-2023 13:59:07.757342,"(2.45, 3.0, 2.868235294117647)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.7455555555555555)","(81.0, 590.0, 516.6666666666666)","(41.0, 360.0, 234.39999999999998)","(8.0, 30.0, 26.625)","(21.0, 120.0, 86.84210526315789)"
04-01-2023 13:59:08.908349,"(2.45, 3.0, 2.868235294117647)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.7455555555555555)","(81.0, 590.0, 516.6666666666666)","(41.0, 360.0, 234.39999999999998)","(8.0, 30.0, 27.0)","(21.0, 120.0, 86.84210526315789)"
04-01-2023 13:59:10.031385,"(2.45, 3.0, 2.868235294117647)","(41.0, 480.0, 397.0)","(1.45, 1.76, 1.7455555555555555)","(81.0, 590.0, 516.6666666666666)","(41.0, 360.0, 234.39999999999998)","(8.0, 30.0, 27.0)","(21.0, 120.0, 86.84210526315789)"
04-01-2023 13:59:11.153353,"(2.45, 3.0, 2.868235294117647)","(41.0, 480.0, 396.0)","(1.45, 1.76, 1.7455555555555555)","(81.0, 590.0, 516.6666666666666)","(41.0, 360.0, 234.39999999999998)","(8.0, 30.0, 27.0)","(21.0, 120.0, 86.84210526315789)"
04-01-2023 13:59:12.222070,"(2.45, 3.0, 2.868235294117647)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.7455555555555555)","(81.0, 590.0, 516.6666666666666)","(41.0, 360.0, 234.39999999999998)","(8.0, 30.0, 27.0)","(21.0, 120.0, 86.84210526315789)"
04-01-2023 13:59:13.185703,"(2.45, 2.96, 2.86375)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.748)","(81.0, 590.0, 516.6666666666666)","(41.0, 360.0, 234.39999999999998)","(8.0, 30.0, 27.0)","(21.0, 120.0, 86.84210526315789)"
04-01-2023 13:59:14.100526,"(2.45, 2.96, 2.86375)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.754)","(81.0, 590.0, 516.6666666666666)","(41.0, 360.0, 234.39999999999998)","(8.0, 30.0, 27.0)","(21.0, 120.0, 86.84210526315789)"
04-01-2023 13:59:15.159962,"(2.45, 2.96, 2.856470588235294)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.7477777777777779)","(81.0, 590.0, 516.6666666666666)","(41.0, 360.0, 276.8)","(8.0, 30.0, 27.0)","(21.0, 120.0, 86.84210526315789)"
04-01-2023 13:59:16.182967,"(2.45, 2.96, 2.856470588235294)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.7477777777777779)","(81.0, 590.0, 516.6666666666666)","(41.0, 360.0, 205.0)","(8.0, 30.0, 25.2)","(21.0, 120.0, 88.5)"
04-01-2023 13:59:17.250840,"(2.45, 2.96, 2.856470588235294)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.7477777777777779)","(81.0, 590.0, 516.6666666666666)","(41.0, 360.0, 247.27272727272728)","(8.0, 30.0, 27.0)","(21.0, 120.0, 88.5)"
04-01-2023 13:59:18.352091,"(2.45, 2.96, 2.856470588235294)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.7477777777777779)","(81.0, 590.0, 516.6666666666666)","(41.0, 360.0, 247.27272727272728)","(8.0, 30.0, 27.0)","(21.0, 120.0, 103.125)"
04-01-2023 13:59:19.414011,"(2.45, 2.96, 2.856470588235294)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.75)","(81.0, 590.0, 516.6666666666666)","(41.0, 360.0, 247.27272727272728)","(8.0, 30.0, 27.0)","(21.0, 120.0, 104.11764705882352)"
04-01-2023 13:59:20.429483,"(2.45, 2.96, 2.86)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.75)","(81.0, 590.0, 516.6666666666666)","(41.0, 360.0, 247.27272727272728)","(8.0, 30.0, 27.0)","(21.0, 120.0, 104.11764705882352)"
04-01-2023 13:59:21.448988,"(2.45, 2.96, 2.86)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.75)","(81.0, 590.0, 516.6666666666666)","(41.0, 360.0, 247.27272727272728)","(8.0, 30.0, 27.0)","(21.0, 120.0, 104.11764705882352)"
04-01-2023 13:59:22.458725,"(2.45, 2.96, 2.86)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.754375)","(81.0, 590.0, 516.6666666666666)","(41.0, 360.0, 247.27272727272728)","(8.0, 30.0, 27.0)","(21.0, 120.0, 102.0)"
04-01-2023 13:59:23.491819,"(2.45, 2.96, 2.86)","(41.0, 480.0, 203.33333333333334)","(1.45, 1.76, 1.754375)","(81.0, 590.0, 516.6666666666666)","(41.0, 360.0, 247.27272727272728)","(8.0, 30.0, 27.0)","(21.0, 120.0, 82.28571428571428)"
