,Haras Pearl,Stolen Moment,Jack Spot,Mad Max Blue,Fire Flick,Uncle Charlie,Dairy Girl
04-01-2023 14:02:15.208055,"(2.45, 2.98, 2.9633333333333334)","(41.0, 480.0, 335.0)","(1.5, 1.68, 1.6607142857142856)","(81.0, 590.0, 420.0)","(41.0, 280.0, 240.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 90.0)"
04-01-2023 14:02:16.405286,"(2.45, 2.98, 2.9633333333333334)","(41.0, 480.0, 335.0)","(1.5, 1.68, 1.6607142857142856)","(81.0, 590.0, 420.0)","(41.0, 280.0, 240.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 90.0)"
04-01-2023 14:02:17.600947,"(2.45, 2.98, 2.9633333333333334)","(41.0, 480.0, 383.33333333333337)","(1.5, 1.68, 1.6607142857142856)","(81.0, 590.0, 420.0)","(41.0, 280.0, 240.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 90.0)"
04-01-2023 14:02:18.802091,"(2.45, 2.98, 2.9633333333333334)","(41.0, 480.0, 383.33333333333337)","(1.5, 1.68, 1.66875)","(81.0, 590.0, 420.0)","(41.0, 280.0, 301.66666666666663)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 100.0)"
04-01-2023 14:02:19.903194,"(2.45, 2.98, 2.9633333333333334)","(41.0, 480.0, 383.33333333333337)","(1.5, 1.68, 1.66875)","(81.0, 590.0, 420.0)","(41.0, 330.0, 273.3333333333333)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 101.42857142857143)"
04-01-2023 14:02:20.992399,"(2.45, 2.98, 2.9633333333333334)","(41.0, 480.0, 383.33333333333337)","(1.5, 1.68, 1.66)","(81.0, 590.0, 420.0)","(41.0, 330.0, 245.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 101.42857142857143)"
04-01-2023 14:02:22.175379,"(2.45, 2.98, 2.956)","(41.0, 480.0, 383.33333333333337)","(1.5, 1.68, 1.66875)","(81.0, 590.0, 420.0)","(41.0, 330.0, 250.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 101.42857142857143)"
04-01-2023 14:02:23.301100,"(2.45, 2.98, 2.9633333333333334)","(41.0, 480.0, 383.33333333333337)","(1.5, 1.68, 1.66875)","(81.0, 590.0, 420.0)","(41.0, 330.0, 250.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 101.42857142857143)"
04-01-2023 14:02:24.452682,"(2.45, 2.98, 2.9633333333333334)","(41.0, 480.0, 383.33333333333337)","(1.5, 1.68, 1.66875)","(81.0, 590.0, 420.0)","(41.0, 330.0, 250.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 101.42857142857143)"
04-01-2023 14:02:25.587908,"(2.45, 2.98, 2.9633333333333334)","(41.0, 480.0, 383.33333333333337)","(1.5, 1.68, 1.66875)","(81.0, 590.0, 420.0)","(41.0, 330.0, 250.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 101.42857142857143)"
04-01-2023 14:02:26.651620,"(2.45, 2.98, 2.9633333333333334)","(41.0, 480.0, 383.33333333333337)","(1.5, 1.68, 1.66875)","(81.0, 590.0, 420.0)","(41.0, 330.0, 225.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 101.42857142857143)"
04-01-2023 14:02:27.708407,"(2.45, 2.98, 2.9633333333333334)","(41.0, 480.0, 383.33333333333337)","(1.5, 1.68, 1.66)","(81.0, 590.0, 380.0)","(41.0, 280.0, 255.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 101.42857142857143)"
04-01-2023 14:02:28.809330,"(2.45, 2.98, 2.9675)","(41.0, 480.0, 335.0)","(1.5, 1.68, 1.66875)","(81.0, 590.0, 425.0)","(41.0, 340.0, 220.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 101.42857142857143)"
04-01-2023 14:02:29.953100,"(2.45, 2.98, 2.9633333333333334)","(41.0, 480.0, 335.0)","(1.5, 1.68, 1.66875)","(81.0, 590.0, 425.0)","(41.0, 270.0, 220.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 101.42857142857143)"
04-01-2023 14:02:31.080605,"(2.45, 2.98, 2.9633333333333334)","(41.0, 480.0, 340.0)","(1.5, 1.68, 1.66875)","(81.0, 590.0, 430.0)","(41.0, 270.0, 220.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 101.42857142857143)"
04-01-2023 14:02:32.158631,"(2.45, 2.98, 2.9633333333333334)","(41.0, 480.0, 340.0)","(1.5, 1.68, 1.66875)","(81.0, 590.0, 430.0)","(41.0, 270.0, 220.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 101.42857142857143)"
04-01-2023 14:02:33.236946,"(2.45, 2.98, 2.9633333333333334)","(41.0, 480.0, 335.0)","(1.5, 1.68, 1.66875)","(81.0, 590.0, 430.0)","(41.0, 270.0, 220.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 101.42857142857143)"
04-01-2023 14:02:34.346300,"(2.45, 2.98, 2.9633333333333334)","(41.0, 480.0, 300.0)","(1.5, 1.68, 1.6588235294117646)","(81.0, 590.0, 435.0)","(41.0, 270.0, 220.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 101.42857142857143)"
04-01-2023 14:02:35.690663,"(2.45, 2.98, 2.9723076923076923)","(41.0, 480.0, 300.0)","(1.5, 1.68, 1.6615384615384614)","(81.0, 590.0, 435.0)","(41.0, 270.0, 220.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 101.42857142857143)"
04-01-2023 14:02:37.239851,"(2.45, 2.98, 2.9675)","(41.0, 480.0, 300.0)","(1.5, 1.68, 1.6615384615384614)","(81.0, 590.0, 435.0)","(41.0, 270.0, 220.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 100.0)"
04-01-2023 14:02:38.530821,"(2.45, 2.98, 2.9675)","(41.0, 480.0, 306.6666666666667)","(1.5, 1.68, 1.6615384615384614)","(81.0, 590.0, 435.0)","(41.0, 270.0, 220.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 93.33333333333333)"
04-01-2023 14:02:39.606602,"(2.45, 2.98, 2.9633333333333334)","(41.0, 480.0, 306.6666666666667)","(1.5, 1.68, 1.6615384615384614)","(81.0, 590.0, 435.0)","(41.0, 270.0, 220.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 93.33333333333333)"
04-01-2023 14:02:40.703350,"(2.45, 2.98, 2.9633333333333334)","(41.0, 480.0, 306.6666666666667)","(1.5, 1.68, 1.66875)","(81.0, 590.0, 435.0)","(41.0, 270.0, 220.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 86.47058823529412)"
04-01-2023 14:02:41.817515,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.68, 1.66875)","(81.0, 590.0, 435.0)","(41.0, 270.0, 220.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 86.47058823529412)"
04-01-2023 14:02:43.021950,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.68, 1.66875)","(81.0, 590.0, 435.0)","(41.0, 270.0, 250.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 89.16666666666667)"
04-01-2023 14:02:44.267880,"(2.45, 2.98, 2.96)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.68, 1.66875)","(81.0, 590.0, 435.0)","(41.0, 330.0, 250.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 89.16666666666667)"
04-01-2023 14:02:45.503702,"(2.45, 2.98, 2.956)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.68, 1.66875)","(81.0, 590.0, 435.0)","(41.0, 330.0, 250.0)","(8.5, 34.0, 27.842105263157894)","(21.0, 110.0, 89.16666666666667)"
04-01-2023 14:02:46.646526,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.68, 1.6653846153846152)","(81.0, 590.0, 435.0)","(41.0, 330.0, 250.0)","(8.5, 34.0, 28.81818181818182)","(21.0, 110.0, 89.16666666666667)"
04-01-2023 14:02:47.822492,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 276.0)","(1.5, 1.69, 1.6536363636363636)","(81.0, 590.0, 430.0)","(41.0, 330.0, 250.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 89.16666666666667)"
04-01-2023 14:02:48.957343,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 276.0)","(1.5, 1.69, 1.6536363636363636)","(81.0, 590.0, 430.0)","(41.0, 330.0, 250.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 87.5)"
04-01-2023 14:02:50.174938,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6653846153846152)","(81.0, 590.0, 430.0)","(41.0, 330.0, 250.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 87.5)"
04-01-2023 14:02:51.335802,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6653846153846152)","(81.0, 590.0, 430.0)","(41.0, 330.0, 250.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 87.5)"
04-01-2023 14:02:52.483330,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 258.3333333333333)","(1.5, 1.69, 1.6653846153846152)","(81.0, 590.0, 430.0)","(41.0, 330.0, 250.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 87.5)"
04-01-2023 14:02:53.555556,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 268.0)","(1.5, 1.69, 1.6653846153846152)","(81.0, 590.0, 430.0)","(41.0, 330.0, 220.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 87.5)"
04-01-2023 14:02:54.651681,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 258.3333333333333)","(1.5, 1.69, 1.6653846153846152)","(81.0, 590.0, 435.0)","(41.0, 270.0, 220.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 89.16666666666667)"
04-01-2023 14:02:55.794743,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 251.11111111111111)","(1.5, 1.69, 1.6653846153846152)","(81.0, 590.0, 435.0)","(41.0, 270.0, 220.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 89.16666666666667)"
04-01-2023 14:02:56.953172,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 251.11111111111111)","(1.5, 1.69, 1.6653846153846152)","(81.0, 590.0, 526.0)","(41.0, 270.0, 185.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 89.16666666666667)"
04-01-2023 14:02:58.100542,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 251.11111111111111)","(1.5, 1.69, 1.6653846153846152)","(81.0, 590.0, 440.0)","(41.0, 320.0, 215.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 89.16666666666667)"
04-01-2023 14:02:59.234895,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6653846153846152)","(81.0, 590.0, 440.0)","(41.0, 260.0, 215.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 89.16666666666667)"
04-01-2023 14:03:00.411437,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6749999999999998)","(81.0, 590.0, 440.0)","(41.0, 260.0, 215.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 89.16666666666667)"
04-01-2023 14:03:01.656465,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6749999999999998)","(81.0, 590.0, 440.0)","(41.0, 260.0, 215.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 89.16666666666667)"
04-01-2023 14:03:02.902558,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6749999999999998)","(81.0, 590.0, 440.0)","(41.0, 260.0, 215.0)","(8.5, 32.0, 27.8)","(21.0, 110.0, 89.16666666666667)"
04-01-2023 14:03:04.155588,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6749999999999998)","(81.0, 590.0, 440.0)","(41.0, 260.0, 215.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 89.16666666666667)"
04-01-2023 14:03:05.325890,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6749999999999998)","(81.0, 590.0, 445.0)","(41.0, 260.0, 215.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 89.16666666666667)"
04-01-2023 14:03:06.415396,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6749999999999998)","(81.0, 590.0, 445.0)","(41.0, 260.0, 215.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:07.570030,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6749999999999998)","(81.0, 590.0, 445.0)","(41.0, 260.0, 215.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:08.616098,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6749999999999998)","(81.0, 590.0, 445.0)","(41.0, 260.0, 215.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:09.703500,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6749999999999998)","(81.0, 590.0, 445.0)","(41.0, 260.0, 190.0)","(8.5, 32.0, 27.210526315789473)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:10.861147,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 241.66666666666666)","(1.5, 1.69, 1.6749999999999998)","(81.0, 590.0, 445.0)","(41.0, 310.0, 190.0)","(8.5, 32.0, 26.8)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:11.961939,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 250.0)","(1.5, 1.69, 1.6749999999999998)","(81.0, 590.0, 445.0)","(41.0, 310.0, 190.0)","(8.5, 32.0, 27.09090909090909)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:13.140464,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 250.0)","(1.5, 1.69, 1.6666666666666665)","(81.0, 590.0, 445.0)","(41.0, 310.0, 190.0)","(8.5, 32.0, 26.8)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:14.391604,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 250.0)","(1.5, 1.69, 1.6666666666666665)","(81.0, 590.0, 445.0)","(41.0, 310.0, 190.0)","(8.5, 32.0, 26.8)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:15.733362,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 250.0)","(1.5, 1.69, 1.6666666666666665)","(81.0, 590.0, 445.0)","(41.0, 310.0, 190.0)","(8.5, 32.0, 27.09090909090909)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:17.012830,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 293.3333333333333)","(1.5, 1.69, 1.6666666666666665)","(81.0, 590.0, 445.0)","(41.0, 310.0, 190.0)","(8.5, 32.0, 27.09090909090909)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:18.178726,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 241.66666666666666)","(1.5, 1.69, 1.6666666666666665)","(81.0, 590.0, 445.0)","(41.0, 310.0, 215.0)","(8.5, 32.0, 26.8)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:19.262179,"(2.45, 2.98, 2.956)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6666666666666665)","(81.0, 590.0, 535.7142857142858)","(41.0, 260.0, 235.0)","(8.5, 32.0, 27.09090909090909)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:20.435002,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6785714285714286)","(81.0, 590.0, 450.0)","(41.0, 300.0, 210.0)","(8.5, 32.0, 27.09090909090909)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:21.550988,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6785714285714286)","(81.0, 590.0, 450.0)","(41.0, 250.0, 210.0)","(8.5, 32.0, 27.09090909090909)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:22.718946,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6507142857142856)","(81.0, 590.0, 450.0)","(41.0, 250.0, 210.0)","(8.5, 32.0, 28.0)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:23.910287,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6507142857142856)","(81.0, 590.0, 450.0)","(41.0, 250.0, 210.0)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:25.143986,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6666666666666665)","(81.0, 590.0, 450.0)","(41.0, 250.0, 210.0)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:26.403247,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6666666666666665)","(81.0, 590.0, 450.0)","(41.0, 250.0, 210.0)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:27.698831,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6666666666666665)","(81.0, 590.0, 450.0)","(41.0, 250.0, 210.0)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:28.996240,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6666666666666665)","(81.0, 590.0, 450.0)","(41.0, 250.0, 210.0)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:30.265773,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6785714285714286)","(81.0, 590.0, 450.0)","(41.0, 250.0, 210.0)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:31.467014,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6785714285714286)","(81.0, 590.0, 450.0)","(41.0, 250.0, 210.0)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:32.611828,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 250.0)","(1.5, 1.69, 1.6785714285714286)","(81.0, 590.0, 445.0)","(41.0, 250.0, 210.0)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:33.727681,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 260.0)","(1.5, 1.69, 1.6785714285714286)","(81.0, 590.0, 445.0)","(41.0, 250.0, 225.0)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:35.028100,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 250.0)","(1.5, 1.69, 1.6642857142857141)","(81.0, 590.0, 445.0)","(41.0, 280.0, 225.0)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:36.252032,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 250.0)","(1.5, 1.69, 1.6642857142857141)","(81.0, 590.0, 445.0)","(41.0, 280.0, 225.0)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:37.537810,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 250.0)","(1.5, 1.69, 1.6642857142857141)","(81.0, 590.0, 445.0)","(41.0, 280.0, 225.0)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:39.095417,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 250.0)","(1.5, 1.69, 1.6642857142857141)","(81.0, 590.0, 445.0)","(41.0, 280.0, 225.0)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:40.495688,"(2.45, 2.98, 2.9633333333333334)","(41.0, 500.0, 250.0)","(1.5, 1.69, 1.672222222222222)","(81.0, 590.0, 445.0)","(41.0, 280.0, 225.0)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:42.020616,"(2.45, 2.98, 2.924444444444444)","(41.0, 500.0, 260.0)","(1.5, 1.69, 1.67)","(81.0, 590.0, 450.0)","(41.0, 280.0, 185.0)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 84.28571428571429)"
04-01-2023 14:03:43.308557,"(2.45, 2.96, 2.924444444444444)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.67)","(81.0, 590.0, 450.0)","(41.0, 290.0, 210.0)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 84.28571428571429)"
04-01-2023 14:03:44.594867,"(2.45, 2.98, 2.9157142857142855)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6715384615384614)","(81.0, 590.0, 455.0)","(41.0, 250.0, 183.33333333333334)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:45.888127,"(2.45, 2.98, 2.9157142857142855)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6724999999999999)","(81.0, 590.0, 455.0)","(41.0, 290.0, 183.33333333333334)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:47.145947,"(2.45, 2.98, 2.9157142857142855)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6715384615384614)","(81.0, 590.0, 455.0)","(41.0, 290.0, 183.33333333333334)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:48.411406,"(2.45, 2.98, 2.905)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.69, 1.6636585365853658)","(81.0, 590.0, 455.0)","(41.0, 290.0, 183.33333333333334)","(8.5, 32.0, 28.11111111111111)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:49.675393,"(2.45, 2.8, 2.781290322580645)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.7, 1.6893548387096773)","(81.0, 590.0, 363.3333333333333)","(41.0, 290.0, 183.33333333333334)","(8.5, 32.0, 27.714285714285715)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:50.876025,"(2.45, 2.8, 2.78)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.7, 1.672222222222222)","(81.0, 580.0, 371.6666666666667)","(41.0, 290.0, 183.33333333333334)","(8.5, 32.0, 27.153846153846153)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:51.962438,"(2.45, 2.92, 2.815)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.7, 1.6741935483870967)","(81.0, 580.0, 371.6666666666667)","(41.0, 290.0, 183.33333333333334)","(8.5, 32.0, 27.153846153846153)","(21.0, 110.0, 85.0)"
04-01-2023 14:03:53.159448,"(2.45, 2.92, 2.9)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.7, 1.6757142857142857)","(81.0, 580.0, 371.6666666666667)","(41.0, 290.0, 183.33333333333334)","(8.5, 32.0, 27.153846153846153)","(21.0, 110.0, 82.72727272727273)"
04-01-2023 14:03:54.449085,"(2.45, 2.94, 2.884)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.7, 1.6757142857142857)","(81.0, 580.0, 371.6666666666667)","(41.0, 290.0, 183.33333333333334)","(8.5, 32.0, 27.8)","(21.0, 110.0, 82.72727272727273)"
04-01-2023 14:03:55.707840,"(2.45, 2.94, 2.884)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.7, 1.6757142857142857)","(81.0, 580.0, 371.6666666666667)","(41.0, 290.0, 183.33333333333334)","(8.5, 32.0, 27.8)","(21.0, 110.0, 82.72727272727273)"
04-01-2023 14:03:56.967434,"(2.45, 2.94, 2.856)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.7, 1.6768181818181818)","(81.0, 580.0, 371.6666666666667)","(41.0, 290.0, 183.33333333333334)","(8.5, 32.0, 27.8)","(21.0, 110.0, 82.72727272727273)"
04-01-2023 14:03:58.202882,"(2.45, 2.94, 2.856)","(41.0, 500.0, 266.6666666666667)","(1.5, 1.7, 1.7)","(81.0, 580.0, 371.6666666666667)","(41.0, 290.0, 183.33333333333334)","(8.5, 32.0, 27.8)","(21.0, 110.0, 82.72727272727273)"
04-01-2023 14:03:59.449732,"(2.45, 2.8, 2.7745454545454544)","(41.0, 500.0, 225.0)","(1.5, 1.71, 1.7005555555555556)","(81.0, 580.0, 371.6666666666667)","(41.0, 290.0, 180.0)","(8.5, 32.0, 27.8)","(21.0, 110.0, 82.72727272727273)"
04-01-2023 14:04:00.751110,"(2.45, 2.94, 2.809333333333333)","(41.0, 500.0, 365.38461538461536)","(1.5, 1.72, 1.6991304347826086)","(81.0, 580.0, 371.6666666666667)","(41.0, 290.0, 183.33333333333334)","(8.5, 32.0, 27.333333333333332)","(21.0, 110.0, 82.72727272727273)"
04-01-2023 14:04:01.989276,"(2.45, 2.92, 2.861333333333333)","(41.0, 500.0, 307.1428571428571)","(1.5, 1.72, 1.6637037037037037)","(81.0, 580.0, 401.42857142857144)","(41.0, 290.0, 226.0)","(8.5, 32.0, 29.46153846153846)","(21.0, 110.0, 93.33333333333333)"
04-01-2023 14:04:03.475238,"(2.45, 2.92, 2.88)","(41.0, 500.0, 307.1428571428571)","(1.5, 1.67, 1.6637037037037037)","(81.0, 580.0, 465.0)","(41.0, 290.0, 231.8181818181818)","(8.5, 32.0, 30.333333333333332)","(21.0, 110.0, 93.33333333333333)"
04-01-2023 14:04:04.868390,"(2.45, 2.92, 2.88)","(41.0, 500.0, 331.25)","(1.5, 1.67, 1.6637037037037037)","(81.0, 590.0, 465.0)","(41.0, 290.0, 231.8181818181818)","(8.5, 32.0, 30.333333333333332)","(21.0, 110.0, 95.71428571428571)"
04-01-2023 14:04:06.017547,"(2.45, 2.92, 2.88)","(41.0, 500.0, 331.25)","(1.5, 1.67, 1.667142857142857)","(81.0, 590.0, 465.0)","(41.0, 290.0, 250.0)","(8.5, 32.0, 30.714285714285715)","(21.0, 110.0, 95.71428571428571)"
04-01-2023 14:04:07.328978,"(2.45, 2.92, 2.8577777777777778)","(41.0, 500.0, 307.1428571428571)","(1.5, 1.67, 1.6655555555555555)","(81.0, 590.0, 460.0)","(41.0, 290.0, 220.0)","(8.5, 32.0, 30.125)","(21.0, 110.0, 95.0)"
