,Phelan Seedy,Ones Opinion,Afternoon,Dan Dan,Handsome Jack,Shes Not Normal,Got The Torque,Gold Driller
11-01-2023 19:22:02.637375,"(8.0, 15.5, 15.421052631578947)","(6.0, 7.6, 6.904347826086957)","(6.0, 8.2, 7.56923076923077)","(31.0, 50.0, 48.22222222222222)","(3.3, 4.2, 3.879166666666667)","(8.5, 18.5, 18.333333333333332)","(5.5, 7.2, 6.8)","(4.8, 6.0, 5.736)"
11-01-2023 19:22:03.832956,"(8.0, 16.0, 14.125)","(6.0, 7.6, 6.904347826086957)","(6.0, 8.4, 7.418181818181818)","(31.0, 50.0, 46.92307692307692)","(3.3, 4.2, 3.879166666666667)","(8.5, 18.5, 17.88888888888889)","(5.5, 7.2, 6.8)","(4.8, 6.0, 5.736)"
11-01-2023 19:22:05.183164,"(8.0, 16.0, 14.636363636363637)","(6.0, 7.6, 6.904347826086957)","(6.0, 8.4, 7.418181818181818)","(31.0, 55.0, 48.22222222222222)","(3.3, 4.2, 3.9555555555555557)","(8.5, 18.0, 19.1875)","(5.5, 7.2, 6.6)","(4.8, 6.0, 5.82)"
11-01-2023 19:22:06.447806,"(8.0, 16.0, 14.636363636363637)","(6.0, 7.6, 6.904347826086957)","(6.0, 8.4, 7.418181818181818)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.968421052631579)","(8.5, 19.5, 19.1875)","(5.5, 7.2, 6.75)","(4.8, 6.0, 5.622727272727273)"
11-01-2023 19:22:07.673336,"(8.0, 16.0, 14.636363636363637)","(6.0, 7.6, 6.904347826086957)","(6.0, 8.4, 7.914285714285714)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.968421052631579)","(8.5, 19.5, 19.1875)","(5.5, 7.2, 6.461538461538462)","(4.8, 6.4, 5.66)"
11-01-2023 19:22:08.849979,"(8.0, 16.0, 14.636363636363637)","(6.0, 7.6, 6.904347826086957)","(6.0, 8.2, 7.933333333333333)","(31.0, 50.0, 48.22222222222222)","(3.3, 4.2, 3.968421052631579)","(8.5, 19.5, 19.1875)","(5.5, 7.2, 6.461538461538462)","(4.8, 6.2, 5.642857142857142)"
11-01-2023 19:22:10.151657,"(8.0, 16.0, 14.636363636363637)","(6.0, 7.6, 6.904347826086957)","(6.0, 8.2, 7.933333333333333)","(31.0, 50.0, 48.22222222222222)","(3.3, 4.2, 3.933333333333333)","(8.5, 19.5, 19.1875)","(5.5, 7.2, 6.666666666666667)","(4.8, 6.2, 5.642857142857142)"
11-01-2023 19:22:11.373338,"(8.0, 16.0, 14.636363636363637)","(6.0, 7.6, 6.904347826086957)","(6.0, 8.2, 7.72)","(31.0, 50.0, 43.14285714285714)","(3.3, 4.2, 3.8375)","(8.5, 19.5, 19.1875)","(5.5, 7.2, 6.666666666666667)","(4.6, 6.2, 5.642857142857142)"
11-01-2023 19:22:12.667402,"(8.0, 16.0, 14.636363636363637)","(6.0, 7.6, 6.904347826086957)","(6.0, 8.2, 7.72)","(31.0, 50.0, 45.63636363636364)","(3.3, 4.1, 3.8181818181818183)","(8.5, 19.5, 19.1875)","(5.5, 7.2, 6.545454545454546)","(4.6, 6.2, 5.642857142857142)"
11-01-2023 19:22:13.961567,"(8.0, 16.0, 14.636363636363637)","(6.0, 7.6, 7.183333333333333)","(6.0, 8.2, 7.866666666666666)","(31.0, 50.0, 46.5)","(3.3, 4.0, 3.825)","(8.5, 19.5, 19.1875)","(5.5, 7.2, 6.931707317073171)","(4.6, 6.2, 5.642857142857142)"
11-01-2023 19:22:15.184035,"(8.0, 16.0, 14.636363636363637)","(6.0, 7.4, 7.066666666666666)","(6.0, 8.2, 7.525)","(31.0, 50.0, 47.66666666666667)","(3.3, 3.95, 3.7625)","(8.5, 19.5, 19.1875)","(5.5, 7.2, 6.523076923076923)","(4.6, 6.2, 5.642857142857142)"
11-01-2023 19:22:16.478102,"(8.0, 16.0, 14.636363636363637)","(6.0, 7.4, 6.84)","(6.0, 8.4, 7.5)","(31.0, 50.0, 47.66666666666667)","(3.3, 3.95, 3.7625)","(8.5, 19.5, 19.1875)","(5.5, 7.2, 6.571428571428572)","(4.6, 6.2, 5.642857142857142)"
11-01-2023 19:22:17.795542,"(8.0, 16.0, 14.636363636363637)","(6.0, 7.2, 6.84)","(6.0, 8.4, 7.490909090909091)","(31.0, 50.0, 47.66666666666667)","(3.3, 3.95, 3.7625)","(8.5, 19.5, 19.1875)","(5.5, 7.2, 6.760000000000001)","(4.6, 6.2, 5.642857142857142)"
11-01-2023 19:22:18.983356,"(8.0, 16.0, 14.636363636363637)","(6.0, 7.2, 6.800000000000001)","(6.0, 8.4, 7.490909090909091)","(31.0, 50.0, 48.6)","(3.3, 3.95, 3.7625)","(8.5, 19.5, 19.1875)","(5.5, 7.2, 6.760000000000001)","(4.6, 6.2, 5.642857142857142)"
11-01-2023 19:22:20.210674,"(8.0, 16.0, 14.636363636363637)","(6.0, 7.2, 6.909090909090909)","(6.0, 8.4, 7.533333333333333)","(31.0, 50.0, 48.0)","(3.3, 3.95, 3.7625)","(8.5, 19.5, 19.1875)","(5.5, 7.2, 6.720000000000001)","(4.6, 6.2, 5.642857142857142)"
11-01-2023 19:22:21.544595,"(8.0, 16.0, 14.636363636363637)","(6.0, 7.2, 6.909090909090909)","(6.0, 8.2, 7.485714285714286)","(31.0, 50.0, 48.0)","(3.3, 3.95, 3.7625)","(8.5, 19.5, 19.1875)","(5.5, 7.2, 6.88)","(4.6, 6.2, 5.642857142857142)"
11-01-2023 19:22:22.884663,"(8.0, 16.0, 14.636363636363637)","(6.0, 7.2, 6.909090909090909)","(6.0, 8.2, 7.381818181818182)","(31.0, 50.0, 48.666666666666664)","(3.3, 3.95, 3.7625)","(8.5, 19.5, 19.1875)","(5.5, 7.2, 6.88)","(4.6, 6.2, 5.642857142857142)"
11-01-2023 19:22:24.256163,"(8.0, 16.0, 13.857142857142858)","(6.0, 7.2, 6.981818181818182)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 42.36363636363636)","(3.3, 3.95, 3.7625)","(8.5, 19.5, 19.1875)","(5.5, 7.2, 6.720000000000001)","(4.6, 6.2, 5.990322580645161)"
11-01-2023 19:22:25.446251,"(8.0, 16.0, 13.857142857142858)","(6.0, 7.2, 6.981818181818182)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 42.36363636363636)","(3.3, 3.95, 3.716666666666667)","(8.5, 19.5, 19.36111111111111)","(5.5, 7.2, 6.666666666666667)","(4.6, 6.2, 6.15)"
11-01-2023 19:22:26.703470,"(8.0, 16.0, 13.857142857142858)","(6.0, 7.2, 7.085714285714285)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 42.36363636363636)","(3.3, 3.95, 3.717857142857143)","(8.5, 19.5, 19.36111111111111)","(5.5, 7.0, 6.785714285714286)","(4.6, 6.2, 6.1000000000000005)"
11-01-2023 19:22:27.935218,"(8.0, 16.0, 13.857142857142858)","(6.0, 7.2, 7.085714285714285)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 42.36363636363636)","(3.3, 3.95, 3.717857142857143)","(8.5, 19.5, 19.36111111111111)","(5.5, 7.0, 6.785714285714286)","(4.6, 6.4, 5.885714285714285)"
11-01-2023 19:22:29.170060,"(8.0, 16.0, 13.857142857142858)","(6.0, 7.2, 7.085714285714285)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 42.36363636363636)","(3.3, 3.95, 3.717857142857143)","(8.5, 19.5, 17.944444444444443)","(5.5, 7.0, 6.666666666666667)","(4.6, 6.4, 5.858064516129033)"
11-01-2023 19:22:30.400160,"(8.0, 16.0, 13.857142857142858)","(6.0, 7.2, 6.981818181818182)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 42.36363636363636)","(3.3, 3.95, 3.717857142857143)","(8.5, 18.0, 17.944444444444443)","(5.5, 7.0, 6.785714285714286)","(4.6, 6.4, 6.076923076923077)"
11-01-2023 19:22:31.615785,"(8.0, 16.0, 13.857142857142858)","(6.0, 7.2, 7.085714285714285)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 42.36363636363636)","(3.3, 3.95, 3.717857142857143)","(8.5, 18.0, 17.944444444444443)","(5.5, 7.0, 6.785714285714286)","(4.6, 6.4, 6.12)"
11-01-2023 19:22:33.080648,"(8.0, 16.0, 13.857142857142858)","(6.0, 7.2, 7.085714285714285)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 42.36363636363636)","(3.3, 3.95, 3.717857142857143)","(8.5, 18.0, 18.5)","(5.5, 7.0, 6.526315789473684)","(4.6, 6.4, 6.12)"
11-01-2023 19:22:34.235462,"(8.0, 16.0, 13.857142857142858)","(6.0, 7.2, 6.981818181818182)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.95, 3.717857142857143)","(8.5, 19.5, 18.75)","(5.5, 7.0, 6.526315789473684)","(4.6, 6.4, 6.19)"
11-01-2023 19:22:35.377022,"(8.0, 16.0, 13.857142857142858)","(6.0, 7.2, 6.981818181818182)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.95, 3.794)","(8.5, 19.5, 18.75)","(5.5, 7.0, 6.625)","(4.6, 6.4, 6.19)"
11-01-2023 19:22:36.706279,"(8.0, 16.0, 13.857142857142858)","(6.0, 7.2, 6.9750000000000005)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.95, 3.7928571428571427)","(8.5, 19.5, 18.214285714285715)","(5.5, 7.0, 6.526315789473684)","(4.6, 6.4, 6.19)"
11-01-2023 19:22:37.911778,"(8.0, 16.0, 13.857142857142858)","(6.0, 7.2, 6.9750000000000005)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.9, 3.786363636363636)","(8.5, 19.5, 19.0)","(5.5, 7.0, 6.526315789473684)","(4.6, 6.4, 6.19)"
11-01-2023 19:22:39.011739,"(8.0, 16.0, 13.857142857142858)","(6.0, 7.2, 6.9750000000000005)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.9, 3.786363636363636)","(8.5, 20.0, 18.285714285714285)","(5.5, 7.0, 6.625)","(4.6, 6.4, 6.19)"
11-01-2023 19:22:40.259519,"(8.0, 16.0, 13.857142857142858)","(6.0, 7.2, 7.0814814814814815)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.9, 3.714814814814815)","(8.5, 20.0, 19.0)","(5.5, 7.0, 6.625)","(4.6, 6.4, 6.19)"
11-01-2023 19:22:41.499545,"(8.0, 16.0, 13.857142857142858)","(6.0, 7.2, 7.0814814814814815)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.9, 3.6826086956521737)","(8.5, 20.0, 19.294117647058822)","(5.5, 7.0, 6.526315789473684)","(4.6, 6.4, 6.19)"
11-01-2023 19:22:42.558320,"(8.0, 16.0, 13.857142857142858)","(6.0, 7.2, 6.967741935483871)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.9, 3.6999999999999997)","(8.5, 20.0, 19.294117647058822)","(5.5, 7.0, 6.625)","(4.6, 6.4, 6.19)"
11-01-2023 19:22:43.704892,"(8.0, 16.0, 13.692307692307692)","(6.0, 7.2, 6.967741935483871)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.9, 3.6625)","(8.5, 20.0, 19.833333333333332)","(5.5, 7.0, 6.526315789473684)","(4.6, 6.4, 6.19)"
11-01-2023 19:22:44.960263,"(8.0, 16.0, 13.857142857142858)","(6.0, 7.2, 6.967741935483871)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.85, 3.6833333333333336)","(8.5, 20.0, 19.294117647058822)","(5.5, 7.0, 6.526315789473684)","(4.6, 6.4, 6.195121951219512)"
11-01-2023 19:22:46.199080,"(8.0, 16.0, 13.692307692307692)","(6.0, 7.2, 7.133333333333334)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.85, 3.6833333333333336)","(8.5, 20.0, 19.375)","(5.5, 7.0, 6.625)","(4.6, 6.4, 6.195121951219512)"
11-01-2023 19:22:47.473666,"(9.0, 16.0, 13.692307692307692)","(6.0, 7.2, 6.96)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.85, 3.6833333333333336)","(9.0, 20.0, 19.375)","(6.0, 7.0, 6.625)","(4.6, 6.4, 6.195121951219512)"
11-01-2023 19:22:48.649770,"(9.0, 16.0, 13.692307692307692)","(6.0, 7.2, 6.84)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.85, 3.6192307692307693)","(9.0, 20.0, 19.047619047619047)","(6.0, 7.0, 6.526315789473684)","(4.6, 6.4, 6.195121951219512)"
11-01-2023 19:22:49.828849,"(9.0, 16.0, 13.692307692307692)","(6.0, 7.2, 7.08)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.85, 3.622727272727273)","(9.0, 20.0, 19.375)","(6.0, 7.0, 6.625)","(4.6, 6.4, 6.195121951219512)"
11-01-2023 19:22:51.176715,"(9.0, 16.0, 13.692307692307692)","(6.0, 7.2, 7.04)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.85, 3.622727272727273)","(9.0, 20.0, 19.294117647058822)","(6.0, 7.0, 6.625)","(4.6, 6.4, 6.066666666666667)"
11-01-2023 19:22:52.346478,"(9.0, 16.0, 13.692307692307692)","(6.0, 7.2, 7.04)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.85, 3.622727272727273)","(9.0, 20.0, 19.833333333333332)","(6.0, 7.0, 6.526315789473684)","(4.6, 6.4, 6.050000000000001)"
11-01-2023 19:22:53.937994,"(9.0, 16.0, 13.692307692307692)","(6.0, 7.2, 7.04)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.85, 3.622727272727273)","(9.0, 20.0, 19.294117647058822)","(6.0, 7.0, 6.625)","(4.6, 6.4, 6.050000000000001)"
11-01-2023 19:22:55.244237,"(9.0, 16.0, 13.692307692307692)","(6.0, 7.2, 7.04)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.85, 3.622727272727273)","(9.0, 20.0, 19.833333333333332)","(6.0, 7.0, 6.526315789473684)","(4.6, 6.4, 6.050000000000001)"
11-01-2023 19:22:56.500432,"(9.0, 16.0, 13.692307692307692)","(6.0, 7.2, 7.04)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.85, 3.622727272727273)","(9.0, 20.0, 19.833333333333332)","(6.0, 7.0, 6.526315789473684)","(4.6, 6.4, 6.185714285714286)"
11-01-2023 19:22:57.776307,"(9.0, 16.0, 13.692307692307692)","(6.0, 7.2, 7.04)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.85, 3.622727272727273)","(9.0, 20.0, 20.785714285714285)","(6.0, 7.0, 6.526315789473684)","(4.6, 6.4, 6.185714285714286)"
11-01-2023 19:22:59.111434,"(9.0, 16.0, 13.692307692307692)","(6.0, 7.2, 7.04)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.85, 3.6192307692307693)","(9.0, 21.0, 20.785714285714285)","(6.0, 7.0, 6.625)","(4.6, 6.4, 6.185714285714286)"
11-01-2023 19:23:00.399724,"(9.0, 16.0, 13.692307692307692)","(6.0, 7.2, 7.04)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 41.1578947368421)","(3.3, 3.85, 3.6192307692307693)","(9.0, 21.0, 20.785714285714285)","(6.0, 7.0, 6.526315789473684)","(4.6, 6.4, 6.088888888888889)"
11-01-2023 19:23:01.609512,"(9.0, 16.0, 13.692307692307692)","(6.0, 7.2, 7.04)","(6.0, 8.2, 7.8538461538461535)","(31.0, 50.0, 44.25)","(3.3, 3.85, 3.62)","(9.0, 21.0, 20.05263157894737)","(6.0, 7.0, 6.526315789473684)","(4.6, 6.4, 6.12)"
11-01-2023 19:23:02.929075,"(9.0, 15.5, 13.833333333333334)","(6.0, 7.2, 7.04)","(6.0, 8.2, 7.8538461538461535)","(31.0, 48.0, 42.54545454545455)","(3.3, 3.8, 3.6076923076923073)","(9.0, 21.0, 18.916666666666668)","(6.0, 7.0, 6.625)","(4.6, 6.4, 6.24)"
11-01-2023 19:23:04.235363,"(9.0, 15.5, 13.454545454545455)","(6.0, 7.2, 7.107692307692308)","(6.0, 8.2, 7.8538461538461535)","(31.0, 48.0, 40.38095238095238)","(3.3, 3.8, 3.5826086956521737)","(9.0, 21.0, 18.727272727272727)","(6.0, 7.0, 6.625)","(4.6, 6.4, 6.24)"
11-01-2023 19:23:05.443296,"(9.0, 15.5, 13.454545454545455)","(6.0, 7.2, 6.966666666666667)","(6.0, 8.2, 7.8538461538461535)","(31.0, 48.0, 40.38095238095238)","(3.3, 3.8, 3.6214285714285714)","(9.0, 21.0, 19.181818181818183)","(6.0, 7.0, 6.526315789473684)","(4.6, 6.4, 6.12)"
11-01-2023 19:23:06.863277,"(9.0, 15.5, 13.454545454545455)","(6.0, 7.2, 6.966666666666667)","(6.0, 8.2, 7.8538461538461535)","(31.0, 48.0, 40.38095238095238)","(3.3, 3.8, 3.6148148148148147)","(9.0, 21.0, 19.22222222222222)","(6.0, 7.0, 6.526315789473684)","(4.6, 6.4, 6.354285714285715)"
11-01-2023 19:23:08.151543,"(9.0, 15.5, 13.454545454545455)","(6.0, 7.2, 7.107692307692308)","(6.0, 8.2, 7.8538461538461535)","(31.0, 48.0, 40.38095238095238)","(3.3, 3.8, 3.5727272727272728)","(9.0, 21.0, 20.5)","(6.0, 7.0, 6.526315789473684)","(4.6, 6.4, 6.604444444444445)"
11-01-2023 19:23:09.583057,"(9.0, 15.5, 13.454545454545455)","(6.0, 7.2, 7.107692307692308)","(6.0, 8.2, 7.8538461538461535)","(31.0, 48.0, 40.38095238095238)","(3.3, 3.8, 3.5826086956521737)","(9.0, 22.0, 19.428571428571427)","(6.0, 7.0, 6.625)","(4.6, 6.8, 6.604444444444445)"
11-01-2023 19:23:10.861372,"(9.0, 15.5, 13.454545454545455)","(6.0, 7.2, 7.107692307692308)","(6.0, 8.2, 7.8538461538461535)","(31.0, 48.0, 40.38095238095238)","(3.3, 3.8, 3.6148148148148147)","(9.0, 22.0, 20.5)","(6.0, 7.0, 6.526315789473684)","(4.6, 6.8, 6.533333333333333)"
11-01-2023 19:23:12.130331,"(9.0, 15.5, 13.454545454545455)","(6.0, 7.2, 6.966666666666667)","(6.0, 8.2, 7.8538461538461535)","(31.0, 48.0, 40.77777777777778)","(3.3, 3.8, 3.6214285714285714)","(9.0, 22.0, 20.5)","(6.0, 7.0, 6.526315789473684)","(4.6, 6.8, 6.533333333333333)"
11-01-2023 19:23:13.446087,"(9.0, 15.5, 13.394736842105264)","(6.0, 7.2, 6.966666666666667)","(6.0, 8.2, 7.8538461538461535)","(31.0, 48.0, 40.77777777777778)","(3.3, 3.8, 3.5826086956521737)","(9.0, 22.0, 21.75)","(6.0, 7.0, 6.526315789473684)","(4.6, 6.8, 6.533333333333333)"
11-01-2023 19:23:14.749550,"(9.0, 15.5, 13.394736842105264)","(6.0, 7.2, 7.147826086956522)","(6.0, 8.2, 7.949999999999999)","(31.0, 48.0, 39.785714285714285)","(3.3, 3.8, 3.5727272727272728)","(9.0, 22.0, 21.863636363636363)","(6.0, 7.0, 6.625)","(4.6, 6.8, 6.533333333333333)"
11-01-2023 19:23:16.148653,"(9.0, 15.5, 13.394736842105264)","(6.0, 7.2, 7.147826086956522)","(6.0, 8.2, 7.949999999999999)","(31.0, 48.0, 39.785714285714285)","(3.3, 3.8, 3.6026315789473684)","(9.0, 22.0, 22.75)","(6.0, 7.0, 6.482758620689656)","(4.6, 6.8, 6.577049180327869)"
11-01-2023 19:23:17.459813,"(9.0, 15.5, 13.394736842105264)","(6.0, 7.2, 7.044444444444444)","(6.0, 8.2, 7.949999999999999)","(31.0, 48.0, 39.785714285714285)","(3.3, 3.8, 3.6125)","(9.0, 24.0, 23.772727272727273)","(6.0, 7.0, 6.482758620689656)","(4.6, 6.8, 6.577049180327869)"
11-01-2023 19:23:18.715392,"(9.0, 15.5, 13.394736842105264)","(6.0, 7.2, 7.044444444444444)","(6.0, 8.2, 7.949999999999999)","(31.0, 48.0, 39.785714285714285)","(3.3, 3.8, 3.5352941176470587)","(9.0, 24.0, 21.333333333333332)","(6.0, 7.0, 6.482758620689656)","(4.6, 6.8, 6.577049180327869)"
11-01-2023 19:23:19.980583,"(9.0, 15.5, 13.394736842105264)","(6.0, 7.2, 7.044444444444444)","(6.0, 8.2, 7.949999999999999)","(31.0, 48.0, 39.785714285714285)","(3.3, 3.8, 3.569230769230769)","(9.0, 24.0, 21.23404255319149)","(6.0, 7.0, 6.558823529411765)","(4.6, 6.8, 6.577049180327869)"
11-01-2023 19:23:21.293419,"(9.0, 15.5, 13.394736842105264)","(6.0, 7.2, 7.1454545454545455)","(6.0, 8.2, 7.949999999999999)","(31.0, 48.0, 39.785714285714285)","(3.3, 3.8, 3.5352941176470587)","(9.0, 24.0, 20.90909090909091)","(6.0, 7.0, 6.482758620689656)","(4.6, 6.8, 6.577049180327869)"
11-01-2023 19:23:22.595730,"(9.0, 15.5, 13.394736842105264)","(6.0, 7.2, 7.1454545454545455)","(6.0, 8.2, 7.578947368421053)","(31.0, 48.0, 39.785714285714285)","(3.3, 3.8, 3.5954545454545452)","(9.0, 21.0, 20.90909090909091)","(6.0, 7.0, 6.558823529411765)","(4.6, 6.8, 6.577049180327869)"
11-01-2023 19:23:23.942504,"(9.0, 15.5, 13.394736842105264)","(6.0, 7.2, 7.1454545454545455)","(6.0, 8.0, 7.538461538461538)","(31.0, 48.0, 39.785714285714285)","(3.3, 3.8, 3.6333333333333333)","(9.0, 21.0, 20.90909090909091)","(6.0, 7.0, 6.558823529411765)","(4.6, 6.8, 6.577049180327869)"
11-01-2023 19:23:25.279895,"(9.0, 15.5, 13.394736842105264)","(6.0, 7.2, 7.1454545454545455)","(6.0, 8.0, 7.538461538461538)","(31.0, 48.0, 39.785714285714285)","(3.3, 3.8, 3.6333333333333333)","(9.0, 21.0, 19.61764705882353)","(6.0, 7.0, 6.482758620689656)","(4.6, 6.8, 6.577049180327869)"
11-01-2023 19:23:26.866382,"(9.0, 15.5, 13.394736842105264)","(6.0, 7.2, 7.044444444444444)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.785714285714285)","(3.3, 3.8, 3.6333333333333333)","(9.0, 20.0, 19.488372093023255)","(6.0, 7.0, 6.482758620689656)","(4.6, 6.8, 6.577049180327869)"
11-01-2023 19:23:28.938512,"(9.0, 15.5, 13.394736842105264)","(6.0, 7.2, 7.1454545454545455)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.785714285714285)","(3.3, 3.8, 3.6026315789473684)","(9.0, 20.0, 19.488372093023255)","(6.0, 7.0, 6.482758620689656)","(4.6, 6.8, 6.577049180327869)"
11-01-2023 19:23:30.864719,"(9.0, 15.5, 13.394736842105264)","(6.0, 7.2, 7.044444444444444)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.785714285714285)","(3.3, 3.8, 3.5727272727272728)","(9.0, 20.0, 19.4468085106383)","(6.0, 7.0, 6.482758620689656)","(4.6, 6.8, 6.577049180327869)"
11-01-2023 19:23:32.770708,"(9.0, 15.5, 13.75)","(6.0, 7.2, 7.044444444444444)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.785714285714285)","(3.3, 3.8, 3.6565217391304348)","(9.0, 20.0, 19.636363636363637)","(6.0, 7.0, 6.714285714285714)","(4.6, 6.8, 6.577049180327869)"
11-01-2023 19:23:34.889914,"(9.0, 15.0, 13.636363636363637)","(6.0, 7.2, 7.044444444444444)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.785714285714285)","(3.3, 3.7, 3.5947368421052635)","(9.0, 20.0, 19.70967741935484)","(6.0, 7.0, 6.714285714285714)","(4.6, 6.8, 6.577049180327869)"
11-01-2023 19:23:36.385725,"(9.0, 15.0, 13.4375)","(6.0, 7.2, 7.133333333333334)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.3, 3.7, 3.4692307692307693)","(9.0, 20.0, 19.833333333333332)","(6.0, 7.0, 6.666666666666666)","(4.6, 6.8, 6.577049180327869)"
11-01-2023 19:23:37.775780,"(9.0, 15.0, 13.4375)","(6.0, 7.4, 7.133333333333334)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.3, 3.7, 3.55)","(9.0, 20.0, 21.5)","(6.0, 7.0, 6.714285714285714)","(4.6, 6.8, 6.411764705882353)"
11-01-2023 19:23:39.099549,"(9.0, 15.0, 13.4375)","(6.0, 7.4, 7.24)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.3, 3.65, 3.4972222222222222)","(9.0, 23.0, 21.5)","(6.0, 7.0, 6.666666666666666)","(4.6, 6.8, 6.363636363636363)"
11-01-2023 19:23:40.413158,"(9.0, 15.0, 13.484848484848484)","(6.0, 7.4, 7.24)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.3, 3.65, 3.4806451612903224)","(9.0, 23.0, 22.75)","(6.0, 7.0, 6.666666666666666)","(4.6, 6.8, 6.56)"
11-01-2023 19:23:41.730147,"(9.0, 15.0, 13.484848484848484)","(6.0, 7.4, 7.133333333333334)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.3, 3.65, 3.4806451612903224)","(9.0, 23.0, 22.434782608695652)","(6.0, 7.0, 6.714285714285714)","(4.6, 6.8, 6.56)"
11-01-2023 19:23:43.049027,"(9.0, 15.0, 13.484848484848484)","(6.0, 7.4, 7.133333333333334)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.65, 3.4609756097560975)","(11.0, 24.0, 22.56)","(6.0, 7.0, 6.714285714285714)","(4.6, 6.8, 6.571428571428571)"
11-01-2023 19:23:44.384637,"(9.0, 15.0, 13.484848484848484)","(6.0, 7.4, 7.24)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.65, 3.4609756097560975)","(11.0, 24.0, 22.97142857142857)","(6.0, 7.0, 6.666666666666666)","(4.6, 6.8, 6.463157894736843)"
11-01-2023 19:23:45.755628,"(9.0, 15.0, 13.484848484848484)","(6.0, 7.4, 7.24)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.65, 3.4923076923076923)","(11.0, 24.0, 23.151515151515152)","(6.0, 7.0, 6.666666666666666)","(4.6, 6.8, 6.5)"
11-01-2023 19:23:47.139839,"(9.0, 15.0, 13.484848484848484)","(6.0, 7.4, 7.133333333333334)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.55, 3.407142857142857)","(11.0, 24.0, 22.08)","(6.0, 7.0, 6.714285714285714)","(4.6, 6.8, 6.5)"
