,Phelan Seedy,Ones Opinion,Afternoon,Dan Dan,Handsome Jack,Shes Not Normal,Got The Torque,Gold Driller
11-01-2023 19:20:24.156062,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.790909090909091)","(8.5, 16.5, 16.0)","(5.5, 6.8, 5.76875)","(4.8, 5.9, 5.5)"
11-01-2023 19:20:25.292196,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.790909090909091)","(8.5, 16.5, 16.0)","(5.5, 6.8, 5.76875)","(4.8, 5.9, 5.5)"
11-01-2023 19:20:26.385132,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.790909090909091)","(8.5, 16.5, 16.0)","(5.5, 6.8, 6.147826086956521)","(4.8, 5.9, 5.5)"
11-01-2023 19:20:27.569125,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.790909090909091)","(8.5, 16.5, 16.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.5)"
11-01-2023 19:20:28.776428,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.790909090909091)","(8.5, 16.5, 16.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.5)"
11-01-2023 19:20:29.961400,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.790909090909091)","(8.5, 16.5, 16.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.5)"
11-01-2023 19:20:31.129923,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.790909090909091)","(8.5, 16.5, 16.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.5)"
11-01-2023 19:20:32.263751,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.790909090909091)","(8.5, 16.5, 16.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.5)"
11-01-2023 19:20:33.418708,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.7891304347826087)","(8.5, 16.5, 16.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.5)"
11-01-2023 19:20:34.598955,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.7891304347826087)","(8.5, 16.5, 16.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.433333333333334)"
11-01-2023 19:20:35.915263,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.7891304347826087)","(8.5, 16.5, 16.285714285714285)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.433333333333334)"
11-01-2023 19:20:37.156457,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.7891304347826087)","(8.5, 21.0, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.41)"
11-01-2023 19:20:38.541159,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.7891304347826087)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.41)"
11-01-2023 19:20:39.912129,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.876923076923077)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.41)"
11-01-2023 19:20:41.256640,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.8666666666666667)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.41)"
11-01-2023 19:20:42.475363,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.8666666666666667)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.41)"
11-01-2023 19:20:43.687910,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.41)"
11-01-2023 19:20:44.914530,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.41)"
11-01-2023 19:20:46.194438,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.41)"
11-01-2023 19:20:47.341829,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.655)"
11-01-2023 19:20:48.475374,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.731034482758621)"
11-01-2023 19:20:49.654631,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:20:50.966223,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:20:52.216202,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:20:53.370609,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:20:54.460197,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:20:55.577464,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:20:56.745132,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:20:57.921992,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:20:59.094441,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:21:00.299141,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:21:01.479045,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:21:02.707137,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:21:03.922972,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:21:05.097062,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:21:06.220523,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:21:07.421060,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:21:08.637176,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:21:09.859892,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:21:11.057379,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:21:12.178839,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:21:13.314728,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 17.0)","(5.5, 6.8, 5.964285714285714)","(4.8, 5.9, 5.375)"
11-01-2023 19:21:14.443869,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 18.5, 16.25)","(5.5, 6.8, 6.291304347826087)","(4.8, 5.9, 5.375)"
11-01-2023 19:21:15.561841,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 17.0, 16.25)","(5.5, 6.8, 6.15)","(4.8, 5.9, 5.375)"
11-01-2023 19:21:16.706050,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 17.0, 16.25)","(5.5, 6.8, 6.15)","(4.8, 5.9, 5.375)"
11-01-2023 19:21:17.911383,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 17.0, 16.25)","(5.5, 6.8, 6.173913043478261)","(4.8, 5.9, 5.375)"
11-01-2023 19:21:19.154152,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 17.0, 16.25)","(5.5, 6.8, 6.173913043478261)","(4.8, 5.9, 5.375)"
11-01-2023 19:21:20.409722,"(8.0, 15.5, 15.2)","(6.0, 8.0, 7.157894736842105)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 17.0, 16.0)","(5.5, 6.8, 6.173913043478261)","(4.8, 5.9, 5.3545454545454545)"
11-01-2023 19:21:21.510527,"(8.0, 15.5, 15.25)","(6.0, 8.0, 7.25)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 16.5, 16.0)","(5.5, 6.8, 6.173913043478261)","(4.8, 5.9, 5.3545454545454545)"
11-01-2023 19:21:22.577077,"(8.0, 15.5, 15.25)","(6.0, 8.0, 7.25)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 16.5, 16.0)","(5.5, 6.8, 6.173913043478261)","(4.8, 5.9, 5.6)"
11-01-2023 19:21:23.645425,"(8.0, 15.5, 15.25)","(6.0, 8.0, 7.25)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 16.5, 16.0)","(5.5, 6.8, 6.173913043478261)","(4.8, 5.9, 5.490909090909091)"
11-01-2023 19:21:24.780827,"(8.0, 15.5, 15.25)","(6.0, 8.0, 7.25)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 16.5, 16.0)","(5.5, 6.8, 6.45)","(4.8, 5.9, 5.828571428571429)"
11-01-2023 19:21:25.899133,"(8.0, 15.5, 15.25)","(6.0, 7.8, 7.2)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 16.5, 17.333333333333332)","(5.5, 7.0, 7.0285714285714285)","(4.8, 5.9, 5.816666666666667)"
11-01-2023 19:21:27.013342,"(8.0, 15.5, 15.25)","(6.0, 7.8, 7.2)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 21.0, 17.333333333333332)","(5.5, 7.2, 6.8)","(4.8, 5.9, 5.816666666666667)"
11-01-2023 19:21:28.194080,"(8.0, 15.5, 15.25)","(6.0, 7.8, 7.063157894736842)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 21.0, 18.25)","(5.5, 7.2, 6.8)","(4.8, 5.9, 5.816666666666667)"
11-01-2023 19:21:29.354287,"(8.0, 15.5, 15.25)","(6.0, 7.8, 7.063157894736842)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 21.0, 18.25)","(5.5, 7.2, 6.8)","(4.8, 5.9, 5.816666666666667)"
11-01-2023 19:21:30.442078,"(8.0, 15.5, 15.25)","(6.0, 7.6, 7.199999999999999)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 21.0, 16.22222222222222)","(5.5, 7.2, 6.8)","(4.8, 5.9, 5.816666666666667)"
11-01-2023 19:21:31.517093,"(8.0, 15.5, 15.25)","(6.0, 7.6, 7.145454545454545)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 22.0, 17.666666666666668)","(5.5, 7.2, 6.8)","(4.8, 5.9, 5.816666666666667)"
11-01-2023 19:21:32.706897,"(8.0, 15.5, 15.25)","(6.0, 7.6, 7.145454545454545)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.881818181818182)","(8.5, 22.0, 19.0)","(5.5, 7.2, 6.8)","(4.8, 5.9, 5.816666666666667)"
11-01-2023 19:21:33.844747,"(8.0, 15.5, 15.25)","(6.0, 7.6, 7.145454545454545)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.22222222222222)","(3.3, 4.2, 3.9)","(8.5, 22.0, 20.166666666666668)","(5.5, 7.2, 6.8)","(4.8, 5.9, 5.816666666666667)"
11-01-2023 19:21:34.880331,"(8.0, 15.5, 15.25)","(6.0, 7.6, 6.9125)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.22222222222222)","(3.3, 4.2, 3.9)","(8.5, 22.0, 19.25)","(5.5, 7.2, 6.8)","(4.8, 5.9, 5.816666666666667)"
11-01-2023 19:21:36.016231,"(8.0, 15.5, 15.25)","(6.0, 7.6, 6.9125)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.9038461538461537)","(8.5, 22.0, 18.666666666666668)","(5.5, 7.2, 6.8)","(4.8, 5.9, 5.816666666666667)"
11-01-2023 19:21:37.232330,"(8.0, 15.5, 15.25)","(6.0, 7.6, 6.9125)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.9038461538461537)","(8.5, 22.0, 18.666666666666668)","(5.5, 7.2, 6.654545454545454)","(4.8, 5.9, 5.816666666666667)"
11-01-2023 19:21:38.516701,"(8.0, 15.5, 15.25)","(6.0, 7.6, 6.9125)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.9038461538461537)","(8.5, 22.0, 18.666666666666668)","(5.5, 7.2, 6.654545454545454)","(4.8, 5.9, 5.816666666666667)"
11-01-2023 19:21:39.699046,"(8.0, 15.5, 15.25)","(6.0, 7.6, 6.9125)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.9038461538461537)","(8.5, 22.0, 18.666666666666668)","(5.5, 7.2, 6.423529411764706)","(4.8, 5.9, 5.816666666666667)"
11-01-2023 19:21:40.852173,"(8.0, 15.5, 15.25)","(6.0, 7.6, 6.9125)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.9038461538461537)","(8.5, 22.0, 20.88888888888889)","(5.5, 7.2, 6.423529411764706)","(4.8, 5.9, 5.816666666666667)"
11-01-2023 19:21:41.999987,"(8.0, 15.5, 15.25)","(6.0, 7.6, 6.9125)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.9038461538461537)","(8.5, 22.0, 20.88888888888889)","(5.5, 7.2, 6.423529411764706)","(4.8, 5.9, 5.757142857142857)"
11-01-2023 19:21:43.130127,"(8.0, 15.5, 15.25)","(6.0, 7.6, 6.9125)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.9038461538461537)","(8.5, 22.0, 20.88888888888889)","(5.5, 7.2, 6.423529411764706)","(4.8, 5.9, 5.757142857142857)"
11-01-2023 19:21:44.191015,"(8.0, 15.5, 15.25)","(6.0, 7.6, 6.9125)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.9038461538461537)","(8.5, 22.0, 20.88888888888889)","(5.5, 7.2, 7.343589743589744)","(4.8, 5.9, 5.757142857142857)"
11-01-2023 19:21:45.240486,"(8.0, 15.5, 15.25)","(6.0, 7.6, 6.9125)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.9038461538461537)","(8.5, 22.0, 21.0)","(5.5, 7.4, 6.553846153846154)","(4.8, 5.9, 5.8090909090909095)"
11-01-2023 19:21:46.416709,"(8.0, 15.5, 15.25)","(6.0, 7.6, 6.9125)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.22222222222222)","(3.3, 4.2, 3.9038461538461537)","(8.5, 22.0, 21.0)","(5.5, 7.2, 6.6)","(4.8, 5.9, 5.8090909090909095)"
11-01-2023 19:21:47.601089,"(8.0, 15.5, 15.25)","(6.0, 7.6, 6.9125)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.22222222222222)","(3.3, 4.2, 3.9038461538461537)","(8.5, 22.0, 21.0)","(5.5, 7.2, 6.6)","(4.8, 5.9, 5.8090909090909095)"
11-01-2023 19:21:48.774095,"(8.0, 15.5, 15.25)","(6.0, 7.6, 6.9125)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.22222222222222)","(3.3, 4.2, 3.9038461538461537)","(8.5, 22.0, 21.0)","(5.5, 7.2, 6.6)","(4.8, 5.9, 5.757142857142857)"
11-01-2023 19:21:49.880437,"(8.0, 15.5, 15.421052631578947)","(6.0, 7.6, 6.9125)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.22222222222222)","(3.3, 4.2, 3.9038461538461537)","(8.5, 22.0, 21.0)","(5.5, 7.2, 6.6)","(4.8, 5.9, 5.757142857142857)"
11-01-2023 19:21:51.110893,"(8.0, 15.5, 15.421052631578947)","(6.0, 7.6, 6.9125)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.9038461538461537)","(8.5, 22.0, 21.0)","(5.5, 7.2, 6.6)","(4.8, 5.9, 5.757142857142857)"
11-01-2023 19:21:52.256544,"(8.0, 15.5, 15.421052631578947)","(6.0, 7.6, 6.9125)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.9038461538461537)","(8.5, 22.0, 21.0)","(5.5, 7.2, 6.6)","(4.8, 5.9, 5.8090909090909095)"
11-01-2023 19:21:53.452927,"(8.0, 15.5, 15.421052631578947)","(6.0, 7.6, 6.9125)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.9)","(8.5, 22.0, 21.0)","(5.5, 7.2, 6.6)","(4.8, 5.9, 5.8090909090909095)"
11-01-2023 19:21:54.611574,"(8.0, 15.5, 15.421052631578947)","(6.0, 7.6, 6.9529411764705875)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.9)","(8.5, 22.0, 21.0)","(5.5, 7.2, 6.6)","(4.8, 5.9, 5.8090909090909095)"
11-01-2023 19:21:55.850800,"(8.0, 15.5, 15.421052631578947)","(6.0, 7.6, 6.9529411764705875)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.9)","(8.5, 22.0, 21.444444444444443)","(5.5, 7.2, 6.6)","(4.8, 5.9, 5.8090909090909095)"
11-01-2023 19:21:57.084539,"(8.0, 15.5, 15.421052631578947)","(6.0, 7.6, 6.9529411764705875)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.9)","(8.5, 22.0, 21.444444444444443)","(5.5, 7.2, 6.6)","(4.8, 5.9, 5.757142857142857)"
11-01-2023 19:21:58.401321,"(8.0, 15.5, 15.421052631578947)","(6.0, 7.6, 6.9529411764705875)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.9)","(8.5, 22.0, 21.444444444444443)","(5.5, 7.2, 6.6)","(4.8, 5.9, 5.757142857142857)"
11-01-2023 19:21:59.963104,"(8.0, 15.5, 15.421052631578947)","(6.0, 7.6, 6.9529411764705875)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.886842105263158)","(8.5, 22.0, 18.333333333333332)","(5.5, 7.2, 6.6)","(4.8, 5.9, 5.672727272727273)"
11-01-2023 19:22:01.306012,"(8.0, 15.5, 15.421052631578947)","(6.0, 7.6, 6.9529411764705875)","(6.0, 8.2, 7.533333333333333)","(31.0, 50.0, 48.54545454545455)","(3.3, 4.2, 3.916666666666667)","(8.5, 18.5, 18.333333333333332)","(5.5, 7.2, 6.6)","(4.8, 6.0, 5.672727272727273)"
