,Arctic Princess,Cosmic Event,Shocking Habit,Superior Sam,Wishlor Lass,Ausvardia,Majestic Rossa,Piwhane,Spiritual Thinker
08-12-2022 13:52:14.785699,"(14.0, 25.0, 24.625)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.562962962962963)","(5.0, 6.4, 6.295555555555556)","(6.5, 7.2, 7.076923076923077)","(21.0, 48.0, 45.46153846153846)","(16.0, 18.0, 17.333333333333332)","(5.0, 5.9, 5.766666666666667)"
08-12-2022 13:52:16.014394,"(14.0, 25.0, 24.625)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.562962962962963)","(5.0, 6.4, 6.295555555555556)","(6.5, 7.2, 7.076923076923077)","(21.0, 48.0, 45.46153846153846)","(16.0, 18.0, 17.333333333333332)","(5.0, 5.9, 5.766666666666667)"
08-12-2022 13:52:17.427836,"(14.0, 25.0, 24.625)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.562962962962963)","(5.0, 6.4, 6.295555555555556)","(6.5, 7.2, 7.0)","(21.0, 48.0, 45.46153846153846)","(16.0, 18.0, 17.529411764705884)","(5.0, 5.9, 5.766666666666667)"
08-12-2022 13:52:18.619902,"(14.0, 25.0, 24.625)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.562962962962963)","(5.0, 6.4, 6.295555555555556)","(6.5, 7.2, 6.933333333333334)","(21.0, 48.0, 45.46153846153846)","(16.0, 18.0, 17.272727272727273)","(5.0, 5.9, 5.82)"
08-12-2022 13:52:19.833706,"(14.0, 25.0, 24.625)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.562962962962963)","(5.0, 6.4, 6.295555555555556)","(6.5, 7.2, 6.933333333333334)","(21.0, 48.0, 45.46153846153846)","(16.0, 18.0, 17.42105263157895)","(5.0, 5.9, 5.821739130434783)"
08-12-2022 13:52:21.305771,"(14.0, 25.0, 24.625)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.571428571428571)","(5.0, 6.4, 6.295555555555556)","(6.5, 7.2, 6.933333333333334)","(21.0, 48.0, 45.46153846153846)","(16.0, 18.0, 17.42105263157895)","(5.0, 5.9, 5.821739130434783)"
08-12-2022 13:52:22.640019,"(14.0, 25.0, 24.571428571428573)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.571428571428571)","(5.0, 6.4, 6.295555555555556)","(6.5, 7.2, 6.933333333333334)","(21.0, 48.0, 45.46153846153846)","(16.0, 18.0, 17.42105263157895)","(5.0, 5.9, 5.821739130434783)"
08-12-2022 13:52:23.907975,"(14.0, 25.0, 24.571428571428573)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.571428571428571)","(5.0, 6.4, 6.295555555555556)","(6.5, 7.2, 6.933333333333334)","(21.0, 48.0, 45.46153846153846)","(16.0, 18.0, 17.266666666666666)","(5.0, 5.9, 5.771830985915493)"
08-12-2022 13:52:25.144458,"(14.0, 25.0, 24.571428571428573)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.571428571428571)","(5.0, 6.4, 6.295555555555556)","(6.5, 7.2, 6.933333333333334)","(21.0, 48.0, 45.46153846153846)","(16.0, 18.0, 17.333333333333332)","(5.0, 5.8, 5.771830985915493)"
08-12-2022 13:52:26.320800,"(14.0, 25.0, 24.571428571428573)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.571428571428571)","(5.0, 6.4, 6.270833333333334)","(6.5, 7.2, 6.888888888888888)","(21.0, 48.0, 45.46153846153846)","(16.0, 18.0, 17.235294117647058)","(5.0, 5.8, 5.776923076923077)"
08-12-2022 13:52:27.458189,"(14.0, 25.0, 24.571428571428573)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.571428571428571)","(5.0, 6.4, 6.270833333333334)","(6.5, 7.2, 6.888888888888888)","(21.0, 48.0, 45.46153846153846)","(16.0, 18.0, 17.5625)","(5.0, 5.8, 5.776923076923077)"
08-12-2022 13:52:28.665632,"(14.0, 25.0, 24.571428571428573)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.571428571428571)","(5.0, 6.4, 6.270833333333334)","(6.5, 7.2, 6.888888888888888)","(21.0, 48.0, 45.46153846153846)","(16.0, 18.0, 17.22222222222222)","(5.0, 5.8, 5.757142857142857)"
08-12-2022 13:52:29.870352,"(14.0, 25.0, 24.571428571428573)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.571428571428571)","(5.0, 6.4, 6.270833333333334)","(6.5, 7.2, 6.888888888888888)","(21.0, 48.0, 45.46153846153846)","(16.0, 18.0, 17.22222222222222)","(5.0, 5.8, 5.757142857142857)"
08-12-2022 13:52:31.090969,"(14.0, 25.0, 24.571428571428573)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.571428571428571)","(5.0, 6.4, 6.270833333333334)","(6.5, 7.2, 6.977777777777778)","(21.0, 48.0, 45.46153846153846)","(16.0, 18.0, 17.22222222222222)","(5.0, 5.8, 5.757142857142857)"
08-12-2022 13:52:32.331254,"(14.0, 25.0, 24.571428571428573)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.666666666666668)","(5.0, 6.4, 6.270833333333334)","(6.5, 7.2, 7.0285714285714285)","(21.0, 48.0, 45.46153846153846)","(16.0, 18.0, 17.045454545454547)","(5.0, 5.8, 5.757142857142857)"
08-12-2022 13:52:33.559201,"(14.0, 25.0, 24.571428571428573)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.521739130434783)","(5.0, 6.4, 6.270833333333334)","(6.5, 7.2, 7.0285714285714285)","(21.0, 48.0, 45.46153846153846)","(16.0, 18.0, 17.045454545454547)","(5.0, 5.8, 5.757142857142857)"
08-12-2022 13:52:35.211012,"(14.0, 25.0, 24.571428571428573)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.521739130434783)","(5.0, 6.4, 6.270833333333334)","(6.5, 7.2, 7.0285714285714285)","(21.0, 48.0, 45.46153846153846)","(16.0, 17.5, 17.3)","(5.0, 5.6, 5.573387096774193)"
08-12-2022 13:52:36.469122,"(14.0, 25.0, 24.571428571428573)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.631578947368421)","(5.0, 6.4, 6.297142857142857)","(6.5, 7.2, 7.073684210526316)","(21.0, 48.0, 46.09090909090909)","(16.0, 17.5, 17.1)","(5.0, 5.6, 5.573387096774193)"
08-12-2022 13:52:37.786674,"(14.0, 25.0, 24.28205128205128)","(10.0, 16.5, 15.8)","(3.9, 4.3, 4.2464516129032255)","(6.5, 9.8, 9.533333333333333)","(5.0, 6.4, 6.297142857142857)","(6.5, 7.2, 7.073684210526316)","(21.0, 48.0, 42.717948717948715)","(16.0, 17.5, 17.1)","(5.0, 5.6, 5.570796460176991)"
08-12-2022 13:52:39.200636,"(14.0, 25.0, 24.28205128205128)","(10.0, 16.5, 15.1875)","(3.9, 4.3, 4.249390243902439)","(6.5, 9.8, 9.700000000000001)","(5.0, 6.4, 6.353846153846154)","(6.5, 7.2, 7.176470588235294)","(21.0, 44.0, 42.9375)","(16.0, 17.5, 17.3)","(5.0, 5.6, 5.482539682539683)"
08-12-2022 13:52:40.679961,"(14.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.0625)","(3.9, 4.3, 4.246103896103896)","(6.5, 9.8, 9.80625)","(5.0, 6.4, 6.318181818181818)","(6.5, 7.2, 7.163636363636364)","(21.0, 44.0, 43.07142857142857)","(16.0, 17.5, 17.3)","(5.0, 5.5, 5.482539682539683)"
08-12-2022 13:52:41.996748,"(14.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.0625)","(3.9, 4.3, 4.246103896103896)","(6.5, 10.5, 9.786792452830188)","(5.0, 6.4, 6.318181818181818)","(6.5, 7.2, 7.163636363636364)","(21.0, 44.0, 42.869565217391305)","(16.0, 17.5, 16.52173913043478)","(5.0, 5.5, 5.491228070175438)"
08-12-2022 13:52:43.393258,"(14.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.0625)","(3.9, 4.3, 4.246103896103896)","(6.5, 10.5, 9.786792452830188)","(5.0, 6.4, 6.318181818181818)","(6.5, 7.2, 7.163636363636364)","(21.0, 44.0, 42.869565217391305)","(16.0, 17.0, 16.82758620689655)","(5.0, 5.5, 5.491935483870968)"
08-12-2022 13:52:44.606487,"(14.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.0625)","(3.9, 4.3, 4.246103896103896)","(6.5, 10.5, 9.95357142857143)","(5.0, 6.4, 6.318181818181818)","(6.5, 7.2, 7.163636363636364)","(21.0, 44.0, 42.869565217391305)","(16.0, 17.0, 16.666666666666668)","(5.0, 5.5, 5.46530612244898)"
08-12-2022 13:52:45.789347,"(14.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.0625)","(3.9, 4.3, 4.246103896103896)","(6.5, 10.5, 9.95357142857143)","(5.0, 6.4, 6.318181818181818)","(6.5, 7.2, 7.163636363636364)","(21.0, 44.0, 42.869565217391305)","(16.0, 17.0, 16.666666666666668)","(5.0, 5.5, 5.46530612244898)"
08-12-2022 13:52:47.029320,"(14.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.0625)","(3.9, 4.3, 4.246103896103896)","(6.5, 10.5, 9.95357142857143)","(5.0, 6.4, 6.318181818181818)","(6.5, 7.2, 7.163636363636364)","(21.0, 44.0, 42.869565217391305)","(16.0, 17.0, 16.666666666666668)","(5.0, 5.5, 5.46530612244898)"
08-12-2022 13:52:48.344570,"(14.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.0625)","(3.9, 4.3, 4.246103896103896)","(6.5, 10.5, 9.95357142857143)","(5.0, 6.4, 6.333333333333333)","(6.5, 7.2, 7.163636363636364)","(21.0, 44.0, 42.833333333333336)","(16.0, 17.0, 16.666666666666668)","(5.0, 5.5, 5.484210526315789)"
08-12-2022 13:52:49.644775,"(14.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.0625)","(3.9, 4.3, 4.231404958677686)","(6.5, 10.5, 9.95357142857143)","(5.0, 6.6, 6.346938775510204)","(6.5, 7.2, 7.163636363636364)","(21.0, 44.0, 42.833333333333336)","(16.0, 17.0, 16.666666666666668)","(5.0, 5.5, 5.4363636363636365)"
08-12-2022 13:52:51.074117,"(14.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.0625)","(3.9, 4.3, 4.231404958677686)","(6.5, 10.5, 9.95357142857143)","(5.0, 6.6, 6.346938775510204)","(6.5, 7.2, 7.163636363636364)","(21.0, 44.0, 42.833333333333336)","(16.0, 17.0, 16.666666666666668)","(5.0, 5.5, 5.4363636363636365)"
08-12-2022 13:52:52.544781,"(14.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.0625)","(3.9, 4.3, 4.231404958677686)","(6.5, 10.5, 9.745945945945946)","(5.0, 6.6, 6.475)","(6.5, 7.2, 7.163636363636364)","(21.0, 44.0, 42.869565217391305)","(16.0, 17.0, 16.666666666666668)","(5.0, 5.5, 5.444444444444445)"
08-12-2022 13:52:54.079220,"(14.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.0625)","(3.9, 4.3, 4.228448275862069)","(6.5, 10.5, 9.768749999999999)","(5.0, 6.6, 6.488888888888889)","(6.5, 7.2, 7.163636363636364)","(21.0, 44.0, 42.869565217391305)","(16.0, 17.0, 16.666666666666668)","(5.0, 5.5, 5.444444444444445)"
08-12-2022 13:52:55.599767,"(14.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.0625)","(3.9, 4.3, 4.217821782178218)","(6.5, 10.5, 9.768749999999999)","(5.0, 6.6, 6.5)","(6.5, 7.2, 7.163636363636364)","(21.0, 44.0, 42.869565217391305)","(16.0, 17.0, 16.75)","(5.0, 5.5, 5.444444444444445)"
08-12-2022 13:52:57.019012,"(15.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.0625)","(3.8, 4.3, 4.217821782178218)","(6.5, 10.5, 9.768749999999999)","(5.0, 6.6, 6.5)","(6.5, 7.2, 7.163636363636364)","(26.0, 44.0, 42.869565217391305)","(15.0, 17.0, 16.75)","(5.0, 5.5, 5.463157894736843)"
08-12-2022 13:52:58.420067,"(15.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.0625)","(3.8, 4.3, 4.217821782178218)","(6.5, 10.5, 9.768749999999999)","(5.0, 6.6, 6.3875)","(6.5, 7.2, 7.163636363636364)","(26.0, 44.0, 42.869565217391305)","(15.0, 17.0, 16.75)","(5.0, 5.5, 5.463157894736843)"
08-12-2022 13:52:59.770709,"(15.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.0625)","(3.8, 4.3, 4.217821782178218)","(6.5, 10.5, 9.754285714285714)","(5.0, 6.6, 6.309803921568627)","(6.5, 7.2, 7.163636363636364)","(26.0, 44.0, 42.869565217391305)","(15.0, 17.0, 16.428571428571427)","(5.0, 5.5, 5.4875)"
08-12-2022 13:53:00.982715,"(15.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.0625)","(3.8, 4.3, 4.217821782178218)","(6.5, 10.5, 9.754285714285714)","(5.0, 6.6, 6.410256410256411)","(6.5, 7.2, 7.163636363636364)","(26.0, 44.0, 42.869565217391305)","(15.0, 17.0, 16.428571428571427)","(5.0, 5.6, 5.4907407407407405)"
08-12-2022 13:53:02.199533,"(15.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.0625)","(3.8, 4.3, 4.217821782178218)","(6.5, 10.5, 9.754285714285714)","(5.0, 6.6, 6.411111111111111)","(6.5, 7.2, 7.163636363636364)","(26.0, 44.0, 42.869565217391305)","(15.0, 17.0, 15.941176470588236)","(5.0, 5.6, 5.58)"
08-12-2022 13:53:03.381800,"(15.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.0625)","(3.8, 4.3, 4.219354838709678)","(6.5, 10.5, 9.863157894736842)","(5.0, 6.6, 6.411111111111111)","(6.5, 7.2, 7.163636363636364)","(26.0, 44.0, 42.869565217391305)","(15.0, 17.0, 15.941176470588236)","(5.0, 5.6, 5.5625)"
08-12-2022 13:53:04.627934,"(15.0, 25.0, 24.066666666666666)","(10.0, 16.5, 16.1)","(3.8, 4.3, 4.219354838709678)","(6.5, 10.5, 9.533333333333333)","(5.0, 6.6, 6.410256410256411)","(6.5, 7.2, 7.163636363636364)","(26.0, 44.0, 42.869565217391305)","(15.0, 17.0, 15.777777777777779)","(5.0, 5.6, 5.525)"
08-12-2022 13:53:05.927903,"(15.0, 25.0, 23.90909090909091)","(10.0, 16.5, 16.227272727272727)","(3.8, 4.3, 4.212)","(6.5, 10.5, 9.533333333333333)","(5.0, 6.6, 6.410256410256411)","(6.5, 7.2, 7.163636363636364)","(26.0, 44.0, 42.857142857142854)","(15.0, 16.0, 15.777777777777779)","(5.0, 5.6, 5.525)"
08-12-2022 13:53:07.281152,"(15.0, 25.0, 23.90909090909091)","(10.0, 16.5, 15.954545454545455)","(3.8, 4.3, 4.212)","(6.5, 10.5, 9.533333333333333)","(5.0, 6.6, 6.410256410256411)","(6.5, 7.2, 7.163636363636364)","(26.0, 44.0, 42.857142857142854)","(15.0, 16.0, 15.777777777777779)","(5.0, 5.6, 5.525)"
08-12-2022 13:53:08.575502,"(15.0, 25.0, 23.90909090909091)","(10.0, 16.5, 16.1)","(3.8, 4.3, 4.212)","(6.5, 10.5, 9.84)","(5.0, 6.6, 6.437288135593221)","(6.5, 7.2, 7.163636363636364)","(26.0, 44.0, 42.857142857142854)","(15.0, 16.0, 15.8125)","(5.0, 5.6, 5.558333333333334)"
08-12-2022 13:53:09.921862,"(15.0, 25.0, 23.983050847457626)","(10.0, 16.5, 16.1)","(3.8, 4.3, 4.212)","(6.5, 10.5, 9.84)","(5.0, 6.6, 6.44)","(6.5, 7.2, 7.088888888888889)","(26.0, 44.0, 42.857142857142854)","(15.0, 16.0, 15.777777777777779)","(5.0, 5.6, 5.56)"
08-12-2022 13:53:11.198064,"(15.0, 25.0, 23.983050847457626)","(10.0, 16.5, 16.1)","(3.8, 4.3, 4.212)","(6.5, 10.5, 9.84)","(5.0, 6.6, 6.44)","(6.5, 7.2, 7.088888888888889)","(26.0, 44.0, 42.857142857142854)","(15.0, 16.0, 15.777777777777779)","(5.0, 5.6, 5.602105263157895)"
08-12-2022 13:53:12.658142,"(15.0, 25.0, 23.983050847457626)","(11.0, 16.5, 16.1)","(3.8, 4.3, 4.212)","(6.5, 10.5, 9.871428571428572)","(5.0, 6.6, 6.434375)","(6.5, 7.2, 7.088888888888889)","(26.0, 44.0, 42.857142857142854)","(15.0, 16.0, 15.555555555555555)","(5.0, 5.7, 5.595918367346939)"
08-12-2022 13:53:14.022573,"(15.0, 25.0, 23.983050847457626)","(11.0, 16.5, 16.1)","(3.8, 4.3, 4.212)","(6.5, 10.5, 10.05)","(5.0, 6.6, 6.43859649122807)","(6.5, 7.2, 7.088888888888889)","(26.0, 44.0, 42.857142857142854)","(15.0, 16.0, 15.555555555555555)","(5.0, 5.7, 5.544262295081967)"
08-12-2022 13:53:15.440630,"(15.0, 25.0, 23.983050847457626)","(11.0, 16.5, 16.1)","(3.8, 4.3, 4.212)","(6.5, 10.5, 10.14)","(5.0, 6.6, 6.43859649122807)","(6.0, 7.2, 7.088888888888889)","(26.0, 44.0, 42.0)","(15.0, 16.0, 15.36)","(5.0, 5.6, 5.537037037037037)"
08-12-2022 13:53:16.866511,"(15.0, 25.0, 23.983050847457626)","(11.0, 16.5, 16.1)","(3.8, 4.3, 4.212)","(6.5, 10.5, 10.14)","(5.0, 6.6, 6.43859649122807)","(6.0, 7.2, 7.088888888888889)","(26.0, 44.0, 42.0)","(15.0, 16.5, 15.36)","(5.0, 5.6, 5.537037037037037)"
08-12-2022 13:53:18.350666,"(15.0, 25.0, 23.983050847457626)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.365714285714286)","(6.5, 10.5, 9.857142857142858)","(5.0, 6.6, 6.408333333333333)","(6.0, 7.2, 7.088888888888889)","(26.0, 44.0, 42.285714285714285)","(15.0, 16.0, 15.75)","(5.0, 5.6, 5.537037037037037)"
08-12-2022 13:53:19.682531,"(15.0, 25.0, 23.983050847457626)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.3589743589743595)","(6.5, 10.5, 9.799999999999999)","(5.0, 6.6, 6.407692307692308)","(6.0, 7.2, 7.088888888888889)","(26.0, 44.0, 42.285714285714285)","(15.0, 16.5, 15.346153846153847)","(5.0, 5.6, 5.529824561403509)"
08-12-2022 13:53:20.995813,"(15.0, 25.0, 23.983050847457626)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.297435897435897)","(6.5, 10.5, 9.872727272727273)","(5.0, 6.6, 6.407692307692308)","(6.0, 7.2, 7.088888888888889)","(26.0, 44.0, 42.0)","(15.0, 16.5, 15.310344827586206)","(5.0, 5.5, 5.455555555555556)"
08-12-2022 13:53:22.324180,"(15.0, 25.0, 23.983050847457626)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.297435897435897)","(6.5, 10.5, 9.872727272727273)","(5.0, 6.6, 6.407692307692308)","(6.0, 7.2, 7.088888888888889)","(26.0, 44.0, 42.0)","(15.0, 16.5, 15.310344827586206)","(5.0, 5.5, 5.455555555555556)"
08-12-2022 13:53:23.664607,"(15.0, 25.0, 23.983050847457626)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.297435897435897)","(6.5, 10.5, 10.073684210526316)","(5.0, 6.6, 6.407692307692308)","(6.0, 7.2, 7.088888888888889)","(26.0, 44.0, 42.206896551724135)","(15.0, 16.5, 15.272727272727273)","(5.0, 5.5, 5.455555555555556)"
08-12-2022 13:53:25.102100,"(15.0, 24.0, 23.674418604651162)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.297435897435897)","(6.5, 10.5, 10.073684210526316)","(5.0, 6.6, 6.407692307692308)","(6.0, 7.2, 7.088888888888889)","(26.0, 44.0, 42.206896551724135)","(15.0, 16.5, 15.642857142857142)","(5.0, 5.5, 5.4714285714285715)"
08-12-2022 13:53:26.329810,"(15.0, 24.0, 23.82857142857143)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.297435897435897)","(6.5, 10.5, 10.073684210526316)","(5.0, 6.6, 6.407692307692308)","(6.0, 7.2, 7.088888888888889)","(26.0, 44.0, 41.93939393939394)","(15.0, 16.5, 15.642857142857142)","(5.0, 5.6, 5.465217391304348)"
08-12-2022 13:53:27.530223,"(15.0, 25.0, 24.137254901960784)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.297435897435897)","(6.5, 10.5, 9.804545454545455)","(5.0, 6.6, 6.407692307692308)","(6.0, 7.2, 7.088888888888889)","(26.0, 44.0, 41.93939393939394)","(15.0, 16.5, 15.642857142857142)","(5.0, 5.6, 5.465217391304348)"
08-12-2022 13:53:28.812074,"(15.0, 25.0, 24.137254901960784)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.297435897435897)","(6.5, 10.5, 9.9)","(5.0, 6.6, 6.433333333333334)","(6.0, 7.2, 7.088888888888889)","(26.0, 44.0, 42.206896551724135)","(15.0, 16.5, 15.5)","(5.0, 5.6, 5.485185185185185)"
08-12-2022 13:53:30.137019,"(16.0, 25.0, 24.137254901960784)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.297435897435897)","(6.5, 10.5, 10.05)","(5.0, 6.6, 6.435714285714286)","(6.0, 7.2, 7.088888888888889)","(26.0, 44.0, 42.206896551724135)","(15.0, 16.5, 15.642857142857142)","(5.0, 5.6, 5.485185185185185)"
08-12-2022 13:53:31.499813,"(16.0, 25.0, 24.137254901960784)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.297435897435897)","(6.5, 10.5, 10.11923076923077)","(5.0, 6.6, 6.435714285714286)","(6.0, 7.2, 7.088888888888889)","(26.0, 44.0, 42.206896551724135)","(15.0, 16.5, 15.642857142857142)","(5.0, 5.6, 5.485185185185185)"
08-12-2022 13:53:32.877295,"(16.0, 25.0, 24.137254901960784)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.297435897435897)","(6.5, 10.5, 10.05)","(5.0, 6.6, 6.435714285714286)","(6.0, 7.2, 7.088888888888889)","(26.0, 44.0, 42.206896551724135)","(15.0, 16.5, 15.28125)","(5.0, 5.6, 5.485185185185185)"
08-12-2022 13:53:34.269636,"(16.0, 25.0, 24.137254901960784)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.270370370370371)","(6.5, 10.5, 10.1)","(5.0, 6.6, 6.407692307692308)","(6.0, 7.2, 7.1)","(26.0, 44.0, 42.206896551724135)","(15.0, 16.5, 15.28125)","(5.0, 5.6, 5.476190476190476)"
08-12-2022 13:53:35.636395,"(16.0, 25.0, 24.318181818181817)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.270370370370371)","(6.5, 10.5, 10.284615384615385)","(5.0, 6.6, 6.4071428571428575)","(6.0, 7.2, 7.140000000000001)","(26.0, 44.0, 42.206896551724135)","(15.0, 16.5, 15.055555555555555)","(5.0, 5.5, 5.496969696969697)"
08-12-2022 13:53:36.984973,"(16.0, 25.0, 24.318181818181817)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.270370370370371)","(6.5, 10.5, 10.43)","(5.0, 6.6, 6.407692307692308)","(6.0, 7.2, 7.125)","(26.0, 44.0, 42.206896551724135)","(15.0, 15.5, 14.884615384615385)","(5.0, 5.6, 5.491428571428571)"
08-12-2022 13:53:38.313789,"(16.0, 25.0, 24.318181818181817)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.270370370370371)","(6.5, 10.5, 10.32)","(5.0, 6.6, 6.43921568627451)","(6.0, 7.2, 7.125)","(26.0, 44.0, 42.206896551724135)","(15.0, 15.5, 14.884615384615385)","(5.0, 5.6, 5.491428571428571)"
08-12-2022 13:53:39.595075,"(16.0, 25.0, 24.318181818181817)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.276)","(6.5, 10.5, 10.357894736842105)","(5.0, 6.6, 6.464516129032258)","(6.0, 7.2, 7.125)","(26.0, 44.0, 42.206896551724135)","(15.0, 15.5, 14.884615384615385)","(5.0, 5.6, 5.496969696969697)"
08-12-2022 13:53:40.834056,"(16.0, 25.0, 24.692307692307693)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.276)","(6.5, 10.5, 10.357894736842105)","(5.0, 6.6, 6.464516129032258)","(6.0, 7.2, 7.140000000000001)","(26.0, 44.0, 42.206896551724135)","(15.0, 15.5, 14.794117647058824)","(5.0, 5.6, 5.496969696969697)"
08-12-2022 13:53:42.158677,"(16.0, 25.0, 24.692307692307693)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.276)","(6.5, 10.5, 10.357894736842105)","(5.0, 6.6, 6.490909090909091)","(6.0, 7.2, 7.140000000000001)","(26.0, 44.0, 42.206896551724135)","(15.0, 15.5, 14.954545454545455)","(5.0, 5.6, 5.515625)"
08-12-2022 13:53:43.334395,"(16.0, 25.0, 24.692307692307693)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.276)","(6.5, 10.5, 10.357894736842105)","(5.0, 6.6, 6.490909090909091)","(6.0, 7.2, 7.140000000000001)","(26.0, 44.0, 42.266666666666666)","(15.0, 15.5, 14.75)","(5.0, 5.6, 5.515625)"
08-12-2022 13:53:44.543777,"(16.0, 25.0, 24.692307692307693)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.270370370370371)","(6.5, 10.5, 10.357894736842105)","(5.0, 6.6, 6.490909090909091)","(6.0, 7.2, 7.140000000000001)","(26.0, 44.0, 42.266666666666666)","(15.0, 15.5, 14.75)","(5.0, 5.6, 5.515625)"
08-12-2022 13:53:45.724043,"(16.0, 25.0, 24.692307692307693)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.270370370370371)","(6.5, 10.5, 10.382608695652173)","(5.0, 6.6, 6.490909090909091)","(6.0, 7.2, 6.918181818181818)","(26.0, 44.0, 42.266666666666666)","(15.0, 15.5, 14.75)","(5.0, 5.6, 5.515625)"
08-12-2022 13:53:47.306235,"(16.0, 25.0, 24.692307692307693)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.270370370370371)","(6.5, 10.5, 10.2375)","(5.0, 6.6, 6.490909090909091)","(6.0, 7.2, 6.918181818181818)","(26.0, 44.0, 42.266666666666666)","(15.0, 15.5, 14.75)","(5.0, 5.6, 5.515625)"
08-12-2022 13:53:48.757291,"(16.0, 25.0, 24.692307692307693)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.270370370370371)","(6.5, 10.5, 10.2375)","(5.0, 6.6, 6.490909090909091)","(6.0, 7.2, 6.910638297872341)","(26.0, 44.0, 42.266666666666666)","(15.0, 15.5, 14.73076923076923)","(5.0, 5.6, 5.515625)"
08-12-2022 13:53:50.256548,"(16.0, 25.0, 24.692307692307693)","(11.0, 16.5, 16.1)","(3.8, 4.4, 4.270370370370371)","(6.5, 10.5, 10.2375)","(5.0, 6.6, 6.490909090909091)","(6.0, 7.2, 6.910638297872341)","(26.0, 44.0, 42.266666666666666)","(15.0, 15.5, 15.428571428571429)","(5.0, 5.6, 5.515625)"
