,Askey,Jimmy Joe,Bogie Bandit,Rutland Bella,Dance A Tango,Moon Shine,Rutland Fred,Tiny Keen
12-01-2023 16:06:45.283945,"(3.2, 7.4, 6.9363636363636365)","(6.5, 10.5, 9.983333333333334)","(41.0, 350.0, 273.5)","(12.0, 30.0, 27.375)","(91.0, 580.0, 286.0)","(31.0, 270.0, 83.33333333333334)","(6.5, 10.0, 9.422222222222222)","(1.8, 2.06, 1.9235)"
12-01-2023 16:06:46.683482,"(3.2, 7.4, 6.790909090909091)","(6.5, 10.5, 9.983333333333334)","(41.0, 350.0, 273.5)","(12.0, 30.0, 27.375)","(91.0, 580.0, 330.0)","(31.0, 270.0, 83.33333333333334)","(6.5, 9.8, 9.422222222222222)","(1.8, 2.06, 1.8975000000000002)"
12-01-2023 16:06:48.117517,"(3.2, 7.2, 6.557142857142857)","(6.5, 10.5, 9.983333333333334)","(41.0, 350.0, 273.5)","(12.0, 30.0, 27.375)","(91.0, 570.0, 390.0)","(31.0, 270.0, 143.0)","(6.5, 9.8, 9.422222222222222)","(1.8, 2.06, 1.8975000000000002)"
12-01-2023 16:06:49.473694,"(3.2, 7.2, 6.557142857142857)","(6.5, 10.5, 9.983333333333334)","(41.0, 350.0, 302.92307692307696)","(12.0, 30.0, 25.0)","(91.0, 540.0, 390.0)","(31.0, 240.0, 143.0)","(6.5, 9.8, 9.422222222222222)","(1.8, 2.06, 1.9386666666666668)"
12-01-2023 16:06:50.722775,"(3.2, 7.2, 6.557142857142857)","(6.5, 10.5, 9.983333333333334)","(41.0, 350.0, 302.92307692307696)","(12.0, 30.0, 25.5)","(91.0, 540.0, 390.0)","(31.0, 240.0, 143.0)","(6.5, 9.8, 9.422222222222222)","(1.8, 2.04, 1.9095)"
12-01-2023 16:06:51.867401,"(3.2, 7.2, 6.557142857142857)","(6.5, 10.5, 9.983333333333334)","(41.0, 350.0, 302.92307692307696)","(12.0, 30.0, 25.5)","(91.0, 540.0, 390.0)","(31.0, 240.0, 143.0)","(6.5, 9.8, 8.872727272727273)","(1.8, 2.02, 2.0700000000000003)"
12-01-2023 16:06:53.102858,"(3.2, 7.2, 6.557142857142857)","(6.5, 10.5, 9.983333333333334)","(41.0, 350.0, 302.92307692307696)","(12.0, 30.0, 27.75)","(91.0, 540.0, 270.0)","(31.0, 240.0, 143.0)","(6.5, 9.8, 8.666666666666668)","(1.8, 2.08, 2.164)"
12-01-2023 16:06:54.334384,"(3.2, 7.2, 6.557142857142857)","(6.5, 10.5, 9.879999999999999)","(41.0, 350.0, 240.625)","(12.0, 30.0, 24.375)","(91.0, 540.0, 290.0)","(31.0, 240.0, 143.0)","(6.5, 9.8, 9.542857142857143)","(1.8, 2.32, 2.224)"
12-01-2023 16:06:55.604295,"(3.2, 7.0, 6.58)","(6.5, 10.5, 9.879999999999999)","(41.0, 330.0, 277.53846153846155)","(12.0, 30.0, 24.375)","(91.0, 540.0, 270.0)","(31.0, 240.0, 123.0)","(6.5, 10.0, 8.0)","(1.8, 2.44, 2.185)"
12-01-2023 16:06:56.926500,"(3.2, 7.0, 6.58)","(6.5, 10.5, 9.879999999999999)","(41.0, 320.0, 233.75)","(12.0, 30.0, 24.375)","(91.0, 540.0, 270.0)","(31.0, 200.0, 123.0)","(6.5, 10.0, 8.866666666666667)","(1.8, 2.44, 2.1872727272727275)"
12-01-2023 16:06:58.103424,"(3.2, 7.0, 6.3)","(6.5, 10.5, 9.879999999999999)","(41.0, 320.0, 233.75)","(12.0, 30.0, 24.375)","(91.0, 540.0, 270.0)","(31.0, 200.0, 123.0)","(6.5, 9.8, 9.371428571428572)","(1.8, 2.42, 2.185)"
12-01-2023 16:06:59.307372,"(3.2, 7.0, 6.58)","(6.5, 10.5, 9.879999999999999)","(41.0, 320.0, 220.0)","(12.0, 30.0, 24.375)","(91.0, 540.0, 310.0)","(31.0, 200.0, 122.0)","(6.5, 9.8, 7.3538461538461535)","(1.8, 2.44, 2.299130434782609)"
12-01-2023 16:07:00.551976,"(3.2, 7.0, 6.58)","(6.5, 10.5, 9.879999999999999)","(41.0, 300.0, 224.39999999999998)","(12.0, 30.0, 24.375)","(91.0, 530.0, 376.6666666666667)","(31.0, 200.0, 122.0)","(6.5, 8.0, 7.4)","(1.8, 2.44, 2.2733333333333334)"
12-01-2023 16:07:01.880278,"(3.2, 7.0, 6.766666666666667)","(6.5, 10.5, 9.879999999999999)","(41.0, 290.0, 206.25)","(12.0, 30.0, 24.375)","(91.0, 520.0, 300.0)","(31.0, 200.0, 122.0)","(6.5, 8.0, 7.4)","(1.8, 2.38, 2.1145454545454547)"
12-01-2023 16:07:03.220466,"(3.2, 7.0, 6.766666666666667)","(6.5, 10.5, 9.879999999999999)","(41.0, 280.0, 209.73333333333332)","(12.0, 30.0, 24.375)","(91.0, 510.0, 230.0)","(31.0, 200.0, 122.0)","(6.5, 8.0, 7.4)","(1.8, 2.36, 2.1145454545454547)"
12-01-2023 16:07:04.378021,"(3.2, 7.0, 6.766666666666667)","(6.5, 10.5, 9.879999999999999)","(41.0, 270.0, 209.73333333333332)","(12.0, 30.0, 25.5)","(91.0, 510.0, 230.0)","(31.0, 200.0, 122.0)","(6.5, 8.0, 7.533333333333333)","(1.8, 2.36, 2.1145454545454547)"
12-01-2023 16:07:05.538404,"(3.2, 7.0, 6.766666666666667)","(6.5, 10.5, 9.879999999999999)","(41.0, 260.0, 169.05263157894737)","(12.0, 30.0, 25.5)","(91.0, 510.0, 230.0)","(31.0, 200.0, 69.11111111111111)","(6.5, 8.0, 7.533333333333333)","(1.8, 2.36, 2.158)"
12-01-2023 16:07:06.703929,"(3.2, 7.0, 6.2)","(6.5, 10.5, 9.879999999999999)","(41.0, 260.0, 176.0)","(12.0, 30.0, 25.5)","(91.0, 510.0, 230.0)","(31.0, 270.0, 72.25)","(6.5, 8.0, 7.533333333333333)","(1.8, 2.34, 2.1076923076923078)"
12-01-2023 16:07:07.921388,"(3.2, 7.0, 6.366666666666666)","(6.5, 10.5, 9.879999999999999)","(41.0, 260.0, 157.3)","(12.0, 30.0, 25.5)","(91.0, 510.0, 230.0)","(31.0, 270.0, 152.0)","(6.5, 8.0, 7.533333333333333)","(1.8, 2.32, 1.8120833333333333)"
12-01-2023 16:07:09.163981,"(3.2, 7.0, 5.8999999999999995)","(6.5, 10.5, 9.879999999999999)","(41.0, 250.0, 142.5217391304348)","(12.0, 30.0, 25.5)","(91.0, 510.0, 230.0)","(31.0, 260.0, 152.0)","(6.5, 8.0, 7.533333333333333)","(1.8, 2.32, 1.9341935483870967)"
12-01-2023 16:07:10.273697,"(3.2, 7.0, 5.8999999999999995)","(6.5, 10.5, 9.879999999999999)","(41.0, 250.0, 142.5217391304348)","(12.0, 30.0, 25.5)","(91.0, 510.0, 230.0)","(31.0, 260.0, 122.0)","(6.5, 8.0, 7.533333333333333)","(1.8, 2.32, 1.9558620689655173)"
12-01-2023 16:07:11.413418,"(3.2, 7.0, 5.8999999999999995)","(6.5, 10.5, 9.879999999999999)","(41.0, 250.0, 187.73333333333332)","(12.0, 30.0, 25.5)","(91.0, 510.0, 230.0)","(31.0, 200.0, 122.0)","(6.5, 8.0, 7.533333333333333)","(1.8, 2.28, 1.9151724137931034)"
12-01-2023 16:07:12.642931,"(3.2, 7.0, 5.8999999999999995)","(6.5, 10.5, 9.879999999999999)","(41.0, 240.0, 157.4736842105263)","(12.0, 30.0, 25.5)","(91.0, 510.0, 230.0)","(31.0, 200.0, 122.0)","(6.5, 8.0, 7.533333333333333)","(1.8, 2.28, 1.9668085106382978)"
12-01-2023 16:07:13.940343,"(3.2, 7.0, 5.8999999999999995)","(6.5, 10.5, 9.879999999999999)","(41.0, 240.0, 142.0)","(12.0, 30.0, 23.454545454545453)","(91.0, 510.0, 230.0)","(31.0, 200.0, 122.0)","(6.5, 8.0, 7.533333333333333)","(1.8, 2.28, 1.9775)"
12-01-2023 16:07:15.130357,"(3.2, 7.0, 5.8999999999999995)","(6.5, 10.5, 9.879999999999999)","(41.0, 240.0, 142.0)","(12.0, 30.0, 23.454545454545453)","(91.0, 510.0, 426.0)","(31.0, 200.0, 122.0)","(6.5, 8.0, 7.533333333333333)","(1.8, 2.24, 1.9341463414634148)"
12-01-2023 16:07:16.254933,"(3.2, 7.0, 5.8999999999999995)","(6.5, 10.5, 9.879999999999999)","(41.0, 240.0, 142.0)","(12.0, 30.0, 23.454545454545453)","(91.0, 510.0, 426.0)","(31.0, 200.0, 122.0)","(6.5, 8.0, 7.533333333333333)","(1.8, 2.24, 1.9341463414634148)"
12-01-2023 16:07:17.405543,"(3.2, 7.0, 5.8999999999999995)","(6.5, 10.5, 9.879999999999999)","(41.0, 240.0, 142.0)","(12.0, 30.0, 23.454545454545453)","(91.0, 510.0, 426.0)","(31.0, 200.0, 122.0)","(6.5, 8.0, 7.533333333333333)","(1.8, 2.24, 1.9008333333333334)"
12-01-2023 16:07:18.683996,"(3.2, 6.8, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 240.0, 142.0)","(12.0, 30.0, 23.454545454545453)","(91.0, 510.0, 426.0)","(31.0, 200.0, 122.0)","(6.5, 8.0, 7.533333333333333)","(1.8, 2.24, 1.9008333333333334)"
12-01-2023 16:07:20.063880,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 240.0, 142.0)","(12.0, 30.0, 23.454545454545453)","(91.0, 510.0, 426.0)","(31.0, 200.0, 122.0)","(6.5, 8.0, 7.533333333333333)","(1.8, 2.24, 1.9019512195121953)"
12-01-2023 16:07:21.371151,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 240.0, 142.0)","(12.0, 30.0, 23.454545454545453)","(91.0, 510.0, 426.0)","(31.0, 200.0, 122.0)","(6.5, 8.0, 7.533333333333333)","(1.8, 2.24, 1.9466666666666668)"
12-01-2023 16:07:22.683141,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 240.0, 142.0)","(12.0, 30.0, 23.454545454545453)","(91.0, 510.0, 426.0)","(31.0, 200.0, 122.0)","(6.5, 8.0, 7.533333333333333)","(1.8, 2.2, 1.8608333333333333)"
12-01-2023 16:07:24.251507,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 240.0, 142.0)","(12.0, 30.0, 16.22222222222222)","(91.0, 510.0, 426.0)","(31.0, 200.0, 122.0)","(6.5, 8.0, 7.533333333333333)","(1.8, 2.2, 1.886923076923077)"
12-01-2023 16:07:25.447510,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 240.0, 142.0)","(12.0, 30.0, 18.46153846153846)","(91.0, 510.0, 426.0)","(31.0, 200.0, 137.0)","(6.5, 8.0, 9.55)","(1.8, 2.2, 1.886923076923077)"
12-01-2023 16:07:26.637300,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 240.0, 142.0)","(12.0, 30.0, 18.46153846153846)","(91.0, 510.0, 426.0)","(31.0, 230.0, 102.66666666666666)","(6.5, 9.8, 9.571428571428571)","(1.8, 2.2, 1.9213333333333333)"
12-01-2023 16:07:27.834029,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 240.0, 151.55555555555557)","(12.0, 30.0, 20.9375)","(91.0, 510.0, 426.0)","(31.0, 220.0, 127.0)","(6.5, 10.0, 9.08)","(1.8, 2.2, 1.9280000000000002)"
12-01-2023 16:07:28.928692,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 220.0, 151.55555555555557)","(12.0, 30.0, 20.9375)","(91.0, 510.0, 426.0)","(31.0, 210.0, 127.0)","(6.5, 9.6, 9.08)","(1.8, 2.18, 1.8564285714285715)"
12-01-2023 16:07:30.063322,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 210.0, 165.73333333333335)","(12.0, 30.0, 19.23076923076923)","(91.0, 510.0, 426.0)","(31.0, 210.0, 127.0)","(6.5, 9.6, 9.08)","(1.8, 2.16, 1.8564285714285715)"
12-01-2023 16:07:31.502895,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 210.0, 165.73333333333335)","(12.0, 30.0, 19.23076923076923)","(91.0, 510.0, 426.0)","(31.0, 210.0, 77.2)","(6.5, 9.6, 9.08)","(1.8, 2.16, 1.8564285714285715)"
12-01-2023 16:07:32.912868,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 210.0, 165.73333333333335)","(12.0, 30.0, 21.764705882352942)","(91.0, 510.0, 426.0)","(31.0, 210.0, 62.44444444444444)","(6.5, 9.6, 9.08)","(1.8, 2.16, 1.8861290322580646)"
12-01-2023 16:07:34.248018,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 210.0, 187.0)","(12.0, 30.0, 21.764705882352942)","(91.0, 510.0, 300.0)","(31.0, 210.0, 122.0)","(6.5, 9.6, 9.08)","(1.8, 2.12, 1.9003030303030304)"
12-01-2023 16:07:35.485431,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 200.0, 187.0)","(12.0, 30.0, 21.764705882352942)","(91.0, 510.0, 272.22222222222223)","(31.0, 200.0, 122.0)","(6.5, 9.6, 9.08)","(1.8, 2.12, 1.8762962962962964)"
12-01-2023 16:07:36.711503,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 200.0, 187.0)","(12.0, 30.0, 19.615384615384617)","(91.0, 500.0, 295.0)","(31.0, 200.0, 122.0)","(6.5, 9.6, 9.08)","(1.8, 2.08, 1.868888888888889)"
12-01-2023 16:07:37.782759,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 200.0, 187.0)","(12.0, 30.0, 19.615384615384617)","(91.0, 500.0, 295.0)","(31.0, 200.0, 122.0)","(6.5, 9.6, 9.08)","(1.8, 2.04, 1.8562500000000002)"
12-01-2023 16:07:38.989991,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 200.0, 187.0)","(12.0, 30.0, 22.352941176470587)","(91.0, 500.0, 295.0)","(31.0, 200.0, 122.0)","(6.5, 9.6, 9.08)","(1.8, 2.04, 1.8562500000000002)"
12-01-2023 16:07:40.137835,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 200.0, 187.0)","(12.0, 30.0, 22.352941176470587)","(91.0, 500.0, 230.0)","(31.0, 200.0, 122.0)","(6.5, 9.6, 9.08)","(1.8, 2.04, 1.8562500000000002)"
12-01-2023 16:07:41.342844,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 200.0, 187.0)","(12.0, 30.0, 23.066666666666666)","(91.0, 510.0, 230.0)","(31.0, 200.0, 122.0)","(6.5, 9.6, 9.08)","(1.8, 2.04, 1.912857142857143)"
12-01-2023 16:07:42.503675,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 200.0, 187.0)","(12.0, 30.0, 20.545454545454547)","(91.0, 510.0, 230.0)","(31.0, 200.0, 122.0)","(6.5, 9.6, 9.08)","(1.8, 2.02, 1.912857142857143)"
12-01-2023 16:07:43.552173,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 200.0, 187.0)","(12.0, 30.0, 20.90909090909091)","(91.0, 510.0, 230.0)","(31.0, 200.0, 122.0)","(6.5, 9.6, 9.08)","(1.8, 2.02, 1.912857142857143)"
12-01-2023 16:07:44.529693,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 200.0, 129.8)","(12.0, 30.0, 21.272727272727273)","(91.0, 510.0, 230.0)","(31.0, 200.0, 122.0)","(6.5, 9.6, 7.65)","(1.8, 2.02, 1.912857142857143)"
12-01-2023 16:07:45.570807,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 200.0, 129.8)","(12.0, 30.0, 23.6)","(91.0, 510.0, 230.0)","(31.0, 200.0, 122.0)","(6.5, 8.2, 7.6)","(1.8, 2.02, 1.912857142857143)"
12-01-2023 16:07:46.813846,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 200.0, 129.8)","(12.0, 30.0, 21.636363636363637)","(91.0, 510.0, 230.0)","(31.0, 200.0, 66.28571428571428)","(6.5, 8.2, 7.6)","(1.8, 2.02, 1.9314285714285713)"
12-01-2023 16:07:47.863645,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 200.0, 129.8)","(12.0, 30.0, 23.125)","(91.0, 510.0, 230.0)","(31.0, 200.0, 66.28571428571428)","(6.5, 8.2, 7.6)","(1.8, 2.0, 1.92)"
12-01-2023 16:07:48.849465,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 310.0, 239.06666666666666)","(12.0, 30.0, 23.125)","(91.0, 510.0, 230.0)","(31.0, 200.0, 66.28571428571428)","(6.5, 8.2, 7.6)","(1.8, 2.02, 1.9127272727272726)"
12-01-2023 16:07:49.785345,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 310.0, 239.06666666666666)","(12.0, 30.0, 23.4375)","(91.0, 510.0, 230.0)","(31.0, 200.0, 66.28571428571428)","(6.5, 8.2, 7.6)","(1.8, 2.0, 1.9054545454545455)"
12-01-2023 16:07:50.824925,"(3.2, 6.6, 6.433333333333333)","(6.5, 10.5, 9.879999999999999)","(41.0, 310.0, 206.55555555555557)","(12.0, 30.0, 30.214285714285715)","(91.0, 510.0, 300.0)","(31.0, 200.0, 66.28571428571428)","(6.5, 8.2, 7.6)","(1.8, 2.0, 1.8992)"
12-01-2023 16:07:52.207098,"(3.2, 6.6, 6.475)","(6.5, 10.5, 10.155555555555555)","(41.0, 310.0, 79.0)","(12.0, 32.0, 30.285714285714285)","(91.0, 510.0, 300.0)","(31.0, 200.0, 66.28571428571428)","(6.5, 8.2, 7.6)","(1.8, 2.0, 1.897142857142857)"
12-01-2023 16:07:53.396841,"(3.2, 6.6, 6.475)","(6.5, 10.5, 10.155555555555555)","(41.0, 310.0, 94.8)","(12.0, 32.0, 30.285714285714285)","(91.0, 510.0, 300.0)","(31.0, 200.0, 66.28571428571428)","(6.5, 8.2, 7.6)","(1.8, 2.0, 1.897142857142857)"
12-01-2023 16:07:54.605090,"(3.2, 6.6, 6.475)","(6.5, 10.5, 10.155555555555555)","(41.0, 290.0, 76.5)","(12.0, 32.0, 30.285714285714285)","(91.0, 510.0, 300.0)","(31.0, 200.0, 66.28571428571428)","(6.5, 8.2, 7.6)","(1.8, 2.0, 1.897142857142857)"
12-01-2023 16:07:55.909524,"(3.2, 6.6, 6.475)","(6.5, 10.5, 10.1375)","(41.0, 290.0, 76.5)","(12.0, 32.0, 30.285714285714285)","(91.0, 510.0, 230.0)","(31.0, 200.0, 139.33333333333331)","(6.5, 8.2, 7.6)","(1.8, 2.0, 1.897142857142857)"
12-01-2023 16:07:57.155328,"(3.2, 6.6, 6.475)","(6.5, 10.5, 9.775)","(41.0, 290.0, 76.5)","(12.0, 32.0, 30.285714285714285)","(91.0, 510.0, 230.0)","(31.0, 330.0, 139.33333333333331)","(6.5, 8.2, 7.6)","(1.8, 2.0, 1.897142857142857)"
12-01-2023 16:07:58.280823,"(3.2, 6.6, 6.475)","(6.5, 10.5, 9.775)","(41.0, 290.0, 94.8)","(12.0, 32.0, 30.285714285714285)","(91.0, 510.0, 270.0)","(31.0, 330.0, 139.33333333333331)","(6.5, 8.2, 7.6)","(1.8, 2.0, 1.897142857142857)"
12-01-2023 16:07:59.551446,"(3.2, 6.6, 6.475)","(6.5, 10.0, 9.45)","(41.0, 270.0, 78.0)","(12.0, 32.0, 30.285714285714285)","(91.0, 510.0, 300.0)","(31.0, 330.0, 139.33333333333331)","(6.5, 8.2, 7.6)","(1.8, 2.0, 1.897142857142857)"
12-01-2023 16:08:00.638137,"(3.2, 6.6, 6.475)","(6.5, 10.0, 9.45)","(41.0, 270.0, 78.0)","(12.0, 32.0, 30.285714285714285)","(91.0, 510.0, 330.0)","(31.0, 330.0, 75.77777777777777)","(6.5, 8.2, 7.6)","(1.8, 2.0, 1.897142857142857)"
12-01-2023 16:08:01.798188,"(3.2, 6.6, 6.475)","(6.5, 10.0, 9.45)","(41.0, 270.0, 153.0)","(12.0, 32.0, 30.285714285714285)","(91.0, 510.0, 258.0)","(31.0, 330.0, 75.77777777777777)","(6.5, 8.2, 7.6)","(1.8, 2.0, 1.897142857142857)"
12-01-2023 16:08:02.762247,"(3.2, 6.6, 6.475)","(6.5, 10.0, 9.45)","(41.0, 260.0, 153.0)","(12.0, 32.0, 30.285714285714285)","(91.0, 510.0, 258.0)","(31.0, 330.0, 75.77777777777777)","(6.5, 8.2, 7.6)","(1.8, 2.0, 1.968)"
12-01-2023 16:08:03.783338,"(3.2, 6.6, 5.725)","(6.5, 10.0, 8.9)","(41.0, 260.0, 76.57142857142857)","(12.0, 32.0, 30.333333333333336)","(91.0, 500.0, 363.3333333333333)","(31.0, 320.0, 136.0)","(6.5, 8.2, 7.6)","(1.8, 1.99, 1.9)"
12-01-2023 16:08:04.945336,"(3.2, 6.6, 6.326315789473684)","(6.5, 10.0, 8.5)","(41.0, 240.0, 73.71428571428572)","(12.0, 32.0, 30.5)","(91.0, 500.0, 363.3333333333333)","(31.0, 320.0, 136.0)","(6.5, 8.2, 7.6)","(1.8, 1.99, 1.8882352941176472)"
12-01-2023 16:08:06.282772,"(3.2, 6.6, 6.092307692307692)","(6.5, 10.5, 8.325)","(41.0, 240.0, 110.66666666666667)","(12.0, 32.0, 30.5)","(91.0, 500.0, 356.6666666666667)","(31.0, 320.0, 129.33333333333331)","(6.5, 8.2, 7.6)","(1.8, 1.98, 1.9052941176470588)"
12-01-2023 16:08:07.422497,"(3.2, 6.4, 6.260000000000001)","(6.5, 10.5, 7.42)","(41.0, 220.0, 75.0)","(12.0, 32.0, 30.5)","(91.0, 490.0, 312.8571428571429)","(31.0, 300.0, 129.33333333333331)","(6.5, 8.2, 7.6)","(1.8, 1.97, 1.9146153846153846)"
12-01-2023 16:08:08.430484,"(3.2, 6.6, 6.066666666666666)","(6.5, 10.5, 7.42)","(41.0, 220.0, 75.0)","(12.0, 32.0, 30.5)","(91.0, 480.0, 312.8571428571429)","(31.0, 300.0, 129.33333333333331)","(6.5, 8.2, 7.6)","(1.8, 1.97, 1.919090909090909)"
12-01-2023 16:08:09.502245,"(3.2, 7.0, 6.166666666666667)","(6.5, 8.6, 8.5125)","(41.0, 210.0, 78.8)","(12.0, 32.0, 30.5)","(91.0, 480.0, 312.8571428571429)","(31.0, 300.0, 129.33333333333331)","(6.5, 8.2, 7.6)","(1.8, 1.97, 1.9110526315789473)"
12-01-2023 16:08:10.603340,"(3.2, 6.8, 6.65)","(6.5, 8.6, 8.492307692307692)","(41.0, 190.0, 74.8)","(12.0, 32.0, 30.5)","(91.0, 480.0, 312.8571428571429)","(31.0, 300.0, 105.5)","(6.5, 8.2, 7.6)","(1.8, 1.97, 1.9110526315789473)"
12-01-2023 16:08:11.697321,"(3.2, 7.0, 6.4)","(6.5, 8.8, 8.243478260869566)","(41.0, 180.0, 90.66666666666666)","(12.0, 32.0, 30.5)","(91.0, 480.0, 312.8571428571429)","(31.0, 290.0, 122.66666666666667)","(6.5, 8.2, 7.6)","(1.8, 1.97, 1.8944444444444444)"
12-01-2023 16:08:12.782069,"(3.2, 7.0, 6.4)","(6.5, 8.8, 8.177777777777779)","(41.0, 180.0, 90.66666666666666)","(12.0, 32.0, 31.0)","(91.0, 480.0, 203.84615384615384)","(31.0, 280.0, 122.66666666666667)","(6.5, 8.2, 7.4363636363636365)","(1.8, 1.97, 1.89875)"
12-01-2023 16:08:13.908573,"(3.2, 7.0, 6.4)","(6.5, 8.8, 7.733333333333333)","(41.0, 180.0, 90.66666666666666)","(12.0, 32.0, 31.0)","(91.0, 460.0, 203.84615384615384)","(31.0, 280.0, 122.66666666666667)","(6.5, 8.2, 7.4363636363636365)","(1.8, 1.96, 1.93875)"
12-01-2023 16:08:14.924206,"(3.2, 7.0, 6.4)","(6.5, 8.8, 7.925)","(41.0, 180.0, 90.66666666666666)","(12.0, 32.0, 31.0)","(91.0, 460.0, 203.84615384615384)","(31.0, 280.0, 122.66666666666667)","(6.5, 8.2, 7.4363636363636365)","(1.8, 1.95, 1.914705882352941)"
12-01-2023 16:08:15.964106,"(3.2, 7.0, 6.357142857142857)","(6.5, 8.8, 8.216666666666667)","(41.0, 180.0, 90.66666666666666)","(12.0, 32.0, 31.0)","(91.0, 460.0, 203.84615384615384)","(31.0, 280.0, 83.33333333333334)","(6.5, 8.2, 7.4363636363636365)","(1.8, 1.95, 1.914705882352941)"
12-01-2023 16:08:17.010877,"(3.2, 7.0, 6.6)","(6.5, 8.8, 8.100000000000001)","(41.0, 180.0, 90.66666666666666)","(12.0, 32.0, 31.0)","(91.0, 460.0, 203.84615384615384)","(31.0, 280.0, 83.33333333333334)","(6.5, 8.2, 7.685714285714285)","(1.8, 1.95, 1.914705882352941)"
12-01-2023 16:08:18.018222,"(3.2, 7.2, 6.7)","(6.5, 8.8, 8.100000000000001)","(41.0, 180.0, 90.66666666666666)","(12.0, 38.0, 33.90909090909091)","(91.0, 460.0, 203.84615384615384)","(31.0, 270.0, 119.33333333333333)","(6.5, 8.2, 7.685714285714285)","(1.8, 1.95, 1.91)"
12-01-2023 16:08:19.026178,"(3.2, 7.4, 6.7)","(6.5, 8.8, 8.0)","(41.0, 180.0, 115.0)","(12.0, 36.0, 33.81818181818181)","(91.0, 440.0, 233.0)","(31.0, 260.0, 174.39999999999998)","(6.5, 8.2, 7.685714285714285)","(1.8, 1.95, 1.91)"
12-01-2023 16:08:20.027858,"(3.2, 7.4, 7.272727272727273)","(6.5, 8.8, 7.890909090909091)","(41.0, 180.0, 117.5)","(12.0, 36.0, 31.2)","(91.0, 440.0, 181.25)","(31.0, 260.0, 174.39999999999998)","(6.5, 8.2, 7.685714285714285)","(1.8, 1.95, 1.9057894736842105)"
12-01-2023 16:08:20.986672,"(3.2, 7.2, 7.015384615384615)","(6.5, 8.8, 8.133333333333333)","(41.0, 180.0, 126.42857142857143)","(12.0, 36.0, 31.2)","(91.0, 420.0, 176.25)","(31.0, 260.0, 174.39999999999998)","(6.5, 8.2, 7.685714285714285)","(1.8, 1.95, 1.9066666666666665)"
12-01-2023 16:08:21.971010,"(3.2, 7.2, 6.9)","(6.5, 8.8, 7.527272727272727)","(41.0, 180.0, 126.42857142857143)","(12.0, 36.0, 31.2)","(91.0, 420.0, 154.0909090909091)","(31.0, 260.0, 117.33333333333334)","(6.5, 8.2, 7.685714285714285)","(1.8, 1.94, 1.882857142857143)"
12-01-2023 16:08:22.926150,"(3.2, 7.2, 7.0)","(6.5, 8.8, 7.723076923076923)","(41.0, 180.0, 126.42857142857143)","(12.0, 36.0, 31.2)","(91.0, 420.0, 154.0909090909091)","(31.0, 240.0, 110.66666666666667)","(6.5, 8.2, 7.685714285714285)","(1.8, 1.93, 1.9249999999999998)"
