,Union Rally,Highway Queen,Paynt By Number,Simple Souvenir,Run Laura Run,Denali Rae
12-01-2023 08:57:31.831150,"(26.0, 50.0, 44.90909090909091)","(6.5, 7.2, 6.88)","(2.5, 2.86, 2.8449999999999998)","(3.5, 4.0, 3.9582706766917295)","(4.6, 5.2, 5.124074074074074)","(14.0, 25.0, 22.0)"
12-01-2023 08:57:32.863642,"(26.0, 50.0, 44.90909090909091)","(6.5, 7.2, 6.88)","(2.5, 2.86, 2.8449999999999998)","(3.5, 4.0, 3.9579545454545455)","(4.6, 5.2, 5.1196078431372545)","(14.0, 25.0, 22.0)"
12-01-2023 08:57:33.910340,"(26.0, 50.0, 44.90909090909091)","(6.5, 7.2, 6.933333333333334)","(2.5, 2.86, 2.8499999999999996)","(3.5, 4.0, 3.9579545454545455)","(4.6, 5.2, 5.1196078431372545)","(14.0, 25.0, 21.25)"
12-01-2023 08:57:34.916886,"(26.0, 50.0, 43.81818181818182)","(6.5, 7.2, 6.933333333333334)","(2.5, 2.86, 2.8466666666666667)","(3.5, 4.0, 3.9579545454545455)","(4.6, 5.2, 5.1196078431372545)","(14.0, 25.0, 21.75)"
12-01-2023 08:57:35.961751,"(26.0, 50.0, 44.90909090909091)","(6.5, 7.2, 6.933333333333334)","(2.5, 2.88, 2.844864864864865)","(3.5, 4.0, 3.9579545454545455)","(4.6, 5.2, 5.1414285714285715)","(14.0, 24.0, 20.6)"
12-01-2023 08:57:37.011065,"(26.0, 55.0, 53.55555555555556)","(6.5, 7.2, 6.9714285714285715)","(2.5, 2.88, 2.844864864864865)","(3.5, 4.0, 3.9579545454545455)","(4.6, 5.2, 5.259090909090909)","(15.0, 23.0, 20.923076923076923)"
12-01-2023 08:57:37.972928,"(26.0, 60.0, 48.57142857142857)","(6.5, 7.2, 6.964705882352941)","(2.5, 2.86, 2.8466666666666667)","(3.5, 4.0, 3.9579545454545455)","(4.6, 5.3, 5.2250000000000005)","(15.0, 22.0, 20.962962962962962)"
12-01-2023 08:57:38.844936,"(26.0, 60.0, 53.33333333333333)","(6.5, 7.2, 6.933333333333334)","(2.5, 2.86, 2.844)","(3.5, 4.0, 3.9579545454545455)","(4.6, 5.4, 5.2250000000000005)","(15.0, 22.0, 20.962962962962962)"
12-01-2023 08:57:39.751196,"(26.0, 60.0, 53.33333333333333)","(6.5, 7.2, 6.933333333333334)","(2.5, 2.86, 2.8457142857142856)","(3.5, 4.0, 3.9561264822134388)","(4.6, 5.5, 5.394117647058824)","(15.0, 22.0, 20.88)"
12-01-2023 08:57:40.676103,"(26.0, 55.0, 53.625)","(6.5, 7.0, 6.844444444444444)","(2.5, 2.86, 2.8476923076923075)","(3.5, 3.95, 3.909375)","(4.6, 5.6, 5.929411764705883)","(15.0, 22.0, 19.9)"
12-01-2023 08:57:41.580460,"(26.0, 60.0, 55.2)","(6.5, 6.6, 6.276923076923077)","(2.5, 2.86, 2.8529032258064513)","(3.5, 3.95, 3.909375)","(4.6, 6.0, 5.739130434782608)","(15.0, 20.0, 20.333333333333332)"
12-01-2023 08:57:42.511077,"(26.0, 60.0, 55.63636363636364)","(6.5, 6.6, 6.147058823529412)","(2.5, 2.86, 2.8458823529411763)","(3.5, 3.95, 3.905)","(4.6, 6.0, 5.88421052631579)","(15.0, 22.0, 20.0)"
12-01-2023 08:57:43.488796,"(26.0, 60.0, 55.63636363636364)","(6.5, 6.6, 6.39047619047619)","(2.45, 2.86, 2.846285714285714)","(3.5, 3.95, 3.9015151515151514)","(4.6, 6.0, 5.88421052631579)","(15.0, 22.0, 20.0)"
12-01-2023 08:57:44.403093,"(26.0, 60.0, 54.666666666666664)","(6.5, 6.6, 6.39047619047619)","(2.45, 2.86, 2.835384615384615)","(3.5, 3.95, 3.9015151515151514)","(4.6, 6.0, 5.88421052631579)","(15.0, 22.0, 19.25)"
12-01-2023 08:57:45.227956,"(26.0, 60.0, 47.75)","(6.5, 6.6, 6.39047619047619)","(2.45, 2.86, 2.8496774193548386)","(3.5, 3.95, 3.9015151515151514)","(4.6, 6.0, 5.88421052631579)","(15.0, 20.0, 19.25)"
12-01-2023 08:57:46.139825,"(26.0, 60.0, 53.875)","(6.5, 6.6, 6.39047619047619)","(2.45, 2.86, 2.8466666666666667)","(3.5, 3.95, 3.8916)","(4.6, 6.0, 5.977777777777778)","(15.0, 20.0, 19.2)"
12-01-2023 08:57:47.100186,"(26.0, 55.0, 53.5)","(6.5, 6.6, 6.36)","(2.45, 2.86, 2.8487999999999998)","(3.5, 3.95, 3.8916)","(4.6, 6.0, 5.9875)","(15.0, 19.5, 19.2)"
12-01-2023 08:57:48.116195,"(26.0, 55.0, 53.5)","(6.5, 6.6, 6.36)","(2.45, 2.86, 2.8458823529411763)","(3.5, 3.95, 3.8916)","(4.6, 6.0, 5.95)","(15.0, 19.5, 18.4)"
12-01-2023 08:57:49.163710,"(26.0, 55.0, 53.5)","(6.5, 6.6, 6.405405405405405)","(2.45, 2.86, 2.849473684210526)","(3.5, 3.95, 3.8916)","(4.6, 6.0, 6.1647058823529415)","(15.0, 19.5, 16.857142857142858)"
12-01-2023 08:57:50.264453,"(26.0, 55.0, 53.5)","(6.5, 6.6, 6.3428571428571425)","(2.45, 2.86, 2.8446153846153845)","(3.5, 3.95, 3.9398989898989902)","(4.6, 6.2, 6.277777777777778)","(15.0, 19.0, 16.7)"
12-01-2023 08:57:51.274425,"(26.0, 55.0, 53.5)","(6.5, 6.6, 6.3428571428571425)","(2.45, 2.86, 2.842608695652174)","(3.5, 3.95, 3.9398989898989902)","(4.6, 6.4, 6.364705882352942)","(15.0, 18.5, 16.7)"
12-01-2023 08:57:52.181227,"(26.0, 55.0, 53.5)","(6.5, 6.6, 6.3428571428571425)","(2.45, 2.86, 2.842222222222222)","(3.5, 3.95, 3.9398989898989902)","(4.6, 6.4, 6.364705882352942)","(15.0, 18.5, 16.7)"
12-01-2023 08:57:53.070519,"(31.0, 55.0, 53.5)","(6.0, 6.6, 6.3428571428571425)","(2.4, 2.86, 2.8417721518987342)","(3.5, 3.95, 3.921774193548387)","(4.6, 6.4, 6.364705882352942)","(17.0, 18.5, 16.7)"
12-01-2023 08:57:53.982001,"(31.0, 55.0, 53.5)","(6.0, 6.6, 6.3428571428571425)","(2.4, 2.86, 2.846336633663366)","(3.5, 3.95, 3.9174242424242425)","(4.6, 6.4, 6.364705882352942)","(17.0, 18.5, 16.7)"
12-01-2023 08:57:54.892232,"(31.0, 55.0, 53.5)","(6.0, 6.6, 6.3428571428571425)","(2.4, 2.84, 2.8341666666666665)","(3.5, 3.95, 3.9174242424242425)","(4.6, 6.4, 6.3875)","(17.0, 18.5, 16.7)"
12-01-2023 08:57:55.844323,"(31.0, 55.0, 53.5)","(6.0, 6.6, 6.3428571428571425)","(2.4, 2.84, 2.831645569620253)","(3.5, 3.95, 3.916923076923077)","(4.6, 6.4, 6.4941176470588236)","(17.0, 18.5, 17.166666666666668)"
12-01-2023 08:57:56.814666,"(31.0, 55.0, 53.5)","(6.0, 6.6, 6.3428571428571425)","(2.4, 2.82, 2.8143749999999996)","(3.5, 3.95, 3.916923076923077)","(4.6, 6.6, 6.4941176470588236)","(17.0, 18.5, 17.4)"
12-01-2023 08:57:57.749672,"(31.0, 55.0, 53.5)","(6.0, 6.6, 6.3428571428571425)","(2.4, 2.8, 2.787142857142857)","(3.5, 3.95, 3.9190476190476193)","(4.6, 6.6, 6.533333333333333)","(17.0, 18.5, 17.4)"
12-01-2023 08:57:58.595249,"(31.0, 55.0, 53.5)","(6.0, 6.6, 6.3428571428571425)","(2.4, 2.8, 2.7870588235294114)","(3.5, 3.95, 3.9190476190476193)","(4.6, 6.6, 6.533333333333333)","(17.0, 18.5, 17.4)"
12-01-2023 08:57:59.494700,"(31.0, 55.0, 53.5)","(6.0, 6.6, 6.3428571428571425)","(2.4, 2.8, 2.7861538461538458)","(3.5, 3.95, 3.9121428571428574)","(4.6, 6.6, 6.533333333333333)","(17.0, 18.5, 16.666666666666668)"
12-01-2023 08:58:00.484041,"(31.0, 50.0, 48.5)","(6.0, 6.6, 6.3428571428571425)","(2.4, 2.8, 2.7788888888888885)","(3.5, 3.95, 3.9121428571428574)","(4.6, 6.6, 6.592592592592593)","(17.0, 18.5, 18.03846153846154)"
12-01-2023 08:58:01.448177,"(31.0, 50.0, 48.5)","(6.0, 6.6, 6.3428571428571425)","(2.4, 2.8, 2.7861538461538458)","(3.5, 3.95, 3.914189189189189)","(4.6, 6.6, 6.592592592592593)","(17.0, 18.5, 18.03846153846154)"
12-01-2023 08:58:02.466872,"(31.0, 50.0, 48.5)","(6.0, 6.6, 6.3428571428571425)","(2.4, 2.82, 2.8)","(3.5, 3.95, 3.914814814814815)","(4.6, 6.6, 6.592592592592593)","(17.0, 18.5, 18.03846153846154)"
12-01-2023 08:58:03.496764,"(31.0, 50.0, 48.5)","(6.0, 6.6, 6.3428571428571425)","(2.4, 2.82, 2.7768421052631576)","(3.5, 3.95, 3.917153284671533)","(4.6, 6.6, 6.592592592592593)","(17.0, 18.5, 18.03846153846154)"
12-01-2023 08:58:04.459073,"(31.0, 50.0, 47.666666666666664)","(6.0, 6.6, 6.3428571428571425)","(2.4, 2.82, 2.7912280701754386)","(3.5, 4.0, 3.917153284671533)","(4.6, 6.6, 6.591666666666667)","(17.0, 18.5, 18.03846153846154)"
12-01-2023 08:58:05.398793,"(31.0, 50.0, 46.0)","(6.0, 6.6, 6.3428571428571425)","(2.4, 2.82, 2.8056410256410254)","(3.5, 4.0, 3.917153284671533)","(4.6, 6.6, 6.591666666666667)","(17.0, 18.5, 18.03846153846154)"
12-01-2023 08:58:06.290374,"(31.0, 46.0, 44.57142857142857)","(6.0, 6.6, 6.3428571428571425)","(2.4, 2.82, 2.8144827586206893)","(3.5, 4.0, 3.917153284671533)","(4.6, 6.6, 6.592307692307692)","(17.0, 18.5, 18.03846153846154)"
12-01-2023 08:58:07.187891,"(31.0, 46.0, 44.0)","(6.0, 6.6, 6.321212121212121)","(2.4, 2.84, 2.8040909090909087)","(3.5, 4.0, 3.916544117647059)","(4.6, 6.6, 6.57090909090909)","(17.0, 18.5, 18.03846153846154)"
12-01-2023 08:58:08.159312,"(31.0, 44.0, 42.4)","(6.0, 6.6, 6.321212121212121)","(2.4, 2.84, 2.8042857142857143)","(3.5, 4.0, 3.9339285714285714)","(4.6, 6.6, 6.361904761904762)","(17.0, 18.5, 18.03846153846154)"
12-01-2023 08:58:09.061357,"(31.0, 46.0, 44.0)","(6.0, 6.4, 6.148837209302326)","(2.4, 2.84, 2.806101694915254)","(3.5, 4.0, 3.9339285714285714)","(4.6, 6.4, 6.361904761904762)","(17.0, 18.5, 18.03846153846154)"
12-01-2023 08:58:10.084341,"(31.0, 46.0, 44.0)","(6.0, 6.4, 6.066666666666666)","(2.4, 2.84, 2.810344827586207)","(3.5, 4.0, 3.9339285714285714)","(4.6, 6.6, 6.416666666666667)","(17.0, 18.5, 18.03846153846154)"
12-01-2023 08:58:11.038752,"(31.0, 46.0, 44.0)","(6.0, 6.4, 6.066666666666666)","(2.4, 2.84, 2.8157746478873236)","(3.5, 4.0, 3.9339285714285714)","(4.6, 6.6, 6.341666666666667)","(17.0, 18.5, 18.03846153846154)"
12-01-2023 08:58:11.941426,"(31.0, 46.0, 44.0)","(6.0, 6.4, 6.066666666666666)","(2.4, 2.84, 2.8167164179104476)","(3.5, 4.0, 3.9339285714285714)","(4.6, 6.6, 6.341666666666667)","(17.0, 18.5, 18.03846153846154)"
12-01-2023 08:58:12.814490,"(31.0, 46.0, 44.0)","(6.0, 6.4, 6.066666666666666)","(2.4, 2.84, 2.824)","(3.5, 4.0, 3.9339285714285714)","(4.6, 6.6, 6.3283018867924525)","(17.0, 18.5, 17.15)"
12-01-2023 08:58:13.748990,"(31.0, 46.0, 44.0)","(6.0, 6.4, 6.051612903225807)","(2.4, 2.86, 2.8284615384615384)","(3.5, 4.0, 3.9339285714285714)","(4.6, 6.6, 6.3133333333333335)","(17.0, 18.5, 17.5)"
12-01-2023 08:58:14.720712,"(31.0, 48.0, 39.0)","(6.0, 6.4, 6.233333333333333)","(2.45, 2.86, 2.8442105263157895)","(3.5, 4.0, 3.9339285714285714)","(4.6, 6.6, 6.321428571428571)","(17.0, 18.0, 17.272727272727273)"
12-01-2023 08:58:15.634052,"(31.0, 48.0, 41.333333333333336)","(6.0, 6.4, 6.073469387755102)","(2.45, 2.86, 2.8463333333333334)","(3.5, 4.0, 3.9339285714285714)","(4.6, 6.6, 6.388888888888888)","(17.0, 18.5, 17.272727272727273)"
12-01-2023 08:58:16.659198,"(31.0, 48.0, 41.333333333333336)","(6.0, 6.4, 6.073469387755102)","(2.45, 2.86, 2.8434482758620687)","(3.5, 4.0, 3.9339285714285714)","(4.6, 6.6, 6.566666666666666)","(17.0, 18.5, 17.272727272727273)"
12-01-2023 08:58:17.600947,"(31.0, 48.0, 41.333333333333336)","(6.0, 6.4, 6.073469387755102)","(2.45, 2.86, 2.827457627118644)","(3.5, 4.0, 3.9339285714285714)","(4.6, 6.6, 6.574999999999999)","(17.0, 18.5, 17.214285714285715)"
12-01-2023 08:58:18.547711,"(31.0, 48.0, 41.333333333333336)","(6.0, 6.4, 6.073469387755102)","(2.45, 2.84, 2.825945945945946)","(3.5, 4.0, 3.9339285714285714)","(4.6, 6.6, 6.569230769230769)","(16.0, 18.5, 17.0)"
12-01-2023 08:58:19.419136,"(31.0, 48.0, 43.0)","(6.0, 6.4, 6.222857142857143)","(2.45, 2.84, 2.8057142857142856)","(3.5, 4.0, 3.934319526627219)","(4.6, 6.6, 6.569230769230769)","(16.0, 18.0, 17.0)"
12-01-2023 08:58:20.296201,"(31.0, 48.0, 43.0)","(6.0, 6.4, 6.263414634146342)","(2.45, 2.82, 2.813684210526316)","(3.5, 4.0, 3.951528384279476)","(4.6, 6.6, 6.5)","(16.0, 18.0, 16.653846153846153)"
12-01-2023 08:58:21.250987,"(31.0, 48.0, 43.0)","(6.0, 6.4, 6.257777777777778)","(2.45, 2.84, 2.808780487804878)","(3.5, 4.0, 3.951528384279476)","(4.6, 6.6, 6.55)","(16.0, 18.5, 17.25)"
12-01-2023 08:58:22.214013,"(31.0, 48.0, 43.0)","(6.0, 6.4, 6.257777777777778)","(2.45, 2.82, 2.809473684210526)","(3.5, 4.0, 3.934124629080119)","(4.6, 6.6, 6.542857142857143)","(16.0, 18.0, 17.25)"
12-01-2023 08:58:23.128046,"(31.0, 48.0, 43.0)","(6.0, 6.4, 6.263414634146342)","(2.45, 2.84, 2.8215789473684207)","(3.5, 4.0, 3.934124629080119)","(4.6, 6.6, 6.542857142857143)","(16.0, 18.0, 17.25)"
12-01-2023 08:58:24.104857,"(31.0, 48.0, 43.0)","(6.0, 6.4, 6.27027027027027)","(2.45, 2.84, 2.8227777777777776)","(3.5, 4.0, 3.934124629080119)","(4.6, 6.6, 6.466666666666667)","(16.0, 18.0, 17.0)"
12-01-2023 08:58:25.079913,"(31.0, 48.0, 43.0)","(6.0, 6.4, 6.27027027027027)","(2.45, 2.84, 2.827076923076923)","(3.5, 4.0, 3.934124629080119)","(4.6, 6.6, 6.416666666666667)","(15.0, 18.0, 16.653846153846153)"
12-01-2023 08:58:25.907944,"(31.0, 48.0, 43.0)","(6.0, 6.4, 6.27027027027027)","(2.45, 2.84, 2.832)","(3.5, 4.0, 3.934124629080119)","(4.6, 6.6, 6.416666666666667)","(15.0, 18.5, 16.653846153846153)"
12-01-2023 08:58:26.863559,"(31.0, 48.0, 42.0)","(6.0, 6.2, 6.095798319327731)","(2.45, 2.8, 2.782222222222222)","(3.5, 4.0, 3.9525)","(4.6, 6.6, 6.20952380952381)","(15.0, 18.0, 17.214285714285715)"
12-01-2023 08:58:27.899677,"(31.0, 50.0, 47.0)","(6.0, 6.4, 6.271428571428571)","(2.45, 2.84, 2.8249999999999997)","(3.5, 4.0, 3.9354938271604936)","(4.6, 6.4, 6.228571428571429)","(15.0, 18.5, 17.214285714285715)"
12-01-2023 08:58:28.875512,"(31.0, 50.0, 41.25)","(6.0, 6.4, 6.2444444444444445)","(2.45, 2.86, 2.82504854368932)","(3.5, 4.0, 3.9354938271604936)","(4.6, 6.4, 6.25)","(15.0, 18.5, 17.375)"
12-01-2023 08:58:29.850946,"(31.0, 50.0, 45.333333333333336)","(6.0, 6.4, 6.2444444444444445)","(2.45, 2.86, 2.824)","(3.5, 4.0, 3.9354938271604936)","(4.6, 6.4, 6.25)","(15.0, 18.5, 17.375)"
12-01-2023 08:58:30.890687,"(31.0, 50.0, 45.333333333333336)","(6.0, 6.2, 6.066666666666666)","(2.45, 2.86, 2.835223880597015)","(3.5, 4.0, 3.952714932126697)","(4.6, 6.4, 6.295384615384616)","(15.0, 18.5, 17.6)"
12-01-2023 08:58:31.967015,"(31.0, 50.0, 42.22222222222222)","(6.0, 6.2, 6.085714285714285)","(2.45, 2.86, 2.835223880597015)","(3.5, 4.0, 3.9528846153846153)","(4.6, 6.4, 6.302857142857143)","(15.0, 18.5, 17.75)"
12-01-2023 08:58:32.946312,"(31.0, 50.0, 45.625)","(6.0, 6.2, 6.038095238095238)","(2.45, 2.86, 2.835223880597015)","(3.5, 4.0, 3.9528846153846153)","(4.6, 6.4, 6.286486486486487)","(15.0, 18.5, 18.0)"
12-01-2023 08:58:33.811159,"(31.0, 50.0, 46.111111111111114)","(6.0, 6.2, 6.038095238095238)","(2.45, 2.86, 2.835223880597015)","(3.5, 4.0, 3.9528846153846153)","(4.6, 6.4, 6.286486486486487)","(15.0, 18.5, 18.0)"
12-01-2023 08:58:34.697284,"(31.0, 50.0, 46.111111111111114)","(6.0, 6.2, 6.032)","(2.45, 2.86, 2.835223880597015)","(3.5, 4.0, 3.9528846153846153)","(4.6, 6.4, 6.292307692307692)","(15.0, 18.5, 17.9)"
12-01-2023 08:58:35.634614,"(31.0, 50.0, 46.111111111111114)","(6.0, 6.2, 6.032)","(2.45, 2.86, 2.834461538461538)","(3.5, 4.0, 3.9528846153846153)","(4.6, 6.4, 6.342105263157895)","(15.0, 18.5, 17.9)"
12-01-2023 08:58:36.499204,"(31.0, 50.0, 47.85714285714286)","(6.0, 6.2, 5.923684210526316)","(2.45, 2.86, 2.8270833333333334)","(3.5, 4.0, 3.9528846153846153)","(4.6, 6.4, 6.342105263157895)","(15.0, 18.5, 17.9)"
12-01-2023 08:58:37.461921,"(31.0, 50.0, 47.85714285714286)","(6.0, 6.2, 5.920454545454546)","(2.45, 2.86, 2.827391304347826)","(3.5, 4.0, 3.9530000000000003)","(4.6, 6.4, 6.300000000000001)","(15.0, 18.5, 17.833333333333332)"
12-01-2023 08:58:38.411326,"(31.0, 50.0, 47.85714285714286)","(6.0, 6.2, 5.921951219512195)","(2.45, 2.86, 2.827391304347826)","(3.5, 4.0, 3.9394495412844037)","(4.6, 6.4, 6.381818181818182)","(15.0, 19.0, 17.636363636363637)"
12-01-2023 08:58:39.293848,"(31.0, 50.0, 46.111111111111114)","(6.0, 6.2, 5.934883720930233)","(2.45, 2.84, 2.8369999999999997)","(3.5, 4.0, 3.9394495412844037)","(4.6, 6.4, 6.381818181818182)","(15.0, 19.0, 17.73076923076923)"
12-01-2023 08:58:40.185676,"(31.0, 50.0, 46.111111111111114)","(6.0, 6.2, 5.934883720930233)","(2.45, 2.84, 2.8347826086956522)","(3.5, 4.0, 3.9394495412844037)","(4.6, 6.4, 6.381818181818182)","(15.0, 19.0, 17.75)"
12-01-2023 08:58:41.133547,"(31.0, 50.0, 46.111111111111114)","(6.0, 6.2, 6.005128205128205)","(2.45, 2.82, 2.812214765100671)","(3.5, 4.0, 3.9876923076923076)","(4.6, 6.4, 6.235294117647059)","(15.0, 19.0, 17.75)"
12-01-2023 08:58:42.010460,"(31.0, 50.0, 46.111111111111114)","(6.0, 6.2, 6.029268292682927)","(2.45, 2.82, 2.812214765100671)","(3.5, 4.0, 3.992241379310345)","(4.6, 6.4, 6.235294117647059)","(15.0, 19.0, 17.875)"
12-01-2023 08:58:42.954875,"(31.0, 50.0, 46.111111111111114)","(6.0, 6.2, 6.051282051282051)","(2.45, 2.82, 2.812214765100671)","(3.5, 4.0, 3.9926229508196722)","(4.6, 6.4, 6.266666666666667)","(15.0, 19.0, 17.875)"
12-01-2023 08:58:43.937100,"(31.0, 50.0, 45.23809523809524)","(6.0, 6.2, 6.058536585365854)","(2.45, 2.82, 2.812258064516129)","(3.5, 4.0, 3.9926229508196722)","(4.6, 6.4, 6.278260869565218)","(15.0, 19.0, 17.875)"
12-01-2023 08:58:44.929022,"(31.0, 50.0, 45.23809523809524)","(6.0, 6.2, 6.080952380952381)","(2.45, 2.82, 2.812258064516129)","(3.5, 4.0, 3.994155844155844)","(4.6, 6.4, 6.334883720930232)","(15.0, 19.0, 18.25)"
12-01-2023 08:58:45.856919,"(31.0, 44.0, 43.666666666666664)","(6.0, 6.2, 6.068421052631579)","(2.45, 2.82, 2.8131199999999996)","(3.5, 4.0, 3.994155844155844)","(4.6, 6.4, 6.3533333333333335)","(15.0, 19.0, 17.875)"
12-01-2023 08:58:46.774900,"(31.0, 60.0, 50.666666666666664)","(6.0, 6.2, 6.0256410256410255)","(2.45, 2.82, 2.8073529411764704)","(3.5, 4.0, 3.9926229508196722)","(4.6, 6.4, 6.3533333333333335)","(15.0, 19.0, 17.833333333333332)"
12-01-2023 08:58:47.680000,"(31.0, 60.0, 51.833333333333336)","(6.0, 6.2, 6.0162162162162165)","(2.45, 2.82, 2.8089285714285714)","(3.5, 4.0, 3.9926229508196722)","(4.6, 6.4, 6.3533333333333335)","(15.0, 19.0, 17.875)"
12-01-2023 08:58:48.636408,"(31.0, 60.0, 51.0)","(6.0, 6.2, 6.052173913043478)","(2.45, 2.82, 2.8098039215686272)","(3.5, 4.0, 3.9926229508196722)","(4.6, 6.4, 6.297872340425532)","(15.0, 19.0, 18.0)"
12-01-2023 08:58:49.518482,"(31.0, 60.0, 51.0)","(6.0, 6.2, 6.052173913043478)","(2.45, 2.82, 2.811923076923077)","(3.5, 4.0, 3.9926229508196722)","(4.6, 6.4, 6.286792452830189)","(15.0, 19.0, 18.1)"
12-01-2023 08:58:50.385922,"(31.0, 60.0, 51.0)","(6.0, 6.2, 6.052173913043478)","(2.45, 2.82, 2.813191489361702)","(3.5, 4.0, 3.9926229508196722)","(4.6, 6.4, 6.286792452830189)","(15.0, 19.5, 18.142857142857142)"
12-01-2023 08:58:51.352469,"(31.0, 60.0, 51.0)","(6.0, 6.2, 6.047058823529412)","(2.45, 2.82, 2.814090909090909)","(3.5, 4.0, 3.9926229508196722)","(4.6, 6.4, 6.2444444444444445)","(15.0, 19.0, 18.25)"
12-01-2023 08:58:52.243774,"(31.0, 60.0, 51.0)","(6.0, 6.2, 6.030434782608696)","(2.45, 2.82, 2.8158974358974356)","(3.5, 4.0, 3.9926229508196722)","(4.6, 6.4, 6.2)","(15.0, 19.0, 18.166666666666668)"
12-01-2023 08:58:53.121263,"(31.0, 60.0, 49.2)","(6.0, 6.2, 6.0600000000000005)","(2.45, 2.82, 2.81125)","(3.5, 4.1, 4.013513513513513)","(4.6, 6.2, 6.142857142857143)","(15.0, 19.0, 18.166666666666668)"
12-01-2023 08:58:54.215269,"(31.0, 60.0, 51.0)","(6.0, 6.2, 6.052173913043478)","(2.45, 2.82, 2.8163636363636364)","(3.5, 4.1, 4.022772277227722)","(4.6, 6.2, 6.142857142857143)","(15.0, 18.5, 17.710526315789473)"
12-01-2023 08:58:55.234029,"(31.0, 60.0, 51.0)","(6.0, 6.2, 6.052173913043478)","(2.45, 2.82, 2.8163636363636364)","(3.5, 4.1, 4.022772277227722)","(4.6, 6.2, 6.142857142857143)","(15.0, 18.5, 17.710526315789473)"
12-01-2023 08:58:56.153392,"(31.0, 60.0, 51.0)","(6.0, 6.2, 6.052173913043478)","(2.45, 2.84, 2.831111111111111)","(3.5, 4.1, 4.022772277227722)","(4.6, 6.2, 6.131578947368421)","(15.0, 18.5, 17.863636363636363)"
12-01-2023 08:58:57.091778,"(31.0, 55.0, 50.09090909090909)","(6.0, 6.2, 6.052173913043478)","(2.45, 2.84, 2.8315384615384613)","(3.5, 4.1, 4.0237113402061855)","(4.6, 6.4, 6.151515151515151)","(15.0, 18.5, 17.863636363636363)"
12-01-2023 08:58:58.091919,"(31.0, 55.0, 50.09090909090909)","(6.0, 6.2, 6.047058823529412)","(2.45, 2.84, 2.8330434782608696)","(3.5, 4.1, 4.020430107526882)","(4.6, 6.2, 6.139130434782609)","(15.0, 18.5, 17.863636363636363)"
12-01-2023 08:58:59.053038,"(31.0, 55.0, 50.09090909090909)","(6.0, 6.2, 6.063157894736842)","(2.45, 2.84, 2.8330434782608696)","(3.5, 4.1, 4.020430107526882)","(4.6, 6.2, 6.139130434782609)","(15.0, 18.5, 17.863636363636363)"
12-01-2023 08:58:59.951245,"(31.0, 50.0, 43.6)","(6.0, 6.2, 6.063157894736842)","(2.45, 2.84, 2.8330434782608696)","(3.5, 4.1, 4.022916666666666)","(4.6, 6.2, 6.139130434782609)","(15.0, 18.5, 17.863636363636363)"
12-01-2023 08:59:00.891989,"(31.0, 50.0, 43.333333333333336)","(6.0, 6.2, 6.073170731707317)","(2.45, 2.84, 2.8330434782608696)","(3.5, 4.1, 4.024873096446701)","(4.6, 6.2, 6.148148148148148)","(15.0, 18.5, 17.863636363636363)"
12-01-2023 08:59:01.849564,"(31.0, 50.0, 43.333333333333336)","(6.0, 6.2, 6.063157894736842)","(2.45, 2.86, 2.844324324324324)","(3.5, 4.1, 4.0329004329004325)","(4.6, 6.2, 6.157575757575758)","(15.0, 18.5, 18.11111111111111)"
12-01-2023 08:59:02.789519,"(31.0, 48.0, 44.0)","(6.0, 6.2, 6.070833333333334)","(2.45, 2.86, 2.844324324324324)","(3.5, 4.1, 4.0339285714285715)","(4.6, 6.2, 6.157575757575758)","(15.0, 18.5, 18.75)"
12-01-2023 08:59:03.738376,"(31.0, 48.0, 44.0)","(6.0, 6.2, 5.983544303797468)","(2.45, 2.86, 2.847608695652174)","(3.5, 4.1, 4.034513274336283)","(4.6, 6.2, 6.157575757575758)","(15.0, 19.5, 18.833333333333332)"
12-01-2023 08:59:04.640944,"(31.0, 48.0, 43.55555555555556)","(6.0, 6.0, 5.92972972972973)","(2.45, 2.86, 2.847472527472527)","(3.5, 4.1, 4.034513274336283)","(4.6, 6.2, 6.157575757575758)","(15.0, 20.0, 18.833333333333332)"
12-01-2023 08:59:05.502902,"(31.0, 44.0, 42.666666666666664)","(6.0, 6.0, 5.9234042553191495)","(2.45, 2.9, 2.8842105263157896)","(3.5, 4.1, 4.032420091324201)","(4.6, 6.2, 6.157575757575758)","(15.0, 20.0, 19.235294117647058)"
12-01-2023 08:59:06.354813,"(31.0, 44.0, 42.666666666666664)","(6.0, 6.0, 5.909375000000001)","(2.45, 2.96, 2.945)","(3.5, 4.1, 4.026086956521739)","(4.6, 6.2, 6.120930232558139)","(15.0, 19.5, 19.40909090909091)"
12-01-2023 08:59:07.218235,"(31.0, 44.0, 42.666666666666664)","(6.0, 6.0, 5.9175)","(2.45, 2.96, 2.9367441860465116)","(3.5, 4.1, 4.0025477707006365)","(4.6, 6.2, 6.115)","(15.0, 19.5, 19.25)"
12-01-2023 08:59:08.115744,"(31.0, 44.0, 42.666666666666664)","(6.0, 6.0, 5.9125)","(2.45, 2.96, 2.927741935483871)","(3.5, 4.1, 3.988048780487805)","(4.6, 6.2, 6.091304347826087)","(15.0, 19.5, 19.25)"
12-01-2023 08:59:08.980209,"(31.0, 44.0, 42.666666666666664)","(6.0, 6.2, 5.942857142857143)","(2.45, 2.96, 2.927741935483871)","(3.5, 4.1, 3.988592233009709)","(4.6, 6.2, 6.089473684210526)","(15.0, 19.5, 19.25)"
