,Sutter Man,Childers Road,Bettor Beontoit Nz,Celestial Daybreak,Damysus,Bayonet Soldier,Ammicchi,Whoee Johnson,Our Major Jack Nz,Barney Fella
12-01-2023 16:38:31.579760,"(8.0, 10.0, 9.028985507246377)","(5.5, 8.4, 8.092307692307692)","(8.5, 99999, 99990)","(41.0, 65.0, 63.125)","(15.0, 18.5, 18.0)","(91.0, 520.0, 346.6666666666667)","(7.5, 8.4, 7.828571428571429)","(13.0, 30.0, 27.7)","(2.4, 99999, 99990)","(11.0, 17.5, 14.791666666666666)"
12-01-2023 16:38:32.995205,"(8.0, 10.0, 9.096629213483146)","(5.5, 8.4, 8.015384615384615)","(8.5, 99999, 99990)","(41.0, 65.0, 61.66666666666667)","(15.0, 18.5, 18.0)","(101.0, 520.0, 343.3333333333333)","(7.5, 8.4, 7.923809523809524)","(13.0, 30.0, 22.666666666666668)","(2.4, 99999, 99990)","(11.0, 17.5, 14.5)"
12-01-2023 16:38:34.219306,"(8.0, 10.0, 9.096629213483146)","(5.5, 8.4, 8.015384615384615)","(8.5, 99999, 99990)","(41.0, 65.0, 63.125)","(15.0, 19.0, 18.5)","(101.0, 510.0, 343.3333333333333)","(7.5, 8.0, 7.58)","(13.0, 30.0, 25.5)","(2.4, 99999, 99990)","(11.0, 17.5, 15.333333333333334)"
12-01-2023 16:38:35.444904,"(8.0, 9.8, 9.32)","(5.5, 8.4, 8.066666666666666)","(8.5, 99999, 99990)","(41.0, 65.0, 63.125)","(15.0, 19.0, 18.25)","(101.0, 510.0, 343.3333333333333)","(7.5, 7.6, 7.642857142857142)","(13.0, 30.0, 24.5)","(2.4, 99999, 99990)","(11.0, 17.0, 15.1)"
12-01-2023 16:38:36.718687,"(8.0, 9.8, 9.663636363636364)","(5.5, 8.2, 7.8)","(8.5, 99999, 99990)","(41.0, 65.0, 63.125)","(15.0, 19.0, 18.25)","(101.0, 510.0, 343.3333333333333)","(7.5, 8.2, 7.642857142857142)","(13.0, 30.0, 24.5)","(2.4, 99999, 99990)","(11.0, 16.0, 14.875)"
12-01-2023 16:38:38.069462,"(8.0, 9.8, 9.733333333333334)","(5.5, 8.2, 7.8)","(8.5, 99999, 99990)","(41.0, 65.0, 63.125)","(15.0, 19.0, 18.25)","(101.0, 510.0, 343.3333333333333)","(7.5, 8.2, 7.622222222222223)","(13.0, 30.0, 24.5)","(2.4, 99999, 99990)","(11.0, 16.0, 15.5)"
12-01-2023 16:38:39.388582,"(8.0, 9.8, 9.733333333333334)","(5.5, 8.2, 7.76)","(8.5, 99999, 99990)","(41.0, 65.0, 63.125)","(15.0, 19.0, 16.0)","(101.0, 510.0, 350.0)","(7.5, 8.2, 7.646153846153846)","(13.0, 30.0, 25.333333333333332)","(2.4, 99999, 99990)","(11.0, 16.0, 14.75)"
12-01-2023 16:38:40.716541,"(8.0, 9.6, 9.48)","(5.5, 8.0, 7.723076923076923)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 16.5, 16.25)","(101.0, 510.0, 350.0)","(7.5, 8.2, 7.776470588235294)","(13.0, 30.0, 26.0)","(2.4, 99999, 99990)","(11.0, 16.0, 14.5)"
12-01-2023 16:38:42.209670,"(8.0, 9.8, 9.666666666666668)","(5.5, 8.0, 7.723076923076923)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 16.5, 16.25)","(101.0, 510.0, 350.0)","(7.5, 8.2, 7.821052631578947)","(13.0, 30.0, 26.0)","(2.4, 99999, 99990)","(11.0, 16.0, 14.0)"
12-01-2023 16:38:43.446747,"(8.0, 9.8, 9.666666666666668)","(5.5, 8.0, 7.723076923076923)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 16.5, 15.6875)","(101.0, 510.0, 350.0)","(7.5, 8.2, 7.816)","(13.0, 30.0, 28.666666666666668)","(2.4, 99999, 99990)","(11.0, 15.0, 14.642857142857142)"
12-01-2023 16:38:44.664251,"(8.0, 9.8, 9.4)","(5.5, 8.0, 7.76)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 17.0, 15.6875)","(101.0, 510.0, 350.0)","(7.5, 8.2, 7.742857142857143)","(13.0, 32.0, 28.333333333333332)","(2.4, 99999, 99990)","(11.0, 15.5, 14.444444444444445)"
12-01-2023 16:38:45.934977,"(8.0, 9.8, 9.266666666666667)","(5.5, 8.0, 7.76)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 17.0, 15.983870967741936)","(101.0, 510.0, 350.0)","(7.5, 8.2, 7.496)","(13.0, 32.0, 28.333333333333332)","(2.4, 99999, 99990)","(11.0, 15.0, 14.444444444444445)"
12-01-2023 16:38:47.330362,"(8.0, 9.8, 9.3)","(5.5, 8.0, 7.485714285714286)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 17.0, 16.535714285714285)","(101.0, 510.0, 385.0)","(7.5, 8.2, 7.531645569620253)","(13.0, 32.0, 28.666666666666668)","(2.4, 99999, 99990)","(11.0, 15.0, 13.75)"
12-01-2023 16:38:48.755322,"(8.0, 9.8, 9.175)","(5.5, 8.0, 7.742857142857143)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 17.0, 16.75)","(101.0, 500.0, 385.0)","(7.5, 8.2, 7.496)","(13.0, 32.0, 26.5)","(2.4, 99999, 99990)","(11.0, 14.5, 13.75)"
12-01-2023 16:38:50.094781,"(8.0, 9.8, 9.175)","(5.5, 8.0, 7.9)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 17.0, 16.784313725490197)","(101.0, 500.0, 385.0)","(7.5, 8.2, 7.32)","(13.0, 32.0, 23.0)","(2.4, 99999, 99990)","(11.0, 14.5, 14.166666666666666)"
12-01-2023 16:38:51.416435,"(8.0, 9.2, 9.1)","(5.5, 8.4, 7.666666666666667)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 17.0, 16.8)","(101.0, 500.0, 385.0)","(7.0, 8.2, 7.8933333333333335)","(13.0, 32.0, 28.25)","(2.4, 99999, 99990)","(11.0, 16.5, 14.166666666666666)"
12-01-2023 16:38:52.664641,"(8.0, 9.2, 9.15294117647059)","(5.5, 8.2, 8.04)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 17.0, 16.791666666666668)","(101.0, 500.0, 385.0)","(7.0, 8.0, 7.7)","(13.0, 32.0, 28.25)","(2.4, 99999, 99990)","(11.0, 16.5, 15.333333333333334)"
12-01-2023 16:38:54.211978,"(8.0, 9.8, 9.052631578947368)","(5.5, 8.2, 8.28888888888889)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 17.0, 16.82608695652174)","(101.0, 500.0, 385.0)","(7.0, 8.0, 7.466666666666667)","(13.0, 32.0, 29.5)","(2.4, 99999, 99990)","(11.0, 16.5, 14.5)"
12-01-2023 16:38:55.485226,"(8.0, 9.6, 9.052631578947368)","(5.5, 8.4, 8.28888888888889)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 17.0, 16.555555555555557)","(101.0, 500.0, 385.0)","(7.0, 8.2, 7.3951219512195125)","(13.0, 32.0, 28.25)","(2.45, 99999, 99990)","(10.0, 16.0, 14.5)"
12-01-2023 16:38:56.835349,"(8.0, 9.6, 9.052631578947368)","(5.5, 8.4, 8.28888888888889)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 17.0, 16.82608695652174)","(101.0, 500.0, 385.0)","(7.0, 8.2, 7.6571428571428575)","(13.0, 32.0, 28.25)","(2.45, 99999, 99990)","(10.0, 16.0, 14.5)"
12-01-2023 16:38:58.061564,"(8.0, 9.6, 9.052631578947368)","(5.5, 8.4, 8.28888888888889)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 17.0, 16.82608695652174)","(101.0, 500.0, 385.0)","(7.0, 8.0, 7.733333333333333)","(13.0, 32.0, 28.25)","(2.45, 99999, 99990)","(10.0, 16.0, 14.75)"
12-01-2023 16:38:59.397215,"(8.0, 9.6, 9.052631578947368)","(5.5, 8.2, 8.04)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 17.0, 16.666666666666668)","(101.0, 500.0, 385.0)","(7.0, 7.8, 7.7368421052631575)","(13.0, 32.0, 28.25)","(2.45, 99999, 99990)","(10.0, 16.0, 14.75)"
12-01-2023 16:39:00.788364,"(8.0, 9.6, 9.052631578947368)","(5.5, 8.2, 7.9714285714285715)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 17.0, 18.23076923076923)","(101.0, 500.0, 385.0)","(7.0, 7.8, 7.6571428571428575)","(13.0, 32.0, 28.25)","(2.45, 99999, 99990)","(10.0, 16.0, 14.5)"
12-01-2023 16:39:02.000150,"(8.0, 9.6, 9.052631578947368)","(5.5, 8.4, 7.771428571428571)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 19.0, 18.333333333333332)","(101.0, 500.0, 385.0)","(7.0, 8.0, 7.485714285714286)","(13.0, 32.0, 29.5)","(2.45, 99999, 99990)","(10.0, 16.5, 14.7)"
12-01-2023 16:39:03.204965,"(8.0, 9.6, 9.052631578947368)","(5.5, 8.2, 7.771428571428571)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 18.5, 18.363636363636363)","(101.0, 500.0, 385.0)","(7.0, 8.0, 7.485714285714286)","(13.0, 32.0, 28.25)","(2.45, 99999, 99990)","(10.0, 16.5, 14.7)"
12-01-2023 16:39:04.503893,"(8.0, 9.6, 8.881355932203391)","(5.5, 8.2, 7.771428571428571)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 18.5, 18.363636363636363)","(101.0, 500.0, 385.0)","(7.0, 8.0, 7.711111111111111)","(13.0, 32.0, 30.285714285714285)","(2.45, 99999, 99990)","(10.0, 16.5, 14.7)"
12-01-2023 16:39:05.820484,"(8.0, 9.6, 8.881355932203391)","(5.5, 8.2, 8.04)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 18.5, 18.363636363636363)","(101.0, 500.0, 312.5)","(7.0, 7.8, 7.711111111111111)","(13.0, 32.0, 26.6)","(2.45, 99999, 99990)","(10.0, 16.5, 14.7)"
12-01-2023 16:39:07.080979,"(8.0, 9.6, 8.933333333333334)","(5.5, 8.2, 7.927272727272727)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(15.0, 18.5, 18.363636363636363)","(101.0, 440.0, 323.3333333333333)","(7.0, 7.8, 7.711111111111111)","(13.0, 32.0, 28.142857142857142)","(2.45, 99999, 99990)","(10.0, 16.5, 14.7)"
12-01-2023 16:39:08.729054,"(8.0, 8.8, 8.606896551724137)","(5.5, 8.2, 8.285714285714286)","(8.5, 99999, 99990)","(41.0, 65.0, 56.15384615384615)","(15.0, 18.5, 18.428571428571427)","(101.0, 430.0, 323.3333333333333)","(7.0, 7.8, 7.621052631578948)","(13.0, 32.0, 29.0)","(2.45, 99999, 99990)","(10.0, 16.5, 15.5)"
12-01-2023 16:39:10.260939,"(8.0, 8.8, 8.763636363636364)","(6.0, 8.4, 8.25)","(8.5, 99999, 99990)","(41.0, 70.0, 56.15384615384615)","(13.0, 19.0, 18.0)","(101.0, 430.0, 323.3333333333333)","(7.0, 8.0, 7.621052631578948)","(13.0, 32.0, 29.0)","(2.45, 99999, 99990)","(10.0, 16.5, 15.0)"
12-01-2023 16:39:11.642982,"(8.0, 9.4, 8.244444444444445)","(6.0, 8.4, 8.25)","(8.5, 99999, 99990)","(41.0, 70.0, 56.15384615384615)","(13.0, 19.0, 18.0)","(101.0, 430.0, 323.3333333333333)","(7.0, 8.0, 7.621052631578948)","(13.0, 32.0, 28.0)","(2.45, 99999, 99990)","(10.0, 16.5, 15.5)"
12-01-2023 16:39:13.188026,"(8.0, 8.8, 8.133333333333333)","(6.0, 8.4, 8.25)","(8.5, 99999, 99990)","(41.0, 70.0, 60.0)","(13.0, 19.0, 18.0)","(101.0, 430.0, 323.3333333333333)","(7.0, 8.0, 7.621052631578948)","(14.0, 32.0, 28.0)","(2.45, 99999, 99990)","(10.0, 16.5, 15.5)"
12-01-2023 16:39:14.659367,"(8.0, 8.8, 8.133333333333333)","(6.0, 8.4, 8.333333333333334)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(13.0, 19.0, 18.0)","(101.0, 430.0, 323.3333333333333)","(7.0, 8.0, 7.257777777777778)","(14.0, 32.0, 28.0)","(2.45, 99999, 99990)","(10.0, 16.5, 15.5)"
12-01-2023 16:39:16.127774,"(8.0, 8.8, 8.133333333333333)","(6.0, 8.4, 8.3)","(8.5, 99999, 99990)","(41.0, 65.0, 56.15384615384615)","(13.0, 19.0, 17.73076923076923)","(101.0, 430.0, 323.3333333333333)","(7.0, 7.4, 7.435555555555556)","(14.0, 32.0, 28.8)","(2.45, 99999, 99990)","(10.0, 16.5, 15.833333333333334)"
12-01-2023 16:39:17.462980,"(8.0, 8.8, 8.133333333333333)","(6.0, 8.4, 8.3)","(8.5, 99999, 99990)","(41.0, 70.0, 60.0)","(13.0, 19.5, 17.68)","(101.0, 430.0, 323.3333333333333)","(7.0, 8.2, 7.435555555555556)","(14.0, 32.0, 28.8)","(2.45, 99999, 99990)","(10.0, 16.5, 14.833333333333334)"
12-01-2023 16:39:18.729820,"(8.0, 8.8, 8.133333333333333)","(6.0, 8.4, 8.392307692307693)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(13.0, 19.0, 17.68)","(101.0, 430.0, 323.3333333333333)","(7.0, 8.2, 7.820588235294117)","(14.0, 32.0, 26.727272727272727)","(2.45, 99999, 99990)","(10.0, 15.5, 14.807692307692308)"
12-01-2023 16:39:20.033617,"(8.0, 8.8, 8.133333333333333)","(6.0, 8.4, 8.755555555555556)","(8.5, 99999, 99990)","(41.0, 65.0, 60.0)","(13.0, 19.0, 17.75)","(101.0, 430.0, 323.3333333333333)","(7.0, 8.2, 7.820588235294117)","(14.0, 34.0, 28.8)","(2.45, 99999, 99990)","(10.0, 15.5, 14.807692307692308)"
12-01-2023 16:39:21.513580,"(8.0, 8.8, 8.133333333333333)","(6.0, 8.8, 8.755555555555556)","(8.5, 99999, 99990)","(41.0, 65.0, 57.5)","(13.0, 18.5, 17.75)","(101.0, 430.0, 323.3333333333333)","(7.0, 8.2, 7.783870967741935)","(14.0, 32.0, 29.333333333333332)","(2.45, 99999, 99990)","(10.0, 15.5, 14.833333333333334)"
12-01-2023 16:39:22.871928,"(8.0, 8.8, 8.133333333333333)","(6.0, 8.8, 8.755555555555556)","(8.5, 99999, 99990)","(41.0, 65.0, 57.5)","(13.0, 18.5, 17.954545454545453)","(101.0, 430.0, 323.3333333333333)","(7.0, 8.2, 7.826086956521738)","(14.0, 32.0, 30.0)","(2.45, 99999, 99990)","(10.0, 15.0, 14.970588235294118)"
12-01-2023 16:39:24.289664,"(8.0, 9.0, 8.75)","(6.0, 9.0, 8.77241379310345)","(8.5, 99999, 99990)","(41.0, 65.0, 57.875)","(13.0, 18.5, 17.954545454545453)","(101.0, 430.0, 323.3333333333333)","(7.0, 8.2, 7.826086956521738)","(14.0, 32.0, 28.285714285714285)","(2.45, 99999, 99990)","(10.0, 15.5, 16.136363636363637)"
12-01-2023 16:39:25.668448,"(7.5, 9.0, 8.82857142857143)","(6.0, 8.8, 8.785714285714286)","(8.5, 99999, 99990)","(41.0, 65.0, 57.714285714285715)","(13.0, 18.5, 18.166666666666668)","(101.0, 430.0, 323.3333333333333)","(7.0, 8.2, 7.826086956521738)","(14.0, 34.0, 29.4)","(2.45, 99999, 99990)","(10.0, 16.5, 15.333333333333334)"
12-01-2023 16:39:26.953558,"(7.5, 9.0, 8.856)","(6.0, 8.8, 8.837837837837839)","(8.5, 99999, 99990)","(41.0, 65.0, 56.0)","(13.0, 18.5, 18.166666666666668)","(101.0, 430.0, 323.3333333333333)","(7.0, 8.2, 7.7)","(14.0, 36.0, 38.26086956521739)","(2.45, 99999, 99990)","(10.0, 16.5, 15.333333333333334)"
12-01-2023 16:39:28.264755,"(7.5, 9.0, 8.25)","(6.0, 9.0, 8.416666666666668)","(8.5, 99999, 99990)","(41.0, 60.0, 70.0)","(13.0, 18.5, 15.833333333333334)","(101.0, 430.0, 6699.333333333333)","(7.0, 8.0, 8.16)","(14.0, 40.0, 26.3)","(2.45, 99999, 99990)","(10.0, 16.5, 13.5)"
12-01-2023 16:39:29.649161,"(7.5, 15.0, 9.96)","(6.0, 11.0, 9.14)","(8.5, 99999, 99990)","(41.0, 100.0, 70.0)","(13.0, 25.0, 15.833333333333334)","(101.0, 99999, 6699.333333333333)","(7.0, 12.0, 8.16)","(14.0, 44.0, 26.3)","(2.45, 99999, 99990)","(10.0, 18.0, 13.5)"
12-01-2023 16:39:31.008979,"(7.5, 11.5, 10.575)","(6.0, 9.2, 6.977777777777778)","(8.5, 99999, 99990)","(41.0, 100.0, 55.0)","(13.0, 25.0, 15.833333333333334)","(101.0, 99999, 922.3076923076924)","(7.0, 12.0, 8.16)","(14.0, 44.0, 29.5)","(2.45, 99999, 99990)","(10.0, 18.0, 13.5)"
12-01-2023 16:39:32.326782,"(7.5, 8.6, 7.6)","(6.0, 7.6, 5.733333333333333)","(8.5, 99999, 99990)","(41.0, 70.0, 55.0)","(13.0, 25.0, 15.833333333333334)","(101.0, 990.0, 9238.307692307693)","(7.0, 12.0, 8.8)","(14.0, 44.0, 35.25)","(2.45, 99999, 99990)","(10.0, 18.0, 13.5)"
12-01-2023 16:39:33.645166,"(7.5, 8.6, 7.6)","(6.0, 7.6, 5.8)","(8.5, 99999, 99990)","(41.0, 70.0, 55.0)","(13.0, 25.0, 15.833333333333334)","(101.0, 99999, 555.0)","(7.0, 12.0, 7.275)","(14.0, 42.0, 35.25)","(2.45, 99999, 99990)","(10.0, 18.0, 13.5)"
12-01-2023 16:39:34.957396,"(7.5, 8.6, 7.6)","(6.0, 7.6, 5.8)","(8.5, 99999, 99990)","(41.0, 70.0, 55.0)","(13.0, 25.0, 15.833333333333334)","(101.0, 990.0, 245.71428571428572)","(7.0, 12.0, 7.275)","(14.0, 42.0, 28.75)","(2.45, 99999, 99990)","(10.0, 18.0, 13.5)"
12-01-2023 16:39:36.262280,"(7.5, 8.6, 7.6)","(6.0, 7.6, 6.25)","(8.5, 99999, 99990)","(41.0, 70.0, 60.0)","(13.0, 25.0, 17.666666666666668)","(101.0, 1000.0, 555.0)","(7.0, 12.0, 12.049999999999999)","(14.0, 42.0, 35.375)","(2.45, 99999, 99990)","(10.0, 18.0, 16.46666666666667)"
12-01-2023 16:39:37.603543,"(7.5, 8.6, 7.90625)","(6.0, 13.0, 4.894871794871795)","(8.5, 99999, 99990)","(41.0, 80.0, 60.0)","(13.0, 25.0, 17.666666666666668)","(101.0, 990.0, 5059.5)","(7.0, 18.5, 10.940000000000001)","(14.0, 42.0, 37.666666666666664)","(2.45, 99999, 99990)","(10.0, 21.0, 11.4)"
12-01-2023 16:39:38.847665,"(7.5, 5.8, 4.18)","(6.0, 4.8, 4.327659574468085)","(8.5, 99999, 99990)","(41.0, 80.0, 60.0)","(13.0, 25.0, 20.5)","(101.0, 99999, 555.0)","(7.0, 18.5, 17.3)","(14.0, 42.0, 35.599999999999994)","(2.45, 99999, 99990)","(10.0, 15.0, 12.2)"
12-01-2023 16:39:40.117489,"(7.5, 7.6, 5.859999999999999)","(6.0, 10.5, 9.0)","(8.5, 99999, 99990)","(41.0, 100.0, 67.5)","(13.0, 27.0, 16.8)","(101.0, 990.0, 545.0)","(7.0, 23.0, 13.633333333333333)","(14.0, 44.0, 37.125)","(2.45, 99999, 99990)","(10.0, 21.0, 13.079999999999998)"
