,Johnny Cool,Master The Art,Trending Wanda,Unleaded Diesel,Boomburst,Serena Bale,Rock Me Rocco
04-01-2023 12:46:41.301606,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 13.0)","(91.0, 650.0, 170.0)","(2.9, 3.15, 2.995)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.058333333333334)"
04-01-2023 12:46:42.337121,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 13.0)","(91.0, 650.0, 170.0)","(2.9, 3.15, 2.995)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.058333333333334)"
04-01-2023 12:46:43.285454,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 13.0)","(91.0, 650.0, 170.0)","(2.9, 3.15, 2.995)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.058333333333334)"
04-01-2023 12:46:44.297578,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 13.0)","(91.0, 650.0, 170.0)","(2.9, 3.15, 2.995)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.058333333333334)"
04-01-2023 12:46:45.217858,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 13.0)","(91.0, 650.0, 170.0)","(2.9, 3.15, 2.995)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.058333333333334)"
04-01-2023 12:46:46.196152,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 13.0)","(91.0, 650.0, 170.0)","(2.9, 3.15, 2.995)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.058333333333334)"
04-01-2023 12:46:47.189367,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.266666666666667)","(91.0, 650.0, 380.0)","(2.9, 3.15, 2.995)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.058333333333334)"
04-01-2023 12:46:48.236936,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 380.0)","(2.9, 3.15, 2.995)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:46:49.259975,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 380.0)","(2.9, 3.15, 2.995)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:46:50.253040,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 380.0)","(2.9, 3.15, 2.995)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:46:51.272788,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 380.0)","(2.9, 3.15, 2.995)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:46:52.232306,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 380.0)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:46:53.161218,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 380.0)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:46:54.136814,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 200.0)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:46:55.106088,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 200.0)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:46:56.110501,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 200.0)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:46:57.099531,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 200.0)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:46:58.048085,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 200.0)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:46:58.986590,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.63)","(10.0, 18.0, 12.4)","(91.0, 650.0, 200.0)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:46:59.978287,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 200.0)","(2.9, 3.15, 2.995)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:00.930444,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 200.0)","(2.9, 3.15, 2.995)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:01.955516,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 370.0)","(2.9, 3.15, 2.995)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:02.964587,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 370.0)","(2.9, 3.15, 2.9019999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:03.997469,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 370.0)","(2.9, 3.15, 2.9019999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:04.938457,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 370.0)","(2.9, 3.15, 2.9019999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:05.887655,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 370.0)","(2.9, 3.15, 2.9019999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:06.784614,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 370.0)","(2.9, 3.15, 2.9019999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:07.752965,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 370.0)","(2.9, 3.15, 2.9019999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:08.791158,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 370.0)","(2.9, 3.15, 2.9019999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:09.837931,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 183.33333333333331)","(2.9, 3.15, 2.9019999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:10.846898,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 183.33333333333331)","(2.9, 3.15, 2.9019999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:11.839784,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 183.33333333333331)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:12.813247,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 183.33333333333331)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:13.773879,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 183.33333333333331)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:14.779869,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 183.33333333333331)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:15.826706,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 183.33333333333331)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:16.871491,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 183.33333333333331)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:17.919069,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 370.0)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:18.975582,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 370.0)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 17.666666666666668)","(5.5, 10.0, 6.621428571428572)"
04-01-2023 12:47:20.071507,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.09)","(10.0, 18.0, 12.4)","(91.0, 650.0, 370.0)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:21.049015,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.011764705882353)","(10.0, 18.0, 12.266666666666667)","(91.0, 650.0, 370.0)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:22.015832,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.8, 4.0055555555555555)","(10.0, 18.0, 12.266666666666667)","(91.0, 650.0, 375.0)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:22.932378,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.266666666666667)","(91.0, 650.0, 375.0)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:23.879829,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.266666666666667)","(91.0, 650.0, 375.0)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:24.950618,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.266666666666667)","(91.0, 650.0, 375.0)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:25.971718,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 16.875)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:27.028433,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:28.109884,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:29.146448,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:30.101008,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:31.117796,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:32.134161,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:33.149367,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:34.199088,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8859999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:35.226564,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:36.284336,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:37.361098,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:38.391870,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:39.451446,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:40.398771,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:41.360490,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:42.364114,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 375.0)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:43.386401,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 375.0)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:44.445552,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 375.0)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:45.444663,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 375.0)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:46.410102,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 375.0)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:47.372846,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 375.0)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:48.279695,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 375.0)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:49.309396,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 4.8)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:50.255583,"(3.3, 6.2, 3.9250000000000003)","(3.9, 5.7, 5.46875)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:51.242014,"(3.3, 6.2, 4.05625)","(3.9, 4.7, 4.59375)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:52.247152,"(3.3, 6.2, 4.05625)","(3.9, 4.7, 4.59375)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:53.287748,"(3.3, 6.2, 4.05625)","(3.9, 4.7, 4.59375)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:54.330486,"(3.3, 6.2, 4.05625)","(3.9, 4.7, 4.59375)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:55.444583,"(3.3, 6.2, 4.05625)","(3.9, 4.7, 4.59375)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:56.514612,"(3.3, 6.2, 4.05625)","(3.9, 4.7, 4.59375)","(10.0, 18.0, 12.133333333333333)","(91.0, 650.0, 191.66666666666669)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:57.562413,"(3.3, 6.2, 4.0125)","(3.9, 4.7, 4.59375)","(10.0, 19.5, 14.35)","(91.0, 650.0, 208.33333333333331)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:58.606749,"(3.3, 6.2, 4.0125)","(3.9, 4.7, 4.59375)","(10.0, 19.5, 14.35)","(91.0, 650.0, 208.33333333333331)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:47:59.668417,"(3.3, 6.2, 4.0125)","(3.9, 4.7, 4.59375)","(10.0, 19.5, 14.35)","(91.0, 650.0, 208.33333333333331)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:48:00.788905,"(3.3, 6.2, 4.0125)","(3.9, 4.7, 4.59375)","(10.0, 19.5, 14.35)","(91.0, 650.0, 208.33333333333331)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:48:01.796015,"(3.3, 6.2, 4.0125)","(3.9, 4.7, 4.59375)","(10.0, 19.5, 14.35)","(91.0, 650.0, 208.33333333333331)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:48:02.852022,"(3.3, 6.2, 4.0125)","(3.9, 4.7, 4.59375)","(10.0, 19.5, 16.066666666666666)","(91.0, 650.0, 208.33333333333331)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:48:03.853658,"(3.3, 6.2, 4.0125)","(3.9, 4.7, 4.59375)","(10.0, 19.5, 16.066666666666666)","(91.0, 650.0, 208.33333333333331)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:48:04.866987,"(3.3, 6.2, 4.0125)","(3.9, 4.7, 4.59375)","(10.0, 19.5, 17.439999999999998)","(91.0, 650.0, 208.33333333333331)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:48:05.929620,"(3.3, 6.2, 4.0125)","(3.9, 4.7, 4.59375)","(10.0, 19.5, 17.439999999999998)","(91.0, 650.0, 226.0)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:48:07.163106,"(3.3, 6.2, 4.0125)","(3.9, 4.7, 4.59375)","(10.0, 19.5, 17.439999999999998)","(91.0, 650.0, 385.0)","(2.9, 3.15, 2.8699999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.2176470588235295)"
04-01-2023 12:48:08.198612,"(3.3, 6.2, 4.0125)","(3.9, 4.7, 4.59375)","(10.0, 19.5, 17.439999999999998)","(91.0, 650.0, 385.0)","(2.9, 3.15, 3.0546153846153845)","(9.0, 21.0, 19.333333333333336)","(5.5, 10.0, 7.936363636363637)"
04-01-2023 12:48:09.339975,"(3.3, 5.8, 4.05)","(3.9, 4.7, 4.59375)","(10.0, 19.5, 17.439999999999998)","(91.0, 650.0, 385.0)","(2.9, 3.15, 2.9179999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 9.8, 7.936363636363637)"
04-01-2023 12:48:10.484231,"(3.3, 5.8, 4.05)","(3.9, 4.7, 4.59375)","(10.0, 19.5, 17.439999999999998)","(91.0, 650.0, 385.0)","(2.9, 3.15, 2.9179999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 9.8, 7.936363636363637)"
04-01-2023 12:48:11.439511,"(3.3, 5.8, 4.05)","(3.9, 4.7, 4.59375)","(10.0, 19.5, 17.439999999999998)","(91.0, 650.0, 385.0)","(2.9, 3.15, 2.9179999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 9.8, 7.936363636363637)"
04-01-2023 12:48:12.372937,"(3.3, 5.8, 4.05)","(3.9, 4.7, 4.59375)","(10.0, 19.5, 17.439999999999998)","(91.0, 650.0, 385.0)","(2.9, 3.15, 2.9179999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 9.8, 7.936363636363637)"
04-01-2023 12:48:13.428314,"(3.3, 5.8, 4.05)","(3.9, 4.7, 4.59375)","(10.0, 19.5, 17.439999999999998)","(91.0, 650.0, 208.33333333333331)","(2.9, 3.15, 2.9179999999999997)","(9.0, 21.0, 19.333333333333336)","(5.5, 9.8, 7.936363636363637)"
