,Alvarez Bale,Quimby Bale,Aston Senator,Sweet Assassin,Call Me Jim,Placid Hero,Ramstein Bale,Whiskey Reef
16-12-2022 14:32:35.112819,"(3.3, 3.95, 3.847058823529412)","(21.0, 40.0, 25.125)","(11.0, 20.0, 16.52173913043478)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.4, 7.318181818181818)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.0625)"
16-12-2022 14:32:36.030648,"(3.3, 3.95, 3.847058823529412)","(21.0, 40.0, 25.125)","(11.0, 20.0, 16.52173913043478)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.4, 7.318181818181818)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.0625)"
16-12-2022 14:32:36.976131,"(3.3, 4.1, 3.814285714285714)","(21.0, 40.0, 25.125)","(11.0, 20.0, 16.52173913043478)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.4, 7.318181818181818)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.0625)"
16-12-2022 14:32:37.921802,"(3.3, 3.95, 3.790909090909091)","(21.0, 40.0, 25.125)","(11.0, 20.0, 16.52173913043478)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.4, 7.318181818181818)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.09375)"
16-12-2022 14:32:38.853129,"(3.3, 3.95, 3.790909090909091)","(21.0, 40.0, 25.125)","(11.0, 19.5, 17.25)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.4, 7.315789473684211)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.09375)"
16-12-2022 14:32:39.794695,"(3.3, 3.95, 3.790909090909091)","(21.0, 40.0, 25.125)","(11.0, 19.5, 16.166666666666668)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.2, 7.25)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.09375)"
16-12-2022 14:32:40.719637,"(3.3, 3.95, 3.790909090909091)","(21.0, 40.0, 25.125)","(11.0, 19.5, 16.166666666666668)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.2, 7.555555555555555)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.0625)"
16-12-2022 14:32:41.655638,"(3.3, 4.1, 3.814285714285714)","(21.0, 40.0, 25.125)","(11.0, 19.5, 16.166666666666668)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.0, 7.384615384615385)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.078125)"
16-12-2022 14:32:42.580010,"(3.3, 3.95, 3.790909090909091)","(21.0, 40.0, 25.125)","(11.0, 19.5, 16.166666666666668)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.0, 7.555555555555555)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1125)"
16-12-2022 14:32:43.500375,"(3.3, 3.95, 3.790909090909091)","(21.0, 40.0, 25.125)","(11.0, 19.5, 16.166666666666668)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.0, 7.555555555555555)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1125)"
16-12-2022 14:32:44.434402,"(3.3, 3.95, 3.790909090909091)","(21.0, 40.0, 25.125)","(11.0, 19.5, 16.166666666666668)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.0, 7.555555555555555)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.0625)"
16-12-2022 14:32:45.350735,"(3.3, 3.95, 3.74)","(21.0, 40.0, 25.125)","(11.0, 19.5, 16.166666666666668)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.0, 7.555555555555555)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.3, 3.0625)"
16-12-2022 14:32:46.286631,"(3.3, 3.95, 3.67)","(21.0, 40.0, 25.125)","(11.0, 19.5, 16.166666666666668)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.0, 7.384615384615385)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.3, 3.130952380952381)"
16-12-2022 14:32:47.210230,"(3.3, 4.1, 3.7)","(21.0, 40.0, 25.125)","(11.0, 19.5, 16.166666666666668)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.0, 7.384615384615385)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.0833333333333335)"
16-12-2022 14:32:48.136084,"(3.3, 3.95, 3.658333333333333)","(21.0, 40.0, 25.125)","(11.0, 19.5, 16.166666666666668)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.0, 7.384615384615385)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1184210526315788)"
16-12-2022 14:32:49.079305,"(3.3, 3.95, 3.658333333333333)","(21.0, 40.0, 25.125)","(11.0, 19.5, 16.166666666666668)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.0, 7.555555555555555)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1184210526315788)"
16-12-2022 14:32:50.016911,"(3.3, 3.95, 3.6350000000000002)","(21.0, 40.0, 25.125)","(11.0, 19.5, 16.166666666666668)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.0, 7.555555555555555)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1184210526315788)"
16-12-2022 14:32:50.954398,"(3.3, 3.95, 3.6350000000000002)","(21.0, 40.0, 25.125)","(11.0, 19.5, 16.166666666666668)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.0, 7.555555555555555)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1184210526315788)"
16-12-2022 14:32:51.903588,"(3.3, 3.95, 3.67)","(21.0, 40.0, 25.125)","(11.0, 19.5, 16.166666666666668)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.0, 7.555555555555555)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1184210526315788)"
16-12-2022 14:32:52.812615,"(3.3, 3.95, 3.67)","(21.0, 40.0, 25.125)","(11.0, 19.0, 17.8)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1184210526315788)"
16-12-2022 14:32:53.752141,"(3.3, 3.95, 3.6350000000000002)","(21.0, 40.0, 25.125)","(11.0, 19.0, 17.8)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1184210526315788)"
16-12-2022 14:32:54.659867,"(3.3, 3.95, 3.6350000000000002)","(21.0, 40.0, 25.125)","(11.0, 19.0, 16.333333333333332)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1184210526315788)"
16-12-2022 14:32:55.567534,"(3.3, 3.95, 3.6350000000000002)","(21.0, 40.0, 25.125)","(11.0, 19.0, 16.333333333333332)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1184210526315788)"
16-12-2022 14:32:56.484626,"(3.3, 3.95, 3.6350000000000002)","(21.0, 40.0, 25.125)","(11.0, 19.0, 16.333333333333332)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.90909090909091)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1184210526315788)"
16-12-2022 14:32:57.428240,"(3.3, 3.95, 3.67)","(21.0, 40.0, 25.125)","(11.0, 19.0, 16.333333333333332)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.166666666666664)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1184210526315788)"
16-12-2022 14:32:58.328336,"(3.3, 4.1, 3.7)","(21.0, 40.0, 25.125)","(11.0, 19.0, 16.333333333333332)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.166666666666664)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1184210526315788)"
16-12-2022 14:32:59.269439,"(3.3, 3.95, 3.658333333333333)","(21.0, 40.0, 25.125)","(11.0, 19.0, 16.333333333333332)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 34.166666666666664)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1184210526315788)"
16-12-2022 14:33:00.194233,"(3.3, 3.95, 3.6350000000000002)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.333333333333332)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 35.08333333333333)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1184210526315788)"
16-12-2022 14:33:01.126133,"(3.3, 3.95, 3.8041666666666667)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.333333333333332)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 35.08333333333333)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1184210526315788)"
16-12-2022 14:33:02.048686,"(3.3, 3.95, 3.8041666666666667)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.333333333333332)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 35.08333333333333)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1184210526315788)"
16-12-2022 14:33:02.968598,"(3.3, 4.1, 3.918181818181818)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.333333333333332)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 35.08333333333333)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1184210526315788)"
16-12-2022 14:33:03.901956,"(3.3, 4.1, 3.9)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.333333333333332)","(7.0, 12.5, 11.657894736842106)","(12.0, 36.0, 35.08333333333333)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.1184210526315788)"
16-12-2022 14:33:04.820134,"(3.3, 3.95, 3.790909090909091)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.333333333333332)","(7.0, 12.5, 11.657894736842106)","(12.0, 38.0, 36.470588235294116)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.57894736842105)","(3.1, 3.25, 3.2745762711864406)"
16-12-2022 14:33:05.760914,"(3.3, 3.95, 3.74)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.12)","(7.0, 12.5, 11.657894736842106)","(12.0, 38.0, 36.470588235294116)","(4.6, 8.0, 7.2631578947368425)","(10.0, 22.0, 21.09090909090909)","(3.1, 3.3, 3.2745762711864406)"
16-12-2022 14:33:06.686776,"(3.3, 3.95, 3.74)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.23076923076923)","(7.0, 12.5, 11.657894736842106)","(12.0, 38.0, 36.14285714285714)","(4.6, 8.0, 7.2631578947368425)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.3, 3.2745762711864406)"
16-12-2022 14:33:07.611728,"(3.3, 3.95, 3.81)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.23076923076923)","(7.0, 12.5, 11.657894736842106)","(12.0, 38.0, 36.14285714285714)","(4.6, 8.0, 7.2631578947368425)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.3, 3.2745762711864406)"
16-12-2022 14:33:08.548205,"(3.3, 3.95, 3.81)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.23076923076923)","(7.0, 12.5, 11.657894736842106)","(12.0, 38.0, 36.14285714285714)","(4.6, 8.0, 7.2631578947368425)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.3, 3.2745762711864406)"
16-12-2022 14:33:09.471001,"(3.3, 3.95, 3.74)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.23076923076923)","(7.0, 12.5, 11.657894736842106)","(12.0, 40.0, 37.85714285714286)","(4.6, 8.0, 7.2631578947368425)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.3, 3.2745762711864406)"
16-12-2022 14:33:10.386286,"(3.3, 3.95, 3.74)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.23076923076923)","(7.0, 12.5, 11.657894736842106)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.2631578947368425)","(10.0, 22.0, 21.09090909090909)","(3.1, 3.3, 3.2888888888888888)"
16-12-2022 14:33:11.303224,"(3.3, 3.95, 3.74)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.23076923076923)","(7.0, 12.5, 11.657894736842106)","(12.0, 40.0, 35.0)","(4.6, 8.0, 7.2631578947368425)","(10.0, 22.0, 21.09090909090909)","(3.1, 3.3, 3.2888888888888888)"
16-12-2022 14:33:12.221692,"(3.3, 3.9, 3.694736842105263)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.63157894736842)","(7.0, 12.5, 11.657894736842106)","(12.0, 40.0, 35.0)","(4.6, 8.0, 7.2631578947368425)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.3, 3.2888888888888888)"
16-12-2022 14:33:13.129964,"(3.3, 3.9, 3.65)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.789473684210527)","(7.0, 12.5, 11.657894736842106)","(12.0, 40.0, 35.0)","(4.6, 8.0, 7.2631578947368425)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.3, 3.2888888888888888)"
16-12-2022 14:33:14.048692,"(3.3, 3.9, 3.6545454545454548)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.789473684210527)","(7.0, 12.5, 11.657894736842106)","(12.0, 40.0, 35.0)","(4.6, 8.0, 7.2631578947368425)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.3, 3.2888888888888888)"
16-12-2022 14:33:14.970867,"(3.3, 3.9, 3.6107142857142858)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.789473684210527)","(7.0, 12.5, 11.657894736842106)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.2631578947368425)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.3, 3.2888888888888888)"
16-12-2022 14:33:15.911500,"(3.3, 3.9, 3.6107142857142858)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.789473684210527)","(7.0, 12.5, 11.657894736842106)","(12.0, 40.0, 35.0)","(4.6, 8.0, 7.2631578947368425)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.3, 3.2888888888888888)"
16-12-2022 14:33:16.831043,"(3.3, 3.9, 3.6107142857142858)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 16.789473684210527)","(7.0, 12.5, 11.657894736842106)","(12.0, 40.0, 35.0)","(4.6, 8.0, 7.2631578947368425)","(10.0, 22.0, 21.09090909090909)","(3.1, 3.3, 3.2888888888888888)"
16-12-2022 14:33:17.752577,"(3.3, 3.9, 3.6107142857142858)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.0)","(4.6, 8.0, 7.2631578947368425)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.3, 3.2888888888888888)"
16-12-2022 14:33:18.688969,"(3.3, 3.9, 3.6107142857142858)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.0)","(4.6, 8.0, 7.2631578947368425)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.3, 3.2888888888888888)"
16-12-2022 14:33:19.611559,"(3.3, 3.9, 3.290625)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.3, 3.3285714285714287)"
16-12-2022 14:33:20.532695,"(3.3, 3.85, 3.5630434782608695)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.3125)"
16-12-2022 14:33:21.470352,"(3.3, 3.85, 3.4680555555555554)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.3125)"
16-12-2022 14:33:22.403763,"(3.3, 3.85, 3.4680555555555554)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.3125)"
16-12-2022 14:33:23.322970,"(3.3, 3.85, 3.467021276595745)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.3125)"
16-12-2022 14:33:24.264381,"(3.3, 3.85, 3.467021276595745)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.3125)"
16-12-2022 14:33:25.174265,"(3.3, 3.85, 3.467021276595745)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.3125)"
16-12-2022 14:33:26.110010,"(3.3, 3.85, 3.467021276595745)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.3125)"
16-12-2022 14:33:27.033491,"(3.3, 3.85, 3.4109756097560977)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.3125)"
16-12-2022 14:33:27.955239,"(3.3, 3.85, 3.4109756097560977)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.3125)"
16-12-2022 14:33:28.861952,"(3.3, 3.85, 3.4109756097560977)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.3125)"
16-12-2022 14:33:29.799281,"(3.3, 3.85, 3.4109756097560977)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.3125)"
16-12-2022 14:33:30.708307,"(3.3, 3.85, 3.4109756097560977)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.3125)"
16-12-2022 14:33:31.633119,"(3.3, 3.85, 3.4109756097560977)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.3125)"
16-12-2022 14:33:32.564543,"(3.3, 3.85, 3.4109756097560977)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.3125)"
16-12-2022 14:33:33.501439,"(3.3, 3.85, 3.4109756097560977)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.3125)"
16-12-2022 14:33:34.413848,"(3.3, 3.85, 3.4109756097560977)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.3125)"
16-12-2022 14:33:35.349857,"(3.3, 3.85, 3.4109756097560977)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.292857142857143)"
16-12-2022 14:33:36.252607,"(3.3, 3.85, 3.4109756097560977)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.292857142857143)"
16-12-2022 14:33:37.180080,"(3.3, 3.85, 3.4109756097560977)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.292857142857143)"
16-12-2022 14:33:38.094141,"(3.3, 3.85, 3.4109756097560977)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.315714285714286)"
16-12-2022 14:33:39.018498,"(3.3, 3.85, 3.4109756097560977)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.315714285714286)"
16-12-2022 14:33:39.939193,"(3.3, 3.85, 3.4109756097560977)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.2978260869565217)"
16-12-2022 14:33:40.869085,"(3.3, 3.85, 3.423529411764706)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.2978260869565217)"
16-12-2022 14:33:41.794580,"(3.3, 3.85, 3.423529411764706)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.2978260869565217)"
16-12-2022 14:33:42.735178,"(3.3, 3.85, 3.423529411764706)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.2978260869565217)"
16-12-2022 14:33:43.657518,"(3.3, 3.85, 3.423529411764706)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.2978260869565217)"
16-12-2022 14:33:44.593316,"(3.3, 3.85, 3.423529411764706)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.2978260869565217)"
16-12-2022 14:33:45.500669,"(3.3, 3.85, 3.423529411764706)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.2978260869565217)"
16-12-2022 14:33:46.438062,"(3.3, 3.85, 3.423529411764706)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.2978260869565217)"
16-12-2022 14:33:47.343590,"(3.3, 3.85, 3.423529411764706)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.2978260869565217)"
16-12-2022 14:33:48.270506,"(3.3, 3.8, 3.5375)","(21.0, 40.0, 30.307692307692307)","(11.0, 19.0, 17.0)","(7.0, 12.0, 11.285714285714286)","(12.0, 40.0, 35.714285714285715)","(4.6, 8.0, 7.333333333333333)","(10.0, 22.0, 21.77777777777778)","(3.1, 3.35, 3.2978260869565217)"
