,Victa Lisa,Velocity Nikki,South Aussie Boy,Your Girl Airlie,Flaming Galah,Little Franky
06-01-2023 11:32:50.167322,"(2.3, 2.72, 2.528)","(3.0, 6.0, 5.864516129032258)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.571428571428571)","(26.0, 130.0, 93.14285714285714)"
06-01-2023 11:32:51.157418,"(2.3, 2.72, 2.528)","(3.0, 6.0, 5.681818181818182)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.958333333333332)","(26.0, 130.0, 93.14285714285714)"
06-01-2023 11:32:52.191637,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.681818181818182)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 11.315999999999999)","(26.0, 130.0, 93.14285714285714)"
06-01-2023 11:32:53.085783,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.681818181818182)","(3.8, 4.1, 3.946153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 11.5, 11.089285714285714)","(26.0, 130.0, 93.14285714285714)"
06-01-2023 11:32:54.046993,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.766666666666667)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.857142857142858)","(26.0, 130.0, 93.14285714285714)"
06-01-2023 11:32:54.970474,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.766666666666667)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.857142857142858)","(26.0, 130.0, 93.14285714285714)"
06-01-2023 11:32:55.988166,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.766666666666667)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.857142857142858)","(26.0, 130.0, 93.14285714285714)"
06-01-2023 11:32:56.903603,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.766666666666667)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.857142857142858)","(26.0, 130.0, 93.14285714285714)"
06-01-2023 11:32:57.806713,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.766666666666667)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.857142857142858)","(26.0, 130.0, 93.14285714285714)"
06-01-2023 11:32:58.681124,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.766666666666667)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.857142857142858)","(26.0, 130.0, 93.14285714285714)"
06-01-2023 11:32:59.538071,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.766666666666667)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.857142857142858)","(26.0, 130.0, 93.14285714285714)"
06-01-2023 11:33:00.516524,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.8125)","(26.0, 130.0, 93.14285714285714)"
06-01-2023 11:33:01.502287,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 130.0, 93.14285714285714)"
06-01-2023 11:33:02.443706,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 130.0, 93.14285714285714)"
06-01-2023 11:33:03.358247,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 130.0, 93.14285714285714)"
06-01-2023 11:33:04.348572,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 130.0, 104.8)"
06-01-2023 11:33:05.247622,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 120.0, 104.8)"
06-01-2023 11:33:06.175966,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 10.8)","(26.0, 120.0, 104.8)"
06-01-2023 11:33:07.121662,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.1, 3.946153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 11.5, 12.133333333333333)","(26.0, 120.0, 104.8)"
06-01-2023 11:33:08.028973,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 13.5, 12.133333333333333)","(26.0, 120.0, 104.8)"
06-01-2023 11:33:08.886375,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 14.0, 11.24)","(26.0, 120.0, 104.8)"
06-01-2023 11:33:09.810720,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 14.0, 10.32)","(26.0, 120.0, 104.8)"
06-01-2023 11:33:10.824506,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 14.0, 10.32)","(26.0, 120.0, 104.8)"
06-01-2023 11:33:11.723812,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 14.0, 10.32)","(26.0, 120.0, 104.8)"
06-01-2023 11:33:12.684565,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 14.0, 10.32)","(26.0, 120.0, 104.8)"
06-01-2023 11:33:13.667862,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 14.0, 11.2)","(26.0, 120.0, 104.8)"
06-01-2023 11:33:14.585846,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 13.0, 11.2)","(26.0, 120.0, 87.42857142857143)"
06-01-2023 11:33:15.527896,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 13.0, 11.2)","(26.0, 120.0, 87.42857142857143)"
06-01-2023 11:33:16.378046,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 13.0, 11.2)","(26.0, 120.0, 87.42857142857143)"
06-01-2023 11:33:17.297177,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 13.0, 11.2)","(26.0, 120.0, 94.66666666666666)"
06-01-2023 11:33:18.259867,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 13.0, 11.2)","(26.0, 120.0, 96.8)"
06-01-2023 11:33:19.231327,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 13.0, 11.2)","(26.0, 110.0, 96.8)"
06-01-2023 11:33:20.099623,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 13.0, 11.2)","(26.0, 110.0, 96.8)"
06-01-2023 11:33:21.008221,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 12.5, 10.285714285714286)","(26.0, 110.0, 96.8)"
06-01-2023 11:33:21.912708,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 12.5, 10.285714285714286)","(26.0, 110.0, 96.8)"
06-01-2023 11:33:22.824000,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 12.5, 10.285714285714286)","(26.0, 110.0, 96.8)"
06-01-2023 11:33:23.708702,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 12.5, 10.285714285714286)","(26.0, 110.0, 96.8)"
06-01-2023 11:33:24.590301,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 12.5, 10.285714285714286)","(26.0, 110.0, 96.8)"
06-01-2023 11:33:25.511654,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 12.5, 10.285714285714286)","(26.0, 110.0, 96.8)"
06-01-2023 11:33:26.469948,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 12.5, 10.933333333333334)","(26.0, 110.0, 96.8)"
06-01-2023 11:33:27.443265,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 14.0, 10.142857142857142)","(26.0, 110.0, 96.8)"
06-01-2023 11:33:28.452841,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 12.0, 10.142857142857142)","(26.0, 110.0, 96.8)"
06-01-2023 11:33:29.342926,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 12.0, 9.925)","(26.0, 110.0, 96.8)"
06-01-2023 11:33:30.195849,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 11.5, 9.925)","(26.0, 110.0, 96.8)"
06-01-2023 11:33:31.102477,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 11.5, 9.925)","(26.0, 110.0, 96.8)"
06-01-2023 11:33:32.124053,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 11.5, 9.925)","(26.0, 110.0, 96.8)"
06-01-2023 11:33:33.054465,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 11.5, 9.925)","(26.0, 110.0, 96.8)"
06-01-2023 11:33:33.970169,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 11.5, 9.857142857142858)","(26.0, 110.0, 88.8)"
06-01-2023 11:33:34.967161,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 11.0, 9.857142857142858)","(26.0, 100.0, 88.8)"
06-01-2023 11:33:36.006183,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 11.0, 9.857142857142858)","(26.0, 100.0, 88.8)"
06-01-2023 11:33:36.916259,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 11.0, 9.857142857142858)","(26.0, 100.0, 88.8)"
06-01-2023 11:33:37.941434,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 11.0, 9.857142857142858)","(26.0, 100.0, 88.8)"
06-01-2023 11:33:38.895281,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 11.0, 9.857142857142858)","(26.0, 100.0, 88.8)"
06-01-2023 11:33:39.835079,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 11.0, 9.857142857142858)","(26.0, 100.0, 76.0)"
06-01-2023 11:33:40.711772,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 11.0, 9.857142857142858)","(26.0, 100.0, 76.0)"
06-01-2023 11:33:41.656715,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.5625)","(3.8, 4.1, 3.946153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 100.0, 76.0)"
06-01-2023 11:33:42.564494,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 100.0, 76.0)"
06-01-2023 11:33:43.501774,"(2.3, 2.72, 2.504)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 100.0, 76.0)"
06-01-2023 11:33:44.457512,"(2.3, 2.7, 2.494666666666667)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 100.0, 76.0)"
06-01-2023 11:33:45.329763,"(2.35, 2.7, 2.494666666666667)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 100.0, 76.0)"
06-01-2023 11:33:46.272772,"(2.35, 2.7, 2.494666666666667)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 100.0, 76.0)"
06-01-2023 11:33:47.269235,"(2.35, 2.68, 2.494285714285714)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 10.8)","(26.0, 100.0, 76.0)"
06-01-2023 11:33:48.170991,"(2.35, 2.68, 2.494285714285714)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 11.5, 10.8)","(26.0, 100.0, 76.0)"
06-01-2023 11:33:49.071882,"(2.35, 2.68, 2.494285714285714)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.571428571428571)","(26.0, 100.0, 61.0)"
06-01-2023 11:33:49.995060,"(2.35, 2.68, 2.494285714285714)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.571428571428571)","(26.0, 100.0, 80.0)"
06-01-2023 11:33:50.865458,"(2.35, 2.68, 2.494285714285714)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.571428571428571)","(26.0, 95.0, 80.0)"
06-01-2023 11:33:51.785537,"(2.35, 2.68, 2.494285714285714)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.571428571428571)","(26.0, 95.0, 82.14285714285714)"
06-01-2023 11:33:52.711732,"(2.35, 2.68, 2.494285714285714)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.571428571428571)","(26.0, 95.0, 82.14285714285714)"
06-01-2023 11:33:53.699406,"(2.35, 2.68, 2.494285714285714)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.571428571428571)","(26.0, 95.0, 82.14285714285714)"
06-01-2023 11:33:54.744643,"(2.35, 2.68, 2.494285714285714)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.714285714285715)","(26.0, 95.0, 82.14285714285714)"
06-01-2023 11:33:55.737027,"(2.35, 2.68, 2.494285714285714)","(3.0, 6.0, 5.5625)","(3.8, 4.1, 3.946153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 95.0, 70.45454545454545)"
06-01-2023 11:33:56.672296,"(2.35, 2.68, 2.494285714285714)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 95.0, 70.45454545454545)"
06-01-2023 11:33:57.568468,"(2.35, 2.68, 2.494285714285714)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 95.0, 70.45454545454545)"
06-01-2023 11:33:58.498043,"(2.35, 2.68, 2.494285714285714)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 95.0, 70.45454545454545)"
06-01-2023 11:33:59.367644,"(2.35, 2.68, 2.494285714285714)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 95.0, 70.45454545454545)"
06-01-2023 11:34:00.282759,"(2.35, 2.68, 2.494285714285714)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 95.0, 70.45454545454545)"
06-01-2023 11:34:01.179944,"(2.35, 2.68, 2.494285714285714)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 95.0, 70.45454545454545)"
06-01-2023 11:34:02.098906,"(2.35, 2.68, 2.494285714285714)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.571428571428571)","(26.0, 95.0, 61.666666666666664)"
06-01-2023 11:34:03.056971,"(2.35, 2.68, 2.493333333333333)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.571428571428571)","(26.0, 95.0, 65.0)"
06-01-2023 11:34:03.900561,"(2.35, 2.68, 2.493333333333333)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.571428571428571)","(26.0, 95.0, 60.833333333333336)"
06-01-2023 11:34:04.805386,"(2.35, 2.68, 2.493333333333333)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.571428571428571)","(26.0, 90.0, 70.55555555555556)"
06-01-2023 11:34:05.826330,"(2.35, 2.68, 2.493333333333333)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.571428571428571)","(26.0, 90.0, 70.55555555555556)"
06-01-2023 11:34:06.858690,"(2.35, 2.68, 2.493333333333333)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.571428571428571)","(26.0, 90.0, 70.55555555555556)"
06-01-2023 11:34:07.840882,"(2.35, 2.68, 2.493333333333333)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.571428571428571)","(26.0, 90.0, 70.55555555555556)"
06-01-2023 11:34:08.771432,"(2.35, 2.68, 2.493333333333333)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.714285714285715)","(26.0, 90.0, 78.33333333333333)"
06-01-2023 11:34:09.678479,"(2.35, 2.68, 2.493333333333333)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 90.0, 78.33333333333333)"
06-01-2023 11:34:10.582533,"(2.35, 2.68, 2.493333333333333)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 90.0, 78.33333333333333)"
06-01-2023 11:34:11.461428,"(2.35, 2.68, 2.493333333333333)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 90.0, 78.33333333333333)"
06-01-2023 11:34:12.309901,"(2.35, 2.68, 2.493333333333333)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 90.0, 78.33333333333333)"
06-01-2023 11:34:13.216415,"(2.35, 2.68, 2.493333333333333)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 90.0, 78.33333333333333)"
06-01-2023 11:34:14.138149,"(2.35, 2.68, 2.493333333333333)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 90.0, 70.55555555555556)"
06-01-2023 11:34:15.045460,"(2.35, 2.68, 2.493333333333333)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 90.0, 70.55555555555556)"
06-01-2023 11:34:15.912233,"(2.35, 2.68, 2.493333333333333)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 11.5, 9.925)","(26.0, 90.0, 70.55555555555556)"
06-01-2023 11:34:16.870833,"(2.35, 2.68, 2.493333333333333)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.25)","(9.0, 10.0, 9.571428571428571)","(26.0, 90.0, 70.55555555555556)"
06-01-2023 11:34:17.963258,"(2.35, 2.68, 2.493333333333333)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.25)","(9.0, 10.0, 9.571428571428571)","(26.0, 90.0, 70.55555555555556)"
06-01-2023 11:34:18.981808,"(2.35, 2.68, 2.4925)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.25)","(9.0, 10.0, 9.571428571428571)","(26.0, 90.0, 70.55555555555556)"
06-01-2023 11:34:19.945362,"(2.35, 2.68, 2.4925)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.571428571428571)","(26.0, 90.0, 65.0)"
06-01-2023 11:34:20.885430,"(2.35, 2.68, 2.4925)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.571428571428571)","(26.0, 90.0, 68.33333333333333)"
06-01-2023 11:34:21.889131,"(2.35, 2.68, 2.4925)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.0, 9.925)","(26.0, 85.0, 68.33333333333333)"
06-01-2023 11:34:22.853354,"(2.35, 2.68, 2.4925)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 11.5, 9.714285714285715)","(26.0, 85.0, 68.33333333333333)"
06-01-2023 11:34:23.769397,"(2.35, 2.68, 2.4925)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 85.0, 75.0)"
06-01-2023 11:34:24.629388,"(2.35, 2.68, 2.4925)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 85.0, 78.75)"
06-01-2023 11:34:25.520209,"(2.35, 2.68, 2.4925)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 85.0, 78.75)"
06-01-2023 11:34:26.460930,"(2.35, 2.68, 2.4925)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 85.0, 78.75)"
06-01-2023 11:34:27.415222,"(2.35, 2.68, 2.4925)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 85.0, 78.75)"
06-01-2023 11:34:28.430517,"(2.35, 2.68, 2.4925)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.714285714285715)","(26.0, 85.0, 78.75)"
06-01-2023 11:34:29.435797,"(2.35, 2.68, 2.4925)","(3.0, 6.0, 5.825)","(3.8, 4.0, 3.8846153846153846)","(10.0, 19.0, 16.708333333333332)","(9.0, 10.5, 9.571428571428571)","(26.0, 85.0, 78.75)"
