,Bakali Migaloo,Harvard Scholar,Hotspot Hero,Master Eduardo,Mepunga Riley,Little Zambora
11-01-2023 09:44:55.811066,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:44:56.688209,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:44:57.602383,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:44:58.542736,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:44:59.554802,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:00.501648,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:01.531133,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:02.487995,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:03.466724,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:04.507862,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:05.548264,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:06.551789,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:07.504486,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:08.468032,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:09.313739,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:10.197634,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:11.293063,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:12.387525,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:13.474107,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:14.509614,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:15.522253,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:16.424651,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:17.379208,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:18.440576,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:19.578095,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:20.555644,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:21.493388,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:22.384214,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9475460122699386)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:23.329372,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9475460122699386)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:24.252446,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9475460122699386)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:25.349402,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9475460122699386)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:26.422528,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9475460122699386)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:27.419137,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9475460122699386)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:28.428954,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9475460122699386)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:29.401259,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9475460122699386)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:30.536748,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9475460122699386)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:31.513373,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9475460122699386)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:32.585470,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9475460122699386)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:33.626612,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9475460122699386)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:34.718902,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9475460122699386)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:35.726805,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9475460122699386)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:36.625919,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9475460122699386)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:37.576877,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:38.536847,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:39.522345,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:40.558058,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:41.620905,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:42.605930,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:43.468385,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:44.370235,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:45.353780,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:46.318632,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:47.455630,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:48.455689,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:49.493636,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:50.501625,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:51.497995,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:52.516684,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:53.494630,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:54.572398,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:55.566566,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:56.548645,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:57.477799,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:58.503273,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:45:59.528062,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:00.523596,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:01.564534,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:02.647330,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:03.622260,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:04.589411,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:05.630408,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:06.586598,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:07.596373,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:08.543586,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:09.476007,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:10.526490,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:11.431780,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:12.392300,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:13.369204,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:14.392289,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9447852760736195)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:15.432771,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:16.375986,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:17.249183,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:18.156810,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:19.157017,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:20.146131,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:21.208019,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:22.202070,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:23.177001,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:24.058865,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:24.931441,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:25.950919,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:26.947341,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:27.933735,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:28.815099,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:29.811793,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:30.864848,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:31.910393,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:32.901715,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8224489795918366)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:33.820295,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:34.713014,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:35.715906,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:36.709913,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:37.692431,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:38.775999,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
11-01-2023 09:46:39.778838,"(4.6, 8.4, 4.9)","(4.6, 8.4, 4.871428571428571)","(21.0, 90.0, 55.5)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9292682926829268)","(14.0, 36.0, 30.404761904761905)"
