,Bucked Tooth,Unnamed Soldier,Roll Dem Bones,Grumpelstiltskin,Scotty Silver,Grand Fiber,Shackled,Fu Man Sue
07-01-2023 09:46:59.074074,"(11.0, 17.5, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.6)","(2.5, 3.5, 3.1818181818181817)","(10.0, 10.5, 10.075)","(5.0, 6.4, 5.800000000000001)","(13.0, 42.0, 32.0)","(4.0, 7.0, 6.1)"
07-01-2023 09:47:00.660102,"(11.0, 17.5, 15.4)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.6)","(2.5, 3.5, 3.2222222222222223)","(10.0, 10.5, 10.075)","(5.0, 6.4, 6.0)","(13.0, 42.0, 32.0)","(4.0, 7.0, 6.1)"
07-01-2023 09:47:02.158865,"(11.0, 17.5, 15.4)","(17.0, 140.0, 95.66666666666667)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.5, 3.316666666666667)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 35.333333333333336)","(4.0, 7.0, 5.266666666666667)"
07-01-2023 09:47:03.461716,"(11.0, 17.5, 15.4)","(17.0, 130.0, 95.66666666666667)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.45, 3.316666666666667)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 35.333333333333336)","(4.0, 7.0, 5.266666666666667)"
07-01-2023 09:47:04.855567,"(11.0, 17.5, 15.4)","(17.0, 130.0, 95.66666666666667)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.45, 3.316666666666667)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 34.4)","(4.0, 7.0, 5.2)"
07-01-2023 09:47:06.196956,"(11.0, 17.5, 15.4)","(17.0, 130.0, 95.66666666666667)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.45, 3.316666666666667)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 37.25)","(4.0, 6.8, 5.2)"
07-01-2023 09:47:07.550731,"(11.0, 17.5, 15.4)","(17.0, 130.0, 95.66666666666667)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.45, 3.316666666666667)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 37.25)","(4.0, 6.8, 6.266666666666667)"
07-01-2023 09:47:08.936361,"(11.0, 17.5, 15.4)","(17.0, 130.0, 95.66666666666667)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.45, 3.316666666666667)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 37.25)","(4.0, 6.8, 6.266666666666667)"
07-01-2023 09:47:10.285641,"(11.0, 17.5, 15.4)","(17.0, 130.0, 95.66666666666667)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.45, 3.316666666666667)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 37.25)","(4.0, 6.8, 6.266666666666667)"
07-01-2023 09:47:11.562849,"(11.0, 17.5, 15.4)","(17.0, 130.0, 95.66666666666667)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.45, 3.316666666666667)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 37.25)","(4.0, 6.8, 6.033333333333333)"
07-01-2023 09:47:12.843676,"(11.0, 17.5, 15.4)","(17.0, 130.0, 95.66666666666667)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.45, 3.316666666666667)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 37.25)","(4.0, 6.8, 6.033333333333333)"
07-01-2023 09:47:14.171974,"(11.0, 17.5, 15.4)","(17.0, 130.0, 95.66666666666667)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.45, 3.316666666666667)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 30.0)","(4.0, 6.8, 5.55)"
07-01-2023 09:47:15.460317,"(11.0, 17.5, 15.4)","(17.0, 130.0, 95.66666666666667)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.45, 3.316666666666667)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 30.0)","(4.0, 6.6, 5.55)"
07-01-2023 09:47:16.863205,"(11.0, 17.5, 15.4)","(17.0, 130.0, 95.66666666666667)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.45, 3.1785714285714284)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 30.0)","(4.0, 6.6, 5.55)"
07-01-2023 09:47:18.246966,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.5, 3.1785714285714284)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 30.0)","(4.0, 6.6, 5.4799999999999995)"
07-01-2023 09:47:19.562532,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.5, 3.1785714285714284)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 30.0)","(4.0, 6.6, 5.4799999999999995)"
07-01-2023 09:47:20.904413,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.5, 3.1785714285714284)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.4799999999999995)"
07-01-2023 09:47:22.369260,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.5, 3.1785714285714284)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.4799999999999995)"
07-01-2023 09:47:23.715074,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.5, 3.1785714285714284)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.4799999999999995)"
07-01-2023 09:47:25.106661,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.5, 3.1785714285714284)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.4799999999999995)"
07-01-2023 09:47:26.458320,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.5, 3.25)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.4799999999999995)"
07-01-2023 09:47:27.799275,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.45, 3.25)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.4799999999999995)"
07-01-2023 09:47:29.255126,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.45, 3.25)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.4799999999999995)"
07-01-2023 09:47:30.543194,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.45, 3.25)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.75)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.4799999999999995)"
07-01-2023 09:47:31.865726,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.866666666666667)","(2.5, 3.45, 3.3214285714285716)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.866666666666667)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.4799999999999995)"
07-01-2023 09:47:33.242359,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.866666666666667)","(2.5, 3.45, 3.3214285714285716)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.866666666666667)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.4799999999999995)"
07-01-2023 09:47:34.556042,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.866666666666667)","(2.5, 3.45, 3.3214285714285716)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.866666666666667)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.4799999999999995)"
07-01-2023 09:47:35.904798,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.866666666666667)","(2.5, 3.45, 3.3214285714285716)","(10.0, 10.5, 10.075)","(5.0, 6.2, 5.490909090909091)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.4799999999999995)"
07-01-2023 09:47:37.301391,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.866666666666667)","(2.5, 3.45, 3.3214285714285716)","(10.0, 10.5, 10.075)","(5.0, 6.0, 5.490909090909091)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.4799999999999995)"
07-01-2023 09:47:38.617867,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.866666666666667)","(2.5, 3.45, 3.3214285714285716)","(10.0, 10.5, 10.075)","(5.0, 6.0, 5.490909090909091)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.4799999999999995)"
07-01-2023 09:47:39.941743,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.866666666666667)","(2.5, 3.45, 3.3214285714285716)","(10.0, 10.5, 10.075)","(5.0, 6.0, 5.668421052631579)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.492307692307692)"
07-01-2023 09:47:41.366074,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.866666666666667)","(2.5, 3.45, 3.3600000000000003)","(10.0, 10.5, 10.075)","(5.0, 6.0, 5.668421052631579)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.492307692307692)"
07-01-2023 09:47:42.757314,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.866666666666667)","(2.5, 3.45, 3.3600000000000003)","(10.0, 10.5, 10.075)","(5.0, 6.0, 5.490909090909091)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.466666666666667)"
07-01-2023 09:47:44.187462,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.32)","(2.5, 3.45, 3.3600000000000003)","(10.0, 10.5, 10.075)","(5.0, 6.0, 5.490909090909091)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.466666666666667)"
07-01-2023 09:47:45.586614,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.24)","(2.5, 3.45, 3.3600000000000003)","(10.0, 10.5, 10.075)","(5.0, 6.0, 5.490909090909091)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.466666666666667)"
07-01-2023 09:47:46.997671,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.24)","(2.5, 3.45, 3.3600000000000003)","(10.0, 10.5, 10.075)","(5.0, 6.0, 5.490909090909091)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.466666666666667)"
07-01-2023 09:47:48.289252,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.4)","(2.5, 3.45, 3.4444444444444446)","(10.0, 10.5, 10.075)","(5.0, 6.0, 5.550000000000001)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.466666666666667)"
07-01-2023 09:47:49.608888,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.4)","(2.5, 3.5, 3.488888888888889)","(10.0, 10.5, 10.075)","(5.0, 5.9, 5.550000000000001)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.466666666666667)"
07-01-2023 09:47:51.018678,"(11.0, 17.0, 15.5)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 16.75)","(2.5, 3.55, 3.130434782608696)","(10.0, 10.5, 10.075)","(5.0, 5.9, 5.550000000000001)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.466666666666667)"
07-01-2023 09:47:52.305110,"(11.0, 17.0, 15.5)","(16.0, 140.0, 59.285714285714285)","(10.0, 19.0, 16.75)","(2.5, 3.6, 3.3055555555555554)","(10.0, 10.5, 10.075)","(5.0, 5.9, 5.550000000000001)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.466666666666667)"
07-01-2023 09:47:53.727477,"(11.0, 17.0, 15.5)","(16.0, 140.0, 59.285714285714285)","(10.0, 19.0, 16.75)","(2.5, 3.55, 3.3055555555555554)","(10.0, 10.5, 10.075)","(5.0, 5.9, 5.550000000000001)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.466666666666667)"
07-01-2023 09:47:55.137984,"(11.0, 17.0, 15.5)","(16.0, 140.0, 59.285714285714285)","(10.0, 19.0, 16.75)","(2.5, 3.55, 3.3055555555555554)","(10.0, 10.5, 10.075)","(5.0, 5.9, 5.7)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.466666666666667)"
07-01-2023 09:47:56.379456,"(11.0, 17.0, 15.5)","(16.0, 140.0, 59.285714285714285)","(10.0, 19.0, 16.75)","(2.5, 3.55, 3.3055555555555554)","(10.0, 10.5, 10.075)","(5.0, 5.9, 5.7)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.218181818181819)"
07-01-2023 09:47:57.616304,"(11.0, 17.0, 15.5)","(16.0, 140.0, 59.285714285714285)","(10.0, 19.0, 16.75)","(2.5, 3.55, 3.3055555555555554)","(10.0, 10.5, 10.075)","(5.0, 5.9, 5.7)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.218181818181819)"
07-01-2023 09:47:58.815071,"(11.0, 17.0, 15.5)","(16.0, 140.0, 59.285714285714285)","(10.0, 19.0, 16.75)","(2.5, 3.55, 3.3055555555555554)","(10.0, 10.5, 10.0)","(5.0, 6.4, 5.76)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.3999999999999995)"
07-01-2023 09:48:00.250572,"(11.0, 17.0, 15.5)","(16.0, 140.0, 59.285714285714285)","(10.0, 19.0, 16.75)","(2.5, 3.55, 3.3055555555555554)","(10.0, 10.5, 10.0)","(5.0, 6.2, 5.533333333333333)","(13.0, 42.0, 33.0)","(4.0, 6.6, 5.3999999999999995)"
07-01-2023 09:48:01.677551,"(11.0, 17.0, 15.5)","(16.0, 140.0, 104.25)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.55, 3.1928571428571426)","(10.0, 10.5, 10.122222222222222)","(5.0, 6.2, 5.533333333333333)","(13.0, 42.0, 34.8)","(4.0, 6.6, 5.07)"
07-01-2023 09:48:03.091179,"(11.0, 17.0, 15.5)","(16.0, 130.0, 104.25)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.55, 3.1928571428571426)","(10.0, 10.5, 10.122222222222222)","(5.0, 6.2, 5.533333333333333)","(13.0, 42.0, 34.8)","(4.0, 6.6, 5.07)"
07-01-2023 09:48:04.954414,"(11.0, 17.0, 15.5)","(16.0, 130.0, 104.25)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.55, 3.1928571428571426)","(10.0, 10.5, 10.122222222222222)","(5.0, 6.0, 5.6)","(13.0, 42.0, 34.8)","(4.0, 6.6, 5.07)"
07-01-2023 09:48:06.459248,"(11.0, 17.0, 15.5)","(16.0, 130.0, 104.25)","(10.0, 19.0, 13.333333333333334)","(2.5, 3.55, 3.1928571428571426)","(10.0, 10.5, 10.122222222222222)","(5.0, 6.0, 5.6)","(13.0, 42.0, 35.2)","(4.0, 6.6, 5.07)"
07-01-2023 09:48:08.075050,"(11.0, 17.0, 15.5)","(16.0, 130.0, 104.25)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.55, 3.1928571428571426)","(10.0, 10.5, 10.122222222222222)","(5.0, 6.0, 5.6)","(13.0, 42.0, 35.2)","(4.0, 6.6, 5.07)"
07-01-2023 09:48:09.570855,"(11.0, 17.0, 15.5)","(16.0, 130.0, 104.25)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.55, 3.1928571428571426)","(10.0, 10.5, 10.122222222222222)","(5.0, 6.0, 5.6)","(13.0, 42.0, 35.2)","(4.0, 6.6, 5.07)"
07-01-2023 09:48:11.193689,"(11.0, 17.0, 15.5)","(16.0, 130.0, 104.25)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.55, 3.1928571428571426)","(10.0, 10.5, 10.122222222222222)","(5.0, 6.0, 5.6)","(13.0, 42.0, 35.2)","(4.0, 6.6, 5.07)"
07-01-2023 09:48:12.610442,"(11.0, 17.0, 15.5)","(16.0, 130.0, 104.25)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.55, 3.23)","(10.0, 10.5, 10.122222222222222)","(5.0, 6.0, 5.666666666666667)","(13.0, 42.0, 37.75)","(4.0, 6.6, 5.07)"
07-01-2023 09:48:13.977054,"(11.0, 17.0, 15.5)","(16.0, 130.0, 104.25)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.5, 3.23)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.666666666666667)","(13.0, 42.0, 37.75)","(4.0, 6.6, 5.07)"
07-01-2023 09:48:15.279513,"(11.0, 17.0, 15.5)","(16.0, 130.0, 104.25)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.5, 3.23)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.666666666666667)","(13.0, 42.0, 31.333333333333332)","(4.0, 6.6, 5.24)"
07-01-2023 09:48:16.619037,"(11.0, 17.0, 15.5)","(17.0, 130.0, 69.375)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.5, 3.275)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.666666666666667)","(13.0, 42.0, 31.333333333333332)","(4.0, 6.6, 5.24)"
07-01-2023 09:48:17.919114,"(11.0, 17.0, 16.333333333333332)","(17.0, 140.0, 77.22222222222223)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.5, 3.275)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.666666666666667)","(13.0, 42.0, 31.333333333333332)","(4.0, 6.6, 5.24)"
07-01-2023 09:48:19.313564,"(11.0, 17.5, 16.333333333333332)","(17.0, 140.0, 77.22222222222223)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.5, 3.275)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.666666666666667)","(13.0, 42.0, 34.0)","(4.0, 6.6, 5.24)"
07-01-2023 09:48:20.668134,"(11.0, 17.5, 16.333333333333332)","(17.0, 140.0, 77.22222222222223)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.5, 3.275)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.7857142857142865)","(13.0, 42.0, 34.0)","(4.0, 6.6, 5.24)"
07-01-2023 09:48:21.967179,"(11.0, 17.5, 16.333333333333332)","(17.0, 140.0, 77.22222222222223)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.5, 3.1624999999999996)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.550000000000001)","(13.0, 42.0, 34.0)","(4.0, 6.6, 5.24)"
07-01-2023 09:48:23.271267,"(11.0, 17.5, 16.333333333333332)","(17.0, 140.0, 77.22222222222223)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.5, 3.1624999999999996)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.550000000000001)","(13.0, 42.0, 37.42857142857143)","(4.0, 6.6, 5.24)"
07-01-2023 09:48:24.510182,"(11.0, 17.5, 16.333333333333332)","(17.0, 140.0, 77.22222222222223)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.5, 3.1624999999999996)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.550000000000001)","(13.0, 42.0, 37.42857142857143)","(4.0, 6.6, 5.24)"
07-01-2023 09:48:25.796391,"(11.0, 17.5, 16.333333333333332)","(17.0, 140.0, 77.22222222222223)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.5, 3.1624999999999996)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.7250000000000005)","(13.0, 42.0, 37.42857142857143)","(4.0, 6.6, 5.24)"
07-01-2023 09:48:27.092142,"(11.0, 17.5, 16.333333333333332)","(17.0, 140.0, 77.22222222222223)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.5, 3.1624999999999996)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.7250000000000005)","(13.0, 42.0, 37.42857142857143)","(4.0, 6.6, 5.24)"
07-01-2023 09:48:28.387247,"(11.0, 17.5, 16.333333333333332)","(17.0, 140.0, 77.22222222222223)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.5, 3.1624999999999996)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.7250000000000005)","(13.0, 42.0, 37.42857142857143)","(4.0, 6.6, 5.24)"
07-01-2023 09:48:29.714144,"(11.0, 17.5, 16.333333333333332)","(17.0, 140.0, 77.22222222222223)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.5, 3.1624999999999996)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.7250000000000005)","(13.0, 42.0, 37.42857142857143)","(4.0, 6.6, 5.24)"
07-01-2023 09:48:30.974908,"(11.0, 17.5, 16.333333333333332)","(17.0, 140.0, 77.22222222222223)","(10.0, 19.0, 16.166666666666668)","(2.5, 3.5, 3.1624999999999996)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.7250000000000005)","(13.0, 42.0, 37.42857142857143)","(4.0, 6.6, 5.24)"
07-01-2023 09:48:32.262825,"(11.0, 17.5, 16.333333333333332)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 16.91111111111111)","(2.5, 3.5, 3.2857142857142856)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.7250000000000005)","(13.0, 42.0, 37.42857142857143)","(4.0, 6.6, 5.699999999999999)"
07-01-2023 09:48:33.501822,"(11.0, 17.5, 16.333333333333332)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 16.91111111111111)","(2.5, 3.5, 3.2857142857142856)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.7250000000000005)","(13.0, 42.0, 37.42857142857143)","(4.0, 6.6, 5.699999999999999)"
07-01-2023 09:48:34.862452,"(11.0, 17.5, 16.375)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.4)","(2.5, 3.5, 3.3333333333333335)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.7250000000000005)","(13.0, 42.0, 34.5)","(4.0, 6.6, 5.699999999999999)"
07-01-2023 09:48:36.165593,"(11.0, 17.5, 16.375)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.4)","(2.5, 3.5, 3.3333333333333335)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.7250000000000005)","(13.0, 42.0, 34.5)","(4.0, 6.6, 5.699999999999999)"
07-01-2023 09:48:37.414460,"(11.0, 17.5, 16.375)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.4)","(2.5, 3.5, 3.3333333333333335)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.550000000000001)","(13.0, 42.0, 34.5)","(4.0, 6.6, 5.699999999999999)"
07-01-2023 09:48:38.627625,"(11.0, 17.5, 16.375)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.4)","(2.5, 3.5, 3.3333333333333335)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.550000000000001)","(13.0, 42.0, 34.5)","(4.0, 6.6, 5.699999999999999)"
07-01-2023 09:48:39.735826,"(11.0, 17.5, 16.375)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.4)","(2.5, 3.5, 3.3666666666666667)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.550000000000001)","(13.0, 42.0, 34.5)","(4.0, 6.6, 6.085714285714285)"
07-01-2023 09:48:40.959428,"(11.0, 17.5, 15.25)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 15.4)","(2.5, 3.55, 3.3666666666666667)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.550000000000001)","(13.0, 42.0, 34.5)","(4.0, 6.6, 6.085714285714285)"
07-01-2023 09:48:42.439245,"(11.0, 17.5, 15.25)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 16.75)","(2.5, 3.55, 3.3055555555555554)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.833333333333334)","(13.0, 42.0, 37.714285714285715)","(4.0, 6.6, 5.628571428571428)"
07-01-2023 09:48:43.733530,"(11.0, 17.5, 15.7)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 16.75)","(2.5, 3.55, 3.3055555555555554)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.833333333333334)","(13.0, 42.0, 37.714285714285715)","(4.0, 6.6, 5.628571428571428)"
07-01-2023 09:48:45.043527,"(11.0, 17.0, 15.4)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 16.75)","(2.5, 3.55, 3.3055555555555554)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.550000000000001)","(13.0, 42.0, 37.714285714285715)","(4.0, 6.6, 5.628571428571428)"
07-01-2023 09:48:46.674777,"(11.0, 17.0, 15.4)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 16.75)","(2.5, 3.55, 3.3055555555555554)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.550000000000001)","(13.0, 42.0, 37.714285714285715)","(4.0, 6.6, 5.628571428571428)"
07-01-2023 09:48:47.943093,"(11.0, 17.0, 15.4)","(17.0, 140.0, 59.285714285714285)","(10.0, 19.0, 16.75)","(2.5, 3.55, 3.3055555555555554)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.550000000000001)","(13.0, 42.0, 37.714285714285715)","(4.0, 6.6, 5.685714285714285)"
07-01-2023 09:48:49.377861,"(11.0, 17.0, 15.4)","(17.0, 140.0, 46.66666666666667)","(10.0, 19.0, 16.75)","(2.5, 3.55, 3.3055555555555554)","(10.0, 10.5, 10.122222222222222)","(5.0, 5.9, 5.375)","(13.0, 42.0, 37.714285714285715)","(4.0, 6.6, 6.114285714285714)"
07-01-2023 09:48:50.742481,"(11.0, 17.0, 15.857142857142858)","(17.0, 140.0, 46.66666666666667)","(10.0, 19.0, 16.75)","(2.5, 3.55, 3.3055555555555554)","(10.0, 10.5, 9.866666666666667)","(5.0, 5.9, 5.550000000000001)","(13.0, 42.0, 37.714285714285715)","(4.0, 6.6, 6.114285714285714)"
07-01-2023 09:48:51.985300,"(11.0, 17.0, 15.857142857142858)","(17.0, 140.0, 46.66666666666667)","(10.0, 19.0, 17.285714285714285)","(2.5, 3.55, 3.3055555555555554)","(10.0, 10.5, 9.866666666666667)","(5.0, 5.9, 5.327272727272727)","(13.0, 42.0, 37.714285714285715)","(4.0, 6.6, 5.8)"
