,Divine Flirt,Blue Eyed Girl,Distorted Secrets,Scenic Eclipse,Startedwithakiss,Red Cadillac,See Ya Champ,Lady Tornado,Fire And Gold,Heartly,Luna Nobel
14-12-2022 19:13:06.828299,"(5.0, 5.8, 5.699999999999999)","(3.1, 3.7, 3.655263157894737)","(71.0, 130.0, 112.5)","(4.2, 4.9, 4.786075949367089)","(41.0, 75.0, 74.23076923076923)","(5.5, 7.4, 7.292391304347826)","(26.0, 32.0, 31.527272727272727)","(7.0, 8.4, 8.211764705882354)","(101.0, 390.0, 342.0)","(41.0, 55.0, 53.07142857142857)","(71.0, 120.0, 117.89473684210526)"
14-12-2022 19:13:08.077819,"(5.0, 5.8, 5.691764705882353)","(3.1, 3.7, 3.655263157894737)","(71.0, 130.0, 112.5)","(4.2, 4.9, 4.786075949367089)","(41.0, 75.0, 74.23076923076923)","(5.5, 7.4, 7.292391304347826)","(26.0, 32.0, 31.5)","(7.0, 8.4, 8.211764705882354)","(101.0, 390.0, 346.6666666666667)","(41.0, 55.0, 53.07142857142857)","(71.0, 120.0, 116.66666666666667)"
14-12-2022 19:13:09.311286,"(5.0, 5.8, 5.687640449438202)","(3.1, 3.7, 3.655263157894737)","(61.0, 120.0, 111.66666666666667)","(4.2, 4.9, 4.817241379310345)","(41.0, 75.0, 72.14285714285714)","(5.5, 7.4, 7.30828025477707)","(26.0, 32.0, 31.5)","(7.0, 8.4, 8.211764705882354)","(101.0, 380.0, 346.6666666666667)","(41.0, 55.0, 53.07142857142857)","(71.0, 120.0, 118.88888888888889)"
14-12-2022 19:13:10.520799,"(5.0, 5.8, 5.687640449438202)","(3.1, 3.7, 3.655263157894737)","(61.0, 120.0, 105.0)","(4.2, 4.9, 4.850877192982456)","(41.0, 75.0, 68.82352941176471)","(5.5, 7.4, 7.3060402684563766)","(26.0, 32.0, 31.54385964912281)","(7.0, 8.4, 8.211764705882354)","(101.0, 380.0, 350.0)","(41.0, 55.0, 52.3)","(71.0, 130.0, 123.33333333333333)"
14-12-2022 19:13:11.761480,"(5.0, 5.8, 5.674285714285714)","(3.1, 3.7, 3.69)","(61.0, 120.0, 105.0)","(4.2, 4.9, 4.816216216216216)","(41.0, 70.0, 65.0)","(5.5, 7.4, 7.3060402684563766)","(26.0, 32.0, 31.54385964912281)","(7.0, 8.4, 8.211764705882354)","(101.0, 370.0, 350.0)","(41.0, 55.0, 52.3)","(71.0, 130.0, 125.83333333333333)"
14-12-2022 19:13:13.033206,"(5.0, 5.8, 5.667826086956522)","(3.1, 3.75, 3.7083333333333335)","(61.0, 120.0, 105.0)","(4.2, 4.8, 4.7679245283018865)","(41.0, 70.0, 66.66666666666667)","(5.5, 7.4, 7.299280575539568)","(26.0, 32.0, 31.54385964912281)","(7.0, 8.4, 8.211764705882354)","(101.0, 370.0, 350.0)","(41.0, 55.0, 52.3)","(71.0, 130.0, 126.36363636363636)"
14-12-2022 19:13:14.340857,"(5.0, 5.8, 5.667826086956522)","(3.1, 3.8, 3.741111111111111)","(61.0, 110.0, 107.0)","(4.2, 4.8, 4.74320987654321)","(41.0, 70.0, 66.66666666666667)","(5.5, 7.4, 7.296296296296297)","(26.0, 32.0, 31.54385964912281)","(7.0, 8.4, 8.211764705882354)","(101.0, 370.0, 350.0)","(41.0, 55.0, 52.3)","(71.0, 130.0, 126.36363636363636)"
14-12-2022 19:13:15.710444,"(5.0, 5.7, 5.651063829787234)","(3.1, 3.8, 3.7528301886792454)","(61.0, 110.0, 105.0)","(4.2, 4.8, 4.710416666666666)","(41.0, 70.0, 66.66666666666667)","(5.5, 7.4, 7.296296296296297)","(26.0, 32.0, 31.54385964912281)","(7.0, 8.4, 8.211764705882354)","(101.0, 370.0, 350.0)","(41.0, 55.0, 52.3)","(71.0, 130.0, 126.36363636363636)"
14-12-2022 19:13:17.087996,"(5.0, 5.7, 5.651063829787234)","(3.1, 3.8, 3.7528301886792454)","(61.0, 110.0, 105.0)","(4.2, 4.8, 4.710416666666666)","(41.0, 70.0, 66.66666666666667)","(5.5, 7.4, 7.296296296296297)","(26.0, 32.0, 31.54385964912281)","(7.0, 8.4, 8.211764705882354)","(101.0, 370.0, 350.0)","(41.0, 55.0, 52.3)","(71.0, 130.0, 126.36363636363636)"
14-12-2022 19:13:18.362589,"(5.0, 5.7, 5.651063829787234)","(3.1, 3.8, 3.751923076923077)","(61.0, 110.0, 105.0)","(4.2, 4.9, 4.819827586206896)","(41.0, 70.0, 66.66666666666667)","(5.5, 7.4, 7.273873873873874)","(26.0, 32.0, 31.54385964912281)","(7.0, 8.4, 8.211764705882354)","(101.0, 370.0, 350.0)","(41.0, 55.0, 52.3)","(71.0, 130.0, 126.36363636363636)"
14-12-2022 19:13:19.623911,"(5.0, 5.7, 5.636363636363637)","(3.1, 3.8, 3.7524271844660193)","(61.0, 110.0, 105.0)","(4.2, 4.9, 4.7615384615384615)","(41.0, 70.0, 66.66666666666667)","(5.5, 7.4, 7.17)","(26.0, 32.0, 31.54385964912281)","(7.0, 8.4, 8.211764705882354)","(101.0, 370.0, 350.0)","(41.0, 55.0, 52.3)","(71.0, 130.0, 126.36363636363636)"
14-12-2022 19:13:20.880949,"(5.0, 5.7, 5.631386861313869)","(3.1, 3.75, 3.732105263157895)","(61.0, 110.0, 106.0)","(4.2, 4.9, 4.7615384615384615)","(41.0, 70.0, 66.66666666666667)","(5.5, 7.2, 7.1716535433070865)","(26.0, 32.0, 31.54385964912281)","(7.0, 8.4, 8.21)","(101.0, 370.0, 350.0)","(41.0, 55.0, 52.3)","(71.0, 130.0, 126.36363636363636)"
14-12-2022 19:13:22.109957,"(5.0, 5.7, 5.631386861313869)","(3.1, 3.8, 3.749579831932773)","(61.0, 110.0, 107.14285714285714)","(4.2, 4.8, 4.733802816901409)","(41.0, 70.0, 66.66666666666667)","(5.5, 7.2, 7.1716535433070865)","(26.0, 32.0, 31.54385964912281)","(7.0, 8.4, 8.21)","(101.0, 370.0, 350.0)","(41.0, 55.0, 52.3)","(71.0, 130.0, 126.36363636363636)"
14-12-2022 19:13:23.365992,"(5.0, 5.7, 5.631386861313869)","(3.1, 3.8, 3.749579831932773)","(61.0, 110.0, 107.14285714285714)","(4.2, 4.8, 4.733802816901409)","(41.0, 70.0, 66.66666666666667)","(5.5, 7.2, 7.1716535433070865)","(26.0, 32.0, 31.527272727272727)","(7.0, 8.4, 8.21)","(101.0, 370.0, 350.0)","(41.0, 55.0, 52.3)","(71.0, 130.0, 127.33333333333333)"
14-12-2022 19:13:24.600199,"(5.0, 5.7, 5.631386861313869)","(3.1, 3.8, 3.752212389380531)","(61.0, 110.0, 107.14285714285714)","(4.2, 5.0, 4.834408602150537)","(41.0, 70.0, 66.66666666666667)","(5.5, 7.2, 7.175806451612903)","(26.0, 32.0, 31.527272727272727)","(7.0, 8.2, 8.077300613496933)","(101.0, 370.0, 350.0)","(41.0, 55.0, 50.5)","(71.0, 130.0, 123.33333333333333)"
14-12-2022 19:13:25.879752,"(5.0, 5.7, 5.631386861313869)","(3.1, 3.8, 3.752212389380531)","(61.0, 110.0, 107.14285714285714)","(4.2, 5.0, 4.834408602150537)","(41.0, 70.0, 66.66666666666667)","(5.5, 7.2, 7.175806451612903)","(26.0, 32.0, 31.527272727272727)","(7.0, 8.2, 8.077300613496933)","(101.0, 370.0, 350.0)","(41.0, 55.0, 52.75)","(71.0, 130.0, 123.33333333333333)"
14-12-2022 19:13:27.270644,"(5.0, 5.7, 5.60873786407767)","(3.1, 3.8, 3.752212389380531)","(61.0, 110.0, 107.77777777777777)","(4.2, 5.0, 4.834408602150537)","(41.0, 70.0, 67.85714285714286)","(5.5, 7.2, 7.188571428571429)","(26.0, 32.0, 31.527272727272727)","(7.0, 8.2, 8.07292817679558)","(101.0, 370.0, 350.0)","(41.0, 55.0, 52.75)","(71.0, 130.0, 123.33333333333333)"
14-12-2022 19:13:28.743339,"(5.0, 5.7, 5.6085714285714285)","(3.1, 3.75, 3.723478260869565)","(61.0, 110.0, 107.77777777777777)","(4.2, 5.0, 4.840963855421687)","(41.0, 70.0, 68.33333333333333)","(5.5, 7.4, 7.252713178294574)","(26.0, 32.0, 31.23076923076923)","(7.0, 8.2, 8.07292817679558)","(101.0, 370.0, 350.0)","(41.0, 60.0, 56.31578947368421)","(71.0, 130.0, 123.33333333333333)"
14-12-2022 19:13:30.073271,"(5.0, 5.7, 5.6141104294478525)","(3.1, 3.7, 3.695945945945946)","(61.0, 110.0, 110.0)","(4.2, 5.0, 4.870588235294117)","(41.0, 70.0, 66.25)","(5.5, 7.4, 7.270634920634921)","(26.0, 32.0, 29.933333333333334)","(7.0, 8.2, 8.07292817679558)","(101.0, 370.0, 350.0)","(41.0, 55.0, 58.25)","(71.0, 130.0, 123.33333333333333)"
14-12-2022 19:13:31.409269,"(5.0, 5.7, 5.6141104294478525)","(3.1, 3.7, 3.695945945945946)","(61.0, 120.0, 110.0)","(4.2, 5.0, 4.870588235294117)","(41.0, 70.0, 66.25)","(5.5, 7.4, 7.270634920634921)","(26.0, 30.0, 29.933333333333334)","(7.0, 8.2, 8.07292817679558)","(101.0, 370.0, 350.0)","(41.0, 60.0, 56.31578947368421)","(71.0, 130.0, 117.85714285714286)"
14-12-2022 19:13:32.834191,"(5.0, 5.7, 5.6174193548387095)","(3.1, 3.7, 3.6972222222222224)","(61.0, 110.0, 108.0)","(4.2, 5.0, 4.869306930693069)","(41.0, 70.0, 68.33333333333333)","(5.5, 7.4, 7.255752212389381)","(26.0, 30.0, 29.685714285714287)","(7.0, 8.2, 8.07810650887574)","(101.0, 370.0, 350.0)","(41.0, 60.0, 52.0)","(71.0, 120.0, 117.0)"
14-12-2022 19:13:34.295099,"(5.0, 5.8, 5.72)","(3.1, 3.7, 3.6973469387755102)","(61.0, 110.0, 108.0)","(4.2, 4.9, 4.876923076923077)","(41.0, 70.0, 68.33333333333333)","(5.5, 7.4, 7.255752212389381)","(26.0, 30.0, 29.685714285714287)","(7.0, 8.2, 8.038683127572016)","(101.0, 370.0, 350.0)","(41.0, 60.0, 57.0)","(71.0, 120.0, 117.85714285714286)"
14-12-2022 19:13:35.792608,"(5.0, 5.8, 5.743703703703703)","(3.1, 3.75, 3.7446938775510206)","(61.0, 110.0, 108.0)","(4.2, 4.8, 4.759876543209876)","(41.0, 70.0, 67.85714285714286)","(5.5, 7.4, 7.255752212389381)","(26.0, 30.0, 29.615384615384617)","(7.0, 8.2, 8.038842975206611)","(101.0, 370.0, 350.0)","(41.0, 60.0, 57.6)","(71.0, 120.0, 117.85714285714286)"
14-12-2022 19:13:37.107941,"(5.0, 5.9, 5.8173076923076925)","(3.1, 3.75, 3.7368)","(61.0, 110.0, 108.0)","(4.2, 4.8, 4.734343434343434)","(41.0, 70.0, 67.85714285714286)","(5.5, 7.4, 7.249074074074074)","(26.0, 30.0, 29.615384615384617)","(7.0, 8.2, 8.053012048192771)","(101.0, 370.0, 350.0)","(41.0, 60.0, 57.1764705882353)","(71.0, 120.0, 118.0)"
14-12-2022 19:13:38.367954,"(5.0, 5.9, 5.813157894736842)","(3.1, 3.75, 3.7379194630872483)","(61.0, 110.0, 108.0)","(4.2, 4.8, 4.747058823529412)","(41.0, 70.0, 67.85714285714286)","(5.5, 7.4, 7.249074074074074)","(26.0, 30.0, 29.615384615384617)","(7.0, 8.2, 8.053012048192771)","(101.0, 370.0, 350.0)","(41.0, 60.0, 57.1764705882353)","(71.0, 120.0, 115.0)"
14-12-2022 19:13:39.620134,"(5.0, 5.8, 5.768571428571429)","(3.1, 3.75, 3.7464285714285714)","(61.0, 110.0, 108.0)","(4.2, 4.8, 4.733333333333333)","(41.0, 70.0, 67.85714285714286)","(5.5, 7.6, 7.4672897196261685)","(26.0, 29.0, 28.805555555555557)","(7.0, 8.2, 8.053012048192771)","(101.0, 370.0, 350.0)","(41.0, 60.0, 57.1764705882353)","(71.0, 120.0, 117.0)"
14-12-2022 19:13:40.848228,"(5.0, 5.8, 5.766153846153846)","(3.1, 3.8, 3.7945075757575757)","(61.0, 110.0, 107.5)","(4.2, 4.8, 4.710204081632653)","(41.0, 70.0, 67.85714285714286)","(5.5, 7.6, 7.4672897196261685)","(26.0, 29.0, 28.74074074074074)","(7.0, 8.2, 7.961165048543689)","(101.0, 380.0, 338.75)","(41.0, 60.0, 49.714285714285715)","(71.0, 120.0, 117.0)"
14-12-2022 19:13:42.057907,"(5.0, 5.8, 5.76140350877193)","(3.1, 3.85, 3.82)","(61.0, 110.0, 107.5)","(4.2, 4.8, 4.706382978723404)","(41.0, 70.0, 67.85714285714286)","(5.5, 7.6, 7.515274949083503)","(26.0, 29.0, 28.526315789473685)","(7.0, 8.0, 7.961165048543689)","(101.0, 400.0, 338.75)","(41.0, 60.0, 49.714285714285715)","(71.0, 120.0, 117.0)"
14-12-2022 19:13:43.270424,"(5.0, 5.8, 5.768115942028985)","(3.1, 3.85, 3.8344827586206898)","(61.0, 110.0, 107.5)","(4.2, 4.7, 4.663235294117647)","(41.0, 70.0, 67.85714285714286)","(5.5, 7.6, 7.537897310513447)","(26.0, 28.0, 27.625)","(7.0, 8.0, 7.970454545454546)","(101.0, 400.0, 344.0)","(41.0, 60.0, 50.666666666666664)","(71.0, 120.0, 115.0)"
14-12-2022 19:13:44.516213,"(5.0, 5.8, 5.768115942028985)","(3.1, 3.9, 3.8686746987951808)","(61.0, 110.0, 107.5)","(4.2, 4.7, 4.639024390243902)","(41.0, 70.0, 68.42105263157895)","(5.5, 7.6, 7.527944572748268)","(26.0, 28.0, 27.76)","(7.0, 8.0, 7.970454545454546)","(101.0, 400.0, 344.0)","(41.0, 60.0, 49.5)","(71.0, 120.0, 115.0)"
14-12-2022 19:13:45.816523,"(5.0, 5.7, 5.672881355932203)","(3.1, 3.95, 3.8974576271186443)","(61.0, 110.0, 107.5)","(4.2, 4.7, 4.611888111888112)","(41.0, 70.0, 68.42105263157895)","(5.5, 7.6, 7.527944572748268)","(26.0, 28.0, 27.76)","(7.0, 8.0, 7.961194029850747)","(101.0, 400.0, 344.0)","(41.0, 60.0, 51.6)","(71.0, 120.0, 98.75)"
14-12-2022 19:13:47.421256,"(5.0, 5.7, 5.651515151515151)","(3.1, 3.95, 3.898)","(61.0, 110.0, 107.5)","(4.2, 4.7, 4.6045454545454545)","(41.0, 70.0, 68.42105263157895)","(5.5, 7.6, 7.527944572748268)","(21.0, 28.0, 27.76)","(7.0, 8.0, 7.961194029850747)","(101.0, 400.0, 335.8333333333333)","(41.0, 60.0, 53.53846153846154)","(71.0, 100.0, 104.0)"
14-12-2022 19:13:48.813785,"(5.0, 5.7, 5.67037037037037)","(3.1, 3.95, 3.905072463768116)","(61.0, 110.0, 107.77777777777777)","(4.2, 4.7, 4.6015625)","(41.0, 70.0, 68.42105263157895)","(5.5, 7.6, 7.523039215686275)","(21.0, 28.0, 27.76)","(7.0, 8.0, 7.9107692307692306)","(101.0, 400.0, 338.75)","(41.0, 60.0, 53.53846153846154)","(71.0, 110.0, 105.58823529411765)"
14-12-2022 19:13:50.274363,"(5.0, 5.7, 5.67037037037037)","(3.1, 3.95, 3.9053956834532375)","(61.0, 110.0, 107.77777777777777)","(4.2, 4.7, 4.6015625)","(41.0, 70.0, 68.42105263157895)","(5.5, 7.6, 7.522084367245657)","(21.0, 28.0, 27.76)","(7.0, 8.0, 7.9107692307692306)","(101.0, 400.0, 338.75)","(41.0, 60.0, 53.53846153846154)","(71.0, 110.0, 103.75)"
14-12-2022 19:13:51.692041,"(5.0, 5.7, 5.67037037037037)","(3.1, 3.95, 3.8956140350877195)","(61.0, 110.0, 107.77777777777777)","(4.2, 4.7, 4.65)","(41.0, 70.0, 68.57142857142857)","(5.5, 7.6, 7.524700239808153)","(21.0, 28.0, 27.785714285714285)","(7.0, 8.0, 7.9447368421052635)","(101.0, 400.0, 335.8333333333333)","(41.0, 60.0, 54.4)","(71.0, 110.0, 103.57142857142857)"
14-12-2022 19:13:53.186122,"(5.0, 5.8, 5.692682926829268)","(3.1, 3.95, 3.9151785714285716)","(61.0, 110.0, 108.18181818181819)","(4.2, 4.6, 4.598387096774193)","(41.0, 70.0, 68.57142857142857)","(5.5, 7.6, 7.524700239808153)","(21.0, 28.0, 27.916666666666668)","(7.0, 8.0, 7.95483870967742)","(101.0, 400.0, 338.75)","(41.0, 60.0, 48.7)","(71.0, 110.0, 103.57142857142857)"
14-12-2022 19:13:54.672762,"(5.0, 5.7, 5.647692307692307)","(3.1, 4.0, 3.9792553191489364)","(61.0, 110.0, 108.18181818181819)","(4.2, 4.6, 4.620253164556962)","(41.0, 70.0, 68.5)","(5.5, 7.6, 7.528132387706855)","(21.0, 28.0, 27.916666666666668)","(7.0, 8.0, 7.95483870967742)","(101.0, 400.0, 338.75)","(41.0, 55.0, 47.58620689655172)","(71.0, 110.0, 98.75)"
14-12-2022 19:13:56.202373,"(5.0, 5.5, 5.482291666666667)","(3.1, 4.1, 4.023655913978494)","(61.0, 110.0, 100.0)","(4.2, 4.7, 4.586585365853658)","(41.0, 70.0, 68.57142857142857)","(5.5, 7.6, 7.525853658536585)","(21.0, 28.0, 27.916666666666668)","(7.0, 8.0, 7.95483870967742)","(101.0, 400.0, 338.75)","(41.0, 48.0, 49.37931034482759)","(71.0, 110.0, 99.28571428571429)"
14-12-2022 19:13:57.662836,"(5.0, 5.6, 5.50126582278481)","(3.1, 4.1, 4.026455026455026)","(61.0, 110.0, 105.0)","(4.2, 4.6, 4.585987261146497)","(41.0, 70.0, 68.33333333333333)","(5.5, 7.6, 7.528301886792453)","(21.0, 28.0, 27.92)","(7.0, 8.0, 7.959259259259259)","(101.0, 400.0, 341.6666666666667)","(41.0, 50.0, 47.65714285714286)","(71.0, 110.0, 76.25)"
14-12-2022 19:13:59.022910,"(5.0, 5.6, 5.50126582278481)","(3.1, 4.1, 4.036818181818182)","(61.0, 110.0, 96.11111111111111)","(4.2, 4.6, 4.588271604938272)","(41.0, 70.0, 68.33333333333333)","(5.5, 7.6, 7.528301886792453)","(21.0, 28.0, 27.92)","(7.0, 8.0, 7.959259259259259)","(101.0, 400.0, 353.3333333333333)","(41.0, 48.0, 47.57142857142857)","(71.0, 80.0, 89.58333333333333)"
14-12-2022 19:14:00.326249,"(5.0, 5.6, 5.52741935483871)","(3.3, 4.1, 4.036818181818182)","(71.0, 110.0, 96.11111111111111)","(4.2, 4.7, 4.588271604938272)","(41.0, 70.0, 68.33333333333333)","(6.0, 7.6, 7.528301886792453)","(21.0, 28.0, 27.92)","(7.0, 8.0, 7.958260869565217)","(101.0, 400.0, 353.3333333333333)","(41.0, 48.0, 47.57142857142857)","(71.0, 100.0, 94.0)"
14-12-2022 19:14:01.711148,"(5.0, 5.6, 5.5069306930693065)","(3.3, 4.1, 4.029533678756477)","(71.0, 110.0, 96.11111111111111)","(4.2, 4.7, 4.620960698689956)","(41.0, 70.0, 69.375)","(6.0, 7.6, 7.525961538461538)","(21.0, 28.0, 27.90909090909091)","(7.0, 8.0, 7.939285714285714)","(101.0, 400.0, 353.3333333333333)","(41.0, 48.0, 46.5)","(71.0, 100.0, 93.33333333333333)"
14-12-2022 19:14:03.185353,"(5.0, 5.6, 5.5069306930693065)","(3.3, 4.1, 4.039555555555555)","(71.0, 110.0, 87.5)","(4.2, 4.6, 4.590155440414508)","(41.0, 75.0, 72.77777777777777)","(6.0, 7.6, 7.520710059171598)","(21.0, 28.0, 27.92)","(7.0, 8.0, 7.772222222222222)","(101.0, 400.0, 353.3333333333333)","(41.0, 48.0, 47.625)","(71.0, 95.0, 93.5)"
14-12-2022 19:14:04.584947,"(5.0, 5.6, 5.546478873239437)","(3.3, 4.1, 4.051801801801802)","(71.0, 100.0, 87.5)","(4.2, 4.6, 4.590155440414508)","(41.0, 75.0, 69.28571428571429)","(6.0, 7.6, 7.344910179640719)","(21.0, 28.0, 27.65714285714286)","(7.0, 7.8, 7.77956204379562)","(101.0, 400.0, 370.0)","(41.0, 48.0, 47.625)","(71.0, 95.0, 85.0)"
14-12-2022 19:14:05.938397,"(5.0, 5.5, 5.431294964028777)","(3.3, 4.2, 4.12073732718894)","(71.0, 85.0, 81.42857142857143)","(4.2, 4.7, 4.613145539906103)","(41.0, 75.0, 69.28571428571429)","(6.0, 7.4, 7.344910179640719)","(21.0, 28.0, 27.65714285714286)","(7.0, 7.8, 7.77956204379562)","(101.0, 400.0, 370.0)","(41.0, 48.0, 47.625)","(71.0, 90.0, 85.0)"
14-12-2022 19:14:07.285910,"(5.0, 5.3, 5.276027397260274)","(3.3, 4.2, 4.148148148148148)","(71.0, 85.0, 82.22222222222223)","(4.2, 4.8, 4.71)","(41.0, 75.0, 71.66666666666667)","(6.0, 7.6, 7.43298969072165)","(21.0, 27.0, 26.51063829787234)","(7.0, 8.0, 7.792753623188406)","(101.0, 400.0, 375.0)","(41.0, 48.0, 52.63157894736842)","(71.0, 95.0, 92.22222222222223)"
14-12-2022 19:14:08.699175,"(5.0, 5.3, 5.2214285714285715)","(3.3, 4.2, 4.159774436090226)","(71.0, 85.0, 81.36363636363636)","(4.2, 4.8, 4.747191011235955)","(41.0, 75.0, 73.57142857142857)","(6.0, 7.6, 7.425414364640885)","(21.0, 27.0, 26.51063829787234)","(7.0, 7.8, 7.792753623188406)","(101.0, 400.0, 375.0)","(41.0, 55.0, 48.666666666666664)","(71.0, 95.0, 93.63636363636364)"
14-12-2022 19:14:10.084644,"(5.0, 5.2, 5.186764705882353)","(3.3, 4.2, 4.165107913669065)","(61.0, 85.0, 81.15384615384616)","(4.2, 4.8, 4.761440677966101)","(41.0, 75.0, 74.0909090909091)","(6.0, 7.6, 7.343089430894309)","(21.0, 27.0, 26.555555555555557)","(7.0, 8.0, 7.840160642570281)","(101.0, 420.0, 385.0)","(41.0, 50.0, 48.666666666666664)","(71.0, 95.0, 92.85714285714286)"
14-12-2022 19:14:11.506502,"(5.0, 5.2, 5.126865671641791)","(3.3, 4.2, 4.164727272727273)","(61.0, 85.0, 81.36363636363636)","(4.2, 4.9, 4.972067039106145)","(41.0, 75.0, 74.28571428571429)","(6.0, 7.4, 7.030769230769231)","(21.0, 27.0, 26.75)","(7.0, 8.0, 7.873248407643312)","(101.0, 420.0, 385.0)","(41.0, 50.0, 48.18181818181818)","(71.0, 100.0, 94.0)"
14-12-2022 19:14:12.889056,"(5.0, 5.1, 5.093801652892561)","(3.4, 4.2, 4.168827160493827)","(61.0, 85.0, 82.14285714285714)","(4.2, 5.0, 4.972067039106145)","(41.0, 75.0, 74.28571428571429)","(6.0, 7.2, 7.030769230769231)","(21.0, 27.0, 26.705882352941178)","(7.0, 8.0, 7.893280632411067)","(101.0, 420.0, 385.0)","(41.0, 50.0, 47.523809523809526)","(71.0, 100.0, 94.4)"
14-12-2022 19:14:14.303869,"(5.0, 5.1, 5.087980769230769)","(3.4, 4.2, 4.169875776397515)","(61.0, 85.0, 82.33333333333333)","(4.2, 5.2, 5.134814814814814)","(41.0, 75.0, 74.375)","(6.0, 7.0, 6.82)","(21.0, 28.0, 27.285714285714285)","(7.0, 8.0, 7.891129032258064)","(101.0, 420.0, 396.6666666666667)","(41.0, 50.0, 47.523809523809526)","(71.0, 100.0, 89.44444444444444)"
14-12-2022 19:14:15.669317,"(4.8, 5.1, 5.087980769230769)","(3.4, 4.2, 4.16367816091954)","(61.0, 85.0, 82.05882352941177)","(4.2, 5.2, 5.155555555555556)","(41.0, 80.0, 79.90566037735849)","(6.0, 6.6, 6.595652173913043)","(21.0, 28.0, 27.285714285714285)","(7.0, 8.0, 7.888627450980392)","(101.0, 420.0, 380.0)","(41.0, 50.0, 47.523809523809526)","(71.0, 95.0, 89.44444444444444)"
14-12-2022 19:14:17.080658,"(4.8, 5.1, 5.08755980861244)","(3.4, 4.2, 4.183769633507853)","(61.0, 85.0, 83.88888888888889)","(4.2, 5.3, 5.185294117647058)","(41.0, 80.0, 79.72222222222223)","(6.0, 6.6, 6.50126582278481)","(21.0, 28.0, 27.285714285714285)","(7.0, 8.0, 7.891603053435114)","(101.0, 420.0, 380.0)","(41.0, 50.0, 47.73913043478261)","(71.0, 95.0, 89.44444444444444)"
14-12-2022 19:14:18.497635,"(4.8, 5.1, 5.098952879581152)","(3.4, 4.3, 4.227906976744186)","(61.0, 90.0, 86.66666666666667)","(4.2, 5.3, 5.180808080808081)","(41.0, 80.0, 79.73214285714286)","(6.0, 6.6, 6.440740740740741)","(21.0, 28.0, 28.103448275862068)","(7.0, 8.0, 8.050434782608695)","(101.0, 420.0, 368.57142857142856)","(41.0, 50.0, 44.74074074074074)","(71.0, 95.0, 100.35714285714286)"
14-12-2022 19:14:19.877792,"(4.8, 5.0, 4.936734693877551)","(3.4, 4.3, 4.283489096573208)","(61.0, 130.0, 120.45454545454545)","(4.2, 5.2, 5.162345679012346)","(41.0, 85.0, 82.06521739130434)","(6.0, 6.6, 6.442)","(21.0, 29.0, 28.147540983606557)","(7.0, 8.2, 8.063934426229508)","(101.0, 420.0, 375.0)","(41.0, 46.0, 44.827586206896555)","(71.0, 110.0, 102.5)"
14-12-2022 19:14:21.339218,"(4.8, 5.0, 4.939864864864865)","(3.4, 4.3, 4.290322580645161)","(61.0, 130.0, 123.8235294117647)","(4.4, 5.1, 5.047682119205298)","(41.0, 85.0, 80.78125)","(6.0, 6.6, 6.492307692307692)","(21.0, 29.0, 28.31578947368421)","(6.5, 8.2, 8.122388059701493)","(101.0, 420.0, 385.0)","(41.0, 46.0, 43.36666666666667)","(71.0, 110.0, 104.375)"
14-12-2022 19:14:22.836666,"(4.8, 5.0, 4.948543689320388)","(3.5, 4.4, 4.317004048582996)","(61.0, 130.0, 115.71428571428572)","(4.4, 5.1, 5.047540983606557)","(41.0, 85.0, 80.78125)","(6.0, 6.6, 6.450877192982456)","(21.0, 29.0, 28.36111111111111)","(7.0, 8.2, 8.12390243902439)","(101.0, 410.0, 385.0)","(41.0, 44.0, 43.391304347826086)","(71.0, 110.0, 100.625)"
14-12-2022 19:14:24.297847,"(4.8, 5.0, 5.114093959731544)","(3.5, 4.4, 4.323404255319149)","(61.0, 120.0, 107.5)","(4.4, 5.1, 4.97025641025641)","(41.0, 85.0, 80.80645161290323)","(6.0, 6.6, 6.363492063492064)","(21.0, 29.0, 28.333333333333332)","(7.0, 8.2, 8.12390243902439)","(101.0, 410.0, 385.0)","(41.0, 44.0, 42.93023255813954)","(71.0, 110.0, 100.625)"
14-12-2022 19:14:25.622465,"(4.8, 5.2, 5.114093959731544)","(3.5, 4.4, 4.323404255319149)","(71.0, 120.0, 107.5)","(4.4, 5.0, 4.984862385321101)","(41.0, 85.0, 81.17647058823529)","(6.0, 6.4, 6.347096774193549)","(21.0, 29.0, 25.010526315789473)","(7.0, 8.2, 8.265853658536585)","(101.0, 410.0, 385.0)","(41.0, 44.0, 43.21052631578947)","(71.0, 110.0, 102.05882352941177)"
14-12-2022 19:14:27.002072,"(4.8, 5.2, 5.107692307692307)","(3.5, 4.4, 4.326315789473684)","(71.0, 120.0, 111.0)","(4.4, 5.0, 4.952941176470588)","(41.0, 85.0, 81.57894736842105)","(6.0, 6.4, 6.358947368421053)","(21.0, 26.0, 24.86046511627907)","(7.0, 8.4, 8.527659574468085)","(101.0, 410.0, 385.0)","(41.0, 44.0, 42.91525423728814)","(71.0, 110.0, 102.5)"
14-12-2022 19:14:28.325360,"(4.8, 5.2, 5.107692307692307)","(3.5, 4.4, 4.326315789473684)","(71.0, 120.0, 111.0)","(4.4, 5.0, 4.952941176470588)","(41.0, 85.0, 81.57894736842105)","(6.0, 6.4, 6.358947368421053)","(21.0, 25.0, 24.86046511627907)","(7.0, 8.6, 8.527659574468085)","(101.0, 410.0, 385.0)","(41.0, 44.0, 42.91525423728814)","(71.0, 110.0, 102.5)"
