,Sunset Tara,Body Slam,Fried Giblet,Intruder,Zinger Giblet,Shes Magical
08-01-2023 16:06:24.812283,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:25.880040,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:26.949681,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:27.949405,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:29.097201,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:30.142580,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:31.223635,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:32.308605,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:33.230470,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:34.344146,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:35.368566,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:36.431540,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:37.578737,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:38.570692,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:39.570291,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:40.647238,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:41.571837,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:42.601764,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:43.643242,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:44.643001,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:45.681289,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:46.743141,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:47.711966,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:48.795075,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:49.808186,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:50.822237,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:51.907269,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.4, 5.0)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:52.878972,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:53.935807,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:54.901498,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:55.906309,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(6.5, 13.0, 11.114285714285714)","(1.9, 2.32, 2.023846153846154)"
08-01-2023 16:06:56.964333,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:06:57.920377,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:06:58.996226,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.4, 5.0)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:06:59.994954,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.4, 5.0)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:00.920359,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.4, 5.0)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:02.000679,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.4, 5.0)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:03.051283,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.4, 5.0)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:04.048033,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.4, 5.0)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:05.137308,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.4, 5.0)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:06.109370,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.4, 5.0)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:07.105832,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.4, 5.0)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:08.306165,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.4, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:09.324714,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:10.359980,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:11.617610,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:12.558364,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:13.725585,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:14.783609,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:15.833701,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:16.885854,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:17.907894,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:18.899745,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:19.856887,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:20.901918,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:21.948369,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:22.905537,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:23.936010,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:24.936123,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:25.992229,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:27.083565,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.023846153846154)"
08-01-2023 16:07:27.990897,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.32, 2.0433333333333334)"
08-01-2023 16:07:29.027743,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:30.075657,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:31.027859,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:32.079754,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:33.100463,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:34.054564,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:35.089021,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:36.090927,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:36.956301,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:37.962544,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:38.941620,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:39.915336,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:40.877320,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:41.782426,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:42.760051,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:43.735803,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:44.678055,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:45.624185,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:46.540233,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:47.505387,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:48.486160,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:49.409808,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:50.302651,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:51.253481,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:52.214412,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:53.208595,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:54.195202,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:55.049161,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:56.022616,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:56.991156,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:57.968850,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:58.955716,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:07:59.876340,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:08:00.859474,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:08:01.868330,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:08:02.763915,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:08:03.694780,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:08:04.648360,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:08:05.574286,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:08:06.594575,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:08:07.664144,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
08-01-2023 16:08:08.577371,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.571428571428571)","(6.0, 12.0, 8.0)","(5.5, 9.8, 8.600000000000001)","(7.0, 13.0, 11.114285714285714)","(1.85, 2.3, 2.0433333333333334)"
