,The Ringmaster,Jogalong Blue,Stilton,Zacharooni,Laker,Im Freyja,Booker Bay,Major Gnp Nz,Manic Mia,Barrys Brother
15-12-2022 14:03:07.480907,"(31.0, 110.0, 88.85714285714286)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 21.166666666666668)","(7.0, 14.5, 12.733333333333333)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 5.2, 4.720000000000001)","(1.9, 99999, 99990)","(101.0, 900.0, 670.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:08.762104,"(31.0, 110.0, 88.85714285714286)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 21.166666666666668)","(7.0, 14.5, 12.733333333333333)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 5.2, 4.720000000000001)","(1.9, 99999, 99990)","(101.0, 900.0, 670.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:10.079006,"(31.0, 110.0, 86.28571428571429)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 21.166666666666668)","(7.0, 14.5, 12.733333333333333)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 5.2, 4.720000000000001)","(1.9, 99999, 99990)","(101.0, 900.0, 670.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:11.382636,"(31.0, 110.0, 86.28571428571429)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 21.166666666666668)","(7.0, 14.5, 12.733333333333333)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 5.2, 4.76)","(1.9, 99999, 99990)","(101.0, 900.0, 670.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:12.617116,"(31.0, 110.0, 86.28571428571429)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 21.166666666666668)","(7.0, 14.5, 12.733333333333333)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 5.2, 4.82)","(1.9, 99999, 99990)","(101.0, 900.0, 670.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:13.917348,"(31.0, 110.0, 86.28571428571429)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 21.166666666666668)","(7.0, 14.5, 12.733333333333333)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 5.3, 4.82)","(1.9, 99999, 99990)","(101.0, 900.0, 670.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:15.318629,"(31.0, 110.0, 86.28571428571429)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 21.166666666666668)","(7.0, 14.5, 12.733333333333333)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 5.3, 4.82)","(1.9, 99999, 99990)","(101.0, 900.0, 670.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:16.737357,"(31.0, 110.0, 86.28571428571429)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 21.166666666666668)","(7.0, 14.5, 12.733333333333333)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 5.3, 4.82)","(1.9, 99999, 99990)","(101.0, 900.0, 670.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:18.158322,"(31.0, 110.0, 86.28571428571429)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 21.166666666666668)","(7.0, 14.5, 12.733333333333333)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 5.3, 4.82)","(1.9, 99999, 99990)","(101.0, 900.0, 670.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:19.518653,"(31.0, 110.0, 86.28571428571429)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 21.166666666666668)","(7.0, 14.5, 11.1)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 5.3, 4.541935483870968)","(1.9, 99999, 99990)","(101.0, 900.0, 670.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:20.844217,"(31.0, 110.0, 86.28571428571429)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 21.166666666666668)","(7.0, 14.5, 11.1)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 5.4, 5.066666666666666)","(1.9, 99999, 99990)","(101.0, 900.0, 670.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:22.188280,"(31.0, 110.0, 86.28571428571429)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 21.166666666666668)","(7.0, 14.5, 11.1)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 5.3, 3.8823529411764706)","(1.9, 99999, 99990)","(101.0, 900.0, 670.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:23.466273,"(31.0, 110.0, 86.28571428571429)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 21.166666666666668)","(7.0, 14.5, 11.1)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 5.2, 4.5)","(1.9, 99999, 99990)","(101.0, 900.0, 670.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:24.838307,"(31.0, 110.0, 86.28571428571429)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 21.166666666666668)","(7.0, 14.5, 11.1)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 5.1, 3.847058823529412)","(1.9, 99999, 99990)","(101.0, 900.0, 670.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:26.084600,"(31.0, 110.0, 86.28571428571429)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 21.166666666666668)","(7.0, 14.5, 11.1)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 5.0, 4.85)","(1.9, 99999, 99990)","(101.0, 900.0, 670.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:27.325386,"(31.0, 110.0, 86.28571428571429)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 21.166666666666668)","(7.0, 14.5, 11.1)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 5.0, 3.9)","(1.9, 99999, 99990)","(101.0, 900.0, 492.5)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:28.596753,"(31.0, 110.0, 86.28571428571429)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 25.6)","(7.0, 14.5, 11.1)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 4.8, 4.225)","(1.9, 99999, 99990)","(101.0, 890.0, 584.2307692307693)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:29.772409,"(31.0, 110.0, 84.66666666666666)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 25.6)","(7.0, 14.5, 11.1)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 4.8, 4.225)","(1.9, 99999, 99990)","(101.0, 890.0, 723.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:30.986918,"(31.0, 110.0, 84.66666666666666)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 25.6)","(7.0, 14.5, 11.1)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 4.8, 3.81875)","(1.9, 99999, 99990)","(101.0, 880.0, 723.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:32.183696,"(31.0, 110.0, 84.66666666666666)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 25.6)","(7.0, 14.5, 11.1)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 5.0, 3.81875)","(1.9, 99999, 99990)","(101.0, 880.0, 723.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:33.369366,"(31.0, 110.0, 84.66666666666666)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 25.6)","(7.0, 14.5, 11.1)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 5.0, 4.793333333333334)","(1.9, 99999, 99990)","(101.0, 880.0, 723.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:34.653123,"(31.0, 110.0, 84.66666666666666)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 25.6)","(7.0, 14.5, 11.1)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 4.9, 3.80625)","(1.9, 99999, 99990)","(101.0, 880.0, 715.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:35.957109,"(31.0, 110.0, 84.66666666666666)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 25.6)","(7.0, 14.5, 11.1)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 4.9, 4.800000000000001)","(1.9, 99999, 99990)","(101.0, 870.0, 707.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:37.286698,"(31.0, 110.0, 84.66666666666666)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 25.6)","(7.0, 14.5, 11.1)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 4.9, 3.814285714285714)","(1.9, 99999, 99990)","(101.0, 860.0, 707.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:38.674124,"(31.0, 110.0, 84.66666666666666)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 25.6)","(7.0, 14.5, 11.1)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 4.8, 3.814285714285714)","(1.9, 99999, 99990)","(101.0, 860.0, 707.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:40.031114,"(31.0, 110.0, 84.66666666666666)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 25.6)","(7.0, 14.5, 11.1)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 4.8, 3.8115384615384613)","(1.9, 99999, 99990)","(101.0, 860.0, 707.0)","(41.0, 130.0, 103.14285714285714)"
15-12-2022 14:03:41.443987,"(31.0, 110.0, 84.66666666666666)","(4.4, 7.4, 6.6000000000000005)","(18.0, 48.0, 25.6)","(7.0, 14.5, 11.95)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 4.7, 4.612)","(1.9, 99999, 99990)","(101.0, 860.0, 699.0)","(41.0, 130.0, 68.66666666666667)"
15-12-2022 14:03:42.773751,"(31.0, 110.0, 60.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 48.0, 25.6)","(7.0, 14.5, 11.95)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 4.7, 4.1)","(1.9, 99999, 99990)","(101.0, 850.0, 699.0)","(41.0, 130.0, 68.66666666666667)"
15-12-2022 14:03:44.068021,"(31.0, 110.0, 60.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 48.0, 25.6)","(7.0, 14.5, 11.95)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 4.6, 4.507692307692308)","(1.9, 99999, 99990)","(101.0, 850.0, 691.0)","(41.0, 130.0, 68.66666666666667)"
15-12-2022 14:03:45.353395,"(31.0, 110.0, 60.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 48.0, 25.6)","(7.0, 14.5, 11.95)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 4.6, 4.507692307692308)","(1.9, 99999, 99990)","(101.0, 840.0, 691.0)","(41.0, 130.0, 68.66666666666667)"
15-12-2022 14:03:46.563938,"(31.0, 110.0, 60.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 48.0, 25.6)","(7.0, 14.5, 11.95)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 39.0)","(3.8, 4.6, 4.173913043478261)","(1.9, 99999, 99990)","(101.0, 840.0, 691.0)","(41.0, 130.0, 68.66666666666667)"
15-12-2022 14:03:47.842856,"(31.0, 110.0, 60.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 48.0, 35.2)","(7.0, 14.5, 11.95)","(81.0, 550.0, 446.0)","(21.0, 90.0, 43.0)","(3.8, 4.7, 4.542857142857143)","(1.9, 99999, 99990)","(101.0, 840.0, 683.0)","(41.0, 130.0, 65.33333333333333)"
15-12-2022 14:03:49.130023,"(31.0, 100.0, 57.33333333333333)","(4.4, 7.4, 5.56)","(18.0, 46.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 540.0, 446.0)","(21.0, 85.0, 43.0)","(3.8, 4.7, 4.175)","(1.9, 99999, 99990)","(101.0, 830.0, 675.0)","(41.0, 120.0, 62.0)"
15-12-2022 14:03:50.471528,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 540.0, 446.0)","(21.0, 85.0, 43.0)","(3.8, 4.7, 4.825)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:03:51.787420,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 540.0, 446.0)","(21.0, 85.0, 43.0)","(3.8, 5.0, 4.751282051282051)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:03:53.074738,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 540.0, 438.0)","(21.0, 85.0, 31.666666666666664)","(3.8, 4.9, 4.010227272727272)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:03:54.375923,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 530.0, 438.0)","(21.0, 80.0, 31.666666666666664)","(3.8, 4.9, 4.793548387096774)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:03:55.653334,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 530.0, 430.0)","(21.0, 80.0, 39.66666666666667)","(3.8, 4.8, 3.6257575757575755)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:03:57.045992,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 520.0, 430.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 4.8, 4.839583333333334)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:03:58.314631,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 520.0, 430.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 4.9, 4.839583333333334)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:03:59.622019,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 520.0, 430.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 4.9, 3.775)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:00.892663,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 520.0, 430.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 5.0, 4.8875)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:02.225601,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 520.0, 430.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 4.9, 3.7625)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:03.560553,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 520.0, 430.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 4.9, 4.226923076923077)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:04.820777,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 520.0, 422.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 4.9, 4.226923076923077)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:06.036477,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 510.0, 414.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 4.9, 4.273076923076923)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:07.266252,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 500.0, 414.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 5.0, 4.9)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:08.533637,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 500.0, 414.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 5.0, 4.806666666666667)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:09.847464,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 500.0, 414.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 4.9, 4.806666666666667)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:11.210655,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 500.0, 414.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 4.9, 5.733333333333333)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:12.595013,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 500.0, 414.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 7.6, 7.0625)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:14.017715,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 500.0, 414.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 7.4, 7.112500000000001)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:15.407251,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 500.0, 414.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 7.4, 7.15)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:16.749446,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 500.0, 414.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 7.4, 5.5826086956521745)","(1.9, 99999, 99990)","(101.0, 820.0, 675.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:18.051694,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 10.857142857142858)","(81.0, 500.0, 414.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 5.7, 6.633333333333334)","(1.9, 99999, 99990)","(101.0, 820.0, 667.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:19.292052,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.355555555555555)","(18.0, 44.0, 32.8)","(7.0, 14.5, 10.857142857142858)","(81.0, 500.0, 414.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 7.2, 5.836363636363636)","(1.9, 99999, 99990)","(101.0, 810.0, 667.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:20.571441,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.355555555555555)","(18.0, 44.0, 32.8)","(7.0, 14.5, 11.95)","(81.0, 500.0, 414.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 5.9, 6.92)","(1.9, 99999, 99990)","(101.0, 810.0, 659.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:21.866792,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 14.5, 13.04)","(81.0, 500.0, 414.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 7.2, 7.0125)","(1.9, 99999, 99990)","(101.0, 800.0, 659.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:23.190284,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.355555555555555)","(18.0, 44.0, 32.8)","(7.0, 18.5, 11.55)","(81.0, 500.0, 414.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 7.2, 5.8125)","(1.9, 99999, 99990)","(101.0, 800.0, 659.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:24.500674,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.355555555555555)","(18.0, 44.0, 32.8)","(7.0, 18.0, 10.872727272727273)","(81.0, 500.0, 414.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 5.9, 7.025)","(1.9, 99999, 99990)","(101.0, 800.0, 659.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:25.805498,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.355555555555555)","(18.0, 44.0, 32.8)","(7.0, 17.5, 10.872727272727273)","(81.0, 500.0, 414.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 7.2, 5.9)","(1.9, 99999, 99990)","(101.0, 800.0, 659.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:27.054865,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.355555555555555)","(18.0, 44.0, 32.8)","(7.0, 17.0, 11.3)","(81.0, 500.0, 414.0)","(21.0, 75.0, 39.66666666666667)","(3.8, 6.0, 5.9125)","(1.9, 99999, 99990)","(101.0, 800.0, 659.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:28.427307,"(31.0, 95.0, 80.25)","(4.4, 7.4, 5.355555555555555)","(18.0, 44.0, 32.8)","(7.0, 17.0, 11.3)","(81.0, 490.0, 398.0)","(21.0, 70.0, 36.333333333333336)","(3.8, 7.2, 7.050000000000001)","(1.9, 99999, 99990)","(101.0, 800.0, 659.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:30.136323,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.355555555555555)","(18.0, 44.0, 32.8)","(7.0, 17.0, 11.175)","(81.0, 480.0, 398.0)","(21.0, 65.0, 36.333333333333336)","(3.8, 7.2, 6.485714285714286)","(1.9, 99999, 99990)","(101.0, 800.0, 651.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:31.652941,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.355555555555555)","(18.0, 44.0, 32.8)","(7.0, 16.5, 11.05)","(81.0, 480.0, 398.0)","(21.0, 65.0, 36.333333333333336)","(3.8, 7.2, 6.485714285714286)","(1.9, 99999, 99990)","(101.0, 790.0, 643.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:33.229280,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 16.0, 12.04)","(81.0, 480.0, 398.0)","(21.0, 65.0, 36.333333333333336)","(3.8, 7.2, 7.050000000000001)","(1.9, 99999, 99990)","(101.0, 780.0, 643.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:34.641219,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.355555555555555)","(18.0, 44.0, 32.8)","(7.0, 16.0, 12.04)","(81.0, 480.0, 398.0)","(21.0, 65.0, 36.333333333333336)","(3.8, 7.2, 6.939130434782609)","(1.9, 99999, 99990)","(101.0, 780.0, 643.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:36.151288,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.355555555555555)","(18.0, 44.0, 32.8)","(7.0, 16.0, 12.04)","(81.0, 480.0, 398.0)","(21.0, 65.0, 36.333333333333336)","(3.8, 7.2, 6.939130434782609)","(1.9, 99999, 99990)","(101.0, 780.0, 643.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:37.639715,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.355555555555555)","(18.0, 44.0, 32.8)","(7.0, 16.0, 11.05)","(81.0, 480.0, 398.0)","(21.0, 65.0, 36.333333333333336)","(3.8, 7.2, 6.939130434782609)","(1.9, 99999, 99990)","(101.0, 780.0, 643.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:39.101090,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 16.0, 12.04)","(81.0, 480.0, 398.0)","(21.0, 65.0, 36.333333333333336)","(3.8, 7.2, 6.269767441860465)","(1.9, 99999, 99990)","(101.0, 780.0, 643.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:40.592273,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 16.0, 12.04)","(81.0, 480.0, 398.0)","(21.0, 65.0, 36.333333333333336)","(3.8, 6.4, 6.269767441860465)","(1.9, 99999, 99990)","(101.0, 780.0, 643.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:42.187530,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.56)","(18.0, 44.0, 32.8)","(7.0, 16.0, 12.04)","(81.0, 480.0, 398.0)","(21.0, 65.0, 36.333333333333336)","(3.8, 6.4, 7.075)","(1.9, 99999, 99990)","(101.0, 780.0, 643.0)","(41.0, 110.0, 62.0)"
15-12-2022 14:04:43.530705,"(31.0, 95.0, 55.66666666666667)","(4.4, 7.4, 5.355555555555555)","(18.0, 44.0, 32.8)","(7.0, 16.0, 11.05)","(81.0, 480.0, 398.0)","(21.0, 65.0, 36.333333333333336)","(3.8, 7.2, 6.425)","(1.9, 99999, 99990)","(101.0, 780.0, 643.0)","(41.0, 110.0, 62.0)"
