,Victa Mikey,Diesel Runner,Velocity Comet,Emerley Poida,Remember Prince,Hukanui Lady
06-01-2023 13:40:44.816727,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.5)"
06-01-2023 13:40:45.888541,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 10.0)"
06-01-2023 13:40:46.933808,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.076923076923077)"
06-01-2023 13:40:48.006773,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.076923076923077)"
06-01-2023 13:40:49.164113,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.076923076923077)"
06-01-2023 13:40:50.267179,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.076923076923077)"
06-01-2023 13:40:51.345986,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.076923076923077)"
06-01-2023 13:40:52.368018,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.076923076923077)"
06-01-2023 13:40:53.456922,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.076923076923077)"
06-01-2023 13:40:54.564858,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.076923076923077)"
06-01-2023 13:40:55.593502,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.076923076923077)"
06-01-2023 13:40:56.646077,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.076923076923077)"
06-01-2023 13:40:57.704943,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.076923076923077)"
06-01-2023 13:40:58.733614,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.076923076923077)"
06-01-2023 13:40:59.851999,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.076923076923077)"
06-01-2023 13:41:00.983938,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.076923076923077)"
06-01-2023 13:41:02.159814,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.076923076923077)"
06-01-2023 13:41:03.367600,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.076923076923077)"
06-01-2023 13:41:04.796018,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.076923076923077)"
06-01-2023 13:41:06.209116,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.076923076923077)"
06-01-2023 13:41:07.456633,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.84)"
06-01-2023 13:41:08.710869,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:09.932027,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:11.057086,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:12.203545,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:13.224371,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:14.330195,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:15.273242,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:16.437043,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:17.612362,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:18.724179,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:19.844444,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:20.899524,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:21.988686,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:23.039152,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:24.014983,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:25.075561,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:26.209841,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:27.314460,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:28.361182,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:29.418323,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:30.493403,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.226666666666667)"
06-01-2023 13:41:31.574137,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.879999999999999)"
06-01-2023 13:41:32.649734,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.879999999999999)"
06-01-2023 13:41:33.730683,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.92)"
06-01-2023 13:41:34.761869,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 10.4)"
06-01-2023 13:41:35.897687,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 10.4)"
06-01-2023 13:41:37.078364,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 10.4)"
06-01-2023 13:41:38.228073,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 10.4)"
06-01-2023 13:41:39.662555,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 10.4)"
06-01-2023 13:41:40.945787,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 10.4)"
06-01-2023 13:41:42.289475,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 10.4)"
06-01-2023 13:41:43.672689,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 10.4)"
06-01-2023 13:41:44.780326,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.266666666666666)"
06-01-2023 13:41:45.910090,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.266666666666666)"
06-01-2023 13:41:47.083783,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.266666666666666)"
06-01-2023 13:41:48.089965,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.266666666666666)"
06-01-2023 13:41:49.211287,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.333333333333334)"
06-01-2023 13:41:50.291013,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.333333333333334)"
06-01-2023 13:41:51.348572,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.333333333333334)"
06-01-2023 13:41:52.353477,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.333333333333334)"
06-01-2023 13:41:53.451971,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.333333333333334)"
06-01-2023 13:41:54.552668,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.333333333333334)"
06-01-2023 13:41:55.615661,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.333333333333334)"
06-01-2023 13:41:56.657054,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.0)"
06-01-2023 13:41:57.718631,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 10.6)"
06-01-2023 13:41:58.831396,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 10.6)"
06-01-2023 13:41:59.757992,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 10.6)"
06-01-2023 13:42:00.817581,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 10.6)"
06-01-2023 13:42:01.866314,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.8)"
06-01-2023 13:42:02.952083,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.08)"
06-01-2023 13:42:03.977282,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.08)"
06-01-2023 13:42:05.001589,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.08)"
06-01-2023 13:42:06.100305,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.466666666666667)"
06-01-2023 13:42:07.129555,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.466666666666667)"
06-01-2023 13:42:08.155964,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.466666666666667)"
06-01-2023 13:42:09.186627,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.466666666666667)"
06-01-2023 13:42:10.218711,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 11.466666666666667)"
06-01-2023 13:42:11.261660,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:12.143257,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:13.142562,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:14.155165,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:15.139492,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:16.040353,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:17.021566,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:18.100540,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:19.095754,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:19.983678,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:20.925235,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:21.820062,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:22.778174,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:23.674027,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:24.610532,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:25.571593,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:26.525538,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:27.544335,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:28.485521,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:29.464100,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:30.362119,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:31.304458,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:32.268908,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:33.131457,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:34.116709,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:35.080365,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:36.092371,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:37.160936,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:38.224699,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:39.252134,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:40.218806,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:41.251626,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:42.296609,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
06-01-2023 13:42:43.283913,"(1.7, 2.12, 2.04)","(3.5, 6.0, 5.49)","(10.0, 25.0, 15.333333333333332)","(11.0, 21.0, 19.75)","(21.0, 75.0, 37.90909090909091)","(5.0, 13.0, 12.08)"
