,Victa Mikey,Diesel Runner,Velocity Comet,Emerley Poida,Remember Prince,Hukanui Lady
06-01-2023 13:50:16.060697,"(1.7, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.88)","(10.0, 19.0, 12.318181818181818)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:17.149560,"(1.7, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.88)","(10.0, 19.0, 12.318181818181818)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:18.123110,"(1.7, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.88)","(10.0, 19.0, 12.318181818181818)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:19.137239,"(1.7, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.88)","(10.0, 19.0, 12.318181818181818)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:20.205230,"(1.7, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.88)","(10.0, 19.0, 12.318181818181818)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:21.207394,"(1.7, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.88)","(10.0, 19.0, 12.318181818181818)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:22.318481,"(1.7, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.88)","(10.0, 19.0, 12.318181818181818)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:23.317756,"(1.7, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.88)","(10.0, 19.0, 12.318181818181818)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:24.391638,"(1.7, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.88)","(10.0, 19.0, 12.318181818181818)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:25.684824,"(1.7, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.88)","(10.0, 19.0, 12.318181818181818)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:27.720115,"(1.7, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.438095238095238)","(10.0, 19.0, 13.625)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:29.048538,"(1.7, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.4)","(10.0, 18.5, 12.541666666666666)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:30.329171,"(1.7, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.021428571428571)","(10.0, 18.5, 12.25)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:31.648616,"(1.7, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.136666666666667)","(10.0, 18.5, 12.25)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:32.806026,"(1.7, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.261764705882353)","(10.0, 18.5, 12.25)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:34.006801,"(1.7, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.294117647058823)","(10.0, 18.5, 12.25)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:35.102115,"(1.7, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.294117647058823)","(10.0, 18.5, 14.0)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:36.250066,"(1.75, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.294117647058823)","(10.0, 18.0, 14.0)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:37.328376,"(1.75, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.294117647058823)","(10.0, 18.0, 14.0)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:38.471017,"(1.75, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.294117647058823)","(10.0, 18.0, 12.333333333333334)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:39.597705,"(1.75, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.4184210526315795)","(10.0, 18.0, 14.75)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:40.777902,"(1.75, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.30625)","(10.0, 17.5, 14.75)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:41.902209,"(1.75, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.30625)","(10.0, 17.5, 14.75)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:42.973217,"(1.75, 2.04, 2.0146153846153845)","(3.5, 5.2, 4.30625)","(10.0, 17.5, 14.75)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:44.138595,"(1.75, 2.02, 1.790909090909091)","(3.5, 5.2, 4.30625)","(10.0, 17.5, 14.75)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.0, 11.5, 11.3)"
06-01-2023 13:50:45.236009,"(1.75, 2.02, 1.7571428571428571)","(3.5, 5.2, 4.30625)","(11.0, 17.5, 12.916666666666666)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.5, 11.5, 11.3)"
06-01-2023 13:50:46.274067,"(1.75, 1.99, 1.8412244897959185)","(3.5, 5.2, 4.30625)","(11.0, 17.5, 12.916666666666666)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.5, 11.5, 11.3)"
06-01-2023 13:50:47.346503,"(1.75, 1.98, 1.855)","(3.5, 5.2, 4.30625)","(11.0, 17.5, 12.916666666666666)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.5, 11.5, 11.3)"
06-01-2023 13:50:48.466745,"(1.75, 1.97, 1.7481132075471697)","(3.5, 5.2, 4.30625)","(11.0, 17.5, 12.23913043478261)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.5, 11.5, 11.3)"
06-01-2023 13:50:49.460513,"(1.75, 1.96, 1.845)","(3.5, 5.2, 4.30625)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.5, 11.5, 11.3)"
06-01-2023 13:50:50.481128,"(1.75, 1.93, 1.7585714285714285)","(3.5, 5.2, 4.30625)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.5, 11.5, 11.3)"
06-01-2023 13:50:51.594274,"(1.75, 1.92, 1.825)","(3.5, 5.2, 4.30625)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.5, 11.5, 11.3)"
06-01-2023 13:50:52.726750,"(1.75, 1.91, 1.7441176470588236)","(3.5, 5.2, 4.30625)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(21.0, 50.0, 37.22222222222222)","(5.5, 11.5, 11.3)"
06-01-2023 13:50:53.944812,"(1.75, 1.89, 1.7433333333333334)","(3.5, 5.2, 4.30625)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 37.22222222222222)","(5.5, 11.5, 11.3)"
06-01-2023 13:50:55.032232,"(1.75, 1.88, 1.76)","(3.5, 5.2, 4.30625)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 37.22222222222222)","(5.5, 11.5, 11.3)"
06-01-2023 13:50:56.113782,"(1.75, 1.88, 1.76)","(3.5, 5.2, 4.30625)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 37.22222222222222)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:50:57.200897,"(1.75, 1.88, 1.76)","(3.5, 5.2, 4.30625)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 37.22222222222222)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:50:58.359448,"(1.75, 1.88, 1.819047619047619)","(3.5, 5.2, 4.441666666666666)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 37.22222222222222)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:50:59.621854,"(1.75, 1.88, 1.819047619047619)","(3.5, 5.2, 4.4)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 37.22222222222222)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:00.862134,"(1.75, 1.88, 1.819047619047619)","(3.5, 5.2, 4.4)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 37.22222222222222)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:02.122511,"(1.75, 1.88, 1.819047619047619)","(3.5, 5.2, 4.4)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 41.15384615384615)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:03.747547,"(1.75, 1.88, 1.7946666666666666)","(3.5, 5.2, 4.441666666666666)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.15384615384615)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:05.064831,"(1.75, 1.88, 1.752)","(3.5, 5.2, 4.441666666666666)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 36.875)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:06.463198,"(1.75, 1.88, 1.7946666666666666)","(3.5, 5.2, 4.441666666666666)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:07.585336,"(1.75, 1.88, 1.7946666666666666)","(3.5, 5.2, 4.29)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:08.692791,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:09.855678,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:11.016378,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:12.132709,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:13.252319,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:14.295140,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:15.379704,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:16.307901,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:17.395811,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:18.460301,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:19.537657,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:20.548153,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.409090909090908)"
06-01-2023 13:51:21.693273,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:22.759195,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:23.821731,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:24.835935,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:25.833728,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:27.000579,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.25)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:28.033430,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 41.81818181818182)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:29.000742,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 42.5)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:30.047283,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 42.72727272727273)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:31.172210,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 42.72727272727273)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:32.232725,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 42.72727272727273)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:33.294546,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 42.72727272727273)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:34.431088,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 38.57142857142857)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:35.449936,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 38.57142857142857)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:36.333306,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 38.57142857142857)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:37.292187,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 38.57142857142857)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:38.321029,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:39.340143,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.736842105263158)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:40.283015,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 21.294117647058826)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:41.271892,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 21.294117647058826)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:42.272870,"(1.75, 1.86, 1.79)","(3.5, 5.2, 4.325)","(11.0, 17.0, 14.5)","(11.0, 22.0, 21.294117647058826)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:43.218594,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.404545454545454)","(11.0, 17.0, 14.5)","(11.0, 22.0, 21.294117647058826)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:44.218434,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.404545454545454)","(11.0, 17.0, 14.5)","(11.0, 22.0, 21.294117647058826)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:45.160436,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.404545454545454)","(11.0, 17.0, 14.5)","(11.0, 22.0, 21.294117647058826)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:46.087473,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.307142857142857)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:47.054153,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.307142857142857)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:47.936634,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.307142857142857)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:48.883918,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.307142857142857)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:49.903236,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.307142857142857)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:50.977916,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.307142857142857)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:51.920739,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.307142857142857)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:52.924840,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.307142857142857)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:53.879020,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.307142857142857)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:54.755621,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.307142857142857)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:55.765871,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.307142857142857)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:56.714657,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.307142857142857)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:57.676242,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.307142857142857)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:58.653713,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.307142857142857)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:51:59.610938,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.307142857142857)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:52:00.534264,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.307142857142857)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:52:01.445298,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.307142857142857)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:52:02.495127,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.2, 4.227777777777778)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:52:03.499777,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.1, 4.205555555555556)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:52:04.461526,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.1, 4.205555555555556)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:52:05.491858,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.1, 4.205555555555556)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:52:06.449509,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.1, 4.205555555555556)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:52:07.391596,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.1, 4.192105263157895)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:52:08.334463,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.1, 4.192105263157895)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:52:09.308764,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.1, 4.192105263157895)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:52:10.298186,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.1, 4.192105263157895)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:52:11.250362,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.0, 4.273076923076923)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
06-01-2023 13:52:12.174446,"(1.75, 1.86, 1.7853333333333334)","(3.5, 5.0, 4.25)","(11.0, 17.0, 14.5)","(11.0, 22.0, 20.285714285714285)","(26.0, 50.0, 39.333333333333336)","(5.5, 11.5, 11.3)"
