,Dreamseeker,Papas Dream,Vandini,Royalspector,Zou Zou Kacanarkis,Mr Lannigan,Lexington Lad,Top Babe,Cadouin,Gratsie,Rains Aplenty,Hold All Tickets
12-01-2023 18:01:39.699593,"(2.9, 3.45, 3.3666666666666667)","(17.0, 20.0, 19.76923076923077)","(51.0, 80.0, 73.75)","(7.5, 9.4, 9.399999999999999)","(4.6, 7.6, 7.046153846153846)","(20.0, 26.0, 23.857142857142858)","(5.5, 6.8, 6.66)","(7.5, 8.8, 8.707692307692309)","(81.0, 100.0, 91.0)","(14.0, 19.0, 18.25)","(51.0, 85.0, 72.5)","(71.0, 160.0, 120.0)"
12-01-2023 18:01:41.324897,"(2.9, 3.45, 3.3666666666666667)","(17.0, 20.0, 19.76923076923077)","(51.0, 80.0, 73.75)","(7.5, 9.6, 9.399999999999999)","(4.6, 7.6, 7.046153846153846)","(20.0, 26.0, 23.857142857142858)","(5.5, 6.8, 6.66)","(7.5, 8.8, 8.707692307692309)","(81.0, 100.0, 91.0)","(14.0, 19.0, 18.571428571428573)","(51.0, 85.0, 72.5)","(71.0, 160.0, 120.0)"
12-01-2023 18:01:42.976067,"(2.9, 3.45, 3.3666666666666667)","(17.0, 20.0, 19.76923076923077)","(51.0, 80.0, 73.75)","(7.5, 9.6, 9.377777777777776)","(4.6, 7.6, 7.046153846153846)","(20.0, 26.0, 25.0)","(5.5, 6.8, 6.66)","(7.5, 8.8, 8.707692307692309)","(81.0, 100.0, 91.0)","(14.0, 19.0, 18.571428571428573)","(51.0, 85.0, 72.5)","(71.0, 160.0, 120.0)"
12-01-2023 18:01:44.657677,"(2.9, 3.45, 3.3666666666666667)","(17.0, 20.0, 19.76923076923077)","(51.0, 80.0, 73.75)","(7.5, 9.6, 9.870967741935484)","(4.6, 7.6, 7.189473684210527)","(20.0, 26.0, 24.153846153846153)","(5.5, 6.8, 6.66)","(7.5, 8.8, 8.266666666666666)","(81.0, 100.0, 91.0)","(14.0, 19.0, 18.785714285714285)","(51.0, 85.0, 72.5)","(71.0, 160.0, 120.0)"
12-01-2023 18:01:46.395333,"(2.9, 3.45, 3.3363636363636364)","(17.0, 20.0, 19.76923076923077)","(51.0, 80.0, 68.0)","(7.5, 10.0, 9.875)","(4.6, 7.4, 6.9714285714285715)","(20.0, 26.0, 23.75)","(5.5, 6.8, 6.66)","(7.5, 8.8, 8.654545454545454)","(81.0, 100.0, 91.0)","(14.0, 19.0, 18.785714285714285)","(51.0, 85.0, 72.5)","(71.0, 160.0, 120.0)"
12-01-2023 18:01:48.186612,"(2.9, 3.45, 3.3363636363636364)","(17.0, 20.0, 19.76923076923077)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.875)","(4.6, 7.4, 6.9714285714285715)","(20.0, 26.0, 23.75)","(5.5, 6.8, 6.66)","(7.5, 8.8, 8.654545454545454)","(81.0, 100.0, 91.0)","(14.0, 19.0, 18.625)","(51.0, 85.0, 72.5)","(71.0, 160.0, 120.0)"
12-01-2023 18:01:49.872380,"(2.9, 3.45, 3.376470588235294)","(17.0, 20.0, 19.76923076923077)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.875)","(4.6, 7.4, 6.9714285714285715)","(20.0, 26.0, 23.75)","(5.5, 6.8, 6.673684210526316)","(7.5, 8.8, 8.1)","(81.0, 100.0, 91.0)","(14.0, 19.0, 18.625)","(51.0, 85.0, 72.5)","(71.0, 160.0, 120.0)"
12-01-2023 18:01:51.600416,"(2.9, 3.45, 3.3043478260869565)","(17.0, 20.0, 19.76923076923077)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.875)","(4.6, 7.4, 7.092307692307692)","(20.0, 26.0, 24.153846153846153)","(5.5, 6.8, 6.673684210526316)","(7.5, 8.4, 8.014285714285714)","(81.0, 100.0, 91.0)","(14.0, 19.0, 18.625)","(51.0, 85.0, 72.5)","(71.0, 160.0, 120.0)"
12-01-2023 18:01:53.263470,"(2.9, 3.5, 3.3189655172413794)","(17.0, 20.0, 19.76923076923077)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.875)","(4.6, 7.4, 7.092307692307692)","(20.0, 26.0, 24.153846153846153)","(5.5, 6.8, 6.673684210526316)","(7.5, 8.4, 8.014285714285714)","(81.0, 100.0, 91.0)","(14.0, 19.0, 18.625)","(51.0, 85.0, 72.5)","(71.0, 160.0, 120.0)"
12-01-2023 18:01:54.983745,"(2.9, 3.5, 3.3455882352941178)","(17.0, 20.0, 19.76923076923077)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.878787878787879)","(4.6, 7.4, 6.9714285714285715)","(20.0, 26.0, 23.75)","(5.5, 6.8, 6.673684210526316)","(7.5, 8.4, 8.014285714285714)","(81.0, 100.0, 91.0)","(14.0, 19.0, 18.625)","(51.0, 85.0, 72.5)","(71.0, 160.0, 120.0)"
12-01-2023 18:01:56.698382,"(2.9, 3.5, 3.3779069767441863)","(17.0, 20.0, 19.76923076923077)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.875)","(4.6, 7.4, 6.9714285714285715)","(20.0, 26.0, 23.75)","(5.5, 6.8, 6.673684210526316)","(7.5, 8.4, 8.014285714285714)","(81.0, 100.0, 91.0)","(14.0, 19.0, 18.625)","(51.0, 85.0, 72.5)","(71.0, 160.0, 127.5)"
12-01-2023 18:01:58.384718,"(2.9, 3.5, 3.3779069767441863)","(17.0, 20.0, 19.76923076923077)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.875)","(4.6, 7.4, 7.133333333333334)","(20.0, 26.0, 24.153846153846153)","(5.5, 6.8, 6.705882352941177)","(7.5, 8.4, 8.014285714285714)","(81.0, 100.0, 91.0)","(14.0, 19.0, 18.625)","(51.0, 85.0, 72.5)","(71.0, 160.0, 127.5)"
12-01-2023 18:02:00.090657,"(2.9, 3.5, 3.3779069767441863)","(17.0, 20.0, 19.76923076923077)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.875)","(4.6, 7.4, 7.133333333333334)","(20.0, 26.0, 24.153846153846153)","(5.5, 6.8, 6.733333333333333)","(7.5, 8.4, 8.014285714285714)","(81.0, 100.0, 91.0)","(14.0, 19.0, 18.625)","(51.0, 85.0, 72.5)","(71.0, 160.0, 127.5)"
12-01-2023 18:02:01.825703,"(2.9, 3.5, 3.3779069767441863)","(17.0, 20.0, 19.4375)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.875)","(4.6, 7.4, 6.866666666666666)","(20.0, 26.0, 24.714285714285715)","(5.5, 7.0, 6.733333333333333)","(7.5, 8.4, 8.355555555555556)","(81.0, 100.0, 91.0)","(14.0, 19.0, 18.25)","(51.0, 85.0, 72.5)","(71.0, 160.0, 127.5)"
12-01-2023 18:02:03.551783,"(2.9, 3.5, 3.3779069767441863)","(17.0, 20.0, 19.4375)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.875)","(4.6, 7.2, 7.133333333333334)","(20.0, 26.0, 24.714285714285715)","(5.5, 7.0, 6.733333333333333)","(7.5, 8.4, 8.307692307692308)","(81.0, 100.0, 91.0)","(14.0, 19.0, 18.25)","(51.0, 85.0, 72.5)","(71.0, 160.0, 127.5)"
12-01-2023 18:02:05.213664,"(2.9, 3.5, 3.3779069767441863)","(17.0, 20.0, 19.4375)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.875)","(4.6, 7.4, 7.222222222222222)","(20.0, 26.0, 24.714285714285715)","(5.5, 7.0, 6.8)","(7.5, 8.4, 8.222222222222223)","(81.0, 100.0, 91.0)","(14.0, 19.0, 18.25)","(51.0, 85.0, 72.5)","(71.0, 160.0, 127.5)"
12-01-2023 18:02:06.930085,"(2.9, 3.5, 3.3779069767441863)","(17.0, 20.0, 19.4375)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.636363636363637)","(4.6, 7.4, 7.25)","(20.0, 26.0, 22.571428571428573)","(5.5, 7.0, 6.8)","(7.5, 8.4, 8.222222222222223)","(81.0, 100.0, 93.07692307692308)","(14.0, 19.0, 18.25)","(51.0, 85.0, 67.5)","(71.0, 160.0, 127.5)"
12-01-2023 18:02:08.623317,"(2.9, 3.5, 3.3779069767441863)","(17.0, 20.0, 19.4375)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.636363636363637)","(4.6, 7.4, 7.314285714285715)","(20.0, 26.0, 23.5)","(5.5, 7.0, 6.8)","(7.5, 8.4, 8.222222222222223)","(81.0, 100.0, 93.07692307692308)","(14.0, 19.0, 18.25)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:10.326330,"(2.9, 3.5, 3.3779069767441863)","(16.0, 20.0, 19.4375)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.636363636363637)","(4.6, 7.4, 7.28)","(20.0, 25.0, 23.5)","(5.5, 7.0, 6.8)","(7.5, 8.4, 8.222222222222223)","(81.0, 100.0, 93.07692307692308)","(14.0, 19.0, 18.25)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:11.982872,"(2.9, 3.5, 3.3779069767441863)","(16.0, 20.0, 19.4375)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.636363636363637)","(4.6, 7.4, 7.28)","(20.0, 25.0, 23.5)","(5.5, 7.0, 6.8)","(7.5, 8.4, 8.222222222222223)","(81.0, 100.0, 91.0)","(14.0, 19.0, 18.5)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:13.672162,"(2.9, 3.5, 3.40625)","(16.0, 20.0, 19.38235294117647)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.63076923076923)","(4.6, 7.4, 7.066666666666666)","(20.0, 25.0, 22.666666666666668)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.247619047619049)","(81.0, 100.0, 91.66666666666667)","(14.0, 19.0, 18.5)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:15.334373,"(2.9, 3.45, 3.40625)","(16.0, 20.0, 19.38235294117647)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.63076923076923)","(4.6, 7.4, 7.066666666666666)","(20.0, 24.0, 22.2)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.247619047619049)","(81.0, 100.0, 95.83333333333333)","(14.0, 19.0, 18.5)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:17.250622,"(2.9, 3.45, 3.40625)","(16.0, 20.0, 19.38235294117647)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.63076923076923)","(4.6, 7.4, 7.066666666666666)","(20.0, 24.0, 22.2)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.247619047619049)","(81.0, 100.0, 95.83333333333333)","(14.0, 19.0, 18.666666666666668)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:19.159107,"(2.9, 3.45, 3.40625)","(16.0, 20.0, 19.38235294117647)","(51.0, 80.0, 72.5)","(7.5, 10.0, 9.63076923076923)","(4.6, 7.4, 7.066666666666666)","(20.0, 24.0, 22.2)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(14.0, 19.0, 18.666666666666668)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:21.331107,"(2.9, 3.45, 3.40625)","(16.0, 20.0, 19.38235294117647)","(51.0, 80.0, 73.33333333333333)","(7.5, 10.0, 9.63076923076923)","(4.6, 7.4, 7.066666666666666)","(20.0, 24.0, 22.2)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(14.0, 19.0, 18.666666666666668)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:23.429018,"(2.9, 3.45, 3.40625)","(16.0, 20.0, 19.38235294117647)","(51.0, 80.0, 73.33333333333333)","(7.5, 10.0, 9.63076923076923)","(4.6, 7.4, 7.2)","(20.0, 24.0, 21.75)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(14.0, 19.0, 18.666666666666668)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:25.102394,"(2.9, 3.45, 3.40625)","(16.0, 20.0, 19.38235294117647)","(51.0, 80.0, 73.33333333333333)","(7.5, 10.0, 9.63076923076923)","(4.6, 7.4, 7.2)","(20.0, 24.0, 21.75)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(14.0, 19.0, 18.666666666666668)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:26.912611,"(2.9, 3.45, 3.40625)","(16.0, 20.0, 19.571428571428573)","(51.0, 80.0, 73.33333333333333)","(7.5, 10.0, 9.63076923076923)","(4.6, 7.4, 7.2)","(20.0, 24.0, 23.076923076923077)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(14.0, 19.0, 18.666666666666668)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:28.530224,"(2.9, 3.45, 3.40625)","(17.0, 20.0, 19.571428571428573)","(51.0, 80.0, 73.33333333333333)","(8.0, 10.0, 9.628571428571428)","(4.6, 7.4, 7.2)","(20.0, 24.0, 23.076923076923077)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(14.0, 19.0, 18.666666666666668)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:30.121584,"(2.9, 3.45, 3.40625)","(17.0, 20.0, 19.571428571428573)","(51.0, 80.0, 73.33333333333333)","(8.0, 10.0, 9.628571428571428)","(4.6, 7.4, 7.2)","(20.0, 24.0, 23.076923076923077)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(14.0, 19.0, 18.666666666666668)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:31.713226,"(2.9, 3.45, 3.40625)","(17.0, 20.0, 19.571428571428573)","(51.0, 80.0, 73.33333333333333)","(8.0, 10.0, 9.628571428571428)","(4.6, 7.4, 7.2)","(20.0, 24.0, 23.076923076923077)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(14.0, 19.0, 18.666666666666668)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:33.826827,"(2.9, 3.45, 3.40625)","(17.0, 20.0, 19.38235294117647)","(51.0, 80.0, 73.33333333333333)","(8.0, 10.0, 9.628571428571428)","(4.6, 7.4, 7.2)","(20.0, 24.0, 21.75)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(14.0, 19.0, 18.666666666666668)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:35.962112,"(2.9, 3.45, 3.40625)","(17.0, 20.0, 19.38235294117647)","(51.0, 80.0, 75.38461538461539)","(8.0, 10.0, 9.653333333333332)","(4.6, 7.4, 7.142857142857143)","(20.0, 24.0, 21.75)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(14.0, 19.0, 18.666666666666668)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:37.890149,"(2.9, 3.45, 3.4121621621621623)","(17.0, 20.0, 19.38235294117647)","(51.0, 80.0, 75.0)","(8.0, 10.0, 9.628571428571428)","(4.6, 7.4, 7.2)","(20.0, 24.0, 21.75)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(15.0, 19.0, 18.666666666666668)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:39.931787,"(2.9, 3.45, 3.4121621621621623)","(17.0, 20.0, 19.38235294117647)","(51.0, 80.0, 71.42857142857143)","(8.0, 10.0, 9.799999999999999)","(4.6, 7.4, 7.2)","(20.0, 24.0, 21.75)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(15.0, 19.0, 18.666666666666668)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:41.774228,"(2.9, 3.45, 3.4121621621621623)","(17.0, 20.0, 19.38235294117647)","(51.0, 80.0, 62.857142857142854)","(8.0, 11.0, 10.1)","(4.6, 7.4, 7.142857142857143)","(20.0, 24.0, 22.0)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(15.0, 19.0, 18.666666666666668)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:43.510470,"(2.9, 3.45, 3.3516129032258064)","(17.0, 20.0, 19.38235294117647)","(51.0, 80.0, 65.0)","(8.0, 10.5, 10.1)","(4.6, 7.4, 7.142857142857143)","(20.0, 24.0, 22.0)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(15.0, 19.0, 18.666666666666668)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:45.184863,"(2.9, 3.5, 3.364)","(17.0, 20.0, 19.38235294117647)","(51.0, 75.0, 62.5)","(8.0, 10.5, 10.1)","(4.6, 7.4, 7.04)","(20.0, 24.0, 22.0)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(15.0, 19.0, 18.666666666666668)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:46.828125,"(2.9, 3.5, 3.39375)","(17.0, 20.0, 19.38235294117647)","(51.0, 75.0, 61.666666666666664)","(8.0, 10.5, 10.1)","(4.6, 7.4, 7.04)","(20.0, 24.0, 22.0)","(5.5, 7.0, 6.72)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(15.0, 19.0, 18.666666666666668)","(51.0, 70.0, 61.666666666666664)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:48.498287,"(2.9, 3.5, 3.4055555555555554)","(17.0, 20.0, 19.38235294117647)","(51.0, 70.0, 61.666666666666664)","(8.0, 10.5, 10.1)","(4.6, 7.4, 7.142857142857143)","(20.0, 24.0, 22.0)","(5.5, 7.0, 6.72)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 94.64285714285714)","(15.0, 19.0, 18.5)","(51.0, 70.0, 63.57142857142857)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:50.162227,"(2.9, 3.5, 3.4055555555555554)","(17.0, 20.0, 19.38235294117647)","(51.0, 70.0, 61.0)","(7.5, 10.5, 10.1)","(4.6, 7.4, 7.04)","(20.0, 24.0, 22.0)","(5.5, 7.0, 6.72)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 94.64285714285714)","(15.0, 19.0, 18.5)","(51.0, 70.0, 63.57142857142857)","(71.0, 160.0, 142.85714285714286)"
12-01-2023 18:02:51.791284,"(2.9, 3.5, 3.415)","(17.0, 20.0, 19.38235294117647)","(51.0, 65.0, 58.75)","(7.5, 10.5, 10.1)","(4.6, 7.4, 7.04)","(20.0, 24.0, 22.0)","(5.5, 7.0, 6.72)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 94.64285714285714)","(15.0, 19.0, 18.5)","(51.0, 70.0, 63.57142857142857)","(71.0, 160.0, 145.0)"
12-01-2023 18:02:53.483901,"(2.9, 3.5, 3.415)","(17.0, 20.0, 19.38235294117647)","(51.0, 65.0, 57.857142857142854)","(7.5, 10.5, 10.1)","(4.6, 7.4, 7.04)","(20.0, 24.0, 22.0)","(5.5, 7.0, 6.72)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 94.64285714285714)","(15.0, 19.0, 18.5)","(51.0, 70.0, 63.57142857142857)","(71.0, 160.0, 145.0)"
12-01-2023 18:02:55.127392,"(2.9, 3.5, 3.4055555555555554)","(17.0, 20.0, 19.38235294117647)","(51.0, 65.0, 59.0)","(7.5, 10.5, 10.1)","(4.6, 7.4, 7.04)","(20.0, 24.0, 22.0)","(5.5, 7.0, 6.72)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 94.64285714285714)","(15.0, 19.0, 18.5)","(51.0, 70.0, 63.57142857142857)","(71.0, 160.0, 145.0)"
12-01-2023 18:02:56.866247,"(2.9, 3.5, 3.415)","(17.0, 20.0, 19.38235294117647)","(51.0, 65.0, 59.0)","(7.5, 10.5, 10.1)","(4.6, 7.4, 7.04)","(20.0, 24.0, 22.0)","(5.5, 7.0, 6.72)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 94.64285714285714)","(15.0, 19.0, 18.5)","(51.0, 70.0, 63.57142857142857)","(71.0, 160.0, 145.0)"
12-01-2023 18:02:58.417202,"(2.9, 3.5, 3.415)","(17.0, 20.0, 19.38235294117647)","(51.0, 65.0, 59.0)","(7.5, 10.5, 10.1)","(4.6, 7.4, 7.142857142857143)","(20.0, 24.0, 22.0)","(5.5, 7.0, 6.72)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 94.64285714285714)","(15.0, 19.0, 18.5)","(51.0, 70.0, 63.57142857142857)","(71.0, 160.0, 146.66666666666669)"
12-01-2023 18:03:00.283020,"(2.9, 3.5, 3.415)","(17.0, 20.0, 19.3)","(51.0, 65.0, 59.0)","(7.5, 10.5, 10.1)","(4.6, 7.4, 7.04)","(20.0, 24.0, 22.0)","(5.5, 7.0, 6.75)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 94.64285714285714)","(15.0, 19.0, 18.5)","(51.0, 70.0, 63.57142857142857)","(71.0, 160.0, 146.66666666666669)"
12-01-2023 18:03:01.984010,"(2.9, 3.5, 3.38)","(17.0, 20.0, 19.3)","(51.0, 65.0, 59.0)","(7.5, 10.5, 10.1)","(4.6, 7.4, 6.984615384615385)","(20.0, 24.0, 22.0)","(5.5, 7.0, 6.826086956521739)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 94.64285714285714)","(15.0, 19.0, 18.5)","(51.0, 70.0, 63.57142857142857)","(71.0, 160.0, 146.66666666666669)"
12-01-2023 18:03:03.817118,"(2.9, 3.4, 3.3171641791044775)","(17.0, 20.0, 19.3)","(51.0, 65.0, 59.0)","(7.5, 10.5, 9.7)","(4.6, 7.4, 7.373333333333334)","(20.0, 24.0, 21.272727272727273)","(5.5, 7.0, 6.962962962962963)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 93.75)","(15.0, 19.0, 18.944444444444443)","(51.0, 70.0, 66.25)","(71.0, 160.0, 146.66666666666669)"
12-01-2023 18:03:05.544390,"(2.9, 3.35, 3.315079365079365)","(17.0, 20.0, 19.3)","(51.0, 65.0, 59.0)","(7.5, 10.0, 9.68)","(4.6, 7.4, 7.391304347826087)","(20.0, 23.0, 21.296296296296298)","(5.5, 7.0, 6.979591836734694)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(15.0, 19.0, 19.105263157894736)","(51.0, 70.0, 66.25)","(71.0, 160.0, 146.66666666666669)"
12-01-2023 18:03:07.358366,"(2.9, 3.35, 3.313333333333333)","(17.0, 20.0, 19.475)","(51.0, 65.0, 59.0)","(7.5, 10.0, 9.68)","(4.6, 7.4, 7.381818181818182)","(20.0, 23.0, 21.285714285714285)","(5.5, 7.0, 6.979591836734694)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(15.0, 21.0, 19.78846153846154)","(51.0, 70.0, 66.25)","(71.0, 160.0, 146.66666666666669)"
12-01-2023 18:03:09.211521,"(2.9, 3.35, 3.252127659574468)","(17.0, 20.0, 19.475)","(51.0, 65.0, 61.53846153846153)","(7.5, 10.0, 9.68)","(4.6, 7.6, 7.433333333333334)","(20.0, 23.0, 21.96153846153846)","(5.5, 7.0, 6.995121951219512)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(15.0, 21.0, 19.891304347826086)","(51.0, 70.0, 66.25)","(71.0, 160.0, 146.66666666666669)"
12-01-2023 18:03:10.956034,"(2.9, 3.35, 3.252127659574468)","(17.0, 20.0, 19.475)","(51.0, 65.0, 61.53846153846153)","(7.5, 10.0, 9.68)","(4.6, 7.6, 7.433333333333334)","(20.0, 23.0, 21.96153846153846)","(5.5, 7.0, 6.995121951219512)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(15.0, 21.0, 19.9375)","(51.0, 70.0, 66.25)","(71.0, 160.0, 146.66666666666669)"
12-01-2023 18:03:12.580029,"(2.9, 3.35, 3.252127659574468)","(17.0, 20.0, 19.475)","(51.0, 65.0, 61.53846153846153)","(7.5, 10.0, 9.68)","(4.6, 7.6, 7.433333333333334)","(20.0, 23.0, 22.333333333333332)","(5.5, 7.0, 6.995121951219512)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(15.0, 21.0, 19.9375)","(51.0, 70.0, 66.25)","(71.0, 160.0, 146.66666666666669)"
12-01-2023 18:03:14.283554,"(2.9, 3.35, 3.252)","(17.0, 20.0, 19.475)","(51.0, 65.0, 61.53846153846153)","(7.5, 10.0, 9.68)","(4.6, 7.6, 7.433333333333334)","(20.0, 23.0, 22.714285714285715)","(5.5, 7.0, 6.995121951219512)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(15.0, 21.0, 19.9375)","(51.0, 70.0, 66.25)","(71.0, 160.0, 146.66666666666669)"
12-01-2023 18:03:15.943216,"(2.9, 3.35, 3.252)","(17.0, 20.0, 19.475)","(51.0, 65.0, 61.53846153846153)","(7.5, 10.0, 9.68)","(4.6, 7.6, 7.433333333333334)","(20.0, 23.0, 22.714285714285715)","(5.5, 7.0, 6.995744680851064)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(15.0, 21.0, 19.9375)","(51.0, 70.0, 66.25)","(71.0, 160.0, 146.66666666666669)"
12-01-2023 18:03:17.558693,"(2.9, 3.35, 3.2145161290322584)","(17.0, 20.0, 19.475)","(51.0, 65.0, 61.53846153846153)","(7.5, 10.0, 9.68)","(4.6, 7.6, 7.433333333333334)","(20.0, 23.0, 22.714285714285715)","(5.5, 7.0, 6.995744680851064)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(15.0, 21.0, 19.9375)","(51.0, 70.0, 66.25)","(71.0, 160.0, 146.66666666666669)"
12-01-2023 18:03:19.094141,"(2.9, 3.35, 3.23)","(17.0, 20.0, 19.475)","(51.0, 65.0, 61.53846153846153)","(7.5, 10.0, 9.68)","(4.6, 7.6, 7.488888888888889)","(20.0, 23.0, 22.714285714285715)","(5.5, 7.0, 6.995744680851064)","(7.5, 8.4, 8.153846153846153)","(81.0, 100.0, 95.83333333333333)","(15.0, 21.0, 19.9375)","(51.0, 70.0, 66.25)","(71.0, 160.0, 146.66666666666669)"
