,Sailalong Sinbad,Mighty George Nz,Lord Of Misrule Nz,Quartzite,Delta Three Nz,Kyronta,What A Jolt,Mossdale Mac Nz,Cheetah Lodge
10-01-2023 16:15:20.237054,"(10.0, 15.0, 13.8)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.6, 3.5454545454545454)","(6.0, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 160.0, 155.71428571428572)","(7.5, 99999, 99990)","(5.5, 5.6, 5.4079999999999995)"
10-01-2023 16:15:21.486789,"(10.0, 15.0, 13.8)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.6, 3.5647058823529414)","(6.0, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 160.0, 155.71428571428572)","(7.5, 99999, 99990)","(5.5, 5.6, 5.4079999999999995)"
10-01-2023 16:15:22.664047,"(10.0, 15.0, 13.8)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.6, 3.5647058823529414)","(6.0, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 160.0, 155.71428571428572)","(7.5, 99999, 99990)","(5.5, 5.6, 5.414285714285715)"
10-01-2023 16:15:23.828838,"(10.0, 15.0, 14.2)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.6, 3.5647058823529414)","(6.0, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 160.0, 155.71428571428572)","(7.5, 99999, 99990)","(5.5, 5.7, 5.489473684210527)"
10-01-2023 16:15:25.068871,"(10.0, 15.0, 14.368421052631579)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.6, 3.621875)","(6.0, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 160.0, 155.71428571428572)","(7.5, 99999, 99990)","(5.5, 5.7, 5.489473684210527)"
10-01-2023 16:15:26.293179,"(11.0, 15.0, 14.368421052631579)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.7, 3.65)","(6.5, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 160.0, 154.7826086956522)","(7.5, 99999, 99990)","(4.6, 5.7, 5.305263157894737)"
10-01-2023 16:15:27.526463,"(11.0, 14.5, 13.176470588235293)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.7, 3.65)","(6.5, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 160.0, 138.88888888888889)","(7.5, 99999, 99990)","(4.6, 5.7, 5.46969696969697)"
10-01-2023 16:15:28.731471,"(11.0, 14.0, 13.117647058823529)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.7, 3.625)","(6.5, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 150.0, 138.88888888888889)","(7.5, 99999, 99990)","(4.6, 5.7, 5.46969696969697)"
10-01-2023 16:15:30.011298,"(11.0, 14.0, 13.1)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.7, 3.55)","(6.5, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 150.0, 139.28571428571428)","(7.5, 99999, 99990)","(4.6, 5.7, 5.46969696969697)"
10-01-2023 16:15:31.252188,"(11.0, 14.0, 13.083333333333334)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.7, 3.55)","(6.5, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 150.0, 115.71428571428571)","(7.5, 99999, 99990)","(4.6, 5.7, 5.4625)"
10-01-2023 16:15:32.412015,"(11.0, 14.0, 13.2)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.7, 3.74375)","(6.5, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 150.0, 115.71428571428571)","(7.5, 99999, 99990)","(4.6, 5.7, 5.4625)"
10-01-2023 16:15:33.574981,"(11.0, 14.0, 13.2)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.75, 3.745)","(6.5, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 150.0, 134.0)","(7.5, 99999, 99990)","(4.6, 5.7, 5.488888888888889)"
10-01-2023 16:15:34.725379,"(11.0, 13.5, 13.105263157894736)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.75, 3.7442307692307693)","(6.5, 99999, 99990)","(101.0, 440.0, 350.0)","(61.0, 150.0, 134.0)","(7.5, 99999, 99990)","(4.6, 5.7, 5.5285714285714285)"
10-01-2023 16:15:35.902648,"(11.0, 13.5, 13.105263157894736)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.75, 3.7442307692307693)","(6.5, 99999, 99990)","(101.0, 450.0, 350.0)","(61.0, 150.0, 134.0)","(7.5, 99999, 99990)","(4.6, 5.7, 5.5285714285714285)"
10-01-2023 16:15:37.292847,"(11.0, 13.5, 13.08695652173913)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 3.75, 3.777142857142857)","(6.5, 99999, 99990)","(101.0, 450.0, 350.0)","(61.0, 150.0, 142.72727272727272)","(7.5, 99999, 99990)","(4.6, 5.7, 5.504347826086956)"
10-01-2023 16:15:38.648048,"(10.0, 13.5, 12.939024390243903)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 3.8, 3.8170212765957445)","(6.5, 99999, 99990)","(101.0, 450.0, 350.0)","(61.0, 150.0, 142.72727272727272)","(7.5, 99999, 99990)","(4.6, 5.6, 5.477777777777778)"
10-01-2023 16:15:39.943834,"(10.0, 13.5, 12.939024390243903)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 3.9, 3.7342857142857144)","(6.5, 99999, 99990)","(101.0, 450.0, 375.0)","(61.0, 150.0, 146.0)","(7.5, 99999, 99990)","(4.6, 5.6, 5.488888888888889)"
10-01-2023 16:15:41.243936,"(10.0, 13.5, 13.0)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 3.85, 3.727586206896552)","(6.5, 99999, 99990)","(101.0, 450.0, 375.0)","(61.0, 150.0, 145.55555555555554)","(7.5, 99999, 99990)","(4.6, 5.6, 5.457142857142857)"
10-01-2023 16:15:42.466818,"(10.0, 13.5, 12.988888888888889)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 3.8, 3.8086206896551724)","(6.5, 99999, 99990)","(101.0, 450.0, 375.0)","(61.0, 150.0, 135.71428571428572)","(7.5, 99999, 99990)","(4.6, 5.6, 5.433333333333334)"
10-01-2023 16:15:43.702009,"(10.0, 13.0, 12.978260869565217)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 3.85, 3.8375)","(6.5, 99999, 99990)","(101.0, 450.0, 375.0)","(61.0, 150.0, 146.0)","(7.5, 99999, 99990)","(4.6, 5.5, 5.5285714285714285)"
10-01-2023 16:15:44.903217,"(10.0, 13.0, 12.978260869565217)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 3.85, 3.816666666666667)","(7.0, 99999, 99990)","(101.0, 450.0, 375.0)","(71.0, 150.0, 135.71428571428572)","(7.5, 99999, 99990)","(4.6, 5.6, 5.516666666666667)"
10-01-2023 16:15:46.136424,"(10.0, 13.0, 12.978260869565217)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 3.85, 3.816666666666667)","(7.0, 99999, 99990)","(101.0, 450.0, 346.6666666666667)","(71.0, 150.0, 135.71428571428572)","(7.5, 99999, 99990)","(4.6, 5.6, 5.433333333333334)"
10-01-2023 16:15:47.335430,"(10.0, 13.0, 12.978260869565217)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 3.85, 3.8214285714285716)","(7.0, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(71.0, 150.0, 135.71428571428572)","(7.5, 99999, 99990)","(4.6, 5.6, 5.425000000000001)"
10-01-2023 16:15:48.456958,"(10.0, 13.0, 12.978260869565217)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 3.85, 3.8214285714285716)","(7.0, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(71.0, 150.0, 135.71428571428572)","(7.5, 99999, 99990)","(4.6, 5.6, 5.425000000000001)"
10-01-2023 16:15:49.645372,"(10.0, 13.0, 12.978260869565217)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 3.85, 3.8214285714285716)","(7.0, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(71.0, 150.0, 135.71428571428572)","(7.5, 99999, 99990)","(4.6, 5.6, 5.425000000000001)"
10-01-2023 16:15:50.854194,"(10.0, 11.0, 10.636363636363637)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 4.1, 4.005263157894737)","(7.0, 99999, 99990)","(101.0, 440.0, 422.5)","(71.0, 190.0, 137.5)","(7.5, 99999, 99990)","(4.6, 5.2, 5.270588235294118)"
10-01-2023 16:15:52.053854,"(10.0, 11.0, 10.5)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 4.1, 3.9682926829268292)","(7.0, 99999, 99990)","(101.0, 440.0, 422.5)","(71.0, 190.0, 137.5)","(7.5, 99999, 99990)","(4.6, 5.5, 5.352173913043478)"
10-01-2023 16:15:53.257785,"(10.0, 11.0, 10.55)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 4.1, 3.93125)","(7.0, 99999, 99990)","(101.0, 440.0, 422.5)","(71.0, 190.0, 137.5)","(7.5, 99999, 99990)","(4.6, 5.5, 5.352173913043478)"
10-01-2023 16:15:54.458057,"(10.0, 11.0, 10.55)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 4.1, 3.93125)","(7.0, 99999, 99990)","(101.0, 440.0, 422.5)","(71.0, 190.0, 137.5)","(7.5, 99999, 99990)","(4.6, 5.5, 5.352173913043478)"
10-01-2023 16:15:55.710073,"(10.0, 11.0, 10.55)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 4.1, 3.93125)","(7.0, 99999, 99990)","(101.0, 440.0, 422.5)","(71.0, 190.0, 137.5)","(7.5, 99999, 99990)","(4.6, 5.5, 5.352173913043478)"
10-01-2023 16:15:57.097325,"(10.0, 11.0, 10.625)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 4.1, 3.93125)","(7.0, 99999, 99990)","(101.0, 440.0, 422.5)","(71.0, 190.0, 137.5)","(7.5, 99999, 99990)","(4.6, 5.5, 5.325)"
10-01-2023 16:15:58.408102,"(10.0, 11.0, 10.224489795918368)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 4.1, 3.970833333333333)","(7.0, 99999, 99990)","(101.0, 440.0, 422.5)","(71.0, 190.0, 137.5)","(7.5, 99999, 99990)","(4.6, 5.4, 5.288888888888889)"
10-01-2023 16:16:00.021144,"(10.0, 11.0, 10.525)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 4.1, 3.970833333333333)","(7.0, 99999, 99990)","(101.0, 440.0, 422.5)","(71.0, 190.0, 137.5)","(7.5, 99999, 99990)","(4.6, 5.4, 5.2700000000000005)"
10-01-2023 16:16:01.530528,"(10.0, 11.0, 10.321428571428571)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 4.1, 3.966666666666667)","(7.0, 99999, 99990)","(101.0, 440.0, 422.5)","(71.0, 190.0, 145.0)","(7.5, 99999, 99990)","(4.6, 5.4, 5.256338028169014)"
10-01-2023 16:16:03.045519,"(10.0, 10.5, 10.25)","(7.0, 99999, 99990)","(6.0, 99999, 99990)","(3.1, 4.0, 3.9526315789473685)","(7.0, 99999, 99990)","(101.0, 440.0, 380.0)","(71.0, 170.0, 136.66666666666666)","(7.0, 99999, 99990)","(4.6, 5.3, 5.290909090909091)"
10-01-2023 16:16:04.466544,"(9.0, 10.5, 10.020833333333334)","(6.5, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 4.0, 3.933333333333333)","(7.0, 99999, 99990)","(101.0, 450.0, 410.0)","(71.0, 170.0, 154.28571428571428)","(7.0, 99999, 99990)","(4.6, 5.3, 5.290909090909091)"
10-01-2023 16:16:05.884518,"(9.0, 10.5, 9.943181818181818)","(6.5, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 4.0, 3.9379310344827587)","(7.0, 99999, 99990)","(101.0, 450.0, 410.0)","(71.0, 180.0, 142.5)","(7.5, 99999, 99990)","(4.6, 5.3, 5.290909090909091)"
10-01-2023 16:16:07.111147,"(9.0, 10.5, 9.943181818181818)","(6.5, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 4.0, 3.9379310344827587)","(7.5, 99999, 99990)","(101.0, 450.0, 410.0)","(71.0, 180.0, 142.5)","(7.5, 99999, 99990)","(4.6, 5.3, 5.225641025641026)"
10-01-2023 16:16:08.271843,"(9.0, 10.5, 10.01)","(6.5, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 4.0, 3.9379310344827587)","(7.5, 99999, 99990)","(101.0, 450.0, 410.0)","(71.0, 180.0, 142.5)","(7.5, 99999, 99990)","(4.6, 5.3, 5.226666666666667)"
10-01-2023 16:16:09.460206,"(9.0, 10.5, 10.01)","(6.5, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 4.0, 3.836842105263158)","(7.5, 99999, 99990)","(101.0, 450.0, 410.0)","(71.0, 180.0, 142.5)","(7.5, 99999, 99990)","(4.6, 5.3, 5.20483870967742)"
10-01-2023 16:16:10.713145,"(9.0, 10.0, 9.969491525423729)","(6.5, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.85, 3.821264367816092)","(7.5, 99999, 99990)","(101.0, 450.0, 410.0)","(71.0, 180.0, 142.5)","(7.5, 99999, 99990)","(4.6, 5.3, 5.20483870967742)"
10-01-2023 16:16:11.910198,"(9.0, 10.5, 10.15079365079365)","(6.5, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.85, 3.785576923076923)","(7.5, 99999, 99990)","(101.0, 450.0, 410.0)","(71.0, 180.0, 136.25)","(7.5, 99999, 99990)","(4.6, 5.3, 5.188679245283018)"
10-01-2023 16:16:13.191084,"(9.0, 10.5, 10.15079365079365)","(6.5, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.8, 3.7736842105263158)","(7.5, 99999, 99990)","(101.0, 450.0, 410.0)","(71.0, 180.0, 145.71428571428572)","(7.5, 99999, 99990)","(4.6, 5.3, 5.188679245283018)"
10-01-2023 16:16:14.476499,"(9.0, 10.5, 10.15079365079365)","(6.5, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.8, 3.7060283687943265)","(7.5, 99999, 99990)","(101.0, 450.0, 410.0)","(71.0, 180.0, 157.5)","(7.5, 99999, 99990)","(4.6, 5.3, 5.179661016949153)"
10-01-2023 16:16:15.754118,"(9.0, 10.5, 10.175925925925926)","(6.5, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.75, 3.6822784810126583)","(7.5, 99999, 99990)","(101.0, 450.0, 410.0)","(71.0, 170.0, 157.5)","(7.5, 99999, 99990)","(4.6, 5.3, 5.213978494623656)"
10-01-2023 16:16:17.096417,"(9.0, 10.5, 10.25925925925926)","(6.5, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.7, 3.6272727272727274)","(8.0, 99999, 99990)","(101.0, 450.0, 410.0)","(71.0, 170.0, 156.66666666666666)","(7.5, 99999, 99990)","(4.6, 5.3, 5.117910447761194)"
10-01-2023 16:16:18.403605,"(9.0, 11.0, 10.828125)","(6.5, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.6, 3.5424242424242425)","(8.0, 99999, 99990)","(101.0, 450.0, 410.0)","(71.0, 170.0, 160.0)","(7.5, 99999, 99990)","(4.6, 5.2, 5.117910447761194)"
10-01-2023 16:16:19.755266,"(9.0, 11.0, 10.838235294117647)","(6.5, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.55, 3.503846153846154)","(8.5, 99999, 99990)","(101.0, 450.0, 410.0)","(71.0, 180.0, 182.5)","(7.5, 99999, 99990)","(4.6, 5.2, 5.116666666666666)"
10-01-2023 16:16:21.137353,"(9.0, 11.0, 10.79)","(6.5, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.55, 3.490625)","(8.5, 99999, 99990)","(101.0, 450.0, 410.0)","(71.0, 200.0, 181.42857142857144)","(7.5, 99999, 99990)","(4.6, 5.2, 5.104347826086957)"
10-01-2023 16:16:22.504166,"(9.0, 11.0, 10.74390243902439)","(6.5, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.55, 3.4583892617449665)","(8.5, 99999, 99990)","(101.0, 450.0, 410.0)","(71.0, 190.0, 181.42857142857144)","(7.5, 99999, 99990)","(4.6, 5.2, 5.116666666666666)"
10-01-2023 16:16:23.825281,"(9.0, 11.0, 10.82258064516129)","(6.5, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.5, 3.4568840579710147)","(8.5, 99999, 99990)","(101.0, 450.0, 410.0)","(71.0, 190.0, 163.33333333333334)","(7.5, 99999, 99990)","(4.6, 5.2, 5.105172413793103)"
10-01-2023 16:16:25.156387,"(10.0, 11.0, 10.916666666666666)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.5, 3.460227272727273)","(9.0, 99999, 99990)","(101.0, 450.0, 410.0)","(81.0, 190.0, 180.0)","(7.0, 99999, 99990)","(4.4, 5.2, 5.124489795918367)"
10-01-2023 16:16:26.470843,"(10.0, 11.0, 10.916666666666666)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.5, 3.6571428571428575)","(9.0, 99999, 99990)","(101.0, 450.0, 410.0)","(81.0, 190.0, 180.0)","(7.0, 99999, 99990)","(4.4, 5.2, 5.054716981132075)"
10-01-2023 16:16:27.763462,"(10.0, 11.0, 10.918604651162791)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.7, 3.6576923076923076)","(9.0, 99999, 99990)","(101.0, 450.0, 410.0)","(81.0, 190.0, 180.0)","(7.0, 99999, 99990)","(4.4, 5.1, 5.054716981132075)"
10-01-2023 16:16:28.974412,"(10.0, 11.0, 10.918604651162791)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.7, 3.6576923076923076)","(9.0, 99999, 99990)","(101.0, 450.0, 410.0)","(81.0, 190.0, 180.0)","(7.0, 99999, 99990)","(4.4, 5.1, 5.054716981132075)"
10-01-2023 16:16:30.187828,"(10.0, 11.0, 10.95)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.7, 3.75)","(9.0, 99999, 99990)","(101.0, 450.0, 410.0)","(81.0, 190.0, 163.33333333333334)","(7.0, 99999, 99990)","(4.4, 5.1, 4.879611650485437)"
10-01-2023 16:16:31.393030,"(10.0, 11.0, 10.973684210526315)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.8, 3.7579710144927536)","(9.0, 99999, 99990)","(101.0, 450.0, 410.0)","(81.0, 190.0, 163.33333333333334)","(7.0, 99999, 99990)","(4.4, 5.0, 4.875471698113207)"
10-01-2023 16:16:32.657258,"(10.0, 11.0, 10.973684210526315)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.8, 3.7613333333333334)","(9.0, 99999, 99990)","(101.0, 450.0, 410.0)","(81.0, 190.0, 160.0)","(7.0, 99999, 99990)","(4.4, 5.0, 4.872072072072072)"
10-01-2023 16:16:33.910158,"(10.0, 11.0, 10.973684210526315)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.8, 3.7874999999999996)","(9.0, 99999, 99990)","(101.0, 450.0, 410.0)","(81.0, 190.0, 160.0)","(7.0, 99999, 99990)","(4.4, 5.0, 4.872340425531915)"
10-01-2023 16:16:35.186261,"(10.0, 11.5, 10.979591836734693)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.8, 3.8841463414634143)","(9.0, 99999, 99990)","(101.0, 450.0, 410.0)","(81.0, 190.0, 160.0)","(7.0, 99999, 99990)","(4.4, 4.9, 4.824193548387097)"
10-01-2023 16:16:36.425781,"(10.0, 11.5, 10.979591836734693)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.9, 3.8841463414634143)","(9.0, 99999, 99990)","(101.0, 450.0, 410.0)","(81.0, 190.0, 180.0)","(7.0, 99999, 99990)","(4.4, 4.9, 4.822727272727272)"
10-01-2023 16:16:37.654506,"(10.0, 11.5, 10.979591836734693)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.9, 3.8841463414634143)","(9.0, 99999, 99990)","(101.0, 450.0, 410.0)","(81.0, 190.0, 180.0)","(7.0, 99999, 99990)","(4.4, 4.9, 4.817543859649123)"
10-01-2023 16:16:38.842639,"(10.0, 11.5, 10.979591836734693)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.9, 3.9176136363636367)","(9.0, 99999, 99990)","(101.0, 450.0, 410.0)","(81.0, 190.0, 167.5)","(7.0, 99999, 99990)","(4.4, 4.9, 4.739473684210527)"
10-01-2023 16:16:40.148733,"(10.0, 11.0, 10.96078431372549)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.95, 3.882258064516129)","(9.0, 99999, 99990)","(101.0, 450.0, 410.0)","(81.0, 190.0, 163.33333333333334)","(7.0, 99999, 99990)","(4.4, 4.8, 4.713888888888889)"
10-01-2023 16:16:41.493871,"(9.0, 11.0, 10.962962962962964)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.95, 3.945774647887324)","(9.0, 99999, 99990)","(101.0, 450.0, 410.0)","(81.0, 190.0, 163.33333333333334)","(7.0, 99999, 99990)","(4.4, 4.8, 4.742857142857143)"
10-01-2023 16:16:42.866879,"(9.0, 10.5, 10.311881188118813)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 3.95, 3.9204225352112676)","(9.0, 99999, 99990)","(101.0, 450.0, 410.0)","(81.0, 190.0, 163.33333333333334)","(7.0, 99999, 99990)","(4.4, 4.8, 4.725)"
10-01-2023 16:16:44.186359,"(9.0, 10.5, 10.304123711340207)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 4.0, 3.9198581560283685)","(9.0, 99999, 99990)","(101.0, 450.0, 410.0)","(81.0, 190.0, 163.33333333333334)","(7.0, 99999, 99990)","(4.4, 4.8, 4.723076923076923)"
10-01-2023 16:16:45.544323,"(9.0, 10.5, 10.304123711340207)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 4.0, 3.9169117647058824)","(9.0, 99999, 99990)","(101.0, 450.0, 410.0)","(81.0, 190.0, 163.33333333333334)","(7.0, 99999, 99990)","(4.4, 4.8, 4.719047619047619)"
10-01-2023 16:16:46.914923,"(9.0, 10.5, 10.301020408163266)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 4.0, 3.9526548672566375)","(10.0, 99999, 99990)","(101.0, 450.0, 418.33333333333337)","(81.0, 190.0, 148.75)","(7.0, 99999, 99990)","(4.4, 4.8, 4.723076923076923)"
10-01-2023 16:16:48.394970,"(9.0, 10.5, 10.301020408163266)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 4.0, 4.051612903225807)","(10.0, 99999, 99990)","(101.0, 440.0, 418.33333333333337)","(81.0, 160.0, 148.75)","(7.0, 99999, 99990)","(4.4, 4.8, 4.694897959183674)"
10-01-2023 16:16:49.837227,"(9.0, 10.5, 10.271739130434783)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 4.1, 4.0015625)","(10.0, 99999, 99990)","(101.0, 440.0, 418.33333333333337)","(81.0, 160.0, 148.75)","(7.0, 99999, 99990)","(4.4, 4.7, 4.692631578947369)"
10-01-2023 16:16:51.233137,"(9.0, 10.5, 10.261363636363637)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 4.1, 4.009558823529412)","(10.0, 99999, 99990)","(101.0, 440.0, 418.33333333333337)","(81.0, 160.0, 142.5)","(7.0, 99999, 99990)","(4.4, 4.7, 4.697237569060773)"
10-01-2023 16:16:52.600595,"(9.0, 10.5, 10.191011235955056)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.1, 4.1, 4.113043478260869)","(10.0, 99999, 99990)","(101.0, 440.0, 403.3333333333333)","(81.0, 160.0, 138.1818181818182)","(7.0, 99999, 99990)","(4.4, 4.8, 4.78)"
10-01-2023 16:16:54.005477,"(9.0, 10.5, 10.219101123595506)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.2, 4.2, 4.129850746268657)","(11.0, 99999, 99990)","(101.0, 450.0, 403.3333333333333)","(91.0, 160.0, 126.36363636363636)","(7.0, 99999, 99990)","(4.4, 4.8, 4.758974358974359)"
10-01-2023 16:16:55.376096,"(9.0, 10.5, 10.40625)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.2, 4.2, 4.128333333333333)","(11.0, 99999, 99990)","(101.0, 450.0, 415.0)","(91.0, 130.0, 122.85714285714286)","(7.0, 99999, 99990)","(4.4, 4.8, 4.746341463414634)"
10-01-2023 16:16:56.762805,"(9.0, 10.5, 10.330508474576272)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.2, 4.2, 4.159701492537313)","(11.0, 99999, 99990)","(101.0, 450.0, 421.42857142857144)","(91.0, 130.0, 118.88888888888889)","(7.0, 99999, 99990)","(4.2, 4.8, 4.776)"
10-01-2023 16:16:58.100447,"(9.0, 10.5, 10.282608695652174)","(6.0, 99999, 99990)","(6.5, 99999, 99990)","(3.2, 4.2, 4.2105263157894735)","(11.0, 99999, 99990)","(101.0, 440.0, 421.42857142857144)","(91.0, 130.0, 117.6923076923077)","(7.0, 99999, 99990)","(4.2, 4.8, 4.80377358490566)"
10-01-2023 16:16:59.449028,"(9.0, 10.5, 10.41304347826087)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.3, 4.155056179775281)","(13.0, 99999, 99990)","(101.0, 440.0, 421.42857142857144)","(91.0, 130.0, 116.66666666666667)","(7.0, 99999, 99990)","(4.2, 4.9, 4.789130434782609)"
10-01-2023 16:17:00.774715,"(9.0, 10.5, 10.41304347826087)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.2, 4.157055214723926)","(13.0, 99999, 99990)","(101.0, 440.0, 421.42857142857144)","(91.0, 130.0, 151.42857142857142)","(7.0, 99999, 99990)","(4.2, 4.9, 4.819266055045872)"
10-01-2023 16:17:02.027295,"(9.0, 10.5, 10.450704225352112)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.2, 4.175206611570248)","(13.0, 99999, 99990)","(101.0, 440.0, 380.0)","(91.0, 180.0, 125.0)","(7.0, 99999, 99990)","(4.2, 4.9, 4.833333333333334)"
10-01-2023 16:17:03.288324,"(9.0, 10.5, 10.443661971830986)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.2, 4.175206611570248)","(13.0, 99999, 99990)","(101.0, 450.0, 380.0)","(91.0, 140.0, 125.0)","(7.0, 99999, 99990)","(4.2, 4.9, 4.838461538461539)"
10-01-2023 16:17:04.513741,"(9.0, 10.5, 10.443661971830986)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.2, 4.190909090909091)","(13.0, 99999, 99990)","(101.0, 450.0, 380.0)","(91.0, 140.0, 125.0)","(7.0, 99999, 99990)","(4.2, 4.9, 4.748484848484848)"
