,Stompem Nz,Whata Roller,We Always Have Faith Nz,Karloo Bradley Nz,Saving Major Percy,Kanye Crusader
10-01-2023 13:43:25.874522,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.75)","(7.0, 9.8, 9.4)"
10-01-2023 13:43:26.726594,"(4.8, 99999, 99990)","(2.4, 2.92, 2.848)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.75)","(7.0, 9.8, 9.4)"
10-01-2023 13:43:27.697139,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.75)","(7.0, 9.8, 9.4)"
10-01-2023 13:43:28.670492,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.75)","(7.0, 9.8, 9.4)"
10-01-2023 13:43:29.698948,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.75)","(7.0, 9.8, 9.4)"
10-01-2023 13:43:30.718286,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.75)","(7.0, 9.8, 9.4)"
10-01-2023 13:43:31.769772,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.75)","(7.0, 9.8, 9.4)"
10-01-2023 13:43:32.675609,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.75)","(7.0, 9.8, 9.4)"
10-01-2023 13:43:33.657351,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 37.666666666666664)","(7.0, 9.8, 9.4)"
10-01-2023 13:43:34.705177,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 37.666666666666664)","(7.0, 9.8, 9.4)"
10-01-2023 13:43:35.775736,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 37.666666666666664)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:43:36.749877,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.75)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:43:37.709392,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.75)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:43:38.761920,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.75)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:43:39.885307,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.75)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:43:41.023792,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.75)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:43:42.119756,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.75)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:43:43.049991,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.75)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:43:43.913772,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.75)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:43:44.853450,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.75)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:43:45.933985,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.75)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:43:47.057298,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 36.0)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:43:48.226660,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.57142857142857)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:43:49.386811,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8545454545454545)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 39.142857142857146)","(7.0, 9.8, 9.08)"
10-01-2023 13:43:50.342937,"(4.8, 99999, 99990)","(2.4, 2.92, 2.872)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 39.142857142857146)","(7.0, 9.8, 9.35)"
10-01-2023 13:43:51.322374,"(4.8, 99999, 99990)","(2.4, 2.92, 2.872)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 39.142857142857146)","(7.0, 9.6, 9.35)"
10-01-2023 13:43:52.432658,"(4.8, 99999, 99990)","(2.4, 2.92, 2.872)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 39.142857142857146)","(7.0, 9.6, 9.35)"
10-01-2023 13:43:53.543854,"(4.8, 99999, 99990)","(2.4, 2.92, 2.872)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 39.142857142857146)","(7.0, 9.6, 9.35)"
10-01-2023 13:43:54.642151,"(4.8, 99999, 99990)","(2.4, 2.92, 2.872)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 39.142857142857146)","(7.0, 9.6, 9.35)"
10-01-2023 13:43:55.611242,"(4.8, 99999, 99990)","(2.4, 2.92, 2.872)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 39.142857142857146)","(7.0, 9.6, 9.35)"
10-01-2023 13:43:56.570726,"(4.8, 99999, 99990)","(2.4, 2.92, 2.872)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 39.142857142857146)","(7.0, 9.6, 9.35)"
10-01-2023 13:43:57.661848,"(4.8, 99999, 99990)","(2.4, 2.92, 2.872)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 39.142857142857146)","(7.0, 9.6, 9.254545454545454)"
10-01-2023 13:43:58.798464,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8763636363636365)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 39.142857142857146)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:43:59.918667,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8685714285714283)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 39.142857142857146)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:44:01.017772,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8685714285714283)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 39.142857142857146)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:44:02.088461,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8685714285714283)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 39.142857142857146)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:44:03.118748,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8685714285714283)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 39.142857142857146)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:44:04.146315,"(4.8, 99999, 99990)","(2.4, 2.92, 2.8685714285714283)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 39.142857142857146)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:44:05.232818,"(4.8, 99999, 99990)","(2.4, 2.92, 2.944)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 39.5)","(7.0, 9.8, 9.254545454545454)"
10-01-2023 13:44:06.350375,"(4.8, 99999, 99990)","(2.4, 2.96, 2.944)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 36.666666666666664)","(7.0, 9.8, 9.085714285714287)"
10-01-2023 13:44:07.527455,"(4.8, 99999, 99990)","(2.4, 2.96, 2.951111111111111)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 42.0, 38.666666666666664)","(7.0, 9.8, 9.345454545454546)"
10-01-2023 13:44:08.720798,"(4.8, 99999, 99990)","(2.4, 2.96, 2.951111111111111)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 48.0, 38.0)","(7.0, 9.8, 9.345454545454546)"
10-01-2023 13:44:09.853979,"(4.8, 99999, 99990)","(2.4, 2.96, 2.951111111111111)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 38.0)","(7.0, 9.8, 9.355555555555556)"
10-01-2023 13:44:10.810057,"(4.8, 99999, 99990)","(2.4, 2.96, 2.951111111111111)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 38.0)","(7.0, 9.8, 9.355555555555556)"
10-01-2023 13:44:11.920217,"(4.8, 99999, 99990)","(2.4, 2.96, 2.951111111111111)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 38.0)","(7.0, 9.8, 9.466666666666667)"
10-01-2023 13:44:13.143167,"(4.8, 99999, 99990)","(2.4, 2.96, 2.951111111111111)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 38.0)","(7.0, 9.8, 9.355555555555556)"
10-01-2023 13:44:14.226783,"(4.8, 99999, 99990)","(2.4, 2.96, 2.951111111111111)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 38.0)","(7.0, 9.8, 9.355555555555556)"
10-01-2023 13:44:15.354193,"(4.8, 99999, 99990)","(2.4, 2.96, 2.953333333333333)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 38.0)","(7.0, 9.8, 9.355555555555556)"
10-01-2023 13:44:16.351312,"(4.8, 99999, 99990)","(2.4, 2.96, 2.953333333333333)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 38.0)","(7.0, 9.8, 9.355555555555556)"
10-01-2023 13:44:17.359060,"(4.8, 99999, 99990)","(2.4, 2.96, 2.953333333333333)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 38.0)","(7.0, 9.8, 9.355555555555556)"
10-01-2023 13:44:18.479477,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9457142857142857)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 38.0)","(7.0, 9.8, 9.355555555555556)"
10-01-2023 13:44:19.633231,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9457142857142857)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 38.0)","(7.0, 9.8, 9.355555555555556)"
10-01-2023 13:44:20.680910,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9457142857142857)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.8, 9.355555555555556)"
10-01-2023 13:44:21.740572,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9457142857142857)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.8, 9.085714285714287)"
10-01-2023 13:44:22.784276,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9509090909090907)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.8, 9.0)"
10-01-2023 13:44:23.781459,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9314285714285715)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.8, 9.0)"
10-01-2023 13:44:24.919884,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9314285714285715)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.8, 9.0)"
10-01-2023 13:44:26.061817,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9314285714285715)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.8, 9.0)"
10-01-2023 13:44:27.164964,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9314285714285715)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.8, 9.0)"
10-01-2023 13:44:28.304721,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9314285714285715)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.8, 9.0)"
10-01-2023 13:44:29.370333,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9314285714285715)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.8, 9.066666666666666)"
10-01-2023 13:44:30.342631,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9314285714285715)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.6, 9.066666666666666)"
10-01-2023 13:44:31.319907,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9314285714285715)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.6, 9.066666666666666)"
10-01-2023 13:44:32.433374,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9314285714285715)","(3.6, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.6, 9.066666666666666)"
10-01-2023 13:44:33.572785,"(5.0, 99999, 99990)","(2.4, 2.96, 2.9314285714285715)","(3.7, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.6, 9.066666666666666)"
10-01-2023 13:44:34.699468,"(5.0, 99999, 99990)","(2.4, 2.96, 2.9314285714285715)","(3.7, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.6, 8.8375)"
10-01-2023 13:44:35.838740,"(5.0, 99999, 99990)","(2.4, 2.96, 2.9314285714285715)","(3.7, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.4, 8.8375)"
10-01-2023 13:44:36.966267,"(5.0, 99999, 99990)","(2.4, 2.96, 2.9314285714285715)","(3.7, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:44:38.058292,"(5.0, 99999, 99990)","(2.4, 2.96, 2.9314285714285715)","(3.7, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:44:39.174485,"(5.0, 99999, 99990)","(2.4, 2.96, 2.9314285714285715)","(3.7, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.4, 9.25)"
10-01-2023 13:44:40.274755,"(5.0, 99999, 99990)","(2.4, 2.96, 2.9314285714285715)","(3.7, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.4, 9.25)"
10-01-2023 13:44:41.426012,"(5.0, 99999, 99990)","(2.4, 2.96, 2.9314285714285715)","(3.7, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 36.4)","(7.0, 9.4, 9.25)"
10-01-2023 13:44:42.590628,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9314285714285715)","(3.7, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 46.0, 47.705882352941174)","(7.0, 9.4, 9.25)"
10-01-2023 13:44:43.704862,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9557142857142855)","(3.7, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 48.0, 74.84848484848484)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:44:44.802144,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9557142857142855)","(3.7, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 80.0, 70.97222222222223)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:44:45.852040,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9563076923076923)","(3.7, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 75.0, 60.27272727272727)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:44:46.941641,"(4.8, 99999, 99990)","(2.4, 2.96, 2.9563076923076923)","(3.7, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 75.0, 63.0)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:44:47.991691,"(4.8, 99999, 99990)","(2.4, 2.96, 2.959032258064516)","(3.7, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 75.0, 63.888888888888886)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:44:49.114692,"(5.0, 99999, 99990)","(2.4, 2.96, 2.959032258064516)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 75.0, 67.72727272727272)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:44:50.248500,"(5.0, 99999, 99990)","(2.4, 2.96, 2.959032258064516)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 75.0, 65.0)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:44:51.348417,"(5.0, 99999, 99990)","(2.4, 2.96, 2.959032258064516)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 75.0, 70.0)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:44:52.421987,"(5.0, 99999, 99990)","(2.4, 2.96, 2.959032258064516)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 75.0, 72.5)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:44:53.606674,"(5.0, 99999, 99990)","(2.4, 2.96, 2.959032258064516)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 75.0, 72.5)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:44:54.947203,"(5.0, 99999, 99990)","(2.4, 2.96, 2.952)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 75.0, 56.05128205128205)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:44:56.175549,"(5.0, 99999, 99990)","(2.4, 2.96, 2.952)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 60.0, 56.05128205128205)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:44:57.342094,"(5.0, 99999, 99990)","(2.4, 2.96, 2.952)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 60.0, 53.2)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:44:58.518197,"(5.0, 99999, 99990)","(2.4, 2.96, 2.952)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 53.2)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:44:59.728375,"(5.0, 99999, 99990)","(2.4, 2.96, 2.952)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 53.2)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:45:00.803420,"(5.0, 99999, 99990)","(2.4, 2.96, 2.952)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 53.2)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:45:01.916613,"(5.0, 99999, 99990)","(2.4, 2.96, 2.952)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 49.61290322580645)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:45:03.038063,"(5.0, 99999, 99990)","(2.4, 2.96, 2.952)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 50.0, 49.61290322580645)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:45:04.150451,"(5.0, 99999, 99990)","(2.4, 2.96, 2.952)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 50.0, 49.61290322580645)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:45:05.310721,"(5.0, 99999, 99990)","(2.4, 2.94, 2.95)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 50.0, 49.61290322580645)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:45:06.528753,"(5.0, 99999, 99990)","(2.4, 2.96, 2.92)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 50.0, 49.61290322580645)","(7.0, 9.4, 8.950000000000001)"
10-01-2023 13:45:07.609659,"(5.0, 99999, 99990)","(2.4, 2.92, 2.888421052631579)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 50.0, 49.86206896551724)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:45:08.683924,"(5.0, 99999, 99990)","(2.4, 2.92, 2.8730434782608696)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 50.0, 54.12903225806451)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:45:09.856621,"(5.0, 99999, 99990)","(2.4, 2.88, 2.8431249999999997)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 54.12903225806451)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:45:10.947100,"(5.0, 99999, 99990)","(2.4, 2.86, 2.8431249999999997)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 54.12903225806451)","(7.0, 9.4, 9.100000000000001)"
10-01-2023 13:45:12.090521,"(5.0, 99999, 99990)","(2.4, 2.82, 2.7836363636363632)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 53.25)","(7.0, 9.4, 9.057142857142857)"
10-01-2023 13:45:13.224327,"(5.0, 99999, 99990)","(2.4, 2.82, 2.7836363636363632)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 53.25)","(7.0, 9.4, 9.2)"
10-01-2023 13:45:14.342701,"(5.0, 99999, 99990)","(2.4, 2.82, 2.784)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 53.25)","(7.0, 9.4, 9.2)"
10-01-2023 13:45:15.479719,"(5.0, 99999, 99990)","(2.4, 2.82, 2.7884210526315787)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 53.25)","(7.0, 9.4, 9.2)"
10-01-2023 13:45:16.679756,"(5.0, 99999, 99990)","(2.4, 2.82, 2.7989473684210524)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 53.25)","(7.0, 9.4, 9.1)"
10-01-2023 13:45:17.813986,"(5.0, 99999, 99990)","(2.4, 2.82, 2.7884210526315787)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 48.875)","(7.0, 9.4, 9.2)"
10-01-2023 13:45:18.932014,"(5.0, 99999, 99990)","(2.4, 2.82, 2.7884210526315787)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 48.875)","(7.0, 9.4, 9.2)"
10-01-2023 13:45:20.202188,"(5.0, 99999, 99990)","(2.4, 2.82, 2.812)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 48.875)","(7.0, 9.4, 9.2)"
10-01-2023 13:45:21.468307,"(5.0, 99999, 99990)","(2.4, 2.82, 2.7836363636363632)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 48.875)","(7.0, 9.4, 9.2)"
10-01-2023 13:45:22.833025,"(5.0, 99999, 99990)","(2.4, 2.82, 2.7789473684210524)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 48.875)","(7.0, 9.4, 9.2)"
10-01-2023 13:45:24.033574,"(5.0, 99999, 99990)","(2.4, 2.8, 2.76695652173913)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 48.875)","(7.0, 9.4, 9.2)"
10-01-2023 13:45:25.151174,"(5.0, 99999, 99990)","(2.4, 2.78, 2.753913043478261)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 48.411764705882355)","(7.0, 9.4, 9.2)"
10-01-2023 13:45:26.283393,"(5.0, 99999, 99990)","(2.4, 2.78, 2.748421052631579)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 48.5)","(7.0, 9.4, 9.2)"
10-01-2023 13:45:27.481108,"(5.0, 99999, 99990)","(2.4, 2.76, 2.6984615384615385)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 48.5)","(7.0, 9.4, 9.857142857142858)"
10-01-2023 13:45:28.551276,"(5.0, 99999, 99990)","(2.4, 2.76, 2.6984615384615385)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 48.5)","(7.0, 10.0, 9.631578947368421)"
10-01-2023 13:45:29.685659,"(5.0, 99999, 99990)","(2.4, 2.76, 2.6984615384615385)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 48.5)","(7.0, 10.0, 9.631578947368421)"
10-01-2023 13:45:30.828091,"(5.0, 99999, 99990)","(2.4, 2.76, 2.726415094339623)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 48.5)","(7.0, 10.0, 9.631578947368421)"
10-01-2023 13:45:31.951709,"(5.0, 99999, 99990)","(2.4, 2.74, 2.726415094339623)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 48.5)","(7.0, 10.0, 9.631578947368421)"
10-01-2023 13:45:33.127531,"(5.0, 99999, 99990)","(2.4, 2.7, 2.6821276595744683)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 48.5)","(7.0, 9.8, 9.533333333333333)"
10-01-2023 13:45:34.207049,"(5.0, 99999, 99990)","(2.4, 2.7, 2.6795348837209305)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 48.5)","(7.0, 9.8, 9.32)"
10-01-2023 13:45:35.254824,"(5.0, 99999, 99990)","(2.4, 2.7, 2.6936)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 48.5)","(7.0, 9.8, 9.32)"
10-01-2023 13:45:36.423578,"(5.0, 99999, 99990)","(2.4, 2.7, 2.6885714285714286)","(3.8, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 55.0, 48.5)","(7.0, 9.8, 10.55)"
