,Speedy Sunny,Sister One,Slick Soldier,Fabulous Victor,Coopers Mate,Misbehaved,My Luck Many
04-01-2023 14:56:30.550218,"(11.0, 27.0, 14.0)","(4.6, 7.2, 6.327272727272727)","(3.5, 4.3, 3.775)","(4.2, 7.0, 6.65)","(4.6, 6.0, 5.909090909090909)","(9.0, 16.0, 14.25)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:31.566200,"(11.0, 27.0, 14.0)","(4.6, 6.8, 6.254545454545454)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.6000000000000005)","(9.0, 16.0, 15.142857142857142)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:32.629306,"(11.0, 27.0, 14.0)","(4.6, 6.8, 6.254545454545454)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.6000000000000005)","(9.0, 16.0, 15.142857142857142)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:33.631690,"(11.0, 27.0, 14.0)","(4.6, 6.8, 6.254545454545454)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.6000000000000005)","(9.0, 16.0, 15.142857142857142)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:34.783966,"(11.0, 27.0, 14.0)","(4.6, 6.8, 6.05)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.45)","(9.0, 16.0, 15.142857142857142)","(7.0, 12.5, 11.629999999999999)"
04-01-2023 14:56:35.963488,"(11.0, 27.0, 14.0)","(4.6, 6.8, 6.05)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.45)","(9.0, 16.0, 15.142857142857142)","(7.0, 12.5, 11.629999999999999)"
04-01-2023 14:56:37.091325,"(11.0, 27.0, 14.0)","(4.6, 6.8, 6.05)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.45)","(9.0, 16.0, 15.142857142857142)","(7.0, 12.5, 11.629999999999999)"
04-01-2023 14:56:38.248004,"(11.0, 27.0, 14.0)","(4.6, 6.8, 6.1125)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.9)","(4.6, 6.0, 5.45)","(9.0, 16.0, 15.142857142857142)","(7.0, 12.5, 11.629999999999999)"
04-01-2023 14:56:39.423327,"(11.0, 27.0, 14.0)","(4.6, 6.6, 6.1909090909090905)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.455555555555556)","(9.0, 16.0, 15.142857142857142)","(7.0, 12.5, 11.629999999999999)"
04-01-2023 14:56:40.545947,"(11.0, 27.0, 14.0)","(4.6, 6.6, 6.06)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.455555555555556)","(9.0, 16.0, 15.142857142857142)","(7.0, 12.5, 11.629999999999999)"
04-01-2023 14:56:41.604819,"(11.0, 27.0, 14.0)","(4.6, 6.6, 6.06)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.455555555555556)","(9.0, 16.0, 15.142857142857142)","(7.0, 12.5, 11.629999999999999)"
04-01-2023 14:56:42.596659,"(11.0, 27.0, 14.0)","(4.6, 6.6, 6.06)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.455555555555556)","(9.0, 16.0, 14.884615384615385)","(7.0, 12.5, 12.244444444444444)"
04-01-2023 14:56:43.645037,"(11.0, 25.0, 16.0)","(4.6, 6.6, 6.06)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.74)","(9.0, 16.5, 13.875)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:44.771215,"(11.0, 25.0, 20.07142857142857)","(4.6, 6.6, 6.085714285714285)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 6.0, 5.455555555555556)","(9.0, 16.5, 14.863636363636363)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:45.828447,"(11.0, 25.0, 15.571428571428571)","(4.6, 6.6, 6.085714285714285)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.455555555555556)","(9.0, 16.5, 14.863636363636363)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:46.916158,"(11.0, 25.0, 15.571428571428571)","(4.6, 6.6, 6.085714285714285)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.455555555555556)","(9.0, 16.5, 14.863636363636363)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:47.989407,"(11.0, 25.0, 15.571428571428571)","(4.6, 6.6, 6.085714285714285)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.455555555555556)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:49.000149,"(11.0, 25.0, 15.571428571428571)","(4.6, 6.6, 6.085714285714285)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.455555555555556)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:50.021604,"(11.0, 25.0, 15.571428571428571)","(4.6, 6.6, 6.085714285714285)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.455555555555556)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:51.070340,"(11.0, 25.0, 19.272727272727273)","(4.6, 6.6, 6.085714285714285)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.74)","(9.0, 16.5, 14.4)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:52.053730,"(11.0, 25.0, 18.333333333333332)","(4.6, 6.6, 5.957142857142856)","(3.5, 4.3, 3.775)","(4.2, 7.0, 6.65)","(4.6, 6.0, 5.82)","(9.0, 16.5, 14.4)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:53.068063,"(11.0, 25.0, 20.384615384615387)","(4.6, 6.6, 6.1499999999999995)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.455555555555556)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:54.087797,"(11.0, 25.0, 20.384615384615387)","(4.6, 6.6, 6.0)","(3.5, 4.3, 3.775)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.455555555555556)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:55.163845,"(11.0, 25.0, 20.384615384615387)","(4.6, 6.6, 5.975)","(3.5, 4.3, 4.16)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.455555555555556)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:56.266661,"(11.0, 25.0, 20.384615384615387)","(4.6, 6.6, 5.975)","(3.5, 4.3, 4.16)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.455555555555556)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:57.413972,"(11.0, 25.0, 20.384615384615387)","(4.6, 6.6, 5.975)","(3.5, 4.3, 4.16875)","(4.2, 6.8, 5.85)","(4.6, 5.9, 5.455555555555556)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:58.525024,"(11.0, 25.0, 20.384615384615387)","(4.6, 6.6, 5.975)","(3.5, 4.3, 4.16875)","(4.4, 6.8, 5.85)","(4.4, 5.9, 5.390909090909091)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:56:59.567110,"(11.0, 25.0, 22.625)","(4.6, 6.6, 6.0375)","(3.5, 4.3, 4.16875)","(4.4, 6.8, 5.85)","(4.4, 5.9, 5.390909090909091)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:00.687220,"(11.0, 25.0, 22.625)","(4.6, 6.6, 6.0375)","(3.5, 4.3, 4.16875)","(4.4, 6.8, 5.85)","(4.4, 5.9, 5.390909090909091)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:01.688327,"(11.0, 25.0, 22.625)","(4.6, 6.6, 6.0375)","(3.5, 4.3, 4.16875)","(4.4, 6.8, 5.85)","(4.4, 5.9, 5.390909090909091)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:02.679165,"(11.0, 25.0, 22.625)","(4.6, 6.6, 6.0375)","(3.5, 4.3, 4.16875)","(4.4, 6.8, 5.85)","(4.4, 5.9, 5.390909090909091)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:03.714929,"(11.0, 25.0, 22.625)","(4.6, 6.6, 6.0375)","(3.5, 4.3, 4.16875)","(4.4, 6.8, 5.85)","(4.4, 5.9, 5.390909090909091)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:04.774591,"(11.0, 25.0, 22.625)","(4.6, 6.6, 6.0375)","(3.5, 4.3, 4.16875)","(4.4, 6.8, 5.85)","(4.4, 5.9, 5.390909090909091)","(9.0, 16.5, 14.4)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:05.817633,"(11.0, 25.0, 20.92857142857143)","(4.6, 6.6, 6.066666666666666)","(3.5, 4.3, 4.16875)","(4.4, 6.8, 5.85)","(4.4, 5.9, 5.333333333333333)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:06.940665,"(11.0, 25.0, 22.545454545454547)","(4.6, 6.6, 6.066666666666666)","(3.5, 4.3, 4.16875)","(4.4, 6.8, 5.85)","(4.4, 5.8, 5.4)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:08.048240,"(11.0, 25.0, 22.545454545454547)","(4.6, 6.6, 6.066666666666666)","(3.5, 4.3, 4.16875)","(4.4, 6.8, 5.85)","(4.4, 5.8, 5.4)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:09.141186,"(11.0, 25.0, 22.545454545454547)","(4.6, 6.6, 6.066666666666666)","(3.5, 4.3, 4.16875)","(4.4, 6.8, 5.85)","(4.4, 5.8, 5.4)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:10.248620,"(11.0, 25.0, 22.545454545454547)","(4.6, 6.6, 6.066666666666666)","(3.5, 4.3, 4.16875)","(4.4, 6.8, 5.85)","(4.4, 5.8, 5.4)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:11.410626,"(11.0, 25.0, 22.545454545454547)","(4.6, 6.6, 6.066666666666666)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.85)","(4.4, 5.8, 5.4)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:12.572934,"(11.0, 25.0, 22.545454545454547)","(4.6, 6.6, 5.4461538461538455)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.75)","(4.4, 5.8, 5.4222222222222225)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:13.644913,"(11.0, 25.0, 22.68181818181818)","(4.6, 6.6, 5.863157894736842)","(3.5, 4.3, 4.16)","(4.4, 6.6, 5.655555555555556)","(4.4, 5.7, 5.4222222222222225)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:14.743225,"(11.0, 25.0, 22.68181818181818)","(4.6, 6.6, 5.863157894736842)","(3.5, 4.3, 4.16)","(4.4, 6.6, 5.655555555555556)","(4.4, 5.7, 5.4222222222222225)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:15.781626,"(11.0, 25.0, 22.68181818181818)","(4.6, 6.6, 5.863157894736842)","(3.5, 4.3, 4.16)","(4.4, 6.6, 5.655555555555556)","(4.4, 5.7, 5.4222222222222225)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:16.808064,"(11.0, 25.0, 22.68181818181818)","(4.6, 6.6, 5.863157894736842)","(3.5, 4.3, 4.16)","(4.4, 6.6, 5.655555555555556)","(4.4, 5.7, 5.4222222222222225)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:17.744681,"(11.0, 25.0, 22.68181818181818)","(4.6, 6.6, 5.933333333333334)","(3.5, 4.3, 4.16)","(4.4, 6.6, 5.655555555555556)","(4.4, 5.7, 5.4222222222222225)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:18.822392,"(11.0, 25.0, 22.68181818181818)","(4.6, 6.6, 5.933333333333334)","(3.5, 4.3, 4.16)","(4.4, 6.6, 5.655555555555556)","(4.4, 5.7, 5.4222222222222225)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:19.814625,"(11.0, 25.0, 22.68181818181818)","(4.6, 6.6, 5.725)","(3.5, 4.3, 4.16)","(4.4, 6.6, 5.655555555555556)","(4.4, 5.7, 5.4222222222222225)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:21.052610,"(11.0, 25.0, 22.81818181818182)","(4.6, 6.6, 5.91578947368421)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.7, 5.4222222222222225)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:22.399580,"(11.0, 25.0, 22.81818181818182)","(4.6, 6.6, 5.91578947368421)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.7, 5.4222222222222225)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:23.603237,"(11.0, 25.0, 22.81818181818182)","(4.6, 6.6, 5.91578947368421)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.7, 5.4222222222222225)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:24.829242,"(11.0, 25.0, 22.81818181818182)","(4.6, 6.6, 5.980952380952381)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.7, 5.4222222222222225)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:26.060629,"(11.0, 25.0, 22.81818181818182)","(4.6, 6.6, 5.980952380952381)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.7, 5.4222222222222225)","(9.0, 16.5, 14.4)","(7.0, 13.0, 11.629999999999999)"
04-01-2023 14:57:27.249814,"(11.0, 25.0, 21.0)","(4.6, 6.6, 5.7875)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.7, 5.4222222222222225)","(9.0, 16.5, 15.375)","(7.0, 12.5, 12.244444444444444)"
04-01-2023 14:57:28.328812,"(11.0, 25.0, 22.954545454545453)","(4.6, 6.6, 5.933333333333334)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.7, 5.4222222222222225)","(9.0, 16.5, 15.375)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:29.329630,"(11.0, 25.0, 22.954545454545453)","(4.6, 6.6, 5.933333333333334)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.7, 5.4222222222222225)","(9.0, 16.5, 15.6875)","(7.0, 13.0, 11.629999999999999)"
04-01-2023 14:57:30.329925,"(11.0, 25.0, 22.954545454545453)","(4.6, 6.6, 5.933333333333334)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.7, 5.4222222222222225)","(9.0, 17.0, 15.6875)","(7.0, 12.5, 11.629999999999999)"
04-01-2023 14:57:31.403900,"(11.0, 25.0, 22.954545454545453)","(4.6, 6.6, 5.933333333333334)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.7, 5.4222222222222225)","(9.0, 17.0, 15.6875)","(7.0, 12.5, 11.629999999999999)"
04-01-2023 14:57:32.507488,"(11.0, 25.0, 22.954545454545453)","(4.6, 6.6, 5.933333333333334)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.7, 5.4222222222222225)","(9.0, 17.0, 15.6875)","(7.0, 12.5, 11.629999999999999)"
04-01-2023 14:57:33.633290,"(11.0, 25.0, 22.954545454545453)","(4.6, 6.6, 5.933333333333334)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.7, 5.542857142857143)","(9.0, 17.0, 15.6875)","(7.0, 12.5, 12.244444444444444)"
04-01-2023 14:57:34.715357,"(11.0, 25.0, 21.25)","(4.6, 6.6, 5.866666666666666)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.8, 5.542857142857143)","(9.0, 17.0, 15.6875)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:35.865104,"(11.0, 25.0, 22.375)","(4.6, 6.6, 5.988888888888889)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.7, 5.5181818181818185)","(9.0, 17.0, 15.6875)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:37.059571,"(11.0, 25.0, 22.375)","(4.6, 6.6, 5.988888888888889)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.7, 5.45)","(9.0, 17.0, 15.6875)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:38.139691,"(11.0, 25.0, 22.375)","(4.6, 6.6, 6.05)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.7, 5.4222222222222225)","(9.0, 17.0, 15.6875)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:39.203899,"(11.0, 25.0, 22.375)","(4.6, 6.6, 6.05)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.7, 5.4222222222222225)","(9.0, 17.0, 15.6875)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:40.382770,"(11.0, 25.0, 22.375)","(4.6, 6.6, 5.6)","(3.5, 4.3, 4.16)","(4.4, 6.8, 6.58)","(4.4, 5.7, 5.185714285714285)","(9.0, 17.0, 14.6)","(7.0, 13.0, 12.244444444444444)"
04-01-2023 14:57:41.466601,"(11.0, 25.0, 21.25)","(4.6, 6.6, 5.6)","(3.5, 4.3, 4.16)","(4.4, 7.0, 5.7444444444444445)","(4.4, 5.7, 5.1499999999999995)","(9.0, 17.0, 17.0)","(7.0, 13.0, 11.59375)"
04-01-2023 14:57:42.597655,"(11.0, 22.0, 21.333333333333332)","(4.6, 6.6, 5.975)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.5, 5.15)","(9.0, 17.5, 17.0)","(7.0, 12.5, 11.59375)"
04-01-2023 14:57:43.912791,"(11.0, 22.0, 21.333333333333332)","(4.6, 6.6, 5.975)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.4, 5.5, 5.05)","(9.0, 17.5, 17.0)","(7.0, 12.5, 10.18)"
04-01-2023 14:57:45.067846,"(11.0, 22.0, 20.5)","(4.6, 6.6, 5.975)","(3.5, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.6, 5.5, 5.05)","(9.0, 17.5, 16.3)","(7.0, 12.5, 10.18)"
04-01-2023 14:57:46.343029,"(10.0, 21.0, 20.5)","(4.6, 6.6, 5.975)","(3.6, 4.3, 4.16)","(4.4, 6.8, 5.7444444444444445)","(4.6, 5.5, 5.352941176470589)","(9.0, 17.5, 16.3)","(7.0, 12.5, 10.18)"
04-01-2023 14:57:47.400877,"(10.0, 21.0, 20.5)","(4.6, 6.6, 5.975)","(3.6, 4.3, 4.16)","(4.4, 6.8, 6.58)","(4.6, 5.4, 5.355555555555556)","(9.0, 17.5, 15.1)","(7.0, 12.5, 10.18)"
04-01-2023 14:57:48.413016,"(10.0, 21.0, 20.125)","(4.6, 6.6, 5.6909090909090905)","(3.6, 4.3, 4.16)","(4.4, 7.0, 5.7444444444444445)","(4.6, 5.4, 5.076)","(9.0, 17.5, 16.5)","(7.0, 12.5, 10.014285714285714)"
04-01-2023 14:57:49.495123,"(10.0, 21.0, 20.666666666666668)","(4.6, 6.6, 6.0)","(3.6, 4.3, 4.183333333333334)","(4.4, 6.8, 5.8)","(4.6, 5.3, 5.076)","(9.0, 17.5, 16.5)","(7.0, 12.5, 10.014285714285714)"
04-01-2023 14:57:50.474616,"(10.0, 21.0, 20.666666666666668)","(4.6, 6.6, 6.0)","(3.6, 4.3, 4.183333333333334)","(4.4, 6.8, 5.8)","(4.6, 5.3, 5.076)","(9.0, 17.5, 16.5)","(7.0, 12.5, 10.014285714285714)"
04-01-2023 14:57:51.597408,"(10.0, 21.0, 20.666666666666668)","(4.6, 6.6, 6.0375)","(3.6, 4.3, 4.183333333333334)","(4.4, 6.8, 5.7444444444444445)","(4.6, 5.3, 5.076)","(9.0, 17.5, 16.5)","(7.0, 12.5, 10.014285714285714)"
04-01-2023 14:57:52.756571,"(10.0, 21.0, 20.666666666666668)","(4.6, 6.6, 6.0375)","(3.6, 4.3, 4.183333333333334)","(4.4, 6.8, 5.7444444444444445)","(4.6, 5.3, 4.949999999999999)","(9.0, 17.5, 16.5)","(7.0, 12.5, 10.014285714285714)"
04-01-2023 14:57:53.882446,"(10.0, 21.0, 20.666666666666668)","(4.6, 6.6, 6.0375)","(3.6, 4.3, 4.183333333333334)","(4.4, 6.8, 5.7444444444444445)","(4.6, 5.3, 4.876744186046511)","(9.0, 17.5, 16.5)","(7.0, 12.5, 10.014285714285714)"
04-01-2023 14:57:55.005642,"(10.0, 21.0, 20.666666666666668)","(4.6, 6.6, 6.0375)","(3.6, 4.3, 4.183333333333334)","(4.4, 6.8, 5.7444444444444445)","(4.6, 5.3, 4.85)","(9.0, 17.5, 16.5)","(7.0, 12.5, 10.014285714285714)"
04-01-2023 14:57:56.132007,"(10.0, 21.0, 20.5)","(4.6, 6.6, 6.066666666666666)","(3.6, 4.3, 4.183333333333334)","(4.4, 6.8, 5.8)","(4.6, 5.1, 4.85)","(9.0, 17.5, 16.5)","(7.0, 12.5, 10.014285714285714)"
04-01-2023 14:57:57.291460,"(10.0, 21.0, 20.5)","(4.6, 6.6, 6.066666666666666)","(3.6, 4.3, 4.183333333333334)","(4.4, 6.8, 5.8)","(4.6, 5.1, 4.836842105263157)","(9.0, 17.5, 16.5)","(7.0, 12.5, 10.014285714285714)"
04-01-2023 14:57:58.396020,"(10.0, 21.0, 20.5)","(4.6, 6.6, 6.066666666666666)","(3.6, 4.3, 4.183333333333334)","(4.4, 6.8, 5.8)","(4.6, 5.1, 4.836842105263157)","(9.0, 17.5, 16.5)","(7.0, 12.5, 10.014285714285714)"
04-01-2023 14:57:59.487165,"(10.0, 21.0, 20.5)","(4.6, 6.6, 6.066666666666666)","(3.6, 4.3, 4.183333333333334)","(4.4, 6.8, 5.7444444444444445)","(4.6, 5.1, 4.993617021276595)","(9.0, 17.5, 16.5)","(7.0, 12.5, 10.014285714285714)"
04-01-2023 14:58:00.601563,"(10.0, 21.0, 20.5)","(4.6, 6.6, 6.066666666666666)","(3.6, 4.3, 4.263157894736842)","(4.4, 6.8, 5.7444444444444445)","(4.6, 5.1, 4.869230769230769)","(9.0, 17.5, 16.5)","(7.0, 12.5, 10.014285714285714)"
04-01-2023 14:58:01.739579,"(10.0, 21.0, 20.5)","(4.6, 6.6, 6.066666666666666)","(3.6, 4.3, 4.263157894736842)","(4.4, 6.8, 6.58)","(4.6, 5.1, 4.875)","(9.0, 17.5, 16.5)","(7.0, 12.5, 10.014285714285714)"
04-01-2023 14:58:02.810210,"(10.0, 21.0, 20.125)","(4.6, 6.6, 5.666666666666667)","(3.6, 4.3, 4.1049999999999995)","(4.4, 7.0, 5.7444444444444445)","(4.6, 5.0, 4.875)","(9.0, 17.5, 16.5)","(7.0, 12.5, 10.014285714285714)"
04-01-2023 14:58:03.923387,"(10.0, 21.0, 20.5)","(4.6, 6.6, 5.91578947368421)","(3.6, 4.3, 4.1049999999999995)","(4.4, 6.8, 5.7444444444444445)","(4.6, 5.0, 4.875)","(9.0, 17.5, 16.5)","(7.0, 12.5, 10.014285714285714)"
04-01-2023 14:58:05.027938,"(10.0, 21.0, 20.5)","(4.6, 6.6, 5.949999999999999)","(3.6, 4.3, 4.1049999999999995)","(4.4, 6.8, 5.7444444444444445)","(4.6, 5.0, 4.875)","(9.0, 17.5, 16.5)","(7.0, 12.5, 10.014285714285714)"
04-01-2023 14:58:06.048219,"(10.0, 21.0, 20.5)","(4.6, 6.6, 5.949999999999999)","(3.6, 4.3, 4.1049999999999995)","(4.4, 6.8, 5.7444444444444445)","(4.6, 5.0, 4.875)","(9.0, 17.5, 16.5)","(7.0, 12.5, 10.014285714285714)"
04-01-2023 14:58:07.056942,"(10.0, 21.0, 20.5)","(4.6, 6.6, 5.949999999999999)","(3.7, 4.3, 4.1049999999999995)","(4.4, 6.8, 5.7444444444444445)","(4.6, 5.0, 4.875)","(9.0, 17.5, 16.5)","(7.0, 12.5, 10.133333333333333)"
04-01-2023 14:58:08.062463,"(10.0, 21.0, 20.5)","(4.6, 6.6, 6.08)","(3.7, 4.3, 4.1049999999999995)","(4.4, 6.8, 5.7444444444444445)","(4.6, 5.0, 4.928571428571428)","(9.0, 17.5, 16.5)","(7.0, 12.0, 9.84)"
04-01-2023 14:58:09.134252,"(10.0, 21.0, 20.5)","(4.6, 6.6, 5.463157894736843)","(3.7, 4.3, 4.1049999999999995)","(4.4, 6.8, 6.166666666666667)","(4.6, 5.1, 4.928571428571428)","(9.0, 17.5, 16.5)","(7.0, 12.0, 9.84)"
04-01-2023 14:58:10.149821,"(10.0, 21.0, 20.5)","(4.6, 6.6, 5.463157894736843)","(3.7, 4.3, 4.1049999999999995)","(4.4, 6.8, 6.166666666666667)","(4.6, 5.1, 4.928571428571428)","(9.0, 17.5, 16.5)","(7.0, 12.0, 9.84)"
04-01-2023 14:58:11.218251,"(10.0, 21.0, 20.5)","(4.6, 6.6, 5.463157894736843)","(3.7, 4.3, 4.1049999999999995)","(4.4, 6.8, 6.166666666666667)","(4.6, 5.1, 4.928571428571428)","(9.0, 17.5, 15.5)","(7.0, 12.0, 9.84)"
04-01-2023 14:58:12.249055,"(10.0, 21.0, 20.125)","(4.6, 6.6, 5.739130434782608)","(3.7, 4.3, 4.1049999999999995)","(4.4, 6.4, 5.6461538461538465)","(4.6, 5.0, 4.875)","(9.0, 17.5, 15.5)","(7.0, 12.0, 9.84)"
04-01-2023 14:58:13.305072,"(10.0, 21.0, 20.5)","(4.6, 6.4, 5.78421052631579)","(3.7, 4.3, 4.21)","(4.4, 6.4, 5.466666666666667)","(4.6, 5.0, 4.875)","(9.0, 17.5, 16.5)","(7.0, 12.0, 10.0)"
