,Lucretia Ann,Tarlee,Joffas Neptune,So Joe Mac,Bingo Ringo,Mechanics Kismet,Means Business,Knuckles Galore
07-01-2023 09:11:36.214702,"(4.2, 7.2, 6.766666666666667)","(4.6, 5.4, 5.005714285714285)","(16.0, 50.0, 44.0)","(101.0, 610.0, 492.5)","(4.2, 5.9, 5.610344827586207)","(11.0, 32.0, 28.0)","(2.6, 2.98, 2.87)","(10.0, 18.5, 16.625)"
07-01-2023 09:11:37.176481,"(4.2, 7.2, 6.766666666666667)","(4.6, 5.4, 5.005714285714285)","(16.0, 50.0, 44.0)","(101.0, 610.0, 453.3333333333333)","(4.2, 5.9, 5.54)","(11.0, 32.0, 28.0)","(2.6, 2.98, 3.0282035928143713)","(10.0, 18.5, 16.625)"
07-01-2023 09:11:38.172143,"(4.2, 7.2, 6.814814814814815)","(4.6, 5.4, 5.0)","(16.0, 55.0, 33.333333333333336)","(101.0, 610.0, 492.5)","(4.2, 5.9, 5.42)","(11.0, 32.0, 30.22222222222222)","(2.6, 3.05, 3.0288866396761134)","(10.0, 18.5, 16.625)"
07-01-2023 09:11:39.183436,"(4.2, 7.2, 6.814814814814815)","(4.6, 5.4, 4.824)","(16.0, 55.0, 33.333333333333336)","(101.0, 610.0, 453.3333333333333)","(4.2, 5.9, 5.425)","(11.0, 32.0, 29.6)","(2.6, 3.05, 3.0288866396761134)","(10.0, 18.5, 16.333333333333332)"
07-01-2023 09:11:40.178066,"(4.2, 7.2, 6.814814814814815)","(4.6, 5.4, 4.880645161290323)","(16.0, 55.0, 33.333333333333336)","(101.0, 610.0, 453.3333333333333)","(4.2, 5.8, 5.35)","(11.0, 32.0, 28.0)","(2.6, 3.05, 3.0288866396761134)","(10.0, 18.0, 16.333333333333332)"
07-01-2023 09:11:41.166493,"(4.2, 7.2, 6.766666666666667)","(4.6, 5.4, 4.825)","(16.0, 55.0, 33.333333333333336)","(101.0, 610.0, 492.5)","(4.2, 5.8, 5.68)","(11.0, 32.0, 30.22222222222222)","(2.6, 3.05, 3.0288866396761134)","(10.0, 18.0, 16.333333333333332)"
07-01-2023 09:11:42.195856,"(4.2, 7.2, 6.766666666666667)","(4.6, 5.4, 4.912121212121212)","(16.0, 55.0, 33.333333333333336)","(101.0, 610.0, 492.5)","(4.2, 5.8, 5.6)","(11.0, 32.0, 28.0)","(2.6, 3.05, 3.007183908045977)","(10.0, 18.0, 16.333333333333332)"
07-01-2023 09:11:43.202781,"(4.2, 7.2, 6.766666666666667)","(4.6, 5.4, 4.825)","(16.0, 55.0, 33.333333333333336)","(101.0, 610.0, 492.5)","(4.2, 5.8, 5.35)","(11.0, 32.0, 30.22222222222222)","(2.6, 3.05, 3.007183908045977)","(10.0, 18.0, 16.333333333333332)"
07-01-2023 09:11:44.203143,"(4.2, 7.2, 6.766666666666667)","(4.6, 5.4, 4.912121212121212)","(16.0, 55.0, 33.333333333333336)","(101.0, 610.0, 551.25)","(4.2, 5.8, 5.523076923076923)","(11.0, 32.0, 28.0)","(2.6, 3.05, 3.007183908045977)","(10.0, 18.0, 16.2)"
07-01-2023 09:11:45.233184,"(4.2, 7.2, 6.9399999999999995)","(4.6, 5.4, 4.825)","(16.0, 50.0, 40.0)","(101.0, 610.0, 551.25)","(4.2, 5.8, 5.35)","(11.0, 32.0, 30.22222222222222)","(2.6, 3.05, 3.097883597883598)","(10.0, 18.0, 16.2)"
07-01-2023 09:11:46.236706,"(4.2, 7.2, 6.9399999999999995)","(4.6, 5.4, 4.816666666666666)","(16.0, 48.0, 34.0)","(101.0, 610.0, 551.25)","(4.2, 5.8, 5.38421052631579)","(11.0, 32.0, 30.22222222222222)","(2.6, 3.1, 3.1476744186046512)","(10.0, 18.0, 16.875)"
07-01-2023 09:11:47.224226,"(4.2, 7.2, 6.805714285714285)","(4.6, 5.1, 4.9222222222222225)","(16.0, 46.0, 42.8)","(101.0, 610.0, 551.25)","(4.2, 5.7, 5.466666666666667)","(11.0, 32.0, 28.0)","(2.6, 3.15, 3.191255605381166)","(10.0, 17.5, 16.875)"
07-01-2023 09:11:48.220153,"(4.2, 7.2, 6.805714285714285)","(4.6, 5.1, 4.918181818181818)","(16.0, 46.0, 38.0)","(101.0, 610.0, 551.25)","(4.2, 5.6, 5.466666666666667)","(11.0, 32.0, 30.22222222222222)","(2.6, 3.2, 3.1535714285714285)","(10.0, 17.5, 16.875)"
07-01-2023 09:11:49.221481,"(4.2, 7.2, 6.805714285714285)","(4.6, 5.1, 4.766666666666667)","(16.0, 46.0, 34.92307692307692)","(101.0, 610.0, 551.25)","(4.2, 5.6, 5.466666666666667)","(11.0, 32.0, 28.0)","(2.6, 3.2, 3.1602040816326533)","(10.0, 17.5, 16.875)"
07-01-2023 09:11:50.230595,"(4.2, 7.2, 6.805714285714285)","(4.6, 5.1, 4.918181818181818)","(16.0, 46.0, 38.0)","(101.0, 610.0, 551.25)","(4.2, 5.6, 5.466666666666667)","(11.0, 32.0, 30.22222222222222)","(2.6, 3.2, 3.1602040816326533)","(10.0, 17.5, 16.875)"
07-01-2023 09:11:51.246453,"(4.2, 7.2, 6.805714285714285)","(4.6, 5.1, 4.766666666666667)","(16.0, 46.0, 34.92307692307692)","(101.0, 610.0, 551.25)","(4.2, 5.6, 5.466666666666667)","(11.0, 32.0, 30.22222222222222)","(2.6, 3.2, 3.1602040816326533)","(10.0, 17.5, 16.65625)"
07-01-2023 09:11:52.253762,"(4.2, 7.2, 6.805714285714285)","(4.6, 5.0, 4.76)","(16.0, 44.0, 37.0)","(101.0, 610.0, 551.25)","(4.2, 5.6, 5.466666666666667)","(11.0, 32.0, 28.0)","(2.6, 3.2, 3.2976811594202897)","(10.0, 17.5, 16.65625)"
07-01-2023 09:11:53.296471,"(4.2, 7.2, 6.788571428571428)","(4.6, 5.0, 4.7749999999999995)","(16.0, 44.0, 39.6)","(101.0, 610.0, 551.25)","(4.2, 5.6, 5.466666666666667)","(11.0, 32.0, 30.22222222222222)","(2.6, 3.3, 3.29683908045977)","(10.0, 17.5, 16.61764705882353)"
07-01-2023 09:11:54.286795,"(4.2, 7.2, 6.788571428571428)","(4.6, 5.0, 4.657142857142857)","(16.0, 42.0, 39.6)","(101.0, 610.0, 551.25)","(4.2, 5.6, 5.457142857142857)","(11.0, 32.0, 28.0)","(2.6, 3.3, 3.278)","(10.0, 17.5, 16.875)"
07-01-2023 09:11:55.338337,"(4.2, 7.2, 6.769230769230769)","(4.6, 4.9, 4.775)","(16.0, 42.0, 39.6)","(101.0, 610.0, 551.25)","(4.2, 5.5, 5.457142857142857)","(11.0, 32.0, 30.22222222222222)","(2.6, 3.3, 3.278)","(10.0, 17.5, 17.59090909090909)"
07-01-2023 09:11:56.379542,"(4.2, 7.2, 6.778378378378378)","(4.6, 4.9, 4.685714285714286)","(16.0, 42.0, 39.6)","(101.0, 610.0, 551.25)","(4.2, 5.5, 5.466666666666667)","(11.0, 32.0, 28.0)","(2.6, 3.3, 3.15)","(10.0, 18.5, 17.458333333333332)"
07-01-2023 09:11:57.442713,"(4.4, 7.2, 6.788571428571428)","(4.6, 5.0, 4.88)","(17.0, 42.0, 39.6)","(101.0, 610.0, 320.0)","(4.2, 5.6, 5.466666666666667)","(13.0, 32.0, 28.0)","(2.6, 3.25, 3.1204545454545456)","(10.0, 18.5, 17.59090909090909)"
07-01-2023 09:11:58.474745,"(4.4, 7.2, 6.788571428571428)","(4.6, 5.0, 4.88)","(17.0, 42.0, 39.6)","(101.0, 500.0, 320.0)","(4.2, 5.6, 5.466666666666667)","(13.0, 32.0, 30.22222222222222)","(2.6, 3.25, 3.1444444444444444)","(10.0, 18.5, 17.59090909090909)"
07-01-2023 09:11:59.486505,"(4.4, 7.2, 6.788571428571428)","(4.6, 5.0, 4.76)","(17.0, 42.0, 39.6)","(101.0, 500.0, 320.0)","(4.2, 5.6, 5.466666666666667)","(13.0, 32.0, 28.0)","(2.6, 3.25, 3.16)","(10.0, 18.5, 17.59090909090909)"
07-01-2023 09:12:00.500703,"(4.4, 7.2, 6.788571428571428)","(4.6, 5.0, 4.88)","(17.0, 42.0, 39.6)","(101.0, 500.0, 320.0)","(4.2, 5.6, 5.466666666666667)","(13.0, 32.0, 30.22222222222222)","(2.6, 3.25, 3.16)","(10.0, 18.5, 17.59090909090909)"
07-01-2023 09:12:01.504975,"(4.4, 7.2, 6.788571428571428)","(4.6, 5.0, 4.76)","(17.0, 42.0, 38.0)","(101.0, 500.0, 320.0)","(4.2, 5.6, 5.466666666666667)","(13.0, 32.0, 27.733333333333334)","(2.6, 3.25, 3.16)","(10.0, 18.5, 17.59090909090909)"
07-01-2023 09:12:02.539668,"(4.4, 7.2, 6.788571428571428)","(4.6, 5.0, 4.88)","(17.0, 42.0, 38.0)","(101.0, 500.0, 320.0)","(4.2, 5.6, 5.466666666666667)","(13.0, 32.0, 29.25)","(2.6, 3.25, 3.189189189189189)","(10.0, 18.5, 17.029411764705884)"
07-01-2023 09:12:03.543364,"(4.4, 7.0, 6.757142857142857)","(4.6, 5.0, 4.88)","(17.0, 42.0, 33.0)","(101.0, 500.0, 320.0)","(4.2, 5.6, 5.466666666666667)","(13.0, 30.0, 29.25)","(2.6, 3.25, 3.2)","(10.0, 18.5, 17.029411764705884)"
07-01-2023 09:12:04.590127,"(4.4, 7.0, 6.722222222222222)","(4.6, 5.0, 4.76)","(17.0, 40.0, 34.0)","(101.0, 500.0, 320.0)","(4.2, 5.6, 5.466666666666667)","(13.0, 30.0, 29.25)","(2.6, 3.25, 3.2)","(10.0, 18.5, 17.029411764705884)"
07-01-2023 09:12:05.585717,"(4.4, 7.0, 6.821428571428571)","(4.6, 5.0, 4.88)","(17.0, 38.0, 32.285714285714285)","(101.0, 500.0, 320.0)","(4.2, 5.6, 5.466666666666667)","(13.0, 30.0, 29.25)","(2.6, 3.25, 3.14)","(10.0, 18.5, 17.029411764705884)"
07-01-2023 09:12:06.565243,"(4.4, 7.0, 6.821428571428571)","(4.6, 5.0, 4.76)","(17.0, 38.0, 35.333333333333336)","(101.0, 500.0, 320.0)","(4.2, 5.6, 5.466666666666667)","(13.0, 30.0, 27.733333333333334)","(2.6, 3.25, 3.14)","(10.0, 18.5, 17.029411764705884)"
07-01-2023 09:12:07.559865,"(4.4, 7.0, 6.821428571428571)","(4.6, 5.0, 4.88)","(17.0, 38.0, 35.333333333333336)","(101.0, 490.0, 385.0)","(4.2, 5.6, 5.466666666666667)","(13.0, 32.0, 29.6)","(2.6, 3.25, 3.14)","(10.0, 18.5, 17.029411764705884)"
07-01-2023 09:12:08.564066,"(4.8, 7.0, 6.821428571428571)","(4.2, 5.0, 4.76)","(19.0, 38.0, 35.333333333333336)","(101.0, 490.0, 385.0)","(4.2, 5.6, 5.466666666666667)","(15.0, 32.0, 27.733333333333334)","(2.6, 3.25, 3.14)","(11.0, 18.5, 17.029411764705884)"
07-01-2023 09:12:09.538925,"(4.8, 7.0, 6.821428571428571)","(4.2, 5.0, 4.88)","(19.0, 38.0, 35.333333333333336)","(101.0, 490.0, 385.0)","(4.2, 5.6, 5.466666666666667)","(15.0, 32.0, 27.733333333333334)","(2.6, 3.25, 3.14)","(11.0, 18.5, 17.029411764705884)"
07-01-2023 09:12:10.548960,"(4.8, 7.0, 6.821428571428571)","(4.2, 5.0, 4.88)","(19.0, 38.0, 35.333333333333336)","(101.0, 490.0, 385.0)","(4.2, 5.6, 5.466666666666667)","(15.0, 32.0, 29.6)","(2.6, 3.25, 3.14)","(11.0, 18.5, 17.029411764705884)"
07-01-2023 09:12:11.511206,"(4.8, 7.0, 6.722222222222222)","(4.2, 5.0, 4.76)","(19.0, 38.0, 35.333333333333336)","(101.0, 490.0, 286.0)","(4.2, 5.6, 5.466666666666667)","(15.0, 32.0, 27.733333333333334)","(2.6, 3.25, 3.14)","(11.0, 18.5, 17.029411764705884)"
07-01-2023 09:12:12.518757,"(4.8, 7.0, 6.833333333333333)","(4.2, 5.0, 4.961290322580645)","(19.0, 38.0, 35.333333333333336)","(101.0, 490.0, 286.0)","(4.2, 5.6, 5.266666666666667)","(15.0, 32.0, 29.09090909090909)","(2.6, 3.25, 3.283333333333333)","(11.0, 18.5, 17.029411764705884)"
07-01-2023 09:12:13.496548,"(4.8, 7.0, 6.827027027027027)","(4.2, 4.8, 4.786666666666666)","(19.0, 38.0, 35.333333333333336)","(101.0, 490.0, 320.0)","(4.2, 5.4, 5.233333333333333)","(15.0, 32.0, 27.733333333333334)","(2.6, 3.3, 3.2829268292682925)","(11.0, 18.5, 17.029411764705884)"
07-01-2023 09:12:14.479664,"(4.8, 7.0, 6.702325581395349)","(4.2, 4.9, 4.889655172413794)","(19.0, 38.0, 35.333333333333336)","(101.0, 490.0, 286.0)","(4.2, 5.5, 5.366666666666666)","(15.0, 32.0, 29.6)","(2.6, 3.3, 3.2829268292682925)","(11.0, 18.5, 16.97222222222222)"
07-01-2023 09:12:15.443217,"(4.8, 7.0, 6.702325581395349)","(4.2, 4.9, 4.880000000000001)","(19.0, 38.0, 35.333333333333336)","(101.0, 490.0, 320.0)","(4.2, 5.5, 5.366666666666666)","(15.0, 32.0, 29.6)","(2.6, 3.3, 3.2829268292682925)","(11.0, 18.5, 16.97222222222222)"
07-01-2023 09:12:16.418409,"(4.8, 7.0, 6.702325581395349)","(4.2, 4.9, 4.880000000000001)","(19.0, 38.0, 35.333333333333336)","(101.0, 490.0, 320.0)","(4.2, 5.5, 5.385714285714285)","(15.0, 32.0, 29.6)","(2.6, 3.3, 3.261111111111111)","(11.0, 18.5, 16.97222222222222)"
07-01-2023 09:12:17.460507,"(4.8, 7.0, 6.827027027027027)","(4.2, 4.9, 4.889655172413794)","(19.0, 38.0, 35.333333333333336)","(101.0, 490.0, 286.0)","(4.2, 5.5, 5.433333333333334)","(15.0, 32.0, 29.6)","(2.6, 3.3, 3.2578947368421054)","(11.0, 18.5, 17.029411764705884)"
07-01-2023 09:12:18.441866,"(4.8, 7.0, 6.827027027027027)","(4.2, 5.3, 5.144444444444444)","(19.0, 38.0, 35.333333333333336)","(101.0, 480.0, 232.5)","(4.2, 5.5, 5.3875)","(15.0, 32.0, 29.6)","(2.6, 3.3, 3.2578947368421054)","(11.0, 18.5, 17.029411764705884)"
07-01-2023 09:12:19.437811,"(4.8, 7.0, 6.827027027027027)","(4.2, 5.3, 5.093181818181818)","(19.0, 38.0, 35.333333333333336)","(101.0, 480.0, 210.0)","(4.2, 5.1, 5.033333333333333)","(15.0, 32.0, 27.733333333333334)","(2.6, 3.3, 3.245)","(11.0, 18.0, 17.076923076923077)"
07-01-2023 09:12:20.434761,"(4.8, 7.0, 6.833333333333333)","(4.2, 5.3, 5.021428571428571)","(19.0, 38.0, 35.333333333333336)","(101.0, 480.0, 232.5)","(4.2, 5.1, 4.996296296296296)","(15.0, 32.0, 29.6)","(2.6, 3.3, 3.245)","(11.0, 18.0, 17.2)"
07-01-2023 09:12:21.432216,"(4.8, 7.0, 6.833333333333333)","(4.2, 5.3, 5.0)","(19.0, 38.0, 35.333333333333336)","(101.0, 480.0, 210.0)","(4.2, 5.1, 4.996296296296296)","(15.0, 32.0, 29.6)","(2.6, 3.3, 3.235294117647059)","(11.0, 18.0, 17.2)"
07-01-2023 09:12:22.437976,"(4.8, 7.0, 6.833333333333333)","(4.2, 5.3, 5.0)","(19.0, 38.0, 35.333333333333336)","(101.0, 480.0, 232.5)","(4.2, 5.1, 4.996296296296296)","(15.0, 32.0, 29.6)","(2.6, 3.3, 3.235294117647059)","(11.0, 18.0, 17.2)"
07-01-2023 09:12:23.436763,"(4.8, 7.0, 6.833333333333333)","(4.2, 5.3, 5.0)","(19.0, 38.0, 35.333333333333336)","(101.0, 480.0, 210.0)","(4.2, 5.1, 5.033333333333333)","(15.0, 32.0, 29.6)","(2.6, 3.3, 3.235294117647059)","(11.0, 18.0, 17.2)"
07-01-2023 09:12:24.430049,"(4.8, 7.0, 6.833333333333333)","(4.2, 5.3, 5.0)","(19.0, 38.0, 35.333333333333336)","(101.0, 480.0, 232.5)","(4.2, 5.1, 5.033333333333333)","(15.0, 32.0, 28.235294117647058)","(2.6, 3.3, 3.235294117647059)","(11.0, 18.0, 17.2)"
07-01-2023 09:12:25.453744,"(4.8, 7.0, 6.833333333333333)","(4.2, 5.3, 5.0)","(19.0, 38.0, 35.333333333333336)","(101.0, 480.0, 210.0)","(4.2, 5.1, 5.033333333333333)","(15.0, 32.0, 30.0)","(2.6, 3.3, 3.235294117647059)","(11.0, 18.0, 16.94736842105263)"
07-01-2023 09:12:26.446681,"(4.8, 7.0, 6.833333333333333)","(4.2, 5.3, 5.0)","(19.0, 38.0, 35.333333333333336)","(101.0, 480.0, 210.0)","(4.2, 5.1, 5.033333333333333)","(15.0, 32.0, 30.0)","(2.6, 3.3, 3.235294117647059)","(11.0, 18.0, 16.94736842105263)"
07-01-2023 09:12:27.442150,"(4.8, 7.0, 6.833333333333333)","(4.2, 5.3, 5.0)","(19.0, 38.0, 37.5)","(101.0, 480.0, 206.36363636363637)","(4.2, 5.1, 5.033333333333333)","(15.0, 32.0, 28.235294117647058)","(2.6, 3.3, 3.2214285714285715)","(11.0, 18.0, 16.94736842105263)"
07-01-2023 09:12:28.441235,"(4.8, 7.0, 6.847619047619047)","(4.2, 5.3, 4.964705882352941)","(19.0, 38.0, 37.5)","(101.0, 460.0, 206.36363636363637)","(4.2, 5.1, 4.985714285714286)","(15.0, 32.0, 30.0)","(2.6, 3.3, 3.2214285714285715)","(11.0, 18.0, 17.0)"
07-01-2023 09:12:29.440701,"(4.8, 7.0, 6.847619047619047)","(4.2, 5.3, 4.964705882352941)","(19.0, 38.0, 37.5)","(101.0, 460.0, 227.5)","(4.2, 5.1, 4.7)","(15.0, 32.0, 28.235294117647058)","(2.6, 3.3, 3.23125)","(11.0, 18.0, 17.0)"
07-01-2023 09:12:30.451544,"(4.8, 7.2, 6.8)","(4.2, 5.3, 5.075)","(19.0, 38.0, 37.5)","(101.0, 460.0, 206.36363636363637)","(4.2, 4.7, 4.629761904761905)","(15.0, 32.0, 29.076923076923077)","(2.6, 3.3, 3.223809523809524)","(11.0, 18.0, 17.2)"
07-01-2023 09:12:31.450053,"(4.8, 7.2, 6.808695652173913)","(4.2, 5.3, 5.068421052631579)","(19.0, 38.0, 35.5)","(101.0, 460.0, 222.72727272727272)","(4.2, 4.7, 4.630487804878048)","(15.0, 30.0, 27.142857142857142)","(2.6, 3.3, 3.223809523809524)","(11.0, 18.0, 17.2)"
07-01-2023 09:12:32.461073,"(4.8, 7.2, 6.771428571428571)","(4.2, 5.2, 5.097727272727273)","(19.0, 38.0, 37.6)","(101.0, 460.0, 322.63157894736844)","(4.2, 4.7, 4.630487804878048)","(15.0, 30.0, 27.142857142857142)","(2.6, 3.3, 3.223809523809524)","(11.0, 18.0, 17.428571428571427)"
07-01-2023 09:12:33.486375,"(4.8, 7.2, 6.771428571428571)","(4.2, 5.2, 5.072340425531915)","(19.0, 38.0, 37.6)","(101.0, 460.0, 273.57142857142856)","(4.0, 4.7, 4.630487804878048)","(14.0, 30.0, 27.142857142857142)","(2.6, 3.3, 3.223809523809524)","(11.0, 18.0, 17.428571428571427)"
07-01-2023 09:12:34.484436,"(4.8, 7.2, 6.771428571428571)","(4.2, 5.2, 5.072340425531915)","(19.0, 38.0, 37.6)","(101.0, 460.0, 273.57142857142856)","(4.0, 4.7, 4.643564356435643)","(14.0, 30.0, 27.142857142857142)","(2.6, 3.3, 3.223809523809524)","(11.0, 18.0, 17.428571428571427)"
07-01-2023 09:12:35.481153,"(4.8, 7.2, 6.771428571428571)","(4.2, 5.2, 5.072340425531915)","(19.0, 38.0, 36.0)","(101.0, 460.0, 230.9090909090909)","(4.0, 4.7, 4.643564356435643)","(14.0, 30.0, 27.142857142857142)","(2.6, 3.3, 3.223809523809524)","(11.0, 18.0, 17.428571428571427)"
07-01-2023 09:12:36.582361,"(4.8, 7.2, 6.857142857142857)","(4.2, 5.2, 4.870588235294117)","(19.0, 38.0, 36.666666666666664)","(101.0, 460.0, 337.5)","(4.0, 4.7, 4.643564356435643)","(14.0, 30.0, 27.142857142857142)","(2.6, 3.3, 3.223809523809524)","(11.0, 18.0, 17.428571428571427)"
07-01-2023 09:12:37.626837,"(4.8, 7.2, 6.857142857142857)","(4.2, 5.1, 5.078571428571428)","(19.0, 38.0, 36.666666666666664)","(101.0, 450.0, 229.0909090909091)","(4.0, 4.7, 4.643564356435643)","(14.0, 30.0, 27.142857142857142)","(2.6, 3.3, 3.223809523809524)","(11.0, 18.0, 17.428571428571427)"
07-01-2023 09:12:38.645970,"(4.8, 7.2, 6.857142857142857)","(4.2, 5.1, 5.078571428571428)","(19.0, 38.0, 36.666666666666664)","(101.0, 450.0, 229.0909090909091)","(4.0, 4.7, 4.643564356435643)","(14.0, 30.0, 27.142857142857142)","(2.6, 3.3, 3.223809523809524)","(11.0, 18.0, 17.428571428571427)"
07-01-2023 09:12:39.674571,"(4.8, 7.2, 6.855172413793103)","(4.2, 5.1, 5.078571428571428)","(19.0, 38.0, 36.0)","(101.0, 440.0, 310.0)","(4.0, 4.7, 4.64)","(14.0, 30.0, 27.142857142857142)","(2.6, 3.35, 3.308333333333333)","(11.0, 16.0, 15.184615384615384)"
07-01-2023 09:12:40.684181,"(4.8, 7.2, 6.855172413793103)","(4.2, 5.1, 5.078571428571428)","(19.0, 38.0, 36.0)","(101.0, 440.0, 266.6666666666667)","(4.0, 4.7, 4.64)","(14.0, 30.0, 26.869565217391305)","(2.6, 3.35, 3.3249999999999997)","(11.0, 16.0, 15.184615384615384)"
07-01-2023 09:12:41.689920,"(4.8, 7.2, 6.855172413793103)","(4.2, 5.1, 5.078571428571428)","(19.0, 38.0, 36.0)","(101.0, 440.0, 345.4545454545455)","(4.0, 4.7, 4.64)","(14.0, 30.0, 26.869565217391305)","(2.6, 3.4, 3.3166666666666664)","(11.0, 16.0, 15.196969696969697)"
07-01-2023 09:12:42.755491,"(4.8, 7.0, 6.942857142857143)","(4.2, 5.1, 5.078571428571428)","(19.0, 38.0, 36.0)","(101.0, 440.0, 345.4545454545455)","(4.0, 4.7, 4.409375000000001)","(14.0, 30.0, 26.869565217391305)","(2.6, 3.4, 3.311111111111111)","(11.0, 16.0, 15.533333333333333)"
07-01-2023 09:12:43.802798,"(4.8, 7.0, 6.85)","(4.2, 5.1, 5.078571428571428)","(19.0, 38.0, 36.0)","(101.0, 440.0, 345.4545454545455)","(4.0, 4.6, 4.531506849315068)","(14.0, 30.0, 26.869565217391305)","(2.6, 3.4, 3.230769230769231)","(11.0, 17.0, 15.533333333333333)"
07-01-2023 09:12:44.878739,"(4.8, 7.2, 6.871428571428571)","(4.2, 5.1, 5.078571428571428)","(19.0, 38.0, 36.0)","(101.0, 440.0, 365.7142857142857)","(4.0, 4.6, 4.531506849315068)","(14.0, 30.0, 26.869565217391305)","(2.6, 3.4, 3.224)","(11.0, 17.0, 15.533333333333333)"
07-01-2023 09:12:45.930404,"(4.8, 7.4, 7.288235294117647)","(4.2, 5.1, 5.078571428571428)","(20.0, 38.0, 36.0)","(101.0, 440.0, 311.57894736842104)","(4.0, 4.6, 4.531506849315068)","(15.0, 30.0, 26.0)","(2.6, 3.4, 3.224)","(11.0, 17.0, 17.38095238095238)"
07-01-2023 09:12:47.081331,"(4.8, 7.4, 7.288235294117647)","(4.2, 5.1, 5.015151515151515)","(20.0, 38.0, 36.0)","(101.0, 430.0, 317.5)","(4.0, 4.6, 4.531506849315068)","(15.0, 30.0, 28.8)","(2.6, 3.4, 3.223076923076923)","(11.0, 17.5, 17.38095238095238)"
07-01-2023 09:12:48.176751,"(4.8, 7.4, 7.288235294117647)","(4.2, 5.1, 5.015151515151515)","(20.0, 38.0, 36.0)","(101.0, 430.0, 214.0)","(4.0, 4.6, 4.521875)","(15.0, 30.0, 28.8)","(2.6, 3.4, 3.223076923076923)","(11.0, 17.5, 16.2)"
07-01-2023 09:12:49.285021,"(4.8, 7.4, 7.327586206896552)","(4.2, 5.1, 5.015151515151515)","(20.0, 38.0, 36.0)","(101.0, 430.0, 214.0)","(4.0, 4.6, 4.521875)","(15.0, 30.0, 28.923076923076923)","(2.6, 3.4, 3.223076923076923)","(11.0, 19.5, 16.2)"
07-01-2023 09:12:50.423299,"(4.8, 7.4, 7.342307692307693)","(4.2, 5.1, 5.015151515151515)","(20.0, 38.0, 36.0)","(101.0, 430.0, 214.0)","(4.0, 4.6, 4.521875)","(15.0, 32.0, 30.22222222222222)","(2.6, 3.4, 3.223076923076923)","(11.0, 19.5, 16.2)"
07-01-2023 09:12:51.532892,"(4.8, 7.4, 7.3500000000000005)","(4.2, 5.1, 5.015151515151515)","(20.0, 38.0, 36.0)","(101.0, 430.0, 214.0)","(4.0, 4.6, 4.521875)","(15.0, 32.0, 29.384615384615387)","(2.6, 3.4, 3.223076923076923)","(11.0, 19.5, 16.2)"
07-01-2023 09:12:52.601426,"(4.8, 7.4, 7.3500000000000005)","(4.2, 5.1, 5.015151515151515)","(20.0, 38.0, 36.0)","(101.0, 430.0, 214.0)","(4.0, 4.6, 4.2875)","(15.0, 34.0, 29.384615384615387)","(2.6, 3.4, 3.223076923076923)","(11.0, 19.5, 16.2)"
07-01-2023 09:12:53.668849,"(4.8, 7.4, 7.3500000000000005)","(4.2, 5.1, 5.064)","(20.0, 38.0, 36.0)","(101.0, 430.0, 214.0)","(4.0, 4.4, 4.366666666666667)","(15.0, 34.0, 29.846153846153847)","(2.6, 3.4, 3.2244897959183674)","(11.0, 19.5, 16.863013698630137)"
07-01-2023 09:12:54.775325,"(4.8, 7.4, 7.3500000000000005)","(4.2, 5.1, 5.064)","(20.0, 38.0, 36.0)","(101.0, 430.0, 213.0)","(4.0, 4.4, 4.330769230769231)","(15.0, 34.0, 31.923076923076923)","(2.6, 3.4, 3.2244897959183674)","(11.0, 19.5, 17.8)"
07-01-2023 09:12:55.934512,"(4.8, 7.4, 7.3500000000000005)","(4.2, 5.1, 5.064)","(20.0, 38.0, 36.0)","(101.0, 420.0, 213.0)","(4.0, 4.4, 4.333333333333334)","(15.0, 34.0, 31.923076923076923)","(2.6, 3.4, 3.2244897959183674)","(11.0, 19.0, 17.8)"
07-01-2023 09:12:57.192084,"(4.8, 7.4, 7.3500000000000005)","(4.2, 5.1, 5.064)","(20.0, 38.0, 36.0)","(101.0, 420.0, 213.0)","(4.0, 4.4, 4.294444444444444)","(15.0, 34.0, 30.0)","(2.6, 3.4, 3.2244897959183674)","(11.0, 19.0, 17.8)"
07-01-2023 09:12:58.304571,"(4.8, 8.0, 7.853658536585366)","(4.2, 5.1, 5.064)","(20.0, 38.0, 36.0)","(101.0, 420.0, 213.0)","(4.0, 4.4, 4.294444444444444)","(15.0, 34.0, 32.857142857142854)","(2.6, 3.4, 3.2244897959183674)","(11.0, 19.0, 17.6875)"
07-01-2023 09:12:59.419361,"(4.8, 8.2, 7.850909090909091)","(4.2, 5.1, 5.064)","(20.0, 38.0, 36.0)","(101.0, 420.0, 213.0)","(4.0, 4.4, 4.294444444444444)","(15.0, 34.0, 30.307692307692307)","(2.6, 3.4, 3.23)","(11.0, 19.0, 17.6875)"
07-01-2023 09:13:00.556610,"(4.8, 8.2, 7.850909090909091)","(4.2, 5.1, 5.064)","(20.0, 38.0, 36.0)","(101.0, 420.0, 213.0)","(4.0, 4.4, 4.234782608695652)","(15.0, 34.0, 31.6)","(2.6, 3.4, 3.2279069767441864)","(11.0, 19.0, 17.6875)"
