,Social Virtigo,Nutty Nuts,Big Time Girly,Big Time Ring,Allegro Wriggles,Thrilling Ziggy,Big Time Bumper
06-01-2023 15:38:35.285157,"(9.0, 27.0, 17.6)","(10.0, 27.0, 15.0)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.6)","(2.05, 3.35, 3.1283333333333334)","(5.0, 8.8, 7.381818181818183)"
06-01-2023 15:38:36.438952,"(9.0, 27.0, 17.6)","(10.0, 27.0, 15.0)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.6)","(2.05, 3.35, 3.1283333333333334)","(5.0, 8.8, 7.381818181818183)"
06-01-2023 15:38:37.700212,"(9.0, 27.0, 17.6)","(10.0, 27.0, 15.0)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.6)","(2.05, 3.35, 3.1283333333333334)","(5.0, 8.8, 7.381818181818183)"
06-01-2023 15:38:39.104914,"(9.0, 27.0, 17.6)","(10.0, 27.0, 15.0)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.6)","(2.05, 3.35, 3.1283333333333334)","(5.0, 8.8, 7.381818181818183)"
06-01-2023 15:38:40.426901,"(9.0, 27.0, 17.6)","(10.0, 27.0, 15.0)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.6)","(2.05, 3.35, 3.1283333333333334)","(5.0, 8.8, 7.381818181818183)"
06-01-2023 15:38:41.676758,"(9.0, 27.0, 17.6)","(10.0, 27.0, 15.0)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.1283333333333334)","(5.0, 8.8, 7.5)"
06-01-2023 15:38:42.809589,"(9.0, 27.0, 17.6)","(10.0, 27.0, 15.0)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.1283333333333334)","(5.0, 8.8, 7.5)"
06-01-2023 15:38:43.986790,"(9.0, 27.0, 17.6)","(10.0, 27.0, 15.0)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.1283333333333334)","(5.0, 8.8, 7.5)"
06-01-2023 15:38:45.114964,"(9.0, 27.0, 17.6)","(10.0, 27.0, 15.0)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.1283333333333334)","(5.0, 8.8, 7.5)"
06-01-2023 15:38:46.340320,"(9.0, 27.0, 17.6)","(10.0, 27.0, 15.0)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.1283333333333334)","(5.0, 8.8, 7.5)"
06-01-2023 15:38:47.535779,"(9.0, 27.0, 17.6)","(10.0, 27.0, 15.0)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.1283333333333334)","(5.0, 8.8, 7.5)"
06-01-2023 15:38:48.795959,"(9.0, 27.0, 17.6)","(10.0, 27.0, 15.0)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.1283333333333334)","(5.0, 8.8, 7.5)"
06-01-2023 15:38:49.906893,"(9.0, 27.0, 17.6)","(10.0, 27.0, 15.0)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.111111111111111)","(5.0, 8.8, 6.628571428571429)"
06-01-2023 15:38:51.337003,"(9.0, 27.0, 17.6)","(10.0, 27.0, 23.9)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.111111111111111)","(5.0, 8.8, 7.28)"
06-01-2023 15:38:52.880886,"(9.0, 27.0, 25.746666666666666)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.111111111111111)","(5.0, 8.8, 7.28)"
06-01-2023 15:38:54.667070,"(9.0, 27.0, 25.746666666666666)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.111111111111111)","(5.0, 8.8, 7.28)"
06-01-2023 15:38:55.949550,"(9.0, 27.0, 25.746666666666666)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.111111111111111)","(5.0, 8.8, 7.28)"
06-01-2023 15:38:57.211775,"(9.0, 27.0, 25.746666666666666)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.111111111111111)","(5.0, 8.8, 7.28)"
06-01-2023 15:38:58.449236,"(9.0, 27.0, 25.746666666666666)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.111111111111111)","(5.0, 8.8, 7.28)"
06-01-2023 15:38:59.580847,"(9.0, 27.0, 25.746666666666666)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.111111111111111)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:00.755463,"(9.0, 27.0, 25.746666666666666)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.111111111111111)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:01.959445,"(9.0, 27.0, 25.746666666666666)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.111111111111111)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:03.224483,"(9.0, 27.0, 25.746666666666666)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.111111111111111)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:04.477530,"(9.0, 27.0, 25.746666666666666)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.111111111111111)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:05.623504,"(9.0, 27.0, 25.746666666666666)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.111111111111111)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:06.735103,"(9.0, 27.0, 25.746666666666666)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.111111111111111)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:07.821097,"(9.0, 27.0, 25.746666666666666)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.111111111111111)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:08.926093,"(9.0, 27.0, 25.746666666666666)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.111111111111111)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:10.087017,"(9.0, 27.0, 25.746666666666666)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.675000000000001)","(7.0, 12.5, 10.533333333333333)","(2.05, 3.35, 3.111111111111111)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:11.205245,"(9.0, 27.0, 25.746666666666666)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 7.233333333333333)","(7.0, 12.5, 11.685714285714287)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:12.319919,"(9.0, 27.0, 25.825)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 5.05)","(7.0, 12.5, 11.685714285714287)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:13.563983,"(9.0, 27.0, 25.825)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 6.530769230769231)","(7.0, 12.5, 11.685714285714287)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:14.635380,"(9.0, 27.0, 25.825)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 6.530769230769231)","(7.0, 12.5, 11.685714285714287)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:15.618300,"(9.0, 27.0, 25.825)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.8, 6.530769230769231)","(7.0, 12.5, 11.685714285714287)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:16.766300,"(9.0, 27.0, 25.825)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.6, 6.271428571428571)","(7.0, 12.5, 11.685714285714287)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:17.896405,"(9.0, 27.0, 25.825)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.6, 6.271428571428571)","(7.0, 12.5, 11.685714285714287)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:19.049509,"(9.0, 27.0, 25.825)","(10.0, 27.0, 15.133333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.6, 6.271428571428571)","(7.0, 12.5, 11.685714285714287)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:20.186478,"(9.0, 27.0, 25.825)","(10.0, 27.0, 24.13846153846154)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.6, 6.271428571428571)","(7.0, 12.5, 11.685714285714287)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:21.280439,"(9.0, 27.0, 25.825)","(10.0, 27.0, 14.733333333333333)","(16.0, 60.0, 52.416666666666664)","(4.6, 7.6, 6.5)","(7.0, 12.5, 11.685714285714287)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:22.356829,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 24.13846153846154)","(16.0, 60.0, 52.416666666666664)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.866666666666667)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:23.552099,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 15.266666666666667)","(16.0, 60.0, 52.416666666666664)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:24.730923,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 15.266666666666667)","(16.0, 60.0, 52.416666666666664)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:25.988675,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 15.266666666666667)","(16.0, 60.0, 52.416666666666664)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.28)"
06-01-2023 15:39:27.226398,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 15.266666666666667)","(16.0, 60.0, 52.416666666666664)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.714285714285714)"
06-01-2023 15:39:28.449646,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 15.266666666666667)","(16.0, 60.0, 52.416666666666664)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.714285714285714)"
06-01-2023 15:39:29.805602,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 15.266666666666667)","(16.0, 60.0, 52.416666666666664)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.714285714285714)"
06-01-2023 15:39:31.017533,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 18.200000000000003)","(16.0, 60.0, 60.75)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.714285714285714)"
06-01-2023 15:39:32.218972,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 18.200000000000003)","(16.0, 70.0, 60.75)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.714285714285714)"
06-01-2023 15:39:33.398386,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 18.200000000000003)","(16.0, 70.0, 60.75)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.714285714285714)"
06-01-2023 15:39:34.541932,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 18.200000000000003)","(16.0, 70.0, 60.75)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.714285714285714)"
06-01-2023 15:39:35.688701,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 18.200000000000003)","(16.0, 70.0, 60.75)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.714285714285714)"
06-01-2023 15:39:36.799752,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 18.200000000000003)","(16.0, 70.0, 60.75)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.714285714285714)"
06-01-2023 15:39:37.836048,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 18.200000000000003)","(16.0, 70.0, 60.75)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.714285714285714)"
06-01-2023 15:39:38.955654,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 18.200000000000003)","(16.0, 70.0, 60.75)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.714285714285714)"
06-01-2023 15:39:40.101248,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 18.200000000000003)","(16.0, 70.0, 60.75)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.714285714285714)"
06-01-2023 15:39:41.525597,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 18.200000000000003)","(16.0, 70.0, 60.75)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.714285714285714)"
06-01-2023 15:39:42.760022,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 18.200000000000003)","(16.0, 70.0, 60.75)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.714285714285714)"
06-01-2023 15:39:43.997224,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 18.200000000000003)","(16.0, 70.0, 60.75)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.714285714285714)"
06-01-2023 15:39:45.116522,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 18.200000000000003)","(16.0, 70.0, 60.75)","(4.6, 8.0, 6.5)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 7.714285714285714)"
06-01-2023 15:39:46.271626,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 18.200000000000003)","(16.0, 70.0, 62.14285714285714)","(4.6, 8.0, 6.933333333333333)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.156521739130435)"
06-01-2023 15:39:47.464844,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 18.200000000000003)","(16.0, 70.0, 62.14285714285714)","(4.6, 7.6, 6.933333333333333)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.156521739130435)"
06-01-2023 15:39:48.633206,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 18.200000000000003)","(16.0, 70.0, 62.14285714285714)","(4.6, 7.6, 6.933333333333333)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.156521739130435)"
06-01-2023 15:39:49.751536,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 18.200000000000003)","(16.0, 70.0, 62.14285714285714)","(4.6, 7.6, 6.933333333333333)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:39:50.947451,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 7.6, 7.2444444444444445)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:39:52.082594,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 8.0, 7.184615384615384)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:39:53.127522,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 7.8, 7.184615384615384)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:39:54.172161,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 7.8, 7.184615384615384)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:39:55.266306,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 7.8, 7.184615384615384)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:39:56.335398,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 7.8, 7.184615384615384)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:39:57.474771,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 7.8, 7.184615384615384)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:39:58.550818,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 7.8, 6.933333333333333)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:39:59.693068,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 7.6, 6.933333333333333)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:00.769492,"(9.0, 27.0, 24.788235294117648)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 7.6, 6.933333333333333)","(7.0, 12.5, 9.65)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:01.881646,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 7.6, 7.107692307692307)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:03.142214,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 7.6, 4.942857142857143)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:04.300459,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 7.6, 4.942857142857143)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:05.521316,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 7.6, 5.0)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:06.764912,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 8.0, 5.0)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:07.853372,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 8.0, 5.0)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:08.951219,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 8.0, 5.0)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:10.047768,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 8.0, 5.0)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:11.038286,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 8.0, 5.0)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:12.099623,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 8.0, 5.0)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:13.202790,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 8.0, 5.0)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:14.327622,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 8.0, 5.0)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:15.399163,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 8.0, 5.0)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:16.610899,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 8.0, 5.0)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:18.308508,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 8.0, 5.0)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:19.770964,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 17.9)","(16.0, 70.0, 62.14285714285714)","(4.6, 8.0, 5.0)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:20.983146,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 14.866666666666667)","(16.0, 70.0, 62.14285714285714)","(4.6, 8.0, 5.733333333333333)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 8.183333333333334)"
06-01-2023 15:40:22.160576,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 14.866666666666667)","(16.0, 70.0, 62.14285714285714)","(4.6, 8.0, 5.74)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 6.4)"
06-01-2023 15:40:23.341046,"(9.0, 27.0, 24.91111111111111)","(10.0, 27.0, 14.866666666666667)","(16.0, 70.0, 62.14285714285714)","(4.6, 7.6, 5.74)","(7.0, 12.5, 11.98181818181818)","(2.05, 3.35, 2.291666666666667)","(5.0, 8.8, 6.742857142857144)"
