,Nicco The Greek,Im Krupt,Flying To Paris,Coronation Veronic,Black Eaglet,Gee Gee Miss Quita,Alvarinho,Finxy,Zulu Guru
06-01-2023 17:24:56.274054,"(3.3, 4.9, 4.86923076923077)","(17.0, 22.0, 21.333333333333332)","(2.4, 2.58, 2.54)","(13.0, 27.0, 25.833333333333332)","(20.0, 32.0, 31.2)","(6.0, 7.8, 7.533333333333333)","(10.0, 14.0, 13.166666666666666)","(31.0, 42.0, 40.666666666666664)","(15.0, 24.0, 20.8)"
06-01-2023 17:24:57.836454,"(3.3, 4.9, 4.875)","(17.0, 22.0, 21.333333333333332)","(2.4, 2.58, 2.5184615384615383)","(13.0, 26.0, 25.833333333333332)","(20.0, 32.0, 31.2)","(6.0, 7.8, 7.571428571428571)","(10.0, 13.5, 13.166666666666666)","(31.0, 42.0, 40.666666666666664)","(15.0, 24.0, 20.8)"
06-01-2023 17:24:59.438959,"(3.3, 4.9, 4.875)","(17.0, 22.0, 21.333333333333332)","(2.4, 2.58, 2.5184615384615383)","(13.0, 26.0, 25.833333333333332)","(20.0, 32.0, 31.2)","(6.0, 7.8, 7.571428571428571)","(10.0, 13.5, 13.166666666666666)","(31.0, 42.0, 40.666666666666664)","(15.0, 24.0, 20.8)"
06-01-2023 17:25:01.134318,"(3.3, 4.9, 4.875)","(17.0, 22.0, 21.333333333333332)","(2.4, 2.58, 2.5300000000000002)","(13.0, 26.0, 25.833333333333332)","(20.0, 32.0, 31.2)","(6.0, 7.8, 7.571428571428571)","(10.0, 13.5, 13.166666666666666)","(31.0, 42.0, 48.0)","(15.0, 24.0, 20.8)"
06-01-2023 17:25:02.904719,"(3.3, 4.9, 4.875)","(17.0, 22.0, 21.333333333333332)","(2.4, 2.58, 2.5300000000000002)","(13.0, 26.0, 25.833333333333332)","(20.0, 32.0, 31.2)","(6.0, 7.8, 7.571428571428571)","(10.0, 13.5, 13.166666666666666)","(31.0, 50.0, 48.0)","(15.0, 24.0, 20.8)"
06-01-2023 17:25:04.636346,"(3.3, 4.9, 4.771428571428571)","(17.0, 22.0, 22.714285714285715)","(2.4, 2.58, 2.5633333333333335)","(13.0, 26.0, 25.454545454545453)","(20.0, 32.0, 30.5)","(6.0, 7.8, 7.6)","(10.0, 13.5, 13.166666666666666)","(31.0, 50.0, 48.5)","(15.0, 24.0, 20.8)"
06-01-2023 17:25:06.665866,"(3.3, 4.9, 4.709090909090909)","(17.0, 25.0, 22.714285714285715)","(2.4, 2.58, 2.5633333333333335)","(13.0, 26.0, 25.454545454545453)","(20.0, 32.0, 30.384615384615383)","(6.0, 7.8, 7.44)","(10.0, 13.5, 13.166666666666666)","(31.0, 50.0, 48.5)","(15.0, 24.0, 20.8)"
06-01-2023 17:25:08.236887,"(3.3, 4.9, 4.709090909090909)","(17.0, 25.0, 22.714285714285715)","(2.4, 2.58, 2.5017391304347827)","(13.0, 26.0, 25.454545454545453)","(20.0, 32.0, 30.0)","(6.0, 7.8, 7.636363636363637)","(10.0, 13.5, 13.166666666666666)","(31.0, 50.0, 48.5)","(15.0, 24.0, 20.8)"
06-01-2023 17:25:09.727943,"(3.3, 4.9, 4.709090909090909)","(17.0, 25.0, 22.714285714285715)","(2.4, 2.58, 2.5184615384615383)","(13.0, 26.0, 25.454545454545453)","(20.0, 32.0, 30.444444444444443)","(6.0, 7.8, 7.636363636363637)","(10.0, 13.5, 13.166666666666666)","(31.0, 50.0, 48.5)","(15.0, 24.0, 20.8)"
06-01-2023 17:25:11.189644,"(3.3, 4.9, 4.772727272727273)","(17.0, 25.0, 22.714285714285715)","(2.4, 2.58, 2.5184615384615383)","(13.0, 26.0, 24.636363636363637)","(20.0, 32.0, 28.428571428571427)","(6.0, 7.8, 7.636363636363637)","(10.0, 13.5, 13.642857142857142)","(31.0, 50.0, 48.5)","(15.0, 24.0, 20.8)"
06-01-2023 17:25:12.638811,"(3.3, 4.9, 4.637499999999999)","(17.0, 25.0, 22.714285714285715)","(2.4, 2.58, 2.468860759493671)","(13.0, 25.0, 24.636363636363637)","(20.0, 32.0, 29.0)","(6.0, 7.8, 7.636363636363637)","(10.0, 14.0, 13.75)","(31.0, 50.0, 48.5)","(15.0, 24.0, 20.8)"
06-01-2023 17:25:14.136751,"(3.3, 4.9, 4.772727272727273)","(17.0, 25.0, 23.857142857142858)","(2.4, 2.48, 2.491111111111111)","(13.0, 25.0, 24.333333333333332)","(20.0, 32.0, 30.92857142857143)","(6.0, 7.8, 7.636363636363637)","(10.0, 14.0, 13.9)","(31.0, 50.0, 48.5)","(15.0, 24.0, 22.76923076923077)"
06-01-2023 17:25:15.492817,"(3.3, 4.9, 4.772727272727273)","(17.0, 25.0, 23.857142857142858)","(2.4, 2.58, 2.5524137931034483)","(13.0, 25.0, 24.333333333333332)","(20.0, 32.0, 30.92857142857143)","(6.0, 7.8, 7.636363636363637)","(10.0, 14.0, 13.91304347826087)","(31.0, 50.0, 48.5)","(15.0, 24.0, 22.76923076923077)"
06-01-2023 17:25:16.828143,"(3.3, 4.9, 4.772727272727273)","(17.0, 25.0, 23.857142857142858)","(2.4, 2.58, 2.491111111111111)","(13.0, 25.0, 24.333333333333332)","(20.0, 32.0, 29.0)","(6.0, 7.8, 7.636363636363637)","(10.0, 14.0, 13.5)","(31.0, 50.0, 48.5)","(15.0, 24.0, 20.8)"
06-01-2023 17:25:18.188862,"(3.3, 4.9, 4.772727272727273)","(17.0, 25.0, 22.714285714285715)","(2.4, 2.58, 2.491111111111111)","(13.0, 25.0, 24.333333333333332)","(20.0, 32.0, 29.0)","(6.0, 7.8, 7.636363636363637)","(10.0, 14.0, 13.5)","(31.0, 50.0, 48.5)","(15.0, 24.0, 22.0)"
06-01-2023 17:25:19.614635,"(3.3, 4.9, 4.772727272727273)","(17.0, 25.0, 22.714285714285715)","(2.4, 2.58, 2.491111111111111)","(13.0, 25.0, 24.333333333333332)","(20.0, 32.0, 29.0)","(6.0, 7.8, 7.636363636363637)","(10.0, 14.0, 13.5)","(31.0, 50.0, 48.5)","(15.0, 24.0, 22.0)"
06-01-2023 17:25:21.051559,"(3.3, 4.9, 4.772727272727273)","(17.0, 25.0, 22.714285714285715)","(2.4, 2.58, 2.491111111111111)","(13.0, 25.0, 24.333333333333332)","(20.0, 32.0, 29.0)","(6.0, 7.8, 7.575)","(10.0, 14.0, 13.5)","(31.0, 50.0, 48.5)","(15.0, 24.0, 22.0)"
06-01-2023 17:25:22.554719,"(3.3, 4.9, 4.641176470588236)","(17.0, 25.0, 22.714285714285715)","(2.4, 2.58, 2.532)","(13.0, 25.0, 24.333333333333332)","(20.0, 32.0, 30.5)","(6.0, 7.8, 7.575)","(10.0, 14.0, 13.0)","(31.0, 50.0, 48.5)","(15.0, 24.0, 22.0)"
06-01-2023 17:25:24.116506,"(3.3, 4.9, 4.514285714285714)","(17.0, 25.0, 22.714285714285715)","(2.4, 2.58, 2.513333333333333)","(13.0, 25.0, 25.666666666666668)","(20.0, 32.0, 30.125)","(6.0, 7.8, 7.575)","(10.0, 13.5, 13.0)","(31.0, 50.0, 48.5)","(15.0, 24.0, 22.5)"
06-01-2023 17:25:25.518380,"(3.3, 4.9, 4.5125)","(17.0, 25.0, 22.714285714285715)","(2.4, 2.58, 2.513333333333333)","(13.0, 27.0, 25.666666666666668)","(20.0, 32.0, 30.125)","(6.0, 7.8, 7.575)","(10.0, 13.5, 12.833333333333334)","(31.0, 50.0, 48.5)","(15.0, 24.0, 22.5)"
06-01-2023 17:25:26.859251,"(3.4, 4.9, 4.652)","(17.0, 25.0, 22.714285714285715)","(2.4, 2.58, 2.513333333333333)","(14.0, 27.0, 25.666666666666668)","(20.0, 32.0, 30.125)","(6.0, 7.8, 7.575)","(10.0, 13.0, 12.833333333333334)","(31.0, 50.0, 48.5)","(15.0, 24.0, 22.5)"
06-01-2023 17:25:28.395159,"(3.4, 4.9, 4.652)","(17.0, 25.0, 22.714285714285715)","(2.4, 2.58, 2.513333333333333)","(14.0, 27.0, 25.666666666666668)","(20.0, 32.0, 30.125)","(6.0, 7.8, 7.575)","(10.0, 13.0, 12.833333333333334)","(31.0, 50.0, 48.5)","(15.0, 24.0, 22.5)"
06-01-2023 17:25:29.645258,"(3.4, 4.9, 4.652)","(17.0, 25.0, 22.8)","(2.4, 2.58, 2.5273684210526315)","(14.0, 27.0, 25.666666666666668)","(20.0, 32.0, 30.125)","(6.0, 7.8, 7.575)","(10.0, 13.0, 12.833333333333334)","(31.0, 50.0, 48.5)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:25:30.877665,"(3.5, 4.9, 4.665217391304348)","(17.0, 24.0, 22.666666666666664)","(2.4, 2.58, 2.550588235294118)","(14.0, 27.0, 25.666666666666668)","(20.0, 32.0, 30.125)","(6.0, 7.8, 7.575)","(10.0, 13.0, 12.75)","(31.0, 50.0, 48.5)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:25:32.327982,"(3.5, 4.9, 4.665217391304348)","(17.0, 24.0, 22.1)","(2.4, 2.58, 2.533333333333333)","(14.0, 27.0, 25.666666666666668)","(20.0, 32.0, 30.125)","(6.0, 7.8, 7.575)","(10.0, 13.0, 12.75)","(31.0, 50.0, 48.5)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:25:33.699282,"(3.5, 4.9, 4.665217391304348)","(17.0, 23.0, 21.642857142857142)","(2.4, 2.56, 2.533333333333333)","(14.0, 27.0, 25.666666666666668)","(20.0, 32.0, 29.77777777777778)","(6.0, 7.8, 7.656)","(10.0, 13.0, 12.75)","(31.0, 50.0, 48.5)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:25:35.183464,"(3.5, 4.9, 4.665217391304348)","(17.0, 24.0, 22.666666666666668)","(2.4, 2.56, 2.533333333333333)","(14.0, 27.0, 25.333333333333332)","(20.0, 32.0, 31.142857142857142)","(6.0, 7.8, 7.656)","(10.0, 13.0, 12.75)","(31.0, 50.0, 48.5)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:25:36.839664,"(3.5, 4.9, 4.665217391304348)","(17.0, 24.0, 22.666666666666668)","(2.4, 2.56, 2.533333333333333)","(14.0, 26.0, 25.333333333333332)","(20.0, 32.0, 31.142857142857142)","(6.0, 7.8, 7.656)","(10.0, 13.0, 12.75)","(31.0, 50.0, 48.5)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:25:38.451932,"(3.5, 4.9, 4.636585365853659)","(17.0, 24.0, 22.666666666666668)","(2.4, 2.56, 2.533333333333333)","(14.0, 26.0, 25.333333333333332)","(20.0, 32.0, 31.142857142857142)","(6.0, 7.8, 7.656)","(10.0, 13.0, 12.75)","(31.0, 50.0, 48.5)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:25:39.894116,"(3.5, 4.9, 4.636585365853659)","(17.0, 24.0, 22.666666666666668)","(2.4, 2.56, 2.533333333333333)","(14.0, 26.0, 25.333333333333332)","(20.0, 32.0, 31.142857142857142)","(6.0, 7.8, 7.656)","(10.0, 13.0, 12.75)","(31.0, 50.0, 48.5)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:25:41.438067,"(3.5, 4.9, 4.636585365853659)","(17.0, 24.0, 22.666666666666668)","(2.4, 2.56, 2.533333333333333)","(14.0, 26.0, 25.333333333333332)","(20.0, 32.0, 31.142857142857142)","(6.0, 7.8, 7.656)","(10.0, 13.0, 12.75)","(31.0, 50.0, 48.5)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:25:42.965038,"(3.5, 4.9, 4.636585365853659)","(17.0, 24.0, 22.666666666666668)","(2.4, 2.56, 2.533333333333333)","(14.0, 26.0, 25.333333333333332)","(20.0, 32.0, 31.142857142857142)","(6.0, 7.8, 7.656)","(10.0, 13.0, 12.75)","(31.0, 50.0, 48.5)","(15.0, 24.0, 22.0)"
06-01-2023 17:25:44.220447,"(3.5, 4.9, 4.654545454545454)","(17.0, 24.0, 22.666666666666668)","(2.4, 2.56, 2.533333333333333)","(14.0, 27.0, 25.857142857142858)","(20.0, 32.0, 30.8)","(6.0, 7.8, 7.671428571428572)","(10.0, 12.5, 12.346153846153847)","(31.0, 50.0, 48.5)","(15.0, 24.0, 22.0)"
06-01-2023 17:25:45.452204,"(3.5, 4.9, 4.654545454545454)","(17.0, 24.0, 22.666666666666668)","(2.4, 2.56, 2.5272727272727273)","(14.0, 27.0, 25.857142857142858)","(20.0, 32.0, 30.8)","(6.0, 7.8, 7.671428571428572)","(10.0, 12.5, 12.346153846153847)","(31.0, 50.0, 48.5)","(15.0, 24.0, 22.0)"
06-01-2023 17:25:46.675678,"(3.5, 4.9, 4.654545454545454)","(17.0, 24.0, 22.666666666666668)","(2.4, 2.56, 2.5272727272727273)","(14.0, 27.0, 25.857142857142858)","(20.0, 32.0, 29.0)","(6.0, 7.8, 7.671428571428572)","(10.0, 12.5, 12.346153846153847)","(31.0, 50.0, 48.5)","(15.0, 24.0, 22.0)"
06-01-2023 17:25:47.901836,"(3.5, 4.9, 4.654545454545454)","(17.0, 24.0, 22.666666666666668)","(2.4, 2.56, 2.5272727272727273)","(14.0, 27.0, 25.857142857142858)","(20.0, 32.0, 29.0)","(6.0, 7.8, 7.671428571428572)","(10.0, 12.5, 12.346153846153847)","(31.0, 50.0, 47.6)","(15.0, 24.0, 22.0)"
06-01-2023 17:25:49.078556,"(3.5, 4.9, 4.654545454545454)","(17.0, 24.0, 22.875)","(2.4, 2.56, 2.5272727272727273)","(14.0, 27.0, 25.857142857142858)","(20.0, 32.0, 29.0)","(6.0, 7.8, 7.671428571428572)","(10.0, 12.5, 12.346153846153847)","(31.0, 50.0, 47.6)","(15.0, 24.0, 22.0)"
06-01-2023 17:25:50.284159,"(3.5, 4.9, 4.6230769230769235)","(17.0, 24.0, 22.875)","(2.4, 2.56, 2.5272727272727273)","(14.0, 27.0, 25.857142857142858)","(20.0, 32.0, 29.0)","(6.0, 7.8, 7.671428571428572)","(10.0, 12.5, 12.346153846153847)","(31.0, 50.0, 47.6)","(15.0, 24.0, 22.0)"
06-01-2023 17:25:51.596858,"(3.5, 4.9, 4.6230769230769235)","(17.0, 24.0, 22.875)","(2.4, 2.56, 2.536)","(14.0, 27.0, 25.857142857142858)","(20.0, 32.0, 29.0)","(6.0, 7.8, 7.671428571428572)","(10.0, 12.5, 12.346153846153847)","(31.0, 50.0, 47.6)","(15.0, 24.0, 22.0)"
06-01-2023 17:25:52.880206,"(3.5, 4.9, 4.6230769230769235)","(17.0, 24.0, 22.875)","(2.4, 2.56, 2.536)","(14.0, 27.0, 25.857142857142858)","(20.0, 32.0, 29.0)","(6.0, 7.8, 7.671428571428572)","(10.0, 12.5, 12.346153846153847)","(31.0, 50.0, 47.6)","(15.0, 24.0, 22.0)"
06-01-2023 17:25:54.210028,"(3.5, 4.9, 4.6230769230769235)","(17.0, 24.0, 22.875)","(2.4, 2.56, 2.536)","(14.0, 27.0, 25.857142857142858)","(20.0, 32.0, 28.8)","(6.0, 7.8, 7.671428571428572)","(10.0, 12.5, 12.346153846153847)","(31.0, 50.0, 47.6)","(15.0, 24.0, 22.0)"
06-01-2023 17:25:55.472270,"(3.5, 4.9, 4.6230769230769235)","(17.0, 24.0, 22.875)","(2.4, 2.56, 2.52)","(14.0, 27.0, 25.857142857142858)","(20.0, 32.0, 30.22222222222222)","(6.0, 7.8, 7.671428571428572)","(10.0, 12.5, 12.346153846153847)","(31.0, 50.0, 47.6)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:25:56.708308,"(3.5, 4.9, 4.6230769230769235)","(17.0, 24.0, 23.18181818181818)","(2.4, 2.56, 2.506666666666667)","(14.0, 27.0, 25.857142857142858)","(20.0, 32.0, 30.22222222222222)","(6.0, 7.8, 7.671428571428572)","(10.0, 12.5, 12.346153846153847)","(31.0, 50.0, 47.6)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:25:57.995409,"(3.5, 4.9, 4.6230769230769235)","(17.0, 24.0, 22.5)","(2.4, 2.56, 2.506666666666667)","(14.0, 27.0, 26.0)","(20.0, 32.0, 30.22222222222222)","(6.0, 7.8, 7.6875)","(10.0, 12.5, 12.38888888888889)","(31.0, 50.0, 47.6)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:25:59.445385,"(3.5, 4.9, 4.6230769230769235)","(17.0, 24.0, 22.5)","(2.4, 2.56, 2.506666666666667)","(14.0, 27.0, 25.333333333333332)","(20.0, 32.0, 30.22222222222222)","(6.0, 7.8, 7.6875)","(10.0, 12.5, 12.346153846153847)","(31.0, 50.0, 47.6)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:26:00.762962,"(3.5, 4.9, 4.6230769230769235)","(17.0, 24.0, 22.5)","(2.4, 2.56, 2.506666666666667)","(14.0, 26.0, 25.333333333333332)","(20.0, 32.0, 30.22222222222222)","(6.0, 7.8, 7.6875)","(10.0, 12.5, 13.071428571428571)","(31.0, 50.0, 47.6)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:26:02.045363,"(3.5, 4.8, 4.7)","(17.0, 24.0, 22.5)","(2.4, 2.56, 2.506666666666667)","(14.0, 26.0, 25.333333333333332)","(20.0, 32.0, 30.22222222222222)","(6.0, 7.8, 7.6875)","(10.0, 13.5, 13.071428571428571)","(31.0, 50.0, 47.6)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:26:03.476811,"(3.5, 4.8, 4.6)","(17.0, 24.0, 22.5)","(2.4, 2.56, 2.506666666666667)","(14.0, 26.0, 25.333333333333332)","(20.0, 32.0, 30.22222222222222)","(6.0, 7.8, 7.6875)","(10.0, 13.5, 13.071428571428571)","(31.0, 50.0, 47.6)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:26:04.753348,"(3.5, 4.8, 4.6)","(17.0, 24.0, 22.5)","(2.4, 2.56, 2.506666666666667)","(14.0, 26.0, 25.333333333333332)","(20.0, 32.0, 30.22222222222222)","(6.0, 7.8, 7.6875)","(10.0, 13.5, 13.071428571428571)","(31.0, 50.0, 47.6)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:26:06.108079,"(3.5, 4.8, 4.6)","(17.0, 24.0, 22.5)","(2.4, 2.56, 2.506666666666667)","(14.0, 26.0, 26.0)","(20.0, 32.0, 30.5)","(6.0, 7.8, 7.514285714285714)","(10.0, 13.5, 12.666666666666666)","(31.0, 50.0, 47.6)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:26:07.385598,"(3.5, 4.8, 4.633333333333333)","(17.0, 24.0, 22.5)","(2.4, 2.56, 2.506666666666667)","(14.0, 27.0, 26.0)","(20.0, 32.0, 30.5)","(6.0, 7.8, 7.684210526315789)","(10.0, 13.0, 12.666666666666666)","(31.0, 50.0, 47.6)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:26:08.525076,"(3.5, 4.7, 4.614285714285715)","(17.0, 24.0, 22.125)","(2.4, 2.56, 2.5085714285714285)","(14.0, 27.0, 26.0)","(20.0, 32.0, 30.5)","(6.0, 8.0, 7.377777777777777)","(10.0, 13.0, 12.4)","(31.0, 50.0, 47.6)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:26:09.742836,"(3.5, 4.7, 4.62)","(17.0, 24.0, 22.125)","(2.4, 2.56, 2.5085714285714285)","(14.0, 27.0, 26.714285714285715)","(20.0, 32.0, 31.1)","(6.0, 7.6, 7.52)","(10.0, 12.5, 12.4)","(31.0, 50.0, 47.6)","(15.0, 24.0, 21.333333333333332)"
06-01-2023 17:26:11.232059,"(3.5, 4.7, 4.62)","(17.0, 24.0, 22.125)","(2.4, 2.56, 2.5085714285714285)","(14.0, 27.0, 26.714285714285715)","(20.0, 32.0, 31.1)","(6.0, 7.6, 7.531034482758621)","(10.0, 12.5, 12.4)","(31.0, 50.0, 46.0)","(15.0, 24.0, 23.058823529411764)"
06-01-2023 17:26:12.703429,"(3.5, 4.7, 4.62)","(17.0, 24.0, 22.125)","(2.4, 2.56, 2.5085714285714285)","(14.0, 27.0, 26.714285714285715)","(20.0, 32.0, 31.1)","(6.0, 7.6, 7.531034482758621)","(10.0, 12.5, 12.4)","(31.0, 50.0, 46.0)","(15.0, 24.0, 23.058823529411764)"
06-01-2023 17:26:14.054790,"(3.5, 4.7, 4.62)","(17.0, 24.0, 22.125)","(2.4, 2.56, 2.5085714285714285)","(14.0, 27.0, 26.714285714285715)","(20.0, 32.0, 31.1)","(6.0, 7.6, 7.531034482758621)","(10.0, 12.5, 12.4)","(31.0, 50.0, 46.0)","(15.0, 24.0, 23.058823529411764)"
06-01-2023 17:26:15.598241,"(3.5, 4.7, 4.614285714285715)","(17.0, 24.0, 22.5)","(2.4, 2.56, 2.508)","(14.0, 27.0, 32.8)","(20.0, 32.0, 31.57142857142857)","(6.0, 7.6, 7.257142857142857)","(10.0, 12.5, 12.4)","(31.0, 50.0, 44.0)","(15.0, 24.0, 23.428571428571427)"
06-01-2023 17:26:17.041882,"(3.5, 4.7, 4.566666666666666)","(17.0, 24.0, 22.5)","(2.4, 2.52, 2.515)","(14.0, 36.0, 33.53846153846154)","(20.0, 32.0, 31.57142857142857)","(6.0, 7.4, 7.114285714285715)","(10.0, 12.5, 12.4)","(31.0, 48.0, 43.42857142857143)","(15.0, 24.0, 23.428571428571427)"
06-01-2023 17:26:18.296008,"(3.5, 4.7, 4.566666666666666)","(17.0, 24.0, 22.5)","(2.4, 2.52, 2.515)","(14.0, 36.0, 33.53846153846154)","(20.0, 32.0, 31.57142857142857)","(6.0, 7.4, 7.173913043478261)","(10.0, 12.5, 12.4)","(31.0, 48.0, 44.92307692307692)","(15.0, 24.0, 23.428571428571427)"
06-01-2023 17:26:19.635793,"(3.5, 4.7, 4.566666666666666)","(17.0, 24.0, 22.90909090909091)","(2.4, 2.52, 2.515)","(14.0, 36.0, 36.18181818181818)","(20.0, 32.0, 31.842105263157894)","(6.0, 7.4, 7.053333333333334)","(10.0, 12.5, 12.4)","(31.0, 48.0, 44.92307692307692)","(15.0, 24.0, 23.428571428571427)"
06-01-2023 17:26:20.882582,"(3.5, 4.7, 4.566666666666666)","(17.0, 24.0, 22.90909090909091)","(2.4, 2.52, 2.515)","(14.0, 38.0, 35.5)","(20.0, 32.0, 31.842105263157894)","(6.0, 7.4, 7.053333333333334)","(10.0, 12.5, 12.4)","(31.0, 48.0, 44.92307692307692)","(15.0, 24.0, 23.428571428571427)"
06-01-2023 17:26:22.119390,"(3.5, 4.7, 4.566666666666666)","(17.0, 24.0, 22.636363636363637)","(2.4, 2.52, 2.515)","(14.0, 38.0, 35.5)","(20.0, 32.0, 31.842105263157894)","(6.0, 7.4, 7.210526315789474)","(10.0, 12.5, 12.4)","(31.0, 48.0, 44.92307692307692)","(15.0, 24.0, 23.428571428571427)"
06-01-2023 17:26:23.412542,"(3.5, 4.7, 4.566666666666666)","(17.0, 24.0, 22.071428571428573)","(2.4, 2.52, 2.515)","(14.0, 38.0, 34.142857142857146)","(20.0, 32.0, 31.842105263157894)","(6.0, 7.4, 7.210526315789474)","(10.0, 12.5, 12.4)","(31.0, 48.0, 44.92307692307692)","(15.0, 24.0, 23.428571428571427)"
06-01-2023 17:26:24.710602,"(3.5, 4.7, 4.566666666666666)","(17.0, 24.0, 22.071428571428573)","(2.4, 2.52, 2.515)","(14.0, 38.0, 35.0)","(20.0, 32.0, 31.842105263157894)","(6.0, 7.4, 7.210526315789474)","(10.0, 12.5, 12.4)","(31.0, 48.0, 46.4)","(15.0, 24.0, 23.428571428571427)"
06-01-2023 17:26:26.035662,"(3.5, 4.7, 4.566666666666666)","(17.0, 24.0, 22.285714285714285)","(2.35, 2.52, 2.5060000000000002)","(14.0, 38.0, 36.714285714285715)","(20.0, 32.0, 31.842105263157894)","(6.0, 7.4, 7.210526315789474)","(10.0, 12.5, 12.4)","(31.0, 48.0, 46.4)","(15.0, 24.0, 23.428571428571427)"
06-01-2023 17:26:27.264371,"(3.5, 4.7, 4.566666666666666)","(17.0, 24.0, 23.142857142857142)","(2.35, 2.52, 2.4984615384615383)","(14.0, 38.0, 36.714285714285715)","(20.0, 32.0, 31.842105263157894)","(6.0, 7.4, 7.314285714285715)","(10.0, 12.5, 12.4)","(31.0, 48.0, 46.4)","(15.0, 24.0, 23.428571428571427)"
06-01-2023 17:26:28.537066,"(3.5, 4.7, 4.53)","(17.0, 24.0, 22.714285714285715)","(2.35, 2.52, 2.4984615384615383)","(14.0, 38.0, 36.714285714285715)","(20.0, 32.0, 31.842105263157894)","(6.0, 7.4, 7.142857142857143)","(10.0, 12.5, 12.4)","(31.0, 48.0, 46.4)","(15.0, 24.0, 23.428571428571427)"
06-01-2023 17:26:29.797317,"(3.5, 4.7, 4.545454545454546)","(17.0, 24.0, 22.5)","(2.35, 2.52, 2.486666666666667)","(14.0, 38.0, 37.0)","(20.0, 32.0, 31.842105263157894)","(6.0, 7.2, 7.02)","(10.0, 12.5, 12.571428571428571)","(31.0, 48.0, 46.4)","(15.0, 24.0, 23.55)"
06-01-2023 17:26:31.032324,"(3.5, 4.6, 4.538461538461538)","(17.0, 24.0, 22.5)","(2.35, 2.54, 2.5203076923076924)","(14.0, 38.0, 34.72727272727273)","(20.0, 32.0, 31.863636363636363)","(6.0, 7.2, 6.890909090909091)","(10.0, 13.0, 12.666666666666666)","(31.0, 48.0, 46.4)","(15.0, 24.0, 23.57142857142857)"
06-01-2023 17:26:32.229173,"(3.5, 4.6, 4.555555555555555)","(17.0, 24.0, 23.272727272727273)","(2.35, 2.54, 2.5203076923076924)","(14.0, 36.0, 34.8)","(20.0, 32.0, 31.863636363636363)","(6.0, 7.0, 6.88)","(10.0, 13.0, 12.971698113207548)","(31.0, 48.0, 46.4)","(15.0, 24.0, 23.55)"
06-01-2023 17:26:33.486722,"(3.5, 4.7, 4.618421052631579)","(17.0, 24.0, 23.25)","(2.35, 2.54, 2.5028985507246375)","(14.0, 36.0, 34.8)","(20.0, 32.0, 31.863636363636363)","(6.0, 7.0, 6.88)","(10.0, 13.0, 12.971698113207548)","(31.0, 48.0, 46.4)","(15.0, 24.0, 23.55)"
06-01-2023 17:26:34.882740,"(3.5, 4.7, 4.62)","(17.0, 24.0, 22.5)","(2.35, 2.54, 2.5028985507246375)","(14.0, 36.0, 34.8)","(20.0, 32.0, 31.863636363636363)","(6.0, 7.0, 6.84)","(10.0, 13.0, 12.971698113207548)","(31.0, 48.0, 46.4)","(15.0, 24.0, 23.55)"
06-01-2023 17:26:36.200788,"(3.6, 4.7, 4.54)","(18.0, 24.0, 23.142857142857142)","(2.3, 2.54, 2.5028985507246375)","(14.0, 36.0, 34.8)","(20.0, 32.0, 31.863636363636363)","(6.0, 7.0, 6.84)","(10.0, 13.0, 12.5)","(31.0, 48.0, 46.4)","(16.0, 24.0, 23.55)"
06-01-2023 17:26:37.456962,"(3.6, 4.7, 4.54)","(18.0, 24.0, 23.142857142857142)","(2.3, 2.54, 2.5028985507246375)","(14.0, 36.0, 34.8)","(20.0, 32.0, 31.863636363636363)","(6.0, 7.0, 6.84)","(10.0, 13.0, 12.5)","(31.0, 48.0, 46.4)","(16.0, 24.0, 23.25)"
06-01-2023 17:26:38.668605,"(3.6, 4.7, 4.538461538461538)","(18.0, 24.0, 23.5)","(2.3, 2.54, 2.5028985507246375)","(14.0, 36.0, 34.0)","(20.0, 32.0, 31.863636363636363)","(6.0, 7.0, 6.84)","(10.0, 13.0, 12.5)","(31.0, 48.0, 46.4)","(16.0, 24.0, 23.25)"
