,Nicco The Greek,Im Krupt,Flying To Paris,Coronation Veronic,Black Eaglet,Gee Gee Miss Quita,Alvarinho,Finxy,Zulu Guru
06-01-2023 17:14:20.490107,"(3.1, 3.85, 3.5375)","(17.0, 29.0, 28.233333333333334)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 19.75)","(19.0, 34.0, 33.275)","(5.5, 7.8, 7.266666666666667)","(10.0, 20.0, 18.4)","(31.0, 55.0, 52.888888888888886)","(15.0, 30.0, 27.666666666666664)"
06-01-2023 17:14:21.581133,"(3.1, 3.85, 3.5375)","(17.0, 29.0, 28.233333333333334)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 19.75)","(19.0, 34.0, 33.275)","(5.5, 7.8, 7.8)","(10.0, 20.0, 18.4)","(31.0, 55.0, 52.888888888888886)","(15.0, 30.0, 27.666666666666664)"
06-01-2023 17:14:22.688004,"(3.1, 3.85, 3.5375)","(17.0, 29.0, 28.233333333333334)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 19.75)","(19.0, 34.0, 33.275)","(5.5, 11.0, 6.933333333333334)","(10.0, 20.0, 18.4)","(31.0, 55.0, 52.888888888888886)","(15.0, 30.0, 27.666666666666664)"
06-01-2023 17:14:24.102318,"(3.1, 3.85, 3.5375)","(17.0, 29.0, 28.233333333333334)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 19.75)","(19.0, 34.0, 33.275)","(5.5, 8.4, 6.933333333333334)","(10.0, 20.0, 18.4)","(31.0, 55.0, 52.888888888888886)","(15.0, 30.0, 27.666666666666664)"
06-01-2023 17:14:25.349260,"(3.1, 3.85, 3.5375)","(17.0, 29.0, 28.233333333333334)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 19.75)","(19.0, 34.0, 33.275)","(5.5, 8.4, 6.933333333333334)","(10.0, 20.0, 18.4)","(31.0, 55.0, 52.888888888888886)","(15.0, 30.0, 27.666666666666664)"
06-01-2023 17:14:26.631938,"(3.1, 3.85, 3.5375)","(17.0, 29.0, 28.233333333333334)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 19.75)","(19.0, 34.0, 33.275)","(5.5, 8.4, 6.933333333333334)","(10.0, 20.0, 18.4)","(31.0, 55.0, 52.888888888888886)","(15.0, 30.0, 27.666666666666664)"
06-01-2023 17:14:27.961889,"(3.1, 3.85, 3.5375)","(17.0, 29.0, 28.233333333333334)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 19.75)","(19.0, 34.0, 33.275)","(5.5, 8.4, 6.933333333333334)","(10.0, 20.0, 18.4)","(31.0, 55.0, 52.888888888888886)","(15.0, 30.0, 27.666666666666664)"
06-01-2023 17:14:29.223033,"(3.1, 3.85, 3.5375)","(17.0, 29.0, 28.233333333333334)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 19.75)","(19.0, 34.0, 33.275)","(5.5, 8.4, 6.933333333333334)","(10.0, 20.0, 18.4)","(31.0, 55.0, 52.888888888888886)","(15.0, 30.0, 27.666666666666664)"
06-01-2023 17:14:30.559424,"(3.1, 3.85, 3.5375)","(17.0, 29.0, 28.233333333333334)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 19.75)","(19.0, 34.0, 33.275)","(5.5, 8.4, 6.933333333333334)","(10.0, 20.0, 18.4)","(31.0, 55.0, 52.888888888888886)","(15.0, 30.0, 19.5)"
06-01-2023 17:14:32.098712,"(3.1, 3.85, 3.5375)","(17.0, 29.0, 23.25)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 19.75)","(19.0, 34.0, 33.275)","(5.5, 8.4, 6.866666666666666)","(10.0, 20.0, 19.68)","(31.0, 55.0, 52.888888888888886)","(15.0, 30.0, 25.333333333333336)"
06-01-2023 17:14:33.401005,"(3.1, 3.85, 3.5375)","(17.0, 29.0, 23.5)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 22.11111111111111)","(19.0, 34.0, 33.275)","(5.5, 8.2, 7.799999999999999)","(10.0, 20.0, 18.92857142857143)","(31.0, 55.0, 49.333333333333336)","(15.0, 30.0, 25.333333333333336)"
06-01-2023 17:14:34.757562,"(3.1, 3.85, 3.5375)","(17.0, 29.0, 27.083333333333336)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 22.11111111111111)","(19.0, 34.0, 33.275)","(5.5, 8.2, 7.799999999999999)","(10.0, 20.0, 18.6)","(31.0, 55.0, 52.625)","(15.0, 30.0, 25.333333333333336)"
06-01-2023 17:14:36.343441,"(3.1, 3.85, 3.4863636363636363)","(17.0, 29.0, 27.083333333333336)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 22.11111111111111)","(19.0, 34.0, 29.333333333333336)","(5.5, 8.2, 7.799999999999999)","(10.0, 20.0, 18.6)","(31.0, 55.0, 52.625)","(15.0, 30.0, 25.333333333333336)"
06-01-2023 17:14:37.962698,"(3.1, 3.85, 3.4863636363636363)","(17.0, 29.0, 27.083333333333336)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 22.11111111111111)","(19.0, 34.0, 29.333333333333336)","(5.5, 8.2, 7.799999999999999)","(10.0, 20.0, 18.6)","(31.0, 55.0, 52.625)","(15.0, 30.0, 25.333333333333336)"
06-01-2023 17:14:39.203582,"(3.1, 3.85, 3.4863636363636363)","(17.0, 29.0, 27.083333333333336)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 22.11111111111111)","(19.0, 34.0, 29.333333333333336)","(5.5, 8.2, 7.799999999999999)","(10.0, 20.0, 18.6)","(31.0, 55.0, 52.625)","(15.0, 30.0, 25.333333333333336)"
06-01-2023 17:14:40.487549,"(3.1, 3.8, 3.6363636363636362)","(17.0, 29.0, 27.083333333333336)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 22.11111111111111)","(19.0, 34.0, 29.333333333333336)","(5.5, 8.2, 7.799999999999999)","(10.0, 20.0, 18.6)","(31.0, 55.0, 52.625)","(15.0, 30.0, 25.333333333333336)"
06-01-2023 17:14:41.789348,"(3.1, 3.8, 3.6363636363636362)","(17.0, 29.0, 27.083333333333336)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 22.11111111111111)","(19.0, 34.0, 29.333333333333336)","(5.5, 8.2, 7.799999999999999)","(10.0, 20.0, 18.6)","(31.0, 55.0, 52.625)","(15.0, 30.0, 25.333333333333336)"
06-01-2023 17:14:43.022617,"(3.1, 3.8, 3.6363636363636362)","(17.0, 29.0, 27.083333333333336)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 22.11111111111111)","(19.0, 34.0, 29.333333333333336)","(5.5, 8.2, 7.799999999999999)","(10.0, 20.0, 18.6)","(31.0, 55.0, 52.625)","(15.0, 30.0, 25.333333333333336)"
06-01-2023 17:14:44.343068,"(3.1, 3.8, 3.6363636363636362)","(17.0, 29.0, 27.083333333333336)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 22.11111111111111)","(19.0, 34.0, 29.333333333333336)","(5.5, 8.2, 7.799999999999999)","(10.0, 20.0, 18.6)","(31.0, 55.0, 52.625)","(15.0, 30.0, 25.333333333333336)"
06-01-2023 17:14:45.715799,"(3.1, 3.8, 3.6363636363636362)","(17.0, 29.0, 27.083333333333336)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 22.11111111111111)","(19.0, 34.0, 29.333333333333336)","(5.5, 8.2, 7.799999999999999)","(10.0, 20.0, 18.6)","(31.0, 55.0, 52.625)","(15.0, 30.0, 25.333333333333336)"
06-01-2023 17:14:46.938168,"(3.1, 3.8, 3.6363636363636362)","(17.0, 29.0, 27.083333333333336)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.291666666666668)","(19.0, 34.0, 33.06666666666666)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 19.695652173913043)","(31.0, 55.0, 45.5)","(15.0, 30.0, 28.17391304347826)"
06-01-2023 17:14:48.359905,"(3.1, 4.3, 4.109999999999999)","(17.0, 29.0, 26.25)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.291666666666668)","(19.0, 34.0, 33.06666666666666)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 16.75)","(31.0, 55.0, 45.5)","(15.0, 30.0, 23.25)"
06-01-2023 17:14:49.699870,"(3.1, 4.3, 4.109999999999999)","(17.0, 29.0, 26.25)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.291666666666668)","(19.0, 34.0, 33.06666666666666)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 16.75)","(31.0, 55.0, 45.5)","(15.0, 30.0, 23.25)"
06-01-2023 17:14:51.080693,"(3.1, 4.3, 4.109999999999999)","(17.0, 29.0, 26.25)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.291666666666668)","(19.0, 34.0, 33.06666666666666)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 16.75)","(31.0, 55.0, 45.5)","(15.0, 30.0, 23.25)"
06-01-2023 17:14:52.520075,"(3.1, 4.3, 3.892857142857143)","(17.0, 29.0, 28.28125)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.291666666666668)","(19.0, 34.0, 33.06666666666666)","(5.5, 8.2, 8.003921568627451)","(10.0, 20.0, 16.75)","(31.0, 55.0, 45.5)","(15.0, 30.0, 23.25)"
06-01-2023 17:14:53.721527,"(3.1, 4.2, 3.835714285714286)","(17.0, 29.0, 28.28125)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.291666666666668)","(19.0, 34.0, 33.06666666666666)","(5.5, 8.2, 8.003921568627451)","(10.0, 20.0, 16.75)","(31.0, 55.0, 45.5)","(15.0, 30.0, 23.25)"
06-01-2023 17:14:54.919849,"(3.1, 4.1, 3.65)","(17.0, 29.0, 28.28125)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.291666666666668)","(19.0, 34.0, 33.06666666666666)","(5.5, 8.2, 8.003921568627451)","(10.0, 20.0, 16.75)","(31.0, 55.0, 45.5)","(15.0, 30.0, 23.25)"
06-01-2023 17:14:56.269397,"(3.1, 4.1, 3.65)","(17.0, 29.0, 27.166666666666664)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.291666666666668)","(19.0, 34.0, 33.06666666666666)","(5.5, 8.2, 8.003921568627451)","(10.0, 20.0, 16.75)","(31.0, 55.0, 45.5)","(15.0, 30.0, 23.25)"
06-01-2023 17:14:57.578933,"(3.1, 4.1, 3.65)","(17.0, 29.0, 27.166666666666664)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 18.666666666666668)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.003921568627451)","(10.0, 20.0, 17.0)","(31.0, 55.0, 45.5)","(15.0, 30.0, 20.25)"
06-01-2023 17:14:58.847724,"(3.1, 4.1, 3.54)","(17.0, 29.0, 27.42857142857143)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 18.666666666666668)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.003921568627451)","(10.0, 20.0, 17.0)","(31.0, 55.0, 45.5)","(15.0, 30.0, 20.25)"
06-01-2023 17:15:00.049818,"(3.1, 4.1, 3.54)","(17.0, 29.0, 27.42857142857143)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 18.666666666666668)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.003921568627451)","(10.0, 20.0, 17.0)","(31.0, 55.0, 45.5)","(15.0, 30.0, 20.25)"
06-01-2023 17:15:01.195625,"(3.1, 4.1, 3.54)","(17.0, 29.0, 27.42857142857143)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 18.666666666666668)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.003921568627451)","(10.0, 20.0, 17.0)","(31.0, 55.0, 45.5)","(15.0, 30.0, 20.25)"
06-01-2023 17:15:02.409341,"(3.1, 4.1, 3.54)","(17.0, 29.0, 27.42857142857143)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 18.666666666666668)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.077551020408162)","(10.0, 20.0, 17.0)","(31.0, 55.0, 45.5)","(15.0, 30.0, 20.25)"
06-01-2023 17:15:03.617010,"(3.1, 4.1, 3.54)","(17.0, 29.0, 23.75)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 20.0)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.077551020408162)","(10.0, 20.0, 17.0)","(31.0, 55.0, 45.5)","(15.0, 30.0, 20.25)"
06-01-2023 17:15:04.721610,"(3.1, 4.1, 3.542857142857143)","(17.0, 29.0, 23.75)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 20.0)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.077551020408162)","(10.0, 20.0, 17.0)","(31.0, 55.0, 45.5)","(15.0, 30.0, 20.25)"
06-01-2023 17:15:05.948982,"(3.1, 4.1, 3.58)","(17.0, 29.0, 23.75)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 20.0)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.077551020408162)","(10.0, 20.0, 17.0)","(31.0, 55.0, 45.5)","(15.0, 30.0, 20.25)"
06-01-2023 17:15:07.103042,"(3.1, 4.1, 3.58)","(17.0, 29.0, 23.75)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 20.0)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.077551020408162)","(10.0, 20.0, 17.0)","(31.0, 55.0, 45.5)","(15.0, 30.0, 20.25)"
06-01-2023 17:15:08.341091,"(3.1, 4.1, 3.58)","(17.0, 29.0, 23.75)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 20.0)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.077551020408162)","(10.0, 20.0, 17.0)","(31.0, 55.0, 45.5)","(15.0, 30.0, 20.25)"
06-01-2023 17:15:09.603083,"(3.1, 4.1, 3.5583333333333336)","(17.0, 29.0, 23.75)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 20.0)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.353191489361702)","(10.0, 20.0, 17.0)","(31.0, 55.0, 45.5)","(15.0, 30.0, 20.25)"
06-01-2023 17:15:10.858345,"(3.1, 4.1, 3.5583333333333336)","(17.0, 29.0, 23.75)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 20.0)","(19.0, 34.0, 33.125)","(5.5, 8.4, 8.353191489361702)","(10.0, 20.0, 17.0)","(31.0, 55.0, 45.5)","(15.0, 30.0, 20.25)"
06-01-2023 17:15:12.470585,"(3.1, 4.1, 3.5583333333333336)","(17.0, 29.0, 23.75)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 20.0)","(19.0, 34.0, 33.125)","(5.5, 8.4, 8.353191489361702)","(10.0, 20.0, 17.0)","(31.0, 55.0, 45.5)","(15.0, 30.0, 20.25)"
06-01-2023 17:15:13.737005,"(3.1, 4.1, 3.5583333333333336)","(17.0, 29.0, 26.9)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 20.0)","(19.0, 34.0, 33.125)","(5.5, 8.4, 8.353191489361702)","(10.0, 20.0, 17.0)","(31.0, 55.0, 45.5)","(15.0, 30.0, 25.666666666666664)"
06-01-2023 17:15:15.067548,"(3.1, 4.1, 3.5583333333333336)","(17.0, 29.0, 26.9)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 20.0)","(19.0, 34.0, 33.125)","(5.5, 8.4, 8.353191489361702)","(10.0, 20.0, 17.0)","(31.0, 55.0, 45.5)","(15.0, 30.0, 25.666666666666664)"
06-01-2023 17:15:16.338737,"(3.1, 4.1, 3.5583333333333336)","(17.0, 29.0, 26.9)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 20.0)","(19.0, 34.0, 33.125)","(5.5, 8.4, 8.353191489361702)","(10.0, 20.0, 17.0)","(31.0, 55.0, 45.5)","(15.0, 30.0, 25.666666666666664)"
06-01-2023 17:15:17.602287,"(3.1, 4.1, 3.5583333333333336)","(17.0, 29.0, 26.9)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 20.0)","(19.0, 34.0, 33.125)","(5.5, 8.4, 8.353191489361702)","(10.0, 20.0, 17.0)","(31.0, 55.0, 45.5)","(15.0, 30.0, 25.666666666666664)"
06-01-2023 17:15:18.858804,"(3.1, 4.1, 3.5583333333333336)","(17.0, 29.0, 26.9)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 20.0)","(19.0, 34.0, 33.125)","(5.5, 8.4, 8.353191489361702)","(10.0, 20.0, 17.0)","(31.0, 55.0, 45.5)","(15.0, 30.0, 25.666666666666664)"
06-01-2023 17:15:20.096320,"(3.1, 4.1, 3.5583333333333336)","(17.0, 29.0, 26.9)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 20.0)","(19.0, 34.0, 33.125)","(5.5, 8.4, 8.353191489361702)","(10.0, 20.0, 19.666666666666664)","(31.0, 55.0, 45.5)","(15.0, 30.0, 28.304347826086953)"
06-01-2023 17:15:21.298959,"(3.1, 4.1, 3.5583333333333336)","(17.0, 29.0, 28.416666666666668)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.11111111111111)","(19.0, 34.0, 33.125)","(5.5, 8.4, 8.353191489361702)","(10.0, 20.0, 19.666666666666664)","(31.0, 55.0, 45.5)","(15.0, 30.0, 28.304347826086953)"
06-01-2023 17:15:22.455646,"(3.1, 4.1, 3.5583333333333336)","(17.0, 29.0, 28.299999999999997)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.11111111111111)","(19.0, 34.0, 33.125)","(5.5, 8.4, 8.224)","(10.0, 20.0, 19.666666666666664)","(31.0, 55.0, 45.5)","(15.0, 30.0, 28.304347826086953)"
06-01-2023 17:15:23.711161,"(3.1, 4.1, 3.5583333333333336)","(17.0, 29.0, 28.299999999999997)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.11111111111111)","(19.0, 34.0, 33.125)","(5.5, 8.4, 8.116666666666665)","(10.0, 20.0, 19.666666666666664)","(31.0, 55.0, 40.666666666666664)","(15.0, 30.0, 28.304347826086953)"
06-01-2023 17:15:24.894115,"(3.1, 4.1, 3.5583333333333336)","(17.0, 29.0, 28.299999999999997)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.11111111111111)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 19.666666666666664)","(31.0, 50.0, 40.666666666666664)","(15.0, 30.0, 28.304347826086953)"
06-01-2023 17:15:26.016258,"(3.1, 4.1, 3.5583333333333336)","(17.0, 29.0, 28.299999999999997)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.11111111111111)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 19.666666666666664)","(31.0, 50.0, 40.666666666666664)","(15.0, 30.0, 28.304347826086953)"
06-01-2023 17:15:27.132952,"(3.1, 4.1, 3.5583333333333336)","(17.0, 29.0, 28.299999999999997)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.11111111111111)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 19.666666666666664)","(31.0, 50.0, 40.666666666666664)","(15.0, 30.0, 28.304347826086953)"
06-01-2023 17:15:28.243699,"(3.1, 4.1, 3.5583333333333336)","(17.0, 29.0, 28.299999999999997)","(2.5, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.11111111111111)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 19.666666666666664)","(31.0, 50.0, 40.666666666666664)","(15.0, 30.0, 28.304347826086953)"
06-01-2023 17:15:29.358820,"(3.2, 4.1, 3.5583333333333336)","(17.0, 29.0, 28.299999999999997)","(2.45, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.11111111111111)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 19.666666666666664)","(31.0, 50.0, 40.666666666666664)","(15.0, 30.0, 28.304347826086953)"
06-01-2023 17:15:30.491299,"(3.2, 4.1, 3.5583333333333336)","(17.0, 29.0, 28.299999999999997)","(2.45, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.11111111111111)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 19.666666666666664)","(31.0, 50.0, 40.666666666666664)","(15.0, 30.0, 28.304347826086953)"
06-01-2023 17:15:31.649589,"(3.2, 4.1, 3.5583333333333336)","(17.0, 29.0, 28.299999999999997)","(2.45, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.11111111111111)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 19.666666666666664)","(31.0, 50.0, 40.666666666666664)","(15.0, 30.0, 20.625)"
06-01-2023 17:15:32.824215,"(3.2, 4.1, 3.5583333333333336)","(17.0, 29.0, 28.299999999999997)","(2.45, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.11111111111111)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 19.666666666666664)","(31.0, 50.0, 40.666666666666664)","(15.0, 30.0, 20.625)"
06-01-2023 17:15:33.989969,"(3.2, 4.1, 3.5583333333333336)","(17.0, 29.0, 28.299999999999997)","(2.45, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.11111111111111)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 19.666666666666664)","(31.0, 50.0, 40.666666666666664)","(15.0, 30.0, 20.625)"
06-01-2023 17:15:35.163765,"(3.2, 4.1, 3.5583333333333336)","(17.0, 29.0, 28.299999999999997)","(2.45, 2.86, 2.7600000000000002)","(13.0, 24.0, 23.11111111111111)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 19.666666666666664)","(31.0, 50.0, 40.666666666666664)","(15.0, 30.0, 20.625)"
06-01-2023 17:15:36.347490,"(3.2, 4.0, 3.541666666666667)","(17.0, 29.0, 28.299999999999997)","(2.45, 2.86, 2.7600000000000002)","(13.0, 24.0, 20.0)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 17.0)","(31.0, 50.0, 40.666666666666664)","(15.0, 30.0, 20.625)"
06-01-2023 17:15:37.826451,"(3.2, 4.0, 3.9427083333333335)","(17.0, 29.0, 26.8)","(2.45, 2.86, 2.7600000000000002)","(13.0, 24.0, 20.0)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 17.0)","(31.0, 50.0, 40.666666666666664)","(15.0, 30.0, 20.625)"
06-01-2023 17:15:39.279924,"(3.2, 4.0, 3.9427083333333335)","(17.0, 29.0, 26.8)","(2.45, 2.86, 2.7600000000000002)","(13.0, 24.0, 20.0)","(19.0, 34.0, 33.125)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 17.0)","(31.0, 50.0, 40.666666666666664)","(15.0, 30.0, 20.625)"
06-01-2023 17:15:40.457361,"(3.2, 4.0, 3.9427083333333335)","(17.0, 29.0, 26.8)","(2.45, 2.86, 2.7600000000000002)","(13.0, 24.0, 17.77777777777778)","(19.0, 34.0, 30.0)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 14.857142857142858)","(31.0, 50.0, 40.666666666666664)","(15.0, 30.0, 19.416666666666668)"
06-01-2023 17:15:41.609851,"(3.2, 4.0, 3.9427083333333335)","(17.0, 29.0, 26.8)","(2.45, 2.86, 2.7600000000000002)","(13.0, 24.0, 17.77777777777778)","(19.0, 34.0, 30.0)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 14.857142857142858)","(31.0, 50.0, 40.666666666666664)","(15.0, 29.0, 18.9375)"
06-01-2023 17:15:42.785690,"(3.2, 4.0, 3.9427083333333335)","(17.0, 29.0, 26.8)","(2.45, 2.86, 2.7600000000000002)","(13.0, 24.0, 17.77777777777778)","(19.0, 34.0, 30.0)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 14.857142857142858)","(31.0, 50.0, 40.666666666666664)","(15.0, 29.0, 18.9375)"
06-01-2023 17:15:43.815800,"(3.2, 4.0, 3.9427083333333335)","(17.0, 29.0, 26.8)","(2.45, 2.86, 2.7600000000000002)","(13.0, 24.0, 17.77777777777778)","(19.0, 34.0, 30.0)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 14.857142857142858)","(31.0, 50.0, 40.666666666666664)","(15.0, 29.0, 18.9375)"
06-01-2023 17:15:44.850752,"(3.2, 4.0, 3.9427083333333335)","(17.0, 29.0, 26.8)","(2.4, 2.86, 2.7600000000000002)","(13.0, 24.0, 17.77777777777778)","(19.0, 34.0, 30.0)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 14.857142857142858)","(31.0, 50.0, 40.666666666666664)","(15.0, 29.0, 18.9375)"
06-01-2023 17:15:45.938324,"(3.2, 3.95, 3.75)","(17.0, 29.0, 26.8)","(2.4, 2.86, 2.7600000000000002)","(13.0, 24.0, 17.77777777777778)","(19.0, 34.0, 30.0)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 14.857142857142858)","(31.0, 50.0, 40.666666666666664)","(15.0, 29.0, 18.9375)"
06-01-2023 17:15:47.105789,"(3.2, 3.95, 3.75)","(17.0, 29.0, 27.166666666666664)","(2.4, 2.86, 2.7600000000000002)","(13.0, 24.0, 17.77777777777778)","(19.0, 34.0, 30.0)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 14.857142857142858)","(31.0, 50.0, 40.666666666666664)","(15.0, 29.0, 18.9375)"
06-01-2023 17:15:48.295271,"(3.2, 3.95, 3.75)","(17.0, 29.0, 27.166666666666664)","(2.4, 2.86, 2.7600000000000002)","(13.0, 24.0, 17.77777777777778)","(19.0, 34.0, 30.0)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 14.857142857142858)","(31.0, 50.0, 40.666666666666664)","(15.0, 29.0, 18.9375)"
06-01-2023 17:15:49.486387,"(3.2, 3.95, 3.75)","(17.0, 29.0, 27.166666666666664)","(2.4, 2.86, 2.7600000000000002)","(13.0, 24.0, 17.77777777777778)","(19.0, 34.0, 30.0)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 14.857142857142858)","(31.0, 50.0, 40.666666666666664)","(15.0, 29.0, 18.9375)"
06-01-2023 17:15:50.638776,"(3.2, 3.95, 3.75)","(17.0, 29.0, 27.166666666666664)","(2.4, 2.86, 2.7600000000000002)","(13.0, 24.0, 17.77777777777778)","(19.0, 34.0, 30.0)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 14.857142857142858)","(31.0, 50.0, 40.666666666666664)","(15.0, 29.0, 18.9375)"
06-01-2023 17:15:51.900876,"(3.2, 3.95, 3.75)","(17.0, 29.0, 27.166666666666664)","(2.4, 2.86, 2.7600000000000002)","(13.0, 24.0, 17.77777777777778)","(19.0, 34.0, 30.0)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 18.434782608695652)","(31.0, 50.0, 40.666666666666664)","(15.0, 29.0, 18.9375)"
06-01-2023 17:15:53.162546,"(3.2, 3.95, 3.75)","(17.0, 29.0, 28.3125)","(2.4, 2.86, 2.7600000000000002)","(13.0, 24.0, 17.77777777777778)","(19.0, 34.0, 30.0)","(5.5, 8.2, 8.116666666666665)","(10.0, 20.0, 18.434782608695652)","(31.0, 50.0, 40.666666666666664)","(15.0, 29.0, 18.9375)"
