,Pimmy,Split The Night,Myka,Lornas Flying,Lady Lil,Trish Mail,Long Cool Sally
08-01-2023 11:34:55.237559,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:34:56.090843,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:34:56.967252,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:34:57.834159,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:34:58.711663,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:34:59.570597,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:00.436178,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:01.315932,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:02.190044,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:03.059407,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:03.938833,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:04.813981,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:05.668985,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:06.536378,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:07.406298,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:08.273102,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:09.143645,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:10.011938,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:10.875684,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:11.734126,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:12.608453,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:13.461862,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 11.0)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:14.325577,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:15.182559,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:16.041523,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:16.890470,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:17.753069,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:18.615047,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:19.461609,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:20.322963,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:21.170488,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:22.030703,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:22.889425,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:23.736207,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:24.596633,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:25.446147,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:26.320545,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:27.189086,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:28.052915,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.233333333333333)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:28.923956,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:29.779607,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:30.667386,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:31.513312,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:32.388255,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:33.263151,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.64)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:35:34.120068,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.233333333333333)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:35.010845,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.233333333333333)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:35.880349,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.233333333333333)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:36.755452,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.233333333333333)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:37.615074,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.233333333333333)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:38.494723,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.233333333333333)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:39.352737,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.233333333333333)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:40.225050,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.233333333333333)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:41.082746,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 10.1)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:41.951753,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:42.826389,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:43.691454,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:44.567178,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:45.430379,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:46.307471,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:47.181265,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:48.047178,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:48.912139,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:49.767537,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:50.634544,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:51.493345,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:52.355036,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:53.216597,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:54.087938,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:54.948713,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:55.804382,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:56.679408,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:57.524183,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:58.382792,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:35:59.236016,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:36:00.103758,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:36:00.965194,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 12.163636363636364)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:36:01.819956,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 12.163636363636364)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:36:02.669109,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:36:03.513824,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 12.163636363636364)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:36:04.367118,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 12.163636363636364)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:36:05.218882,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:36:06.072691,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:36:06.948790,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 12.163636363636364)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:36:07.798751,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 12.163636363636364)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.0525)"
08-01-2023 11:36:08.674634,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:36:09.530312,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 12.163636363636364)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:36:10.393563,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:36:11.268316,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 12.163636363636364)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:36:12.131948,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 4.7, 4.3)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 12.163636363636364)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:36:13.007761,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 3.5, 3.0799999999999996)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 10.657142857142858)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 5.03)"
08-01-2023 11:36:13.871849,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 3.5, 3.111881188118812)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.0, 9.08)","(5.0, 32.0, 25.09375)","(3.5, 6.2, 4.2875)"
08-01-2023 11:36:14.747308,"(5.0, 10.0, 9.371428571428572)","(8.0, 99999, 99990)","(3.5, 3.5, 3.111881188118812)","(11.0, 21.0, 17.18181818181818)","(7.0, 16.0, 9.28)","(5.0, 40.0, 28.97058823529412)","(3.5, 6.2, 4.2875)"
08-01-2023 11:36:15.609606,"(5.0, 11.0, 9.2)","(8.0, 99999, 99990)","(3.5, 3.5, 3.126666666666667)","(11.0, 21.0, 17.18181818181818)","(7.0, 15.5, 9.575)","(5.0, 40.0, 28.97058823529412)","(3.5, 6.2, 4.2875)"
08-01-2023 11:36:16.482763,"(5.0, 11.0, 9.2)","(8.0, 99999, 99990)","(3.5, 3.45, 3.15)","(11.0, 21.0, 17.18181818181818)","(7.0, 16.0, 9.28)","(5.0, 40.0, 27.75)","(3.5, 6.2, 4.2875)"
08-01-2023 11:36:17.345135,"(5.0, 11.0, 9.2)","(8.0, 99999, 99990)","(3.5, 3.45, 3.15)","(11.0, 21.0, 17.18181818181818)","(7.0, 16.0, 9.28)","(5.0, 40.0, 27.75)","(3.5, 6.2, 3.995)"
08-01-2023 11:36:18.208220,"(5.0, 11.0, 9.2)","(8.0, 99999, 99990)","(3.5, 3.45, 3.15)","(11.0, 21.0, 17.18181818181818)","(7.0, 16.0, 10.4)","(5.0, 40.0, 19.2)","(3.5, 6.2, 3.995)"
08-01-2023 11:36:19.072437,"(5.0, 11.0, 9.2)","(8.0, 99999, 99990)","(3.5, 3.45, 3.15)","(11.0, 21.0, 17.18181818181818)","(7.0, 16.0, 10.4)","(5.0, 40.0, 19.2)","(3.5, 6.2, 3.995)"
08-01-2023 11:36:19.952828,"(5.0, 11.0, 9.2)","(8.0, 99999, 99990)","(3.5, 3.45, 3.15)","(11.0, 21.0, 17.18181818181818)","(7.0, 16.0, 10.4)","(5.0, 40.0, 19.2)","(3.5, 6.2, 3.995)"
08-01-2023 11:36:20.815541,"(5.0, 11.0, 9.2)","(8.0, 99999, 99990)","(3.5, 3.45, 3.15)","(11.0, 21.0, 17.18181818181818)","(7.0, 16.0, 10.4)","(5.0, 40.0, 19.2)","(3.5, 6.2, 3.995)"
