,King Of All,Honest Thief,Im Indigo,Lektra Sammy,Suntanned,Reel It In,Shanias Dream,Diva Dot
12-01-2023 11:09:13.573381,"(2.7, 4.2, 3.8230769230769233)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.790476190476191)","(5.0, 7.8, 6.538235294117647)","(5.0, 8.8, 7.054545454545455)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:09:14.842800,"(2.7, 4.2, 3.8230769230769233)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.790476190476191)","(5.0, 7.8, 6.538235294117647)","(5.0, 8.8, 7.054545454545455)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:09:16.152118,"(2.7, 4.2, 3.8230769230769233)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.790476190476191)","(5.0, 7.8, 6.538235294117647)","(5.0, 8.8, 7.054545454545455)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:09:17.437086,"(2.7, 4.2, 3.8230769230769233)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.790476190476191)","(5.0, 7.8, 6.538235294117647)","(5.0, 8.8, 7.054545454545455)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:09:18.692640,"(2.7, 4.2, 3.8230769230769233)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.790476190476191)","(5.0, 7.8, 6.538235294117647)","(5.0, 8.8, 7.054545454545455)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:09:19.972351,"(2.7, 4.2, 3.8230769230769233)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.790476190476191)","(5.0, 7.8, 6.538235294117647)","(5.0, 8.8, 7.054545454545455)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:09:21.199396,"(2.7, 4.2, 3.8230769230769233)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.790476190476191)","(5.0, 7.8, 6.538235294117647)","(5.0, 8.8, 7.054545454545455)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:09:22.466224,"(2.7, 4.2, 3.8230769230769233)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.790476190476191)","(5.0, 7.8, 6.538235294117647)","(5.0, 8.8, 7.054545454545455)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:09:23.620735,"(2.7, 4.2, 3.8230769230769233)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.790476190476191)","(5.0, 7.8, 6.538235294117647)","(5.0, 8.8, 7.054545454545455)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:09:24.784844,"(2.7, 4.2, 3.8230769230769233)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.790476190476191)","(5.0, 7.8, 6.538235294117647)","(5.0, 8.8, 7.054545454545455)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:09:26.022133,"(2.7, 4.2, 3.8230769230769233)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.790476190476191)","(5.0, 7.8, 6.538235294117647)","(5.0, 8.8, 7.054545454545455)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:09:27.239025,"(2.7, 4.2, 3.8230769230769233)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.790476190476191)","(5.0, 7.8, 6.538235294117647)","(5.0, 8.8, 7.054545454545455)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:09:28.444087,"(2.7, 4.2, 3.8230769230769233)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.790476190476191)","(5.0, 7.8, 6.538235294117647)","(5.0, 8.8, 7.054545454545455)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:09:29.558115,"(2.7, 4.2, 3.8230769230769233)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.790476190476191)","(5.0, 7.8, 6.538235294117647)","(5.0, 8.8, 7.054545454545455)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:09:30.737496,"(2.7, 4.2, 3.8230769230769233)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.790476190476191)","(5.0, 7.8, 6.538235294117647)","(5.0, 8.8, 7.054545454545455)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:09:32.009367,"(2.7, 4.2, 3.8230769230769233)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 7.790476190476191)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 7.688888888888888)"
12-01-2023 11:09:33.267377,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 11.866666666666667)"
12-01-2023 11:09:34.473459,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 11.866666666666667)"
12-01-2023 11:09:35.680490,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 11.866666666666667)"
12-01-2023 11:09:36.911704,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 11.866666666666667)"
12-01-2023 11:09:38.106454,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 11.866666666666667)"
12-01-2023 11:09:39.325642,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 11.866666666666667)"
12-01-2023 11:09:40.534267,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 11.866666666666667)"
12-01-2023 11:09:41.709903,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 11.866666666666667)"
12-01-2023 11:09:42.875661,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 11.866666666666667)"
12-01-2023 11:09:43.981817,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 11.866666666666667)"
12-01-2023 11:09:45.090890,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 11.866666666666667)"
12-01-2023 11:09:46.150142,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 11.866666666666667)"
12-01-2023 11:09:47.319139,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 7.844444444444444)"
12-01-2023 11:09:48.436664,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 7.844444444444444)"
12-01-2023 11:09:49.522404,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 7.844444444444444)"
12-01-2023 11:09:50.608620,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:09:51.772277,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:09:52.931506,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:09:54.059729,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:09:55.226587,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:09:56.407455,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:09:57.525624,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:09:58.572754,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:09:59.593657,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:10:00.664415,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:10:01.788592,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:10:02.821915,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:10:03.898758,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:10:05.036119,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:10:06.198339,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:10:07.302505,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:10:08.301740,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:10:09.361933,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:10:10.471038,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:10:11.600165,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.0)"
12-01-2023 11:10:12.716999,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 11.15)"
12-01-2023 11:10:13.823718,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.311111111111112)"
12-01-2023 11:10:14.904997,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.311111111111112)"
12-01-2023 11:10:16.096571,"(2.7, 4.2, 3.234)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.311111111111112)"
12-01-2023 11:10:17.226752,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.311111111111112)"
12-01-2023 11:10:18.423233,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.311111111111112)"
12-01-2023 11:10:19.572000,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.311111111111112)"
12-01-2023 11:10:20.638096,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.622222222222222)"
12-01-2023 11:10:21.659090,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.622222222222222)"
12-01-2023 11:10:22.944110,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 28.75)","(15.0, 36.0, 22.2)","(5.0, 15.0, 8.622222222222222)"
12-01-2023 11:10:24.165019,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 50.0, 28.75)","(15.0, 36.0, 22.2)","(5.0, 15.0, 10.692307692307693)"
12-01-2023 11:10:25.360733,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 50.0, 28.75)","(15.0, 36.0, 22.2)","(5.0, 15.0, 10.692307692307693)"
12-01-2023 11:10:26.703601,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 50.0, 28.75)","(15.0, 36.0, 22.2)","(5.0, 15.0, 10.692307692307693)"
12-01-2023 11:10:27.981666,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 50.0, 28.75)","(15.0, 36.0, 22.2)","(5.0, 15.0, 10.692307692307693)"
12-01-2023 11:10:29.162848,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 50.0, 28.75)","(15.0, 36.0, 22.2)","(5.0, 15.0, 10.692307692307693)"
12-01-2023 11:10:30.345935,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 50.0, 28.75)","(15.0, 36.0, 22.2)","(5.0, 15.0, 10.692307692307693)"
12-01-2023 11:10:31.502161,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 50.0, 33.86363636363636)","(15.0, 36.0, 20.666666666666664)","(5.0, 15.0, 10.692307692307693)"
12-01-2023 11:10:32.619254,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 50.0, 55.68181818181818)","(15.0, 36.0, 20.666666666666664)","(5.0, 15.0, 10.692307692307693)"
12-01-2023 11:10:33.706340,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 90.0, 36.59090909090909)","(15.0, 36.0, 20.666666666666664)","(5.0, 15.0, 10.692307692307693)"
12-01-2023 11:10:34.726373,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 20.666666666666664)","(5.0, 15.0, 10.692307692307693)"
12-01-2023 11:10:35.846667,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 20.666666666666664)","(5.0, 15.0, 10.692307692307693)"
12-01-2023 11:10:36.879307,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 20.666666666666664)","(5.0, 15.0, 10.692307692307693)"
12-01-2023 11:10:37.946038,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 20.666666666666664)","(5.0, 15.0, 10.692307692307693)"
12-01-2023 11:10:39.075050,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 20.666666666666664)","(5.0, 15.0, 10.692307692307693)"
12-01-2023 11:10:40.238869,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 20.666666666666664)","(5.0, 15.0, 10.692307692307693)"
12-01-2023 11:10:41.384511,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 36.59090909090909)","(15.0, 36.0, 20.666666666666664)","(5.0, 15.0, 10.692307692307693)"
12-01-2023 11:10:42.533053,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.688888888888889)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 11.36)"
12-01-2023 11:10:43.634275,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.8)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 11.36)"
12-01-2023 11:10:44.788678,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.8)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 11.36)"
12-01-2023 11:10:45.770540,"(2.7, 4.1, 3.2466666666666666)","(17.0, 48.0, 24.727272727272727)","(5.5, 8.4, 6.628571428571428)","(5.0, 7.8, 5.199999999999999)","(5.0, 8.8, 5.8)","(17.0, 55.0, 26.636363636363637)","(15.0, 36.0, 22.2)","(5.0, 15.0, 11.36)"
