,Homebush Stella,Goldstar Yankee,Homebush Cardi,Pretty Orson,Rocket Queen,Amuri Early,Mustard Custard,Goldstar Tommy
09-01-2023 09:47:31.462292,"(6.0, 10.0, 8.028571428571428)","(4.2, 7.2, 4.68)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 49.125)","(3.2, 3.75, 3.475)","(14.0, 46.0, 24.0)","(51.0, 520.0, 282.0)","(3.5, 3.85, 3.5999999999999996)"
09-01-2023 09:47:32.512327,"(6.0, 10.0, 8.028571428571428)","(4.2, 7.2, 4.68)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 49.125)","(3.2, 3.75, 3.475)","(14.0, 46.0, 24.0)","(51.0, 520.0, 282.0)","(3.5, 3.85, 3.5999999999999996)"
09-01-2023 09:47:33.601062,"(6.0, 10.0, 7.359999999999999)","(4.2, 7.2, 4.68)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 49.125)","(3.2, 3.75, 3.475)","(14.0, 46.0, 24.0)","(51.0, 520.0, 282.0)","(3.5, 3.85, 3.5999999999999996)"
09-01-2023 09:47:34.669111,"(6.0, 10.0, 8.772727272727273)","(4.2, 7.2, 4.68)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 68.7)","(3.2, 3.75, 3.475)","(14.0, 46.0, 24.0)","(51.0, 520.0, 282.0)","(3.5, 3.85, 3.5999999999999996)"
09-01-2023 09:47:35.777979,"(6.0, 10.0, 8.028571428571428)","(4.2, 7.2, 5.622222222222223)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 68.7)","(3.2, 3.75, 3.475)","(14.0, 46.0, 24.0)","(51.0, 520.0, 282.0)","(3.5, 3.85, 3.5999999999999996)"
09-01-2023 09:47:36.782341,"(6.0, 10.0, 8.028571428571428)","(4.2, 7.4, 5.622222222222223)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 28.05)","(3.2, 3.75, 3.475)","(14.0, 46.0, 24.0)","(51.0, 520.0, 198.33333333333334)","(3.5, 3.85, 3.5999999999999996)"
09-01-2023 09:47:37.797031,"(6.0, 10.0, 8.028571428571428)","(4.2, 7.4, 5.622222222222223)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 28.05)","(3.2, 3.75, 3.475)","(14.0, 46.0, 24.0)","(51.0, 970.0, 198.33333333333334)","(3.5, 3.85, 3.5999999999999996)"
09-01-2023 09:47:38.817583,"(6.0, 10.0, 8.028571428571428)","(4.2, 7.4, 5.622222222222223)","(6.0, 12.5, 9.333333333333334)","(17.0, 150.0, 28.05)","(3.2, 3.75, 3.475)","(14.0, 46.0, 24.0)","(51.0, 970.0, 198.33333333333334)","(3.5, 3.85, 3.5999999999999996)"
09-01-2023 09:47:39.918437,"(6.0, 10.0, 8.0125)","(4.2, 7.4, 5.622222222222223)","(6.0, 12.5, 7.5)","(17.0, 150.0, 28.05)","(3.2, 3.75, 3.475)","(14.0, 46.0, 24.0)","(51.0, 970.0, 198.33333333333334)","(3.5, 3.85, 3.5999999999999996)"
09-01-2023 09:47:40.942337,"(6.0, 10.0, 9.321052631578947)","(4.2, 7.4, 5.622222222222223)","(6.0, 12.5, 7.5)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.475)","(14.0, 46.0, 24.0)","(51.0, 550.0, 298.0)","(3.5, 3.85, 3.5999999999999996)"
09-01-2023 09:47:42.093325,"(6.0, 9.8, 9.15263157894737)","(4.2, 7.4, 5.622222222222223)","(6.0, 12.5, 7.5)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.475)","(14.0, 46.0, 24.0)","(51.0, 550.0, 298.0)","(3.5, 3.85, 3.6416666666666666)"
09-01-2023 09:47:43.119429,"(6.0, 9.8, 9.15263157894737)","(4.2, 7.4, 5.622222222222223)","(6.0, 12.5, 7.5)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 298.0)","(3.5, 3.85, 3.6416666666666666)"
09-01-2023 09:47:44.096193,"(6.0, 9.8, 9.185)","(4.2, 7.4, 5.622222222222223)","(6.0, 12.5, 8.125)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 298.0)","(3.5, 3.85, 3.6416666666666666)"
09-01-2023 09:47:45.162474,"(6.0, 9.8, 9.185)","(4.2, 7.4, 5.622222222222223)","(6.0, 12.5, 8.125)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 298.0)","(3.5, 3.85, 3.6416666666666666)"
09-01-2023 09:47:46.364164,"(6.0, 9.8, 9.185)","(4.2, 7.4, 5.622222222222223)","(6.0, 12.5, 8.125)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 298.0)","(3.5, 3.8, 3.493181818181818)"
09-01-2023 09:47:47.440316,"(6.0, 9.8, 9.185)","(4.2, 7.4, 5.622222222222223)","(6.0, 12.5, 8.0)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 382.0)","(3.5, 3.8, 3.493181818181818)"
09-01-2023 09:47:48.488266,"(6.0, 9.8, 9.185)","(4.2, 7.4, 5.622222222222223)","(6.0, 12.5, 7.642857142857143)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 382.0)","(3.5, 3.8, 3.493181818181818)"
09-01-2023 09:47:49.571689,"(6.0, 9.8, 9.185)","(4.2, 7.4, 5.622222222222223)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 382.0)","(3.5, 3.8, 3.5833333333333335)"
09-01-2023 09:47:50.621701,"(6.0, 9.8, 9.185)","(4.2, 7.4, 5.622222222222223)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 382.0)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:47:51.795544,"(6.0, 9.8, 9.185)","(4.2, 7.4, 5.622222222222223)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 382.0)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:47:52.790182,"(6.0, 9.8, 9.185)","(4.2, 7.4, 5.622222222222223)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 382.0)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:47:53.881629,"(6.0, 9.8, 9.185)","(4.2, 7.4, 5.622222222222223)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 382.0)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:47:54.958064,"(6.0, 9.8, 9.185)","(4.2, 7.0, 5.8)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:47:56.008668,"(6.0, 9.8, 9.185)","(4.2, 7.0, 5.8)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:47:57.109611,"(6.0, 9.8, 9.185)","(4.2, 7.0, 5.8)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:47:58.177122,"(6.0, 9.8, 9.185)","(4.2, 7.0, 5.8)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:47:59.250536,"(6.0, 9.8, 9.185)","(4.2, 7.0, 5.8)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:00.364505,"(6.0, 9.8, 9.185)","(4.2, 7.0, 5.8)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:01.378609,"(6.0, 9.8, 9.185)","(4.2, 7.0, 5.8)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:02.379581,"(6.0, 9.8, 9.185)","(4.2, 7.0, 5.8)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.3375)","(14.0, 46.0, 24.0)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:03.441224,"(6.0, 9.8, 9.185)","(4.2, 7.0, 5.8)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.6348837209302323)","(14.0, 46.0, 24.0)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:04.539341,"(6.0, 9.8, 7.800000000000001)","(4.2, 7.0, 5.8)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 3.6348837209302323)","(14.0, 46.0, 24.0)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:05.696911,"(6.0, 9.8, 7.800000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 3.75, 4.663043478260869)","(14.0, 46.0, 24.0)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:06.873239,"(6.0, 9.8, 7.800000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 4.8, 4.04)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:07.931497,"(6.0, 9.8, 7.800000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 5.0, 4.04)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:09.000955,"(6.0, 9.8, 7.800000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 5.0, 4.04)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:10.079331,"(6.0, 9.8, 7.800000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 5.0, 3.977777777777778)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:11.179810,"(6.0, 9.8, 7.800000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 5.0, 3.977777777777778)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:12.270810,"(6.0, 9.8, 7.800000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 5.0, 4.133333333333334)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:13.293166,"(6.0, 9.8, 7.800000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 4.7, 4.133333333333334)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:14.262233,"(6.0, 9.8, 7.800000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 4.8, 3.9230769230769234)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:15.251056,"(6.0, 9.8, 7.800000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 4.8, 3.9230769230769234)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:16.296961,"(6.0, 9.8, 7.800000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 4.8, 3.9230769230769234)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:17.311534,"(6.0, 9.8, 7.800000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 63.53571428571429)","(3.2, 4.8, 3.9230769230769234)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:18.251706,"(6.0, 9.8, 7.460000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 29.4)","(3.2, 4.8, 3.9230769230769234)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:19.235405,"(6.0, 9.8, 7.460000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 29.4)","(3.2, 4.8, 3.9230769230769234)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:20.274076,"(6.0, 9.8, 7.460000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 29.4)","(3.2, 4.8, 3.9230769230769234)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:21.343080,"(6.0, 9.8, 7.460000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 29.4)","(3.2, 4.8, 3.9230769230769234)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:22.364314,"(6.0, 9.8, 7.460000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 29.4)","(3.2, 4.8, 3.8774193548387097)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 266.66666666666663)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:23.364839,"(6.0, 9.8, 7.460000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 29.4)","(3.2, 4.7, 3.8774193548387097)","(14.0, 46.0, 36.42857142857143)","(51.0, 540.0, 449.6)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:24.454134,"(6.0, 9.8, 7.460000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 29.4)","(3.2, 4.6, 4.0)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:25.583097,"(6.0, 9.8, 7.460000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.0625)","(17.0, 150.0, 29.4)","(3.2, 4.6, 3.870967741935484)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:26.665267,"(6.0, 9.8, 7.460000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 7.428571428571429)","(17.0, 150.0, 29.4)","(3.2, 4.5, 3.870967741935484)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:27.703952,"(6.0, 9.8, 7.460000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 7.571428571428571)","(17.0, 150.0, 29.4)","(3.2, 4.5, 3.870967741935484)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:28.954172,"(6.0, 9.8, 7.460000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.125)","(17.0, 150.0, 29.4)","(3.2, 4.5, 3.870967741935484)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:30.044977,"(6.0, 9.8, 7.460000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.125)","(17.0, 150.0, 29.4)","(3.2, 4.5, 3.870967741935484)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:31.146802,"(6.0, 9.8, 7.460000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.125)","(17.0, 150.0, 29.4)","(3.2, 4.5, 3.870967741935484)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:32.200571,"(6.0, 9.8, 7.460000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.125)","(17.0, 150.0, 29.4)","(3.2, 4.5, 3.870967741935484)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:33.295933,"(6.0, 9.8, 7.460000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.125)","(17.0, 150.0, 29.4)","(3.2, 4.5, 3.870967741935484)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:34.326047,"(6.0, 9.6, 6.640000000000001)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.125)","(17.0, 150.0, 29.4)","(3.2, 4.5, 3.96)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:35.367324,"(6.0, 9.6, 6.311111111111112)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 8.125)","(17.0, 150.0, 29.4)","(3.2, 4.4, 3.96)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.434848484848485)"
09-01-2023 09:48:36.364248,"(6.0, 9.6, 6.311111111111112)","(4.2, 7.0, 4.709090909090909)","(6.0, 12.5, 9.272727272727273)","(17.0, 150.0, 29.4)","(3.2, 4.4, 3.96)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:37.439722,"(6.0, 9.6, 6.311111111111112)","(4.2, 7.0, 4.6000000000000005)","(6.0, 12.5, 8.125)","(17.0, 150.0, 29.4)","(3.2, 4.4, 3.96)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:38.454891,"(6.0, 9.6, 6.311111111111112)","(4.2, 7.0, 4.6000000000000005)","(6.0, 12.5, 8.125)","(17.0, 150.0, 29.4)","(3.2, 4.4, 3.96)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:39.564343,"(6.0, 9.6, 6.311111111111112)","(4.2, 6.8, 6.057142857142857)","(6.0, 12.5, 8.125)","(17.0, 150.0, 74.625)","(3.2, 4.4, 3.96)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 300.0)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:40.554012,"(6.0, 9.6, 6.311111111111112)","(4.2, 6.6, 5.4)","(6.0, 12.5, 8.125)","(17.0, 150.0, 74.625)","(3.2, 4.4, 3.96)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:41.514243,"(6.0, 9.6, 6.311111111111112)","(4.2, 6.4, 6.141176470588236)","(6.0, 12.5, 7.5)","(17.0, 150.0, 74.625)","(3.2, 4.4, 3.96)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:42.569886,"(6.0, 9.6, 6.311111111111112)","(4.2, 6.4, 6.141176470588236)","(6.0, 12.5, 7.5)","(17.0, 150.0, 74.625)","(3.2, 4.4, 3.96)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:43.650312,"(6.0, 9.6, 6.311111111111112)","(4.2, 6.4, 6.141176470588236)","(6.0, 12.5, 7.5)","(17.0, 150.0, 74.625)","(3.2, 4.4, 3.96)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:44.731701,"(6.0, 9.6, 6.311111111111112)","(4.2, 6.4, 6.141176470588236)","(6.0, 12.5, 7.5)","(17.0, 150.0, 74.625)","(3.2, 4.4, 3.96)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:45.734281,"(6.0, 9.6, 6.311111111111112)","(4.2, 6.4, 6.141176470588236)","(6.0, 12.5, 7.5)","(17.0, 140.0, 109.0)","(3.2, 4.5, 3.870967741935484)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.5833333333333335)"
09-01-2023 09:48:46.791173,"(6.0, 9.6, 6.311111111111112)","(4.2, 6.4, 6.141176470588236)","(6.0, 12.5, 7.5)","(17.0, 140.0, 109.0)","(3.2, 4.5, 3.870967741935484)","(14.0, 46.0, 36.42857142857143)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.625)"
09-01-2023 09:48:47.884353,"(6.0, 9.6, 6.311111111111112)","(4.2, 6.4, 6.141176470588236)","(6.0, 12.5, 7.5)","(17.0, 140.0, 109.0)","(3.2, 4.4, 3.96)","(14.0, 46.0, 37.857142857142854)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.6875)"
09-01-2023 09:48:49.087717,"(6.0, 9.6, 6.311111111111112)","(4.2, 6.4, 6.141176470588236)","(6.0, 12.5, 7.5)","(17.0, 140.0, 109.0)","(3.2, 4.4, 3.96)","(14.0, 48.0, 37.857142857142854)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.6875)"
09-01-2023 09:48:50.166107,"(6.0, 9.6, 6.311111111111112)","(4.2, 6.4, 6.141176470588236)","(6.0, 12.5, 7.5)","(17.0, 140.0, 109.0)","(3.2, 4.4, 3.96)","(14.0, 48.0, 37.857142857142854)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.6625)"
09-01-2023 09:48:51.269968,"(6.0, 9.6, 6.311111111111112)","(4.2, 6.4, 6.141176470588236)","(6.0, 12.5, 7.5)","(17.0, 140.0, 104.42857142857142)","(3.2, 4.3, 3.5681818181818183)","(14.0, 48.0, 37.857142857142854)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.6625)"
09-01-2023 09:48:52.289666,"(6.0, 9.6, 6.311111111111112)","(4.2, 6.4, 6.141176470588236)","(6.0, 12.5, 7.642857142857143)","(17.0, 140.0, 104.42857142857142)","(3.2, 3.75, 3.5681818181818183)","(14.0, 48.0, 37.857142857142854)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.6625)"
09-01-2023 09:48:53.335071,"(6.0, 9.6, 6.428571428571429)","(4.2, 6.4, 6.141176470588236)","(6.0, 12.5, 7.642857142857143)","(17.0, 140.0, 104.42857142857142)","(3.2, 3.75, 3.5681818181818183)","(14.0, 48.0, 37.857142857142854)","(51.0, 550.0, 449.6)","(3.5, 3.75, 3.723076923076923)"
09-01-2023 09:48:54.434952,"(6.0, 9.6, 6.428571428571429)","(4.2, 6.4, 6.141176470588236)","(6.0, 12.0, 8.75)","(17.0, 140.0, 104.42857142857142)","(3.2, 4.4, 4.08125)","(14.0, 48.0, 36.16666666666667)","(51.0, 550.0, 449.6)","(3.5, 3.8, 3.723076923076923)"
09-01-2023 09:48:55.544955,"(6.0, 9.6, 6.428571428571429)","(4.2, 6.4, 6.141176470588236)","(6.0, 12.0, 8.75)","(17.0, 140.0, 104.42857142857142)","(3.2, 4.2, 3.915)","(14.0, 48.0, 36.16666666666667)","(51.0, 550.0, 449.6)","(3.5, 3.8, 3.7125)"
09-01-2023 09:48:56.587638,"(6.0, 9.6, 6.428571428571429)","(4.2, 6.4, 6.141176470588236)","(6.0, 12.0, 8.75)","(17.0, 140.0, 104.42857142857142)","(3.2, 4.2, 3.8625)","(14.0, 48.0, 36.16666666666667)","(51.0, 550.0, 449.6)","(3.5, 3.8, 3.7125)"
09-01-2023 09:48:57.583124,"(6.0, 9.6, 6.428571428571429)","(4.2, 6.4, 6.141176470588236)","(6.0, 12.0, 8.75)","(17.0, 140.0, 104.42857142857142)","(3.2, 4.3, 3.8625)","(14.0, 48.0, 36.16666666666667)","(51.0, 550.0, 449.6)","(3.5, 3.8, 3.7125)"
09-01-2023 09:48:58.663157,"(6.0, 9.6, 6.428571428571429)","(4.2, 6.4, 6.141176470588236)","(6.0, 12.0, 8.75)","(17.0, 140.0, 104.42857142857142)","(3.2, 4.3, 3.8625)","(14.0, 48.0, 36.16666666666667)","(51.0, 550.0, 449.6)","(3.5, 3.8, 3.7125)"
09-01-2023 09:48:59.680672,"(6.0, 9.6, 6.428571428571429)","(4.2, 6.4, 6.141176470588236)","(6.0, 12.0, 8.75)","(17.0, 140.0, 104.42857142857142)","(3.2, 4.3, 3.8625)","(14.0, 48.0, 36.16666666666667)","(51.0, 550.0, 449.6)","(3.5, 3.8, 3.7125)"
