,Whata Reactor,Little Auckland,Lurking,Eastbro Tex,Gulmarg,Whata Challenge,The Crom,Caught Out,Nevaevabend
07-12-2022 20:51:15.812246,"(2.8, 3.9, 3.6399999999999997)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.5)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:17.126292,"(2.8, 3.9, 3.6399999999999997)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.5)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:18.334096,"(2.8, 3.9, 3.6399999999999997)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.5)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:19.526245,"(2.8, 3.9, 3.6399999999999997)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.5)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:20.728007,"(2.8, 3.9, 3.6399999999999997)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.5)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:22.214862,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:23.411911,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:24.687309,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:25.850497,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:27.209620,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:28.623273,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:29.839401,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:31.109509,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:32.478236,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:33.678506,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:35.027621,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:36.429625,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:37.802635,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:39.264841,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:40.657700,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:42.159472,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:43.370854,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:44.562872,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:45.969090,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:47.264122,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:48.581639,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:49.939201,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:51.088997,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:52.150483,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:53.275642,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:54.461355,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:55.699809,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:56.892105,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:58.098750,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:51:59.287395,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:00.408793,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:01.570746,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:02.752202,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:04.000395,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:05.052497,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:06.103139,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:07.148544,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:08.410540,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:09.476953,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:10.555522,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:12.041484,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:13.409297,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:14.648945,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:15.895190,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:17.046661,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:18.172841,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:19.243264,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:20.335934,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:21.375362,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:22.427193,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:23.526863,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:24.633041,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:25.693169,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:26.775051,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:27.837096,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:29.166488,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:30.283113,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:31.432169,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:32.863218,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:34.156272,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:35.241292,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:36.719663,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:37.929335,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:39.132108,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:40.281646,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:41.401887,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:42.514943,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:43.635471,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:44.772786,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:45.853119,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:47.031705,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:48.291795,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
