,Whata Reactor,Little Auckland,Lurking,Eastbro Tex,Gulmarg,Whata Challenge,The Crom,Caught Out,Nevaevabend
07-12-2022 21:01:06.488408,"(2.9, 3.95, 3.8986842105263158)","(41.0, 80.0, 73.33333333333333)","(4.8, 6.2, 6.0754716981132075)","(21.0, 23.0, 19.7)","(5.0, 5.9, 5.785714285714286)","(18.0, 24.0, 21.428571428571427)","(6.5, 7.8, 7.3)","(4.6, 8.2, 7.699999999999999)","(21.0, 44.0, 36.0)"
07-12-2022 21:01:07.883989,"(3.0, 3.95, 3.8986842105263158)","(51.0, 80.0, 73.33333333333333)","(4.8, 6.2, 5.885714285714285)","(19.0, 23.0, 19.333333333333332)","(5.0, 5.9, 5.72)","(16.0, 23.0, 20.5)","(6.0, 7.8, 7.3)","(5.0, 8.2, 7.6)","(21.0, 44.0, 34.666666666666664)"
07-12-2022 21:01:09.543760,"(3.0, 4.1, 3.9105263157894736)","(51.0, 80.0, 73.33333333333333)","(4.8, 6.2, 5.885714285714285)","(19.0, 23.0, 19.857142857142858)","(5.0, 5.9, 5.72)","(16.0, 23.0, 20.5)","(6.0, 7.8, 7.3)","(5.0, 7.8, 7.6)","(21.0, 44.0, 40.8)"
07-12-2022 21:01:10.951598,"(3.0, 4.1, 3.9153846153846152)","(51.0, 80.0, 75.0)","(4.8, 6.2, 5.885714285714285)","(19.0, 23.0, 19.333333333333332)","(5.0, 5.9, 6.433333333333334)","(16.0, 23.0, 21.166666666666668)","(6.0, 7.8, 7.3)","(5.0, 7.8, 7.6)","(21.0, 44.0, 41.5)"
07-12-2022 21:01:12.219239,"(3.0, 4.1, 4.038983050847458)","(51.0, 85.0, 64.61538461538461)","(4.8, 6.2, 5.885714285714285)","(19.0, 23.0, 19.333333333333332)","(5.0, 6.8, 6.371428571428571)","(16.0, 23.0, 19.333333333333332)","(6.0, 7.8, 7.4)","(5.0, 7.8, 7.6)","(21.0, 44.0, 38.0)"
07-12-2022 21:01:13.642612,"(3.0, 4.1, 4.038983050847458)","(51.0, 70.0, 64.61538461538461)","(4.8, 6.2, 5.885714285714285)","(19.0, 23.0, 19.333333333333332)","(5.0, 6.6, 6.371428571428571)","(16.0, 23.0, 21.625)","(6.0, 8.0, 7.4)","(5.0, 7.8, 7.6)","(21.0, 44.0, 38.0)"
07-12-2022 21:01:15.040325,"(3.0, 4.1, 4.058333333333333)","(51.0, 70.0, 64.61538461538461)","(4.8, 6.2, 5.848)","(19.0, 23.0, 19.333333333333332)","(5.0, 6.6, 6.3)","(16.0, 23.0, 21.333333333333332)","(6.0, 8.0, 7.3)","(5.0, 7.8, 7.6)","(21.0, 44.0, 38.0)"
07-12-2022 21:01:16.579724,"(3.0, 4.2, 4.044444444444444)","(51.0, 70.0, 64.61538461538461)","(4.8, 6.2, 5.827272727272727)","(19.0, 23.0, 19.333333333333332)","(5.0, 6.6, 6.0)","(16.0, 23.0, 21.333333333333332)","(6.0, 7.8, 7.3)","(5.0, 7.8, 7.6)","(21.0, 44.0, 38.0)"
07-12-2022 21:01:17.953263,"(3.0, 4.2, 3.85)","(51.0, 70.0, 64.61538461538461)","(4.8, 6.2, 5.827272727272727)","(19.0, 23.0, 19.333333333333332)","(5.0, 6.6, 6.306666666666667)","(16.0, 23.0, 21.88888888888889)","(6.0, 7.8, 7.4)","(5.0, 7.8, 7.6)","(21.0, 44.0, 40.0)"
07-12-2022 21:01:19.207109,"(3.0, 4.2, 3.85)","(51.0, 70.0, 64.61538461538461)","(4.8, 6.2, 5.825)","(19.0, 23.0, 19.333333333333332)","(5.0, 6.4, 6.0)","(16.0, 23.0, 20.75)","(6.0, 8.0, 7.733333333333333)","(5.0, 7.8, 7.5)","(21.0, 44.0, 40.0)"
07-12-2022 21:01:20.370714,"(3.0, 4.1, 3.88)","(51.0, 70.0, 64.61538461538461)","(5.0, 6.2, 5.825)","(18.0, 23.0, 19.333333333333332)","(5.0, 6.2, 6.257142857142857)","(17.0, 23.0, 21.333333333333332)","(6.0, 8.0, 7.5)","(5.0, 7.8, 7.949999999999999)","(21.0, 44.0, 40.0)"
07-12-2022 21:01:21.602797,"(3.0, 4.1, 3.918181818181818)","(51.0, 70.0, 64.61538461538461)","(5.0, 6.0, 5.885714285714285)","(18.0, 23.0, 19.333333333333332)","(5.0, 6.4, 6.228571428571429)","(17.0, 23.0, 21.333333333333332)","(6.0, 7.8, 7.5)","(5.0, 8.2, 7.7)","(21.0, 44.0, 40.0)"
07-12-2022 21:01:22.915474,"(3.0, 4.1, 3.7944444444444443)","(51.0, 70.0, 64.61538461538461)","(4.8, 6.2, 5.823529411764706)","(17.0, 23.0, 19.666666666666668)","(5.0, 6.4, 6.1000000000000005)","(17.0, 23.0, 21.333333333333332)","(6.5, 7.8, 7.5)","(5.5, 8.0, 7.7)","(21.0, 44.0, 40.0)"
07-12-2022 21:01:24.296002,"(3.0, 4.0, 3.911111111111111)","(51.0, 70.0, 64.61538461538461)","(4.8, 6.2, 5.823529411764706)","(17.0, 21.0, 19.666666666666668)","(5.0, 6.2, 6.1000000000000005)","(17.0, 23.0, 21.333333333333332)","(6.5, 7.8, 7.5)","(5.5, 8.0, 7.800000000000001)","(21.0, 44.0, 40.0)"
07-12-2022 21:01:25.582932,"(3.0, 4.0, 3.911111111111111)","(51.0, 70.0, 64.61538461538461)","(4.8, 6.2, 5.825)","(17.0, 21.0, 19.666666666666668)","(5.0, 6.2, 6.1000000000000005)","(17.0, 23.0, 21.0)","(6.5, 7.8, 7.5)","(5.5, 8.4, 7.822222222222222)","(21.0, 44.0, 40.0)"
07-12-2022 21:01:26.915002,"(3.0, 4.0, 3.911111111111111)","(51.0, 70.0, 57.714285714285715)","(4.8, 6.2, 5.825)","(17.0, 21.0, 19.666666666666668)","(5.0, 6.2, 6.1000000000000005)","(17.0, 23.0, 21.5)","(6.5, 7.8, 7.5)","(5.5, 8.0, 7.6)","(21.0, 44.0, 40.0)"
07-12-2022 21:01:28.267229,"(3.0, 4.0, 3.911111111111111)","(51.0, 65.0, 56.0)","(4.8, 6.2, 5.825)","(17.0, 21.0, 19.666666666666668)","(5.0, 6.2, 5.78)","(17.0, 23.0, 21.5)","(6.5, 7.8, 7.5)","(5.5, 8.0, 7.8)","(21.0, 44.0, 40.0)"
07-12-2022 21:01:29.605650,"(3.0, 3.95, 3.8722222222222222)","(51.0, 60.0, 56.0)","(4.8, 6.2, 5.825)","(17.0, 21.0, 19.666666666666668)","(5.0, 6.2, 5.78)","(17.0, 23.0, 21.5)","(6.5, 7.8, 7.5)","(5.5, 8.0, 7.8)","(21.0, 44.0, 40.0)"
07-12-2022 21:01:30.959624,"(3.0, 3.95, 3.8722222222222222)","(51.0, 60.0, 56.0)","(4.8, 6.2, 5.825)","(17.0, 21.0, 19.666666666666668)","(5.0, 6.2, 5.78)","(17.0, 23.0, 21.5)","(6.5, 7.8, 7.5)","(5.5, 8.0, 7.6)","(21.0, 44.0, 40.0)"
07-12-2022 21:01:32.334373,"(3.0, 3.95, 3.8722222222222222)","(51.0, 60.0, 56.0)","(4.8, 6.2, 5.8307692307692305)","(17.0, 21.0, 19.666666666666668)","(5.0, 6.2, 5.78)","(17.0, 23.0, 22.833333333333332)","(6.5, 7.8, 7.533333333333333)","(5.5, 8.0, 7.42)","(21.0, 44.0, 38.0)"
07-12-2022 21:01:33.704528,"(3.0, 3.95, 3.8863636363636367)","(51.0, 70.0, 58.333333333333336)","(4.8, 6.2, 5.8307692307692305)","(17.0, 21.0, 19.666666666666668)","(5.0, 6.2, 5.78)","(17.0, 25.0, 22.166666666666668)","(6.5, 8.2, 7.228571428571429)","(5.5, 8.4, 7.914285714285714)","(21.0, 44.0, 38.0)"
07-12-2022 21:01:35.085478,"(3.0, 3.95, 3.8863636363636367)","(51.0, 70.0, 58.333333333333336)","(4.8, 6.2, 5.8307692307692305)","(17.0, 21.0, 19.666666666666668)","(5.0, 6.2, 5.78)","(17.0, 24.0, 21.5)","(6.5, 7.8, 7.3)","(5.5, 8.2, 7.616666666666666)","(21.0, 44.0, 38.0)"
07-12-2022 21:01:36.353824,"(3.0, 4.1, 3.9499999999999997)","(51.0, 70.0, 58.333333333333336)","(4.8, 6.2, 5.8307692307692305)","(17.0, 21.0, 19.666666666666668)","(5.0, 6.2, 5.78)","(17.0, 24.0, 21.5)","(6.5, 7.8, 7.3)","(5.5, 8.2, 7.6)","(21.0, 44.0, 38.0)"
07-12-2022 21:01:37.589697,"(3.0, 4.0, 3.82)","(51.0, 70.0, 60.0)","(4.8, 6.2, 5.8307692307692305)","(17.0, 21.0, 19.666666666666668)","(5.0, 6.2, 5.861538461538461)","(17.0, 23.0, 21.666666666666668)","(6.5, 7.8, 7.425)","(5.5, 8.0, 7.314285714285715)","(21.0, 44.0, 39.2)"
07-12-2022 21:01:39.014369,"(3.0, 4.0, 3.9333333333333336)","(51.0, 70.0, 58.333333333333336)","(4.8, 6.2, 5.8307692307692305)","(17.0, 21.0, 19.666666666666668)","(5.0, 6.2, 5.861538461538461)","(17.0, 23.0, 21.666666666666668)","(6.5, 7.8, 7.218181818181819)","(5.5, 7.4, 7.6)","(21.0, 44.0, 39.2)"
07-12-2022 21:01:40.266896,"(3.0, 4.0, 3.9333333333333336)","(51.0, 70.0, 58.333333333333336)","(4.8, 6.2, 5.8307692307692305)","(17.0, 21.0, 19.666666666666668)","(5.0, 6.2, 5.861538461538461)","(17.0, 23.0, 21.666666666666668)","(6.5, 7.4, 7.052173913043478)","(5.5, 7.8, 7.6)","(21.0, 44.0, 39.2)"
07-12-2022 21:01:41.535803,"(3.0, 4.0, 3.6806451612903226)","(51.0, 70.0, 58.333333333333336)","(4.8, 6.2, 6.0285714285714285)","(17.0, 21.0, 19.666666666666668)","(5.0, 6.2, 5.861538461538461)","(17.0, 23.0, 23.0)","(6.5, 7.4, 7.052173913043478)","(5.5, 7.8, 8.16)","(21.0, 44.0, 39.2)"
07-12-2022 21:01:42.711129,"(3.1, 3.9, 3.675)","(51.0, 70.0, 58.333333333333336)","(5.0, 6.2, 6.0285714285714285)","(18.0, 21.0, 19.75)","(5.0, 6.2, 5.861538461538461)","(17.0, 25.0, 22.333333333333332)","(6.5, 7.4, 7.070588235294117)","(5.0, 8.4, 7.866666666666666)","(21.0, 44.0, 39.2)"
07-12-2022 21:01:43.872400,"(3.1, 4.1, 3.9730769230769227)","(51.0, 70.0, 60.0)","(5.0, 6.2, 6.0285714285714285)","(18.0, 22.0, 19.75)","(5.0, 6.2, 5.861538461538461)","(17.0, 24.0, 21.75)","(6.5, 7.4, 7.070588235294117)","(5.0, 8.2, 7.371428571428572)","(21.0, 44.0, 39.2)"
07-12-2022 21:01:45.071899,"(3.1, 4.1, 3.8119047619047617)","(51.0, 70.0, 58.333333333333336)","(5.0, 6.2, 6.0285714285714285)","(18.0, 21.0, 19.666666666666668)","(5.0, 6.2, 5.861538461538461)","(17.0, 24.0, 21.25)","(6.5, 7.4, 7.070588235294117)","(5.5, 7.8, 7.371428571428572)","(21.0, 44.0, 39.2)"
07-12-2022 21:01:46.261856,"(2.9, 4.1, 3.839473684210526)","(41.0, 70.0, 58.333333333333336)","(4.8, 6.2, 6.0285714285714285)","(18.0, 21.0, 19.666666666666668)","(5.0, 6.2, 5.861538461538461)","(17.0, 23.0, 20.333333333333332)","(6.5, 7.4, 7.070588235294117)","(5.5, 7.8, 7.030769230769231)","(21.0, 44.0, 39.2)"
07-12-2022 21:01:47.433893,"(2.9, 4.1, 3.839473684210526)","(41.0, 70.0, 58.333333333333336)","(4.8, 6.2, 6.0285714285714285)","(18.0, 21.0, 19.666666666666668)","(5.0, 6.2, 5.861538461538461)","(17.0, 23.0, 20.333333333333332)","(6.5, 7.4, 7.070588235294117)","(5.5, 7.8, 7.030769230769231)","(21.0, 44.0, 37.333333333333336)"
07-12-2022 21:01:48.751681,"(3.1, 4.1, 3.92)","(41.0, 70.0, 58.333333333333336)","(4.8, 6.2, 6.03728813559322)","(18.0, 21.0, 19.666666666666668)","(4.6, 6.2, 5.861538461538461)","(17.0, 25.0, 22.0)","(6.5, 7.4, 7.070588235294117)","(5.5, 7.0, 6.466666666666667)","(21.0, 44.0, 40.57142857142857)"
07-12-2022 21:01:50.339411,"(3.1, 4.1, 4.0588235294117645)","(41.0, 70.0, 58.333333333333336)","(4.8, 6.2, 6.03448275862069)","(18.0, 21.0, 19.666666666666668)","(4.6, 6.2, 5.861538461538461)","(17.0, 25.0, 20.666666666666668)","(6.5, 7.4, 7.070588235294117)","(5.5, 6.8, 6.5)","(21.0, 44.0, 37.333333333333336)"
07-12-2022 21:01:51.961060,"(3.1, 4.1, 3.9499999999999997)","(51.0, 70.0, 58.333333333333336)","(5.0, 6.2, 6.018867924528302)","(18.0, 21.0, 19.75)","(4.6, 6.2, 5.861538461538461)","(17.0, 24.0, 20.333333333333332)","(6.5, 7.4, 7.070588235294117)","(4.8, 6.6, 6.5)","(21.0, 48.0, 41.0)"
07-12-2022 21:01:53.375653,"(3.1, 4.1, 4.05)","(51.0, 70.0, 58.333333333333336)","(5.0, 6.2, 6.053658536585366)","(18.0, 22.0, 19.333333333333332)","(4.6, 6.2, 5.866666666666666)","(17.0, 23.0, 21.0)","(6.5, 7.4, 7.075)","(4.8, 6.6, 6.6000000000000005)","(21.0, 48.0, 34.142857142857146)"
07-12-2022 21:01:54.811939,"(3.1, 4.1, 3.94)","(51.0, 70.0, 58.333333333333336)","(5.0, 6.2, 6.053658536585366)","(18.0, 22.0, 19.333333333333332)","(4.6, 6.2, 5.866666666666666)","(17.0, 23.0, 21.833333333333332)","(6.5, 7.4, 7.075)","(4.8, 7.0, 6.6000000000000005)","(21.0, 38.0, 34.142857142857146)"
07-12-2022 21:01:56.220745,"(3.1, 4.1, 3.94)","(51.0, 70.0, 58.333333333333336)","(5.0, 6.2, 6.173913043478261)","(18.0, 22.0, 18.470588235294116)","(4.6, 6.2, 5.866666666666666)","(17.0, 23.0, 21.0)","(6.5, 7.4, 7.033333333333333)","(4.8, 7.0, 6.6000000000000005)","(21.0, 38.0, 34.22222222222222)"
07-12-2022 21:01:57.703718,"(3.1, 3.95, 3.934615384615385)","(51.0, 70.0, 63.0)","(5.0, 6.4, 6.356521739130435)","(18.0, 22.0, 18.470588235294116)","(4.6, 6.2, 5.866666666666666)","(17.0, 22.0, 21.0)","(6.5, 7.4, 7.033333333333333)","(4.8, 7.0, 6.6000000000000005)","(21.0, 40.0, 34.22222222222222)"
07-12-2022 21:01:59.133751,"(3.1, 3.95, 3.916666666666667)","(51.0, 70.0, 63.333333333333336)","(5.0, 6.4, 6.32)","(18.0, 22.0, 18.470588235294116)","(4.6, 5.7, 5.866666666666666)","(17.0, 22.0, 21.0)","(6.5, 7.4, 7.043243243243244)","(4.8, 7.0, 6.6000000000000005)","(21.0, 40.0, 34.54545454545455)"
07-12-2022 21:02:00.470261,"(3.1, 4.1, 4.05)","(51.0, 70.0, 63.333333333333336)","(5.0, 6.4, 6.285714285714286)","(18.0, 22.0, 18.615384615384617)","(4.6, 6.0, 5.72972972972973)","(17.0, 22.0, 22.0)","(6.5, 7.4, 6.928571428571429)","(4.8, 7.0, 6.6000000000000005)","(21.0, 40.0, 33.84615384615385)"
07-12-2022 21:02:01.810232,"(3.1, 4.2, 3.927777777777778)","(51.0, 70.0, 63.333333333333336)","(5.0, 6.4, 6.285714285714286)","(18.0, 22.0, 18.857142857142858)","(4.6, 6.2, 5.717073170731707)","(17.0, 25.0, 23.166666666666668)","(6.5, 7.4, 6.928571428571429)","(4.8, 7.0, 6.6000000000000005)","(21.0, 40.0, 32.72727272727273)"
07-12-2022 21:02:03.111921,"(3.1, 4.2, 3.9136363636363636)","(51.0, 70.0, 63.333333333333336)","(5.0, 6.4, 6.285714285714286)","(18.0, 21.0, 18.857142857142858)","(4.6, 6.2, 5.809302325581395)","(17.0, 25.0, 23.166666666666668)","(6.5, 7.4, 6.945945945945946)","(4.8, 7.0, 6.6000000000000005)","(21.0, 40.0, 34.0)"
07-12-2022 21:02:04.407605,"(3.1, 4.2, 3.9136363636363636)","(51.0, 70.0, 63.333333333333336)","(5.0, 6.4, 6.285714285714286)","(18.0, 21.0, 18.615384615384617)","(4.6, 6.2, 5.905263157894737)","(17.0, 25.0, 23.166666666666668)","(6.5, 7.4, 6.945945945945946)","(4.8, 7.0, 6.6000000000000005)","(21.0, 38.0, 34.0)"
07-12-2022 21:02:05.635451,"(3.1, 4.2, 3.9136363636363636)","(51.0, 70.0, 65.71428571428571)","(5.0, 6.4, 6.285714285714286)","(18.0, 22.0, 19.5)","(4.6, 6.2, 5.905263157894737)","(17.0, 25.0, 23.8)","(6.5, 7.4, 6.945945945945946)","(4.8, 7.0, 6.6000000000000005)","(21.0, 38.0, 34.0)"
07-12-2022 21:02:06.846854,"(3.1, 4.2, 3.9136363636363636)","(51.0, 70.0, 65.71428571428571)","(5.0, 6.4, 6.095238095238095)","(18.0, 22.0, 19.333333333333332)","(4.6, 6.2, 5.905263157894737)","(16.0, 25.0, 23.8)","(6.5, 7.4, 6.945945945945946)","(5.0, 7.0, 6.6)","(21.0, 38.0, 33.2)"
07-12-2022 21:02:08.105596,"(3.1, 4.2, 3.9136363636363636)","(51.0, 70.0, 65.71428571428571)","(5.0, 6.6, 6.142857142857142)","(18.0, 21.0, 19.333333333333332)","(4.6, 6.2, 5.905263157894737)","(16.0, 25.0, 23.8)","(6.5, 7.4, 6.945945945945946)","(5.0, 6.8, 6.6)","(21.0, 38.0, 34.0)"
07-12-2022 21:02:09.560503,"(3.1, 4.2, 3.9136363636363636)","(51.0, 70.0, 65.71428571428571)","(5.0, 6.6, 6.381818181818182)","(18.0, 21.0, 19.333333333333332)","(4.6, 6.2, 5.905263157894737)","(16.0, 25.0, 23.8)","(6.5, 7.4, 6.945945945945946)","(5.0, 6.8, 6.6)","(21.0, 38.0, 34.0)"
07-12-2022 21:02:10.911706,"(3.1, 4.2, 3.9136363636363636)","(51.0, 70.0, 65.71428571428571)","(5.0, 6.6, 6.415384615384616)","(18.0, 21.0, 19.5)","(4.6, 6.2, 5.905263157894737)","(16.0, 25.0, 23.8)","(6.5, 7.4, 6.945945945945946)","(5.0, 6.8, 6.550000000000001)","(21.0, 38.0, 34.0)"
07-12-2022 21:02:12.360184,"(3.1, 4.2, 3.915)","(51.0, 70.0, 66.15384615384616)","(5.0, 6.6, 6.466666666666667)","(18.0, 22.0, 19.5)","(4.6, 6.2, 5.905263157894737)","(16.0, 25.0, 23.8)","(6.5, 7.4, 6.945945945945946)","(5.0, 7.0, 6.550000000000001)","(21.0, 38.0, 34.0)"
07-12-2022 21:02:13.680133,"(3.1, 4.2, 3.915)","(51.0, 70.0, 66.15384615384616)","(5.0, 6.6, 6.466666666666667)","(18.0, 22.0, 19.75)","(4.6, 6.2, 5.809302325581395)","(16.0, 25.0, 23.8)","(6.5, 7.4, 7.3999999999999995)","(5.0, 7.0, 6.550000000000001)","(21.0, 38.0, 34.0)"
07-12-2022 21:02:15.218590,"(3.1, 4.2, 3.9176470588235293)","(51.0, 70.0, 63.75)","(5.0, 6.6, 6.435294117647059)","(18.0, 21.0, 19.5)","(4.6, 6.2, 5.809302325581395)","(16.0, 25.0, 23.8)","(6.5, 7.6, 7.24)","(5.0, 7.0, 6.550000000000001)","(21.0, 38.0, 33.2)"
07-12-2022 21:02:16.646600,"(3.1, 4.2, 3.923076923076923)","(51.0, 70.0, 63.75)","(5.0, 6.6, 6.435294117647059)","(18.0, 22.0, 20.653846153846153)","(4.6, 6.2, 5.440540540540541)","(16.0, 25.0, 23.166666666666668)","(6.5, 7.6, 7.3999999999999995)","(5.0, 7.0, 6.550000000000001)","(21.0, 38.0, 33.2)"
07-12-2022 21:02:17.972862,"(3.1, 4.2, 3.923076923076923)","(51.0, 70.0, 63.75)","(5.0, 6.6, 6.435294117647059)","(18.0, 22.0, 20.653846153846153)","(4.6, 5.6, 5.440540540540541)","(16.0, 25.0, 23.166666666666668)","(6.5, 7.6, 7.3999999999999995)","(5.0, 7.0, 6.4)","(21.0, 38.0, 33.2)"
07-12-2022 21:02:19.366099,"(3.1, 4.2, 3.975)","(51.0, 70.0, 66.25)","(5.0, 6.6, 6.483333333333333)","(18.0, 22.0, 19.5)","(4.6, 5.6, 5.440540540540541)","(16.0, 25.0, 23.166666666666668)","(6.5, 7.6, 7.24)","(5.0, 7.0, 6.3)","(21.0, 38.0, 33.2)"
07-12-2022 21:02:20.608812,"(3.1, 4.2, 3.975)","(51.0, 70.0, 66.25)","(5.0, 6.6, 6.483333333333333)","(18.0, 22.0, 19.5)","(4.6, 5.6, 5.4447368421052635)","(16.0, 25.0, 23.166666666666668)","(6.5, 7.6, 7.3999999999999995)","(5.0, 6.6, 6.4)","(21.0, 38.0, 33.2)"
07-12-2022 21:02:21.816138,"(3.1, 4.3, 4.254545454545455)","(51.0, 70.0, 66.66666666666667)","(5.0, 6.6, 6.483333333333333)","(18.0, 22.0, 19.5)","(4.6, 5.6, 5.4447368421052635)","(16.0, 25.0, 23.8)","(6.5, 7.6, 7.3999999999999995)","(5.0, 7.0, 6.75)","(21.0, 38.0, 33.2)"
07-12-2022 21:02:23.068881,"(3.1, 4.4, 4.235294117647059)","(51.0, 70.0, 66.66666666666667)","(5.0, 6.6, 6.483333333333333)","(18.0, 22.0, 19.333333333333332)","(4.6, 5.6, 5.425)","(16.0, 25.0, 23.8)","(6.5, 7.6, 7.3428571428571425)","(5.0, 7.0, 6.5)","(21.0, 38.0, 33.2)"
07-12-2022 21:02:24.411540,"(3.1, 4.4, 4.235294117647059)","(51.0, 70.0, 66.66666666666667)","(5.0, 6.6, 6.483333333333333)","(18.0, 21.0, 19.333333333333332)","(4.6, 5.5, 5.366666666666666)","(16.0, 25.0, 23.8)","(6.5, 7.6, 7.3428571428571425)","(5.0, 6.8, 6.5)","(21.0, 38.0, 33.2)"
07-12-2022 21:02:25.798573,"(3.2, 4.4, 4.235294117647059)","(51.0, 70.0, 66.66666666666667)","(5.0, 6.6, 6.483333333333333)","(18.0, 21.0, 19.75)","(4.6, 5.5, 5.34)","(16.0, 25.0, 23.8)","(6.5, 7.6, 7.3428571428571425)","(5.0, 6.8, 6.5)","(21.0, 38.0, 33.2)"
07-12-2022 21:02:27.225460,"(3.2, 4.4, 4.242857142857143)","(51.0, 70.0, 66.66666666666667)","(5.0, 6.6, 6.483333333333333)","(18.0, 21.0, 19.75)","(4.6, 5.5, 5.34)","(16.0, 25.0, 23.8)","(6.5, 7.6, 7.3428571428571425)","(5.0, 6.8, 6.5)","(21.0, 38.0, 33.2)"
07-12-2022 21:02:28.824446,"(3.2, 4.4, 4.300000000000001)","(51.0, 70.0, 66.66666666666667)","(5.0, 6.6, 6.483333333333333)","(18.0, 21.0, 19.75)","(4.6, 5.5, 5.34)","(16.0, 25.0, 23.8)","(6.5, 7.6, 7.3428571428571425)","(5.0, 6.8, 6.5)","(21.0, 38.0, 34.0)"
07-12-2022 21:02:30.215228,"(3.2, 4.4, 4.3100000000000005)","(51.0, 70.0, 66.66666666666667)","(5.0, 6.6, 6.483333333333333)","(18.0, 21.0, 19.75)","(4.6, 5.5, 5.34)","(16.0, 25.0, 22.5)","(6.5, 7.6, 7.375)","(5.0, 6.8, 6.84)","(21.0, 38.0, 34.0)"
07-12-2022 21:02:31.488149,"(3.2, 4.8, 4.748387096774193)","(51.0, 70.0, 66.0)","(5.0, 6.6, 6.435294117647059)","(18.0, 22.0, 20.133333333333333)","(4.6, 5.5, 5.34)","(16.0, 25.0, 22.5)","(6.5, 7.6, 7.375)","(5.0, 7.0, 6.714285714285714)","(21.0, 38.0, 34.0)"
07-12-2022 21:02:32.752091,"(3.2, 4.8, 4.748387096774193)","(51.0, 70.0, 66.0)","(5.0, 6.6, 6.435294117647059)","(18.0, 20.0, 19.666666666666668)","(4.6, 5.4, 4.933333333333334)","(16.0, 25.0, 22.0)","(6.5, 7.6, 7.375)","(5.0, 6.8, 6.56)","(21.0, 38.0, 34.0)"
07-12-2022 21:02:34.174982,"(3.2, 4.8, 4.7176470588235295)","(51.0, 70.0, 66.0)","(5.0, 6.6, 6.435294117647059)","(18.0, 20.0, 19.666666666666668)","(4.6, 5.2, 4.803333333333333)","(16.0, 25.0, 22.0)","(6.5, 7.6, 7.375)","(5.0, 6.8, 6.56)","(21.0, 38.0, 34.0)"
07-12-2022 21:02:35.766954,"(3.3, 4.8, 4.66875)","(51.0, 70.0, 66.0)","(5.0, 6.6, 6.435294117647059)","(17.0, 20.0, 20.133333333333333)","(4.6, 5.1, 4.85)","(16.0, 25.0, 22.0)","(6.5, 7.6, 7.375)","(5.0, 6.8, 6.56)","(21.0, 38.0, 32.72727272727273)"
07-12-2022 21:02:37.180584,"(3.3, 4.8, 4.66875)","(51.0, 70.0, 65.0)","(5.0, 6.6, 6.435294117647059)","(17.0, 22.0, 20.133333333333333)","(4.6, 5.0, 4.85)","(16.0, 25.0, 22.0)","(6.5, 7.6, 7.375)","(5.0, 6.8, 6.56)","(21.0, 40.0, 32.72727272727273)"
07-12-2022 21:02:38.559499,"(3.3, 4.8, 4.66875)","(51.0, 70.0, 65.0)","(5.0, 6.6, 6.435294117647059)","(17.0, 22.0, 20.133333333333333)","(4.4, 5.0, 4.85)","(16.0, 25.0, 22.0)","(6.5, 7.6, 7.375)","(5.0, 6.8, 6.56)","(21.0, 40.0, 33.5)"
07-12-2022 21:02:39.967086,"(3.3, 4.8, 4.66875)","(51.0, 70.0, 65.0)","(5.0, 6.6, 6.435294117647059)","(17.0, 22.0, 20.133333333333333)","(4.4, 5.0, 4.8133333333333335)","(16.0, 24.0, 20.75)","(6.5, 7.6, 7.333333333333333)","(5.0, 6.8, 6.56)","(21.0, 38.0, 33.5)"
07-12-2022 21:02:41.441194,"(3.3, 4.8, 4.66875)","(51.0, 70.0, 65.0)","(5.0, 6.6, 6.435294117647059)","(17.0, 22.0, 20.133333333333333)","(4.4, 5.0, 4.8133333333333335)","(16.0, 26.0, 21.125)","(6.5, 7.6, 7.333333333333333)","(5.0, 6.8, 6.56)","(21.0, 38.0, 33.5)"
07-12-2022 21:02:42.705176,"(3.3, 4.8, 4.722222222222222)","(51.0, 70.0, 65.0)","(5.0, 6.6, 6.435294117647059)","(17.0, 22.0, 20.133333333333333)","(4.4, 5.0, 4.8133333333333335)","(16.0, 26.0, 22.4)","(6.5, 7.6, 7.3)","(5.0, 6.8, 6.56)","(21.0, 38.0, 33.5)"
07-12-2022 21:02:44.003727,"(3.3, 4.8, 4.676470588235294)","(51.0, 70.0, 65.0)","(5.0, 6.6, 6.435294117647059)","(17.0, 22.0, 20.444444444444443)","(4.4, 5.0, 4.814285714285714)","(16.0, 26.0, 22.333333333333332)","(6.5, 7.6, 7.3)","(5.0, 6.8, 6.457142857142857)","(21.0, 38.0, 33.5)"
07-12-2022 21:02:45.261299,"(3.3, 4.8, 4.76)","(51.0, 70.0, 65.0)","(5.0, 6.6, 6.435294117647059)","(17.0, 21.0, 20.444444444444443)","(4.4, 5.0, 4.815384615384615)","(16.0, 25.0, 23.5)","(6.5, 7.6, 7.266666666666667)","(5.0, 6.8, 6.457142857142857)","(21.0, 38.0, 33.5)"
07-12-2022 21:02:46.487353,"(3.3, 4.9, 4.814285714285714)","(51.0, 70.0, 65.0)","(5.0, 6.6, 6.435294117647059)","(17.0, 21.0, 20.444444444444443)","(4.4, 5.0, 4.815384615384615)","(16.0, 25.0, 22.8)","(6.5, 7.6, 7.3)","(5.0, 6.8, 6.457142857142857)","(21.0, 38.0, 33.5)"
