,Black Wood,Skylark Tiara,Magic Madness,Shes Sleek,Big Wednesday,Summer Classic,Corn Cob
10-01-2023 14:45:22.026825,"(1.5, 1.79, 1.7557142857142858)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 108.94736842105263)","(7.0, 11.0, 10.64)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:23.048621,"(1.5, 1.79, 1.7557142857142858)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 108.94736842105263)","(7.0, 11.0, 10.64)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:24.122392,"(1.5, 1.79, 1.7557142857142858)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 108.94736842105263)","(7.0, 11.0, 10.64)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:25.086050,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 108.94736842105263)","(7.0, 11.0, 10.64)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:26.157345,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 105.5)","(7.0, 11.0, 10.64)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:27.153426,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 105.5)","(7.0, 11.0, 10.64)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:28.104293,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 105.5)","(7.0, 11.0, 10.64)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:29.066802,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 105.5)","(7.0, 11.0, 10.64)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:29.992434,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 53.2)","(7.0, 11.0, 10.64)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:30.913184,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 53.2)","(7.0, 11.0, 10.64)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:31.920147,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 53.2)","(7.0, 11.0, 10.64)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:32.962846,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 53.2)","(7.0, 11.0, 10.64)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:34.012774,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 53.2)","(7.0, 11.0, 10.64)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:35.012114,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 53.2)","(7.0, 11.0, 10.64)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:36.154120,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 53.2)","(7.0, 11.0, 10.64)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:37.392115,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 53.2)","(7.0, 11.0, 10.55)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:38.453034,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 53.2)","(7.0, 11.0, 10.55)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:39.518144,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 53.2)","(7.0, 11.0, 10.55)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:40.555831,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 53.2)","(7.0, 11.0, 10.55)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:41.650210,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 53.2)","(7.0, 11.0, 10.55)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:42.713427,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 53.2)","(7.0, 11.0, 10.55)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:43.754828,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 53.2)","(7.0, 11.0, 10.55)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:44.757333,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 53.2)","(7.0, 11.0, 10.55)","(21.0, 90.0, 77.6)","(2.6, 3.95, 3.6100000000000003)"
10-01-2023 14:45:45.735736,"(1.5, 1.79, 1.75)","(51.0, 330.0, 183.33333333333331)","(51.0, 340.0, 156.66666666666666)","(31.0, 130.0, 62.66666666666667)","(7.0, 11.0, 9.08)","(21.0, 90.0, 83.11111111111111)","(2.6, 3.95, 3.3925)"
10-01-2023 14:45:46.696395,"(1.5, 1.79, 1.75)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(31.0, 120.0, 62.66666666666667)","(7.0, 11.0, 9.08)","(21.0, 90.0, 83.11111111111111)","(2.6, 3.75, 3.3925)"
10-01-2023 14:45:47.680809,"(1.5, 1.79, 1.75)","(51.0, 320.0, 133.33333333333334)","(51.0, 340.0, 156.66666666666666)","(31.0, 120.0, 62.66666666666667)","(7.0, 11.0, 9.08)","(21.0, 90.0, 83.11111111111111)","(2.6, 3.75, 3.517857142857143)"
10-01-2023 14:45:48.665758,"(1.5, 1.79, 1.75)","(51.0, 320.0, 133.33333333333334)","(51.0, 340.0, 156.66666666666666)","(31.0, 120.0, 109.25)","(7.0, 11.0, 9.08)","(21.0, 90.0, 83.11111111111111)","(2.6, 3.75, 3.517857142857143)"
10-01-2023 14:45:49.694394,"(1.5, 1.79, 1.75)","(51.0, 320.0, 133.33333333333334)","(51.0, 340.0, 156.66666666666666)","(31.0, 120.0, 64.0)","(7.0, 11.0, 9.08)","(21.0, 90.0, 83.11111111111111)","(2.6, 3.75, 3.517857142857143)"
10-01-2023 14:45:50.806575,"(1.5, 1.79, 1.75)","(51.0, 320.0, 133.33333333333334)","(51.0, 340.0, 156.66666666666666)","(31.0, 120.0, 64.0)","(7.0, 11.0, 9.711111111111112)","(21.0, 90.0, 83.11111111111111)","(2.6, 3.75, 3.4166666666666665)"
10-01-2023 14:45:51.894968,"(1.5, 1.79, 1.76)","(51.0, 320.0, 133.33333333333334)","(51.0, 340.0, 156.66666666666666)","(31.0, 120.0, 64.0)","(7.0, 10.0, 9.711111111111112)","(21.0, 90.0, 83.11111111111111)","(2.6, 3.75, 3.4166666666666665)"
10-01-2023 14:45:52.913129,"(1.5, 1.79, 1.7508695652173913)","(51.0, 320.0, 133.33333333333334)","(51.0, 340.0, 156.66666666666666)","(31.0, 120.0, 64.0)","(7.0, 10.0, 9.1875)","(21.0, 90.0, 83.11111111111111)","(2.6, 3.75, 3.5735294117647056)"
10-01-2023 14:45:53.981298,"(1.5, 1.79, 1.7508695652173913)","(51.0, 320.0, 133.33333333333334)","(51.0, 340.0, 156.66666666666666)","(31.0, 120.0, 64.0)","(7.0, 10.0, 8.428571428571429)","(21.0, 90.0, 83.11111111111111)","(2.6, 3.75, 3.69)"
10-01-2023 14:45:55.085079,"(1.5, 1.79, 1.7508695652173913)","(51.0, 320.0, 133.33333333333334)","(51.0, 340.0, 156.66666666666666)","(31.0, 120.0, 64.0)","(7.0, 9.8, 8.428571428571429)","(21.0, 90.0, 83.11111111111111)","(2.6, 3.75, 3.69)"
10-01-2023 14:45:56.064185,"(1.5, 1.79, 1.7726923076923078)","(51.0, 320.0, 133.33333333333334)","(51.0, 340.0, 156.66666666666666)","(31.0, 120.0, 64.0)","(7.0, 9.8, 8.0)","(21.0, 90.0, 83.11111111111111)","(2.6, 3.75, 3.69)"
10-01-2023 14:45:57.222247,"(1.5, 1.79, 1.7726923076923078)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.8, 8.0)","(21.0, 90.0, 83.11111111111111)","(2.6, 3.75, 3.646551724137931)"
10-01-2023 14:45:58.218870,"(1.5, 1.79, 1.7726923076923078)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.8, 8.0)","(21.0, 90.0, 83.11111111111111)","(2.6, 3.75, 3.646551724137931)"
10-01-2023 14:45:59.222334,"(1.5, 1.79, 1.7771428571428571)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.8, 8.0)","(21.0, 90.0, 83.11111111111111)","(2.6, 3.75, 3.646551724137931)"
10-01-2023 14:46:00.302337,"(1.5, 1.79, 1.7771428571428571)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.8, 8.0)","(21.0, 90.0, 83.11111111111111)","(2.6, 3.75, 3.646551724137931)"
10-01-2023 14:46:01.425414,"(1.5, 1.79, 1.7771428571428571)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.8, 8.0)","(21.0, 90.0, 75.0)","(2.6, 3.75, 3.646551724137931)"
10-01-2023 14:46:02.493532,"(1.5, 1.79, 1.7771428571428571)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.8, 8.0)","(21.0, 90.0, 85.71428571428572)","(2.6, 3.75, 3.5758064516129036)"
10-01-2023 14:46:03.564560,"(1.5, 1.79, 1.7771428571428571)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.8, 8.0)","(21.0, 90.0, 85.71428571428572)","(2.6, 3.7, 3.4973684210526317)"
10-01-2023 14:46:04.602788,"(1.5, 1.79, 1.7771428571428571)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.8, 8.0)","(21.0, 90.0, 85.71428571428572)","(2.6, 3.7, 3.4973684210526317)"
10-01-2023 14:46:05.615086,"(1.5, 1.79, 1.7823809523809524)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.8, 8.0)","(21.0, 90.0, 85.71428571428572)","(2.6, 3.7, 3.4973684210526317)"
10-01-2023 14:46:06.538186,"(1.5, 1.79, 1.7823809523809524)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.8, 8.0)","(21.0, 90.0, 85.71428571428572)","(2.6, 3.7, 3.4973684210526317)"
10-01-2023 14:46:07.425961,"(1.5, 1.79, 1.7823809523809524)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.8, 8.0)","(21.0, 90.0, 85.71428571428572)","(2.6, 3.7, 3.4973684210526317)"
10-01-2023 14:46:08.374987,"(1.5, 1.79, 1.7823809523809524)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.8, 8.0)","(21.0, 90.0, 61.0)","(2.6, 3.65, 3.425)"
10-01-2023 14:46:09.458044,"(1.5, 1.79, 1.7823809523809524)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.8, 8.0)","(21.0, 90.0, 61.0)","(2.6, 3.65, 3.416)"
10-01-2023 14:46:10.453048,"(1.5, 1.79, 1.7823809523809524)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.8, 8.8)","(21.0, 90.0, 61.0)","(2.6, 3.65, 3.4482758620689657)"
10-01-2023 14:46:11.417647,"(1.5, 1.79, 1.7825)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.6, 8.8)","(21.0, 90.0, 61.0)","(2.6, 3.65, 3.4482758620689657)"
10-01-2023 14:46:12.434378,"(1.5, 1.79, 1.7825)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.0, 8.51)","(21.0, 90.0, 61.0)","(2.6, 3.65, 3.3441176470588236)"
10-01-2023 14:46:13.502192,"(1.5, 1.79, 1.7825)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.0, 8.51)","(21.0, 90.0, 61.0)","(2.6, 3.65, 3.3441176470588236)"
10-01-2023 14:46:14.513944,"(1.5, 1.79, 1.7825)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.0, 8.51)","(21.0, 90.0, 61.0)","(2.6, 3.65, 3.3441176470588236)"
10-01-2023 14:46:15.596157,"(1.5, 1.79, 1.7825)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.0, 8.51)","(21.0, 90.0, 61.0)","(2.6, 3.65, 3.3441176470588236)"
10-01-2023 14:46:16.680428,"(1.5, 1.79, 1.7825)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.0, 8.51)","(21.0, 90.0, 61.0)","(2.6, 3.65, 3.3441176470588236)"
10-01-2023 14:46:17.697816,"(1.5, 1.79, 1.7825)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.0, 8.51)","(21.0, 90.0, 61.0)","(2.6, 3.65, 3.3441176470588236)"
10-01-2023 14:46:18.625877,"(1.5, 1.79, 1.7825)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.0, 8.51)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3441176470588236)"
10-01-2023 14:46:19.615514,"(1.5, 1.8, 1.7952601156069365)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.0, 8.51)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.416)"
10-01-2023 14:46:20.634845,"(1.5, 1.83, 1.8295505617977528)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.0, 8.51)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.392857142857143)"
10-01-2023 14:46:21.707548,"(1.5, 1.85, 1.8493258426966293)","(51.0, 320.0, 140.0)","(51.0, 340.0, 156.66666666666666)","(26.0, 130.0, 47.75)","(7.0, 9.0, 8.51)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.416)"
10-01-2023 14:46:22.714650,"(1.5, 1.88, 1.8666666666666667)","(51.0, 310.0, 118.75)","(51.0, 340.0, 203.88888888888889)","(26.0, 130.0, 47.75)","(7.0, 9.0, 8.51)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.416)"
10-01-2023 14:46:23.716202,"(1.5, 1.89, 1.8852631578947368)","(51.0, 300.0, 218.33333333333334)","(51.0, 340.0, 203.88888888888889)","(26.0, 120.0, 64.0)","(7.0, 9.0, 8.51)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.416)"
10-01-2023 14:46:24.764591,"(1.5, 1.89, 1.8739999999999999)","(51.0, 300.0, 218.33333333333334)","(51.0, 340.0, 203.88888888888889)","(26.0, 120.0, 64.0)","(7.0, 9.0, 8.51)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.416)"
10-01-2023 14:46:25.800913,"(1.5, 1.89, 1.8739999999999999)","(51.0, 300.0, 218.33333333333334)","(51.0, 340.0, 203.88888888888889)","(26.0, 120.0, 64.0)","(7.0, 9.0, 8.51)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.392857142857143)"
10-01-2023 14:46:26.782417,"(1.5, 1.89, 1.8739999999999999)","(51.0, 300.0, 238.75)","(51.0, 340.0, 192.77777777777777)","(26.0, 120.0, 64.0)","(7.0, 9.0, 8.51)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.392857142857143)"
10-01-2023 14:46:27.793450,"(1.5, 1.89, 1.8739999999999999)","(51.0, 300.0, 180.0)","(51.0, 340.0, 192.77777777777777)","(26.0, 120.0, 64.0)","(7.0, 9.0, 8.533333333333333)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.4454545454545453)"
10-01-2023 14:46:28.818638,"(1.5, 1.89, 1.8739999999999999)","(51.0, 300.0, 180.0)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.533333333333333)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.35)"
10-01-2023 14:46:29.833522,"(1.5, 1.89, 1.8739999999999999)","(51.0, 300.0, 180.0)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.533333333333333)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.35)"
10-01-2023 14:46:30.878534,"(1.5, 1.89, 1.8739999999999999)","(51.0, 300.0, 180.0)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.533333333333333)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.35)"
10-01-2023 14:46:31.909024,"(1.5, 1.89, 1.8739999999999999)","(51.0, 300.0, 180.0)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.533333333333333)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.35)"
10-01-2023 14:46:32.929163,"(1.5, 1.89, 1.8739999999999999)","(51.0, 300.0, 180.0)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.533333333333333)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.35)"
10-01-2023 14:46:33.917749,"(1.5, 1.89, 1.8739999999999999)","(51.0, 300.0, 180.0)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.533333333333333)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.35)"
10-01-2023 14:46:34.919732,"(1.5, 1.89, 1.8739999999999999)","(51.0, 300.0, 180.0)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.533333333333333)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.392857142857143)"
10-01-2023 14:46:35.927158,"(1.5, 1.89, 1.8739999999999999)","(51.0, 300.0, 180.0)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.533333333333333)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.392857142857143)"
10-01-2023 14:46:36.946808,"(1.5, 1.89, 1.8739999999999999)","(51.0, 300.0, 180.0)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.533333333333333)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3833333333333333)"
10-01-2023 14:46:37.984641,"(1.5, 1.89, 1.8739999999999999)","(51.0, 300.0, 180.0)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.533333333333333)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3833333333333333)"
10-01-2023 14:46:39.000137,"(1.5, 1.89, 1.8885999999999998)","(51.0, 300.0, 180.0)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.533333333333333)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3833333333333333)"
10-01-2023 14:46:40.043052,"(1.5, 1.89, 1.88)","(51.0, 300.0, 180.0)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.16)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3833333333333333)"
10-01-2023 14:46:41.072518,"(1.5, 1.89, 1.885)","(51.0, 300.0, 180.0)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.025)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3833333333333333)"
10-01-2023 14:46:42.117999,"(1.5, 1.89, 1.876551724137931)","(51.0, 300.0, 182.5)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.223529411764705)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3833333333333333)"
10-01-2023 14:46:43.116083,"(1.5, 1.89, 1.8829411764705881)","(51.0, 300.0, 182.5)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.178947368421053)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3833333333333333)"
10-01-2023 14:46:44.127077,"(1.5, 1.89, 1.8829411764705881)","(51.0, 300.0, 182.5)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.178947368421053)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3833333333333333)"
10-01-2023 14:46:45.089608,"(1.5, 1.89, 1.8829411764705881)","(51.0, 300.0, 182.5)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.178947368421053)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3833333333333333)"
10-01-2023 14:46:46.116287,"(1.5, 1.89, 1.8829411764705881)","(51.0, 300.0, 182.5)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.127272727272727)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3833333333333333)"
10-01-2023 14:46:47.076861,"(1.5, 1.89, 1.8829411764705881)","(51.0, 300.0, 182.5)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.127272727272727)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3833333333333333)"
10-01-2023 14:46:48.081521,"(1.5, 1.89, 1.8829411764705881)","(51.0, 300.0, 182.5)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.127272727272727)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3833333333333333)"
10-01-2023 14:46:49.018913,"(1.5, 1.89, 1.8829411764705881)","(51.0, 300.0, 182.5)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.223529411764705)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3833333333333333)"
10-01-2023 14:46:50.015548,"(1.5, 1.89, 1.8775862068965516)","(51.0, 300.0, 182.5)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.223529411764705)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3833333333333333)"
10-01-2023 14:46:50.969621,"(1.5, 1.89, 1.8775862068965516)","(51.0, 300.0, 182.5)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.223529411764705)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3833333333333333)"
10-01-2023 14:46:51.978042,"(1.5, 1.89, 1.8775862068965516)","(51.0, 300.0, 182.5)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.223529411764705)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3833333333333333)"
10-01-2023 14:46:52.956216,"(1.5, 1.89, 1.876153846153846)","(51.0, 300.0, 182.5)","(51.0, 340.0, 123.33333333333334)","(26.0, 120.0, 102.8)","(7.0, 9.0, 8.223529411764705)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3833333333333333)"
10-01-2023 14:46:53.919558,"(1.5, 1.89, 1.876153846153846)","(51.0, 310.0, 95.625)","(51.0, 340.0, 123.33333333333334)","(26.0, 130.0, 82.0)","(7.0, 9.0, 8.223529411764705)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3833333333333333)"
10-01-2023 14:46:54.947339,"(1.5, 1.89, 1.876153846153846)","(51.0, 310.0, 95.625)","(51.0, 340.0, 123.33333333333334)","(26.0, 130.0, 82.0)","(7.0, 9.0, 8.223529411764705)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3285714285714287)"
10-01-2023 14:46:55.940917,"(1.5, 1.89, 1.8766666666666667)","(51.0, 310.0, 95.625)","(51.0, 340.0, 123.33333333333334)","(26.0, 130.0, 82.0)","(7.0, 9.0, 8.223529411764705)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3285714285714287)"
10-01-2023 14:46:56.915026,"(1.5, 1.89, 1.8766666666666667)","(51.0, 310.0, 95.625)","(51.0, 340.0, 123.33333333333334)","(26.0, 130.0, 82.0)","(7.0, 9.0, 8.223529411764705)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3285714285714287)"
10-01-2023 14:46:57.881142,"(1.5, 1.89, 1.8766666666666667)","(51.0, 310.0, 95.625)","(51.0, 340.0, 123.33333333333334)","(26.0, 130.0, 82.0)","(7.0, 9.0, 8.223529411764705)","(21.0, 90.0, 80.33333333333333)","(2.6, 3.65, 3.3285714285714287)"
