,Sugar Boom Boom,Big Time Pikey,Big Time Fancy,Big Time Oreo,Drunken Lullaby,Losing Days,Big Time Star,Portelli Punk
06-01-2023 15:04:34.850786,"(2.9, 4.3, 4.048275862068966)","(6.5, 10.5, 9.85909090909091)","(8.5, 16.0, 14.666666666666666)","(6.0, 10.5, 9.7)","(8.0, 14.5, 13.407692307692308)","(7.5, 15.0, 13.857142857142858)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.9714285714285715)"
06-01-2023 15:04:35.999235,"(2.9, 4.3, 4.048275862068966)","(6.5, 10.5, 9.85909090909091)","(8.5, 16.0, 14.666666666666666)","(6.0, 10.5, 9.7)","(8.0, 14.5, 13.407692307692308)","(7.5, 15.0, 13.857142857142858)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.9714285714285715)"
06-01-2023 15:04:37.181195,"(2.9, 4.3, 4.048275862068966)","(6.5, 10.5, 9.85909090909091)","(8.5, 16.0, 14.666666666666666)","(6.0, 10.5, 9.7)","(8.0, 14.5, 13.407692307692308)","(7.5, 15.0, 13.857142857142858)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.9714285714285715)"
06-01-2023 15:04:38.380691,"(2.9, 4.3, 4.048275862068966)","(6.5, 10.5, 9.85909090909091)","(8.5, 16.0, 14.666666666666666)","(6.0, 10.5, 9.7)","(8.0, 14.5, 13.407692307692308)","(7.5, 15.0, 13.857142857142858)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.9714285714285715)"
06-01-2023 15:04:39.609887,"(2.9, 4.3, 4.048275862068966)","(6.5, 10.5, 9.85909090909091)","(8.5, 16.0, 14.666666666666666)","(6.0, 10.5, 9.7)","(8.0, 14.5, 13.407692307692308)","(7.5, 15.0, 13.857142857142858)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.9714285714285715)"
06-01-2023 15:04:41.098422,"(2.9, 4.3, 4.048275862068966)","(6.5, 10.5, 9.85909090909091)","(8.5, 16.0, 14.666666666666666)","(6.0, 10.5, 9.7)","(8.0, 14.5, 13.407692307692308)","(7.5, 15.0, 13.857142857142858)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.9714285714285715)"
06-01-2023 15:04:42.506255,"(2.9, 4.3, 4.048275862068966)","(6.5, 10.5, 9.85909090909091)","(8.5, 16.0, 14.666666666666666)","(6.0, 10.5, 9.7)","(8.0, 14.5, 13.407692307692308)","(7.5, 15.0, 13.857142857142858)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.9714285714285715)"
06-01-2023 15:04:44.997173,"(2.9, 4.3, 4.048275862068966)","(6.5, 10.5, 9.85909090909091)","(8.5, 16.0, 14.666666666666666)","(6.0, 10.5, 9.7)","(8.0, 7.4, 6.464705882352941)","(7.5, 15.0, 13.857142857142858)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.832)"
06-01-2023 15:04:46.805380,"(2.9, 4.3, 4.008)","(6.5, 10.5, 9.85909090909091)","(8.5, 16.0, 14.666666666666666)","(6.0, 10.5, 9.3)","(8.0, 7.4, 7.258823529411766)","(7.5, 15.0, 13.857142857142858)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.676923076923076)"
06-01-2023 15:04:48.279452,"(2.9, 4.3, 4.008)","(6.5, 10.5, 9.85909090909091)","(8.5, 16.0, 14.666666666666666)","(6.0, 10.5, 9.3)","(8.0, 7.4, 7.258823529411766)","(7.5, 15.0, 13.857142857142858)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.676923076923076)"
06-01-2023 15:04:49.696800,"(2.9, 4.3, 4.008)","(6.5, 10.5, 9.85909090909091)","(8.5, 16.0, 14.666666666666666)","(6.0, 10.5, 9.3)","(8.0, 7.4, 7.258823529411766)","(7.5, 15.0, 13.857142857142858)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.676923076923076)"
06-01-2023 15:04:51.127706,"(2.9, 4.3, 4.008)","(6.5, 10.5, 9.85909090909091)","(8.5, 16.0, 14.666666666666666)","(6.0, 10.5, 9.3)","(8.0, 7.4, 7.258823529411766)","(7.5, 15.0, 13.857142857142858)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.676923076923076)"
06-01-2023 15:04:52.423027,"(2.9, 4.3, 4.008)","(6.5, 10.5, 9.85909090909091)","(8.5, 16.0, 14.666666666666666)","(6.0, 10.5, 9.3)","(8.0, 7.4, 7.258823529411766)","(7.5, 15.0, 13.857142857142858)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.676923076923076)"
06-01-2023 15:04:53.726475,"(2.9, 4.3, 4.008)","(6.5, 10.5, 9.85909090909091)","(8.5, 16.0, 14.666666666666666)","(6.0, 10.5, 9.489473684210527)","(8.0, 7.4, 7.258823529411766)","(7.5, 15.0, 13.857142857142858)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.783333333333333)"
06-01-2023 15:04:55.043954,"(2.9, 4.3, 4.027796610169491)","(6.5, 10.5, 9.85909090909091)","(8.5, 16.0, 14.666666666666666)","(6.0, 10.5, 9.489473684210527)","(8.0, 7.4, 7.258823529411766)","(7.5, 15.0, 13.857142857142858)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.783333333333333)"
06-01-2023 15:04:56.346843,"(2.9, 4.3, 3.481111111111111)","(6.5, 10.5, 9.85909090909091)","(8.5, 16.0, 14.666666666666666)","(6.0, 10.5, 9.489473684210527)","(8.0, 7.4, 7.258823529411766)","(7.5, 15.0, 13.857142857142858)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 9.163636363636364)"
06-01-2023 15:04:57.707083,"(2.9, 4.3, 3.3733333333333335)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 10.5, 9.190909090909091)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 17.9)","(5.0, 9.6, 6.3100000000000005)"
06-01-2023 15:04:59.048728,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 10.5, 7.366666666666667)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 17.9)","(5.0, 9.6, 6.3100000000000005)"
06-01-2023 15:05:00.464143,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 10.5, 9.190909090909091)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 17.9)","(5.0, 9.6, 6.545454545454545)"
06-01-2023 15:05:01.839920,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 10.5, 9.190909090909091)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 17.9)","(5.0, 9.6, 6.545454545454545)"
06-01-2023 15:05:03.143798,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 10.5, 9.966666666666667)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.545454545454545)"
06-01-2023 15:05:04.516448,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 10.5, 9.966666666666667)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.545454545454545)"
06-01-2023 15:05:05.916510,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 10.5, 9.966666666666667)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.545454545454545)"
06-01-2023 15:05:07.310221,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 10.5, 9.966666666666667)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.545454545454545)"
06-01-2023 15:05:08.628708,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 10.5, 9.966666666666667)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.545454545454545)"
06-01-2023 15:05:10.037907,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 10.5, 9.966666666666667)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.545454545454545)"
06-01-2023 15:05:11.351175,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 10.5, 9.966666666666667)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.545454545454545)"
06-01-2023 15:05:12.611394,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 10.5, 10.163157894736841)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.545454545454545)"
06-01-2023 15:05:13.909649,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 11.0, 10.163157894736841)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.545454545454545)"
06-01-2023 15:05:15.251743,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 11.0, 10.163157894736841)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.545454545454545)"
06-01-2023 15:05:16.684448,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 11.0, 10.163157894736841)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.545454545454545)"
06-01-2023 15:05:18.024465,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 11.0, 10.163157894736841)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.545454545454545)"
06-01-2023 15:05:19.709864,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 11.0, 10.163157894736841)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 6.545454545454545)"
06-01-2023 15:05:21.084837,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 11.0, 10.321739130434782)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:22.714627,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 11.0, 8.45)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:24.288469,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 11.0, 8.45)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:26.079929,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 11.0, 8.45)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:27.468977,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 11.0, 8.45)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:28.760329,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 11.0, 8.45)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:30.046573,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 11.0, 8.45)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:31.328746,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 11.0, 8.45)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:32.624741,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(8.5, 16.0, 14.76923076923077)","(6.0, 11.0, 8.45)","(8.0, 7.4, 7.0)","(7.5, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:33.981126,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.76923076923077)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.0)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:35.351254,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.76923076923077)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.0)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:36.669803,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.76923076923077)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.0)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:38.001337,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.76923076923077)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.0)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:39.322308,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.76923076923077)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.0)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:40.676424,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.76923076923077)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.0)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:41.980538,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.76923076923077)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.0)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:43.306772,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 13.83529411764706)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.0)","(8.0, 15.0, 13.088888888888889)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:44.621816,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 13.83529411764706)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.2666666666666675)","(8.0, 15.0, 11.64)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:45.876671,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 13.83529411764706)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.2666666666666675)","(8.0, 15.0, 11.64)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:47.164864,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.733333333333334)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.08)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:48.413840,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.733333333333334)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.08)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:49.650774,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.733333333333334)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.08)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:50.954410,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.733333333333334)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.08)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:52.206139,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.733333333333334)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.08)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.55)"
06-01-2023 15:05:53.511272,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.733333333333334)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.08)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.738461538461538)"
06-01-2023 15:05:54.897940,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.733333333333334)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.08)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.738461538461538)"
06-01-2023 15:05:56.217446,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.733333333333334)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.08)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.738461538461538)"
06-01-2023 15:05:57.571366,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.733333333333334)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.08)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.738461538461538)"
06-01-2023 15:05:58.888548,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.733333333333334)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.08)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.738461538461538)"
06-01-2023 15:06:00.199486,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.733333333333334)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.08)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.738461538461538)"
06-01-2023 15:06:01.463010,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.733333333333334)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.08)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.738461538461538)"
06-01-2023 15:06:02.690950,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.733333333333334)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.08)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.738461538461538)"
06-01-2023 15:06:03.898387,"(2.9, 4.2, 3.3866666666666667)","(6.5, 10.5, 8.2)","(9.0, 16.0, 14.733333333333334)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.32)","(8.0, 15.0, 13.933333333333334)","(10.0, 21.0, 19.854545454545455)","(5.0, 9.6, 8.738461538461538)"
06-01-2023 15:06:05.140708,"(2.9, 4.2, 3.3866666666666667)","(6.5, 11.0, 8.45)","(9.0, 16.5, 15.149999999999999)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.32)","(8.0, 15.0, 14.366666666666667)","(10.0, 21.0, 17.4)","(5.0, 9.6, 8.738461538461538)"
06-01-2023 15:06:06.407849,"(2.9, 4.2, 3.3866666666666667)","(6.5, 11.0, 8.45)","(9.0, 17.5, 13.455555555555556)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.32)","(8.0, 15.5, 14.8)","(10.0, 21.0, 17.4)","(5.0, 9.6, 8.673684210526316)"
06-01-2023 15:06:07.732377,"(2.9, 4.3, 3.42)","(6.5, 11.0, 8.45)","(9.0, 18.5, 16.816666666666666)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.32)","(8.0, 16.0, 14.8)","(10.0, 21.0, 17.4)","(5.0, 9.4, 8.574358974358974)"
06-01-2023 15:06:08.970848,"(2.9, 4.3, 3.42)","(6.5, 11.0, 8.45)","(9.0, 18.5, 16.816666666666666)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.32)","(8.0, 16.0, 14.8)","(10.0, 21.0, 17.4)","(5.0, 9.4, 8.574358974358974)"
06-01-2023 15:06:10.239106,"(2.9, 4.3, 3.42)","(6.5, 11.0, 8.45)","(9.0, 18.5, 16.816666666666666)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.32)","(8.0, 16.0, 14.8)","(10.0, 21.0, 17.4)","(5.0, 9.4, 8.574358974358974)"
06-01-2023 15:06:11.510935,"(2.9, 4.3, 3.42)","(6.5, 11.0, 8.45)","(9.0, 18.5, 16.816666666666666)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.305882352941177)","(8.0, 16.0, 14.8)","(10.0, 21.0, 17.4)","(5.0, 9.4, 8.574358974358974)"
06-01-2023 15:06:12.748387,"(2.9, 4.3, 3.42)","(6.5, 11.0, 8.45)","(9.0, 18.5, 16.816666666666666)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.305882352941177)","(8.0, 16.0, 14.8)","(10.0, 21.0, 17.4)","(5.0, 9.4, 8.574358974358974)"
06-01-2023 15:06:14.345479,"(2.9, 4.3, 3.42)","(6.5, 11.0, 8.45)","(9.0, 18.5, 16.816666666666666)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.305882352941177)","(8.0, 16.0, 14.8)","(10.0, 21.0, 17.4)","(5.0, 9.4, 8.574358974358974)"
06-01-2023 15:06:15.838439,"(2.9, 4.3, 3.42)","(6.5, 11.0, 8.45)","(9.0, 18.5, 16.816666666666666)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.305882352941177)","(8.0, 16.0, 14.8)","(10.0, 21.0, 17.4)","(5.0, 9.4, 8.574358974358974)"
06-01-2023 15:06:17.215457,"(2.9, 4.3, 3.42)","(6.5, 11.0, 8.45)","(9.0, 18.5, 16.816666666666666)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.305882352941177)","(8.0, 16.0, 14.8)","(10.0, 21.0, 17.4)","(5.0, 9.4, 6.32)"
06-01-2023 15:06:18.643904,"(2.9, 4.3, 3.42)","(6.5, 11.0, 8.45)","(9.0, 18.5, 16.939999999999998)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.0)","(8.0, 16.0, 14.8)","(10.0, 21.0, 15.8)","(5.0, 9.4, 6.32)"
06-01-2023 15:06:19.926661,"(2.9, 4.3, 3.42)","(6.5, 11.0, 8.45)","(9.0, 18.5, 16.939999999999998)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.12)","(8.0, 16.0, 14.8)","(10.0, 21.0, 13.685714285714285)","(5.0, 9.4, 6.32)"
06-01-2023 15:06:21.208563,"(2.9, 4.3, 3.42)","(6.5, 11.0, 8.45)","(9.0, 18.5, 16.816666666666666)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.257142857142857)","(8.0, 16.0, 14.8)","(10.0, 21.0, 17.307692307692307)","(5.0, 9.4, 6.32)"
06-01-2023 15:06:22.496397,"(2.9, 4.3, 3.42)","(6.5, 11.0, 8.45)","(9.0, 18.5, 16.816666666666666)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.257142857142857)","(8.0, 16.0, 14.8)","(10.0, 21.0, 19.799999999999997)","(5.0, 9.4, 6.32)"
06-01-2023 15:06:23.773198,"(2.9, 4.3, 3.42)","(6.5, 11.0, 8.45)","(9.0, 18.5, 16.816666666666666)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.257142857142857)","(8.0, 16.0, 14.8)","(10.0, 21.0, 19.799999999999997)","(5.0, 9.4, 6.32)"
06-01-2023 15:06:25.036482,"(2.9, 4.3, 3.42)","(6.5, 11.0, 8.45)","(9.0, 18.5, 16.816666666666666)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.257142857142857)","(8.0, 16.0, 14.8)","(10.0, 21.0, 19.799999999999997)","(5.0, 9.4, 6.32)"
06-01-2023 15:06:26.358248,"(2.9, 4.3, 3.42)","(6.5, 11.0, 8.45)","(9.0, 18.5, 16.816666666666666)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.257142857142857)","(8.0, 16.0, 14.8)","(10.0, 21.0, 19.799999999999997)","(5.0, 9.4, 6.32)"
06-01-2023 15:06:27.636134,"(2.9, 4.3, 3.42)","(6.5, 11.0, 8.45)","(9.0, 18.5, 16.816666666666666)","(6.0, 11.0, 8.45)","(7.5, 7.4, 7.257142857142857)","(8.0, 16.0, 14.8)","(10.0, 21.0, 19.799999999999997)","(5.0, 9.4, 6.32)"
