,Dynamite Travis,Zoe Kate,High Lighter,Hide The Cash,Perfect Skipper,Street Smart,Amber Days,Overnight Soiree
269,"[datetime.datetime(2022, 11, 28, 12, 14, 37, 641611), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 37, 641611), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 37, 641611), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 37, 641611), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 37, 641611), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 37, 641611), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 37, 641611), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 37, 641611), 6.5, 11.5]"
270,"[datetime.datetime(2022, 11, 28, 12, 14, 38, 764774), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 38, 764774), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 38, 764774), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 38, 764774), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 38, 764774), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 38, 764774), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 38, 764774), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 38, 764774), 6.5, 11.5]"
271,"[datetime.datetime(2022, 11, 28, 12, 14, 39, 895380), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 39, 895380), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 39, 895380), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 39, 895380), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 39, 895380), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 39, 895380), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 39, 895380), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 39, 895380), 6.5, 11.5]"
272,"[datetime.datetime(2022, 11, 28, 12, 14, 41, 15613), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 41, 15613), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 41, 15613), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 41, 15613), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 41, 15613), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 41, 15613), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 41, 15613), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 41, 15613), 6.5, 11.5]"
273,"[datetime.datetime(2022, 11, 28, 12, 14, 42, 143363), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 42, 143363), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 42, 143363), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 42, 143363), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 42, 143363), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 42, 143363), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 42, 143363), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 42, 143363), 6.5, 11.5]"
274,"[datetime.datetime(2022, 11, 28, 12, 14, 43, 264865), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 43, 264865), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 43, 264865), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 43, 264865), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 43, 264865), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 43, 264865), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 43, 264865), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 43, 264865), 6.5, 11.5]"
275,"[datetime.datetime(2022, 11, 28, 12, 14, 44, 391445), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 44, 391445), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 44, 391445), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 44, 391445), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 44, 391445), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 44, 391445), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 44, 391445), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 44, 391445), 6.5, 11.5]"
276,"[datetime.datetime(2022, 11, 28, 12, 14, 45, 511088), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 45, 511088), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 45, 511088), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 45, 511088), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 45, 511088), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 45, 511088), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 45, 511088), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 45, 511088), 6.5, 11.5]"
277,"[datetime.datetime(2022, 11, 28, 12, 14, 46, 641365), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 46, 641365), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 46, 641365), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 46, 641365), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 46, 641365), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 46, 641365), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 46, 641365), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 46, 641365), 6.5, 11.5]"
278,"[datetime.datetime(2022, 11, 28, 12, 14, 47, 761096), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 47, 761096), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 47, 761096), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 47, 761096), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 47, 761096), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 47, 761096), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 47, 761096), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 47, 761096), 6.5, 11.5]"
279,"[datetime.datetime(2022, 11, 28, 12, 14, 48, 890337), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 48, 890337), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 48, 890337), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 48, 890337), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 48, 890337), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 48, 890337), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 48, 890337), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 48, 890337), 6.5, 11.5]"
280,"[datetime.datetime(2022, 11, 28, 12, 14, 50, 18034), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 50, 18034), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 50, 18034), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 50, 18034), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 50, 18034), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 50, 18034), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 50, 18034), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 50, 18034), 6.5, 11.5]"
281,"[datetime.datetime(2022, 11, 28, 12, 14, 51, 147475), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 51, 147475), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 51, 147475), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 51, 147475), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 51, 147475), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 51, 147475), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 51, 147475), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 51, 147475), 6.5, 11.5]"
282,"[datetime.datetime(2022, 11, 28, 12, 14, 52, 279951), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 52, 279951), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 52, 279951), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 52, 279951), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 52, 279951), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 52, 279951), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 52, 279951), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 52, 279951), 6.5, 11.5]"
283,"[datetime.datetime(2022, 11, 28, 12, 14, 53, 401796), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 53, 401796), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 53, 401796), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 53, 401796), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 53, 401796), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 53, 401796), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 53, 401796), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 53, 401796), 6.5, 11.5]"
284,"[datetime.datetime(2022, 11, 28, 12, 14, 54, 525508), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 54, 525508), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 54, 525508), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 54, 525508), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 54, 525508), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 54, 525508), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 54, 525508), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 54, 525508), 6.5, 11.5]"
285,"[datetime.datetime(2022, 11, 28, 12, 14, 55, 655034), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 55, 655034), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 55, 655034), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 55, 655034), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 55, 655034), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 55, 655034), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 55, 655034), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 55, 655034), 6.5, 11.5]"
286,"[datetime.datetime(2022, 11, 28, 12, 14, 56, 787665), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 56, 787665), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 56, 787665), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 56, 787665), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 56, 787665), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 56, 787665), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 56, 787665), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 56, 787665), 6.5, 11.5]"
287,"[datetime.datetime(2022, 11, 28, 12, 14, 57, 907770), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 57, 907770), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 57, 907770), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 57, 907770), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 57, 907770), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 57, 907770), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 57, 907770), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 57, 907770), 6.5, 11.5]"
288,"[datetime.datetime(2022, 11, 28, 12, 14, 59, 42960), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 14, 59, 42960), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 14, 59, 42960), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 14, 59, 42960), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 14, 59, 42960), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 14, 59, 42960), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 14, 59, 42960), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 14, 59, 42960), 6.5, 11.5]"
289,"[datetime.datetime(2022, 11, 28, 12, 15, 0, 188936), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 0, 188936), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 0, 188936), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 0, 188936), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 0, 188936), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 0, 188936), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 0, 188936), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 0, 188936), 6.5, 11.5]"
290,"[datetime.datetime(2022, 11, 28, 12, 15, 1, 334088), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 1, 334088), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 1, 334088), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 1, 334088), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 1, 334088), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 1, 334088), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 1, 334088), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 1, 334088), 6.5, 11.5]"
291,"[datetime.datetime(2022, 11, 28, 12, 15, 2, 481384), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 2, 481384), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 2, 481384), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 2, 481384), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 2, 481384), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 2, 481384), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 2, 481384), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 2, 481384), 6.5, 11.5]"
292,"[datetime.datetime(2022, 11, 28, 12, 15, 3, 611568), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 3, 611568), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 3, 611568), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 3, 611568), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 3, 611568), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 3, 611568), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 3, 611568), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 3, 611568), 6.5, 11.5]"
293,"[datetime.datetime(2022, 11, 28, 12, 15, 4, 744272), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 4, 744272), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 4, 744272), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 4, 744272), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 4, 744272), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 4, 744272), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 4, 744272), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 4, 744272), 6.5, 11.5]"
294,"[datetime.datetime(2022, 11, 28, 12, 15, 5, 880280), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 5, 880280), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 5, 880280), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 5, 880280), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 5, 880280), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 5, 880280), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 5, 880280), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 5, 880280), 6.5, 11.5]"
295,"[datetime.datetime(2022, 11, 28, 12, 15, 7, 18083), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 7, 18083), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 7, 18083), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 7, 18083), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 7, 18083), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 7, 18083), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 7, 18083), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 7, 18083), 6.5, 11.5]"
296,"[datetime.datetime(2022, 11, 28, 12, 15, 8, 148337), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 8, 148337), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 8, 148337), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 8, 148337), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 8, 148337), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 8, 148337), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 8, 148337), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 8, 148337), 6.5, 11.5]"
297,"[datetime.datetime(2022, 11, 28, 12, 15, 9, 285297), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 9, 285297), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 9, 285297), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 9, 285297), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 9, 285297), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 9, 285297), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 9, 285297), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 9, 285297), 6.5, 11.5]"
298,"[datetime.datetime(2022, 11, 28, 12, 15, 10, 410546), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 10, 410546), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 10, 410546), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 10, 410546), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 10, 410546), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 10, 410546), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 10, 410546), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 10, 410546), 6.5, 11.5]"
299,"[datetime.datetime(2022, 11, 28, 12, 15, 11, 544685), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 11, 544685), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 11, 544685), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 11, 544685), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 11, 544685), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 11, 544685), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 11, 544685), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 11, 544685), 6.5, 11.5]"
300,"[datetime.datetime(2022, 11, 28, 12, 15, 12, 671895), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 12, 671895), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 12, 671895), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 12, 671895), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 12, 671895), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 12, 671895), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 12, 671895), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 12, 671895), 6.5, 11.5]"
301,"[datetime.datetime(2022, 11, 28, 12, 15, 13, 795638), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 13, 795638), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 13, 795638), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 13, 795638), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 13, 795638), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 13, 795638), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 13, 795638), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 13, 795638), 6.5, 11.5]"
302,"[datetime.datetime(2022, 11, 28, 12, 15, 14, 921632), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 14, 921632), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 14, 921632), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 14, 921632), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 14, 921632), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 14, 921632), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 14, 921632), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 14, 921632), 6.5, 11.5]"
303,"[datetime.datetime(2022, 11, 28, 12, 15, 16, 40330), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 16, 40330), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 16, 40330), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 16, 40330), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 16, 40330), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 16, 40330), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 16, 40330), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 16, 40330), 6.5, 11.5]"
304,"[datetime.datetime(2022, 11, 28, 12, 15, 17, 165256), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 17, 165256), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 17, 165256), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 17, 165256), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 17, 165256), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 17, 165256), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 17, 165256), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 17, 165256), 6.5, 11.5]"
305,"[datetime.datetime(2022, 11, 28, 12, 15, 18, 286567), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 18, 286567), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 18, 286567), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 18, 286567), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 18, 286567), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 18, 286567), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 18, 286567), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 18, 286567), 6.5, 11.5]"
306,"[datetime.datetime(2022, 11, 28, 12, 15, 19, 412380), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 19, 412380), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 19, 412380), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 19, 412380), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 19, 412380), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 19, 412380), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 19, 412380), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 19, 412380), 6.5, 11.5]"
307,"[datetime.datetime(2022, 11, 28, 12, 15, 20, 538454), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 20, 538454), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 20, 538454), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 20, 538454), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 20, 538454), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 20, 538454), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 20, 538454), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 20, 538454), 6.5, 11.5]"
308,"[datetime.datetime(2022, 11, 28, 12, 15, 21, 660007), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 15, 21, 660007), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 15, 21, 660007), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 15, 21, 660007), 4.4, 7.0]","[datetime.datetime(2022, 11, 28, 12, 15, 21, 660007), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 12, 15, 21, 660007), 3.7, 7.4]","[datetime.datetime(2022, 11, 28, 12, 15, 21, 660007), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 15, 21, 660007), 6.5, 11.5]"
