,Seductive Angel,Bokarm Luna,Ember Lad,Clover Lizzie,Star Sirius,Bokarm Nero,Burringbar Gypsy
12-01-2023 10:45:40.209060,"(3.9, 4.5, 4.269230769230769)","(3.6, 5.2, 4.3)","(31.0, 100.0, 67.17241379310344)","(8.0, 12.5, 12.088888888888889)","(4.6, 7.0, 6.04)","(16.0, 48.0, 22.22222222222222)","(2.9, 4.8, 4.0)"
12-01-2023 10:45:41.243858,"(3.9, 4.5, 4.269230769230769)","(3.6, 5.2, 4.3)","(31.0, 100.0, 67.17241379310344)","(8.0, 12.5, 12.088888888888889)","(4.6, 7.0, 6.04)","(16.0, 48.0, 22.22222222222222)","(2.9, 4.8, 4.0)"
12-01-2023 10:45:42.247176,"(3.9, 4.5, 4.269230769230769)","(3.6, 5.2, 4.3)","(31.0, 100.0, 67.17241379310344)","(8.0, 12.5, 12.088888888888889)","(4.6, 7.0, 6.04)","(16.0, 48.0, 22.22222222222222)","(2.9, 4.8, 4.0)"
12-01-2023 10:45:43.233493,"(3.9, 4.5, 4.269230769230769)","(3.6, 5.2, 4.225)","(31.0, 100.0, 67.17241379310344)","(8.0, 12.5, 12.088888888888889)","(4.6, 7.0, 6.04)","(16.0, 48.0, 22.22222222222222)","(2.9, 4.8, 4.0)"
12-01-2023 10:45:44.231889,"(3.9, 4.4, 4.387878787878789)","(3.6, 5.3, 3.9736842105263155)","(31.0, 100.0, 67.17241379310344)","(8.0, 12.5, 12.088888888888889)","(4.6, 7.0, 6.04)","(16.0, 48.0, 22.22222222222222)","(2.9, 4.8, 4.0)"
12-01-2023 10:45:45.252109,"(3.9, 4.5, 4.464912280701754)","(3.6, 5.8, 4.63076923076923)","(31.0, 100.0, 67.17241379310344)","(8.0, 12.5, 12.088888888888889)","(4.6, 7.0, 5.857142857142858)","(16.0, 48.0, 22.22222222222222)","(2.9, 4.8, 4.564705882352941)"
12-01-2023 10:45:46.239446,"(3.9, 4.5, 4.25)","(3.6, 5.5, 4.6923076923076925)","(31.0, 100.0, 43.42857142857143)","(8.0, 12.5, 12.088888888888889)","(4.6, 7.0, 5.981818181818182)","(16.0, 48.0, 22.22222222222222)","(2.9, 4.8, 4.225)"
12-01-2023 10:45:47.380875,"(3.9, 4.6, 4.1)","(3.6, 5.5, 4.85)","(31.0, 95.0, 75.5)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.8, 5.976470588235294)","(16.0, 48.0, 22.22222222222222)","(2.9, 4.6, 4.3954545454545455)"
12-01-2023 10:45:48.446679,"(3.9, 4.5, 4.23448275862069)","(3.6, 5.5, 5.223076923076923)","(31.0, 90.0, 75.5)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.8, 5.976470588235294)","(16.0, 48.0, 22.22222222222222)","(2.9, 4.6, 4.460714285714285)"
12-01-2023 10:45:49.503419,"(3.9, 4.1, 4.047826086956522)","(3.6, 5.5, 4.825)","(31.0, 80.0, 74.3529411764706)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.8, 5.96875)","(16.0, 48.0, 42.0)","(2.9, 4.6, 4.54375)"
12-01-2023 10:45:50.517844,"(3.9, 4.5, 4.2973684210526315)","(3.6, 5.5, 4.75)","(31.0, 75.0, 64.75)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.8, 5.96875)","(16.0, 65.0, 42.0)","(2.9, 4.9, 4.342857142857143)"
12-01-2023 10:45:51.627044,"(3.9, 4.5, 4.271951219512196)","(3.6, 5.5, 4.75)","(31.0, 75.0, 61.31818181818182)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.8, 5.9)","(16.0, 65.0, 26.666666666666668)","(2.9, 4.9, 4.25)"
12-01-2023 10:45:52.695771,"(3.9, 4.5, 4.271951219512196)","(3.6, 5.5, 4.75)","(31.0, 75.0, 61.31818181818182)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.8, 5.654545454545454)","(16.0, 65.0, 26.666666666666668)","(2.9, 4.9, 4.25)"
12-01-2023 10:45:53.730523,"(3.9, 4.5, 4.271951219512196)","(3.6, 5.5, 4.75)","(31.0, 75.0, 61.31818181818182)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.8, 6.0285714285714285)","(16.0, 65.0, 26.666666666666668)","(2.9, 4.9, 4.157142857142857)"
12-01-2023 10:45:54.706361,"(3.9, 4.5, 4.2472972972972975)","(3.6, 5.5, 5.2214285714285715)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.8, 6.0285714285714285)","(16.0, 65.0, 26.666666666666668)","(2.9, 4.9, 4.157142857142857)"
12-01-2023 10:45:55.659350,"(3.9, 4.5, 4.2472972972972975)","(3.6, 5.5, 5.2214285714285715)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.8, 6.0285714285714285)","(16.0, 65.0, 26.666666666666668)","(2.9, 4.9, 4.157142857142857)"
12-01-2023 10:45:56.657541,"(3.9, 4.5, 4.2472972972972975)","(3.6, 5.5, 4.985714285714286)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.8, 6.0285714285714285)","(16.0, 65.0, 26.666666666666668)","(2.9, 4.9, 4.157142857142857)"
12-01-2023 10:45:57.794560,"(3.9, 4.5, 4.2472972972972975)","(3.6, 5.5, 4.985714285714286)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.8, 6.0285714285714285)","(16.0, 65.0, 26.666666666666668)","(2.9, 4.9, 4.157142857142857)"
12-01-2023 10:45:58.903306,"(3.9, 4.5, 4.2472972972972975)","(3.6, 5.5, 4.985714285714286)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.8, 6.0285714285714285)","(16.0, 65.0, 26.666666666666668)","(2.9, 4.9, 4.157142857142857)"
12-01-2023 10:45:59.957606,"(3.9, 4.5, 4.2472972972972975)","(3.6, 5.5, 4.985714285714286)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.8, 5.50909090909091)","(16.0, 65.0, 26.666666666666668)","(2.9, 4.9, 4.157142857142857)"
12-01-2023 10:46:01.367066,"(3.9, 4.5, 4.2472972972972975)","(3.6, 5.5, 4.985714285714286)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.4, 5.50909090909091)","(16.0, 65.0, 26.666666666666668)","(2.9, 4.9, 4.157142857142857)"
12-01-2023 10:46:02.485826,"(3.9, 4.5, 4.2472972972972975)","(3.6, 5.5, 4.985714285714286)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.4, 5.550000000000001)","(16.0, 65.0, 26.666666666666668)","(2.9, 4.9, 4.157142857142857)"
12-01-2023 10:46:03.545958,"(3.9, 4.5, 4.271951219512196)","(3.6, 5.5, 4.985714285714286)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.4, 5.914285714285715)","(16.0, 65.0, 26.666666666666668)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:04.759923,"(3.9, 4.5, 4.271951219512196)","(3.6, 5.5, 4.449999999999999)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.4, 5.851612903225806)","(16.0, 65.0, 26.666666666666668)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:06.027890,"(3.9, 4.5, 4.271951219512196)","(3.6, 5.5, 5.2214285714285715)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.4, 5.86875)","(16.0, 65.0, 26.666666666666668)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:07.231149,"(3.9, 4.5, 4.271951219512196)","(3.6, 5.5, 4.6)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.4, 5.86875)","(16.0, 65.0, 42.0)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:08.726870,"(3.9, 4.5, 4.271951219512196)","(3.6, 5.5, 4.3999999999999995)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.4, 6.004651162790698)","(16.0, 65.0, 42.0)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:09.766227,"(3.9, 4.5, 4.271951219512196)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.4, 5.86875)","(16.0, 65.0, 42.0)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:10.950159,"(3.9, 4.5, 4.271951219512196)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.4, 5.86875)","(16.0, 65.0, 42.0)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:12.074547,"(3.9, 4.5, 4.271951219512196)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.4, 5.86875)","(16.0, 65.0, 23.5)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:13.236689,"(3.9, 4.5, 4.2973684210526315)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.4, 5.86875)","(16.0, 46.0, 22.0)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:14.468344,"(3.9, 4.5, 4.2973684210526315)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.4, 5.86875)","(16.0, 46.0, 22.0)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:15.588264,"(3.9, 4.5, 4.2973684210526315)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.4, 5.1692307692307695)","(16.0, 46.0, 22.0)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:16.705830,"(3.9, 4.5, 4.145833333333333)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.4, 5.323076923076923)","(16.0, 46.0, 22.0)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:17.798798,"(3.9, 4.5, 4.145833333333333)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.088888888888889)","(4.6, 6.4, 5.323076923076923)","(16.0, 46.0, 22.444444444444443)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:18.883587,"(3.9, 4.5, 4.145833333333333)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.208333333333334)","(4.6, 6.4, 5.7043478260869565)","(16.0, 46.0, 22.444444444444443)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:20.039658,"(3.9, 4.5, 4.145833333333333)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.215384615384615)","(4.6, 6.4, 5.7043478260869565)","(16.0, 46.0, 22.444444444444443)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:21.088335,"(3.9, 4.5, 4.145833333333333)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.215384615384615)","(4.6, 6.4, 5.7043478260869565)","(16.0, 46.0, 22.444444444444443)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:22.121125,"(3.9, 4.5, 4.145833333333333)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.215384615384615)","(4.6, 6.4, 5.7043478260869565)","(16.0, 46.0, 22.444444444444443)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:23.276009,"(3.9, 4.5, 4.145833333333333)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.215384615384615)","(4.6, 6.4, 5.807407407407408)","(16.0, 46.0, 22.444444444444443)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:24.408305,"(3.9, 4.5, 4.145833333333333)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 62.96)","(8.0, 12.5, 12.215384615384615)","(4.6, 6.4, 5.807407407407408)","(16.0, 46.0, 22.444444444444443)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:25.450293,"(3.9, 4.5, 4.109375)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 62.96)","(8.0, 12.5, 11.625)","(4.6, 6.4, 5.807407407407408)","(16.0, 46.0, 22.444444444444443)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:26.469019,"(3.9, 4.5, 4.109375)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 65.94736842105263)","(8.0, 12.5, 11.625)","(4.6, 6.4, 5.807407407407408)","(16.0, 46.0, 22.444444444444443)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:27.608361,"(3.9, 4.5, 4.109375)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 65.94736842105263)","(8.0, 12.5, 10.4)","(4.6, 6.4, 5.807407407407408)","(16.0, 46.0, 22.444444444444443)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:28.812017,"(3.9, 4.5, 4.109375)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 65.94736842105263)","(8.0, 12.5, 10.142857142857142)","(4.6, 6.4, 5.807407407407408)","(16.0, 46.0, 22.444444444444443)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:29.984493,"(3.9, 4.5, 4.109375)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 65.94736842105263)","(8.0, 12.5, 10.142857142857142)","(4.6, 6.4, 5.807407407407408)","(16.0, 46.0, 22.444444444444443)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:31.044824,"(3.9, 4.5, 4.109375)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 65.94736842105263)","(8.0, 12.5, 9.807692307692308)","(4.6, 6.4, 5.807407407407408)","(16.0, 46.0, 22.444444444444443)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:32.080615,"(3.9, 4.5, 4.109375)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 65.94736842105263)","(8.0, 12.0, 10.0)","(4.6, 6.4, 5.807407407407408)","(16.0, 46.0, 22.444444444444443)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:33.089211,"(3.9, 4.5, 4.109375)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 65.94736842105263)","(8.0, 12.0, 10.5)","(4.6, 6.4, 5.807407407407408)","(16.0, 46.0, 22.444444444444443)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:34.130374,"(3.9, 4.5, 4.109375)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 65.94736842105263)","(8.0, 12.0, 10.5)","(4.6, 6.4, 5.807407407407408)","(16.0, 46.0, 22.444444444444443)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:35.263721,"(3.9, 4.5, 4.109375)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 65.94736842105263)","(8.0, 12.0, 10.5)","(4.6, 6.4, 5.807407407407408)","(16.0, 46.0, 22.444444444444443)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:36.311352,"(3.9, 4.5, 4.109375)","(3.6, 5.2, 4.3999999999999995)","(31.0, 75.0, 65.94736842105263)","(8.0, 12.0, 10.5)","(4.6, 6.4, 5.807407407407408)","(16.0, 46.0, 22.444444444444443)","(2.9, 4.9, 4.288235294117647)"
12-01-2023 10:46:37.329817,"(3.9, 4.5, 4.109375)","(3.6, 5.2, 4.369230769230769)","(31.0, 75.0, 65.94736842105263)","(8.0, 12.0, 10.5)","(4.6, 6.4, 5.807407407407408)","(16.0, 46.0, 32.25)","(2.9, 4.9, 4.346153846153846)"
12-01-2023 10:46:38.417609,"(3.9, 4.5, 4.109375)","(3.6, 5.2, 4.525)","(31.0, 75.0, 65.94736842105263)","(8.0, 12.0, 10.3)","(4.6, 6.4, 5.807407407407408)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.9, 4.33125)"
12-01-2023 10:46:39.520965,"(3.9, 4.5, 4.109375)","(3.6, 5.2, 4.66)","(31.0, 75.0, 65.94736842105263)","(8.0, 12.0, 10.725)","(4.6, 6.4, 5.246153846153846)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.9, 4.3428571428571425)"
12-01-2023 10:46:40.636245,"(3.9, 4.5, 4.109375)","(3.6, 5.1, 4.585714285714285)","(31.0, 75.0, 65.94736842105263)","(8.0, 12.0, 9.959999999999999)","(4.6, 6.4, 5.807407407407408)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.9, 4.3428571428571425)"
12-01-2023 10:46:41.732889,"(3.9, 4.5, 4.109375)","(3.6, 5.1, 4.585714285714285)","(31.0, 75.0, 65.94736842105263)","(8.0, 12.0, 9.959999999999999)","(4.6, 6.4, 5.881818181818182)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.9, 4.3428571428571425)"
12-01-2023 10:46:42.750764,"(3.9, 4.5, 4.109375)","(3.6, 5.1, 4.585714285714285)","(31.0, 75.0, 65.94736842105263)","(8.0, 12.0, 9.959999999999999)","(4.6, 6.2, 6.16)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.9, 4.359999999999999)"
12-01-2023 10:46:43.865760,"(3.9, 4.5, 4.109375)","(3.6, 5.1, 4.585714285714285)","(31.0, 75.0, 65.94736842105263)","(8.0, 12.0, 9.959999999999999)","(4.6, 6.4, 6.08)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.9, 4.3428571428571425)"
12-01-2023 10:46:44.990783,"(3.9, 4.5, 4.1875)","(3.6, 5.1, 4.585714285714285)","(31.0, 90.0, 62.0)","(8.0, 12.0, 9.959999999999999)","(4.6, 6.4, 5.733333333333333)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.9, 4.3428571428571425)"
12-01-2023 10:46:46.000016,"(3.9, 4.5, 4.1875)","(3.6, 5.1, 4.585714285714285)","(31.0, 90.0, 62.0)","(8.0, 12.0, 9.959999999999999)","(4.6, 6.2, 5.733333333333333)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.9, 4.3428571428571425)"
12-01-2023 10:46:47.032044,"(3.9, 4.5, 4.1875)","(3.6, 5.1, 4.5)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 9.959999999999999)","(4.6, 6.2, 5.733333333333333)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.9, 4.3428571428571425)"
12-01-2023 10:46:47.953833,"(3.9, 4.5, 4.1875)","(3.6, 5.1, 4.5)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 9.959999999999999)","(4.6, 6.2, 5.733333333333333)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.9, 4.3428571428571425)"
12-01-2023 10:46:48.938814,"(3.9, 4.5, 4.1875)","(3.6, 5.1, 4.5)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 9.959999999999999)","(4.6, 6.2, 5.733333333333333)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.9, 4.3428571428571425)"
12-01-2023 10:46:49.960507,"(3.9, 4.5, 4.1875)","(3.6, 5.1, 4.5)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 9.959999999999999)","(4.6, 6.2, 5.733333333333333)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.9, 4.3428571428571425)"
12-01-2023 10:46:50.969027,"(3.9, 4.5, 4.1875)","(3.6, 5.1, 4.5)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 9.959999999999999)","(4.6, 6.2, 5.733333333333333)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.9, 4.3428571428571425)"
12-01-2023 10:46:52.014880,"(3.9, 4.5, 4.1875)","(3.6, 5.1, 4.5)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 9.959999999999999)","(4.6, 6.2, 5.733333333333333)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.9, 4.3428571428571425)"
12-01-2023 10:46:53.030526,"(3.9, 4.5, 4.1875)","(3.6, 5.1, 4.5)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 9.959999999999999)","(4.6, 6.2, 5.733333333333333)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.9, 4.025)"
12-01-2023 10:46:54.013410,"(3.9, 4.5, 4.051851851851852)","(3.6, 5.1, 4.575)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 9.959999999999999)","(4.6, 6.2, 5.733333333333333)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.9, 4.1)"
12-01-2023 10:46:55.035760,"(3.9, 4.5, 4.096666666666667)","(3.6, 5.2, 4.666666666666667)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 9.959999999999999)","(4.6, 6.2, 6.688888888888889)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.7, 4.0625)"
12-01-2023 10:46:55.947616,"(3.9, 4.5, 4.0346153846153845)","(3.6, 5.2, 4.800000000000001)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 9.959999999999999)","(4.6, 7.2, 6.688888888888889)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.7, 4.0625)"
12-01-2023 10:46:56.982865,"(3.9, 4.5, 4.025862068965518)","(3.6, 5.2, 4.553846153846154)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 9.959999999999999)","(4.6, 7.2, 5.775)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.7, 3.935)"
12-01-2023 10:46:58.027472,"(3.9, 4.5, 4.025862068965518)","(3.6, 5.2, 4.553846153846154)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 9.959999999999999)","(4.6, 7.2, 6.66)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.7, 4.0625)"
12-01-2023 10:46:59.001476,"(3.9, 4.5, 4.025862068965518)","(3.6, 5.2, 4.54375)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 9.959999999999999)","(4.6, 7.0, 6.66)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.7, 4.199999999999999)"
12-01-2023 10:46:59.969863,"(3.9, 4.5, 4.025862068965518)","(3.6, 5.1, 4.575)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 9.959999999999999)","(4.6, 7.0, 6.66)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.6, 4.090909090909091)"
12-01-2023 10:47:00.979278,"(3.9, 4.5, 4.025862068965518)","(3.6, 5.1, 4.575)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 9.959999999999999)","(4.6, 7.0, 6.66)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.6, 4.090909090909091)"
12-01-2023 10:47:02.138513,"(3.9, 4.5, 4.025862068965518)","(3.6, 5.1, 4.575)","(31.0, 85.0, 54.083333333333336)","(8.0, 12.0, 9.959999999999999)","(4.6, 7.0, 6.66)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.6, 4.090909090909091)"
12-01-2023 10:47:03.235831,"(3.9, 4.5, 4.025862068965518)","(3.6, 5.1, 4.575)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 10.725)","(4.6, 7.0, 6.66)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.6, 4.090909090909091)"
12-01-2023 10:47:04.304442,"(3.9, 4.5, 4.0346153846153845)","(3.6, 5.1, 4.575)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 10.725)","(4.6, 7.0, 6.66)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.6, 4.090909090909091)"
12-01-2023 10:47:05.321562,"(3.9, 4.5, 4.0346153846153845)","(3.6, 5.1, 4.575)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 10.725)","(4.6, 7.0, 6.118181818181818)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.6, 4.090909090909091)"
12-01-2023 10:47:06.264418,"(3.9, 4.5, 4.128378378378379)","(3.6, 5.1, 4.575)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 10.725)","(4.6, 6.8, 6.118181818181818)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.6, 4.090909090909091)"
12-01-2023 10:47:07.511886,"(3.9, 4.5, 4.128378378378379)","(3.6, 5.1, 4.575)","(31.0, 85.0, 54.083333333333336)","(8.0, 12.0, 10.725)","(4.6, 6.8, 6.118181818181818)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.6, 4.090909090909091)"
12-01-2023 10:47:08.731215,"(3.9, 4.5, 4.128378378378379)","(3.6, 5.1, 4.575)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 10.725)","(4.6, 6.8, 6.118181818181818)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.6, 4.090909090909091)"
12-01-2023 10:47:09.877695,"(3.9, 4.5, 4.128378378378379)","(3.6, 5.1, 4.575)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 10.725)","(4.6, 6.8, 6.118181818181818)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.6, 4.090909090909091)"
12-01-2023 10:47:10.964519,"(3.9, 4.5, 4.128378378378379)","(3.6, 5.1, 4.575)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 10.725)","(4.6, 6.8, 6.118181818181818)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.6, 4.090909090909091)"
12-01-2023 10:47:12.184996,"(3.9, 4.5, 4.128378378378379)","(3.6, 5.1, 4.575)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 10.725)","(4.6, 6.8, 6.118181818181818)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.6, 4.090909090909091)"
12-01-2023 10:47:13.279583,"(3.9, 4.5, 4.128378378378379)","(3.6, 5.1, 4.575)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 10.725)","(4.6, 6.8, 6.118181818181818)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.6, 4.090909090909091)"
12-01-2023 10:47:14.428262,"(3.9, 4.5, 4.128378378378379)","(3.6, 5.1, 4.575)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 10.725)","(4.6, 6.8, 6.118181818181818)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.6, 4.090909090909091)"
12-01-2023 10:47:15.472355,"(3.9, 4.5, 4.128378378378379)","(3.6, 5.1, 4.575)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 10.725)","(4.6, 6.8, 6.118181818181818)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.6, 4.090909090909091)"
12-01-2023 10:47:16.556128,"(3.9, 4.5, 4.128378378378379)","(3.6, 5.1, 4.575)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 10.725)","(4.6, 6.8, 6.118181818181818)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.6, 4.090909090909091)"
12-01-2023 10:47:17.684708,"(3.9, 4.5, 4.128378378378379)","(3.6, 5.1, 4.575)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 10.725)","(4.6, 6.8, 6.118181818181818)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.6, 4.090909090909091)"
12-01-2023 10:47:18.826034,"(3.9, 4.5, 4.128378378378379)","(3.6, 5.1, 4.575)","(31.0, 85.0, 53.486486486486484)","(8.0, 12.0, 10.725)","(4.6, 6.8, 6.118181818181818)","(16.0, 46.0, 22.88888888888889)","(2.9, 4.6, 4.090909090909091)"
