,Seductive Angel,Bokarm Luna,Ember Lad,Clover Lizzie,Star Sirius,Bokarm Nero,Burringbar Gypsy
12-01-2023 10:37:58.597129,"(3.9, 6.8, 6.2)","(3.6, 5.2, 4.5)","(31.0, 100.0, 83.0)","(8.0, 14.0, 11.386666666666667)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 28.944444444444443)","(2.9, 4.7, 4.216666666666667)"
12-01-2023 10:37:59.870515,"(3.9, 6.8, 6.2)","(3.6, 5.2, 4.5)","(31.0, 100.0, 83.0)","(8.0, 14.0, 11.386666666666667)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 28.944444444444443)","(2.9, 4.7, 4.216666666666667)"
12-01-2023 10:38:01.128803,"(3.9, 6.8, 6.2)","(3.6, 5.2, 4.5)","(31.0, 100.0, 83.0)","(8.0, 14.0, 11.386666666666667)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 28.944444444444443)","(2.9, 4.7, 4.216666666666667)"
12-01-2023 10:38:02.418665,"(3.9, 6.8, 6.2)","(3.6, 5.2, 4.5)","(31.0, 100.0, 76.34782608695652)","(8.0, 14.0, 12.10909090909091)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.216666666666667)"
12-01-2023 10:38:03.669712,"(3.9, 6.8, 6.2)","(3.6, 5.2, 4.5)","(31.0, 100.0, 76.34782608695652)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.216666666666667)"
12-01-2023 10:38:04.926062,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 76.34782608695652)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.216666666666667)"
12-01-2023 10:38:06.126780,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 76.34782608695652)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.216666666666667)"
12-01-2023 10:38:07.256779,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 76.34782608695652)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.216666666666667)"
12-01-2023 10:38:08.420616,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 76.34782608695652)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.5840000000000005)"
12-01-2023 10:38:09.629300,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 76.34782608695652)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.5840000000000005)"
12-01-2023 10:38:10.839575,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 76.34782608695652)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.5840000000000005)"
12-01-2023 10:38:12.081278,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 76.34782608695652)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 3.8333333333333335)"
12-01-2023 10:38:13.285638,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 76.34782608695652)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 3.8333333333333335)"
12-01-2023 10:38:14.527172,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 76.34782608695652)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 3.8333333333333335)"
12-01-2023 10:38:15.791336,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 3.8333333333333335)"
12-01-2023 10:38:17.021069,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 3.8333333333333335)"
12-01-2023 10:38:18.189648,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 3.8333333333333335)"
12-01-2023 10:38:19.305629,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.375)"
12-01-2023 10:38:20.460426,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 6.644444444444445)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.2)"
12-01-2023 10:38:21.646608,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.95)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.2)"
12-01-2023 10:38:22.826312,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.3730769230769235)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 3.8333333333333335)"
12-01-2023 10:38:24.081953,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.1375)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 3.8333333333333335)"
12-01-2023 10:38:25.323158,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.1375)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.266666666666667)"
12-01-2023 10:38:26.550362,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.1375)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 3.8333333333333335)"
12-01-2023 10:38:27.776494,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 3.8333333333333335)"
12-01-2023 10:38:28.910084,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 3.8333333333333335)"
12-01-2023 10:38:30.111203,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 3.8333333333333335)"
12-01-2023 10:38:31.245281,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 3.8333333333333335)"
12-01-2023 10:38:32.506028,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.375)"
12-01-2023 10:38:33.735945,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.375)"
12-01-2023 10:38:34.985534,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.375)"
12-01-2023 10:38:36.255641,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.375)"
12-01-2023 10:38:38.006226,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.375)"
12-01-2023 10:38:39.498134,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.375)"
12-01-2023 10:38:40.797159,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.375)"
12-01-2023 10:38:42.035145,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.375)"
12-01-2023 10:38:43.271828,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.342857142857143)"
12-01-2023 10:38:44.474430,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.342857142857143)"
12-01-2023 10:38:45.683533,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.342857142857143)"
12-01-2023 10:38:46.883879,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.7, 4.057142857142857)"
12-01-2023 10:38:48.011921,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.057142857142857)"
12-01-2023 10:38:49.185158,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.0285714285714285)"
12-01-2023 10:38:50.431825,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.35)"
12-01-2023 10:38:51.687504,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.35)"
12-01-2023 10:38:52.951285,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.35)"
12-01-2023 10:38:54.189818,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.35)"
12-01-2023 10:38:55.445111,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.35)"
12-01-2023 10:38:56.940140,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.35)"
12-01-2023 10:38:58.281169,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.35)"
12-01-2023 10:38:59.548953,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.35)"
12-01-2023 10:39:00.860749,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.35)"
12-01-2023 10:39:02.088000,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.35)"
12-01-2023 10:39:03.354655,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.35)"
12-01-2023 10:39:04.553990,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.35)"
12-01-2023 10:39:05.736500,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.35)"
12-01-2023 10:39:06.913964,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.35)"
12-01-2023 10:39:08.107769,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.6)"
12-01-2023 10:39:09.332639,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.114285714285714)"
12-01-2023 10:39:10.570081,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.114285714285714)"
12-01-2023 10:39:11.819219,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.114285714285714)"
12-01-2023 10:39:13.038594,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.84)"
12-01-2023 10:39:14.226784,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.84)"
12-01-2023 10:39:15.489644,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.84)"
12-01-2023 10:39:16.673632,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.84)"
12-01-2023 10:39:17.797958,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.84)"
12-01-2023 10:39:18.871097,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.84)"
12-01-2023 10:39:20.026371,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.84)"
12-01-2023 10:39:21.178629,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.84)"
12-01-2023 10:39:22.336345,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.84)"
12-01-2023 10:39:23.421699,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.84)"
12-01-2023 10:39:24.599707,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.614705882352941)"
12-01-2023 10:39:25.797333,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.614705882352941)"
12-01-2023 10:39:26.952533,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.614705882352941)"
12-01-2023 10:39:28.123563,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.614705882352941)"
12-01-2023 10:39:29.304592,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.614705882352941)"
12-01-2023 10:39:30.565378,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.614705882352941)"
12-01-2023 10:39:31.797707,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.614705882352941)"
12-01-2023 10:39:33.040378,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.614705882352941)"
12-01-2023 10:39:34.547518,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.614705882352941)"
12-01-2023 10:39:35.843405,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.7736842105263158)"
12-01-2023 10:39:37.295952,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.621875)"
12-01-2023 10:39:38.654964,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.7294117647058824)"
12-01-2023 10:39:39.901362,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.933333333333333)"
12-01-2023 10:39:41.278631,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 4.24)"
12-01-2023 10:39:42.577440,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.8421052631578947)"
12-01-2023 10:39:43.785130,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.8421052631578947)"
12-01-2023 10:39:44.904790,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.064583333333333)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.8421052631578947)"
12-01-2023 10:39:46.106837,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.8421052631578947)"
12-01-2023 10:39:47.304346,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.8421052631578947)"
12-01-2023 10:39:48.474146,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.8421052631578947)"
12-01-2023 10:39:49.573535,"(3.9, 7.2, 6.511111111111111)","(3.6, 5.2, 4.5)","(31.0, 100.0, 69.77777777777777)","(8.0, 13.5, 12.10909090909091)","(4.6, 7.2, 5.348148148148148)","(16.0, 42.0, 29.46666666666667)","(2.9, 4.8, 3.8421052631578947)"
