,Wilgunya Scott,Bonbon Fire,Heres Caza,Edge Gambler,Bomber Stan,Shes A Sully,Dandy Gambler,Extreme Measures
12-01-2023 12:30:06.442095,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 9.66)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 20.75)"
12-01-2023 12:30:07.529101,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 9.66)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 20.75)"
12-01-2023 12:30:08.667077,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 9.66)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 20.75)"
12-01-2023 12:30:09.769729,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 9.66)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 20.75)"
12-01-2023 12:30:10.860649,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 8.933333333333334)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 20.75)"
12-01-2023 12:30:11.900693,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 8.933333333333334)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 20.75)"
12-01-2023 12:30:13.074046,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 8.933333333333334)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.166666666666664)"
12-01-2023 12:30:14.198212,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 8.933333333333334)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 23.375)"
12-01-2023 12:30:15.339353,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 8.933333333333334)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 23.375)"
12-01-2023 12:30:16.367630,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 8.933333333333334)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 23.375)"
12-01-2023 12:30:17.417779,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 8.933333333333334)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 23.375)"
12-01-2023 12:30:18.434256,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 8.933333333333334)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 23.375)"
12-01-2023 12:30:19.540539,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 8.933333333333334)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 23.375)"
12-01-2023 12:30:20.645293,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 8.933333333333334)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 23.375)"
12-01-2023 12:30:21.728529,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 8.933333333333334)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 23.375)"
12-01-2023 12:30:22.879769,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 8.933333333333334)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 23.375)"
12-01-2023 12:30:23.990984,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 8.933333333333334)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 23.375)"
12-01-2023 12:30:25.059503,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 8.933333333333334)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:26.132571,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 8.933333333333334)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:27.231581,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 8.933333333333334)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:28.411979,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 8.933333333333334)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:29.543879,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.45, 3.03375)","(4.8, 10.0, 9.6)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:30.725380,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.0, 9.6)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:31.903884,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.0, 9.6)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:33.019888,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.0, 9.6)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:34.152774,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.0, 9.6)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:35.285027,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.0, 9.6)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:36.265748,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.0, 9.6)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:37.308448,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.0, 9.6)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:38.490467,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.0, 9.6)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:39.706304,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.0, 9.6)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:40.945960,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.0, 9.6)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:41.970312,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.0, 9.6)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:42.981976,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.0, 8.364705882352942)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:44.160385,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.5, 8.364705882352942)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:45.184276,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.5, 8.364705882352942)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:46.337342,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.5, 8.364705882352942)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:47.530314,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.5, 8.364705882352942)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:48.680121,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.5, 8.364705882352942)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:49.848746,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.5, 8.364705882352942)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:51.078503,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.5, 8.364705882352942)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:52.232318,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.5, 8.364705882352942)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:53.350503,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.5, 8.541176470588235)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:54.507842,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 11.0, 9.675)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:55.587930,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.5, 9.675)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:56.584278,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.5, 9.766666666666666)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:57.691349,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.5, 9.766666666666666)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:58.823882,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.5, 9.766666666666666)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:30:59.931694,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.5, 9.766666666666666)","(6.0, 9.6, 8.494736842105263)","(21.0, 55.0, 35.0)","(11.0, 26.0, 24.5)"
12-01-2023 12:31:00.986952,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.7, 4.95)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.097142857142857)","(4.8, 10.5, 9.766666666666666)","(6.0, 9.6, 8.314285714285713)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:02.051502,"(21.0, 50.0, 26.166666666666668)","(3.9, 5.6, 4.9)","(21.0, 55.0, 31.0)","(2.2, 3.4, 3.248571428571428)","(4.8, 10.5, 9.766666666666666)","(6.0, 9.6, 8.314285714285713)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:03.130070,"(21.0, 50.0, 25.625)","(3.9, 5.6, 4.666666666666667)","(21.0, 55.0, 31.0)","(2.2, 3.35, 3.2057142857142855)","(4.8, 10.5, 9.766666666666666)","(6.0, 9.6, 8.1)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:04.261883,"(21.0, 50.0, 25.625)","(3.9, 5.6, 4.666666666666667)","(21.0, 55.0, 31.0)","(2.2, 3.35, 3.2057142857142855)","(4.8, 10.5, 9.766666666666666)","(6.0, 9.6, 8.1)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:05.382786,"(21.0, 50.0, 25.625)","(3.9, 5.6, 4.666666666666667)","(21.0, 55.0, 31.0)","(2.2, 3.35, 3.2057142857142855)","(4.8, 10.5, 9.766666666666666)","(6.0, 9.6, 8.1)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:06.701657,"(21.0, 50.0, 25.625)","(3.9, 5.6, 4.666666666666667)","(21.0, 55.0, 31.0)","(2.2, 3.35, 3.2057142857142855)","(4.8, 10.5, 9.766666666666666)","(6.0, 9.6, 8.1)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:07.714723,"(21.0, 50.0, 25.625)","(3.9, 5.6, 4.666666666666667)","(21.0, 55.0, 31.0)","(2.2, 3.35, 3.2057142857142855)","(4.8, 10.5, 9.766666666666666)","(6.0, 9.6, 8.1)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:08.960130,"(21.0, 50.0, 25.625)","(3.9, 5.6, 4.666666666666667)","(21.0, 55.0, 31.0)","(2.2, 3.35, 3.2057142857142855)","(4.8, 10.5, 9.766666666666666)","(6.0, 9.6, 8.1)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:10.171828,"(21.0, 50.0, 25.625)","(3.9, 5.6, 4.666666666666667)","(21.0, 55.0, 31.0)","(2.2, 3.35, 3.2057142857142855)","(4.8, 10.5, 9.766666666666666)","(6.0, 9.6, 8.1)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:11.412507,"(21.0, 50.0, 25.625)","(3.9, 5.6, 4.666666666666667)","(21.0, 55.0, 31.0)","(2.2, 3.35, 3.0027272727272725)","(4.8, 10.5, 9.766666666666666)","(6.0, 9.6, 7.073684210526316)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:12.488142,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.285714285714286)","(21.0, 55.0, 31.0)","(2.2, 3.15, 3.0027272727272725)","(4.8, 10.5, 9.766666666666666)","(6.0, 9.6, 7.513043478260869)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:13.586927,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.285714285714286)","(21.0, 55.0, 31.0)","(2.2, 3.15, 2.9475)","(4.8, 10.5, 8.3)","(6.0, 9.6, 7.513043478260869)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:14.731809,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.285714285714286)","(21.0, 55.0, 31.0)","(2.2, 3.15, 2.9475)","(4.8, 10.5, 8.3)","(6.0, 9.6, 7.513043478260869)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:15.931145,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.285714285714286)","(21.0, 55.0, 31.0)","(2.2, 3.15, 2.9475)","(4.8, 10.5, 8.3)","(6.0, 9.6, 7.513043478260869)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:17.047532,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.285714285714286)","(21.0, 55.0, 31.0)","(2.2, 3.15, 2.9475)","(4.8, 10.5, 8.3)","(6.0, 9.6, 7.513043478260869)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:18.158589,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.285714285714286)","(21.0, 55.0, 31.0)","(2.2, 3.15, 2.9475)","(4.8, 10.5, 8.3)","(6.0, 9.6, 7.513043478260869)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:19.291134,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.155555555555555)","(21.0, 55.0, 31.0)","(2.2, 3.15, 2.9475)","(4.8, 10.5, 8.3)","(6.0, 9.6, 7.513043478260869)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:20.393074,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.314285714285714)","(21.0, 55.0, 31.0)","(2.2, 3.15, 2.9475)","(4.8, 10.5, 8.3)","(6.0, 9.6, 7.513043478260869)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:21.570042,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.314285714285714)","(21.0, 55.0, 31.0)","(2.2, 3.15, 2.9475)","(4.8, 10.5, 8.3)","(6.0, 9.6, 7.513043478260869)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:22.900423,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.314285714285714)","(21.0, 55.0, 31.0)","(2.2, 3.15, 2.9475)","(4.8, 10.5, 8.3)","(6.0, 9.6, 7.513043478260869)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:24.448120,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.314285714285714)","(21.0, 55.0, 31.0)","(2.2, 3.15, 2.9475)","(4.8, 10.5, 8.3)","(6.0, 9.6, 7.513043478260869)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:25.700987,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.25)","(21.0, 55.0, 31.0)","(2.2, 3.15, 3.0975)","(4.8, 10.5, 8.3)","(6.0, 9.6, 7.513043478260869)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:27.082582,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.47)","(21.0, 55.0, 31.0)","(2.2, 3.35, 3.0599999999999996)","(4.8, 10.5, 8.3)","(6.0, 9.6, 7.513043478260869)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:28.369713,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.47)","(21.0, 55.0, 31.0)","(2.2, 3.3, 3.0599999999999996)","(4.8, 10.5, 8.3)","(6.0, 9.6, 7.513043478260869)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:29.619005,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.47)","(21.0, 55.0, 31.0)","(2.2, 3.3, 3.0599999999999996)","(4.8, 10.5, 8.3)","(6.0, 9.6, 7.513043478260869)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:30.905990,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.47)","(21.0, 55.0, 31.0)","(2.2, 3.3, 3.0599999999999996)","(4.8, 10.5, 8.3)","(6.0, 9.6, 7.513043478260869)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:32.192598,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.47)","(21.0, 55.0, 31.0)","(2.2, 3.3, 3.0599999999999996)","(4.8, 10.5, 8.3)","(6.0, 9.6, 7.513043478260869)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:33.477156,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.47)","(21.0, 55.0, 31.0)","(2.2, 3.3, 3.0599999999999996)","(4.8, 10.5, 8.3)","(6.0, 9.6, 8.239999999999998)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:34.732022,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.3428571428571425)","(21.0, 55.0, 31.0)","(2.2, 3.3, 2.91)","(4.8, 10.5, 8.3)","(6.0, 9.2, 8.311111111111112)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:35.920498,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.3428571428571425)","(21.0, 55.0, 31.0)","(2.2, 3.1, 2.7545454545454544)","(4.8, 10.5, 9.26)","(6.0, 8.8, 8.0)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:37.222982,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.3428571428571425)","(21.0, 55.0, 31.0)","(2.2, 3.1, 2.7545454545454544)","(4.8, 10.5, 9.26)","(6.0, 8.8, 8.0)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:38.599627,"(21.0, 50.0, 25.625)","(3.9, 5.6, 5.066666666666666)","(21.0, 55.0, 28.333333333333332)","(2.2, 3.1, 2.8724999999999996)","(4.8, 10.5, 9.26)","(6.0, 8.8, 8.0)","(21.0, 55.0, 35.0)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:39.892625,"(21.0, 50.0, 26.176470588235293)","(3.9, 5.6, 5.066666666666666)","(21.0, 55.0, 28.333333333333332)","(2.2, 3.05, 2.8724999999999996)","(4.8, 10.5, 9.26)","(6.0, 8.8, 8.0)","(21.0, 55.0, 39.5)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:41.070431,"(21.0, 50.0, 27.058823529411764)","(3.9, 5.6, 5.033333333333333)","(21.0, 55.0, 28.333333333333332)","(2.2, 3.05, 2.8724999999999996)","(4.8, 10.5, 8.7)","(6.0, 8.8, 8.0)","(21.0, 55.0, 39.5)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:42.343748,"(21.0, 50.0, 28.0)","(3.9, 5.5, 4.9399999999999995)","(21.0, 55.0, 28.333333333333332)","(2.2, 3.05, 2.8724999999999996)","(4.8, 10.0, 8.96)","(6.0, 8.8, 7.377777777777777)","(21.0, 55.0, 39.5)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:43.651967,"(21.0, 50.0, 28.0)","(3.9, 5.5, 4.9399999999999995)","(21.0, 55.0, 28.333333333333332)","(2.2, 3.05, 2.8724999999999996)","(4.8, 10.0, 8.96)","(6.0, 8.6, 8.0)","(21.0, 55.0, 39.5)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:44.875169,"(21.0, 50.0, 28.0)","(3.9, 5.5, 4.9399999999999995)","(21.0, 55.0, 28.333333333333332)","(2.2, 3.05, 2.8724999999999996)","(4.8, 10.0, 8.96)","(6.0, 8.4, 8.0)","(21.0, 55.0, 39.5)","(11.0, 26.0, 25.125)"
12-01-2023 12:31:46.113125,"(21.0, 50.0, 28.0)","(3.9, 5.5, 4.86)","(21.0, 55.0, 28.333333333333332)","(2.2, 3.1, 2.91)","(4.8, 10.0, 8.96)","(6.0, 8.4, 8.0)","(21.0, 55.0, 39.5)","(11.0, 26.0, 25.125)"
