,Like Segal,Curlins Malibu,Jungle Beast,Santo,Brother Corbin,Trikitraki,Be Onboard
08-01-2023 11:08:17.158069,"(31.0, 230.0, 125.5)","(16.0, 24.0, 19.254545454545454)","(1.9, 2.38, 2.364)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 187.7)","(20.0, 190.0, 160.75)","(2.3, 6.8, 4.76875)"
08-01-2023 11:08:18.090068,"(31.0, 230.0, 125.5)","(16.0, 24.0, 19.254545454545454)","(1.9, 2.38, 2.364)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 187.7)","(20.0, 190.0, 160.75)","(2.3, 6.8, 4.76875)"
08-01-2023 11:08:19.080602,"(31.0, 230.0, 125.5)","(16.0, 24.0, 19.254545454545454)","(1.9, 2.38, 2.364)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 187.7)","(20.0, 190.0, 160.75)","(2.3, 6.8, 4.133333333333334)"
08-01-2023 11:08:20.018642,"(26.0, 230.0, 125.5)","(11.0, 24.0, 19.254545454545454)","(1.9, 2.38, 2.364)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 187.7)","(19.0, 190.0, 160.75)","(2.25, 6.8, 4.133333333333334)"
08-01-2023 11:08:21.020871,"(26.0, 230.0, 125.5)","(11.0, 24.0, 19.254545454545454)","(1.9, 2.42, 2.360483870967742)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 187.7)","(19.0, 190.0, 160.75)","(2.25, 6.8, 4.76875)"
08-01-2023 11:08:21.969214,"(26.0, 230.0, 125.5)","(11.0, 24.0, 19.254545454545454)","(1.9, 2.42, 2.360483870967742)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 187.7)","(19.0, 190.0, 160.75)","(2.25, 6.8, 4.76875)"
08-01-2023 11:08:22.922085,"(26.0, 230.0, 125.5)","(11.0, 24.0, 19.254545454545454)","(1.9, 2.4, 2.3771428571428572)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 187.7)","(19.0, 190.0, 160.75)","(2.25, 5.5, 4.55)"
08-01-2023 11:08:23.837565,"(26.0, 230.0, 125.5)","(11.0, 24.0, 17.475)","(1.9, 2.4, 2.3771428571428572)","(20.0, 230.0, 205.88888888888889)","(21.0, 230.0, 187.7)","(19.0, 190.0, 172.35)","(2.25, 5.9, 4.75)"
08-01-2023 11:08:24.763349,"(26.0, 230.0, 125.5)","(11.0, 24.0, 17.475)","(1.9, 2.4, 2.3771428571428572)","(20.0, 230.0, 205.88888888888889)","(21.0, 230.0, 187.7)","(19.0, 190.0, 172.35)","(2.25, 5.9, 4.725)"
08-01-2023 11:08:25.673062,"(26.0, 230.0, 125.5)","(11.0, 24.0, 17.475)","(1.9, 2.4, 2.3771428571428572)","(20.0, 230.0, 205.88888888888889)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 172.35)","(2.25, 6.4, 5.84)"
08-01-2023 11:08:26.592290,"(26.0, 230.0, 125.5)","(11.0, 24.0, 17.475)","(1.9, 2.4, 2.3771428571428572)","(20.0, 230.0, 205.88888888888889)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 172.35)","(2.25, 6.4, 5.84)"
08-01-2023 11:08:27.493821,"(26.0, 230.0, 125.5)","(11.0, 24.0, 17.475)","(1.9, 2.4, 2.3771428571428572)","(20.0, 230.0, 205.88888888888889)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 172.35)","(2.25, 6.4, 5.84)"
08-01-2023 11:08:28.423324,"(26.0, 230.0, 125.5)","(11.0, 24.0, 17.475)","(1.9, 2.4, 2.3771428571428572)","(20.0, 230.0, 205.88888888888889)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 172.35)","(2.25, 6.4, 5.84)"
08-01-2023 11:08:29.313977,"(26.0, 230.0, 125.5)","(11.0, 24.0, 17.475)","(1.9, 2.4, 2.3771428571428572)","(20.0, 230.0, 205.88888888888889)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 172.35)","(2.25, 6.4, 5.84)"
08-01-2023 11:08:30.220751,"(26.0, 230.0, 125.5)","(11.0, 24.0, 17.475)","(1.9, 2.4, 2.3771428571428572)","(20.0, 230.0, 205.88888888888889)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 172.35)","(2.25, 6.4, 5.84)"
08-01-2023 11:08:31.142882,"(26.0, 230.0, 125.5)","(11.0, 24.0, 17.475)","(1.9, 2.4, 2.3771428571428572)","(20.0, 230.0, 205.88888888888889)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 172.35)","(2.25, 6.4, 5.84)"
08-01-2023 11:08:32.087446,"(26.0, 230.0, 125.5)","(11.0, 24.0, 17.475)","(1.9, 2.4, 2.3771428571428572)","(20.0, 230.0, 205.88888888888889)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 172.35)","(2.25, 6.4, 5.84)"
08-01-2023 11:08:32.999399,"(26.0, 230.0, 125.5)","(11.0, 24.0, 17.475)","(1.9, 2.4, 2.3771428571428572)","(20.0, 230.0, 205.88888888888889)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 172.35)","(2.25, 6.4, 5.84)"
08-01-2023 11:08:33.923234,"(26.0, 230.0, 125.5)","(11.0, 24.0, 17.475)","(1.9, 2.4, 2.3771428571428572)","(20.0, 230.0, 205.88888888888889)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 172.35)","(2.25, 6.4, 5.84)"
08-01-2023 11:08:34.851757,"(26.0, 230.0, 125.5)","(11.0, 24.0, 17.475)","(1.9, 2.4, 2.3771428571428572)","(20.0, 230.0, 205.88888888888889)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 172.35)","(2.25, 6.4, 5.84)"
08-01-2023 11:08:35.769377,"(26.0, 230.0, 125.5)","(11.0, 24.0, 17.475)","(1.9, 2.4, 2.3771428571428572)","(20.0, 230.0, 193.91666666666669)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 160.5)","(2.25, 6.4, 5.84)"
08-01-2023 11:08:36.698172,"(26.0, 230.0, 125.5)","(11.0, 24.0, 15.399999999999999)","(1.9, 2.4, 1.8866666666666667)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 160.75)","(2.25, 6.8, 5.4)"
08-01-2023 11:08:37.642108,"(26.0, 230.0, 125.5)","(11.0, 24.0, 15.399999999999999)","(1.9, 2.4, 1.8866666666666667)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 160.75)","(2.25, 6.8, 5.4)"
08-01-2023 11:08:38.590780,"(26.0, 230.0, 125.5)","(11.0, 24.0, 15.399999999999999)","(1.9, 2.4, 1.63875)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 160.75)","(2.25, 6.8, 4.32)"
08-01-2023 11:08:39.525093,"(26.0, 230.0, 125.5)","(11.0, 24.0, 15.399999999999999)","(1.9, 2.4, 1.63875)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 160.75)","(2.25, 6.8, 4.32)"
08-01-2023 11:08:40.428210,"(26.0, 230.0, 125.5)","(11.0, 24.0, 15.299999999999999)","(1.9, 2.4, 1.63875)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 160.75)","(2.25, 6.8, 4.32)"
08-01-2023 11:08:41.360843,"(26.0, 230.0, 125.5)","(11.0, 24.0, 15.299999999999999)","(1.9, 2.4, 1.8925)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 160.75)","(2.25, 6.8, 5.25)"
08-01-2023 11:08:42.263402,"(26.0, 230.0, 125.5)","(11.0, 24.0, 17.0)","(1.9, 2.4, 2.225)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 160.75)","(2.25, 6.8, 5.25)"
08-01-2023 11:08:43.190993,"(26.0, 230.0, 125.5)","(11.0, 24.0, 17.0)","(1.9, 2.38, 1.96)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 160.75)","(2.25, 6.8, 4.36)"
08-01-2023 11:08:44.115886,"(26.0, 230.0, 125.5)","(11.0, 26.0, 14.8)","(1.9, 2.38, 2.24)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 160.75)","(2.25, 6.8, 5.444444444444445)"
08-01-2023 11:08:45.040506,"(26.0, 230.0, 125.5)","(11.0, 26.0, 14.8)","(1.9, 2.38, 2.24)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 160.75)","(2.25, 6.8, 5.444444444444445)"
08-01-2023 11:08:45.952425,"(26.0, 230.0, 125.5)","(11.0, 26.0, 14.8)","(1.9, 2.38, 2.24)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 160.75)","(2.25, 6.8, 5.444444444444445)"
08-01-2023 11:08:46.887578,"(26.0, 230.0, 125.5)","(11.0, 26.0, 14.8)","(1.9, 2.38, 2.24)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(19.0, 190.0, 160.75)","(2.25, 6.8, 5.444444444444445)"
08-01-2023 11:08:47.798094,"(26.0, 230.0, 125.5)","(11.0, 26.0, 14.8)","(1.9, 2.38, 2.29)","(21.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(20.0, 190.0, 160.75)","(2.25, 6.8, 5.275)"
08-01-2023 11:08:48.740583,"(26.0, 230.0, 125.5)","(14.0, 26.0, 14.8)","(1.9, 2.38, 2.29)","(21.0, 230.0, 193.91666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 190.0, 160.75)","(2.25, 6.8, 5.275)"
08-01-2023 11:08:49.645120,"(26.0, 230.0, 125.5)","(14.0, 26.0, 14.8)","(1.9, 2.38, 2.29)","(21.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(20.0, 190.0, 160.75)","(2.25, 6.8, 5.275)"
08-01-2023 11:08:50.579749,"(26.0, 230.0, 125.5)","(14.0, 26.0, 14.8)","(1.9, 2.36, 2.232)","(21.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(20.0, 190.0, 160.75)","(2.25, 6.8, 5.275)"
08-01-2023 11:08:51.478558,"(26.0, 230.0, 125.5)","(14.0, 26.0, 14.8)","(1.9, 2.36, 2.232)","(21.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(20.0, 190.0, 160.75)","(2.25, 6.8, 5.275)"
08-01-2023 11:08:52.425986,"(26.0, 230.0, 125.5)","(14.0, 26.0, 14.8)","(1.9, 2.36, 2.232)","(21.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(20.0, 190.0, 160.75)","(2.25, 6.8, 5.275)"
08-01-2023 11:08:53.326355,"(26.0, 230.0, 125.5)","(14.0, 26.0, 14.8)","(1.9, 2.36, 2.2685714285714287)","(21.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(20.0, 190.0, 160.75)","(2.25, 5.2, 4.958333333333334)"
08-01-2023 11:08:54.240475,"(26.0, 230.0, 125.5)","(14.0, 26.0, 14.8)","(1.9, 2.36, 2.2685714285714287)","(21.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(20.0, 190.0, 160.75)","(2.25, 5.2, 4.958333333333334)"
08-01-2023 11:08:55.152686,"(26.0, 230.0, 125.5)","(14.0, 26.0, 17.0)","(1.9, 2.36, 2.2685714285714287)","(21.0, 230.0, 193.91666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 190.0, 160.5)","(2.25, 5.6, 5.291666666666666)"
08-01-2023 11:08:56.078666,"(26.0, 230.0, 125.5)","(14.0, 24.0, 17.0)","(1.9, 2.36, 2.2685714285714287)","(21.0, 230.0, 193.91666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 190.0, 160.5)","(2.25, 5.6, 5.258333333333333)"
08-01-2023 11:08:57.000290,"(26.0, 230.0, 125.5)","(14.0, 24.0, 17.0)","(1.9, 2.36, 2.2685714285714287)","(21.0, 230.0, 193.91666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 190.0, 160.5)","(2.25, 5.6, 5.258333333333333)"
08-01-2023 11:08:57.948633,"(26.0, 230.0, 125.5)","(14.0, 24.0, 17.0)","(1.9, 2.36, 2.2685714285714287)","(21.0, 230.0, 193.91666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 190.0, 160.5)","(2.25, 5.6, 5.258333333333333)"
08-01-2023 11:08:58.907280,"(26.0, 230.0, 125.5)","(14.0, 24.0, 17.0)","(1.9, 2.36, 2.2685714285714287)","(21.0, 230.0, 193.91666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 190.0, 160.5)","(2.25, 5.6, 5.258333333333333)"
08-01-2023 11:08:59.835274,"(26.0, 230.0, 125.5)","(14.0, 24.0, 17.0)","(1.9, 2.36, 2.2685714285714287)","(21.0, 230.0, 193.91666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 190.0, 160.5)","(2.25, 5.6, 5.258333333333333)"
08-01-2023 11:09:00.749892,"(26.0, 230.0, 125.5)","(14.0, 24.0, 17.0)","(1.9, 2.36, 2.2685714285714287)","(21.0, 230.0, 193.91666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 190.0, 160.5)","(2.25, 5.6, 5.258333333333333)"
08-01-2023 11:09:01.686471,"(26.0, 230.0, 125.5)","(14.0, 24.0, 17.0)","(1.9, 2.36, 2.2685714285714287)","(21.0, 230.0, 193.91666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 190.0, 160.5)","(2.25, 5.6, 5.258333333333333)"
08-01-2023 11:09:02.622382,"(26.0, 230.0, 125.5)","(14.0, 24.0, 17.0)","(1.9, 2.36, 2.2685714285714287)","(21.0, 230.0, 193.91666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 190.0, 29.428571428571427)","(2.25, 5.6, 5.355555555555555)"
08-01-2023 11:09:03.526562,"(26.0, 200.0, 110.5)","(14.0, 25.0, 19.0)","(1.9, 2.2, 1.5858333333333334)","(21.0, 230.0, 193.91666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 36.0, 29.428571428571427)","(2.25, 6.8, 5.355555555555555)"
08-01-2023 11:09:04.562684,"(26.0, 200.0, 110.5)","(14.0, 25.0, 19.0)","(1.9, 2.2, 1.6735714285714287)","(21.0, 230.0, 193.91666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 36.0, 29.428571428571427)","(2.25, 6.8, 4.28)"
08-01-2023 11:09:05.487658,"(26.0, 200.0, 110.5)","(14.0, 25.0, 19.0)","(1.9, 2.2, 1.6735714285714287)","(21.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(20.0, 36.0, 29.857142857142858)","(2.25, 6.8, 4.28)"
08-01-2023 11:09:06.428249,"(26.0, 200.0, 110.5)","(14.0, 25.0, 19.0)","(1.9, 2.18, 1.6760000000000002)","(21.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(20.0, 36.0, 29.857142857142858)","(2.25, 6.8, 4.28)"
08-01-2023 11:09:07.367552,"(26.0, 200.0, 110.5)","(14.0, 25.0, 19.0)","(1.9, 2.18, 1.6760000000000002)","(21.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(20.0, 36.0, 29.857142857142858)","(2.25, 6.8, 4.28)"
08-01-2023 11:09:08.294605,"(26.0, 200.0, 110.5)","(14.0, 25.0, 19.0)","(1.9, 2.18, 1.8911111111111112)","(21.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(20.0, 36.0, 29.857142857142858)","(2.25, 6.8, 4.28)"
08-01-2023 11:09:09.211191,"(26.0, 200.0, 110.5)","(13.0, 25.0, 19.0)","(1.9, 2.18, 1.6680000000000001)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(20.0, 36.0, 29.857142857142858)","(2.3, 6.8, 4.28)"
08-01-2023 11:09:10.136895,"(26.0, 200.0, 110.5)","(13.0, 25.0, 19.0)","(1.9, 2.18, 1.6680000000000001)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(20.0, 36.0, 29.857142857142858)","(2.3, 6.8, 4.28)"
08-01-2023 11:09:11.036339,"(26.0, 200.0, 110.5)","(13.0, 25.0, 19.0)","(1.9, 2.18, 1.6680000000000001)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(20.0, 36.0, 29.857142857142858)","(2.3, 6.8, 4.28)"
08-01-2023 11:09:11.952231,"(26.0, 200.0, 110.5)","(13.0, 25.0, 19.0)","(1.9, 2.18, 1.6680000000000001)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(20.0, 36.0, 29.857142857142858)","(2.3, 6.8, 4.28)"
08-01-2023 11:09:12.855889,"(26.0, 200.0, 110.5)","(13.0, 25.0, 19.0)","(1.9, 2.18, 1.6680000000000001)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(20.0, 36.0, 29.857142857142858)","(2.3, 6.8, 4.28)"
08-01-2023 11:09:13.763965,"(26.0, 200.0, 110.5)","(13.0, 25.0, 19.0)","(1.9, 2.18, 1.9266666666666667)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(20.0, 36.0, 29.857142857142858)","(2.3, 6.8, 4.28)"
08-01-2023 11:09:14.689860,"(26.0, 200.0, 110.5)","(13.0, 25.0, 19.0)","(1.9, 2.18, 1.9266666666666667)","(20.0, 230.0, 194.08333333333331)","(21.0, 230.0, 194.16666666666669)","(20.0, 36.0, 127.41666666666666)","(2.3, 6.8, 4.28)"
08-01-2023 11:09:15.594393,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.9900000000000002)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 4.28)"
08-01-2023 11:09:16.515299,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.9900000000000002)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 4.28)"
08-01-2023 11:09:17.437851,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.74)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.4)"
08-01-2023 11:09:18.355396,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.74)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.4)"
08-01-2023 11:09:19.274059,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.74)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.4)"
08-01-2023 11:09:20.193081,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.74)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.4)"
08-01-2023 11:09:21.132387,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.74)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.4)"
08-01-2023 11:09:22.070697,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.74)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.4)"
08-01-2023 11:09:23.025107,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.74)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.4)"
08-01-2023 11:09:23.953778,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.74)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.4)"
08-01-2023 11:09:24.877849,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.74)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.4)"
08-01-2023 11:09:25.802323,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.74)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.4)"
08-01-2023 11:09:26.715682,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.74)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.4)"
08-01-2023 11:09:27.636549,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.748)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 4.36)"
08-01-2023 11:09:28.563399,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.748)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 4.36)"
08-01-2023 11:09:29.453683,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.748)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 4.36)"
08-01-2023 11:09:30.375525,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.748)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.444444444444445)"
08-01-2023 11:09:31.268255,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.748)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.444444444444445)"
08-01-2023 11:09:32.183726,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.748)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.444444444444445)"
08-01-2023 11:09:33.088554,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.748)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.444444444444445)"
08-01-2023 11:09:34.014783,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.18, 1.748)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.444444444444445)"
08-01-2023 11:09:34.948899,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.14, 1.74)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.444444444444445)"
08-01-2023 11:09:35.886522,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.14, 1.74)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.444444444444445)"
08-01-2023 11:09:36.807658,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.14, 1.74)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.444444444444445)"
08-01-2023 11:09:37.745406,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.14, 1.74)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.444444444444445)"
08-01-2023 11:09:38.675154,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.14, 1.74)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.444444444444445)"
08-01-2023 11:09:39.586429,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.14, 1.74)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.444444444444445)"
08-01-2023 11:09:40.515323,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.14, 1.8760000000000001)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.33333333333334)","(2.3, 6.8, 4.3999999999999995)"
08-01-2023 11:09:41.446936,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.14, 1.975)","(20.0, 230.0, 206.05555555555554)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.33333333333334)","(2.3, 6.8, 4.3999999999999995)"
08-01-2023 11:09:42.363352,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.14, 1.8794736842105264)","(20.0, 230.0, 206.05555555555554)","(21.0, 230.0, 194.16666666666669)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.466666666666667)"
08-01-2023 11:09:43.265728,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.14, 1.9247826086956523)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 187.7)","(20.0, 150.0, 127.41666666666666)","(2.3, 6.8, 5.466666666666667)"
08-01-2023 11:09:44.207363,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.14, 1.9247826086956523)","(20.0, 230.0, 194.16666666666669)","(21.0, 230.0, 187.7)","(20.0, 150.0, 127.33333333333334)","(2.3, 6.8, 5.114285714285714)"
08-01-2023 11:09:45.124538,"(26.0, 210.0, 115.5)","(13.0, 25.0, 15.625)","(1.9, 2.14, 1.9247826086956523)","(20.0, 230.0, 206.05555555555554)","(21.0, 230.0, 187.7)","(20.0, 150.0, 127.33333333333334)","(2.3, 6.8, 5.114285714285714)"
