,Like Segal,Curlins Malibu,Jungle Beast,Santo,Brother Corbin,Trikitraki,Be Onboard
08-01-2023 11:16:46.169147,"(26.0, 230.0, 187.8)","(9.0, 17.0, 14.666666666666668)","(1.3, 1.72, 1.6385714285714286)","(26.0, 110.0, 77.66666666666667)","(18.0, 180.0, 146.6)","(26.0, 230.0, 187.3)","(5.0, 11.0, 7.85)"
08-01-2023 11:16:47.046461,"(26.0, 230.0, 187.8)","(9.0, 17.0, 14.666666666666668)","(1.3, 1.72, 1.6385714285714286)","(26.0, 110.0, 77.66666666666667)","(18.0, 180.0, 146.6)","(26.0, 230.0, 187.3)","(5.0, 11.0, 7.85)"
08-01-2023 11:16:47.928102,"(26.0, 230.0, 187.8)","(9.0, 17.0, 14.666666666666668)","(1.3, 1.72, 1.6385714285714286)","(26.0, 110.0, 77.66666666666667)","(18.0, 180.0, 146.6)","(26.0, 230.0, 187.3)","(5.0, 11.0, 7.85)"
08-01-2023 11:16:48.818517,"(26.0, 230.0, 187.8)","(9.0, 17.0, 14.666666666666668)","(1.3, 1.71, 1.6407692307692308)","(26.0, 110.0, 77.66666666666667)","(18.0, 180.0, 146.6)","(26.0, 230.0, 187.3)","(5.0, 11.0, 7.85)"
08-01-2023 11:16:49.698391,"(26.0, 230.0, 187.8)","(9.0, 17.0, 14.666666666666668)","(1.3, 1.71, 1.6407692307692308)","(26.0, 110.0, 77.66666666666667)","(18.0, 180.0, 146.6)","(26.0, 230.0, 187.3)","(5.0, 11.0, 7.85)"
08-01-2023 11:16:50.596210,"(26.0, 230.0, 187.8)","(9.0, 17.0, 14.666666666666668)","(1.3, 1.71, 1.6457142857142857)","(26.0, 110.0, 77.66666666666667)","(18.0, 180.0, 146.6)","(26.0, 230.0, 208.65)","(5.0, 11.0, 7.85)"
08-01-2023 11:16:51.485650,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.666666666666668)","(1.3, 1.71, 1.5766666666666667)","(26.0, 110.0, 90.6)","(18.0, 180.0, 164.8181818181818)","(26.0, 230.0, 208.65)","(5.0, 11.0, 7.85)"
08-01-2023 11:16:52.376331,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.666666666666668)","(1.3, 1.71, 1.5766666666666667)","(26.0, 110.0, 96.14285714285714)","(18.0, 180.0, 164.8181818181818)","(26.0, 230.0, 208.65)","(5.0, 11.0, 7.85)"
08-01-2023 11:16:53.273237,"(26.0, 230.0, 208.9)","(9.0, 16.0, 12.5)","(1.3, 1.71, 1.5766666666666667)","(26.0, 110.0, 96.14285714285714)","(18.0, 180.0, 164.8181818181818)","(26.0, 230.0, 208.65)","(5.0, 11.0, 7.85)"
08-01-2023 11:16:54.158210,"(26.0, 230.0, 208.9)","(9.0, 16.0, 12.5)","(1.3, 1.71, 1.5766666666666667)","(26.0, 110.0, 96.14285714285714)","(18.0, 180.0, 164.8181818181818)","(26.0, 230.0, 208.65)","(5.0, 11.0, 10.379999999999999)"
08-01-2023 11:16:55.067922,"(26.0, 230.0, 208.9)","(9.0, 16.0, 12.5)","(1.3, 1.71, 1.5766666666666667)","(26.0, 110.0, 96.14285714285714)","(18.0, 180.0, 164.8181818181818)","(26.0, 230.0, 208.65)","(5.0, 11.0, 10.379999999999999)"
08-01-2023 11:16:55.950245,"(26.0, 230.0, 208.9)","(9.0, 16.0, 12.5)","(1.3, 1.71, 1.5766666666666667)","(26.0, 110.0, 96.14285714285714)","(18.0, 180.0, 164.8181818181818)","(26.0, 230.0, 208.65)","(5.0, 11.0, 10.379999999999999)"
08-01-2023 11:16:56.827749,"(26.0, 230.0, 208.9)","(9.0, 16.0, 12.5)","(1.3, 1.71, 1.5766666666666667)","(26.0, 110.0, 96.14285714285714)","(18.0, 180.0, 164.8181818181818)","(26.0, 230.0, 208.65)","(5.0, 11.0, 10.379999999999999)"
08-01-2023 11:16:57.708558,"(26.0, 230.0, 208.9)","(9.0, 16.0, 12.5)","(1.3, 1.71, 1.5766666666666667)","(26.0, 110.0, 96.14285714285714)","(18.0, 180.0, 164.8181818181818)","(26.0, 230.0, 208.65)","(5.0, 11.0, 7.95)"
08-01-2023 11:16:58.601948,"(26.0, 230.0, 208.9)","(9.0, 16.0, 12.5)","(1.3, 1.71, 1.63)","(26.0, 110.0, 96.14285714285714)","(18.0, 180.0, 164.8181818181818)","(26.0, 230.0, 208.65)","(5.0, 11.0, 7.95)"
08-01-2023 11:16:59.475777,"(26.0, 230.0, 208.9)","(9.0, 16.0, 12.5)","(1.3, 1.71, 1.63)","(26.0, 110.0, 96.14285714285714)","(18.0, 180.0, 164.8181818181818)","(26.0, 230.0, 208.65)","(5.0, 11.0, 7.95)"
08-01-2023 11:17:00.362635,"(26.0, 230.0, 208.9)","(9.0, 16.0, 12.5)","(1.3, 1.71, 1.63)","(26.0, 110.0, 96.14285714285714)","(18.0, 180.0, 164.8181818181818)","(26.0, 230.0, 208.65)","(5.0, 11.0, 10.483333333333334)"
08-01-2023 11:17:01.286632,"(26.0, 230.0, 208.9)","(9.0, 16.0, 12.5)","(1.3, 1.71, 1.63)","(26.0, 110.0, 96.14285714285714)","(18.0, 180.0, 164.8181818181818)","(26.0, 230.0, 208.65)","(5.0, 11.0, 10.483333333333334)"
08-01-2023 11:17:02.189330,"(26.0, 230.0, 208.9)","(9.0, 16.0, 12.5)","(1.3, 1.71, 1.6484615384615384)","(26.0, 110.0, 96.14285714285714)","(18.0, 180.0, 164.8181818181818)","(26.0, 230.0, 208.65)","(5.0, 11.0, 5.577777777777778)"
08-01-2023 11:17:03.096959,"(26.0, 230.0, 208.9)","(9.0, 16.0, 12.5)","(1.3, 1.71, 1.6484615384615384)","(26.0, 110.0, 96.14285714285714)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 11.0, 7.441666666666666)"
08-01-2023 11:17:03.979660,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.6)","(1.3, 1.71, 1.6484615384615384)","(26.0, 110.0, 96.14285714285714)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 11.0, 7.441666666666666)"
08-01-2023 11:17:04.872698,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.6)","(1.3, 1.71, 1.6484615384615384)","(26.0, 110.0, 96.14285714285714)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 11.0, 7.5)"
08-01-2023 11:17:05.757761,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.6)","(1.3, 1.71, 1.6484615384615384)","(26.0, 110.0, 96.14285714285714)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 11.0, 7.85)"
08-01-2023 11:17:06.662455,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.6)","(1.3, 1.71, 1.6484615384615384)","(26.0, 110.0, 96.14285714285714)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 7.85)"
08-01-2023 11:17:07.549705,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.6)","(1.3, 1.71, 1.6484615384615384)","(26.0, 110.0, 96.14285714285714)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.96)"
08-01-2023 11:17:08.460128,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.6)","(1.3, 1.71, 1.6484615384615384)","(26.0, 110.0, 96.14285714285714)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.96)"
08-01-2023 11:17:09.341738,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.6)","(1.3, 1.71, 1.6484615384615384)","(26.0, 110.0, 96.14285714285714)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.96)"
08-01-2023 11:17:10.244004,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.6)","(1.3, 1.71, 1.6484615384615384)","(26.0, 110.0, 96.14285714285714)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.175)"
08-01-2023 11:17:11.133137,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.6)","(1.3, 1.71, 1.6484615384615384)","(26.0, 110.0, 77.66666666666667)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.175)"
08-01-2023 11:17:12.034267,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.6)","(1.3, 1.71, 1.6484615384615384)","(26.0, 110.0, 77.66666666666667)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.175)"
08-01-2023 11:17:12.910369,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.6)","(1.3, 1.71, 1.6484615384615384)","(26.0, 110.0, 77.66666666666667)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.633333333333333)"
08-01-2023 11:17:13.789521,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.6)","(1.3, 1.71, 1.6484615384615384)","(26.0, 110.0, 77.66666666666667)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.633333333333333)"
08-01-2023 11:17:14.699705,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.6)","(1.3, 1.71, 1.6484615384615384)","(26.0, 110.0, 77.66666666666667)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.633333333333333)"
08-01-2023 11:17:15.581273,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.6)","(1.3, 1.71, 1.6854098360655738)","(26.0, 110.0, 77.66666666666667)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.633333333333333)"
08-01-2023 11:17:16.464591,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.6)","(1.3, 1.71, 1.6854098360655738)","(26.0, 110.0, 77.66666666666667)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.633333333333333)"
08-01-2023 11:17:17.351683,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.6)","(1.3, 1.71, 1.6854098360655738)","(26.0, 110.0, 77.66666666666667)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.633333333333333)"
08-01-2023 11:17:18.242302,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.6)","(1.3, 1.71, 1.645)","(26.0, 110.0, 77.66666666666667)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.633333333333333)"
08-01-2023 11:17:19.140115,"(26.0, 230.0, 208.9)","(9.0, 17.0, 14.6)","(1.3, 1.71, 1.6265217391304347)","(26.0, 110.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.48)"
08-01-2023 11:17:20.042377,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6265217391304347)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.48)"
08-01-2023 11:17:20.929174,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6265217391304347)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.48)"
08-01-2023 11:17:21.845729,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6265217391304347)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.48)"
08-01-2023 11:17:22.732813,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6265217391304347)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.48)"
08-01-2023 11:17:23.634266,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.666666666666668)"
08-01-2023 11:17:24.522650,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.666666666666668)"
08-01-2023 11:17:25.435396,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.666666666666668)"
08-01-2023 11:17:26.314175,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.666666666666668)"
08-01-2023 11:17:27.196501,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.666666666666668)"
08-01-2023 11:17:28.080105,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.666666666666668)"
08-01-2023 11:17:28.952631,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.666666666666668)"
08-01-2023 11:17:29.831679,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.666666666666668)"
08-01-2023 11:17:30.725362,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.666666666666668)"
08-01-2023 11:17:31.603797,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.666666666666668)"
08-01-2023 11:17:32.577300,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.666666666666668)"
08-01-2023 11:17:33.691720,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.666666666666668)"
08-01-2023 11:17:34.707259,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.52)"
08-01-2023 11:17:35.602883,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.52)"
08-01-2023 11:17:36.516774,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.52)"
08-01-2023 11:17:37.444722,"(26.0, 230.0, 208.9)","(9.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(26.0, 100.0, 71.0)","(18.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 9.52)"
08-01-2023 11:17:38.351620,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 9.52)"
08-01-2023 11:17:39.259918,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 9.52)"
08-01-2023 11:17:40.227006,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.71, 1.6361538461538463)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 9.52)"
08-01-2023 11:17:41.144668,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.7, 1.6478947368421053)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 9.52)"
08-01-2023 11:17:42.088442,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.7, 1.6478947368421053)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 9.52)"
08-01-2023 11:17:43.047953,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.7, 1.6478947368421053)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 9.52)"
08-01-2023 11:17:44.002349,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.7, 1.6644444444444444)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 9.52)"
08-01-2023 11:17:44.894838,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.74, 1.6339473684210528)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 9.52)"
08-01-2023 11:17:45.839531,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.74, 1.6339473684210528)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 9.52)"
08-01-2023 11:17:46.749306,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.74, 1.6339473684210528)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 9.52)"
08-01-2023 11:17:47.667192,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.73, 1.6465217391304348)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 9.52)"
08-01-2023 11:17:48.553381,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.73, 1.6465217391304348)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 7.85)"
08-01-2023 11:17:49.480361,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.73, 1.6465217391304348)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 7.85)"
08-01-2023 11:17:50.380120,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.73, 1.6465217391304348)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 7.85)"
08-01-2023 11:17:51.307290,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.73, 1.6465217391304348)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 7.85)"
08-01-2023 11:17:52.212626,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.73, 1.68)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 7.85)"
08-01-2023 11:17:53.150385,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.73, 1.68)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 7.85)"
08-01-2023 11:17:54.076284,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.73, 1.68)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 7.85)"
08-01-2023 11:17:55.002963,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.73, 1.675)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 7.85)"
08-01-2023 11:17:55.895708,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.3, 1.72, 1.648)","(31.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(31.0, 230.0, 208.65)","(5.5, 10.5, 7.85)"
08-01-2023 11:17:56.788055,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.35, 1.72, 1.648)","(26.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.5, 10.5, 7.85)"
08-01-2023 11:17:57.698352,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.35, 1.72, 1.648)","(26.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.5, 10.5, 7.85)"
08-01-2023 11:17:58.629085,"(26.0, 230.0, 188.4)","(10.0, 16.5, 14.3)","(1.35, 1.72, 1.648)","(26.0, 100.0, 71.0)","(17.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.5, 10.5, 7.85)"
08-01-2023 11:17:59.544867,"(26.0, 230.0, 188.4)","(9.0, 16.5, 14.3)","(1.35, 1.74, 1.6483333333333332)","(26.0, 100.0, 71.0)","(16.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 7.85)"
08-01-2023 11:18:00.440736,"(26.0, 230.0, 188.4)","(9.0, 16.5, 14.3)","(1.35, 1.74, 1.69)","(26.0, 100.0, 71.0)","(16.0, 150.0, 137.54545454545456)","(26.0, 230.0, 208.65)","(5.0, 10.5, 7.85)"
08-01-2023 11:18:01.360744,"(26.0, 230.0, 188.4)","(9.0, 16.5, 14.3)","(1.35, 1.74, 1.69)","(26.0, 100.0, 71.0)","(16.0, 150.0, 127.16666666666666)","(26.0, 230.0, 208.65)","(5.0, 10.5, 7.85)"
08-01-2023 11:18:02.245317,"(26.0, 230.0, 97.63636363636364)","(9.0, 16.5, 14.3)","(1.35, 1.75, 1.68125)","(26.0, 100.0, 71.0)","(16.0, 36.0, 32.16666666666667)","(26.0, 230.0, 208.65)","(5.0, 10.5, 7.85)"
08-01-2023 11:18:03.137015,"(26.0, 230.0, 97.63636363636364)","(9.0, 16.5, 14.3)","(1.35, 1.75, 1.68125)","(26.0, 100.0, 71.0)","(16.0, 36.0, 32.16666666666667)","(26.0, 230.0, 181.65)","(5.0, 10.5, 7.85)"
08-01-2023 11:18:04.038266,"(26.0, 220.0, 180.4)","(9.0, 16.5, 14.3)","(1.35, 1.75, 1.68125)","(26.0, 100.0, 71.0)","(16.0, 36.0, 32.16666666666667)","(26.0, 200.0, 181.65)","(5.0, 10.5, 7.85)"
08-01-2023 11:18:04.918676,"(26.0, 220.0, 180.4)","(9.0, 16.5, 14.3)","(1.35, 1.75, 1.68125)","(26.0, 100.0, 71.0)","(16.0, 36.0, 32.16666666666667)","(26.0, 200.0, 181.65)","(5.0, 10.5, 7.85)"
08-01-2023 11:18:06.029402,"(26.0, 220.0, 180.4)","(9.0, 16.5, 14.3)","(1.35, 1.75, 1.68125)","(26.0, 100.0, 71.0)","(16.0, 36.0, 32.16666666666667)","(26.0, 200.0, 181.65)","(5.0, 10.5, 7.85)"
08-01-2023 11:18:07.318601,"(26.0, 220.0, 180.4)","(9.0, 16.5, 14.3)","(1.35, 1.75, 1.6642857142857141)","(26.0, 100.0, 71.0)","(16.0, 36.0, 30.5)","(26.0, 200.0, 163.3)","(5.0, 10.5, 7.85)"
08-01-2023 11:18:08.473139,"(26.0, 220.0, 180.4)","(9.0, 16.5, 14.666666666666666)","(1.35, 1.75, 1.6642857142857141)","(26.0, 100.0, 71.0)","(16.0, 34.0, 30.5)","(26.0, 200.0, 155.3)","(5.0, 10.5, 7.85)"
08-01-2023 11:18:09.540829,"(26.0, 210.0, 172.4)","(9.0, 16.5, 13.75)","(1.35, 1.75, 1.6642857142857141)","(26.0, 100.0, 71.0)","(16.0, 34.0, 30.5)","(26.0, 190.0, 155.3)","(5.0, 10.5, 7.85)"
08-01-2023 11:18:10.508133,"(26.0, 210.0, 172.4)","(9.0, 16.5, 13.75)","(1.35, 1.75, 1.6642857142857141)","(26.0, 100.0, 71.0)","(16.0, 34.0, 30.5)","(26.0, 190.0, 155.3)","(5.0, 10.5, 7.85)"
08-01-2023 11:18:11.449381,"(26.0, 210.0, 172.4)","(9.0, 16.5, 13.75)","(1.35, 1.74, 1.66)","(26.0, 100.0, 71.0)","(16.0, 34.0, 155.0)","(26.0, 190.0, 119.71428571428571)","(5.0, 10.5, 6.6000000000000005)"
08-01-2023 11:18:12.373847,"(26.0, 220.0, 180.4)","(9.0, 16.5, 13.75)","(1.35, 1.74, 1.66)","(26.0, 100.0, 75.33333333333334)","(16.0, 190.0, 155.0)","(26.0, 190.0, 119.71428571428571)","(5.0, 9.4, 6.6000000000000005)"
08-01-2023 11:18:13.278856,"(26.0, 220.0, 180.4)","(9.0, 16.5, 13.75)","(1.35, 1.74, 1.66)","(26.0, 100.0, 75.33333333333334)","(16.0, 190.0, 155.0)","(26.0, 190.0, 119.71428571428571)","(5.0, 9.4, 7.300000000000001)"
08-01-2023 11:18:14.177665,"(26.0, 230.0, 140.85714285714286)","(9.0, 16.5, 13.75)","(1.35, 1.74, 1.694705882352941)","(26.0, 100.0, 75.33333333333334)","(16.0, 190.0, 155.0)","(26.0, 190.0, 119.71428571428571)","(5.0, 9.4, 7.300000000000001)"
08-01-2023 11:18:15.068758,"(26.0, 230.0, 140.85714285714286)","(9.0, 16.5, 13.75)","(1.35, 1.74, 1.694705882352941)","(26.0, 100.0, 75.33333333333334)","(16.0, 190.0, 155.0)","(26.0, 190.0, 119.71428571428571)","(5.0, 9.4, 7.300000000000001)"
