,Oovii,Dragons Snip,Mishani Promise,Mishani Twilight,Mishani Tycoon,Mishani Valour,Leibert Lass,Mishani Diamond,Paris Art
06-01-2023 12:16:02.973514,"(2.5, 2.82, 2.7624)","(4.8, 5.4, 5.322105263157895)","(31.0, 120.0, 93.33333333333333)","(4.6, 5.7, 5.6152173913043475)","(9.0, 15.0, 14.454545454545455)","(21.0, 55.0, 44.6)","(7.5, 8.4, 8.142222222222223)","(31.0, 60.0, 58.63636363636363)","(15.0, 40.0, 37.0)"
06-01-2023 12:16:04.128269,"(2.5, 2.82, 2.7624)","(4.8, 5.4, 5.322105263157895)","(31.0, 120.0, 93.33333333333333)","(4.6, 5.7, 5.6152173913043475)","(9.0, 15.0, 14.454545454545455)","(21.0, 55.0, 44.6)","(7.5, 8.4, 8.103225806451613)","(31.0, 60.0, 58.63636363636363)","(15.0, 40.0, 37.0)"
06-01-2023 12:16:05.327789,"(2.5, 2.82, 2.795064935064935)","(4.8, 5.4, 5.322105263157895)","(31.0, 120.0, 93.33333333333333)","(4.6, 5.7, 5.6152173913043475)","(9.0, 14.5, 13.9375)","(21.0, 48.0, 43.5)","(7.5, 8.2, 8.103225806451613)","(31.0, 60.0, 58.63636363636363)","(15.0, 40.0, 37.0)"
06-01-2023 12:16:06.596465,"(2.5, 2.82, 2.793333333333333)","(4.8, 5.4, 5.322105263157895)","(31.0, 120.0, 93.33333333333333)","(4.6, 5.7, 5.6152173913043475)","(9.0, 14.5, 13.9375)","(21.0, 48.0, 43.5)","(7.5, 8.2, 8.103225806451613)","(31.0, 60.0, 58.63636363636363)","(15.0, 40.0, 37.0)"
06-01-2023 12:16:07.770452,"(2.5, 2.82, 2.793333333333333)","(4.8, 5.4, 5.322105263157895)","(31.0, 120.0, 93.33333333333333)","(4.6, 5.7, 5.6152173913043475)","(9.0, 14.5, 13.807692307692308)","(21.0, 48.0, 43.5)","(7.5, 8.2, 8.103225806451613)","(31.0, 60.0, 58.63636363636363)","(15.0, 40.0, 37.0)"
06-01-2023 12:16:08.935515,"(2.5, 2.82, 2.793333333333333)","(4.8, 5.4, 5.322105263157895)","(31.0, 120.0, 93.33333333333333)","(4.6, 5.7, 5.6152173913043475)","(9.0, 14.5, 13.807692307692308)","(21.0, 48.0, 43.5)","(7.5, 8.2, 8.103225806451613)","(31.0, 60.0, 58.63636363636363)","(15.0, 40.0, 37.0)"
06-01-2023 12:16:10.279102,"(2.5, 2.82, 2.793333333333333)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 93.33333333333333)","(4.6, 5.7, 5.622)","(9.0, 14.5, 13.807692307692308)","(21.0, 48.0, 43.5)","(7.5, 8.2, 8.103225806451613)","(31.0, 60.0, 58.63636363636363)","(15.0, 40.0, 37.0)"
06-01-2023 12:16:11.634573,"(2.5, 2.8, 2.780253164556962)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 93.33333333333333)","(4.6, 5.7, 5.622)","(9.0, 14.5, 13.807692307692308)","(21.0, 48.0, 43.5)","(7.5, 8.2, 8.103225806451613)","(31.0, 60.0, 58.63636363636363)","(15.0, 40.0, 37.0)"
06-01-2023 12:16:12.740912,"(2.5, 2.8, 2.780253164556962)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 93.33333333333333)","(4.6, 5.7, 5.622)","(9.0, 14.5, 13.807692307692308)","(21.0, 48.0, 43.5)","(7.5, 8.2, 8.103225806451613)","(31.0, 60.0, 58.63636363636363)","(15.0, 40.0, 37.0)"
06-01-2023 12:16:13.890607,"(2.5, 2.8, 2.780253164556962)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 85.0)","(4.6, 5.7, 5.622)","(9.0, 14.5, 14.371428571428572)","(21.0, 48.0, 43.5)","(7.5, 8.2, 8.309090909090909)","(31.0, 60.0, 58.63636363636363)","(15.0, 40.0, 37.0)"
06-01-2023 12:16:15.040674,"(2.5, 2.8, 2.780253164556962)","(4.8, 5.4, 5.31958762886598)","(31.0, 110.0, 90.0)","(4.6, 5.7, 5.622)","(9.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.4, 8.270967741935484)","(31.0, 60.0, 58.63636363636363)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:16.166756,"(2.5, 2.74, 2.7229508196721315)","(4.8, 5.4, 5.31958762886598)","(31.0, 110.0, 93.33333333333333)","(4.6, 5.7, 5.625)","(9.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.4, 8.275862068965518)","(31.0, 60.0, 58.63636363636363)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:17.399300,"(2.5, 2.74, 2.719607843137255)","(4.8, 5.4, 5.322105263157895)","(31.0, 120.0, 88.0)","(4.6, 5.7, 5.625)","(9.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.4, 8.275862068965518)","(31.0, 60.0, 58.63636363636363)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:18.587053,"(2.5, 2.74, 2.703529411764706)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 88.0)","(4.6, 5.7, 5.625)","(9.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.4, 8.275862068965518)","(31.0, 60.0, 58.63636363636363)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:19.890550,"(2.5, 2.74, 2.703529411764706)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 88.0)","(4.6, 5.7, 5.625)","(9.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.4, 8.193442622950819)","(31.0, 60.0, 58.84615384615385)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:21.070502,"(2.5, 2.74, 2.703529411764706)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 88.0)","(4.6, 5.7, 5.625)","(9.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.4, 8.193442622950819)","(31.0, 60.0, 58.84615384615385)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:22.326736,"(2.5, 2.74, 2.703529411764706)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 88.0)","(4.6, 5.7, 5.625)","(9.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.4, 8.193442622950819)","(31.0, 60.0, 58.84615384615385)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:23.581094,"(2.5, 2.74, 2.703529411764706)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 88.0)","(4.6, 5.7, 5.625)","(9.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.4, 8.193442622950819)","(31.0, 60.0, 58.84615384615385)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:24.825214,"(2.5, 2.7, 2.6831578947368424)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 88.0)","(4.6, 5.7, 5.625)","(9.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.4, 8.172972972972973)","(31.0, 60.0, 58.84615384615385)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:26.032132,"(2.5, 2.7, 2.6622641509433964)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 88.0)","(4.6, 5.7, 5.625)","(9.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.4, 8.225)","(31.0, 60.0, 58.5)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:27.213169,"(2.5, 2.7, 2.6622641509433964)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 88.0)","(4.6, 5.7, 5.625)","(9.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.4, 8.3375)","(31.0, 60.0, 58.5)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:28.455074,"(2.5, 2.7, 2.6622641509433964)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 88.0)","(4.6, 5.7, 5.625)","(9.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.4, 8.4125)","(31.0, 60.0, 58.5)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:29.605025,"(2.5, 2.7, 2.6622641509433964)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 93.33333333333333)","(4.6, 5.7, 5.625)","(9.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.6, 8.453061224489796)","(31.0, 60.0, 58.5)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:30.725102,"(2.5, 2.7, 2.6622641509433964)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 93.33333333333333)","(4.6, 5.7, 5.625)","(9.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.6, 8.453061224489796)","(31.0, 60.0, 57.0)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:32.000199,"(2.5, 2.7, 2.6622641509433964)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 93.33333333333333)","(4.6, 5.7, 5.625)","(10.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.6, 8.453061224489796)","(31.0, 60.0, 57.0)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:33.135265,"(2.5, 2.7, 2.6622641509433964)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 93.33333333333333)","(4.6, 5.7, 5.625)","(10.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.6, 8.453061224489796)","(31.0, 60.0, 57.0)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:34.307843,"(2.5, 2.7, 2.6622641509433964)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 93.33333333333333)","(4.6, 5.7, 5.625)","(10.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.6, 8.408)","(31.0, 60.0, 57.0)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:35.527833,"(2.5, 2.7, 2.6622641509433964)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 93.33333333333333)","(4.6, 5.7, 5.625)","(10.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.6, 8.408)","(31.0, 60.0, 57.0)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:36.799764,"(2.5, 2.7, 2.6622641509433964)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 93.33333333333333)","(4.6, 5.7, 5.625)","(10.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.6, 8.408)","(31.0, 60.0, 57.0)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:38.000179,"(2.5, 2.7, 2.6622641509433964)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 93.33333333333333)","(4.6, 5.7, 5.625)","(10.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.6, 8.408)","(31.0, 60.0, 57.0)","(15.0, 40.0, 38.0)"
06-01-2023 12:16:39.155907,"(2.5, 2.7, 2.6622641509433964)","(4.8, 5.4, 5.31958762886598)","(31.0, 120.0, 93.33333333333333)","(4.6, 5.7, 5.625)","(10.0, 14.5, 14.304347826086957)","(21.0, 48.0, 43.5)","(7.5, 8.6, 8.740540540540541)","(31.0, 60.0, 57.857142857142854)","(15.0, 40.0, 38.5)"
06-01-2023 12:16:40.362586,"(2.5, 2.7, 2.6746835443037975)","(4.8, 5.2, 5.178350515463918)","(31.0, 120.0, 104.0)","(4.6, 5.7, 5.646268656716418)","(10.0, 14.5, 14.363636363636363)","(21.0, 48.0, 44.72727272727273)","(7.5, 9.0, 8.780000000000001)","(31.0, 60.0, 57.857142857142854)","(15.0, 40.0, 38.5)"
06-01-2023 12:16:41.553692,"(2.5, 2.7, 2.6746835443037975)","(4.8, 5.2, 5.171590909090909)","(31.0, 120.0, 104.0)","(4.6, 5.7, 5.646268656716418)","(10.0, 14.5, 14.363636363636363)","(21.0, 48.0, 44.72727272727273)","(7.5, 8.8, 8.775)","(31.0, 60.0, 57.857142857142854)","(15.0, 40.0, 38.5)"
06-01-2023 12:16:42.736939,"(2.5, 2.7, 2.6746835443037975)","(4.8, 5.2, 5.167469879518072)","(31.0, 120.0, 97.14285714285714)","(4.6, 5.7, 5.697222222222222)","(10.0, 14.5, 14.363636363636363)","(21.0, 48.0, 44.72727272727273)","(7.5, 8.8, 8.775)","(31.0, 60.0, 57.857142857142854)","(15.0, 40.0, 38.5)"
06-01-2023 12:16:43.945713,"(2.5, 2.7, 2.6746835443037975)","(4.8, 5.2, 5.167469879518072)","(31.0, 120.0, 97.14285714285714)","(4.6, 5.7, 5.697222222222222)","(10.0, 14.5, 14.363636363636363)","(21.0, 48.0, 44.72727272727273)","(7.5, 8.8, 8.742857142857144)","(31.0, 60.0, 57.857142857142854)","(15.0, 40.0, 38.5)"
06-01-2023 12:16:45.123308,"(2.5, 2.7, 2.6708029197080294)","(4.8, 5.2, 5.167469879518072)","(31.0, 120.0, 100.0)","(4.6, 5.8, 5.68641975308642)","(10.0, 14.5, 14.363636363636363)","(21.0, 48.0, 44.72727272727273)","(7.5, 8.8, 8.717647058823529)","(31.0, 60.0, 57.857142857142854)","(15.0, 40.0, 38.5)"
06-01-2023 12:16:46.388595,"(2.5, 2.7, 2.6721951219512197)","(4.8, 5.2, 5.1635593220338984)","(31.0, 120.0, 100.0)","(4.6, 5.8, 5.698305084745763)","(10.0, 14.5, 15.015625)","(21.0, 48.0, 44.72727272727273)","(7.5, 9.0, 8.717647058823529)","(31.0, 60.0, 57.857142857142854)","(15.0, 40.0, 38.5)"
06-01-2023 12:16:47.575790,"(2.5, 2.68, 2.6750000000000003)","(4.8, 5.2, 5.143421052631579)","(31.0, 120.0, 80.0)","(4.6, 5.8, 5.698305084745763)","(10.0, 16.0, 15.015625)","(21.0, 48.0, 48.5)","(7.5, 9.0, 8.717647058823529)","(31.0, 60.0, 57.857142857142854)","(15.0, 40.0, 38.5)"
06-01-2023 12:16:48.829666,"(2.5, 2.68, 2.673658536585366)","(4.8, 5.2, 5.133846153846154)","(31.0, 120.0, 80.0)","(4.6, 5.8, 5.698305084745763)","(10.0, 16.0, 15.16)","(21.0, 55.0, 47.0)","(7.5, 9.0, 8.717647058823529)","(31.0, 60.0, 57.857142857142854)","(15.0, 40.0, 38.5)"
06-01-2023 12:16:50.128618,"(2.5, 2.68, 2.673658536585366)","(4.8, 5.2, 5.133846153846154)","(31.0, 120.0, 80.0)","(4.6, 5.8, 5.698305084745763)","(10.0, 16.0, 15.3)","(21.0, 55.0, 47.0)","(7.5, 9.0, 8.717647058823529)","(31.0, 60.0, 58.75)","(15.0, 40.0, 38.5)"
06-01-2023 12:16:51.271505,"(2.5, 2.68, 2.673658536585366)","(4.8, 5.2, 5.158653846153846)","(31.0, 120.0, 80.0)","(4.6, 5.8, 5.698305084745763)","(10.0, 16.0, 15.38888888888889)","(21.0, 55.0, 50.125)","(7.5, 9.0, 8.717647058823529)","(31.0, 60.0, 58.75)","(15.0, 40.0, 38.5)"
06-01-2023 12:16:52.428293,"(2.5, 2.68, 2.673658536585366)","(4.8, 5.2, 5.158653846153846)","(31.0, 120.0, 80.0)","(4.6, 5.8, 5.698305084745763)","(10.0, 16.0, 15.3)","(21.0, 55.0, 50.125)","(7.5, 9.0, 8.717647058823529)","(31.0, 60.0, 58.75)","(15.0, 40.0, 39.14285714285714)"
06-01-2023 12:16:53.565257,"(2.5, 2.68, 2.6690909090909094)","(4.8, 5.2, 5.158653846153846)","(31.0, 120.0, 80.0)","(4.6, 5.8, 5.698305084745763)","(10.0, 16.0, 15.3)","(21.0, 55.0, 50.125)","(7.5, 9.0, 8.717647058823529)","(31.0, 60.0, 58.75)","(15.0, 40.0, 39.14285714285714)"
06-01-2023 12:16:54.747632,"(2.5, 2.68, 2.6690909090909094)","(4.8, 5.2, 5.158653846153846)","(31.0, 120.0, 80.0)","(4.6, 5.8, 5.698305084745763)","(10.0, 16.0, 15.45)","(21.0, 55.0, 50.125)","(7.5, 9.0, 8.717647058823529)","(31.0, 60.0, 58.5)","(15.0, 40.0, 39.14285714285714)"
06-01-2023 12:16:56.002519,"(2.5, 2.7, 2.6667175572519084)","(4.8, 5.2, 5.159803921568628)","(31.0, 120.0, 80.0)","(4.6, 5.8, 5.698305084745763)","(10.0, 16.0, 15.45)","(21.0, 55.0, 50.125)","(7.5, 9.0, 8.717647058823529)","(31.0, 60.0, 58.5)","(15.0, 40.0, 39.14285714285714)"
06-01-2023 12:16:57.342191,"(2.5, 2.7, 2.6667175572519084)","(4.8, 5.2, 5.16421052631579)","(31.0, 100.0, 80.0)","(4.6, 5.8, 5.698305084745763)","(10.0, 16.0, 15.363636363636363)","(21.0, 55.0, 50.125)","(7.5, 9.0, 8.717647058823529)","(31.0, 60.0, 58.5)","(15.0, 40.0, 39.14285714285714)"
06-01-2023 12:16:58.649084,"(2.5, 2.7, 2.6667175572519084)","(4.8, 5.2, 5.16421052631579)","(31.0, 100.0, 80.0)","(4.6, 5.8, 5.698305084745763)","(10.0, 16.0, 15.363636363636363)","(21.0, 55.0, 50.125)","(7.5, 9.0, 8.717647058823529)","(31.0, 60.0, 57.0)","(15.0, 40.0, 39.14285714285714)"
06-01-2023 12:17:00.208202,"(2.5, 2.7, 2.6725714285714286)","(4.8, 5.2, 5.137037037037037)","(31.0, 100.0, 80.0)","(4.6, 5.8, 5.71044776119403)","(10.0, 16.0, 15.45)","(21.0, 55.0, 50.125)","(7.5, 9.0, 8.717647058823529)","(31.0, 60.0, 57.0)","(15.0, 40.0, 39.14285714285714)"
06-01-2023 12:17:01.649333,"(2.5, 2.68, 2.6725714285714286)","(4.8, 5.2, 5.074626865671642)","(31.0, 100.0, 75.0)","(4.6, 5.8, 5.725925925925926)","(10.0, 16.0, 15.363636363636363)","(21.0, 55.0, 50.125)","(7.5, 9.0, 8.717647058823529)","(31.0, 60.0, 57.0)","(15.0, 40.0, 39.53846153846154)"
06-01-2023 12:17:03.130124,"(2.5, 2.7, 2.6247058823529414)","(4.8, 5.2, 5.074626865671642)","(31.0, 100.0, 80.0)","(4.6, 5.8, 5.7328125)","(10.0, 16.0, 15.45)","(21.0, 55.0, 50.125)","(7.5, 9.0, 8.903703703703703)","(31.0, 60.0, 57.0)","(15.0, 40.0, 39.53846153846154)"
06-01-2023 12:17:04.370938,"(2.5, 2.64, 2.6247058823529414)","(4.8, 5.2, 5.074626865671642)","(31.0, 100.0, 80.0)","(4.6, 5.8, 5.72)","(10.0, 16.0, 15.66326530612245)","(21.0, 55.0, 53.6)","(7.5, 9.2, 8.692753623188405)","(31.0, 60.0, 58.333333333333336)","(15.0, 40.0, 39.77777777777778)"
06-01-2023 12:17:05.690478,"(2.5, 2.66, 2.6490909090909094)","(4.8, 5.1, 5.073214285714285)","(31.0, 120.0, 115.625)","(4.6, 5.8, 5.722935779816514)","(10.0, 16.0, 15.66326530612245)","(21.0, 55.0, 53.6)","(7.5, 8.8, 8.662962962962963)","(31.0, 60.0, 59.285714285714285)","(15.0, 40.0, 39.80952380952381)"
06-01-2023 12:17:07.020448,"(2.5, 2.66, 2.6490909090909094)","(4.8, 5.1, 5.073214285714285)","(31.0, 120.0, 115.625)","(4.6, 5.8, 5.719230769230769)","(10.0, 16.0, 15.596153846153847)","(21.0, 55.0, 53.6)","(7.5, 8.8, 8.662962962962963)","(31.0, 60.0, 59.285714285714285)","(15.0, 40.0, 42.4)"
06-01-2023 12:17:08.473373,"(2.5, 2.66, 2.6490909090909094)","(4.8, 5.1, 5.073214285714285)","(31.0, 120.0, 115.625)","(4.6, 5.8, 5.719230769230769)","(10.0, 16.0, 15.596153846153847)","(21.0, 55.0, 53.6)","(7.5, 8.8, 8.662962962962963)","(31.0, 60.0, 59.285714285714285)","(15.0, 44.0, 42.4)"
06-01-2023 12:17:09.823253,"(2.5, 2.66, 2.6490909090909094)","(4.8, 5.1, 5.073214285714285)","(31.0, 120.0, 115.625)","(4.6, 5.8, 5.719230769230769)","(10.0, 16.0, 15.596153846153847)","(21.0, 55.0, 53.6)","(7.5, 8.8, 8.662962962962963)","(31.0, 60.0, 59.285714285714285)","(15.0, 44.0, 42.4)"
06-01-2023 12:17:11.285059,"(2.5, 2.66, 2.6490909090909094)","(4.8, 5.1, 5.073214285714285)","(31.0, 120.0, 115.625)","(4.6, 5.8, 5.719230769230769)","(10.0, 16.0, 15.596153846153847)","(21.0, 55.0, 53.6)","(7.5, 8.8, 8.662962962962963)","(31.0, 60.0, 59.285714285714285)","(15.0, 44.0, 42.4)"
06-01-2023 12:17:12.639098,"(2.5, 2.66, 2.6490909090909094)","(4.8, 5.1, 5.069811320754717)","(31.0, 120.0, 115.625)","(4.6, 5.8, 5.719230769230769)","(10.0, 16.0, 15.2)","(21.0, 55.0, 53.6)","(7.5, 8.8, 8.7)","(31.0, 60.0, 59.285714285714285)","(15.0, 44.0, 42.4)"
06-01-2023 12:17:14.037917,"(2.5, 2.66, 2.648823529411765)","(4.8, 5.1, 5.069811320754717)","(31.0, 120.0, 115.625)","(4.6, 5.8, 5.719230769230769)","(10.0, 15.5, 15.2)","(21.0, 55.0, 53.6)","(7.5, 8.8, 8.7)","(31.0, 60.0, 59.285714285714285)","(15.0, 44.0, 42.4)"
06-01-2023 12:17:15.403797,"(2.5, 2.66, 2.648823529411765)","(4.8, 5.1, 5.069811320754717)","(31.0, 120.0, 115.625)","(4.6, 5.8, 5.707692307692308)","(10.0, 15.5, 15.285714285714286)","(21.0, 55.0, 53.6)","(7.5, 8.8, 8.7)","(31.0, 60.0, 63.75)","(15.0, 44.0, 42.4)"
06-01-2023 12:17:16.745355,"(2.5, 2.66, 2.6485714285714286)","(4.8, 5.1, 5.06)","(31.0, 120.0, 115.625)","(4.6, 5.8, 5.735384615384615)","(10.0, 15.5, 15.38)","(21.0, 55.0, 53.76470588235294)","(7.5, 8.8, 8.7)","(31.0, 65.0, 64.16666666666667)","(15.0, 44.0, 42.5)"
06-01-2023 12:17:18.018105,"(2.5, 2.66, 2.6485714285714286)","(4.8, 5.1, 5.06)","(31.0, 120.0, 115.625)","(4.6, 5.8, 5.82)","(10.0, 15.5, 15.414285714285715)","(21.0, 55.0, 53.76470588235294)","(7.5, 8.8, 8.668)","(31.0, 65.0, 64.16666666666667)","(15.0, 44.0, 43.142857142857146)"
06-01-2023 12:17:19.533898,"(2.5, 2.66, 2.6413333333333333)","(4.8, 5.1, 5.072093023255814)","(31.0, 120.0, 115.625)","(4.6, 5.9, 5.7989999999999995)","(10.0, 15.5, 15.414285714285715)","(21.0, 55.0, 53.5)","(7.5, 8.8, 8.668)","(31.0, 65.0, 64.16666666666667)","(15.0, 44.0, 43.21052631578947)"
06-01-2023 12:17:20.823401,"(2.5, 2.66, 2.6413333333333333)","(4.8, 5.1, 5.068888888888889)","(31.0, 120.0, 120.0)","(4.6, 5.8, 5.7779527559055115)","(10.0, 15.5, 15.414285714285715)","(21.0, 55.0, 53.5)","(7.5, 8.8, 8.668)","(31.0, 65.0, 64.16666666666667)","(15.0, 44.0, 43.21052631578947)"
06-01-2023 12:17:22.161770,"(2.5, 2.66, 2.6412500000000003)","(4.8, 5.1, 5.068888888888889)","(31.0, 130.0, 120.0)","(4.6, 5.8, 5.7779527559055115)","(10.0, 15.5, 15.414285714285715)","(21.0, 55.0, 53.5)","(7.5, 8.8, 8.651515151515152)","(31.0, 65.0, 64.16666666666667)","(15.0, 44.0, 43.21052631578947)"
06-01-2023 12:17:23.621667,"(2.5, 2.66, 2.640373831775701)","(4.8, 5.1, 5.093181818181818)","(31.0, 130.0, 120.0)","(4.6, 5.8, 5.7779527559055115)","(10.0, 15.5, 15.414285714285715)","(21.0, 55.0, 53.5)","(7.5, 8.8, 8.651515151515152)","(31.0, 65.0, 64.16666666666667)","(15.0, 44.0, 43.21052631578947)"
06-01-2023 12:17:25.074595,"(2.5, 2.66, 2.640373831775701)","(4.8, 5.1, 5.093181818181818)","(31.0, 130.0, 120.0)","(4.6, 5.8, 5.7779527559055115)","(10.0, 15.5, 15.414285714285715)","(21.0, 55.0, 53.5)","(7.5, 8.8, 8.651515151515152)","(31.0, 65.0, 64.16666666666667)","(15.0, 44.0, 43.21052631578947)"
06-01-2023 12:17:26.529712,"(2.5, 2.66, 2.6245569620253164)","(4.8, 5.1, 5.093877551020408)","(31.0, 130.0, 120.0)","(4.6, 5.8, 5.796296296296296)","(10.0, 15.5, 16.727272727272727)","(21.0, 55.0, 53.5)","(7.5, 8.8, 8.66388888888889)","(31.0, 65.0, 64.16666666666667)","(15.0, 44.0, 43.21052631578947)"
06-01-2023 12:17:28.094597,"(2.5, 2.62, 2.6106382978723404)","(4.8, 5.1, 5.091666666666667)","(31.0, 130.0, 111.66666666666666)","(4.6, 5.8, 5.796)","(10.0, 17.0, 16.727272727272727)","(21.0, 55.0, 53.5)","(7.5, 8.8, 8.704545454545455)","(31.0, 65.0, 64.16666666666667)","(15.0, 44.0, 42.23529411764706)"
06-01-2023 12:17:29.513168,"(2.5, 2.62, 2.617857142857143)","(4.8, 5.1, 5.0729729729729724)","(31.0, 130.0, 102.0)","(4.6, 5.8, 5.796)","(10.0, 17.0, 17.323529411764707)","(21.0, 55.0, 53.5)","(7.5, 8.8, 8.704545454545455)","(31.0, 65.0, 64.16666666666667)","(15.0, 44.0, 42.333333333333336)"
06-01-2023 12:17:30.900013,"(2.5, 2.62, 2.617857142857143)","(4.8, 5.1, 5.0729729729729724)","(31.0, 120.0, 92.5)","(4.6, 5.8, 5.796330275229358)","(10.0, 18.5, 17.73076923076923)","(21.0, 55.0, 53.125)","(7.5, 8.8, 8.685185185185185)","(31.0, 65.0, 64.16666666666667)","(15.0, 44.0, 43.23076923076923)"
06-01-2023 12:17:32.343633,"(2.5, 2.62, 2.6104166666666666)","(4.8, 5.1, 5.038983050847458)","(31.0, 110.0, 86.66666666666667)","(4.6, 5.8, 5.796330275229358)","(10.0, 18.5, 17.73076923076923)","(21.0, 55.0, 53.125)","(7.5, 8.8, 8.685185185185185)","(31.0, 65.0, 64.16666666666667)","(15.0, 44.0, 43.23076923076923)"
06-01-2023 12:17:33.863739,"(2.5, 2.62, 2.608780487804878)","(4.8, 5.1, 5.030769230769231)","(31.0, 110.0, 86.66666666666667)","(4.6, 5.8, 5.796330275229358)","(10.0, 18.5, 17.73076923076923)","(21.0, 55.0, 53.125)","(7.5, 8.8, 8.685185185185185)","(31.0, 65.0, 64.16666666666667)","(15.0, 44.0, 41.77777777777778)"
06-01-2023 12:17:35.155674,"(2.5, 2.62, 2.608780487804878)","(4.8, 5.1, 5.030769230769231)","(31.0, 110.0, 86.66666666666667)","(4.6, 5.8, 5.824137931034483)","(10.0, 18.5, 18.045454545454547)","(21.0, 55.0, 53.125)","(7.5, 8.8, 8.685185185185185)","(31.0, 65.0, 64.16666666666667)","(15.0, 44.0, 42.333333333333336)"
06-01-2023 12:17:36.464347,"(2.5, 2.62, 2.602307692307692)","(4.8, 5.1, 5.044615384615384)","(31.0, 110.0, 86.66666666666667)","(4.6, 5.9, 5.8352941176470585)","(10.0, 18.5, 18.045454545454547)","(21.0, 55.0, 53.125)","(7.5, 8.8, 8.685185185185185)","(31.0, 65.0, 64.16666666666667)","(15.0, 44.0, 42.333333333333336)"
06-01-2023 12:17:37.769698,"(2.5, 2.62, 2.6015)","(4.8, 5.1, 5.044615384615384)","(31.0, 110.0, 86.66666666666667)","(4.6, 5.9, 5.8352941176470585)","(10.0, 18.5, 17.166666666666668)","(21.0, 55.0, 53.125)","(7.5, 8.8, 8.685185185185185)","(31.0, 65.0, 64.16666666666667)","(15.0, 44.0, 41.5)"
