,Tessa Orchid,Princess Gypsy,Little Zambora,Lala Ultra Fast,River Matt,Super Bob,Holtorf Bale,Vitnell Bale
14-12-2022 13:39:14.489309,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.5, 8.138461538461538)","(8.0, 19.5, 9.985714285714286)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.2, 8.725)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:15.798291,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.5, 8.138461538461538)","(8.0, 19.5, 9.985714285714286)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.2, 8.725)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:17.079011,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.5, 8.138461538461538)","(8.0, 19.5, 9.985714285714286)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.2, 8.725)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:18.371784,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.5, 10.84)","(8.0, 19.5, 10.157142857142857)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.2, 8.83)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:19.629894,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 19.5, 10.157142857142857)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.2, 6.93)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:20.680777,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 19.5, 10.157142857142857)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.4, 6.93)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:21.844095,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 19.5, 10.157142857142857)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.4, 6.93)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:22.995696,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 19.5, 10.157142857142857)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.4, 6.93)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:24.174882,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 19.5, 10.157142857142857)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.4, 6.93)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:25.288232,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 19.5, 10.157142857142857)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.4, 6.936842105263158)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:26.367680,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 19.5, 10.157142857142857)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.4, 7.2727272727272725)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:27.449537,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 19.5, 10.157142857142857)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.4, 7.2727272727272725)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:28.459635,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 19.5, 10.157142857142857)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.4, 7.2727272727272725)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:29.828553,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 19.5, 10.157142857142857)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.4, 7.2727272727272725)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:31.049557,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 19.5, 10.157142857142857)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.4, 7.2727272727272725)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:32.229066,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 19.5, 10.157142857142857)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.4, 7.2727272727272725)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:33.309764,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 19.5, 10.157142857142857)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.4, 7.2727272727272725)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:34.387099,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 19.5, 10.157142857142857)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.4, 7.2727272727272725)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:35.394742,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 19.5, 10.157142857142857)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.4, 7.2727272727272725)","(21.0, 65.0, 42.5)"
14-12-2022 13:39:36.412902,"(12.0, 26.0, 14.333333333333334)","(8.0, 11.5, 10.5)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 19.5, 10.733333333333333)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.4, 6.983333333333334)","(21.0, 65.0, 46.18181818181819)"
14-12-2022 13:39:37.438753,"(12.0, 26.0, 21.0)","(8.0, 11.5, 9.614285714285714)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 15.0, 10.733333333333333)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.8, 7.495454545454546)","(21.0, 60.0, 46.18181818181819)"
14-12-2022 13:39:38.550540,"(12.0, 26.0, 21.0)","(8.0, 11.5, 9.842857142857142)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 15.0, 10.733333333333333)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.8, 7.33)","(21.0, 60.0, 46.18181818181819)"
14-12-2022 13:39:39.595458,"(12.0, 26.0, 21.0)","(8.0, 11.5, 9.842857142857142)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 15.0, 10.733333333333333)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.8, 7.33)","(21.0, 60.0, 46.18181818181819)"
14-12-2022 13:39:40.601216,"(12.0, 26.0, 21.0)","(8.0, 11.5, 9.842857142857142)","(6.0, 13.0, 9.8)","(6.0, 12.0, 10.84)","(8.0, 15.0, 10.733333333333333)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.8, 7.33)","(21.0, 60.0, 46.18181818181819)"
14-12-2022 13:39:41.834347,"(12.0, 26.0, 21.0)","(8.0, 11.5, 10.81764705882353)","(6.0, 13.0, 8.2)","(6.0, 12.0, 10.84)","(8.0, 15.0, 13.56923076923077)","(2.45, 3.1, 2.5472727272727274)","(4.8, 9.8, 7.672727272727273)","(21.0, 60.0, 38.285714285714285)"
14-12-2022 13:39:42.970670,"(12.0, 26.0, 21.0)","(8.0, 11.5, 10.81764705882353)","(6.0, 13.0, 10.028571428571428)","(6.0, 12.0, 10.84)","(8.0, 15.0, 13.56923076923077)","(2.45, 3.1, 2.508)","(4.8, 9.8, 7.0375000000000005)","(21.0, 60.0, 38.285714285714285)"
14-12-2022 13:39:44.015450,"(12.0, 26.0, 21.0)","(8.0, 11.5, 10.445454545454545)","(6.0, 13.0, 10.028571428571428)","(6.0, 12.0, 10.84)","(8.0, 15.0, 13.56923076923077)","(2.45, 3.1, 2.5170967741935484)","(4.8, 9.8, 7.473684210526317)","(21.0, 60.0, 38.285714285714285)"
14-12-2022 13:39:45.004498,"(12.0, 26.0, 21.0)","(8.0, 11.5, 10.445454545454545)","(6.0, 12.5, 10.620000000000001)","(6.0, 12.0, 10.84)","(8.0, 15.0, 13.56923076923077)","(2.45, 3.05, 2.5170967741935484)","(4.8, 9.8, 7.473684210526317)","(21.0, 60.0, 38.285714285714285)"
14-12-2022 13:39:46.105265,"(12.0, 26.0, 21.0)","(8.0, 11.5, 10.445454545454545)","(6.0, 12.5, 10.620000000000001)","(6.0, 12.0, 10.84)","(8.0, 15.0, 13.56923076923077)","(2.45, 3.05, 2.5949999999999998)","(4.8, 9.8, 7.473684210526317)","(21.0, 60.0, 38.285714285714285)"
14-12-2022 13:39:47.266481,"(12.0, 26.0, 21.0)","(8.0, 11.5, 10.445454545454545)","(6.0, 12.5, 10.620000000000001)","(6.0, 12.0, 10.84)","(8.0, 15.0, 13.56923076923077)","(2.45, 3.0, 2.8040000000000003)","(4.8, 9.8, 8.2)","(21.0, 60.0, 38.85714285714286)"
14-12-2022 13:39:48.365891,"(12.0, 26.0, 17.875)","(8.0, 11.5, 10.445454545454545)","(6.0, 12.5, 11.0)","(6.0, 12.0, 10.879999999999999)","(8.0, 15.0, 13.363636363636363)","(2.45, 3.0, 2.8040000000000003)","(4.8, 9.8, 8.2)","(21.0, 60.0, 34.0)"
14-12-2022 13:39:49.417887,"(12.0, 26.0, 21.0)","(8.0, 11.5, 10.445454545454545)","(6.0, 12.5, 11.0)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.363636363636363)","(2.45, 3.0, 2.8040000000000003)","(4.8, 9.8, 7.3625)","(21.0, 60.0, 34.666666666666664)"
14-12-2022 13:39:50.482434,"(12.0, 26.0, 21.0)","(8.0, 11.5, 10.445454545454545)","(6.0, 12.5, 10.78)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.363636363636363)","(2.45, 3.0, 2.773793103448276)","(4.8, 9.8, 7.3625)","(21.0, 60.0, 34.666666666666664)"
14-12-2022 13:39:51.528486,"(12.0, 26.0, 21.0)","(8.0, 11.5, 9.842857142857142)","(6.0, 12.5, 10.78)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.363636363636363)","(2.45, 2.98, 2.773793103448276)","(4.8, 9.8, 7.633333333333334)","(21.0, 60.0, 34.666666666666664)"
14-12-2022 13:39:52.568959,"(12.0, 26.0, 21.0)","(8.0, 11.5, 10.466666666666667)","(6.0, 12.5, 10.042857142857143)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.363636363636363)","(2.45, 2.98, 2.773793103448276)","(4.8, 9.8, 7.942857142857143)","(21.0, 60.0, 34.666666666666664)"
14-12-2022 13:39:53.635616,"(12.0, 26.0, 21.0)","(8.0, 11.5, 10.466666666666667)","(6.0, 12.5, 10.042857142857143)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.363636363636363)","(2.45, 2.98, 2.773793103448276)","(4.8, 9.8, 7.942857142857143)","(21.0, 60.0, 34.666666666666664)"
14-12-2022 13:39:54.695299,"(12.0, 26.0, 21.0)","(8.0, 11.5, 10.466666666666667)","(6.0, 12.5, 10.042857142857143)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.363636363636363)","(2.45, 2.98, 2.773793103448276)","(4.8, 9.8, 7.942857142857143)","(21.0, 60.0, 34.666666666666664)"
14-12-2022 13:39:55.822402,"(12.0, 26.0, 21.0)","(8.0, 11.5, 10.466666666666667)","(6.0, 12.5, 10.042857142857143)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.363636363636363)","(2.45, 2.98, 2.773793103448276)","(4.8, 9.8, 10.52)","(21.0, 60.0, 34.666666666666664)"
14-12-2022 13:39:56.930476,"(12.0, 26.0, 21.0)","(8.0, 11.5, 10.466666666666667)","(6.0, 12.5, 10.78)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.363636363636363)","(2.45, 2.98, 2.773793103448276)","(4.8, 11.5, 7.49375)","(21.0, 60.0, 34.666666666666664)"
14-12-2022 13:39:58.153570,"(12.0, 26.0, 21.0)","(8.0, 11.5, 9.842857142857142)","(6.0, 12.5, 10.78)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.363636363636363)","(2.45, 2.98, 2.773793103448276)","(4.8, 10.5, 7.49375)","(21.0, 60.0, 34.666666666666664)"
14-12-2022 13:39:59.349507,"(12.0, 26.0, 21.0)","(8.0, 11.5, 9.842857142857142)","(6.0, 12.5, 10.78)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.363636363636363)","(2.45, 2.98, 2.773793103448276)","(4.8, 10.5, 7.517647058823529)","(21.0, 60.0, 34.666666666666664)"
14-12-2022 13:40:00.500086,"(12.0, 26.0, 21.0)","(8.0, 11.5, 10.466666666666667)","(6.0, 12.5, 10.042857142857143)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.363636363636363)","(2.45, 2.98, 2.773793103448276)","(4.8, 10.5, 7.517647058823529)","(21.0, 60.0, 34.666666666666664)"
14-12-2022 13:40:01.645077,"(12.0, 26.0, 21.0)","(8.0, 11.5, 10.466666666666667)","(6.0, 12.5, 10.78)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.363636363636363)","(2.45, 2.98, 2.773793103448276)","(4.8, 10.5, 7.49375)","(21.0, 60.0, 34.666666666666664)"
14-12-2022 13:40:02.674856,"(12.0, 26.0, 21.0)","(8.0, 11.5, 9.842857142857142)","(6.0, 12.5, 10.78)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.363636363636363)","(2.45, 2.98, 2.773793103448276)","(4.8, 10.5, 7.49375)","(21.0, 60.0, 34.666666666666664)"
14-12-2022 13:40:03.777016,"(12.0, 26.0, 21.0)","(8.0, 11.5, 10.466666666666667)","(6.0, 12.5, 10.78)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.363636363636363)","(2.45, 2.98, 2.773793103448276)","(4.8, 10.5, 7.517647058823529)","(21.0, 60.0, 34.666666666666664)"
14-12-2022 13:40:04.822102,"(12.0, 26.0, 21.0)","(8.0, 11.5, 9.95)","(6.0, 12.5, 10.042857142857143)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.363636363636363)","(2.45, 2.98, 2.773793103448276)","(4.8, 10.5, 7.49375)","(21.0, 60.0, 34.666666666666664)"
14-12-2022 13:40:05.907656,"(12.0, 26.0, 21.0)","(8.0, 11.5, 9.39090909090909)","(6.0, 12.5, 10.78)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.363636363636363)","(2.45, 2.98, 2.773793103448276)","(4.8, 10.5, 7.49375)","(21.0, 60.0, 34.666666666666664)"
14-12-2022 13:40:07.107583,"(12.0, 34.0, 22.333333333333336)","(8.0, 11.5, 9.95)","(6.0, 12.5, 10.042857142857143)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.472727272727273)","(2.45, 2.98, 2.773793103448276)","(4.8, 11.5, 10.52)","(21.0, 75.0, 48.5)"
14-12-2022 13:40:08.334885,"(12.0, 32.0, 24.692307692307693)","(8.0, 11.5, 9.95)","(6.0, 12.5, 10.042857142857143)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.472727272727273)","(2.45, 2.98, 2.773793103448276)","(4.8, 11.5, 10.52)","(21.0, 75.0, 66.16666666666667)"
14-12-2022 13:40:09.413724,"(12.0, 32.0, 24.692307692307693)","(8.0, 11.5, 9.95)","(6.0, 12.5, 10.042857142857143)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.472727272727273)","(2.45, 2.98, 2.773793103448276)","(4.8, 11.5, 10.52)","(21.0, 75.0, 66.16666666666667)"
14-12-2022 13:40:10.930095,"(12.0, 32.0, 22.5)","(8.0, 11.5, 9.95)","(6.0, 12.5, 10.042857142857143)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.472727272727273)","(2.45, 2.98, 2.773793103448276)","(4.8, 11.5, 10.52)","(21.0, 75.0, 66.16666666666667)"
14-12-2022 13:40:12.295793,"(12.0, 32.0, 22.5)","(8.0, 11.5, 9.95)","(6.0, 12.5, 10.042857142857143)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.472727272727273)","(2.45, 2.98, 2.773793103448276)","(4.8, 11.5, 10.52)","(21.0, 75.0, 66.16666666666667)"
14-12-2022 13:40:13.670187,"(12.0, 32.0, 22.5)","(8.0, 11.5, 9.95)","(6.0, 12.5, 9.34)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.472727272727273)","(2.45, 2.98, 2.773793103448276)","(4.8, 11.5, 10.52)","(21.0, 75.0, 66.16666666666667)"
14-12-2022 13:40:15.056259,"(12.0, 32.0, 22.5)","(8.0, 11.5, 9.95)","(6.0, 12.0, 9.34)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.472727272727273)","(2.45, 2.98, 2.801935483870968)","(4.8, 11.5, 10.52)","(21.0, 75.0, 66.16666666666667)"
14-12-2022 13:40:16.547378,"(12.0, 32.0, 22.5)","(8.0, 11.5, 9.95)","(6.0, 12.0, 9.34)","(6.0, 12.0, 10.92)","(8.0, 15.0, 13.472727272727273)","(2.45, 2.98, 2.801935483870968)","(4.8, 11.5, 10.52)","(21.0, 75.0, 66.16666666666667)"
14-12-2022 13:40:17.816637,"(12.0, 32.0, 21.941176470588236)","(8.0, 11.5, 9.95)","(6.0, 12.0, 9.34)","(6.0, 12.0, 9.559999999999999)","(8.0, 15.0, 13.472727272727273)","(2.45, 2.98, 2.801935483870968)","(4.8, 11.5, 10.52)","(21.0, 75.0, 66.16666666666667)"
14-12-2022 13:40:19.012033,"(12.0, 32.0, 21.941176470588236)","(8.0, 11.5, 9.95)","(6.0, 12.0, 9.34)","(6.0, 14.0, 9.559999999999999)","(8.0, 15.0, 13.472727272727273)","(2.45, 2.98, 2.801935483870968)","(4.8, 11.5, 10.52)","(21.0, 75.0, 66.16666666666667)"
14-12-2022 13:40:20.190323,"(12.0, 32.0, 21.444444444444443)","(8.0, 11.5, 9.95)","(6.0, 12.0, 9.34)","(6.0, 13.5, 12.120000000000001)","(8.0, 15.0, 13.472727272727273)","(2.45, 2.98, 2.801935483870968)","(4.8, 11.5, 10.52)","(21.0, 75.0, 66.16666666666667)"
14-12-2022 13:40:21.247447,"(12.0, 32.0, 21.444444444444443)","(8.0, 11.5, 9.95)","(6.0, 12.0, 9.34)","(6.0, 13.5, 12.120000000000001)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.801935483870968)","(4.8, 11.5, 10.52)","(21.0, 75.0, 66.16666666666667)"
14-12-2022 13:40:22.349464,"(12.0, 32.0, 21.444444444444443)","(8.0, 11.5, 9.95)","(6.0, 12.0, 9.34)","(6.0, 13.5, 12.120000000000001)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.801935483870968)","(4.8, 11.5, 10.52)","(21.0, 75.0, 66.16666666666667)"
14-12-2022 13:40:23.443276,"(12.0, 32.0, 21.444444444444443)","(8.0, 11.5, 9.95)","(6.0, 12.0, 9.953846153846154)","(6.0, 13.5, 12.120000000000001)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.52)","(21.0, 75.0, 66.16666666666667)"
14-12-2022 13:40:24.502488,"(12.0, 32.0, 21.444444444444443)","(8.0, 11.5, 9.39090909090909)","(6.0, 12.0, 9.953846153846154)","(6.0, 13.5, 12.120000000000001)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 66.16666666666667)"
14-12-2022 13:40:25.597919,"(12.0, 32.0, 21.444444444444443)","(8.0, 11.5, 9.39090909090909)","(6.0, 12.0, 9.953846153846154)","(6.0, 13.5, 12.120000000000001)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 66.16666666666667)"
14-12-2022 13:40:26.713368,"(12.0, 32.0, 21.444444444444443)","(8.0, 11.5, 9.39090909090909)","(6.0, 12.0, 9.953846153846154)","(6.0, 13.5, 12.120000000000001)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 63.42857142857143)"
14-12-2022 13:40:27.875254,"(12.0, 30.0, 23.46153846153846)","(8.0, 11.5, 9.39090909090909)","(6.0, 12.0, 9.953846153846154)","(6.0, 13.5, 12.120000000000001)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:29.028404,"(12.0, 30.0, 23.46153846153846)","(8.0, 11.5, 9.39090909090909)","(6.0, 12.0, 9.953846153846154)","(6.0, 13.5, 12.120000000000001)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:30.219377,"(12.0, 30.0, 23.46153846153846)","(8.0, 11.5, 9.39090909090909)","(6.0, 12.0, 9.953846153846154)","(6.0, 13.5, 12.120000000000001)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:31.850269,"(12.0, 30.0, 23.46153846153846)","(8.0, 11.0, 9.628571428571428)","(6.0, 12.0, 9.953846153846154)","(6.0, 13.5, 12.120000000000001)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:33.011403,"(12.0, 30.0, 23.46153846153846)","(8.0, 11.0, 9.628571428571428)","(6.0, 12.0, 9.614285714285714)","(6.0, 13.5, 12.120000000000001)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:34.406054,"(12.0, 30.0, 23.46153846153846)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 12.120000000000001)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:35.721262,"(12.0, 30.0, 23.46153846153846)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 12.120000000000001)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:36.885231,"(12.0, 30.0, 23.46153846153846)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:37.979084,"(12.0, 30.0, 20.555555555555557)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:39.050092,"(12.0, 30.0, 20.555555555555557)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:40.137586,"(12.0, 30.0, 20.555555555555557)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:41.209936,"(12.0, 30.0, 20.555555555555557)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:42.275260,"(12.0, 30.0, 20.555555555555557)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:43.418389,"(12.0, 30.0, 20.555555555555557)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:44.519099,"(12.0, 30.0, 20.555555555555557)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:45.624091,"(12.0, 30.0, 20.555555555555557)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:46.726399,"(12.0, 30.0, 20.555555555555557)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:47.967536,"(12.0, 30.0, 20.555555555555557)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:49.203766,"(12.0, 30.0, 20.555555555555557)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
