,Fat And Furious,Walk Softly,Uptown Rhapsody,Renegade Princess,Miss Ghislaine,The Ginger Queen,Pink Channel,Opal Creek,Twelve Stars
11-01-2023 09:17:56.687407,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:57.986696,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:59.309671,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:00.594880,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:01.887777,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:03.093611,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:04.272359,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:05.421376,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:06.621433,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:07.815766,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:09.072060,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:10.331477,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:11.654368,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:12.923063,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:14.094420,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:15.343772,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:16.606302,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:17.805269,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:19.083927,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:20.369955,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:21.695133,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:22.948764,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:24.253892,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:25.569350,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:26.822083,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:28.097045,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:29.390945,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:30.696639,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:31.960777,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:33.237736,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:34.456847,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:35.652710,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:36.812689,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:38.009650,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:39.226643,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:40.478497,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:41.779605,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:43.102850,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:44.361475,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:45.595267,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:46.786496,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:47.951759,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:49.113339,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:50.252329,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:51.455352,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:52.661930,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:53.880409,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:55.172616,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:56.500463,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:57.827414,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:18:59.070691,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:00.285984,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:01.518202,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:02.692328,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:03.888162,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:05.095420,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:06.390569,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:07.669346,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:08.929074,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:10.171509,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:11.388668,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:12.641811,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:13.889778,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:15.081644,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:16.326769,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:17.628029,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:18.903196,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:20.146757,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:21.320382,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:22.588107,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:23.767486,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:24.963499,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:26.199422,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:27.474849,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:28.821408,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:30.117534,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:31.325641,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:32.490340,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:33.663608,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:34.927806,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:36.197217,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:37.502645,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:38.801330,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:40.002136,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:41.243162,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:42.469327,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:43.671802,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:44.855058,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:46.080194,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:47.386244,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:48.705074,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:50.034320,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:51.321840,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:52.520083,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:53.755170,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:54.930686,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
