,Bisping,Double Edge Sword,Im A Cowboy,Scatamaran,Rithm Nic
15-12-2022 12:18:11.630439,"(7.0, 10.5, 10.071428571428571)","(6.5, 7.8, 7.775510204081632)","(9.0, 11.5, 10.7)","(4.4, 6.0, 5.95)","(1.95, 2.16, 2.0452631578947367)"
15-12-2022 12:18:13.119143,"(7.0, 10.5, 10.0)","(6.5, 7.8, 7.892307692307693)","(9.0, 11.5, 11.25)","(4.4, 6.0, 5.476470588235294)","(1.95, 2.14, 2.0452631578947367)"
15-12-2022 12:18:14.252266,"(7.0, 11.0, 10.0)","(6.5, 8.0, 7.892307692307693)","(9.0, 11.5, 11.25)","(4.4, 5.9, 5.5)","(1.95, 2.14, 2.086666666666667)"
15-12-2022 12:18:15.227863,"(7.0, 11.0, 10.0)","(6.5, 8.0, 7.892307692307693)","(9.0, 11.5, 11.25)","(4.4, 5.9, 5.550000000000001)","(1.95, 2.12, 2.0850909090909093)"
15-12-2022 12:18:16.167296,"(7.0, 10.5, 9.85)","(6.5, 7.8, 7.6)","(9.0, 11.5, 11.25)","(4.4, 5.9, 5.783333333333333)","(1.95, 2.12, 2.0890322580645164)"
15-12-2022 12:18:17.249929,"(7.0, 10.5, 9.85)","(6.5, 7.8, 7.6)","(9.0, 11.5, 11.275)","(4.4, 5.9, 5.783333333333333)","(1.95, 2.12, 2.0890322580645164)"
15-12-2022 12:18:18.316779,"(7.0, 10.5, 9.85)","(6.5, 7.8, 7.6)","(9.0, 11.5, 11.275)","(4.4, 5.9, 5.783333333333333)","(1.95, 2.12, 2.0890322580645164)"
15-12-2022 12:18:19.296728,"(7.0, 10.5, 9.85)","(6.5, 7.8, 7.6)","(9.0, 11.5, 11.275)","(4.4, 5.9, 5.783333333333333)","(1.95, 2.12, 2.0890322580645164)"
15-12-2022 12:18:20.255099,"(7.0, 10.5, 9.85)","(6.5, 7.8, 7.6)","(9.0, 11.5, 11.275)","(4.4, 5.9, 5.783333333333333)","(1.95, 2.12, 2.0285714285714285)"
15-12-2022 12:18:21.199776,"(7.0, 10.5, 9.85)","(6.5, 7.8, 7.6)","(9.0, 11.5, 11.275)","(4.4, 5.9, 5.783333333333333)","(1.95, 2.12, 2.0285714285714285)"
15-12-2022 12:18:22.185867,"(7.5, 10.5, 9.85)","(6.5, 7.8, 7.6)","(8.5, 11.5, 11.275)","(4.6, 5.9, 5.833333333333334)","(1.95, 2.12, 2.0285714285714285)"
15-12-2022 12:18:23.159405,"(7.5, 10.5, 9.85)","(6.5, 7.8, 7.6)","(8.5, 11.5, 11.275)","(4.6, 5.9, 5.800000000000001)","(1.95, 2.12, 2.0382857142857143)"
15-12-2022 12:18:24.054383,"(7.5, 10.5, 9.85)","(6.5, 7.8, 7.7272727272727275)","(8.5, 11.5, 11.0)","(4.6, 5.9, 5.800000000000001)","(1.95, 2.1, 2.0243478260869567)"
15-12-2022 12:18:24.995501,"(7.5, 10.5, 9.85)","(6.5, 7.8, 7.7272727272727275)","(8.5, 11.5, 11.0)","(4.6, 5.9, 5.814285714285715)","(1.95, 2.1, 2.0236842105263158)"
15-12-2022 12:18:25.994673,"(7.5, 10.5, 9.85)","(6.5, 7.8, 7.7272727272727275)","(8.5, 11.5, 11.0)","(4.6, 5.9, 5.647368421052631)","(1.95, 2.1, 2.048421052631579)"
15-12-2022 12:18:26.878670,"(7.5, 11.0, 10.0)","(6.5, 8.0, 7.7)","(8.5, 11.5, 11.0)","(4.6, 6.4, 5.647368421052631)","(1.95, 2.08, 2.048421052631579)"
15-12-2022 12:18:27.788725,"(7.5, 11.0, 10.0)","(6.5, 8.0, 7.7)","(8.5, 11.5, 10.7)","(4.6, 6.4, 5.975)","(1.95, 2.08, 2.0589473684210526)"
15-12-2022 12:18:28.678991,"(7.5, 11.0, 10.0)","(6.5, 8.0, 7.7)","(8.5, 11.5, 10.7)","(4.6, 6.2, 5.975)","(1.95, 2.08, 2.0589473684210526)"
15-12-2022 12:18:29.779324,"(7.5, 11.0, 10.0)","(6.5, 8.0, 7.7)","(8.5, 11.5, 10.7)","(4.6, 6.2, 5.647368421052631)","(1.95, 2.08, 2.065714285714286)"
15-12-2022 12:18:30.750692,"(7.5, 11.0, 9.48421052631579)","(6.5, 8.0, 7.896296296296296)","(8.5, 11.5, 10.7)","(4.6, 6.4, 5.647368421052631)","(1.95, 2.08, 2.065714285714286)"
15-12-2022 12:18:31.605657,"(7.5, 11.0, 9.48421052631579)","(6.5, 8.0, 7.896296296296296)","(8.5, 11.5, 10.7)","(4.6, 6.4, 5.647368421052631)","(1.95, 2.08, 2.065714285714286)"
15-12-2022 12:18:32.520274,"(7.5, 11.0, 9.48421052631579)","(6.5, 8.0, 7.908196721311476)","(8.5, 11.5, 10.7)","(4.6, 6.4, 6.125)","(1.95, 2.08, 2.045684210526316)"
15-12-2022 12:18:33.546411,"(7.5, 11.0, 9.48421052631579)","(6.5, 8.0, 7.908196721311476)","(8.5, 11.5, 10.7)","(4.6, 6.4, 6.071428571428571)","(1.95, 2.06, 2.0443548387096775)"
15-12-2022 12:18:34.553115,"(7.5, 10.5, 10.077777777777778)","(6.5, 8.0, 7.908196721311476)","(8.5, 11.5, 11.275)","(4.6, 6.2, 6.071428571428571)","(1.95, 2.06, 2.0443548387096775)"
15-12-2022 12:18:35.600029,"(7.5, 10.5, 10.207692307692309)","(6.5, 8.0, 7.908196721311476)","(8.5, 11.5, 11.275)","(4.6, 6.2, 6.071428571428571)","(1.95, 2.06, 2.0443548387096775)"
15-12-2022 12:18:36.585715,"(7.5, 10.5, 10.207692307692309)","(6.5, 8.0, 7.908196721311476)","(8.5, 11.5, 11.275)","(4.6, 6.2, 6.071428571428571)","(1.95, 2.06, 2.0423214285714284)"
15-12-2022 12:18:37.447978,"(7.5, 10.5, 9.82)","(6.5, 8.0, 7.7846153846153845)","(8.5, 11.5, 11.275)","(4.6, 6.2, 6.071428571428571)","(1.95, 2.06, 2.0423214285714284)"
15-12-2022 12:18:38.389581,"(7.5, 10.0, 9.8)","(6.5, 7.8, 7.742857142857143)","(8.5, 11.5, 11.275)","(4.6, 6.0, 5.93)","(1.95, 2.06, 2.0423214285714284)"
15-12-2022 12:18:39.321433,"(7.5, 10.0, 9.8)","(6.5, 7.8, 7.742857142857143)","(8.5, 11.5, 11.275)","(4.6, 6.0, 5.93)","(1.95, 2.06, 2.0423214285714284)"
15-12-2022 12:18:40.189382,"(7.5, 10.0, 9.8)","(6.5, 7.8, 7.742857142857143)","(8.5, 11.5, 11.275)","(4.6, 6.0, 5.93)","(1.95, 2.06, 2.0423214285714284)"
15-12-2022 12:18:41.028756,"(7.5, 10.0, 9.8)","(6.5, 7.8, 7.742857142857143)","(8.5, 11.5, 11.275)","(4.6, 6.0, 5.93)","(1.95, 2.06, 2.0423214285714284)"
15-12-2022 12:18:41.933145,"(7.5, 10.0, 9.8)","(6.5, 7.8, 7.742857142857143)","(8.5, 11.5, 11.275)","(4.6, 6.0, 5.93)","(1.95, 2.06, 2.0423214285714284)"
15-12-2022 12:18:42.886979,"(7.5, 10.0, 9.8)","(6.5, 7.8, 7.742857142857143)","(8.5, 11.5, 11.304347826086957)","(4.6, 6.0, 5.95)","(1.95, 2.06, 2.0405042016806725)"
15-12-2022 12:18:43.751213,"(7.5, 10.0, 9.8)","(6.5, 7.8, 7.742857142857143)","(8.5, 11.5, 11.304347826086957)","(4.6, 6.0, 5.95)","(1.95, 2.06, 2.0405042016806725)"
15-12-2022 12:18:44.701515,"(7.5, 10.0, 9.8)","(6.5, 7.8, 7.742857142857143)","(8.5, 11.5, 11.304347826086957)","(4.6, 6.0, 5.9)","(1.95, 2.06, 2.0405042016806725)"
15-12-2022 12:18:45.664184,"(7.5, 10.0, 9.8)","(6.5, 7.8, 7.742857142857143)","(8.5, 11.5, 11.304347826086957)","(4.8, 6.0, 5.9)","(1.9, 2.06, 2.0405042016806725)"
15-12-2022 12:18:46.548755,"(7.5, 10.0, 9.8)","(6.5, 7.8, 7.742857142857143)","(8.5, 11.5, 11.304347826086957)","(4.8, 6.0, 5.9)","(1.9, 2.06, 2.0405042016806725)"
15-12-2022 12:18:47.468707,"(7.5, 10.0, 9.895652173913044)","(6.5, 7.8, 7.7555555555555555)","(8.5, 11.5, 11.304347826086957)","(4.8, 6.0, 5.9)","(1.9, 2.06, 2.0405042016806725)"
15-12-2022 12:18:48.265499,"(7.5, 10.0, 9.911111111111111)","(6.5, 7.8, 7.7555555555555555)","(8.5, 11.5, 11.304347826086957)","(4.8, 6.0, 5.9)","(1.9, 2.06, 2.0405042016806725)"
15-12-2022 12:18:49.180224,"(7.5, 11.0, 10.120000000000001)","(6.5, 8.0, 7.712820512820513)","(8.5, 11.5, 11.304347826086957)","(4.8, 6.2, 6.127272727272727)","(1.9, 2.06, 2.0405042016806725)"
15-12-2022 12:18:50.159863,"(7.5, 11.0, 9.736842105263158)","(6.5, 8.0, 7.66060606060606)","(8.5, 11.5, 11.290697674418604)","(4.8, 6.2, 6.127272727272727)","(1.9, 2.06, 2.0405042016806725)"
15-12-2022 12:18:51.121460,"(7.5, 11.0, 9.736842105263158)","(6.5, 8.0, 7.66060606060606)","(8.5, 11.5, 11.290697674418604)","(4.8, 6.2, 6.127272727272727)","(1.9, 2.06, 2.0405042016806725)"
15-12-2022 12:18:51.948285,"(7.5, 11.0, 9.736842105263158)","(6.5, 8.0, 7.726829268292683)","(8.5, 12.0, 11.720930232558139)","(4.8, 6.2, 6.16)","(1.9, 2.02, 2.006315789473684)"
15-12-2022 12:18:52.756672,"(7.5, 11.0, 9.736842105263158)","(6.5, 8.0, 7.726829268292683)","(8.5, 12.0, 11.541666666666666)","(4.8, 6.2, 6.16)","(1.9, 2.02, 2.006315789473684)"
15-12-2022 12:18:53.662275,"(7.5, 11.0, 9.736842105263158)","(6.5, 8.0, 7.726829268292683)","(8.5, 12.0, 11.541666666666666)","(4.8, 6.2, 6.16)","(1.9, 2.02, 2.005034965034965)"
15-12-2022 12:18:54.494415,"(7.5, 11.0, 9.736842105263158)","(6.5, 8.0, 7.726829268292683)","(8.5, 12.0, 11.541666666666666)","(4.8, 6.2, 6.16)","(1.9, 2.02, 2.005034965034965)"
15-12-2022 12:18:55.475996,"(7.5, 10.5, 10.166666666666666)","(6.5, 7.8, 7.758620689655173)","(8.5, 11.5, 11.423076923076923)","(4.8, 6.2, 6.16)","(1.9, 2.02, 2.00390977443609)"
15-12-2022 12:18:56.369848,"(7.5, 10.5, 10.166666666666666)","(6.5, 7.8, 7.758620689655173)","(8.5, 11.5, 11.423076923076923)","(4.8, 6.2, 6.16)","(1.9, 2.02, 2.0021311475409838)"
15-12-2022 12:18:57.295784,"(7.5, 10.5, 10.3)","(6.5, 7.8, 7.758620689655173)","(8.5, 11.5, 11.423076923076923)","(4.8, 6.2, 6.16)","(1.9, 2.02, 2.0021311475409838)"
15-12-2022 12:18:58.147501,"(7.5, 10.5, 10.3)","(6.5, 7.8, 7.758620689655173)","(8.5, 11.5, 11.423076923076923)","(4.8, 6.2, 6.16)","(1.9, 2.02, 2.0021311475409838)"
15-12-2022 12:18:58.997557,"(7.5, 10.5, 10.3)","(6.5, 7.8, 7.758620689655173)","(8.5, 11.5, 11.423076923076923)","(4.8, 6.2, 6.16)","(1.9, 2.02, 2.0021311475409838)"
15-12-2022 12:18:59.816899,"(7.5, 10.5, 10.3)","(6.5, 7.8, 7.758620689655173)","(8.5, 11.5, 11.423076923076923)","(4.8, 6.2, 6.16)","(1.9, 2.02, 2.0021311475409838)"
15-12-2022 12:19:00.677851,"(7.5, 10.5, 10.3)","(6.5, 7.8, 7.758620689655173)","(8.5, 11.5, 11.423076923076923)","(4.8, 6.2, 6.16)","(1.9, 2.02, 2.0021311475409838)"
15-12-2022 12:19:01.556868,"(7.5, 11.0, 10.04)","(6.5, 8.0, 7.726829268292683)","(8.5, 12.0, 11.720930232558139)","(4.8, 6.2, 6.16)","(1.9, 2.02, 2.0021311475409838)"
15-12-2022 12:19:02.688711,"(7.5, 11.0, 10.04)","(6.5, 8.0, 7.726829268292683)","(8.5, 12.0, 11.720930232558139)","(4.8, 6.2, 6.175)","(1.9, 2.02, 2.0021311475409838)"
15-12-2022 12:19:03.776007,"(7.5, 11.0, 10.04)","(6.5, 8.0, 7.726829268292683)","(8.5, 12.0, 11.574468085106384)","(4.8, 6.2, 6.175)","(1.9, 2.02, 2.0021311475409838)"
15-12-2022 12:19:04.897224,"(7.5, 11.0, 10.04)","(6.5, 8.0, 7.726829268292683)","(8.5, 12.0, 11.897435897435898)","(4.8, 6.2, 6.175)","(1.9, 2.02, 2.0021311475409838)"
15-12-2022 12:19:05.897956,"(7.5, 10.5, 10.3)","(6.5, 7.8, 7.758620689655173)","(8.5, 11.5, 11.423076923076923)","(4.8, 6.2, 6.175)","(1.9, 2.02, 2.0021311475409838)"
15-12-2022 12:19:06.846575,"(7.5, 10.5, 10.166666666666666)","(6.5, 7.8, 7.758620689655173)","(8.5, 11.5, 11.423076923076923)","(4.8, 6.2, 6.175757575757576)","(1.9, 2.02, 2.0021311475409838)"
15-12-2022 12:19:07.663986,"(7.5, 10.5, 10.333333333333334)","(6.5, 7.8, 7.65)","(8.5, 11.5, 11.423076923076923)","(4.8, 6.2, 6.175757575757576)","(1.9, 2.02, 2.0021311475409838)"
15-12-2022 12:19:08.557169,"(7.5, 10.5, 10.333333333333334)","(6.5, 7.8, 7.65)","(8.5, 11.5, 11.423076923076923)","(4.8, 6.2, 6.175757575757576)","(1.9, 2.02, 2.0118181818181817)"
15-12-2022 12:19:09.658838,"(7.5, 10.5, 10.333333333333334)","(6.5, 7.8, 7.744827586206896)","(8.5, 11.5, 11.25)","(4.8, 6.2, 6.180487804878049)","(1.9, 2.02, 2.0361702127659576)"
15-12-2022 12:19:10.532844,"(7.5, 10.5, 10.363636363636363)","(6.5, 7.8, 7.752941176470588)","(8.5, 11.5, 11.25)","(4.8, 6.2, 6.180487804878049)","(1.9, 2.04, 2.0361702127659576)"
15-12-2022 12:19:11.551015,"(7.5, 10.5, 10.333333333333334)","(6.5, 7.8, 7.71578947368421)","(8.5, 11.5, 11.897435897435898)","(4.8, 6.2, 6.175757575757576)","(1.9, 2.04, 2.0361702127659576)"
15-12-2022 12:19:12.447528,"(7.5, 10.5, 10.333333333333334)","(6.5, 7.8, 7.71578947368421)","(8.5, 12.0, 11.897435897435898)","(4.8, 6.2, 6.175757575757576)","(1.9, 2.04, 2.036785714285714)"
15-12-2022 12:19:13.343663,"(7.5, 10.5, 10.333333333333334)","(6.5, 7.8, 7.71578947368421)","(8.5, 12.0, 11.644444444444444)","(4.8, 6.2, 6.175757575757576)","(1.9, 2.04, 2.036785714285714)"
15-12-2022 12:19:14.237888,"(7.5, 10.5, 10.333333333333334)","(6.5, 7.8, 7.71578947368421)","(8.5, 12.0, 11.48)","(4.8, 6.2, 6.175757575757576)","(1.9, 2.04, 2.0325333333333333)"
15-12-2022 12:19:15.134212,"(7.5, 10.5, 10.333333333333334)","(6.5, 7.8, 7.7407407407407405)","(8.5, 12.0, 11.48)","(4.8, 6.2, 6.1125)","(1.9, 2.04, 2.031891891891892)"
15-12-2022 12:19:16.126594,"(7.5, 10.5, 10.333333333333334)","(6.5, 7.8, 7.7407407407407405)","(8.5, 12.0, 10.818181818181818)","(4.8, 6.2, 6.141666666666667)","(1.9, 2.04, 2.038181818181818)"
15-12-2022 12:19:17.041642,"(7.5, 11.0, 9.777777777777779)","(6.5, 7.8, 7.5)","(8.5, 12.0, 10.7)","(4.8, 6.2, 6.141666666666667)","(1.9, 2.04, 2.038181818181818)"
15-12-2022 12:19:17.880035,"(7.5, 11.0, 9.338461538461537)","(6.5, 7.8, 7.5)","(8.5, 12.0, 10.7)","(4.8, 6.2, 6.141666666666667)","(1.9, 2.04, 2.0214814814814814)"
15-12-2022 12:19:18.756768,"(7.5, 10.5, 9.633333333333333)","(6.5, 7.8, 7.5)","(8.5, 12.0, 10.7)","(4.8, 6.2, 6.141666666666667)","(1.9, 2.04, 2.0214814814814814)"
15-12-2022 12:19:19.653401,"(7.5, 10.5, 9.633333333333333)","(6.5, 7.8, 7.5)","(8.5, 12.0, 10.7)","(4.8, 6.2, 6.141666666666667)","(1.9, 2.04, 2.0214814814814814)"
15-12-2022 12:19:20.550094,"(7.5, 10.5, 9.633333333333333)","(6.5, 7.8, 7.5)","(8.5, 12.0, 10.7)","(5.0, 6.2, 6.141666666666667)","(1.9, 2.04, 2.0214814814814814)"
15-12-2022 12:19:21.374727,"(7.5, 10.5, 9.633333333333333)","(6.5, 7.8, 7.5)","(8.5, 12.0, 10.7)","(5.0, 6.2, 6.141666666666667)","(1.9, 2.04, 2.0014864864864865)"
15-12-2022 12:19:22.145295,"(7.5, 10.0, 9.466666666666667)","(6.5, 7.8, 7.5)","(8.5, 12.0, 10.7)","(5.0, 6.2, 6.141666666666667)","(1.9, 2.04, 2.0014864864864865)"
15-12-2022 12:19:23.006105,"(7.5, 10.0, 9.466666666666667)","(6.5, 8.0, 7.695652173913043)","(8.5, 12.0, 11.214285714285714)","(5.0, 6.2, 6.13)","(1.9, 2.04, 2.0014864864864865)"
15-12-2022 12:19:23.836419,"(7.5, 10.0, 9.466666666666667)","(6.5, 8.0, 7.64)","(8.5, 12.0, 11.214285714285714)","(5.0, 6.2, 6.13)","(1.9, 2.04, 2.0164462809917354)"
15-12-2022 12:19:24.632608,"(7.5, 10.0, 9.466666666666667)","(6.5, 7.8, 7.752941176470588)","(8.5, 11.5, 11.342105263157894)","(5.0, 6.2, 6.161111111111111)","(1.9, 2.04, 2.0164462809917354)"
15-12-2022 12:19:25.443789,"(7.5, 10.0, 9.466666666666667)","(6.5, 7.8, 7.666666666666666)","(8.5, 11.5, 11.369565217391305)","(5.0, 6.2, 6.161111111111111)","(1.9, 2.04, 1.9973170731707317)"
15-12-2022 12:19:26.348536,"(7.5, 10.0, 9.466666666666667)","(6.5, 7.8, 7.725)","(8.5, 11.5, 11.227272727272727)","(5.0, 6.2, 6.1571428571428575)","(1.9, 2.04, 1.9909345794392523)"
15-12-2022 12:19:27.177798,"(7.5, 10.0, 9.892307692307693)","(6.5, 7.8, 7.666666666666666)","(8.5, 11.5, 11.227272727272727)","(5.0, 6.2, 6.1571428571428575)","(1.9, 2.04, 1.9909345794392523)"
15-12-2022 12:19:28.036610,"(7.5, 10.0, 9.52)","(6.5, 7.8, 7.666666666666666)","(8.5, 11.5, 11.227272727272727)","(5.0, 6.2, 6.1571428571428575)","(1.9, 2.04, 1.9909345794392523)"
15-12-2022 12:19:28.876254,"(7.5, 10.0, 9.8)","(6.5, 7.8, 7.666666666666666)","(8.5, 11.5, 11.227272727272727)","(5.0, 6.2, 6.1571428571428575)","(1.9, 2.04, 1.9909345794392523)"
15-12-2022 12:19:30.002482,"(7.5, 10.0, 9.8)","(6.5, 7.8, 7.666666666666666)","(8.5, 11.5, 11.375)","(5.0, 6.2, 6.172727272727273)","(1.9, 2.04, 1.9909345794392523)"
15-12-2022 12:19:30.916215,"(7.5, 9.8, 9.633333333333335)","(6.5, 7.8, 7.666666666666666)","(8.5, 11.5, 11.375)","(5.0, 6.2, 6.172727272727273)","(1.9, 2.04, 1.9909345794392523)"
15-12-2022 12:19:31.919782,"(7.5, 9.8, 9.633333333333335)","(6.5, 7.8, 7.666666666666666)","(8.5, 11.5, 11.375)","(5.0, 6.2, 6.182857142857143)","(1.9, 2.04, 1.9909345794392523)"
15-12-2022 12:19:32.730739,"(7.5, 9.8, 9.633333333333335)","(6.5, 7.8, 7.666666666666666)","(8.5, 11.5, 11.375)","(5.0, 6.2, 6.182857142857143)","(1.9, 2.04, 1.9909345794392523)"
15-12-2022 12:19:33.640166,"(7.5, 9.8, 9.633333333333335)","(6.5, 7.8, 7.760975609756097)","(8.5, 11.5, 11.375)","(5.0, 6.2, 6.182857142857143)","(1.9, 2.04, 1.9909345794392523)"
15-12-2022 12:19:34.578347,"(7.5, 9.8, 9.633333333333335)","(6.5, 7.8, 7.760975609756097)","(8.5, 11.5, 11.375)","(5.0, 6.2, 6.182857142857143)","(1.9, 2.04, 1.9909345794392523)"
15-12-2022 12:19:35.396061,"(7.5, 9.6, 9.3)","(6.5, 8.0, 7.569230769230769)","(8.5, 12.0, 11.571428571428571)","(5.0, 6.2, 6.182857142857143)","(1.9, 2.04, 1.9909345794392523)"
15-12-2022 12:19:36.188996,"(7.5, 9.6, 9.3)","(6.5, 8.0, 7.569230769230769)","(8.5, 12.0, 11.6)","(5.0, 6.2, 6.182857142857143)","(1.9, 2.04, 1.9909345794392523)"
15-12-2022 12:19:37.001581,"(7.5, 9.6, 9.3)","(6.5, 8.0, 7.44)","(8.5, 12.0, 11.6)","(5.0, 6.2, 6.182857142857143)","(1.9, 2.04, 1.9909345794392523)"
15-12-2022 12:19:37.982263,"(7.5, 9.6, 9.3)","(6.5, 8.0, 7.702127659574468)","(8.5, 12.0, 11.371428571428572)","(5.0, 6.2, 6.182857142857143)","(1.9, 2.04, 1.9996774193548388)"
15-12-2022 12:19:38.802567,"(7.5, 9.6, 9.3)","(6.5, 8.0, 7.702127659574468)","(8.5, 12.0, 11.371428571428572)","(5.0, 6.2, 6.182857142857143)","(1.9, 2.04, 1.9996774193548388)"
15-12-2022 12:19:39.628062,"(7.5, 9.6, 9.3)","(6.5, 8.0, 7.702127659574468)","(8.5, 12.0, 11.371428571428572)","(5.0, 6.2, 6.182857142857143)","(1.9, 2.04, 1.9996774193548388)"
15-12-2022 12:19:40.530007,"(7.5, 11.0, 9.984615384615385)","(6.5, 8.0, 7.647058823529412)","(8.5, 12.0, 11.371428571428572)","(5.0, 6.2, 6.182857142857143)","(1.9, 2.04, 2.002)"
15-12-2022 12:19:41.377516,"(7.5, 11.0, 9.984615384615385)","(6.5, 8.0, 7.590909090909091)","(8.5, 12.0, 11.371428571428572)","(5.0, 6.2, 6.182857142857143)","(1.9, 2.04, 2.002)"
15-12-2022 12:19:42.189105,"(7.5, 11.0, 9.984615384615385)","(6.5, 7.8, 7.670967741935484)","(8.5, 12.0, 11.371428571428572)","(5.0, 6.2, 6.182857142857143)","(1.9, 2.04, 2.002)"
15-12-2022 12:19:42.980195,"(7.5, 10.5, 10.2875)","(6.5, 7.6, 7.557142857142857)","(8.5, 11.5, 11.384615384615385)","(5.0, 6.2, 6.182857142857143)","(1.9, 2.04, 2.002)"
15-12-2022 12:19:43.875340,"(7.5, 10.5, 10.2875)","(6.5, 7.6, 7.557142857142857)","(8.5, 11.5, 11.384615384615385)","(5.0, 6.2, 6.182857142857143)","(1.9, 2.04, 2.002)"
15-12-2022 12:19:44.725106,"(7.5, 10.5, 10.2875)","(6.5, 7.6, 7.557142857142857)","(8.5, 11.5, 11.384615384615385)","(5.0, 6.2, 6.182857142857143)","(1.9, 2.04, 2.002)"
15-12-2022 12:19:45.559824,"(7.5, 10.5, 10.2875)","(6.5, 7.6, 7.433333333333333)","(8.5, 11.5, 11.384615384615385)","(5.0, 6.2, 6.182857142857143)","(1.9, 2.04, 1.9997826086956523)"
15-12-2022 12:19:46.361265,"(7.5, 10.5, 10.2875)","(6.5, 7.6, 7.433333333333333)","(8.5, 11.5, 11.384615384615385)","(5.0, 6.2, 6.182857142857143)","(1.9, 2.04, 1.9997826086956523)"
15-12-2022 12:19:47.241352,"(7.5, 10.5, 10.396969696969697)","(6.5, 7.6, 7.385714285714285)","(8.5, 11.5, 11.4)","(5.0, 6.2, 6.185714285714286)","(1.9, 2.04, 1.9997826086956523)"
15-12-2022 12:19:48.217212,"(7.0, 10.5, 10.396969696969697)","(6.5, 7.6, 7.339130434782609)","(8.5, 11.5, 11.454545454545455)","(5.0, 6.2, 6.182857142857143)","(1.85, 2.04, 1.9997826086956523)"
15-12-2022 12:19:49.158144,"(7.0, 11.0, 9.90909090909091)","(6.5, 7.6, 7.371428571428571)","(8.5, 12.0, 11.454545454545455)","(5.0, 6.2, 6.182857142857143)","(1.85, 2.04, 1.9997826086956523)"
15-12-2022 12:19:50.018522,"(7.0, 11.0, 9.956521739130435)","(6.5, 7.6, 7.371428571428571)","(8.5, 12.0, 11.454545454545455)","(5.0, 6.2, 6.182857142857143)","(1.85, 2.04, 1.9997826086956523)"
15-12-2022 12:19:50.888271,"(7.0, 11.0, 9.956521739130435)","(6.5, 7.6, 7.371428571428571)","(8.5, 12.0, 11.454545454545455)","(5.0, 6.2, 6.182857142857143)","(1.85, 2.04, 1.9997826086956523)"
15-12-2022 12:19:52.035954,"(7.0, 11.0, 9.956521739130435)","(6.5, 7.6, 7.371428571428571)","(8.5, 12.0, 11.454545454545455)","(5.0, 6.2, 6.182857142857143)","(1.85, 2.04, 1.9997826086956523)"
15-12-2022 12:19:53.012530,"(7.0, 11.0, 9.956521739130435)","(6.5, 7.6, 7.371428571428571)","(8.5, 12.0, 11.454545454545455)","(5.0, 6.2, 6.182857142857143)","(1.85, 2.04, 1.9997826086956523)"
15-12-2022 12:19:53.996303,"(7.0, 10.5, 10.1)","(6.5, 7.6, 7.371428571428571)","(8.5, 11.5, 11.384615384615385)","(5.0, 6.2, 6.182857142857143)","(1.85, 2.04, 1.9997826086956523)"
15-12-2022 12:19:54.990038,"(7.0, 10.5, 10.1)","(6.5, 7.6, 7.415384615384615)","(8.5, 11.5, 11.4)","(5.0, 6.2, 6.185714285714286)","(1.85, 2.04, 2.004736842105263)"
15-12-2022 12:19:55.947023,"(7.0, 10.5, 10.227272727272727)","(6.5, 7.6, 7.501538461538461)","(8.5, 11.5, 11.4)","(5.0, 6.2, 6.181818181818182)","(1.85, 2.04, 2.0034328358208957)"
15-12-2022 12:19:57.393800,"(7.0, 10.5, 10.318181818181818)","(6.5, 7.6, 7.379310344827585)","(8.5, 11.5, 11.4)","(5.0, 6.2, 6.179310344827586)","(1.85, 2.04, 2.0034328358208957)"
15-12-2022 12:19:58.267682,"(7.0, 10.5, 10.318181818181818)","(6.5, 7.6, 7.379310344827585)","(8.5, 11.5, 11.4)","(5.0, 6.2, 6.179310344827586)","(1.85, 2.04, 2.0034328358208957)"
15-12-2022 12:19:59.192819,"(7.0, 10.5, 10.337837837837839)","(6.5, 7.6, 7.379310344827585)","(8.5, 11.5, 11.4)","(5.0, 6.2, 6.179310344827586)","(1.85, 2.04, 2.0034328358208957)"
15-12-2022 12:20:00.177772,"(7.0, 10.5, 10.337837837837839)","(6.5, 7.6, 7.379310344827585)","(8.5, 11.5, 11.4)","(5.0, 6.2, 6.179310344827586)","(1.85, 2.04, 2.0034328358208957)"
15-12-2022 12:20:01.215475,"(7.0, 10.5, 10.337837837837839)","(6.5, 7.6, 7.379310344827585)","(8.5, 11.5, 11.4)","(5.0, 6.2, 6.179310344827586)","(1.85, 2.04, 2.0034328358208957)"
15-12-2022 12:20:02.104598,"(7.0, 10.5, 10.337837837837839)","(6.5, 7.6, 7.379310344827585)","(8.5, 11.5, 11.4)","(5.0, 6.2, 6.179310344827586)","(1.85, 2.04, 2.0034328358208957)"
15-12-2022 12:20:03.171736,"(7.0, 10.5, 10.337837837837839)","(6.5, 7.6, 7.379310344827585)","(8.5, 11.5, 11.4)","(5.0, 6.2, 6.185714285714286)","(1.85, 2.04, 2.0034328358208957)"
15-12-2022 12:20:04.080476,"(7.0, 10.5, 10.32857142857143)","(6.5, 7.6, 7.379310344827585)","(8.5, 11.5, 11.4)","(5.0, 6.2, 6.185714285714286)","(1.85, 2.04, 2.0034328358208957)"
15-12-2022 12:20:04.895036,"(7.0, 10.5, 10.32857142857143)","(6.5, 7.6, 7.379310344827585)","(8.5, 11.5, 11.4)","(5.0, 6.2, 6.185714285714286)","(1.85, 2.04, 2.0034328358208957)"
