,Bisping,Double Edge Sword,Im A Cowboy,Scatamaran,Rithm Nic
15-12-2022 12:08:34.095292,"(6.0, 8.4, 7.86896551724138)","(6.5, 8.0, 7.957894736842105)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:35.173317,"(6.0, 8.4, 7.86896551724138)","(6.5, 8.0, 7.6695652173913045)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:36.039667,"(6.0, 8.4, 7.86896551724138)","(6.5, 7.8, 7.6695652173913045)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:37.044702,"(6.0, 8.4, 7.86896551724138)","(6.5, 8.0, 7.8)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:37.833208,"(6.0, 8.4, 7.86896551724138)","(6.5, 7.8, 7.6695652173913045)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:38.755898,"(6.0, 8.4, 7.666666666666667)","(6.5, 7.8, 7.714285714285714)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:39.771199,"(6.0, 8.4, 7.666666666666667)","(6.5, 7.6, 7.51304347826087)","(10.0, 13.5, 13.384615384615385)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:40.774595,"(6.0, 8.4, 7.892307692307693)","(6.5, 7.6, 7.51304347826087)","(10.0, 13.5, 13.384615384615385)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:41.679003,"(6.0, 8.4, 7.892307692307693)","(6.5, 7.6, 7.51304347826087)","(10.0, 13.5, 13.384615384615385)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:42.484209,"(6.0, 8.4, 7.892307692307693)","(6.5, 7.6, 7.51304347826087)","(10.0, 13.5, 13.384615384615385)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:43.292480,"(6.0, 8.4, 7.974193548387097)","(6.5, 7.6, 7.51304347826087)","(10.0, 13.5, 13.384615384615385)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:44.130786,"(6.0, 8.4, 7.974193548387097)","(6.5, 7.6, 7.51304347826087)","(10.0, 13.5, 13.384615384615385)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:45.145262,"(6.0, 8.4, 7.974193548387097)","(6.5, 7.6, 7.56)","(10.0, 13.5, 13.384615384615385)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:46.078793,"(6.0, 8.4, 7.974193548387097)","(6.5, 8.0, 7.8)","(10.0, 13.5, 13.384615384615385)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:46.923007,"(6.0, 8.4, 7.575)","(6.5, 8.0, 7.8)","(10.0, 13.5, 13.384615384615385)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:47.773180,"(6.0, 8.4, 7.8500000000000005)","(6.5, 8.0, 7.8)","(10.0, 13.5, 13.384615384615385)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:48.601984,"(6.0, 8.4, 7.8500000000000005)","(6.5, 7.8, 7.6695652173913045)","(10.0, 13.5, 13.384615384615385)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:49.469917,"(6.0, 8.4, 7.7125)","(6.5, 8.0, 7.9)","(10.0, 13.5, 13.384615384615385)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:50.327830,"(6.0, 8.4, 7.7125)","(6.5, 8.0, 7.833333333333333)","(10.0, 13.5, 13.384615384615385)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:51.115712,"(6.0, 8.4, 7.7125)","(6.5, 8.2, 7.991666666666666)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:51.956853,"(6.0, 8.4, 7.7125)","(6.5, 8.2, 7.991666666666666)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:52.832110,"(6.0, 8.4, 7.7125)","(6.5, 8.2, 7.991666666666666)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:53.733643,"(6.0, 8.4, 7.7125)","(6.5, 8.2, 7.991666666666666)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:54.557600,"(6.0, 8.4, 7.7125)","(6.5, 8.2, 7.991666666666666)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:55.371422,"(6.0, 8.4, 7.7125)","(6.5, 8.2, 7.991666666666666)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:56.256870,"(6.0, 8.4, 7.7125)","(6.5, 8.0, 7.890909090909091)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:57.117882,"(6.0, 8.4, 7.7125)","(6.5, 7.8, 7.638461538461538)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:58.175014,"(6.0, 8.4, 7.7125)","(6.5, 7.8, 7.638461538461538)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:08:59.179903,"(6.0, 8.4, 7.7125)","(6.5, 7.8, 7.638461538461538)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:09:00.011718,"(6.0, 8.4, 7.7125)","(6.5, 7.8, 7.638461538461538)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:09:00.879270,"(6.0, 8.4, 7.7125)","(6.5, 7.8, 7.638461538461538)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:09:01.785251,"(6.0, 8.4, 7.7125)","(6.5, 7.8, 7.638461538461538)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.249333333333333)"
15-12-2022 12:09:02.756039,"(6.0, 8.4, 7.7125)","(6.5, 7.8, 7.625)","(10.0, 13.5, 13.285714285714285)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.2466666666666666)"
15-12-2022 12:09:03.730330,"(6.0, 8.4, 7.7125)","(6.5, 7.8, 7.625)","(10.0, 13.5, 13.285714285714285)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.26, 2.2466666666666666)"
15-12-2022 12:09:04.627195,"(6.0, 8.4, 7.78888888888889)","(6.5, 7.8, 7.607142857142857)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.865384615384616)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:05.708510,"(6.0, 8.4, 7.78888888888889)","(6.5, 7.8, 7.638461538461538)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:06.621966,"(6.0, 8.4, 7.811764705882354)","(6.5, 7.8, 7.644444444444444)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:07.657752,"(6.0, 8.4, 7.811764705882354)","(6.5, 7.8, 7.644444444444444)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:08.902288,"(6.0, 8.2, 7.96)","(6.5, 7.8, 7.644444444444444)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:09.905049,"(6.0, 8.2, 7.96)","(6.5, 7.8, 7.644444444444444)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:10.712393,"(6.0, 8.6, 8.24)","(6.5, 7.8, 7.644444444444444)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:11.737602,"(6.0, 8.6, 8.24)","(6.5, 7.8, 7.644444444444444)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:12.765009,"(6.0, 8.6, 8.24)","(6.5, 7.8, 7.644444444444444)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:13.749687,"(6.0, 8.6, 8.24)","(6.5, 7.8, 7.644444444444444)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:14.662006,"(6.0, 8.6, 8.24)","(6.5, 7.8, 7.644444444444444)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:15.546976,"(6.0, 8.6, 8.24)","(6.5, 7.8, 7.644444444444444)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:16.437041,"(6.0, 8.6, 8.24)","(6.5, 7.8, 7.644444444444444)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:17.356689,"(6.0, 8.6, 8.24)","(6.5, 7.8, 7.644444444444444)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:18.318987,"(6.0, 8.6, 8.24)","(6.5, 7.8, 7.68)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:19.359339,"(6.0, 8.6, 8.24)","(6.5, 7.6, 7.547826086956522)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:20.297693,"(6.0, 8.6, 8.24)","(6.5, 7.6, 7.547826086956522)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:21.157740,"(6.0, 8.6, 8.24)","(6.5, 7.6, 7.547826086956522)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:22.063288,"(6.0, 9.2, 8.975)","(6.5, 7.8, 7.771428571428571)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:23.027674,"(6.0, 9.2, 8.24)","(6.5, 7.8, 7.68)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:23.940735,"(6.0, 9.2, 8.24)","(6.5, 7.8, 7.68)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:24.795289,"(6.0, 9.2, 8.24)","(6.5, 7.8, 7.68)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:25.672133,"(6.0, 9.2, 8.24)","(6.5, 7.8, 7.68)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.867857142857143)","(2.05, 2.28, 2.201276595744681)"
15-12-2022 12:09:26.548364,"(6.0, 9.2, 7.890909090909091)","(6.5, 7.8, 7.657142857142857)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.857142857142858)","(2.05, 2.28, 2.2423728813559323)"
15-12-2022 12:09:27.556052,"(6.0, 9.2, 7.890909090909091)","(6.5, 7.8, 7.657142857142857)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.847058823529412)","(2.05, 2.28, 2.2423728813559323)"
15-12-2022 12:09:28.464205,"(6.0, 9.2, 8.24)","(6.5, 7.6, 7.466666666666667)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.66)","(2.05, 2.28, 2.2423728813559323)"
15-12-2022 12:09:29.267963,"(6.0, 9.2, 8.24)","(6.5, 7.6, 7.466666666666667)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.66)","(2.05, 2.28, 2.2423728813559323)"
15-12-2022 12:09:30.140322,"(6.0, 9.2, 8.24)","(6.5, 7.6, 7.466666666666667)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.66)","(2.05, 2.28, 2.2423728813559323)"
15-12-2022 12:09:31.157688,"(6.0, 9.2, 8.24)","(6.5, 7.6, 7.466666666666667)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.66)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:32.178477,"(6.0, 9.2, 8.24)","(6.5, 7.8, 7.527272727272727)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.66)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:33.044821,"(6.0, 9.2, 8.24)","(6.5, 7.8, 7.527272727272727)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.66)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:33.911538,"(6.0, 9.4, 8.2)","(6.5, 7.8, 7.527272727272727)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.66)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:34.743753,"(6.0, 9.4, 8.745454545454546)","(6.5, 7.8, 7.527272727272727)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.66)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:35.579862,"(6.0, 9.4, 8.745454545454546)","(6.5, 7.8, 7.657142857142857)","(10.0, 13.5, 13.3125)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:36.450005,"(6.0, 9.4, 8.745454545454546)","(6.5, 7.8, 7.657142857142857)","(10.0, 14.0, 13.4)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:37.291082,"(6.0, 9.4, 8.725)","(6.5, 7.6, 7.530769230769231)","(10.0, 14.0, 13.4)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:38.119261,"(6.0, 9.4, 8.725)","(6.5, 7.6, 7.530769230769231)","(10.0, 14.0, 13.4)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:38.992623,"(6.0, 9.4, 9.1)","(6.5, 7.6, 7.530769230769231)","(10.0, 14.0, 13.555555555555555)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:39.897393,"(6.0, 9.4, 9.1)","(6.5, 7.6, 7.530769230769231)","(10.0, 14.0, 13.555555555555555)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:40.802363,"(6.0, 9.4, 9.1)","(6.5, 7.8, 7.657142857142857)","(10.0, 14.0, 13.6)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:41.645761,"(6.0, 9.4, 9.1)","(6.5, 7.8, 7.657142857142857)","(10.0, 14.0, 13.6)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:42.420039,"(6.0, 9.4, 9.1)","(6.5, 7.8, 7.657142857142857)","(10.0, 13.5, 13.2)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:43.280164,"(6.0, 9.4, 9.1)","(6.5, 7.8, 7.657142857142857)","(10.0, 13.5, 13.2)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:44.227546,"(6.0, 9.4, 9.1)","(6.5, 7.8, 7.657142857142857)","(10.0, 13.5, 12.75)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:45.090586,"(6.0, 9.4, 9.1)","(6.5, 7.8, 7.657142857142857)","(10.0, 13.5, 12.75)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:46.035689,"(6.0, 9.4, 9.1)","(6.5, 7.6, 7.530769230769231)","(10.0, 13.5, 12.75)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:46.879164,"(6.0, 9.4, 9.1)","(6.5, 7.6, 7.530769230769231)","(10.0, 13.5, 12.75)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:47.684138,"(6.0, 9.4, 9.1)","(6.5, 7.6, 7.530769230769231)","(10.0, 13.5, 12.75)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:48.583558,"(6.0, 9.4, 9.1)","(6.5, 7.6, 7.530769230769231)","(10.0, 13.5, 12.75)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:49.447054,"(6.0, 9.4, 9.1)","(6.5, 7.8, 7.657142857142857)","(10.0, 13.5, 12.75)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:50.295741,"(6.0, 9.4, 9.1)","(6.5, 7.8, 7.657142857142857)","(10.0, 13.5, 12.75)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:51.179952,"(6.0, 9.4, 9.1)","(6.5, 7.8, 7.657142857142857)","(10.0, 13.5, 12.75)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:52.048488,"(6.0, 9.4, 9.1)","(6.5, 7.8, 7.657142857142857)","(10.0, 13.5, 12.75)","(4.2, 4.9, 4.800000000000001)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:52.947409,"(6.0, 9.4, 9.1)","(6.5, 7.8, 7.657142857142857)","(10.0, 13.5, 12.75)","(4.2, 4.9, 4.74)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:53.845889,"(6.0, 9.4, 9.1)","(6.5, 7.6, 7.511111111111111)","(10.0, 13.5, 12.75)","(4.2, 4.8, 4.68)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:54.686708,"(6.0, 9.4, 9.1)","(6.5, 7.4, 7.368)","(10.0, 13.5, 12.75)","(4.2, 4.9, 4.776923076923077)","(2.0, 2.28, 2.2373076923076924)"
15-12-2022 12:09:55.509295,"(6.0, 9.4, 9.1)","(6.5, 7.4, 7.368)","(10.0, 13.5, 12.75)","(4.2, 4.9, 4.776923076923077)","(2.0, 2.28, 2.2373076923076924)"
15-12-2022 12:09:56.354764,"(6.0, 9.4, 9.1)","(6.5, 7.4, 7.368)","(10.0, 13.5, 12.75)","(4.2, 4.9, 4.776923076923077)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:57.203869,"(6.0, 9.4, 9.1)","(6.5, 7.4, 7.311111111111112)","(10.0, 14.0, 13.0)","(4.2, 4.9, 4.776923076923077)","(2.0, 2.28, 2.2423728813559323)"
15-12-2022 12:09:58.052911,"(6.0, 9.4, 9.1)","(6.5, 7.4, 7.266666666666667)","(10.0, 14.0, 13.0)","(4.2, 4.9, 4.776923076923077)","(2.0, 2.28, 2.2444444444444445)"
15-12-2022 12:09:58.956941,"(6.0, 9.4, 9.1)","(6.5, 7.4, 7.266666666666667)","(10.0, 14.0, 13.0)","(4.2, 4.9, 4.776923076923077)","(2.0, 2.28, 2.2444444444444445)"
15-12-2022 12:09:59.785358,"(6.0, 9.4, 9.1)","(6.5, 7.4, 7.177777777777778)","(10.0, 14.0, 13.6)","(4.2, 4.9, 4.776923076923077)","(2.0, 2.28, 2.2444444444444445)"
15-12-2022 12:10:00.622526,"(6.0, 9.4, 9.1)","(6.5, 7.4, 7.177777777777778)","(10.0, 14.0, 13.6)","(4.2, 4.9, 4.776923076923077)","(2.0, 2.28, 2.2444444444444445)"
15-12-2022 12:10:01.515030,"(6.0, 9.4, 9.1)","(6.5, 7.4, 7.177777777777778)","(10.0, 14.0, 13.6)","(4.2, 4.9, 4.776923076923077)","(2.0, 2.28, 2.2444444444444445)"
15-12-2022 12:10:02.437600,"(6.0, 9.4, 9.1)","(6.5, 7.4, 7.177777777777778)","(10.0, 14.0, 13.391304347826086)","(4.2, 4.9, 4.72)","(2.0, 2.26, 2.244155844155844)"
15-12-2022 12:10:03.246332,"(6.0, 9.6, 8.6)","(6.5, 7.4, 7.177777777777778)","(10.0, 14.0, 13.3)","(4.2, 4.9, 4.72)","(2.0, 2.28, 2.244155844155844)"
15-12-2022 12:10:04.073861,"(6.0, 9.6, 8.533333333333333)","(6.5, 7.4, 7.177777777777778)","(10.0, 14.0, 13.130434782608695)","(4.2, 4.9, 4.728571428571429)","(2.0, 2.28, 2.243684210526316)"
15-12-2022 12:10:04.951359,"(6.0, 9.6, 8.423529411764706)","(6.5, 7.4, 7.177777777777778)","(10.0, 14.0, 13.130434782608695)","(4.2, 4.9, 4.82)","(2.0, 2.28, 2.244155844155844)"
15-12-2022 12:10:05.873617,"(6.0, 9.6, 8.423529411764706)","(6.5, 7.4, 7.266666666666667)","(10.0, 14.0, 13.130434782608695)","(4.2, 4.9, 4.82)","(2.0, 2.28, 2.2567088607594936)"
15-12-2022 12:10:06.837230,"(6.0, 9.6, 8.336842105263157)","(6.5, 7.2, 7.1)","(10.0, 14.0, 13.130434782608695)","(4.2, 4.9, 4.82)","(2.0, 2.28, 2.257283950617284)"
15-12-2022 12:10:07.745524,"(6.0, 9.6, 8.377777777777776)","(6.5, 7.2, 7.054545454545455)","(10.0, 14.0, 13.130434782608695)","(4.2, 4.9, 4.82)","(2.0, 2.28, 2.2608955223880596)"
15-12-2022 12:10:08.535522,"(6.0, 9.6, 8.6)","(6.5, 7.0, 6.92)","(10.0, 14.0, 13.130434782608695)","(4.2, 4.9, 4.838461538461539)","(2.0, 2.28, 2.2608955223880596)"
15-12-2022 12:10:09.341784,"(6.0, 9.6, 8.6)","(6.5, 7.0, 6.9)","(10.0, 14.0, 13.130434782608695)","(4.2, 4.9, 4.838461538461539)","(2.0, 2.28, 2.2608955223880596)"
15-12-2022 12:10:10.315963,"(6.0, 9.6, 8.6)","(6.5, 7.0, 6.88)","(10.0, 14.0, 13.130434782608695)","(4.2, 4.9, 4.838461538461539)","(2.0, 2.28, 2.2608955223880596)"
15-12-2022 12:10:11.282242,"(6.0, 9.6, 8.6)","(6.5, 7.0, 6.88)","(10.0, 14.0, 13.130434782608695)","(4.2, 4.9, 4.838461538461539)","(2.0, 2.28, 2.2342857142857144)"
15-12-2022 12:10:12.172330,"(6.0, 9.6, 8.556521739130435)","(6.5, 7.0, 6.88)","(10.0, 14.0, 13.130434782608695)","(4.2, 4.9, 4.838461538461539)","(2.0, 2.28, 2.2342857142857144)"
15-12-2022 12:10:13.028830,"(6.0, 9.6, 8.742857142857142)","(6.5, 7.0, 6.925)","(10.0, 14.0, 13.23076923076923)","(4.2, 4.9, 4.838461538461539)","(2.0, 2.28, 2.2342857142857144)"
15-12-2022 12:10:13.817944,"(6.0, 9.6, 8.742857142857142)","(6.5, 7.0, 6.925)","(10.0, 14.0, 13.23076923076923)","(4.2, 4.9, 4.846666666666667)","(2.0, 2.28, 2.2342857142857144)"
15-12-2022 12:10:14.644287,"(6.0, 9.6, 8.742857142857142)","(6.5, 7.0, 6.925)","(10.0, 14.0, 13.23076923076923)","(4.2, 4.9, 4.846666666666667)","(2.0, 2.28, 2.2342857142857144)"
15-12-2022 12:10:15.556916,"(6.0, 9.6, 8.742857142857142)","(6.5, 7.0, 6.925)","(10.0, 14.0, 13.23076923076923)","(4.2, 4.9, 4.846666666666667)","(2.0, 2.28, 2.2342857142857144)"
15-12-2022 12:10:16.468413,"(6.0, 9.6, 8.742857142857142)","(6.5, 7.0, 6.947826086956522)","(10.0, 14.0, 13.23076923076923)","(4.2, 4.9, 4.87037037037037)","(2.0, 2.28, 2.2342857142857144)"
15-12-2022 12:10:17.322958,"(6.0, 9.6, 8.825806451612904)","(6.5, 7.0, 6.947826086956522)","(10.0, 14.0, 13.23076923076923)","(4.2, 4.9, 4.87037037037037)","(2.0, 2.28, 2.2342857142857144)"
15-12-2022 12:10:18.142740,"(6.0, 9.6, 8.825806451612904)","(6.5, 7.0, 6.92)","(10.0, 14.0, 13.23076923076923)","(4.2, 4.9, 4.87037037037037)","(2.0, 2.28, 2.2342857142857144)"
15-12-2022 12:10:18.975538,"(6.0, 9.6, 8.838095238095239)","(6.5, 6.8, 6.752941176470588)","(10.0, 14.0, 13.23076923076923)","(4.2, 4.9, 4.877777777777778)","(2.0, 2.28, 2.252173913043478)"
15-12-2022 12:10:19.848759,"(6.0, 9.6, 8.838095238095239)","(6.5, 6.8, 6.707692307692308)","(10.0, 14.0, 13.23076923076923)","(4.2, 4.9, 4.877777777777778)","(2.0, 2.28, 2.252173913043478)"
15-12-2022 12:10:20.719392,"(6.0, 9.6, 8.838095238095239)","(6.5, 6.8, 6.707692307692308)","(10.0, 14.0, 13.23076923076923)","(4.2, 4.9, 4.877777777777778)","(2.0, 2.28, 2.252173913043478)"
15-12-2022 12:10:21.502836,"(6.0, 9.6, 8.838095238095239)","(6.5, 6.8, 6.707692307692308)","(10.0, 14.0, 13.23076923076923)","(4.2, 4.9, 4.877777777777778)","(2.0, 2.28, 2.252173913043478)"
15-12-2022 12:10:22.345347,"(6.5, 9.6, 8.838095238095239)","(6.0, 6.8, 6.68235294117647)","(10.0, 14.0, 13.23076923076923)","(4.4, 4.9, 4.877777777777778)","(2.05, 2.28, 2.2527659574468086)"
15-12-2022 12:10:23.212006,"(6.5, 9.6, 8.838095238095239)","(6.0, 6.8, 6.68235294117647)","(10.0, 14.0, 13.23076923076923)","(4.4, 4.9, 4.877777777777778)","(2.05, 2.28, 2.2527659574468086)"
15-12-2022 12:10:24.131204,"(6.5, 9.2, 8.85)","(6.0, 6.8, 6.68235294117647)","(10.0, 14.0, 13.23076923076923)","(4.4, 4.9, 4.877777777777778)","(2.05, 2.28, 2.2416666666666667)"
