,Spring Port,Master Ogilvie,Daimler Bale,Militant Storm,Minor Ash,Irish Bullet,Spring Arlo,Skys Mate
06-01-2023 14:34:19.806894,"(2.45, 2.96, 2.79)","(3.8, 7.0, 5.4)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 7.0, 5.875)","(10.0, 13.0, 12.6)","(19.0, 170.0, 110.0)","(31.0, 80.0, 52.92307692307692)"
06-01-2023 14:34:21.044627,"(2.45, 2.96, 2.79)","(3.8, 7.0, 5.4)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 7.0, 5.875)","(10.0, 13.0, 12.6)","(19.0, 170.0, 110.0)","(31.0, 80.0, 52.92307692307692)"
06-01-2023 14:34:22.306888,"(2.45, 2.96, 2.79)","(3.8, 7.0, 5.4)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 7.0, 5.875)","(10.0, 13.0, 12.6)","(19.0, 170.0, 110.0)","(31.0, 80.0, 52.92307692307692)"
06-01-2023 14:34:23.584686,"(2.45, 2.96, 2.79)","(3.8, 7.0, 5.4)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 7.0, 5.875)","(10.0, 13.0, 12.6)","(19.0, 170.0, 110.0)","(31.0, 80.0, 52.92307692307692)"
06-01-2023 14:34:24.856380,"(2.45, 2.96, 2.79)","(3.8, 7.0, 6.466666666666667)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 7.0, 5.925)","(10.0, 13.0, 12.6)","(19.0, 170.0, 95.0)","(31.0, 80.0, 52.92307692307692)"
06-01-2023 14:34:26.111434,"(2.45, 2.96, 2.79)","(3.8, 7.0, 6.738181818181818)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 5.925)","(10.0, 13.0, 12.6)","(19.0, 170.0, 110.0)","(31.0, 80.0, 52.92307692307692)"
06-01-2023 14:34:27.382405,"(2.45, 2.96, 2.79)","(3.8, 7.0, 6.738181818181818)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 5.925)","(10.0, 13.0, 12.6)","(19.0, 170.0, 110.0)","(31.0, 80.0, 52.92307692307692)"
06-01-2023 14:34:28.633637,"(2.45, 2.96, 2.79)","(3.8, 7.0, 6.738181818181818)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 5.925)","(10.0, 13.0, 12.6)","(19.0, 170.0, 110.0)","(31.0, 80.0, 52.92307692307692)"
06-01-2023 14:34:29.879094,"(2.45, 2.96, 2.79)","(3.8, 7.0, 6.738181818181818)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 5.925)","(10.0, 13.0, 12.6)","(19.0, 170.0, 110.0)","(31.0, 80.0, 52.92307692307692)"
06-01-2023 14:34:31.032802,"(2.45, 2.96, 2.79)","(3.8, 7.0, 6.738181818181818)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 5.925)","(10.0, 13.0, 12.6)","(19.0, 170.0, 110.0)","(31.0, 80.0, 52.92307692307692)"
06-01-2023 14:34:32.236692,"(2.45, 2.96, 2.79)","(3.8, 7.0, 6.738181818181818)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 5.925)","(10.0, 13.0, 12.6)","(19.0, 170.0, 110.0)","(31.0, 80.0, 52.92307692307692)"
06-01-2023 14:34:33.624259,"(2.45, 2.96, 2.79)","(3.8, 7.0, 6.738181818181818)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 5.925)","(10.0, 13.0, 12.6)","(19.0, 170.0, 110.0)","(31.0, 80.0, 52.92307692307692)"
06-01-2023 14:34:35.170200,"(2.45, 2.96, 2.79)","(3.8, 7.0, 6.742857142857143)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 5.925)","(10.0, 13.0, 12.6)","(19.0, 170.0, 110.0)","(31.0, 80.0, 52.92307692307692)"
06-01-2023 14:34:36.314462,"(2.45, 2.96, 2.79)","(3.8, 7.0, 6.742857142857143)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 5.925)","(10.0, 13.0, 12.6)","(19.0, 170.0, 110.0)","(31.0, 80.0, 52.92307692307692)"
06-01-2023 14:34:37.510087,"(2.45, 2.96, 2.79)","(3.8, 7.0, 6.742857142857143)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 5.925)","(10.0, 13.0, 12.6)","(19.0, 170.0, 110.0)","(31.0, 80.0, 52.92307692307692)"
06-01-2023 14:34:38.717467,"(2.45, 2.96, 2.79)","(3.8, 7.0, 6.742857142857143)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 5.925)","(10.0, 13.0, 12.6)","(19.0, 170.0, 110.0)","(31.0, 80.0, 52.92307692307692)"
06-01-2023 14:34:40.066614,"(2.45, 2.96, 2.79)","(3.8, 7.0, 6.742857142857143)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 5.925)","(10.0, 13.0, 12.6)","(19.0, 170.0, 110.0)","(31.0, 80.0, 52.92307692307692)"
06-01-2023 14:34:41.339442,"(2.45, 2.96, 2.79)","(3.8, 7.0, 6.742857142857143)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 5.925)","(10.0, 13.0, 12.6)","(19.0, 170.0, 110.0)","(31.0, 80.0, 52.92307692307692)"
06-01-2023 14:34:42.598230,"(2.45, 2.96, 2.79)","(3.8, 7.0, 6.742857142857143)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 5.925)","(10.0, 13.0, 14.708333333333334)","(19.0, 170.0, 110.0)","(31.0, 80.0, 48.0)"
06-01-2023 14:34:43.958344,"(2.45, 2.74, 2.628)","(3.8, 7.0, 6.742857142857143)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(10.0, 15.0, 15.625)","(19.0, 170.0, 110.0)","(31.0, 80.0, 48.0)"
06-01-2023 14:34:45.277419,"(2.45, 2.74, 2.596)","(3.8, 7.0, 6.742857142857143)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(10.0, 16.0, 12.818181818181818)","(19.0, 170.0, 110.0)","(31.0, 80.0, 48.0)"
06-01-2023 14:34:46.626169,"(2.45, 2.74, 2.596)","(3.8, 7.0, 6.742857142857143)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(10.0, 18.0, 13.615384615384615)","(19.0, 170.0, 110.0)","(31.0, 80.0, 48.0)"
06-01-2023 14:34:47.961977,"(2.45, 2.74, 2.596)","(3.8, 7.0, 6.742857142857143)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(10.0, 18.0, 14.4375)","(19.0, 170.0, 110.0)","(31.0, 80.0, 48.0)"
06-01-2023 14:34:49.431636,"(2.45, 2.74, 2.596)","(3.8, 7.0, 6.742857142857143)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(10.0, 18.0, 14.4375)","(19.0, 170.0, 110.0)","(31.0, 80.0, 48.0)"
06-01-2023 14:34:50.794106,"(2.45, 2.74, 2.596)","(3.8, 7.0, 6.720689655172414)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(10.0, 18.0, 14.4375)","(19.0, 170.0, 110.0)","(31.0, 80.0, 48.0)"
06-01-2023 14:34:52.038527,"(2.45, 2.74, 2.596)","(3.8, 7.0, 6.720689655172414)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(10.0, 18.0, 14.4375)","(20.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:34:53.265799,"(2.45, 2.74, 2.596)","(3.8, 7.0, 6.720689655172414)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(10.0, 18.0, 14.4375)","(20.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:34:54.495000,"(2.45, 2.74, 2.596)","(3.8, 7.0, 6.720689655172414)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(10.0, 18.0, 14.4375)","(20.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:34:55.773245,"(2.45, 2.74, 2.596)","(3.8, 7.0, 6.720689655172414)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(10.0, 18.0, 14.4375)","(20.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:34:57.082025,"(2.45, 2.74, 2.668)","(3.8, 7.0, 6.720689655172414)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(10.0, 18.0, 14.4375)","(20.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:34:58.342730,"(2.45, 2.74, 2.668)","(3.8, 7.0, 6.720689655172414)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(10.0, 18.0, 14.4375)","(20.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:34:59.466907,"(2.45, 2.74, 2.668)","(3.8, 7.0, 6.720689655172414)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(10.0, 18.0, 14.4375)","(20.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:00.706815,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(10.0, 18.0, 14.4375)","(20.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:01.914150,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(11.0, 18.0, 14.4375)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:03.158040,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(11.0, 18.0, 14.4375)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:04.341013,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(11.0, 18.0, 14.4375)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:05.463906,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(11.0, 18.0, 14.4375)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:06.602349,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(11.0, 18.0, 14.4375)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:07.801022,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(11.0, 18.0, 14.4375)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:09.081586,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 11.857142857142858)","(5.5, 6.8, 6.05)","(11.0, 18.0, 14.4375)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:10.272134,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.05)","(11.0, 18.0, 14.4375)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:11.423002,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.05)","(11.0, 18.0, 14.4375)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:12.616205,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.05)","(11.0, 18.0, 14.4375)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:13.907128,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.05)","(11.0, 18.0, 14.785714285714285)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:15.177680,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 14.785714285714285)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:16.374576,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 14.785714285714285)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:17.592585,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 14.785714285714285)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:18.803757,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 14.785714285714285)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:20.051908,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 14.785714285714285)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:21.278239,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 14.89655172413793)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:22.490340,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 14.89655172413793)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:23.796686,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 14.89655172413793)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:25.106661,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 14.89655172413793)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:26.731307,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 14.89655172413793)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:28.396029,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 14.89655172413793)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:29.713476,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 14.89655172413793)","(21.0, 170.0, 110.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:31.059354,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 14.89655172413793)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:32.384802,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 14.89655172413793)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:33.660095,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 14.89655172413793)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:34.772185,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 14.89655172413793)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:35.964468,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 14.89655172413793)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:37.183261,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 80.0, 47.0)"
06-01-2023 14:35:38.341204,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:39.531329,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:40.843074,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:42.074496,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:43.315373,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:44.415178,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.363636363636363)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:45.659333,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:46.856975,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:48.078024,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:49.243528,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:50.514276,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:51.816835,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:53.095454,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:54.295862,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:55.529394,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 80.0, 48.0)"
06-01-2023 14:35:56.742141,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 80.0, 47.7)"
06-01-2023 14:35:58.125296,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 75.0, 47.7)"
06-01-2023 14:35:59.360414,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 75.0, 47.7)"
06-01-2023 14:36:00.616033,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 75.0, 47.7)"
06-01-2023 14:36:02.106498,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 75.0, 47.7)"
06-01-2023 14:36:03.565639,"(2.45, 2.74, 2.668)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 75.0, 47.7)"
06-01-2023 14:36:04.731272,"(2.45, 2.72, 2.618181818181818)","(3.8, 7.0, 5.47)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 75.0, 47.7)"
06-01-2023 14:36:06.292929,"(2.45, 2.72, 2.595555555555556)","(3.8, 7.0, 6.271428571428571)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 75.0, 47.7)"
06-01-2023 14:36:07.897053,"(2.45, 2.72, 2.608)","(3.8, 7.0, 6.674468085106383)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 75.0, 47.7)"
06-01-2023 14:36:09.144777,"(2.45, 2.72, 2.6046153846153848)","(3.8, 7.0, 5.5600000000000005)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 75.0, 47.7)"
06-01-2023 14:36:10.346313,"(2.45, 2.72, 2.6046153846153848)","(3.8, 7.0, 5.5600000000000005)","(5.5, 10.0, 9.88888888888889)","(9.0, 14.0, 12.875)","(5.5, 6.8, 6.199999999999999)","(11.0, 18.0, 15.0)","(21.0, 170.0, 95.0)","(41.0, 75.0, 47.7)"
