,Family Star,Higher Realm,Lily Ofthe Glen,Aspen Lad,Hit Snooze
07-01-2023 14:18:08.725506,"(3.8, 4.9, 4.7)","(3.9, 4.6, 4.426760563380282)","(4.8, 5.7, 5.336363636363636)","(3.7, 4.0, 3.955769230769231)","(5.5, 7.0, 6.85)"
07-01-2023 14:18:10.038487,"(3.8, 4.9, 4.7)","(3.9, 4.6, 4.426760563380282)","(4.8, 5.7, 5.336363636363636)","(3.7, 4.0, 3.955769230769231)","(5.5, 7.0, 6.85)"
07-01-2023 14:18:11.096666,"(3.8, 4.9, 4.7)","(3.9, 4.6, 4.426760563380282)","(4.8, 5.7, 5.336363636363636)","(3.7, 4.0, 3.955769230769231)","(5.5, 7.0, 6.85)"
07-01-2023 14:18:12.106078,"(3.8, 4.9, 4.7)","(3.9, 4.6, 4.426760563380282)","(4.8, 5.7, 5.45)","(3.7, 4.0, 3.955769230769231)","(5.5, 7.0, 6.565517241379311)"
07-01-2023 14:18:13.082938,"(3.8, 4.9, 4.827272727272727)","(3.9, 4.6, 4.426760563380282)","(4.8, 5.7, 5.45)","(3.7, 4.0, 3.955769230769231)","(5.5, 7.2, 6.648)"
07-01-2023 14:18:14.048211,"(3.8, 4.9, 4.827272727272727)","(3.9, 4.6, 4.426760563380282)","(4.8, 5.7, 5.45)","(3.7, 4.0, 3.8645161290322583)","(5.5, 7.2, 6.781818181818181)"
07-01-2023 14:18:14.925551,"(3.8, 4.9, 4.841935483870968)","(3.9, 4.6, 4.431506849315069)","(4.8, 5.7, 5.504878048780488)","(3.7, 3.95, 3.863953488372093)","(5.5, 7.2, 6.781818181818181)"
07-01-2023 14:18:15.866375,"(3.8, 4.9, 4.841935483870968)","(3.9, 4.6, 4.431506849315069)","(4.8, 5.7, 5.504878048780488)","(3.7, 3.95, 3.863953488372093)","(5.5, 7.2, 6.781818181818181)"
07-01-2023 14:18:16.793961,"(3.8, 4.9, 4.841935483870968)","(3.9, 4.6, 4.431506849315069)","(4.8, 5.7, 5.504878048780488)","(3.7, 3.95, 3.863953488372093)","(5.5, 7.2, 6.781818181818181)"
07-01-2023 14:18:17.606353,"(3.8, 4.9, 4.841935483870968)","(3.9, 4.6, 4.431506849315069)","(4.8, 5.7, 5.504878048780488)","(3.7, 3.95, 3.863953488372093)","(5.5, 7.2, 6.781818181818181)"
07-01-2023 14:18:18.603543,"(3.8, 4.9, 4.851612903225806)","(3.9, 4.6, 4.396610169491526)","(4.8, 5.7, 5.318181818181818)","(3.7, 3.95, 3.8973684210526316)","(5.5, 7.2, 6.814814814814815)"
07-01-2023 14:18:19.587926,"(3.8, 4.9, 4.800000000000001)","(3.9, 4.6, 4.404878048780488)","(4.8, 5.7, 5.413636363636364)","(3.7, 3.9, 3.8973684210526316)","(5.5, 7.2, 6.816666666666666)"
07-01-2023 14:18:20.532553,"(3.8, 4.9, 4.800000000000001)","(3.9, 4.6, 4.404878048780488)","(4.8, 5.7, 5.413636363636364)","(3.7, 3.9, 3.8973684210526316)","(5.5, 7.2, 6.976470588235294)"
07-01-2023 14:18:21.546144,"(3.8, 5.0, 4.9)","(3.9, 4.6, 4.404878048780488)","(4.8, 5.7, 5.413636363636364)","(3.7, 3.9, 3.8772727272727274)","(5.5, 7.0, 6.942857142857143)"
07-01-2023 14:18:22.536755,"(3.8, 5.0, 4.933333333333334)","(3.9, 4.6, 4.404878048780488)","(4.8, 5.7, 5.413636363636364)","(3.7, 3.9, 3.8772727272727274)","(5.5, 7.0, 6.942857142857143)"
07-01-2023 14:18:23.433717,"(3.8, 5.0, 4.933333333333334)","(3.9, 4.6, 4.404878048780488)","(4.8, 5.7, 5.413636363636364)","(3.7, 3.9, 3.8772727272727274)","(5.5, 7.0, 6.942857142857143)"
07-01-2023 14:18:24.448387,"(3.8, 5.0, 4.933333333333334)","(3.9, 4.6, 4.404878048780488)","(4.8, 5.7, 5.413636363636364)","(3.7, 3.9, 3.8772727272727274)","(5.5, 7.0, 6.942857142857143)"
07-01-2023 14:18:25.386275,"(3.8, 5.0, 4.933333333333334)","(3.9, 4.6, 4.404878048780488)","(4.8, 5.7, 5.413636363636364)","(3.7, 3.9, 3.8772727272727274)","(5.5, 7.0, 6.942857142857143)"
07-01-2023 14:18:26.329318,"(3.8, 5.0, 4.933333333333334)","(3.9, 4.6, 4.404878048780488)","(4.8, 5.7, 5.413636363636364)","(3.7, 3.9, 3.8772727272727274)","(5.5, 7.0, 6.942857142857143)"
07-01-2023 14:18:27.163437,"(3.8, 5.0, 4.933333333333334)","(3.9, 4.6, 4.404878048780488)","(4.8, 5.7, 5.413636363636364)","(3.7, 3.9, 3.8772727272727274)","(5.5, 7.0, 6.942857142857143)"
07-01-2023 14:18:28.157203,"(3.8, 5.0, 4.933333333333334)","(3.9, 4.6, 4.404878048780488)","(4.8, 5.7, 5.478947368421053)","(3.6, 3.9, 3.8772727272727274)","(5.5, 7.0, 6.94)"
07-01-2023 14:18:29.074929,"(3.8, 5.0, 4.933333333333334)","(3.9, 4.6, 4.404878048780488)","(4.8, 5.7, 5.478947368421053)","(3.6, 3.9, 3.8772727272727274)","(5.5, 7.0, 6.94)"
07-01-2023 14:18:30.044485,"(3.8, 5.0, 4.985714285714286)","(3.9, 4.6, 4.405263157894737)","(4.8, 5.7, 5.369565217391305)","(3.6, 3.9, 3.88)","(5.5, 7.0, 6.699999999999999)"
07-01-2023 14:18:31.039791,"(3.8, 5.0, 4.983333333333333)","(3.9, 4.6, 4.405263157894737)","(4.8, 5.7, 5.369565217391305)","(3.6, 3.9, 3.882142857142857)","(5.5, 7.0, 6.699999999999999)"
07-01-2023 14:18:31.950229,"(3.8, 5.0, 4.983333333333333)","(3.9, 4.6, 4.405263157894737)","(4.8, 5.7, 5.369565217391305)","(3.6, 3.9, 3.882142857142857)","(5.5, 7.0, 6.699999999999999)"
07-01-2023 14:18:32.969171,"(3.8, 5.0, 4.9714285714285715)","(3.9, 4.6, 4.405263157894737)","(4.8, 5.7, 5.369565217391305)","(3.6, 3.9, 3.8909090909090907)","(5.5, 7.0, 6.699999999999999)"
07-01-2023 14:18:34.002140,"(3.8, 5.0, 4.9714285714285715)","(3.9, 4.6, 4.405263157894737)","(4.8, 5.7, 5.369565217391305)","(3.6, 3.9, 3.8909090909090907)","(5.5, 7.0, 6.699999999999999)"
07-01-2023 14:18:34.885303,"(3.8, 5.0, 4.95)","(3.9, 4.6, 4.405263157894737)","(4.8, 5.7, 5.446666666666666)","(3.6, 3.9, 3.8909090909090907)","(5.5, 7.0, 6.699999999999999)"
07-01-2023 14:18:35.850668,"(3.8, 5.0, 4.98)","(3.9, 4.6, 4.405263157894737)","(4.8, 5.7, 5.4625)","(3.6, 3.9, 3.878125)","(5.5, 7.0, 6.828571428571428)"
07-01-2023 14:18:36.842506,"(3.8, 5.0, 4.98)","(3.9, 4.6, 4.405263157894737)","(4.8, 5.7, 5.46969696969697)","(3.6, 3.9, 3.878125)","(5.5, 7.0, 6.828571428571428)"
07-01-2023 14:18:37.854269,"(3.8, 5.0, 4.98)","(3.9, 4.6, 4.405263157894737)","(4.8, 5.7, 5.46969696969697)","(3.6, 3.9, 3.878125)","(5.5, 7.0, 6.828571428571428)"
07-01-2023 14:18:38.676590,"(3.8, 4.9, 4.881818181818182)","(3.9, 4.6, 4.505128205128205)","(4.8, 5.7, 5.51)","(3.6, 3.9, 3.878125)","(5.5, 7.0, 6.828571428571428)"
07-01-2023 14:18:39.599447,"(3.8, 4.9, 4.881818181818182)","(3.9, 4.6, 4.505128205128205)","(4.8, 5.7, 5.51)","(3.6, 3.9, 3.878125)","(5.5, 7.0, 6.828571428571428)"
07-01-2023 14:18:40.471254,"(4.0, 5.2, 4.952941176470588)","(3.9, 4.5, 4.4071428571428575)","(4.8, 5.7, 5.470588235294118)","(3.6, 3.9, 3.8924242424242426)","(5.5, 7.0, 6.933333333333334)"
07-01-2023 14:18:41.382796,"(4.0, 5.2, 4.965625)","(3.9, 4.5, 4.329629629629629)","(4.8, 5.7, 5.547058823529412)","(3.6, 3.9, 3.8924242424242426)","(5.5, 7.0, 6.966666666666667)"
07-01-2023 14:18:42.311282,"(4.0, 5.2, 5.0)","(3.9, 4.5, 4.327586206896552)","(4.8, 5.7, 5.547058823529412)","(3.6, 3.9, 3.8982758620689655)","(5.5, 7.0, 6.966666666666667)"
07-01-2023 14:18:43.212415,"(4.0, 5.2, 5.011428571428572)","(3.9, 4.5, 4.348484848484849)","(4.8, 5.7, 5.596)","(3.6, 3.9, 3.8984375)","(5.5, 7.0, 6.973333333333334)"
07-01-2023 14:18:44.096942,"(4.0, 5.2, 5.011428571428572)","(3.9, 4.5, 4.348484848484849)","(4.8, 5.7, 5.596)","(3.6, 3.9, 3.8984375)","(5.5, 7.0, 6.973333333333334)"
07-01-2023 14:18:44.932387,"(4.0, 5.2, 5.011428571428572)","(3.9, 4.5, 4.348484848484849)","(4.8, 5.7, 5.596)","(3.6, 3.9, 3.8984375)","(5.5, 7.0, 6.973333333333334)"
07-01-2023 14:18:45.873964,"(4.0, 5.2, 5.011428571428572)","(3.9, 4.5, 4.348484848484849)","(4.8, 5.7, 5.596)","(3.6, 3.9, 3.8984375)","(5.5, 7.0, 6.973333333333334)"
07-01-2023 14:18:46.809766,"(4.0, 5.2, 5.011428571428572)","(3.9, 4.5, 4.348484848484849)","(4.8, 5.7, 5.596)","(3.6, 3.9, 3.8984375)","(5.5, 7.0, 6.973333333333334)"
07-01-2023 14:18:47.644942,"(4.0, 5.2, 5.011428571428572)","(3.9, 4.5, 4.348484848484849)","(4.8, 5.7, 5.596)","(3.6, 3.9, 3.8984375)","(5.5, 7.0, 6.973333333333334)"
07-01-2023 14:18:48.536257,"(4.0, 5.2, 5.011428571428572)","(3.9, 4.5, 4.348484848484849)","(4.8, 5.7, 5.596)","(3.6, 3.9, 3.8984375)","(5.5, 7.0, 6.973333333333334)"
07-01-2023 14:18:49.373739,"(4.0, 5.2, 5.011428571428572)","(3.9, 4.5, 4.348484848484849)","(4.8, 5.7, 5.596)","(3.6, 3.9, 3.8984375)","(5.5, 7.0, 6.973333333333334)"
07-01-2023 14:18:50.303722,"(4.0, 5.2, 5.011428571428572)","(3.9, 4.5, 4.348484848484849)","(4.8, 5.7, 5.596)","(3.6, 3.9, 3.8984375)","(5.5, 7.0, 6.973333333333334)"
07-01-2023 14:18:51.181908,"(4.0, 5.2, 5.011428571428572)","(3.9, 4.5, 4.348484848484849)","(4.8, 5.7, 5.596)","(3.6, 3.9, 3.8984375)","(5.5, 7.0, 6.952941176470588)"
07-01-2023 14:18:52.006600,"(4.0, 5.2, 4.852631578947368)","(3.9, 4.5, 4.394444444444444)","(4.8, 5.8, 5.757142857142857)","(3.6, 4.0, 3.933333333333333)","(5.5, 7.2, 6.952941176470588)"
07-01-2023 14:18:52.943549,"(4.0, 5.2, 4.852631578947368)","(3.9, 4.5, 4.394444444444444)","(4.8, 5.8, 5.757142857142857)","(3.6, 4.0, 3.933333333333333)","(5.5, 7.2, 6.952941176470588)"
07-01-2023 14:18:53.907359,"(4.0, 5.2, 4.852631578947368)","(3.9, 4.5, 4.417241379310345)","(4.8, 5.8, 5.77391304347826)","(3.6, 4.0, 3.921951219512195)","(5.5, 7.2, 6.952941176470588)"
07-01-2023 14:18:54.737559,"(4.0, 5.1, 5.025925925925925)","(3.9, 4.5, 4.45)","(4.8, 5.8, 5.77391304347826)","(3.6, 4.0, 3.921951219512195)","(5.5, 7.2, 6.952941176470588)"
07-01-2023 14:18:55.666716,"(4.0, 5.1, 4.970967741935484)","(3.9, 4.5, 4.45)","(4.8, 5.8, 5.77391304347826)","(3.6, 4.0, 3.921951219512195)","(5.5, 7.2, 6.952941176470588)"
07-01-2023 14:18:56.635966,"(4.0, 5.1, 4.970967741935484)","(3.9, 4.5, 4.46)","(4.8, 5.8, 5.766666666666667)","(3.6, 4.0, 3.921951219512195)","(5.5, 7.2, 6.952941176470588)"
07-01-2023 14:18:57.586176,"(4.0, 5.1, 4.970967741935484)","(3.9, 4.5, 4.46)","(4.8, 5.8, 5.766666666666667)","(3.6, 4.0, 3.916315789473684)","(5.5, 7.2, 6.952941176470588)"
07-01-2023 14:18:58.397937,"(4.0, 5.1, 4.970967741935484)","(3.9, 4.5, 4.46)","(4.8, 5.8, 5.766666666666667)","(3.6, 3.95, 3.8826315789473687)","(5.5, 7.2, 6.952941176470588)"
07-01-2023 14:18:59.295822,"(4.0, 5.1, 4.970967741935484)","(3.9, 4.5, 4.472413793103448)","(4.8, 5.8, 5.766666666666667)","(3.6, 3.95, 3.8813131313131315)","(5.5, 7.2, 6.952941176470588)"
07-01-2023 14:19:00.183678,"(4.0, 5.1, 4.970967741935484)","(3.9, 4.5, 4.472413793103448)","(4.8, 5.8, 5.766666666666667)","(3.6, 3.95, 3.8813131313131315)","(5.5, 7.2, 6.952941176470588)"
07-01-2023 14:19:01.086606,"(4.0, 5.1, 4.970967741935484)","(4.0, 4.5, 4.472413793103448)","(4.8, 5.8, 5.766666666666667)","(3.5, 3.95, 3.8813131313131315)","(5.5, 7.2, 6.984615384615385)"
07-01-2023 14:19:02.054553,"(4.0, 5.1, 4.985714285714286)","(4.0, 4.5, 4.472413793103448)","(4.8, 5.8, 5.766666666666667)","(3.5, 3.95, 3.8813131313131315)","(5.5, 7.2, 6.966666666666667)"
07-01-2023 14:19:02.950170,"(4.0, 5.1, 4.9947368421052625)","(4.0, 4.5, 4.472413793103448)","(4.8, 5.8, 5.766666666666667)","(3.5, 3.95, 3.8813131313131315)","(5.5, 7.2, 6.966666666666667)"
07-01-2023 14:19:03.822341,"(4.0, 5.1, 4.9947368421052625)","(4.0, 4.5, 4.472413793103448)","(4.8, 5.8, 5.766666666666667)","(3.5, 3.95, 3.8813131313131315)","(5.5, 7.2, 6.966666666666667)"
07-01-2023 14:19:04.770410,"(4.0, 5.1, 5.006976744186046)","(4.0, 4.5, 4.472413793103448)","(4.8, 5.8, 5.766666666666667)","(3.5, 3.95, 3.8813131313131315)","(5.5, 7.2, 6.966666666666667)"
07-01-2023 14:19:05.727029,"(4.0, 5.1, 4.8090909090909095)","(4.0, 4.5, 4.472413793103448)","(4.8, 5.8, 5.766666666666667)","(3.5, 3.95, 3.878440366972477)","(5.5, 7.2, 6.966666666666667)"
07-01-2023 14:19:06.693703,"(4.0, 5.1, 4.871428571428571)","(4.0, 4.5, 4.47948717948718)","(4.8, 5.8, 5.766666666666667)","(3.5, 3.95, 3.878440366972477)","(5.5, 7.2, 6.966666666666667)"
07-01-2023 14:19:07.543993,"(4.0, 5.1, 4.871428571428571)","(4.0, 4.5, 4.47948717948718)","(4.8, 5.8, 5.766666666666667)","(3.5, 3.95, 3.878440366972477)","(5.5, 7.2, 6.966666666666667)"
07-01-2023 14:19:08.473052,"(4.0, 5.1, 4.871428571428571)","(4.0, 4.5, 4.477777777777778)","(4.8, 5.8, 5.766666666666667)","(3.5, 3.95, 3.878440366972477)","(5.5, 7.2, 6.966666666666667)"
07-01-2023 14:19:09.286274,"(4.0, 5.1, 4.785714285714286)","(4.0, 4.5, 4.477777777777778)","(4.8, 5.8, 5.766666666666667)","(3.5, 3.95, 3.878440366972477)","(5.5, 7.2, 6.966666666666667)"
07-01-2023 14:19:10.188477,"(4.0, 5.1, 4.754545454545455)","(3.9, 4.5, 4.477777777777778)","(4.8, 5.8, 5.771428571428571)","(3.5, 3.95, 3.878440366972477)","(5.5, 7.2, 6.966666666666667)"
07-01-2023 14:19:11.221590,"(4.0, 5.1, 4.754545454545455)","(3.9, 4.5, 4.477777777777778)","(4.8, 5.8, 5.771428571428571)","(3.5, 3.95, 3.878440366972477)","(5.5, 7.2, 6.966666666666667)"
07-01-2023 14:19:12.116379,"(4.0, 5.1, 4.837931034482759)","(3.9, 4.5, 4.477777777777778)","(4.8, 5.8, 5.771428571428571)","(3.5, 3.95, 3.878440366972477)","(5.5, 7.2, 6.966666666666667)"
07-01-2023 14:19:12.967337,"(4.0, 5.1, 4.837931034482759)","(3.9, 4.5, 4.478947368421053)","(4.8, 5.8, 5.666666666666666)","(3.5, 3.95, 3.8797297297297297)","(5.5, 7.2, 6.972972972972973)"
07-01-2023 14:19:13.894081,"(4.0, 5.1, 4.837931034482759)","(3.9, 4.5, 4.478947368421053)","(4.8, 5.8, 5.675)","(3.5, 3.95, 3.834722222222222)","(5.5, 7.2, 7.06875)"
07-01-2023 14:19:14.845666,"(4.0, 5.1, 4.840909090909091)","(3.9, 4.5, 4.478947368421053)","(4.8, 5.8, 5.655555555555556)","(3.5, 3.85, 3.843103448275862)","(5.5, 7.2, 7.06875)"
07-01-2023 14:19:15.715802,"(4.0, 5.1, 4.934782608695652)","(3.9, 4.5, 4.478947368421053)","(4.8, 5.8, 5.655555555555556)","(3.5, 3.9, 3.851908396946565)","(5.5, 7.2, 7.06875)"
07-01-2023 14:19:16.622739,"(4.0, 5.1, 4.9479999999999995)","(3.9, 4.5, 4.478947368421053)","(4.8, 5.8, 5.655555555555556)","(3.5, 3.9, 3.851908396946565)","(5.5, 7.2, 7.06875)"
07-01-2023 14:19:17.579048,"(4.0, 5.1, 4.956603773584906)","(3.9, 4.5, 4.4714285714285715)","(4.8, 5.8, 5.655555555555556)","(3.5, 3.9, 3.8520833333333333)","(5.5, 7.2, 7.06875)"
07-01-2023 14:19:18.434696,"(4.0, 5.1, 4.956603773584906)","(3.9, 4.5, 4.4714285714285715)","(4.8, 5.8, 5.655555555555556)","(3.5, 3.9, 3.850431034482759)","(5.5, 7.2, 7.06875)"
07-01-2023 14:19:19.387869,"(4.0, 5.1, 4.956603773584906)","(3.9, 4.5, 4.478947368421053)","(4.8, 5.8, 5.655555555555556)","(3.5, 3.9, 3.8503968253968255)","(5.5, 7.2, 7.06875)"
07-01-2023 14:19:20.506955,"(4.0, 5.1, 4.956603773584906)","(3.9, 4.5, 4.478947368421053)","(4.8, 5.8, 5.655555555555556)","(3.5, 3.9, 3.8503968253968255)","(5.5, 7.2, 7.06875)"
07-01-2023 14:19:21.668521,"(4.0, 5.1, 4.956603773584906)","(3.9, 4.5, 4.478947368421053)","(4.8, 5.8, 5.655555555555556)","(3.5, 3.9, 3.8503968253968255)","(5.5, 7.2, 7.06875)"
07-01-2023 14:19:22.688688,"(4.0, 5.1, 4.923255813953488)","(3.9, 4.5, 4.478947368421053)","(4.8, 5.8, 5.655555555555556)","(3.4, 3.9, 3.8503968253968255)","(5.5, 7.2, 7.06875)"
07-01-2023 14:19:23.762477,"(4.0, 5.1, 4.938297872340425)","(3.9, 4.5, 4.478947368421053)","(4.8, 5.8, 5.655555555555556)","(3.4, 3.9, 3.8503968253968255)","(5.5, 7.2, 7.06875)"
07-01-2023 14:19:24.801356,"(4.0, 5.1, 4.938297872340425)","(3.9, 4.5, 4.478947368421053)","(4.8, 5.8, 5.655555555555556)","(3.4, 3.9, 3.8503968253968255)","(5.5, 7.2, 7.06875)"
07-01-2023 14:19:25.705787,"(4.0, 5.1, 4.938297872340425)","(3.9, 4.5, 4.478947368421053)","(4.8, 5.8, 5.655555555555556)","(3.4, 3.9, 3.8503968253968255)","(5.5, 7.2, 7.06875)"
07-01-2023 14:19:26.657573,"(4.0, 5.1, 4.938297872340425)","(3.9, 4.5, 4.478947368421053)","(4.8, 5.8, 5.655555555555556)","(3.4, 3.9, 3.851923076923077)","(5.5, 7.2, 7.06875)"
07-01-2023 14:19:27.594999,"(4.0, 5.1, 4.938297872340425)","(3.9, 4.5, 4.478947368421053)","(4.8, 5.8, 5.655555555555556)","(3.4, 3.9, 3.8293785310734463)","(5.5, 7.2, 7.06875)"
07-01-2023 14:19:28.430880,"(4.0, 5.1, 4.938297872340425)","(3.9, 4.5, 4.48139534883721)","(4.8, 5.8, 5.655555555555556)","(3.4, 3.9, 3.8293785310734463)","(5.5, 7.2, 7.06875)"
07-01-2023 14:19:29.408300,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.484507042253521)","(4.8, 5.8, 5.5875)","(3.4, 3.9, 3.8293785310734463)","(5.5, 7.2, 7.08)"
07-01-2023 14:19:30.326453,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.481081081081081)","(4.8, 5.8, 5.5875)","(3.4, 3.9, 3.8293785310734463)","(5.5, 7.2, 7.08)"
07-01-2023 14:19:31.190899,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.4625)","(4.8, 5.8, 5.5875)","(3.4, 3.9, 3.833139534883721)","(5.5, 7.2, 7.08)"
07-01-2023 14:19:32.161765,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.4625)","(4.8, 5.8, 5.5875)","(3.4, 3.9, 3.833139534883721)","(5.5, 7.2, 7.08)"
07-01-2023 14:19:33.117714,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.4625)","(4.8, 5.8, 5.5875)","(3.4, 3.9, 3.833139534883721)","(5.5, 7.2, 7.08)"
07-01-2023 14:19:34.064314,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.4625)","(4.8, 5.8, 5.5875)","(3.4, 3.9, 3.833139534883721)","(5.5, 7.2, 7.08)"
07-01-2023 14:19:34.899274,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.41875)","(4.8, 5.8, 5.5875)","(3.4, 3.9, 3.833139534883721)","(5.5, 7.2, 7.08)"
07-01-2023 14:19:35.831169,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.434285714285714)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.831318681318681)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:36.709364,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.434285714285714)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.831318681318681)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:37.644671,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.42962962962963)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.831318681318681)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:38.589145,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.42962962962963)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.831318681318681)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:39.448757,"(4.0, 5.1, 4.944897959183673)","(3.9, 4.5, 4.454545454545455)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.831318681318681)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:40.430575,"(4.0, 5.1, 4.944897959183673)","(3.9, 4.5, 4.454545454545455)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.831318681318681)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:41.381323,"(4.0, 5.1, 4.944897959183673)","(3.9, 4.5, 4.454545454545455)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.831318681318681)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:42.314626,"(4.0, 5.1, 4.944897959183673)","(3.9, 4.5, 4.454545454545455)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.831318681318681)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:43.199621,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.441095890410959)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.831318681318681)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:44.089850,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.441095890410959)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.831318681318681)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:44.949342,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.461904761904762)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.831318681318681)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:45.798755,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.461904761904762)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.831318681318681)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:46.777697,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.461904761904762)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.831318681318681)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:47.730225,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.461904761904762)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.831318681318681)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:48.574311,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.41875)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.831318681318681)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:49.547487,"(4.0, 5.1, 4.9)","(3.9, 4.6, 4.41875)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.8299999999999996)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:50.472250,"(4.0, 5.1, 4.944897959183673)","(3.9, 4.5, 4.456521739130435)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.8299999999999996)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:51.345176,"(4.0, 5.1, 4.852173913043478)","(3.9, 4.5, 4.456521739130435)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.8299999999999996)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:52.192370,"(4.0, 5.1, 4.852173913043478)","(3.9, 4.5, 4.435714285714286)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.8299999999999996)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:53.121066,"(4.0, 5.1, 4.852173913043478)","(3.9, 4.5, 4.435714285714286)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.8299999999999996)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:54.054962,"(4.0, 5.1, 4.852173913043478)","(3.9, 4.5, 4.435714285714286)","(4.8, 5.8, 5.63125)","(3.4, 3.9, 3.8299999999999996)","(5.5, 7.2, 7.083333333333333)"
07-01-2023 14:19:54.982704,"(4.0, 5.1, 4.852173913043478)","(3.9, 4.5, 4.435714285714286)","(4.8, 5.8, 5.671428571428572)","(3.4, 3.9, 3.852836879432624)","(5.5, 7.2, 7.136363636363637)"
07-01-2023 14:19:55.951905,"(4.0, 5.1, 4.921875)","(3.9, 4.5, 4.461290322580646)","(4.8, 5.8, 5.605128205128205)","(3.4, 3.9, 3.852836879432624)","(5.5, 7.2, 7.136363636363637)"
07-01-2023 14:19:56.801663,"(4.0, 5.1, 4.921875)","(3.9, 4.5, 4.461290322580646)","(4.8, 5.8, 5.605128205128205)","(3.4, 3.9, 3.852836879432624)","(5.5, 7.2, 7.136363636363637)"
07-01-2023 14:19:57.846599,"(4.0, 5.1, 4.921875)","(3.9, 4.5, 4.461290322580646)","(4.8, 5.8, 5.605128205128205)","(3.4, 3.9, 3.852836879432624)","(5.5, 7.2, 7.136363636363637)"
07-01-2023 14:19:58.880602,"(4.0, 5.1, 4.921875)","(3.9, 4.5, 4.461290322580646)","(4.8, 5.8, 5.641666666666667)","(3.4, 3.9, 3.852836879432624)","(5.5, 7.2, 7.136363636363637)"
07-01-2023 14:19:59.741417,"(4.0, 5.1, 4.921875)","(3.9, 4.5, 4.461290322580646)","(4.8, 5.8, 5.641666666666667)","(3.4, 3.9, 3.852836879432624)","(5.5, 7.2, 7.136363636363637)"
07-01-2023 14:20:00.802537,"(4.0, 5.1, 4.921875)","(3.9, 4.5, 4.461290322580646)","(4.8, 5.8, 5.641666666666667)","(3.4, 3.9, 3.826282051282051)","(5.5, 7.2, 7.136363636363637)"
