,Bracken Warrior,Radiant Amber,Mini Mine Yet Nz,Top The Ace,Gimme A Reason,Miss Daytona Nz,Mister Cole,Crazy Shippo,Murphys Reward Nz,Twentyeightblack
10-01-2023 15:56:23.711661,"(10.0, 14.5, 13.5)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.6, 9.381818181818181)","(13.0, 16.0, 14.461538461538462)","(9.0, 99999, 99990)","(11.0, 14.0, 11.5)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 162.0)"
10-01-2023 15:56:25.020205,"(10.0, 14.5, 13.5)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.6, 9.381818181818181)","(13.0, 16.0, 14.461538461538462)","(9.0, 99999, 99990)","(11.0, 14.0, 11.5)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 162.0)"
10-01-2023 15:56:26.413183,"(10.0, 14.5, 13.0)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.6, 9.381818181818181)","(13.0, 16.0, 14.461538461538462)","(9.0, 99999, 99990)","(11.0, 14.0, 11.5)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 162.0)"
10-01-2023 15:56:27.863586,"(10.0, 14.5, 12.75)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.6, 9.381818181818181)","(13.0, 16.0, 14.461538461538462)","(9.0, 99999, 99990)","(11.0, 14.0, 11.5)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 162.0)"
10-01-2023 15:56:29.191951,"(10.0, 14.5, 12.75)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.6, 9.381818181818181)","(13.0, 16.0, 14.461538461538462)","(9.0, 99999, 99990)","(11.0, 14.0, 11.5)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 162.0)"
10-01-2023 15:56:30.352268,"(10.0, 14.5, 12.75)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.6, 9.466666666666667)","(13.0, 16.0, 14.461538461538462)","(9.0, 99999, 99990)","(11.0, 14.0, 11.5)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 162.0)"
10-01-2023 15:56:31.503081,"(10.0, 14.5, 12.75)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.8, 9.466666666666667)","(13.0, 16.0, 14.461538461538462)","(9.0, 99999, 99990)","(11.0, 14.0, 11.5)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:56:32.862361,"(10.0, 14.5, 12.75)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.6, 9.3)","(13.0, 16.0, 13.777777777777779)","(9.0, 99999, 99990)","(11.0, 14.0, 11.5)","(101.0, 210.0, 130.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:56:34.350354,"(10.0, 14.5, 12.75)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.6, 9.3)","(13.0, 16.0, 13.5)","(9.0, 99999, 99990)","(11.0, 14.0, 11.5)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:56:35.685140,"(10.0, 14.5, 12.75)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.6, 9.3)","(13.0, 16.0, 13.5)","(9.0, 99999, 99990)","(11.0, 14.0, 11.5)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:56:37.048419,"(10.0, 14.5, 12.75)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.8, 9.138461538461538)","(13.0, 22.0, 15.0)","(9.0, 99999, 99990)","(11.0, 14.0, 11.5)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:56:38.350682,"(10.0, 14.5, 12.75)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.6, 9.2)","(13.0, 20.0, 15.61111111111111)","(9.0, 99999, 99990)","(11.0, 14.0, 11.5)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:56:39.647172,"(10.0, 14.5, 12.75)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.6, 9.2)","(13.0, 19.5, 15.61111111111111)","(9.0, 99999, 99990)","(11.0, 14.0, 11.5)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:56:40.939161,"(10.0, 14.5, 12.75)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.2, 8.666666666666666)","(13.0, 19.0, 17.7)","(9.0, 99999, 99990)","(11.0, 14.0, 12.714285714285714)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:56:42.192562,"(10.0, 14.5, 12.75)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.2, 8.72)","(13.0, 19.0, 15.0)","(9.0, 99999, 99990)","(11.0, 14.0, 18.5)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:56:43.519193,"(10.0, 14.5, 12.75)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.2, 8.72)","(13.0, 19.0, 15.0)","(9.0, 99999, 99990)","(11.0, 20.0, 14.166666666666666)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:56:44.867769,"(10.0, 14.5, 12.75)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.2, 8.72)","(13.0, 19.0, 15.0)","(9.0, 99999, 99990)","(11.0, 19.5, 15.25)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:56:46.239396,"(10.0, 14.5, 12.75)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.2, 8.72)","(13.0, 19.0, 15.0)","(9.0, 99999, 99990)","(11.0, 19.0, 13.833333333333334)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:56:47.557794,"(10.0, 14.5, 12.75)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 9.2, 8.72)","(13.0, 19.0, 16.0)","(9.0, 99999, 99990)","(11.0, 18.5, 17.27777777777778)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:56:49.001115,"(10.0, 14.5, 12.75)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 8.4, 8.2)","(13.0, 19.0, 16.0)","(9.0, 99999, 99990)","(11.0, 18.0, 17.9)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:56:50.209167,"(10.0, 14.5, 13.0)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 8.2, 7.863157894736842)","(13.0, 19.0, 16.0)","(9.0, 99999, 99990)","(11.0, 19.5, 17.27777777777778)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:56:51.511469,"(10.0, 14.5, 12.9)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 8.0, 7.857142857142857)","(13.0, 19.0, 15.75)","(9.0, 99999, 99990)","(11.0, 18.0, 16.3)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:56:52.867051,"(10.0, 14.5, 13.928571428571429)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 7.6, 7.26530612244898)","(13.0, 18.5, 17.09090909090909)","(9.0, 99999, 99990)","(11.0, 17.5, 15.9)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:56:54.193658,"(10.0, 14.5, 14.125)","(3.6, 4.3, 4.075)","(3.2, 99999, 99990)","(4.8, 7.6, 6.95)","(13.0, 18.0, 15.75)","(9.0, 99999, 99990)","(11.0, 17.0, 14.5)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:56:55.562256,"(10.0, 14.5, 14.0)","(3.6, 4.3, 4.225)","(3.2, 99999, 99990)","(4.8, 7.2, 6.3374999999999995)","(13.0, 18.0, 15.75)","(9.0, 99999, 99990)","(11.0, 17.0, 14.5)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:56:56.901655,"(10.0, 14.5, 14.333333333333334)","(3.6, 4.3, 4.225)","(3.2, 99999, 99990)","(4.8, 6.6, 6.780952380952381)","(13.0, 18.0, 15.75)","(9.0, 99999, 99990)","(11.0, 17.0, 14.5)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:56:58.213130,"(10.0, 14.5, 14.333333333333334)","(3.6, 4.3, 4.225)","(3.2, 99999, 99990)","(4.8, 7.2, 6.780952380952381)","(13.0, 18.0, 15.75)","(9.0, 99999, 99990)","(11.0, 17.0, 14.5)","(101.0, 210.0, 193.33333333333334)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:56:59.558260,"(10.0, 14.5, 14.333333333333334)","(3.6, 4.3, 4.225)","(3.2, 99999, 99990)","(4.8, 6.8, 6.48125)","(13.0, 18.0, 15.75)","(9.0, 99999, 99990)","(11.0, 17.0, 14.5)","(101.0, 210.0, 180.0)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:57:00.956171,"(10.0, 14.5, 14.333333333333334)","(3.6, 4.3, 4.225)","(3.2, 99999, 99990)","(4.8, 6.8, 6.392592592592592)","(13.0, 18.0, 16.666666666666668)","(9.0, 99999, 99990)","(11.0, 17.0, 14.5)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:57:02.389092,"(10.0, 14.5, 14.333333333333334)","(3.6, 4.3, 4.225)","(3.2, 99999, 99990)","(4.8, 6.6, 6.01)","(13.0, 18.0, 17.0)","(9.0, 99999, 99990)","(11.0, 17.0, 14.5)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:03.967062,"(10.0, 14.5, 14.333333333333334)","(3.6, 4.3, 4.24)","(3.2, 99999, 99990)","(4.8, 6.4, 5.612)","(13.0, 18.5, 17.214285714285715)","(9.0, 99999, 99990)","(11.0, 17.0, 14.5)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:05.380302,"(10.0, 14.5, 14.416666666666666)","(3.6, 4.3, 4.24)","(3.2, 99999, 99990)","(4.8, 6.2, 5.323529411764706)","(13.0, 18.5, 17.214285714285715)","(9.0, 99999, 99990)","(11.0, 17.0, 15.0)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:06.797361,"(10.0, 14.5, 14.416666666666666)","(3.6, 4.3, 4.289189189189189)","(3.2, 99999, 99990)","(4.8, 5.5, 5.266666666666667)","(13.0, 18.5, 17.214285714285715)","(9.0, 99999, 99990)","(11.0, 17.0, 14.5)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:08.200686,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.289189189189189)","(3.2, 99999, 99990)","(4.8, 5.4, 5.133333333333334)","(13.0, 18.5, 17.214285714285715)","(9.0, 99999, 99990)","(11.0, 17.0, 14.5)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:09.571285,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.3125)","(3.2, 99999, 99990)","(4.8, 5.4, 5.05)","(13.0, 18.5, 17.214285714285715)","(9.0, 99999, 99990)","(11.0, 17.0, 17.6)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:11.040237,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.3125)","(3.2, 99999, 99990)","(4.8, 5.4, 5.2)","(13.0, 18.5, 17.214285714285715)","(9.0, 99999, 99990)","(11.0, 19.0, 17.6)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:12.477778,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.3125)","(3.2, 99999, 99990)","(4.8, 5.4, 5.22)","(13.0, 18.5, 17.0)","(9.0, 99999, 99990)","(11.0, 19.0, 17.444444444444443)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:13.911971,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.2592592592592595)","(3.2, 99999, 99990)","(4.8, 5.3, 5.263636363636364)","(13.0, 18.5, 17.0)","(9.0, 99999, 99990)","(11.0, 19.0, 17.444444444444443)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:15.359018,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.2592592592592595)","(3.2, 99999, 99990)","(4.8, 5.3, 5.176470588235294)","(13.0, 18.5, 17.0)","(9.0, 99999, 99990)","(11.0, 19.0, 17.444444444444443)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:16.785223,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.2592592592592595)","(3.2, 99999, 99990)","(4.8, 5.2, 5.07391304347826)","(13.0, 18.5, 15.833333333333334)","(9.0, 99999, 99990)","(11.0, 19.0, 14.125)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:57:18.241707,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.253333333333334)","(3.2, 99999, 99990)","(4.8, 5.1, 5.227272727272727)","(13.0, 18.5, 15.833333333333334)","(9.0, 99999, 99990)","(11.0, 19.0, 14.5)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:57:19.762129,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.253333333333334)","(3.2, 99999, 99990)","(4.8, 5.3, 5.373684210526315)","(13.0, 18.5, 15.833333333333334)","(9.0, 99999, 99990)","(11.0, 18.5, 14.333333333333334)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:57:21.275579,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.311111111111111)","(3.2, 99999, 99990)","(4.8, 5.5, 5.590123456790123)","(13.0, 18.5, 16.5)","(9.0, 99999, 99990)","(11.0, 18.0, 13.928571428571429)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:57:22.752732,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.3310344827586205)","(3.2, 99999, 99990)","(4.8, 5.6, 5.288888888888889)","(13.0, 18.5, 15.357142857142858)","(9.0, 99999, 99990)","(11.0, 17.5, 13.785714285714286)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:57:24.257440,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.3310344827586205)","(3.2, 99999, 99990)","(4.8, 5.3, 5.671875)","(13.0, 17.5, 15.7)","(9.0, 99999, 99990)","(11.0, 17.0, 13.642857142857142)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:57:25.663964,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.3310344827586205)","(3.2, 99999, 99990)","(4.8, 5.7, 5.671111111111111)","(13.0, 17.5, 15.7)","(9.0, 99999, 99990)","(11.0, 16.5, 13.642857142857142)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:57:27.079707,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.3310344827586205)","(3.2, 99999, 99990)","(4.8, 5.7, 5.590196078431372)","(13.0, 17.5, 15.7)","(9.0, 99999, 99990)","(11.0, 16.5, 13.642857142857142)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:57:28.627612,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.334615384615384)","(3.2, 99999, 99990)","(4.8, 5.6, 5.535714285714286)","(13.0, 17.5, 15.7)","(9.0, 99999, 99990)","(11.0, 16.5, 13.642857142857142)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:57:30.150235,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.340909090909091)","(3.2, 99999, 99990)","(4.8, 5.6, 5.535714285714286)","(13.0, 17.5, 16.428571428571427)","(9.0, 99999, 99990)","(11.0, 16.5, 13.642857142857142)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:57:31.697223,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.340909090909091)","(3.2, 99999, 99990)","(4.8, 5.6, 5.535714285714286)","(13.0, 17.5, 16.428571428571427)","(9.0, 99999, 99990)","(11.0, 16.5, 13.166666666666666)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:33.227406,"(10.0, 15.5, 14.9375)","(3.6, 4.6, 4.335999999999999)","(3.2, 99999, 99990)","(4.8, 5.6, 5.535714285714286)","(13.0, 17.5, 16.333333333333332)","(9.0, 99999, 99990)","(11.0, 16.5, 13.083333333333334)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:34.698407,"(10.0, 15.5, 14.9375)","(3.6, 4.6, 4.340909090909091)","(3.2, 99999, 99990)","(4.8, 5.6, 5.3875)","(13.0, 20.0, 15.333333333333334)","(9.0, 99999, 99990)","(11.0, 16.0, 13.0)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:36.176492,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.340909090909091)","(3.2, 99999, 99990)","(4.8, 5.4, 5.375)","(13.0, 19.5, 16.0)","(9.0, 99999, 99990)","(11.0, 15.5, 13.0)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:37.720623,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.340909090909091)","(3.2, 99999, 99990)","(4.8, 5.4, 5.36)","(13.0, 19.0, 16.5)","(9.0, 99999, 99990)","(11.0, 15.5, 13.0)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:39.246568,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.340909090909091)","(3.2, 99999, 99990)","(4.8, 5.4, 5.377777777777777)","(13.0, 18.5, 16.5)","(9.0, 99999, 99990)","(11.0, 15.5, 13.0)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:40.836824,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.340909090909091)","(3.2, 99999, 99990)","(4.8, 5.6, 5.375)","(13.0, 18.5, 16.5)","(9.0, 99999, 99990)","(11.0, 15.5, 13.0)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:42.334121,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.340909090909091)","(3.2, 99999, 99990)","(4.8, 5.6, 5.090909090909091)","(13.0, 18.5, 16.5)","(9.0, 99999, 99990)","(11.0, 15.5, 14.0)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:43.886364,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.340909090909091)","(3.2, 99999, 99990)","(4.8, 5.5, 5.125)","(13.0, 18.5, 17.833333333333332)","(9.0, 99999, 99990)","(11.0, 15.5, 18.75)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:45.369324,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.335999999999999)","(3.2, 99999, 99990)","(4.8, 5.3, 5.189655172413793)","(13.0, 18.5, 17.555555555555557)","(9.0, 99999, 99990)","(11.0, 25.0, 18.75)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:57:46.936155,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.340909090909091)","(3.2, 99999, 99990)","(4.8, 5.3, 5.189655172413793)","(13.0, 20.0, 16.125)","(9.0, 99999, 99990)","(11.0, 25.0, 18.25)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 162.0)"
10-01-2023 15:57:48.442174,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.388888888888888)","(3.2, 99999, 99990)","(4.8, 5.3, 5.189655172413793)","(13.0, 19.5, 16.125)","(9.0, 99999, 99990)","(11.0, 24.0, 15.5)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 162.0)"
10-01-2023 15:57:49.958969,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.388888888888888)","(3.2, 99999, 99990)","(4.8, 5.3, 5.1125)","(13.0, 19.5, 16.125)","(9.0, 99999, 99990)","(11.0, 23.0, 18.75)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 162.0)"
10-01-2023 15:57:52.050422,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.388888888888888)","(3.2, 99999, 99990)","(4.8, 5.2, 4.928571428571428)","(13.0, 19.5, 16.125)","(9.0, 99999, 99990)","(11.0, 25.0, 16.333333333333332)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 162.0)"
10-01-2023 15:57:53.777643,"(10.0, 15.5, 15.125)","(3.6, 4.6, 4.388888888888888)","(3.2, 99999, 99990)","(4.8, 5.1, 4.89811320754717)","(13.0, 19.5, 17.666666666666668)","(9.0, 99999, 99990)","(11.0, 24.0, 16.333333333333332)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 162.0)"
10-01-2023 15:57:55.382733,"(10.0, 15.5, 15.071428571428571)","(3.6, 4.6, 4.388888888888888)","(3.2, 99999, 99990)","(4.8, 4.9, 4.898245614035088)","(13.0, 19.0, 17.666666666666668)","(9.0, 99999, 99990)","(11.0, 24.0, 19.11111111111111)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 162.0)"
10-01-2023 15:57:56.894645,"(10.0, 15.5, 15.071428571428571)","(3.6, 4.6, 4.388888888888888)","(3.2, 99999, 99990)","(4.8, 4.9, 5.21875)","(13.0, 19.0, 17.5)","(9.0, 99999, 99990)","(11.0, 24.0, 19.11111111111111)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 162.0)"
10-01-2023 15:57:58.435171,"(10.0, 15.5, 14.857142857142858)","(3.6, 4.6, 4.388888888888888)","(3.2, 99999, 99990)","(4.8, 5.3, 4.963157894736843)","(13.0, 20.0, 16.25)","(9.0, 99999, 99990)","(11.0, 24.0, 19.11111111111111)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 162.0)"
10-01-2023 15:58:00.031090,"(10.0, 15.5, 14.428571428571429)","(3.6, 4.6, 4.388888888888888)","(3.2, 99999, 99990)","(4.8, 5.3, 5.37439024390244)","(13.0, 20.0, 17.666666666666668)","(9.0, 99999, 99990)","(11.0, 24.0, 20.5)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 170.0)"
10-01-2023 15:58:02.753792,"(10.0, 15.5, 14.818181818181818)","(3.6, 4.6, 4.388888888888888)","(3.2, 99999, 99990)","(4.8, 5.4, 5.357142857142858)","(13.0, 19.0, 17.666666666666668)","(9.0, 99999, 99990)","(11.0, 22.0, 18.833333333333336)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 162.0)"
10-01-2023 15:58:04.304587,"(10.0, 15.5, 14.333333333333334)","(3.6, 4.6, 4.388888888888888)","(3.2, 99999, 99990)","(4.8, 5.4, 5.566666666666666)","(13.0, 19.0, 17.714285714285715)","(9.0, 99999, 99990)","(11.0, 20.0, 17.875)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:58:05.928386,"(10.0, 15.5, 14.333333333333334)","(3.6, 4.6, 4.388888888888888)","(3.2, 99999, 99990)","(4.8, 5.7, 5.555555555555555)","(13.0, 19.0, 17.833333333333332)","(9.0, 99999, 99990)","(11.0, 19.5, 17.875)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:58:07.538232,"(10.0, 15.5, 14.333333333333334)","(3.6, 4.6, 4.388888888888888)","(3.2, 99999, 99990)","(4.8, 5.7, 5.607142857142858)","(13.0, 18.5, 18.071428571428573)","(9.0, 99999, 99990)","(11.0, 19.5, 17.875)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:58:09.074029,"(10.0, 15.5, 14.333333333333334)","(3.6, 4.6, 4.388888888888888)","(3.2, 99999, 99990)","(4.8, 5.7, 5.570588235294117)","(13.0, 19.5, 18.25)","(9.0, 99999, 99990)","(11.0, 19.5, 17.875)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:58:10.621584,"(10.0, 15.5, 14.333333333333334)","(3.6, 4.6, 4.388888888888888)","(3.2, 99999, 99990)","(4.8, 5.6, 5.448387096774193)","(13.0, 19.0, 17.3125)","(9.0, 99999, 99990)","(11.0, 19.5, 17.875)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:58:12.124687,"(10.0, 15.5, 14.333333333333334)","(3.6, 4.6, 4.388888888888888)","(3.2, 99999, 99990)","(4.8, 5.5, 5.448387096774193)","(13.0, 19.0, 18.071428571428573)","(9.0, 99999, 99990)","(11.0, 19.5, 17.875)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:58:13.626798,"(10.0, 15.5, 14.333333333333334)","(3.6, 4.6, 4.388888888888888)","(3.2, 99999, 99990)","(4.8, 5.5, 5.463888888888889)","(13.0, 19.5, 18.25)","(9.0, 99999, 99990)","(11.0, 19.5, 17.875)","(101.0, 210.0, 170.0)","(12.0, 99999, 99990)","(101.0, 210.0, 150.0)"
