,Willby Rules,Alpine Blast,Lions Tooth,Aspirate,Mascherata,Gee Gee Can Win,Spirited Toff,Techno Awards,The Beekeeper,Miss Sleuth
11-01-2023 15:59:31.207365,"(16.0, 18.0, 17.676470588235293)","(6.0, 9.8, 9.36140350877193)","(18.0, 23.0, 22.5)","(17.0, 18.5, 17.571428571428573)","(2.7, 3.0, 2.9854545454545454)","(2.8, 3.95, 3.8945652173913046)","(10.0, 14.5, 13.1875)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:32.672363,"(16.0, 18.0, 17.676470588235293)","(6.0, 9.8, 9.36140350877193)","(18.0, 23.0, 22.5)","(17.0, 18.0, 17.571428571428573)","(2.7, 3.0, 2.9854545454545454)","(2.8, 3.95, 3.8945652173913046)","(10.0, 14.5, 13.1875)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:34.183413,"(16.0, 18.0, 17.676470588235293)","(6.0, 9.8, 9.376271186440679)","(18.0, 23.0, 22.5)","(17.0, 18.0, 17.125)","(2.7, 3.0, 2.9854545454545454)","(2.8, 3.95, 3.896315789473684)","(10.0, 14.5, 13.722222222222221)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.166666666666666)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:35.736857,"(16.0, 18.0, 17.56)","(6.0, 9.6, 9.342857142857143)","(18.0, 23.0, 22.5)","(17.0, 18.0, 17.34375)","(2.7, 3.0, 2.9854545454545454)","(2.8, 3.95, 3.896315789473684)","(10.0, 14.5, 13.65)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.166666666666666)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:37.117507,"(16.0, 18.0, 17.56)","(6.0, 9.6, 9.5)","(18.0, 23.0, 22.5)","(17.0, 18.0, 17.016666666666666)","(2.7, 3.0, 2.9854545454545454)","(2.8, 3.95, 3.896315789473684)","(10.0, 14.5, 13.76086956521739)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.166666666666666)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:38.549611,"(16.0, 18.0, 17.636363636363637)","(6.0, 9.6, 9.5)","(18.0, 23.0, 22.5)","(17.0, 17.5, 17.016129032258064)","(2.7, 3.0, 2.9424)","(2.8, 3.95, 3.8933333333333335)","(10.0, 14.5, 13.76086956521739)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.166666666666666)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:39.926339,"(16.0, 21.0, 17.738636363636363)","(6.0, 9.8, 9.358823529411765)","(18.0, 23.0, 21.85185185185185)","(17.0, 17.5, 17.016129032258064)","(2.7, 3.0, 2.9424)","(2.8, 3.95, 3.8933333333333335)","(10.0, 14.5, 13.76086956521739)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.166666666666666)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:41.290890,"(16.0, 21.0, 17.738636363636363)","(6.0, 9.8, 9.358823529411765)","(18.0, 22.0, 21.85185185185185)","(17.0, 17.5, 17.016129032258064)","(2.7, 3.0, 2.9424)","(2.8, 3.95, 3.8933333333333335)","(10.0, 14.5, 13.76086956521739)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.333333333333334)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:42.636830,"(16.0, 21.0, 17.72340425531915)","(6.0, 9.8, 9.264285714285714)","(18.0, 22.0, 21.85185185185185)","(17.0, 17.5, 17.016129032258064)","(2.7, 3.0, 2.9424)","(2.8, 3.95, 3.8933333333333335)","(10.0, 14.5, 13.76086956521739)","(61.0, 150.0, 125.0)","(11.0, 15.5, 15.076923076923077)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:43.971308,"(16.0, 21.0, 17.72340425531915)","(6.0, 9.8, 9.264285714285714)","(18.0, 22.0, 21.85185185185185)","(17.0, 17.5, 17.016129032258064)","(2.7, 3.0, 2.9424)","(2.8, 3.95, 3.89)","(10.0, 14.5, 13.81578947368421)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.076923076923077)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:45.371878,"(16.0, 21.0, 17.72340425531915)","(6.5, 9.8, 9.264285714285714)","(18.0, 22.0, 21.666666666666668)","(16.0, 17.5, 17.016129032258064)","(2.6, 3.0, 2.9232)","(3.0, 3.95, 3.89)","(10.0, 14.5, 13.81578947368421)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:46.693214,"(16.0, 21.0, 17.72340425531915)","(6.5, 9.8, 9.264285714285714)","(18.0, 22.0, 21.85185185185185)","(16.0, 17.5, 17.016129032258064)","(2.6, 3.0, 2.9232)","(3.0, 3.95, 3.89)","(10.0, 14.5, 13.81578947368421)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:48.378257,"(16.0, 21.0, 19.0)","(6.5, 9.8, 9.264285714285714)","(18.0, 22.0, 21.85185185185185)","(16.0, 17.5, 17.016129032258064)","(2.6, 3.0, 2.9232)","(3.0, 3.95, 3.89)","(10.0, 14.5, 13.81578947368421)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:49.962258,"(16.0, 20.0, 18.4375)","(6.5, 9.8, 9.264285714285714)","(18.0, 22.0, 23.125)","(16.0, 17.5, 17.016129032258064)","(2.6, 3.0, 2.9232)","(3.0, 3.95, 3.89)","(10.0, 14.5, 13.81578947368421)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:51.539227,"(16.0, 20.0, 18.25)","(6.5, 9.8, 9.264285714285714)","(18.0, 24.0, 23.125)","(16.0, 17.5, 17.016129032258064)","(2.6, 3.0, 2.9232)","(3.0, 3.95, 3.89)","(10.0, 14.5, 13.81578947368421)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:53.087330,"(16.0, 20.0, 18.25)","(6.5, 9.8, 9.264285714285714)","(18.0, 24.0, 23.125)","(16.0, 17.5, 17.016129032258064)","(2.6, 3.0, 2.9232)","(3.0, 3.95, 3.89)","(10.0, 14.5, 13.81578947368421)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:54.925498,"(16.0, 20.0, 18.25)","(6.5, 9.8, 9.264285714285714)","(18.0, 24.0, 23.125)","(16.0, 17.5, 17.016129032258064)","(2.6, 3.0, 2.9232)","(3.0, 3.95, 3.907627118644068)","(10.0, 14.5, 13.81578947368421)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:56.566295,"(16.0, 20.0, 18.25)","(6.5, 9.8, 9.264285714285714)","(18.0, 24.0, 22.77777777777778)","(16.0, 17.5, 17.016129032258064)","(2.6, 3.0, 2.9232)","(3.0, 3.95, 3.907627118644068)","(10.0, 14.5, 13.81578947368421)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:58.095035,"(16.0, 19.5, 18.25)","(6.5, 9.8, 9.264285714285714)","(18.0, 23.0, 22.5)","(16.0, 17.5, 17.016129032258064)","(2.6, 3.0, 2.9232)","(3.0, 3.95, 3.907627118644068)","(10.0, 14.5, 13.81578947368421)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 15:59:59.817542,"(16.0, 19.5, 18.566666666666666)","(6.5, 9.8, 9.264285714285714)","(18.0, 23.0, 22.0)","(16.0, 17.5, 17.016129032258064)","(2.6, 3.0, 2.8210191082802547)","(3.0, 3.95, 3.965909090909091)","(10.0, 14.5, 15.0)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:01.476857,"(16.0, 19.5, 18.566666666666666)","(6.5, 9.8, 9.264285714285714)","(18.0, 23.0, 22.0)","(16.0, 17.5, 17.016129032258064)","(2.6, 2.9, 2.853684210526316)","(3.0, 4.0, 3.965909090909091)","(10.0, 16.0, 15.533333333333333)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:03.247513,"(16.0, 19.5, 18.96153846153846)","(6.5, 9.8, 9.264285714285714)","(18.0, 23.0, 22.0)","(16.0, 17.5, 17.016129032258064)","(2.6, 2.9, 2.853684210526316)","(3.0, 4.0, 3.965909090909091)","(10.0, 16.0, 15.533333333333333)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:04.862957,"(16.0, 19.5, 18.96153846153846)","(6.5, 9.8, 9.264285714285714)","(18.0, 23.0, 22.0)","(16.0, 17.5, 17.25)","(2.6, 2.9, 2.8487640449438203)","(3.0, 4.0, 3.9615384615384617)","(10.0, 16.0, 15.533333333333333)","(61.0, 150.0, 125.0)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:06.460822,"(16.0, 19.5, 18.5)","(6.5, 9.8, 9.264285714285714)","(18.0, 23.0, 22.25)","(16.0, 17.5, 17.25)","(2.6, 2.9, 2.848955223880597)","(3.0, 4.0, 3.9615384615384617)","(10.0, 16.0, 15.1)","(61.0, 150.0, 116.66666666666667)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:08.060807,"(16.0, 19.0, 18.5)","(6.5, 9.8, 9.266666666666666)","(18.0, 23.0, 22.25)","(16.0, 17.5, 17.25)","(2.6, 2.9, 2.8204651162790695)","(3.0, 4.0, 3.9615384615384617)","(10.0, 16.0, 15.4)","(61.0, 150.0, 116.66666666666667)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:09.631723,"(16.0, 19.0, 18.5)","(6.5, 9.8, 9.266666666666666)","(18.0, 23.0, 22.25)","(16.0, 17.5, 17.055555555555557)","(2.6, 2.9, 2.8204651162790695)","(3.0, 4.0, 3.9615384615384617)","(10.0, 16.0, 15.4)","(61.0, 150.0, 116.66666666666667)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:11.181911,"(16.0, 19.0, 18.5)","(6.5, 9.8, 9.266666666666666)","(18.0, 23.0, 22.25)","(16.0, 18.0, 17.055555555555557)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.0, 3.9615384615384617)","(10.0, 16.0, 14.8)","(61.0, 150.0, 116.66666666666667)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:12.804842,"(16.0, 19.0, 18.4)","(6.5, 9.8, 9.266666666666666)","(18.0, 23.0, 22.25)","(16.0, 18.0, 17.055555555555557)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.0, 3.9615384615384617)","(10.0, 16.0, 14.363636363636363)","(61.0, 150.0, 116.66666666666667)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:14.506858,"(16.0, 19.0, 18.4)","(6.5, 9.8, 9.266666666666666)","(18.0, 23.0, 22.25)","(16.0, 18.0, 17.055555555555557)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.0, 3.9615384615384617)","(10.0, 16.0, 14.2)","(61.0, 150.0, 116.66666666666667)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:16.844593,"(16.0, 19.0, 18.92105263157895)","(6.5, 9.8, 9.266666666666666)","(18.0, 23.0, 22.5)","(16.0, 18.0, 17.055555555555557)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.0, 3.9615384615384617)","(10.0, 16.0, 13.923076923076923)","(61.0, 150.0, 116.66666666666667)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:18.377638,"(16.0, 19.0, 18.90625)","(6.5, 9.8, 9.266666666666666)","(18.0, 23.0, 22.5)","(16.0, 18.0, 19.26086956521739)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.0, 3.95)","(10.0, 16.0, 13.923076923076923)","(61.0, 150.0, 116.66666666666667)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:19.981640,"(16.0, 19.0, 18.90625)","(6.5, 9.8, 9.266666666666666)","(18.0, 23.0, 22.5)","(16.0, 21.0, 19.26086956521739)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.0, 3.941176470588235)","(10.0, 16.0, 13.923076923076923)","(61.0, 150.0, 116.66666666666667)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:21.775279,"(16.0, 19.0, 18.90625)","(6.5, 9.8, 9.266666666666666)","(18.0, 23.0, 22.5)","(16.0, 21.0, 19.0)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.0, 3.941176470588235)","(10.0, 16.0, 13.923076923076923)","(61.0, 150.0, 116.66666666666667)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:23.456010,"(16.0, 19.0, 18.90625)","(6.5, 9.8, 9.266666666666666)","(18.0, 23.0, 22.5)","(16.0, 21.0, 19.0)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.0, 3.941176470588235)","(10.0, 16.0, 13.923076923076923)","(61.0, 150.0, 116.66666666666667)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:25.127563,"(16.0, 19.0, 18.90625)","(6.5, 9.8, 9.266666666666666)","(18.0, 23.0, 22.5)","(16.0, 21.0, 19.0)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.0, 3.941176470588235)","(10.0, 16.0, 13.923076923076923)","(61.0, 150.0, 116.66666666666667)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:26.709833,"(16.0, 19.0, 18.90625)","(6.5, 9.8, 9.266666666666666)","(18.0, 23.0, 22.5)","(16.0, 21.0, 19.0)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.0, 3.941176470588235)","(10.0, 16.0, 13.923076923076923)","(61.0, 150.0, 116.66666666666667)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:28.277869,"(16.0, 19.0, 18.90625)","(6.5, 9.8, 9.266666666666666)","(18.0, 23.0, 22.5)","(16.0, 21.0, 19.0)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.0, 3.941176470588235)","(10.0, 16.0, 14.9)","(61.0, 150.0, 116.66666666666667)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:29.966635,"(16.0, 19.0, 18.90625)","(6.5, 9.8, 9.266666666666666)","(18.0, 23.0, 22.5)","(16.0, 21.0, 19.294117647058822)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.0, 3.941176470588235)","(10.0, 15.5, 14.0)","(61.0, 150.0, 116.66666666666667)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:31.564984,"(16.0, 19.0, 18.90625)","(6.5, 9.8, 9.266666666666666)","(18.0, 23.0, 22.5)","(16.0, 20.0, 19.310344827586206)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.0, 3.941176470588235)","(10.0, 15.5, 13.833333333333334)","(61.0, 150.0, 116.66666666666667)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:33.023207,"(16.0, 19.0, 18.90625)","(6.5, 9.8, 9.266666666666666)","(18.0, 23.0, 22.5)","(16.0, 20.0, 19.310344827586206)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.0, 3.9166666666666665)","(10.0, 15.5, 13.833333333333334)","(61.0, 150.0, 116.66666666666667)","(11.0, 16.0, 15.25)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:34.574780,"(16.0, 19.0, 18.90625)","(6.5, 9.8, 9.061538461538461)","(18.0, 23.0, 22.5)","(16.0, 20.0, 19.393939393939394)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.0, 3.9166666666666665)","(10.0, 15.5, 13.833333333333334)","(61.0, 150.0, 116.66666666666667)","(11.0, 16.0, 14.7)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:36.093480,"(16.0, 19.0, 18.90625)","(6.5, 9.8, 9.047058823529412)","(18.0, 23.0, 22.571428571428573)","(16.0, 20.0, 19.393939393939394)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.0, 3.9166666666666665)","(10.0, 15.5, 14.11111111111111)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:37.613187,"(16.0, 19.0, 18.8)","(6.5, 9.8, 8.830303030303032)","(18.0, 23.0, 22.571428571428573)","(16.0, 20.0, 19.393939393939394)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.0, 3.92)","(10.0, 15.5, 14.11111111111111)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:39.240808,"(16.0, 19.0, 18.8)","(6.5, 9.8, 9.315151515151516)","(18.0, 23.0, 22.571428571428573)","(16.0, 20.0, 18.444444444444443)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.0, 3.993333333333333)","(10.0, 15.5, 14.11111111111111)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:40.857110,"(16.0, 19.0, 18.8)","(6.5, 9.8, 9.108108108108109)","(18.0, 23.0, 22.571428571428573)","(16.0, 20.0, 18.25)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.1, 4.02)","(10.0, 15.5, 14.11111111111111)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:42.723713,"(16.0, 19.0, 18.8)","(6.5, 9.8, 9.108108108108109)","(18.0, 23.0, 22.571428571428573)","(16.0, 20.0, 18.25)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.1, 4.02)","(10.0, 15.5, 14.11111111111111)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:44.453350,"(16.0, 19.0, 18.8)","(6.5, 9.8, 9.108108108108109)","(18.0, 23.0, 22.571428571428573)","(16.0, 20.0, 18.2)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.1, 4.02)","(10.0, 15.5, 14.11111111111111)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:46.155881,"(16.0, 19.0, 18.8)","(6.5, 9.8, 9.108108108108109)","(18.0, 23.0, 22.571428571428573)","(16.0, 20.0, 18.2)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.1, 4.02)","(10.0, 15.5, 14.11111111111111)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:48.061682,"(16.0, 19.0, 18.8)","(6.5, 9.8, 8.911111111111111)","(18.0, 23.0, 23.142857142857142)","(16.0, 20.0, 18.5)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.1, 4.02)","(10.0, 15.5, 14.607142857142858)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:49.880664,"(16.0, 19.0, 18.8)","(6.5, 9.8, 8.957894736842105)","(18.0, 24.0, 23.142857142857142)","(16.0, 20.0, 18.5)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.1, 4.02)","(10.0, 15.5, 14.607142857142858)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:51.634304,"(16.0, 19.0, 18.8)","(6.5, 9.8, 8.957894736842105)","(18.0, 24.0, 23.142857142857142)","(16.0, 20.0, 18.5)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.1, 4.02)","(10.0, 15.5, 14.607142857142858)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:53.247379,"(16.0, 19.0, 18.8)","(6.5, 9.8, 8.957894736842105)","(18.0, 24.0, 23.142857142857142)","(16.0, 20.0, 18.45)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.1, 4.02)","(10.0, 15.5, 14.607142857142858)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:54.866342,"(16.0, 19.0, 18.8)","(6.5, 9.8, 8.957894736842105)","(18.0, 24.0, 23.142857142857142)","(16.0, 19.5, 18.375)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.1, 4.02)","(10.0, 15.5, 14.607142857142858)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:56.586822,"(16.0, 19.0, 18.8)","(6.5, 9.8, 8.957894736842105)","(18.0, 24.0, 23.142857142857142)","(16.0, 19.5, 18.375)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.1, 4.02)","(10.0, 15.5, 14.607142857142858)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:58.224080,"(16.0, 19.0, 18.8)","(6.5, 9.8, 8.957894736842105)","(18.0, 24.0, 23.142857142857142)","(16.0, 19.5, 18.375)","(2.6, 2.9, 2.880342857142857)","(3.0, 4.1, 4.02)","(10.0, 15.5, 14.607142857142858)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:00:59.882986,"(16.0, 19.0, 18.8)","(6.5, 9.8, 8.957894736842105)","(18.0, 24.0, 23.142857142857142)","(16.0, 19.5, 18.375)","(2.6, 2.9, 2.8416949152542372)","(3.0, 4.1, 4.02)","(10.0, 15.5, 14.607142857142858)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:01:01.481467,"(16.0, 19.0, 18.8)","(6.5, 9.8, 8.957894736842105)","(18.0, 24.0, 23.142857142857142)","(16.0, 19.5, 18.375)","(2.6, 2.9, 2.8416949152542372)","(3.0, 4.1, 4.02)","(10.0, 15.5, 14.607142857142858)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:01:03.111930,"(16.0, 19.0, 18.8)","(6.5, 9.8, 8.957894736842105)","(18.0, 24.0, 23.142857142857142)","(16.0, 19.5, 18.65625)","(2.6, 2.9, 2.8416949152542372)","(3.0, 4.1, 4.02)","(10.0, 15.5, 14.607142857142858)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:01:04.852118,"(16.0, 19.0, 18.8)","(6.5, 9.8, 8.957894736842105)","(18.0, 24.0, 23.142857142857142)","(16.0, 19.5, 18.875)","(2.6, 2.9, 2.82040404040404)","(3.0, 4.1, 4.007692307692308)","(10.0, 15.5, 14.166666666666666)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:01:06.593565,"(16.0, 19.0, 18.8)","(6.5, 9.8, 9.024242424242424)","(18.0, 24.0, 23.142857142857142)","(16.0, 19.5, 18.875)","(2.6, 2.84, 2.8204081632653057)","(3.0, 4.1, 4.007692307692308)","(10.0, 15.5, 14.166666666666666)","(61.0, 150.0, 116.66666666666667)","(11.0, 15.5, 14.625)","(101.0, 230.0, 224.0)"
11-01-2023 16:01:08.264732,"(16.0, 19.0, 18.266666666666666)","(6.5, 9.8, 9.024242424242424)","(18.0, 24.0, 23.142857142857142)","(16.0, 19.5, 17.833333333333332)","(2.6, 2.84, 2.8203199999999997)","(3.0, 4.1, 4.007692307692308)","(10.0, 15.5, 14.804347826086957)","(61.0, 150.0, 160.0)","(11.0, 15.5, 14.625)","(101.0, 230.0, 253.33333333333334)"
11-01-2023 16:01:09.894508,"(16.0, 21.0, 18.266666666666666)","(6.5, 9.8, 9.024242424242424)","(18.0, 24.0, 23.142857142857142)","(16.0, 18.0, 17.833333333333332)","(2.6, 2.84, 2.820276816608996)","(3.0, 4.1, 4.007692307692308)","(10.0, 15.5, 14.804347826086957)","(61.0, 170.0, 160.0)","(11.0, 15.5, 14.625)","(101.0, 280.0, 246.66666666666666)"
11-01-2023 16:01:11.633902,"(16.0, 21.0, 18.4375)","(6.5, 9.8, 9.224)","(18.0, 24.0, 23.454545454545453)","(16.0, 18.0, 17.833333333333332)","(2.6, 2.84, 2.7408928571428572)","(3.0, 4.1, 4.02)","(10.0, 15.5, 15.18)","(61.0, 170.0, 160.0)","(11.0, 15.5, 14.625)","(101.0, 270.0, 246.66666666666666)"
11-01-2023 16:01:13.550245,"(16.0, 21.0, 19.173076923076923)","(6.5, 9.8, 9.220689655172412)","(18.0, 24.0, 23.142857142857142)","(16.0, 18.0, 17.857142857142858)","(2.6, 2.76, 2.7403669724770645)","(3.0, 4.1, 4.087878787878788)","(10.0, 15.5, 14.9375)","(61.0, 170.0, 160.0)","(11.0, 15.5, 14.625)","(101.0, 270.0, 246.66666666666666)"
11-01-2023 16:01:15.556331,"(16.0, 21.0, 19.160377358490567)","(6.5, 9.8, 9.027586206896551)","(18.0, 24.0, 23.142857142857142)","(16.0, 18.0, 17.857142857142858)","(2.6, 2.76, 2.7403669724770645)","(3.0, 4.1, 4.158415841584159)","(10.0, 15.5, 14.919354838709678)","(61.0, 170.0, 153.33333333333334)","(11.0, 15.5, 14.625)","(101.0, 270.0, 246.66666666666666)"
11-01-2023 16:01:17.479941,"(16.0, 21.0, 19.00925925925926)","(6.5, 9.8, 9.053333333333333)","(18.0, 24.0, 23.142857142857142)","(16.0, 18.0, 17.857142857142858)","(2.6, 2.76, 2.7494736842105265)","(3.0, 4.2, 4.1066666666666665)","(10.0, 15.5, 15.038461538461538)","(61.0, 160.0, 153.33333333333334)","(11.0, 15.5, 14.625)","(101.0, 270.0, 246.66666666666666)"
11-01-2023 16:01:19.258310,"(16.0, 21.0, 19.692307692307693)","(6.5, 9.8, 9.053333333333333)","(18.0, 24.0, 27.5)","(16.0, 18.0, 17.857142857142858)","(2.6, 2.8, 2.770909090909091)","(3.0, 4.2, 4.1066666666666665)","(10.0, 15.5, 15.038461538461538)","(61.0, 160.0, 153.33333333333334)","(11.0, 15.5, 14.625)","(101.0, 270.0, 246.66666666666666)"
11-01-2023 16:01:21.110317,"(16.0, 20.0, 19.571428571428573)","(6.5, 9.8, 9.053333333333333)","(18.0, 29.0, 26.857142857142858)","(16.0, 18.0, 17.857142857142858)","(2.6, 2.8, 2.7786666666666666)","(3.0, 4.2, 4.08)","(10.0, 15.5, 15.038461538461538)","(61.0, 160.0, 153.33333333333334)","(11.0, 15.5, 14.625)","(101.0, 270.0, 246.66666666666666)"
11-01-2023 16:01:23.285432,"(16.0, 20.0, 19.571428571428573)","(6.5, 9.8, 9.053333333333333)","(18.0, 29.0, 25.53846153846154)","(16.0, 18.0, 17.857142857142858)","(2.6, 2.8, 2.725217391304348)","(3.0, 4.2, 4.102325581395348)","(10.0, 15.5, 15.038461538461538)","(61.0, 160.0, 153.33333333333334)","(11.0, 15.5, 14.625)","(101.0, 270.0, 246.66666666666666)"
