,Mariahs Shadow,Joey Girl,Kahina,Pay Me Interest Nz,Whistle On By,Atreacherous
12-01-2023 12:05:08.365570,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:09.318302,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:10.249941,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:11.220453,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:12.089320,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:12.923363,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:13.835265,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:14.802183,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:15.741756,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:16.689936,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:17.577125,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:18.501601,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:19.436669,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:20.369955,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:21.276094,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:22.139059,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:23.019716,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:23.997267,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:24.939151,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:25.820413,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:26.640980,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:27.613615,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:28.555425,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:29.595259,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:30.487332,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:31.419921,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:32.350248,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:33.237755,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:34.219929,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:35.110168,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:36.006250,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:36.898179,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:37.809411,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:38.714136,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:39.585279,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:40.458037,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:41.336602,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:42.297047,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:43.274252,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:44.223444,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:45.108034,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:46.013895,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:46.949826,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:47.942885,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:48.868244,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:49.802782,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:50.660644,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:51.515321,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:52.482732,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:53.432675,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:54.298152,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:55.148383,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:56.105011,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:57.050174,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:58.013401,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:58.888218,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:05:59.801357,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:06:00.702221,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:06:01.682180,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:06:02.630616,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:06:03.568959,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:06:04.429092,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:06:05.340384,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:06:06.287523,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:06:07.192035,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.5, 13.5)","(1.3, 1.81, 1.5175)"
12-01-2023 12:06:08.066799,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.783333333333333)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.79, 1.679)"
12-01-2023 12:06:08.969618,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.76)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:09.824926,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.76)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:10.787635,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.76)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:11.795843,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.76)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:12.769869,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.76)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:13.666082,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.76)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:14.525703,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.76)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:15.473279,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.4, 5.046153846153846)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:16.455271,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.4, 5.046153846153846)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:17.429486,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.4, 5.046153846153846)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:18.386667,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.024)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:19.278243,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:20.206495,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:21.113923,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:22.055238,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:22.913973,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:23.786249,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:24.709059,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:25.772031,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:26.770538,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:27.718189,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:28.626095,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:29.477691,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:30.380235,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:31.405418,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:32.378920,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:33.351405,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:34.262051,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:35.124373,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:36.028046,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:36.936201,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:37.843918,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.0, 4.984615384615385)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:38.739188,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:39.641386,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:40.609266,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:41.639205,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:42.596619,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:43.492705,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:44.338175,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:45.243160,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:46.208048,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:47.194677,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:48.145223,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:49.017136,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:49.864041,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:50.803427,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:51.769092,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:52.698436,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:53.599355,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:54.484968,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
12-01-2023 12:06:55.347953,"(81.0, 180.0, 154.28571428571428)","(21.0, 55.0, 38.5)","(3.6, 6.2, 5.92)","(10.0, 99999, 99990)","(10.0, 19.5, 11.785714285714286)","(1.3, 1.78, 1.672)"
