,Stings To Burn,Aston Bier,Erupting Avatar,Liberty Royal,Our Boy Ziggy,Delta Storm,All Inn Scooby,Jax Flash
08-12-2022 12:59:21.592763,"(6.0, 6.8, 5.964285714285714)","(8.5, 23.0, 21.764705882352942)","(8.5, 13.0, 11.148148148148149)","(8.0, 12.0, 9.130434782608695)","(5.0, 5.9, 5.357142857142858)","(6.0, 7.8, 6.594444444444445)","(4.0, 5.1, 4.733333333333333)","(5.0, 13.0, 12.0)"
08-12-2022 12:59:22.903362,"(6.0, 6.8, 5.964285714285714)","(8.5, 23.0, 21.764705882352942)","(8.5, 13.0, 11.148148148148149)","(8.0, 12.0, 9.130434782608695)","(5.0, 5.9, 5.357142857142858)","(6.0, 7.8, 6.594444444444445)","(4.0, 5.1, 4.628571428571428)","(5.0, 13.0, 12.0)"
08-12-2022 12:59:24.212552,"(6.0, 6.8, 5.964285714285714)","(8.5, 23.0, 21.764705882352942)","(8.5, 13.0, 11.148148148148149)","(8.0, 12.0, 9.130434782608695)","(5.0, 5.9, 5.357142857142858)","(6.0, 7.8, 6.594444444444445)","(4.0, 5.1, 4.628571428571428)","(5.0, 13.0, 12.0)"
08-12-2022 12:59:25.584903,"(6.0, 6.8, 5.964285714285714)","(8.5, 23.0, 21.764705882352942)","(8.5, 13.0, 11.148148148148149)","(8.0, 12.0, 9.130434782608695)","(5.0, 5.9, 5.357142857142858)","(6.0, 7.8, 6.594444444444445)","(4.0, 5.1, 4.553571428571429)","(5.0, 13.0, 12.0)"
08-12-2022 12:59:26.896089,"(6.0, 6.8, 5.964285714285714)","(8.5, 23.0, 21.764705882352942)","(8.5, 13.0, 11.148148148148149)","(8.0, 12.0, 9.130434782608695)","(5.0, 5.9, 5.357142857142858)","(6.0, 7.8, 6.575)","(4.0, 5.0, 4.62)","(5.0, 13.0, 12.25)"
08-12-2022 12:59:28.197025,"(6.0, 6.8, 5.964285714285714)","(8.5, 23.0, 21.764705882352942)","(8.5, 13.0, 11.148148148148149)","(8.0, 12.0, 9.130434782608695)","(5.0, 5.9, 5.357142857142858)","(6.0, 7.8, 6.594444444444445)","(4.0, 4.9, 4.62)","(5.0, 14.5, 12.25)"
08-12-2022 12:59:29.561988,"(6.0, 6.8, 6.191489361702128)","(8.5, 23.0, 21.764705882352942)","(8.5, 13.0, 11.148148148148149)","(8.0, 12.0, 9.130434782608695)","(5.0, 5.9, 5.357142857142858)","(6.0, 7.8, 6.594444444444445)","(4.0, 4.9, 4.62)","(5.0, 14.5, 14.09090909090909)"
08-12-2022 12:59:30.876596,"(6.0, 6.8, 6.234782608695652)","(8.5, 23.0, 21.764705882352942)","(8.5, 13.0, 11.148148148148149)","(8.0, 12.0, 9.130434782608695)","(5.0, 5.9, 5.357142857142858)","(6.0, 7.8, 6.594444444444445)","(4.0, 4.9, 4.62)","(5.0, 14.5, 14.125)"
08-12-2022 12:59:32.211766,"(6.0, 6.8, 6.195348837209302)","(8.5, 23.0, 21.764705882352942)","(8.5, 13.0, 11.148148148148149)","(8.0, 12.0, 9.130434782608695)","(5.0, 5.9, 5.357142857142858)","(6.0, 7.8, 6.484848484848485)","(4.0, 4.9, 4.62)","(5.0, 14.5, 13.857142857142858)"
08-12-2022 12:59:33.604710,"(6.0, 6.8, 6.012121212121212)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.357142857142858)","(6.0, 7.8, 6.488888888888889)","(4.0, 4.9, 4.62)","(5.0, 14.5, 13.857142857142858)"
08-12-2022 12:59:34.978355,"(6.0, 6.8, 6.133333333333333)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.357142857142858)","(6.0, 7.6, 6.488888888888889)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.923076923076923)"
08-12-2022 12:59:36.299195,"(6.0, 6.8, 6.18095238095238)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.357142857142858)","(6.0, 7.6, 6.488888888888889)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 14.03125)"
08-12-2022 12:59:37.832498,"(6.0, 6.6, 6.233333333333333)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.357142857142858)","(6.0, 7.6, 6.488888888888889)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.5625)"
08-12-2022 12:59:39.191308,"(6.0, 6.6, 6.233333333333333)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.133333333333333)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.357142857142858)","(6.0, 7.6, 6.488888888888889)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.5625)"
08-12-2022 12:59:40.726324,"(6.0, 6.6, 6.081081081081081)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.357142857142858)","(6.0, 7.6, 6.488888888888889)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.5625)"
08-12-2022 12:59:42.033282,"(6.0, 6.6, 6.081081081081081)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.357142857142858)","(6.0, 7.6, 6.488888888888889)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.5625)"
08-12-2022 12:59:43.310164,"(6.0, 6.6, 6.105882352941177)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.357142857142858)","(6.0, 7.6, 6.511111111111111)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.5625)"
08-12-2022 12:59:44.502573,"(6.0, 6.6, 6.105882352941177)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.433333333333334)","(6.0, 7.4, 6.511111111111111)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.5625)"
08-12-2022 12:59:45.818009,"(6.0, 6.6, 6.131707317073171)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.133333333333333)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.433333333333334)","(6.0, 7.4, 6.495238095238095)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.5625)"
08-12-2022 12:59:47.102243,"(6.0, 6.6, 6.131707317073171)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.133333333333333)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.375)","(6.0, 7.4, 6.533333333333333)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.5625)"
08-12-2022 12:59:48.366356,"(6.0, 6.6, 6.131707317073171)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.133333333333333)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.375)","(6.0, 7.2, 6.4941176470588236)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.875)"
08-12-2022 12:59:49.617639,"(6.0, 6.6, 6.131707317073171)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.133333333333333)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.375)","(6.0, 7.2, 6.4941176470588236)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.5625)"
08-12-2022 12:59:50.889247,"(6.0, 6.6, 6.131707317073171)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.133333333333333)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.291304347826087)","(6.0, 7.2, 6.311111111111111)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.5625)"
08-12-2022 12:59:52.143813,"(6.0, 6.6, 6.131707317073171)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.133333333333333)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.291304347826087)","(6.0, 7.2, 6.333333333333334)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.5625)"
08-12-2022 12:59:53.391462,"(6.0, 6.6, 6.131707317073171)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.133333333333333)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.433333333333334)","(6.0, 7.0, 6.294117647058823)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.875)"
08-12-2022 12:59:54.631383,"(6.0, 6.6, 6.131707317073171)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.133333333333333)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.433333333333334)","(6.0, 7.0, 6.294117647058823)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.875)"
08-12-2022 12:59:55.894296,"(6.0, 6.6, 6.131707317073171)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.133333333333333)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.375)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.875)"
08-12-2022 12:59:57.117240,"(6.0, 6.6, 6.131707317073171)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.133333333333333)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.375)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.875)"
08-12-2022 12:59:58.252504,"(6.0, 6.6, 6.04)","(9.0, 23.0, 21.764705882352942)","(9.0, 13.0, 11.133333333333333)","(8.5, 12.0, 9.724137931034482)","(5.0, 5.9, 5.064285714285714)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.875)"
08-12-2022 12:59:59.449609,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.064285714285714)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.5625)"
08-12-2022 13:00:00.702555,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.064285714285714)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.875)"
08-12-2022 13:00:01.991528,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.064285714285714)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.875)"
08-12-2022 13:00:03.240492,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.064285714285714)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.875)"
08-12-2022 13:00:04.442387,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.064285714285714)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.875)"
08-12-2022 13:00:05.590433,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.064285714285714)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.875)"
08-12-2022 13:00:06.788133,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.064285714285714)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.875)"
08-12-2022 13:00:08.076005,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.064285714285714)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.557142857142857)","(5.0, 14.5, 13.875)"
08-12-2022 13:00:09.343076,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.064285714285714)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.3315789473684205)","(5.0, 14.5, 13.5625)"
08-12-2022 13:00:10.614375,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.4125000000000005)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.3315789473684205)","(5.0, 14.5, 14.142857142857142)"
08-12-2022 13:00:11.798699,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.4125000000000005)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.096153846153847)","(5.0, 15.0, 13.5)"
08-12-2022 13:00:12.946255,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.4125000000000005)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.096153846153847)","(5.0, 15.0, 13.5)"
08-12-2022 13:00:14.082149,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.064285714285714)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.480952380952381)","(5.0, 15.0, 13.5)"
08-12-2022 13:00:15.213768,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.064285714285714)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.476470588235294)","(5.0, 15.0, 13.5)"
08-12-2022 13:00:16.435823,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.064285714285714)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.521052631578947)","(5.0, 15.0, 13.5)"
08-12-2022 13:00:17.708187,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.064285714285714)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.521052631578947)","(5.0, 15.0, 13.5)"
08-12-2022 13:00:19.026792,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.4125000000000005)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.521052631578947)","(5.0, 15.0, 13.5)"
08-12-2022 13:00:20.310636,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.555882352941177)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.521052631578947)","(5.0, 15.0, 13.5)"
08-12-2022 13:00:21.478950,"(6.0, 6.6, 6.04)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 12.0, 9.84)","(5.0, 5.9, 5.38)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.5062500000000005)","(5.0, 15.0, 13.375)"
08-12-2022 13:00:22.643103,"(6.0, 6.6, 5.96)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 11.5, 10.59090909090909)","(5.0, 5.9, 5.38)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.550000000000001)","(5.0, 15.0, 13.375)"
08-12-2022 13:00:23.836612,"(6.0, 6.6, 5.96)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 11.5, 10.256756756756756)","(5.0, 5.9, 5.38)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.550000000000001)","(5.0, 15.0, 13.375)"
08-12-2022 13:00:25.074430,"(6.0, 6.6, 5.96)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 11.5, 10.256756756756756)","(5.0, 5.9, 5.38)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.550000000000001)","(5.0, 15.0, 13.375)"
08-12-2022 13:00:26.459873,"(6.0, 6.6, 5.96)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 11.5, 10.256756756756756)","(5.0, 5.9, 5.38)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.54)","(5.0, 15.0, 13.375)"
08-12-2022 13:00:27.749244,"(6.0, 6.6, 5.96)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 11.5, 10.256756756756756)","(5.0, 5.9, 5.38)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.550000000000001)","(5.0, 15.0, 13.875)"
08-12-2022 13:00:29.001052,"(6.0, 6.6, 6.046153846153846)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 11.5, 10.256756756756756)","(5.0, 5.9, 5.38)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.550000000000001)","(5.0, 15.0, 13.375)"
08-12-2022 13:00:30.463475,"(6.0, 6.6, 5.88)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 11.5, 10.256756756756756)","(5.0, 5.9, 5.38)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.550000000000001)","(5.0, 15.0, 13.375)"
08-12-2022 13:00:31.882041,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.148148148148149)","(8.5, 11.5, 10.256756756756756)","(5.0, 5.9, 5.38)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.550000000000001)","(5.0, 15.0, 13.636363636363637)"
08-12-2022 13:00:33.146941,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.504347826086957)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.550000000000001)","(5.0, 15.0, 13.636363636363637)"
08-12-2022 13:00:34.352615,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.596666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.550000000000001)","(5.0, 15.0, 13.636363636363637)"
08-12-2022 13:00:35.553593,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.596666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.550000000000001)","(5.0, 15.0, 13.636363636363637)"
08-12-2022 13:00:36.815090,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.550000000000001)","(5.0, 15.0, 13.636363636363637)"
08-12-2022 13:00:38.036519,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.550000000000001)","(5.0, 15.0, 13.636363636363637)"
08-12-2022 13:00:39.220068,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.550000000000001)","(5.0, 15.0, 13.636363636363637)"
08-12-2022 13:00:40.534311,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.5062500000000005)","(5.0, 15.0, 13.88888888888889)"
08-12-2022 13:00:41.751862,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.5062500000000005)","(5.0, 15.0, 13.88888888888889)"
08-12-2022 13:00:43.069232,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.5062500000000005)","(5.0, 15.0, 13.88888888888889)"
08-12-2022 13:00:44.422249,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.5062500000000005)","(5.0, 15.0, 13.88888888888889)"
08-12-2022 13:00:45.573936,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.9, 4.5)","(5.0, 15.0, 13.571428571428571)"
08-12-2022 13:00:46.874263,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.8, 4.5)","(5.0, 15.0, 13.571428571428571)"
08-12-2022 13:00:48.207057,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.8, 4.510344827586207)","(5.0, 15.0, 13.571428571428571)"
08-12-2022 13:00:49.439140,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.8, 4.510344827586207)","(5.0, 15.0, 13.571428571428571)"
08-12-2022 13:00:50.670066,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.8, 4.510344827586207)","(5.0, 15.0, 13.571428571428571)"
08-12-2022 13:00:51.860939,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.8, 4.510344827586207)","(5.0, 15.0, 13.571428571428571)"
08-12-2022 13:00:52.979320,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.8, 4.510344827586207)","(5.0, 15.0, 13.571428571428571)"
08-12-2022 13:00:54.165912,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.8, 4.510344827586207)","(5.0, 15.0, 13.571428571428571)"
08-12-2022 13:00:55.320245,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.8, 4.510344827586207)","(5.0, 15.0, 13.571428571428571)"
08-12-2022 13:00:56.433512,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.8, 4.510344827586207)","(5.0, 15.0, 13.571428571428571)"
08-12-2022 13:00:57.672812,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.8, 4.510344827586207)","(5.0, 15.0, 13.833333333333334)"
08-12-2022 13:00:58.907960,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.8, 4.510344827586207)","(5.0, 15.0, 13.833333333333334)"
08-12-2022 13:01:00.490468,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.8, 4.414285714285715)","(5.0, 15.0, 13.833333333333334)"
08-12-2022 13:01:01.915490,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.7, 4.414285714285715)","(5.0, 15.0, 13.833333333333334)"
08-12-2022 13:01:03.204614,"(6.0, 6.6, 5.903225806451613)","(9.0, 23.0, 22.46153846153846)","(9.0, 13.0, 11.484848484848484)","(8.5, 11.5, 10.1875)","(5.0, 5.9, 5.466666666666667)","(6.0, 7.0, 6.306666666666667)","(4.0, 4.7, 4.414285714285715)","(5.0, 15.0, 13.833333333333334)"
