,Road Home,Blue Jeans Talk,Akimbo,White Like Snow,Black Delight,Five Putt Cal
11-01-2023 21:11:31.679708,"(15.0, 34.0, 28.857142857142858)","(3.7, 5.4, 4.2)","(61.0, 340.0, 207.5)","(2.1, 3.0, 2.956923076923077)","(6.5, 11.5, 11.1625)","(3.3, 3.65, 3.540909090909091)"
11-01-2023 21:11:32.597765,"(15.0, 34.0, 28.857142857142858)","(3.7, 5.4, 4.2)","(61.0, 340.0, 207.5)","(2.1, 3.0, 2.956923076923077)","(6.5, 11.5, 11.1625)","(3.3, 3.65, 3.540909090909091)"
11-01-2023 21:11:33.502782,"(15.0, 34.0, 28.857142857142858)","(3.7, 5.4, 4.2)","(61.0, 340.0, 207.5)","(2.1, 3.0, 2.956923076923077)","(6.5, 11.5, 11.1625)","(3.3, 3.65, 3.540909090909091)"
11-01-2023 21:11:34.539320,"(15.0, 34.0, 28.857142857142858)","(3.7, 5.4, 4.2)","(61.0, 340.0, 207.5)","(2.1, 3.0, 2.956923076923077)","(6.5, 11.5, 11.1625)","(3.3, 3.7, 3.588888888888889)"
11-01-2023 21:11:35.580731,"(15.0, 34.0, 28.857142857142858)","(3.7, 5.4, 5.111111111111112)","(61.0, 340.0, 207.5)","(2.1, 3.0, 2.956923076923077)","(6.5, 11.5, 11.1625)","(3.3, 3.7, 3.588888888888889)"
11-01-2023 21:11:36.583705,"(15.0, 34.0, 28.857142857142858)","(3.7, 5.4, 5.111111111111112)","(61.0, 340.0, 207.5)","(2.1, 3.0, 2.956923076923077)","(6.5, 11.5, 11.1625)","(3.3, 3.7, 3.540909090909091)"
11-01-2023 21:11:37.589024,"(15.0, 34.0, 28.857142857142858)","(3.7, 5.4, 5.111111111111112)","(61.0, 340.0, 207.5)","(2.1, 3.0, 2.956923076923077)","(6.5, 11.5, 11.1625)","(3.3, 3.65, 3.540909090909091)"
11-01-2023 21:11:38.726485,"(15.0, 34.0, 28.857142857142858)","(3.7, 5.4, 5.111111111111112)","(61.0, 340.0, 207.5)","(2.1, 3.0, 2.956923076923077)","(6.5, 11.5, 11.1625)","(3.3, 3.65, 3.540909090909091)"
11-01-2023 21:11:39.972960,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.28)","(71.0, 340.0, 207.5)","(2.1, 3.0, 2.956923076923077)","(6.5, 11.5, 11.1625)","(3.3, 3.65, 3.588888888888889)"
11-01-2023 21:11:41.098228,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.057142857142857)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.956923076923077)","(6.5, 11.5, 11.1625)","(3.3, 3.7, 3.588888888888889)"
11-01-2023 21:11:42.110896,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.155555555555556)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.956923076923077)","(6.5, 11.5, 11.1625)","(3.3, 3.7, 3.540909090909091)"
11-01-2023 21:11:43.112429,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.155555555555556)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.956923076923077)","(6.5, 11.5, 11.1625)","(3.3, 3.65, 3.540909090909091)"
11-01-2023 21:11:44.245000,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.29)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.5, 11.1625)","(3.3, 3.65, 3.540909090909091)"
11-01-2023 21:11:45.346402,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.29)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.5, 11.1625)","(3.3, 3.65, 3.588888888888889)"
11-01-2023 21:11:46.473569,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.29)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.5, 11.1625)","(3.3, 3.7, 3.588888888888889)"
11-01-2023 21:11:47.505142,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.29)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.5, 11.1625)","(3.3, 3.7, 3.588888888888889)"
11-01-2023 21:11:48.551674,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.29)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.5, 11.1625)","(3.3, 3.7, 3.540909090909091)"
11-01-2023 21:11:49.690824,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.1000000000000005)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.5, 11.1625)","(3.3, 3.65, 3.540909090909091)"
11-01-2023 21:11:50.763451,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.1000000000000005)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.5, 11.1625)","(3.3, 3.65, 3.540909090909091)"
11-01-2023 21:11:51.806297,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.1000000000000005)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.5, 11.1625)","(3.3, 3.65, 3.540909090909091)"
11-01-2023 21:11:52.840502,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.28)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.5, 10.725)","(3.3, 3.7, 3.588888888888889)"
11-01-2023 21:11:53.880180,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.28)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.7, 3.588888888888889)"
11-01-2023 21:11:54.952125,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.28)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.7, 3.540909090909091)"
11-01-2023 21:11:55.950519,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.28)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.65, 3.540909090909091)"
11-01-2023 21:11:56.953324,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.28)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.65, 3.588888888888889)"
11-01-2023 21:11:58.011562,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.28)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.7, 3.588888888888889)"
11-01-2023 21:11:59.137043,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.284615384615385)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.7, 3.625)"
11-01-2023 21:12:00.254192,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.284615384615385)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.7, 3.5666666666666664)"
11-01-2023 21:12:01.352189,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.284615384615385)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.65, 3.5666666666666664)"
11-01-2023 21:12:02.304954,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.284615384615385)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.65, 3.5666666666666664)"
11-01-2023 21:12:03.365141,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.284615384615385)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.65, 3.625)"
11-01-2023 21:12:04.554793,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.284615384615385)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.7, 3.625)"
11-01-2023 21:12:05.686197,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.284615384615385)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.7, 3.625)"
11-01-2023 21:12:06.800073,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.284615384615385)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.7, 3.5666666666666664)"
11-01-2023 21:12:07.885616,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.284615384615385)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.65, 3.5666666666666664)"
11-01-2023 21:12:08.886588,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.284615384615385)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.65, 3.5666666666666664)"
11-01-2023 21:12:09.911731,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.284615384615385)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.65, 3.625)"
11-01-2023 21:12:10.993498,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.284615384615385)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.7, 3.625)"
11-01-2023 21:12:12.026912,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.284615384615385)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.7, 3.5666666666666664)"
11-01-2023 21:12:13.144774,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.284615384615385)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.65, 3.5666666666666664)"
11-01-2023 21:12:14.297240,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.286792452830189)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.65, 3.5666666666666664)"
11-01-2023 21:12:15.464544,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.286792452830189)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.65, 3.625)"
11-01-2023 21:12:16.585208,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.286792452830189)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.7, 3.625)"
11-01-2023 21:12:17.589505,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.286792452830189)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.725)","(3.3, 3.7, 3.625)"
11-01-2023 21:12:18.635065,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.286792452830189)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.870588235294118)","(3.3, 3.7, 3.5666666666666664)"
11-01-2023 21:12:19.789183,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.286792452830189)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.877777777777778)","(3.3, 3.65, 3.5666666666666664)"
11-01-2023 21:12:20.901872,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.286792452830189)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.877777777777778)","(3.3, 3.65, 3.5666666666666664)"
11-01-2023 21:12:21.931066,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.286792452830189)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.877777777777778)","(3.3, 3.65, 3.5666666666666664)"
11-01-2023 21:12:23.042729,"(16.0, 34.0, 28.857142857142858)","(3.8, 5.4, 5.286792452830189)","(71.0, 340.0, 250.0)","(2.1, 3.0, 2.953333333333333)","(6.5, 11.0, 10.877777777777778)","(3.3, 3.7, 3.625)"
11-01-2023 21:12:24.151350,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 5.286792452830189)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.877777777777778)","(3.3, 3.7, 3.5666666666666664)"
11-01-2023 21:12:25.260117,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 5.286792452830189)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.877777777777778)","(3.3, 3.65, 3.5666666666666664)"
11-01-2023 21:12:26.443800,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 5.286792452830189)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.877777777777778)","(3.3, 3.65, 3.5666666666666664)"
11-01-2023 21:12:27.552577,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.628571428571429)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.877777777777778)","(3.3, 3.65, 3.625)"
11-01-2023 21:12:28.598379,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.628571428571429)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.7, 3.5714285714285716)"
11-01-2023 21:12:29.646469,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.628571428571429)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.7, 3.5714285714285716)"
11-01-2023 21:12:30.707330,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.628571428571429)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.7, 3.5666666666666664)"
11-01-2023 21:12:31.794419,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.628571428571429)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.65, 3.5666666666666664)"
11-01-2023 21:12:32.921640,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.628571428571429)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.65, 3.5666666666666664)"
11-01-2023 21:12:34.008954,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.628571428571429)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.65, 3.5714285714285716)"
11-01-2023 21:12:35.067416,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.628571428571429)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.7, 3.5714285714285716)"
11-01-2023 21:12:36.063507,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.628571428571429)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.7, 3.5714285714285716)"
11-01-2023 21:12:37.076777,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.628571428571429)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.7, 3.5714285714285716)"
11-01-2023 21:12:38.222692,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.628571428571429)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.7, 3.5714285714285716)"
11-01-2023 21:12:39.304396,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.628571428571429)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.7, 3.5714285714285716)"
11-01-2023 21:12:40.416468,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.628571428571429)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.7, 3.6)"
11-01-2023 21:12:41.469705,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.7, 3.6)"
11-01-2023 21:12:42.404548,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.7, 3.6)"
11-01-2023 21:12:43.373333,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.65, 3.5875)"
11-01-2023 21:12:44.391683,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.65, 3.5875)"
11-01-2023 21:12:45.443064,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.65, 3.6)"
11-01-2023 21:12:46.521181,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 340.0, 250.0)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.7, 3.6)"
11-01-2023 21:12:47.624917,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 340.0, 87.5)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.7, 3.5961538461538463)"
11-01-2023 21:12:48.611692,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 140.0, 87.5)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.7, 3.5847826086956522)"
11-01-2023 21:12:49.594525,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 120.0, 106.25)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.65, 3.5847826086956522)"
11-01-2023 21:12:50.511486,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 140.0, 102.5)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.65, 3.5847826086956522)"
11-01-2023 21:12:51.460985,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 140.0, 102.5)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.65, 3.55)"
11-01-2023 21:12:52.484734,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 140.0, 102.5)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.7, 3.55)"
11-01-2023 21:12:53.568480,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 140.0, 102.5)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.7, 3.55)"
11-01-2023 21:12:54.586630,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 140.0, 102.5)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.7, 3.55)"
11-01-2023 21:12:55.539967,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 110.0, 71.42857142857143)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.65, 3.55)"
11-01-2023 21:12:56.441644,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 110.0, 71.42857142857143)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.65, 3.55)"
11-01-2023 21:12:57.574471,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 120.0, 78.75)","(2.15, 3.0, 2.953333333333333)","(6.5, 11.0, 10.8)","(3.3, 3.65, 3.55)"
11-01-2023 21:12:58.689626,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 120.0, 67.0)","(2.15, 3.0, 2.9756521739130433)","(6.5, 11.0, 10.384615384615385)","(3.3, 3.7, 3.522727272727273)"
11-01-2023 21:12:59.746843,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 95.0, 67.0)","(2.15, 3.0, 2.9756521739130433)","(6.5, 10.5, 10.384615384615385)","(3.3, 3.7, 3.522727272727273)"
11-01-2023 21:13:00.785593,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 95.0, 67.0)","(2.15, 3.0, 2.9766666666666666)","(6.5, 10.5, 10.6)","(3.3, 3.7, 3.55)"
11-01-2023 21:13:01.793585,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 95.0, 67.0)","(2.15, 3.0, 2.9792592592592593)","(6.5, 11.0, 10.6)","(3.3, 3.65, 3.55)"
11-01-2023 21:13:02.841507,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 90.0, 66.25)","(2.15, 3.0, 2.73)","(6.5, 11.0, 10.6)","(3.3, 3.65, 3.5184210526315787)"
11-01-2023 21:13:03.862840,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 85.0, 66.25)","(2.15, 3.0, 2.73)","(6.5, 11.0, 10.6)","(3.3, 3.65, 3.5285714285714285)"
11-01-2023 21:13:04.937179,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 85.0, 77.5)","(2.15, 3.0, 2.955)","(6.5, 11.0, 10.6)","(3.3, 3.7, 3.5125)"
11-01-2023 21:13:05.959083,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 85.0, 77.5)","(2.15, 3.0, 2.955)","(6.5, 11.0, 10.043478260869565)","(3.3, 3.7, 3.5125)"
11-01-2023 21:13:07.101342,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 85.0, 68.33333333333333)","(2.15, 3.0, 2.75)","(6.5, 11.0, 9.64864864864865)","(3.3, 3.7, 3.55)"
11-01-2023 21:13:08.257799,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 85.0, 78.75)","(2.15, 3.0, 2.75)","(6.5, 11.0, 9.64864864864865)","(3.3, 3.65, 3.5184210526315787)"
11-01-2023 21:13:09.378233,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 85.0, 78.75)","(2.15, 3.0, 2.75)","(6.5, 11.0, 9.64864864864865)","(3.3, 3.65, 3.5875)"
11-01-2023 21:13:10.487091,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 85.0, 78.75)","(2.15, 3.0, 2.75)","(6.5, 11.0, 9.64864864864865)","(3.3, 3.65, 3.5875)"
11-01-2023 21:13:11.664573,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 85.0, 78.75)","(2.15, 3.0, 2.75)","(6.5, 11.0, 9.64864864864865)","(3.3, 3.65, 3.5875)"
11-01-2023 21:13:12.824846,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 85.0, 78.75)","(2.15, 3.0, 2.75)","(6.5, 11.0, 9.64864864864865)","(3.3, 3.65, 3.4947368421052634)"
11-01-2023 21:13:14.132180,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 85.0, 78.75)","(2.15, 3.0, 2.75)","(6.5, 11.0, 9.64864864864865)","(3.3, 3.6, 3.4947368421052634)"
11-01-2023 21:13:15.327213,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 85.0, 78.75)","(2.15, 3.0, 2.9285714285714284)","(6.5, 11.0, 9.64864864864865)","(3.3, 3.6, 3.4947368421052634)"
11-01-2023 21:13:16.458735,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 85.0, 78.75)","(2.15, 3.0, 2.9285714285714284)","(6.5, 11.0, 9.64864864864865)","(3.3, 3.6, 3.5571428571428574)"
11-01-2023 21:13:17.441237,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 85.0, 78.75)","(2.15, 3.0, 2.986285714285714)","(6.5, 11.0, 9.64864864864865)","(3.3, 3.6, 3.5571428571428574)"
11-01-2023 21:13:18.409168,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 85.0, 78.75)","(2.15, 3.0, 2.986285714285714)","(6.5, 11.0, 9.64864864864865)","(3.3, 3.6, 3.5571428571428574)"
11-01-2023 21:13:19.377468,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 85.0, 77.3076923076923)","(2.15, 3.0, 2.978095238095238)","(6.5, 11.0, 9.64864864864865)","(3.3, 3.6, 3.5571428571428574)"
11-01-2023 21:13:20.331424,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(61.0, 85.0, 72.5)","(2.15, 3.0, 2.988717948717949)","(6.5, 11.0, 9.64864864864865)","(3.3, 3.6, 3.5571428571428574)"
11-01-2023 21:13:21.444232,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(71.0, 85.0, 75.9090909090909)","(2.15, 3.0, 2.988717948717949)","(6.5, 11.0, 9.64864864864865)","(3.3, 3.6, 3.533333333333333)"
11-01-2023 21:13:22.549572,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(71.0, 85.0, 112.5)","(2.15, 3.0, 2.988717948717949)","(6.5, 11.0, 9.64864864864865)","(3.3, 3.6, 3.4923076923076923)"
11-01-2023 21:13:23.606954,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(71.0, 120.0, 112.5)","(2.15, 3.0, 2.988717948717949)","(6.5, 11.0, 9.64864864864865)","(3.3, 3.6, 3.4923076923076923)"
11-01-2023 21:13:24.628659,"(16.0, 34.0, 28.857142857142858)","(3.9, 5.4, 4.569230769230769)","(71.0, 80.0, 72.72727272727272)","(2.15, 3.0, 2.9916981132075473)","(6.5, 11.0, 9.64864864864865)","(3.3, 3.6, 3.4923076923076923)"
