,Road Home,Blue Jeans Talk,Akimbo,White Like Snow,Black Delight,Five Putt Cal
11-01-2023 21:06:42.650069,"(14.0, 34.0, 30.4)","(3.7, 5.7, 4.335)","(51.0, 350.0, 194.0)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 8.375)","(3.5, 3.8, 3.4307692307692306)"
11-01-2023 21:06:43.687930,"(14.0, 34.0, 30.4)","(3.7, 5.7, 4.335)","(51.0, 360.0, 199.0)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 8.375)","(3.5, 3.8, 3.4307692307692306)"
11-01-2023 21:06:44.598047,"(14.0, 34.0, 30.4)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 8.375)","(3.5, 3.8, 3.4307692307692306)"
11-01-2023 21:06:45.463272,"(14.0, 34.0, 30.4)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.873333333333333)","(6.5, 12.5, 8.375)","(3.5, 3.75, 3.4875)"
11-01-2023 21:06:46.415374,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.873333333333333)","(6.5, 12.5, 9.55)","(3.5, 3.75, 3.4875)"
11-01-2023 21:06:47.427241,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.873333333333333)","(6.5, 12.5, 9.08)","(3.5, 3.75, 3.4307692307692306)"
11-01-2023 21:06:48.478484,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 9.08)","(3.5, 3.8, 3.4307692307692306)"
11-01-2023 21:06:49.392639,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.504166666666666)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 9.08)","(3.5, 3.8, 3.4307692307692306)"
11-01-2023 21:06:50.251228,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.504166666666666)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 8.428571428571429)","(3.5, 3.8, 3.4307692307692306)"
11-01-2023 21:06:51.167212,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.427272727272728)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 9.90909090909091)","(3.5, 3.8, 3.4307692307692306)"
11-01-2023 21:06:52.092855,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 9.90909090909091)","(3.5, 3.8, 3.4307692307692306)"
11-01-2023 21:06:53.063597,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 9.90909090909091)","(3.5, 3.8, 3.4307692307692306)"
11-01-2023 21:06:54.151026,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 9.90909090909091)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:06:55.134416,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 9.90909090909091)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:06:56.089596,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 9.90909090909091)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:06:57.098155,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 9.0625)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:06:57.968661,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 9.0625)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:06:58.946036,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 9.0625)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:06:59.829269,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 9.0625)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:00.795012,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 9.0625)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:01.733627,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 9.0625)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:02.682454,"(14.0, 32.0, 28.8)","(3.7, 5.7, 3.90625)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 9.0625)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:03.606151,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.504166666666666)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 10.041666666666666)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:04.536948,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.427272727272728)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 8.571428571428571)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:05.478435,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.427272727272728)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 8.571428571428571)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:06.467331,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.427272727272728)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 8.571428571428571)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:07.463279,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.427272727272728)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 8.571428571428571)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:08.409669,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.427272727272728)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 8.571428571428571)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:09.329612,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.427272727272728)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 8.571428571428571)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:10.386691,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.427272727272728)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 8.571428571428571)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:11.415779,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 8.571428571428571)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:12.345508,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 8.571428571428571)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:13.297085,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 8.571428571428571)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:14.219583,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.9610000000000003)","(6.5, 12.5, 8.571428571428571)","(3.3, 3.8, 3.4875)"
11-01-2023 21:07:15.188830,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.873333333333333)","(6.5, 12.5, 8.571428571428571)","(3.3, 3.75, 3.4875)"
11-01-2023 21:07:16.221656,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 360.0, 161.84615384615387)","(2.1, 3.0, 2.873333333333333)","(6.5, 12.5, 10.0)","(3.3, 3.75, 3.4875)"
11-01-2023 21:07:17.221448,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.490909090909091)","(51.0, 360.0, 80.88888888888889)","(2.1, 3.0, 2.852)","(6.5, 12.5, 10.0)","(3.3, 3.75, 3.4307692307692306)"
11-01-2023 21:07:18.200468,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.490909090909091)","(51.0, 360.0, 80.88888888888889)","(2.1, 3.0, 2.852)","(6.5, 12.5, 10.0)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:19.101312,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.490909090909091)","(51.0, 360.0, 80.88888888888889)","(2.1, 3.0, 2.852)","(6.5, 12.5, 10.0)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:19.987094,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.490909090909091)","(51.0, 360.0, 80.88888888888889)","(2.1, 3.0, 2.852)","(6.5, 12.5, 10.0)","(3.3, 3.8, 3.4875)"
11-01-2023 21:07:21.092525,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.405)","(51.0, 360.0, 80.88888888888889)","(2.1, 3.0, 2.852)","(6.5, 12.5, 11.125)","(3.3, 3.75, 3.4875)"
11-01-2023 21:07:22.090714,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.405)","(51.0, 360.0, 80.88888888888889)","(2.1, 3.0, 2.852)","(6.5, 12.5, 11.125)","(3.3, 3.75, 3.4875)"
11-01-2023 21:07:23.067351,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.405)","(51.0, 360.0, 80.88888888888889)","(2.1, 3.0, 2.852)","(6.5, 12.5, 11.125)","(3.3, 3.75, 3.4307692307692306)"
11-01-2023 21:07:23.945703,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.405)","(51.0, 360.0, 80.88888888888889)","(2.1, 3.0, 2.852)","(6.5, 12.5, 11.125)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:24.973559,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.405)","(51.0, 360.0, 80.88888888888889)","(2.1, 3.0, 2.852)","(6.5, 12.5, 11.125)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:25.840183,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.405)","(51.0, 360.0, 80.88888888888889)","(2.1, 3.0, 2.852)","(6.5, 12.5, 11.125)","(3.3, 3.8, 3.4875)"
11-01-2023 21:07:26.963320,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.405)","(51.0, 360.0, 80.88888888888889)","(2.1, 3.0, 2.852)","(6.5, 12.5, 10.38)","(3.3, 3.75, 3.4875)"
11-01-2023 21:07:27.986967,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.504166666666666)","(51.0, 430.0, 142.0)","(2.1, 3.0, 2.852)","(6.5, 13.0, 10.68)","(3.3, 3.75, 3.4875)"
11-01-2023 21:07:29.040023,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.427272727272728)","(51.0, 430.0, 142.0)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.266666666666667)","(3.3, 3.75, 3.4307692307692306)"
11-01-2023 21:07:29.958250,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.427272727272728)","(51.0, 430.0, 142.0)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.266666666666667)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:30.890015,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 430.0, 142.0)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.266666666666667)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:31.807470,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 430.0, 142.0)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.266666666666667)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:32.696497,"(14.0, 32.0, 28.8)","(3.7, 5.7, 4.335)","(51.0, 430.0, 142.0)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.266666666666667)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:33.552937,"(14.0, 34.0, 30.4)","(3.7, 5.7, 4.504166666666666)","(51.0, 440.0, 89.77777777777777)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.266666666666667)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:34.475351,"(14.0, 34.0, 30.4)","(3.7, 5.7, 4.504166666666666)","(51.0, 430.0, 174.0)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.266666666666667)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:35.444565,"(14.0, 34.0, 30.4)","(3.7, 5.7, 4.427272727272728)","(51.0, 430.0, 174.0)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.266666666666667)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:36.364023,"(14.0, 34.0, 30.4)","(3.7, 5.7, 4.335)","(51.0, 430.0, 174.0)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.266666666666667)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:37.268536,"(14.0, 34.0, 30.4)","(3.7, 5.7, 4.335)","(51.0, 430.0, 174.0)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.266666666666667)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:38.180724,"(14.0, 34.0, 30.4)","(3.7, 5.7, 4.335)","(51.0, 430.0, 100.85714285714286)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.266666666666667)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:39.089134,"(14.0, 34.0, 30.4)","(3.7, 5.7, 4.504166666666666)","(51.0, 430.0, 143.5)","(2.1, 3.0, 2.852)","(6.5, 13.0, 10.76)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:40.039838,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.596153846153847)","(51.0, 430.0, 143.5)","(2.1, 3.0, 2.852)","(6.5, 13.0, 10.76)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:41.233617,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.596153846153847)","(51.0, 430.0, 143.5)","(2.1, 3.0, 2.852)","(6.5, 13.0, 11.2)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:42.182155,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 430.0, 143.5)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.4)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:43.059197,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 430.0, 143.5)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:44.046159,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 84.61538461538461)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:45.132615,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.8, 3.4875)"
11-01-2023 21:07:46.046714,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.75, 3.4875)"
11-01-2023 21:07:47.008505,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.75, 3.4875)"
11-01-2023 21:07:47.953078,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.75, 3.4307692307692306)"
11-01-2023 21:07:48.937420,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:49.898674,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:50.751913,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:51.652180,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.75, 3.4875)"
11-01-2023 21:07:52.605826,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.75, 3.4875)"
11-01-2023 21:07:53.659848,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.75, 3.4307692307692306)"
11-01-2023 21:07:54.605587,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:55.526445,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:56.444540,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:07:57.505842,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.852)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.75, 3.4875)"
11-01-2023 21:07:58.476654,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.82)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.75, 3.4875)"
11-01-2023 21:07:59.324480,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.966666666666667)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.75, 3.4875)"
11-01-2023 21:08:00.310343,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.66)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:08:01.380294,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.66)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:08:02.460952,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.6799999999999997)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.8, 3.4875)"
11-01-2023 21:08:03.456712,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.6799999999999997)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.75, 3.4875)"
11-01-2023 21:08:04.386004,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.427272727272728)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.6799999999999997)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.75, 3.4875)"
11-01-2023 21:08:05.355554,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.335)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.6799999999999997)","(6.5, 13.0, 9.533333333333333)","(3.3, 3.75, 3.4307692307692306)"
11-01-2023 21:08:06.333967,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.335)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.6799999999999997)","(6.5, 13.0, 11.266666666666666)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:08:07.244515,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.335)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.6799999999999997)","(6.5, 13.0, 11.266666666666666)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:08:08.176076,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.335)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.6799999999999997)","(6.5, 13.0, 11.266666666666666)","(3.3, 3.8, 3.4875)"
11-01-2023 21:08:09.097379,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.335)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.6799999999999997)","(6.5, 13.0, 11.266666666666666)","(3.3, 3.75, 3.4875)"
11-01-2023 21:08:10.138480,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.335)","(51.0, 440.0, 89.23076923076923)","(2.1, 3.0, 2.6799999999999997)","(6.5, 13.0, 11.266666666666666)","(3.3, 3.75, 3.4875)"
11-01-2023 21:08:11.297308,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.490909090909091)","(51.0, 440.0, 98.46153846153845)","(2.1, 3.0, 2.6799999999999997)","(6.5, 13.0, 11.266666666666666)","(3.3, 3.75, 3.4875)"
11-01-2023 21:08:12.448810,"(14.0, 34.0, 29.0)","(3.7, 5.7, 4.490909090909091)","(51.0, 440.0, 98.46153846153845)","(2.1, 3.0, 2.6799999999999997)","(6.5, 13.0, 11.266666666666666)","(3.3, 3.75, 3.4307692307692306)"
11-01-2023 21:08:13.462534,"(14.0, 34.0, 29.0)","(3.7, 5.7, 4.08125)","(51.0, 440.0, 98.46153846153845)","(2.1, 3.0, 2.66)","(6.5, 13.0, 11.266666666666666)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:08:14.531065,"(14.0, 34.0, 29.0)","(3.7, 5.7, 4.08125)","(51.0, 440.0, 98.46153846153845)","(2.1, 3.0, 2.66)","(6.5, 13.0, 11.266666666666666)","(3.3, 3.8, 3.4875)"
11-01-2023 21:08:15.723827,"(14.0, 34.0, 29.0)","(3.7, 5.7, 4.08125)","(51.0, 440.0, 98.46153846153845)","(2.1, 3.0, 2.66)","(6.5, 13.0, 11.266666666666666)","(3.3, 3.75, 3.4875)"
11-01-2023 21:08:16.809187,"(14.0, 34.0, 29.0)","(3.7, 5.7, 4.08125)","(51.0, 440.0, 98.46153846153845)","(2.1, 3.0, 2.66)","(6.5, 13.0, 11.266666666666666)","(3.3, 3.75, 3.4875)"
11-01-2023 21:08:17.807316,"(14.0, 34.0, 29.0)","(3.7, 5.7, 4.08125)","(51.0, 440.0, 98.46153846153845)","(2.1, 3.0, 2.86)","(6.5, 13.0, 11.266666666666666)","(3.3, 3.75, 3.4307692307692306)"
11-01-2023 21:08:18.806285,"(14.0, 34.0, 29.0)","(3.7, 5.7, 4.405)","(51.0, 440.0, 98.46153846153845)","(2.1, 3.0, 2.86)","(6.5, 13.0, 11.266666666666666)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:08:19.764793,"(14.0, 34.0, 29.0)","(3.7, 5.7, 4.125)","(51.0, 440.0, 98.46153846153845)","(2.1, 3.0, 2.86)","(6.5, 13.0, 11.266666666666666)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:08:20.684443,"(14.0, 34.0, 29.0)","(3.7, 5.7, 4.125)","(51.0, 440.0, 98.46153846153845)","(2.1, 3.0, 2.86)","(6.5, 13.0, 11.96)","(3.3, 3.8, 3.4875)"
11-01-2023 21:08:21.728024,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.125)","(51.0, 440.0, 98.46153846153845)","(2.1, 3.0, 2.66)","(6.5, 13.0, 11.96)","(3.3, 3.75, 3.4875)"
11-01-2023 21:08:22.653703,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.7, 4.125)","(51.0, 440.0, 98.46153846153845)","(2.1, 3.0, 2.66)","(6.5, 13.0, 11.96)","(3.3, 3.75, 3.4875)"
11-01-2023 21:08:23.640044,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.6, 4.466666666666667)","(51.0, 440.0, 98.46153846153845)","(2.1, 3.0, 2.66)","(6.5, 13.0, 11.96)","(3.3, 3.75, 3.4307692307692306)"
11-01-2023 21:08:24.644871,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.6, 4.24)","(51.0, 440.0, 98.46153846153845)","(2.1, 3.0, 2.66)","(6.5, 13.0, 11.96)","(3.3, 3.8, 3.4307692307692306)"
11-01-2023 21:08:25.599727,"(14.0, 34.0, 31.083333333333332)","(3.7, 5.6, 4.24)","(51.0, 440.0, 98.46153846153845)","(2.1, 3.0, 2.66)","(6.5, 13.0, 11.96)","(3.3, 3.8, 3.4307692307692306)"
