,Galaga,Miss Eugen,Graciebird,Sly As A Fox,Dream Evil,Take Another Look,Nippa Whiskey
07-01-2023 15:14:28.463437,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.514285714285714)","(11.0, 17.5, 16.75)","(10.0, 14.5, 14.083333333333334)","(1.85, 1.98, 1.9708695652173913)","(6.0, 8.8, 8.48)","(18.0, 30.0, 26.428571428571427)"
07-01-2023 15:14:29.441192,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.514285714285714)","(11.0, 17.5, 16.75)","(10.0, 14.5, 14.083333333333334)","(1.85, 1.98, 1.9708695652173913)","(6.0, 8.8, 8.48)","(18.0, 30.0, 26.428571428571427)"
07-01-2023 15:14:30.520774,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.514285714285714)","(11.0, 17.5, 16.75)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.9708695652173913)","(6.0, 8.8, 8.48)","(18.0, 30.0, 26.428571428571427)"
07-01-2023 15:14:31.680972,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.514285714285714)","(11.0, 17.5, 16.75)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.9708695652173913)","(6.0, 8.8, 8.48)","(18.0, 30.0, 26.428571428571427)"
07-01-2023 15:14:32.634476,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.514285714285714)","(11.0, 17.5, 16.75)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.96)","(6.0, 8.8, 8.48)","(18.0, 30.0, 26.428571428571427)"
07-01-2023 15:14:33.697737,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.514285714285714)","(11.0, 17.5, 16.75)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.96)","(6.0, 8.8, 8.48)","(18.0, 30.0, 26.428571428571427)"
07-01-2023 15:14:34.801133,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.514285714285714)","(11.0, 17.5, 16.75)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.96)","(6.0, 8.8, 8.48)","(18.0, 30.0, 26.428571428571427)"
07-01-2023 15:14:35.846380,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.514285714285714)","(11.0, 17.5, 16.75)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.96)","(6.0, 8.8, 8.48)","(18.0, 30.0, 26.428571428571427)"
07-01-2023 15:14:36.878674,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.514285714285714)","(11.0, 17.5, 16.75)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.96)","(6.0, 8.8, 8.48)","(18.0, 30.0, 26.428571428571427)"
07-01-2023 15:14:37.990857,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.514285714285714)","(11.0, 17.5, 16.75)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.96)","(6.0, 8.8, 8.48)","(18.0, 30.0, 26.428571428571427)"
07-01-2023 15:14:39.012399,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.514285714285714)","(11.0, 17.5, 16.75)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.96)","(6.0, 8.8, 8.48)","(18.0, 30.0, 26.428571428571427)"
07-01-2023 15:14:40.083635,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.514285714285714)","(11.0, 17.5, 16.75)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.96)","(6.0, 8.8, 8.48)","(18.0, 30.0, 26.428571428571427)"
07-01-2023 15:14:41.359910,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.514285714285714)","(11.0, 17.5, 16.75)","(10.0, 14.5, 14.083333333333334)","(1.85, 1.98, 1.96)","(6.0, 8.8, 8.48)","(18.0, 30.0, 29.302325581395348)"
07-01-2023 15:14:42.487334,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.4941176470588236)","(11.0, 17.5, 16.75)","(10.0, 14.5, 14.083333333333334)","(1.85, 1.98, 1.9635294117647057)","(6.0, 8.8, 8.48)","(18.0, 30.0, 27.0)"
07-01-2023 15:14:43.517203,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.4941176470588236)","(11.0, 17.5, 16.75)","(10.0, 14.5, 14.083333333333334)","(1.85, 1.98, 1.9635294117647057)","(6.0, 8.8, 8.48)","(18.0, 29.0, 25.75)"
07-01-2023 15:14:44.626012,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.4941176470588236)","(11.0, 17.5, 16.75)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.96)","(6.0, 8.8, 8.48)","(18.0, 28.0, 25.75)"
07-01-2023 15:14:45.679289,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.4941176470588236)","(11.0, 17.5, 16.75)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.96)","(6.0, 8.8, 8.48)","(18.0, 28.0, 25.75)"
07-01-2023 15:14:46.716915,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.4941176470588236)","(11.0, 17.5, 16.15)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.96)","(6.0, 8.8, 8.48)","(18.0, 28.0, 25.75)"
07-01-2023 15:14:47.694425,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.4941176470588236)","(11.0, 17.5, 16.15)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.9635294117647057)","(6.0, 8.8, 8.48)","(18.0, 28.0, 25.75)"
07-01-2023 15:14:48.704650,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.4941176470588236)","(11.0, 17.5, 16.15)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.9635294117647057)","(6.0, 8.8, 8.48)","(18.0, 28.0, 25.75)"
07-01-2023 15:14:49.744356,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.4941176470588236)","(11.0, 17.5, 16.15)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.9635294117647057)","(6.0, 8.8, 8.48)","(18.0, 28.0, 25.75)"
07-01-2023 15:14:51.128013,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.4941176470588236)","(11.0, 17.5, 16.15)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.9635294117647057)","(6.0, 8.8, 8.48)","(18.0, 28.0, 25.75)"
07-01-2023 15:14:52.257268,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.4941176470588236)","(11.0, 17.5, 16.15)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.9635294117647057)","(6.0, 8.8, 8.48)","(18.0, 28.0, 25.75)"
07-01-2023 15:14:53.346640,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.4941176470588236)","(11.0, 17.5, 16.15)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.9635294117647057)","(6.0, 8.8, 8.48)","(18.0, 28.0, 25.75)"
07-01-2023 15:14:54.563467,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.4941176470588236)","(11.0, 17.5, 16.15)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.9635294117647057)","(6.0, 8.8, 8.48)","(18.0, 28.0, 25.75)"
07-01-2023 15:14:55.753198,"(13.0, 17.5, 16.875)","(5.0, 7.2, 6.4941176470588236)","(11.0, 17.5, 16.15)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.9635294117647057)","(6.0, 8.8, 8.48)","(18.0, 28.0, 25.75)"
07-01-2023 15:14:56.963750,"(13.0, 17.5, 15.9375)","(5.0, 7.2, 6.4941176470588236)","(11.0, 17.5, 16.15)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.9635294117647057)","(6.0, 8.8, 8.48)","(18.0, 28.0, 25.75)"
07-01-2023 15:14:58.001341,"(13.0, 17.5, 15.9375)","(5.0, 7.2, 6.4941176470588236)","(11.0, 17.5, 16.15)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.9635294117647057)","(6.0, 8.8, 8.48)","(18.0, 28.0, 25.75)"
07-01-2023 15:14:59.079797,"(13.0, 17.5, 15.9375)","(5.0, 7.2, 6.4941176470588236)","(11.0, 17.5, 16.15)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.9635294117647057)","(6.0, 8.8, 8.48)","(18.0, 28.0, 25.75)"
07-01-2023 15:15:00.176281,"(13.0, 17.5, 15.9375)","(5.0, 7.2, 6.4941176470588236)","(11.0, 17.5, 16.15)","(10.0, 14.5, 13.833333333333334)","(1.85, 1.98, 1.9635294117647057)","(6.0, 8.8, 8.48)","(18.0, 28.0, 25.75)"
07-01-2023 15:15:01.248147,"(13.0, 17.5, 16.333333333333332)","(5.0, 7.2, 6.654545454545455)","(11.0, 17.5, 16.272727272727273)","(10.0, 14.5, 14.0)","(1.85, 1.98, 1.951111111111111)","(6.0, 8.8, 8.48)","(18.0, 26.0, 25.88235294117647)"
07-01-2023 15:15:02.291871,"(13.0, 17.5, 16.333333333333332)","(5.0, 7.2, 6.654545454545455)","(11.0, 17.5, 16.272727272727273)","(10.0, 14.5, 14.0)","(1.85, 1.98, 1.951111111111111)","(6.0, 8.8, 8.503703703703705)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:03.263585,"(13.0, 17.0, 16.4)","(5.0, 7.2, 6.654545454545455)","(11.0, 17.5, 16.375)","(10.0, 14.5, 14.166666666666666)","(1.85, 1.98, 1.9521212121212121)","(6.0, 8.8, 8.503703703703705)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:04.271306,"(13.0, 17.0, 16.22222222222222)","(5.0, 7.2, 6.654545454545455)","(11.0, 17.5, 16.375)","(10.0, 14.5, 14.166666666666666)","(1.85, 1.98, 1.9521212121212121)","(6.0, 8.8, 8.503703703703705)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:05.380946,"(13.0, 17.0, 16.708333333333332)","(5.0, 7.2, 6.654545454545455)","(11.0, 17.5, 16.375)","(10.0, 14.5, 14.166666666666666)","(1.85, 1.98, 1.9521212121212121)","(6.0, 8.8, 8.503703703703705)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:06.503978,"(13.0, 17.0, 16.708333333333332)","(5.0, 7.2, 6.6947368421052635)","(11.0, 17.5, 16.681818181818183)","(10.0, 14.5, 14.75)","(1.85, 1.98, 1.943370786516854)","(6.0, 8.8, 8.71304347826087)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:07.619289,"(13.0, 17.0, 16.708333333333332)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.681818181818183)","(10.0, 16.0, 14.3)","(1.85, 1.97, 1.95)","(6.0, 8.8, 8.71304347826087)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:08.731614,"(13.0, 16.0, 15.61111111111111)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.95)","(6.0, 8.8, 8.721568627450981)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:09.843697,"(13.0, 16.0, 15.61111111111111)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.95)","(6.0, 8.8, 8.721568627450981)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:10.912041,"(13.0, 16.0, 15.61111111111111)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.95)","(6.0, 8.8, 8.721568627450981)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:11.950001,"(13.0, 16.0, 15.61111111111111)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.95)","(6.0, 8.8, 8.721568627450981)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:13.077688,"(13.0, 16.0, 15.461538461538462)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.95)","(6.0, 8.8, 8.721568627450981)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:14.184116,"(13.0, 16.0, 15.461538461538462)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.95)","(6.0, 8.8, 8.721568627450981)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:15.226995,"(13.0, 16.0, 15.461538461538462)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.95)","(6.0, 8.8, 8.721568627450981)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:16.226097,"(13.0, 16.0, 15.461538461538462)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.95)","(6.0, 8.8, 8.721568627450981)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:17.330961,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.95)","(6.0, 8.8, 8.721568627450981)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:18.361134,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.95)","(6.0, 8.8, 8.721568627450981)","(18.0, 26.0, 27.88235294117647)"
07-01-2023 15:15:19.398416,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.95)","(6.0, 8.8, 8.721568627450981)","(18.0, 28.0, 27.56756756756757)"
07-01-2023 15:15:20.387557,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.95)","(6.0, 8.8, 8.721568627450981)","(18.0, 28.0, 27.56756756756757)"
07-01-2023 15:15:21.360428,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.95)","(6.0, 8.8, 8.721568627450981)","(18.0, 28.0, 27.56756756756757)"
07-01-2023 15:15:22.432074,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 28.0, 27.56756756756757)"
07-01-2023 15:15:23.573392,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 28.0, 27.56756756756757)"
07-01-2023 15:15:24.599868,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 28.0, 27.56756756756757)"
07-01-2023 15:15:25.600706,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 28.0, 27.56756756756757)"
07-01-2023 15:15:26.608492,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 28.0, 27.56756756756757)"
07-01-2023 15:15:27.693747,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 28.0, 27.56756756756757)"
07-01-2023 15:15:28.714054,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 28.0, 27.56756756756757)"
07-01-2023 15:15:29.706520,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 28.0, 27.56756756756757)"
07-01-2023 15:15:30.771014,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 28.0, 27.56756756756757)"
07-01-2023 15:15:31.810724,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 28.0, 27.56756756756757)"
07-01-2023 15:15:32.868291,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 28.0, 27.56756756756757)"
07-01-2023 15:15:34.013667,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 28.0, 27.56756756756757)"
07-01-2023 15:15:35.040745,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 28.0, 26.82857142857143)"
07-01-2023 15:15:35.977692,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 27.0, 26.82857142857143)"
07-01-2023 15:15:37.073857,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 27.0, 26.82857142857143)"
07-01-2023 15:15:38.110867,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 27.0, 26.82857142857143)"
07-01-2023 15:15:39.024738,"(13.0, 16.0, 15.222222222222221)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 27.0, 26.82857142857143)"
07-01-2023 15:15:40.072388,"(13.0, 16.0, 15.5)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 27.0, 26.82857142857143)"
07-01-2023 15:15:41.084792,"(13.0, 16.0, 15.5)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 27.0, 26.82857142857143)"
07-01-2023 15:15:42.109851,"(13.0, 16.0, 15.5)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 27.0, 26.82857142857143)"
07-01-2023 15:15:43.163012,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 27.0, 26.82857142857143)"
07-01-2023 15:15:44.170916,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 27.0, 26.82857142857143)"
07-01-2023 15:15:45.126969,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 27.0, 25.885714285714286)"
07-01-2023 15:15:46.071739,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:47.196261,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:48.305584,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:49.269345,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:50.336283,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.75)","(10.0, 15.5, 14.3)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.721568627450981)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:51.440124,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.96)","(11.0, 17.5, 16.6)","(10.0, 15.5, 13.625)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.533333333333333)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:52.449643,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.8)","(11.0, 17.5, 16.6)","(10.0, 15.5, 13.625)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.533333333333333)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:53.434837,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.912)","(11.0, 17.5, 16.6)","(10.0, 15.0, 13.5)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.533333333333333)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:54.467037,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.912)","(11.0, 17.5, 16.6)","(10.0, 15.0, 13.5)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.533333333333333)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:55.410322,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.912)","(11.0, 17.5, 16.6)","(10.0, 15.0, 13.5)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.533333333333333)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:56.366384,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.912)","(11.0, 17.5, 16.6)","(10.0, 15.0, 13.5)","(1.85, 1.96, 1.944375)","(6.0, 8.8, 8.533333333333333)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:57.481239,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.8)","(11.0, 17.5, 16.6)","(10.0, 15.0, 13.5)","(1.85, 1.97, 1.952127659574468)","(6.0, 8.8, 8.533333333333333)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:58.512305,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.8)","(11.0, 17.5, 16.6)","(10.0, 15.0, 13.5)","(1.85, 1.97, 1.952127659574468)","(6.0, 8.8, 8.533333333333333)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:15:59.455484,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.8)","(11.0, 17.5, 16.6)","(10.0, 15.0, 13.5)","(1.85, 1.98, 1.9624821002386634)","(6.0, 8.8, 8.533333333333333)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:16:00.493153,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.8)","(11.0, 17.5, 16.6)","(10.0, 15.0, 13.5)","(1.85, 1.98, 1.9624761904761905)","(6.0, 8.8, 8.533333333333333)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:16:01.514005,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.8)","(11.0, 17.5, 16.6)","(10.0, 15.0, 13.5)","(1.85, 1.98, 1.9620338983050847)","(6.0, 8.8, 8.533333333333333)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:16:02.468859,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.8)","(11.0, 17.5, 16.6)","(10.0, 15.0, 13.5)","(1.85, 1.98, 1.9620338983050847)","(6.0, 8.8, 8.533333333333333)","(18.0, 26.0, 25.885714285714286)"
07-01-2023 15:16:03.490468,"(13.0, 16.0, 15.7)","(5.0, 7.2, 6.8)","(11.0, 17.5, 16.576923076923077)","(10.0, 15.0, 13.833333333333334)","(1.85, 1.98, 1.9221428571428572)","(6.0, 8.8, 8.91578947368421)","(18.0, 26.0, 24.857142857142858)"
07-01-2023 15:16:04.762884,"(13.0, 17.0, 16.7)","(5.0, 7.2, 6.818181818181818)","(11.0, 17.5, 17.32608695652174)","(10.0, 15.0, 13.727272727272727)","(1.85, 1.98, 1.9333333333333333)","(6.0, 9.0, 9.6)","(18.0, 25.0, 24.857142857142858)"
07-01-2023 15:16:05.981663,"(13.0, 17.0, 16.8)","(5.0, 7.0, 6.818181818181818)","(11.0, 17.5, 17.397435897435898)","(10.0, 15.0, 14.066666666666666)","(1.85, 1.96, 1.9104455445544555)","(6.0, 10.5, 9.363636363636363)","(18.0, 25.0, 24.9)"
07-01-2023 15:16:07.171985,"(13.0, 17.0, 16.8)","(5.0, 7.0, 6.818181818181818)","(11.0, 17.5, 17.0)","(10.0, 15.0, 14.045454545454545)","(1.85, 1.92, 1.928235294117647)","(6.0, 10.0, 9.377777777777776)","(18.0, 25.0, 24.9)"
07-01-2023 15:16:08.361543,"(13.0, 17.0, 16.8)","(5.0, 7.0, 6.75)","(11.0, 17.0, 16.375)","(10.0, 15.0, 13.923076923076923)","(1.85, 1.96, 1.9016666666666666)","(6.0, 10.0, 10.09090909090909)","(18.0, 25.0, 24.9)"
07-01-2023 15:16:09.361081,"(13.0, 17.0, 16.8)","(5.0, 7.0, 6.75)","(11.0, 17.0, 16.375)","(10.0, 15.0, 13.923076923076923)","(1.85, 1.92, 1.8770175438596493)","(6.0, 10.5, 9.524999999999999)","(18.0, 25.0, 24.9)"
07-01-2023 15:16:10.489794,"(13.0, 17.0, 16.8)","(5.0, 7.0, 6.75)","(11.0, 17.0, 16.375)","(10.0, 15.0, 14.176470588235293)","(1.85, 1.92, 1.8744186046511628)","(6.0, 10.5, 9.524999999999999)","(18.0, 25.0, 24.9)"
