,Bons Better,Mont Royal,Royal Midnight,Curry Legend,Hard To Level,Invaness,Shes Approaching,Wan Damour,Stobosa,Gorgeous King,Evelyn Salt,Angama
12-01-2023 13:55:59.134209,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.38, 2.353387096774193)","(26.0, 48.0, 44.15384615384615)","(8.5, 12.5, 11.642857142857142)","(17.0, 23.0, 22.741935483870968)","(31.0, 100.0, 94.28571428571428)","(21.0, 48.0, 43.2)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.1875)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:56:00.687639,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.36, 2.353387096774193)","(26.0, 48.0, 43.45454545454545)","(8.5, 12.5, 11.642857142857142)","(17.0, 23.0, 22.741935483870968)","(31.0, 100.0, 88.23529411764706)","(21.0, 48.0, 42.0)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.1875)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:56:02.241107,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.36, 2.353387096774193)","(26.0, 48.0, 43.833333333333336)","(8.5, 12.5, 11.642857142857142)","(17.0, 23.0, 22.741935483870968)","(31.0, 100.0, 88.23529411764706)","(21.0, 48.0, 42.0)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.1875)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:56:03.757656,"(3.1, 3.55, 3.5033333333333334)","(21.0, 36.0, 34.666666666666664)","(71.0, 120.0, 114.0)","(2.15, 2.36, 2.353387096774193)","(26.0, 48.0, 43.833333333333336)","(8.5, 12.5, 11.642857142857142)","(17.0, 23.0, 22.804878048780488)","(31.0, 100.0, 88.23529411764706)","(21.0, 48.0, 44.30769230769231)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.307692307692307)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:56:05.496395,"(3.1, 3.55, 3.472857142857143)","(21.0, 36.0, 35.54545454545455)","(71.0, 120.0, 116.66666666666667)","(2.15, 2.36, 2.3318709677419354)","(26.0, 48.0, 40.8)","(8.5, 12.5, 11.642857142857142)","(17.0, 23.0, 22.2)","(31.0, 100.0, 93.75)","(21.0, 48.0, 45.23076923076923)","(101.0, 380.0, 340.0)","(12.0, 17.5, 17.384615384615383)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:56:07.130021,"(3.1, 3.55, 3.49)","(21.0, 36.0, 35.714285714285715)","(71.0, 120.0, 116.66666666666667)","(2.15, 2.34, 2.3325882352941174)","(26.0, 46.0, 41.04761904761905)","(8.5, 12.5, 11.725806451612904)","(17.0, 23.0, 22.058823529411764)","(31.0, 100.0, 94.23076923076923)","(21.0, 48.0, 45.333333333333336)","(101.0, 380.0, 340.0)","(12.0, 18.0, 17.727272727272727)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:56:08.539581,"(3.1, 3.55, 3.49)","(21.0, 36.0, 35.714285714285715)","(71.0, 120.0, 113.33333333333333)","(2.15, 2.34, 2.3285279187817256)","(26.0, 46.0, 41.04761904761905)","(8.5, 12.5, 11.725806451612904)","(17.0, 23.0, 22.058823529411764)","(31.0, 100.0, 94.23076923076923)","(21.0, 48.0, 44.0)","(101.0, 380.0, 340.0)","(12.0, 18.0, 18.285714285714285)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:56:10.019248,"(3.1, 3.55, 3.5026315789473683)","(21.0, 36.0, 35.76923076923077)","(71.0, 140.0, 128.0)","(2.15, 2.34, 2.3285279187817256)","(26.0, 46.0, 41.04761904761905)","(8.5, 12.5, 11.725806451612904)","(17.0, 23.0, 22.508196721311474)","(31.0, 100.0, 94.23076923076923)","(21.0, 48.0, 44.0)","(101.0, 380.0, 340.0)","(12.0, 19.0, 18.285714285714285)","(91.0, 390.0, 296.6666666666667)"
12-01-2023 13:56:11.434410,"(3.1, 3.55, 3.513013698630137)","(21.0, 36.0, 35.76923076923077)","(71.0, 140.0, 128.0)","(2.15, 2.34, 2.3285279187817256)","(26.0, 46.0, 41.04761904761905)","(8.5, 12.5, 11.725806451612904)","(17.0, 23.0, 22.508196721311474)","(31.0, 100.0, 95.83333333333333)","(21.0, 48.0, 44.0)","(101.0, 380.0, 340.0)","(12.0, 19.0, 18.22222222222222)","(91.0, 390.0, 303.3333333333333)"
12-01-2023 13:56:13.183965,"(3.1, 3.55, 3.513013698630137)","(21.0, 38.0, 36.705882352941174)","(71.0, 140.0, 123.84615384615384)","(2.15, 2.34, 2.3281951219512194)","(26.0, 46.0, 41.04761904761905)","(8.5, 12.5, 11.725806451612904)","(17.0, 23.0, 22.75)","(31.0, 100.0, 95.83333333333333)","(21.0, 48.0, 44.0)","(101.0, 380.0, 340.0)","(12.0, 19.0, 18.714285714285715)","(91.0, 390.0, 303.3333333333333)"
12-01-2023 13:56:14.635550,"(3.1, 3.55, 3.522)","(21.0, 38.0, 36.705882352941174)","(71.0, 140.0, 123.84615384615384)","(2.15, 2.34, 2.3167659574468082)","(26.0, 46.0, 41.04761904761905)","(8.5, 12.5, 11.725806451612904)","(17.0, 23.0, 22.75)","(31.0, 100.0, 95.83333333333333)","(21.0, 48.0, 44.0)","(101.0, 380.0, 340.0)","(12.0, 19.0, 19.4)","(91.0, 390.0, 303.3333333333333)"
12-01-2023 13:56:16.237058,"(3.1, 3.55, 3.5692307692307694)","(21.0, 38.0, 36.705882352941174)","(71.0, 140.0, 128.0)","(2.15, 2.32, 2.258415841584158)","(26.0, 46.0, 41.04761904761905)","(8.5, 12.5, 11.725806451612904)","(17.0, 23.0, 22.75)","(31.0, 100.0, 95.83333333333333)","(21.0, 48.0, 44.0)","(101.0, 380.0, 340.0)","(12.0, 19.5, 19.4)","(91.0, 390.0, 303.3333333333333)"
12-01-2023 13:56:17.817809,"(3.1, 3.6, 3.5692307692307694)","(21.0, 38.0, 36.705882352941174)","(71.0, 140.0, 128.0)","(2.15, 2.26, 2.225539568345324)","(26.0, 46.0, 41.04761904761905)","(8.5, 12.5, 11.75)","(17.0, 23.0, 24.441860465116278)","(31.0, 100.0, 95.83333333333333)","(21.0, 48.0, 45.94285714285714)","(101.0, 380.0, 366.6666666666667)","(12.0, 19.5, 19.660714285714285)","(91.0, 390.0, 303.3333333333333)"
12-01-2023 13:56:19.287220,"(3.1, 3.6, 3.54)","(21.0, 38.0, 35.483870967741936)","(71.0, 140.0, 128.0)","(2.15, 2.24, 2.2256050955414013)","(26.0, 46.0, 41.04761904761905)","(8.5, 12.0, 11.6)","(17.0, 25.0, 24.38095238095238)","(31.0, 100.0, 95.83333333333333)","(21.0, 48.0, 45.94285714285714)","(101.0, 380.0, 366.6666666666667)","(12.0, 21.0, 20.166666666666668)","(91.0, 390.0, 303.3333333333333)"
12-01-2023 13:56:20.934370,"(3.1, 3.6, 3.5386363636363636)","(21.0, 36.0, 35.483870967741936)","(71.0, 140.0, 128.0)","(2.15, 2.24, 2.2256050955414013)","(26.0, 46.0, 41.04761904761905)","(8.5, 12.0, 11.6)","(17.0, 26.0, 24.38095238095238)","(31.0, 100.0, 95.83333333333333)","(21.0, 48.0, 45.94285714285714)","(101.0, 380.0, 366.6666666666667)","(12.0, 21.0, 20.142857142857142)","(91.0, 390.0, 303.3333333333333)"
12-01-2023 13:56:22.442609,"(3.1, 3.6, 3.5357142857142856)","(21.0, 36.0, 35.529411764705884)","(71.0, 140.0, 129.0909090909091)","(2.15, 2.24, 2.2272489082969433)","(26.0, 46.0, 41.47826086956522)","(8.5, 12.0, 11.777777777777779)","(17.0, 26.0, 24.64)","(31.0, 100.0, 96.05263157894737)","(21.0, 48.0, 46.054054054054056)","(101.0, 380.0, 368.0)","(12.0, 21.0, 20.25)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:23.832680,"(3.1, 3.6, 3.55)","(21.0, 36.0, 35.529411764705884)","(71.0, 140.0, 129.0909090909091)","(2.15, 2.24, 2.2345312500000003)","(26.0, 46.0, 41.47826086956522)","(8.5, 12.0, 11.763157894736842)","(17.0, 26.0, 24.64)","(31.0, 100.0, 96.05263157894737)","(21.0, 48.0, 44.72727272727273)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.25)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:25.299924,"(3.1, 3.55, 3.518333333333333)","(21.0, 36.0, 35.529411764705884)","(71.0, 140.0, 129.0909090909091)","(2.15, 2.24, 2.2345312500000003)","(26.0, 46.0, 41.47826086956522)","(8.5, 12.5, 11.763157894736842)","(17.0, 26.0, 24.64)","(31.0, 100.0, 96.05263157894737)","(21.0, 48.0, 44.72727272727273)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.242424242424242)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:26.707150,"(3.1, 3.55, 3.518333333333333)","(21.0, 36.0, 35.48571428571429)","(71.0, 140.0, 129.0909090909091)","(2.15, 2.24, 2.2345312500000003)","(26.0, 46.0, 41.47826086956522)","(8.5, 12.5, 11.763157894736842)","(17.0, 26.0, 25.238095238095237)","(31.0, 100.0, 96.05263157894737)","(21.0, 48.0, 44.72727272727273)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.242424242424242)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:28.114765,"(3.1, 3.55, 3.479775280898876)","(21.0, 36.0, 34.94117647058823)","(71.0, 140.0, 124.0)","(2.15, 2.24, 2.236909090909091)","(26.0, 46.0, 44.666666666666664)","(8.5, 12.5, 11.9375)","(17.0, 26.0, 25.238095238095237)","(31.0, 100.0, 93.18181818181819)","(21.0, 48.0, 42.857142857142854)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.242424242424242)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:29.538799,"(3.1, 3.5, 3.479775280898876)","(21.0, 36.0, 34.94117647058823)","(71.0, 140.0, 124.0)","(2.15, 2.24, 2.243917525773196)","(26.0, 48.0, 44.666666666666664)","(8.5, 12.5, 12.210526315789474)","(17.0, 26.0, 26.0)","(31.0, 100.0, 93.18181818181819)","(21.0, 48.0, 42.857142857142854)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.285714285714285)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:31.002660,"(3.1, 3.5, 3.434285714285714)","(21.0, 36.0, 33.26315789473684)","(71.0, 140.0, 126.66666666666667)","(2.15, 2.26, 2.2472131147540986)","(26.0, 48.0, 44.875)","(8.5, 13.0, 12.35)","(17.0, 27.0, 26.6)","(31.0, 100.0, 93.75)","(21.0, 48.0, 44.57142857142857)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.583333333333332)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:32.378268,"(3.1, 3.5, 3.467142857142857)","(21.0, 36.0, 32.285714285714285)","(71.0, 130.0, 126.66666666666667)","(2.15, 2.26, 2.2472131147540986)","(26.0, 48.0, 44.875)","(8.5, 13.0, 12.35)","(17.0, 27.0, 26.714285714285715)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 44.57142857142857)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.655172413793103)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:33.928353,"(3.1, 3.5, 3.44375)","(21.0, 34.0, 32.285714285714285)","(71.0, 130.0, 126.66666666666667)","(2.15, 2.26, 2.262773722627737)","(26.0, 48.0, 44.875)","(8.5, 13.0, 12.318181818181818)","(17.0, 27.0, 27.43243243243243)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 43.5)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.655172413793103)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:35.634480,"(3.1, 3.45, 3.44375)","(21.0, 34.0, 32.285714285714285)","(71.0, 130.0, 126.66666666666667)","(2.15, 2.28, 2.2660073260073257)","(26.0, 48.0, 44.875)","(8.5, 13.0, 12.304347826086957)","(17.0, 28.0, 27.057142857142857)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 43.5)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.655172413793103)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:37.167421,"(3.1, 3.45, 3.44375)","(21.0, 34.0, 32.22222222222222)","(71.0, 130.0, 126.66666666666667)","(2.15, 2.3, 2.2699999999999996)","(26.0, 48.0, 44.875)","(8.5, 13.0, 12.304347826086957)","(17.0, 28.0, 27.25)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 43.5)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.655172413793103)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:38.876052,"(3.1, 3.45, 3.4447058823529413)","(21.0, 34.0, 32.22222222222222)","(71.0, 130.0, 126.66666666666667)","(2.15, 2.28, 2.273333333333333)","(26.0, 48.0, 44.875)","(8.5, 13.0, 12.28)","(17.0, 28.0, 27.666666666666668)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 43.5)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.655172413793103)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:40.459724,"(3.1, 3.45, 3.4384615384615387)","(21.0, 34.0, 32.22222222222222)","(71.0, 130.0, 126.66666666666667)","(2.15, 2.28, 2.272777777777778)","(26.0, 48.0, 44.875)","(8.5, 13.0, 12.28)","(17.0, 28.0, 27.142857142857142)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 43.5)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.655172413793103)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:42.098326,"(3.1, 3.45, 3.4406250000000003)","(21.0, 34.0, 32.22222222222222)","(71.0, 130.0, 125.0)","(2.15, 2.28, 2.272777777777778)","(26.0, 48.0, 44.875)","(8.5, 13.0, 12.28)","(17.0, 28.0, 27.142857142857142)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 43.5)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.655172413793103)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:43.649925,"(3.1, 3.45, 3.4557142857142855)","(21.0, 34.0, 32.22222222222222)","(71.0, 130.0, 125.0)","(2.15, 2.28, 2.2636078431372546)","(26.0, 48.0, 44.875)","(8.5, 13.0, 12.205882352941176)","(17.0, 28.0, 27.625)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 43.76470588235294)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.5)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:45.122771,"(3.1, 3.5, 3.4557142857142855)","(21.0, 34.0, 32.22222222222222)","(71.0, 130.0, 125.0)","(2.15, 2.3, 2.2636078431372546)","(26.0, 48.0, 44.875)","(8.5, 12.5, 12.205882352941176)","(17.0, 28.0, 27.142857142857142)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 43.42857142857143)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.5)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:46.657052,"(3.1, 3.5, 3.45188679245283)","(21.0, 34.0, 32.22222222222222)","(71.0, 130.0, 125.0)","(2.15, 2.3, 2.2636078431372546)","(26.0, 48.0, 44.875)","(8.5, 12.5, 12.205882352941176)","(17.0, 28.0, 28.46153846153846)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 44.0)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.655172413793103)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:48.149608,"(3.1, 3.5, 3.45188679245283)","(21.0, 34.0, 32.22222222222222)","(71.0, 130.0, 125.0)","(2.15, 2.3, 2.2636078431372546)","(26.0, 48.0, 44.875)","(8.5, 12.5, 12.1)","(17.0, 29.0, 28.232558139534884)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 44.0)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.655172413793103)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:49.765169,"(3.1, 3.5, 3.45188679245283)","(21.0, 34.0, 32.22222222222222)","(71.0, 130.0, 125.0)","(2.15, 2.3, 2.2636078431372546)","(26.0, 48.0, 44.875)","(8.5, 12.5, 12.1)","(17.0, 29.0, 28.13157894736842)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 44.0)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.655172413793103)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:51.271649,"(3.1, 3.5, 3.45188679245283)","(21.0, 34.0, 32.22222222222222)","(71.0, 130.0, 125.0)","(2.15, 2.3, 2.2636078431372546)","(26.0, 48.0, 44.875)","(8.5, 12.5, 12.1)","(17.0, 29.0, 28.25)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 44.0)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.655172413793103)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:52.771364,"(3.1, 3.5, 3.4450819672131145)","(21.0, 34.0, 32.22222222222222)","(71.0, 130.0, 125.0)","(2.15, 2.3, 2.2692715231788076)","(26.0, 48.0, 44.875)","(8.5, 12.5, 12.1)","(17.0, 29.0, 28.25)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 44.0)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.655172413793103)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:54.482775,"(3.1, 3.5, 3.4450819672131145)","(21.0, 34.0, 32.22222222222222)","(71.0, 130.0, 125.0)","(2.15, 2.3, 2.2692715231788076)","(26.0, 48.0, 44.875)","(8.5, 12.5, 12.1)","(17.0, 29.0, 28.727272727272727)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 44.0)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.655172413793103)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:56.051687,"(3.1, 3.5, 3.4450819672131145)","(21.0, 34.0, 32.22222222222222)","(71.0, 130.0, 125.0)","(2.15, 2.3, 2.2692715231788076)","(26.0, 48.0, 44.875)","(8.5, 12.5, 12.1)","(17.0, 29.0, 28.678571428571427)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 44.0)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.655172413793103)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:57.575056,"(3.1, 3.5, 3.4450819672131145)","(21.0, 34.0, 32.22222222222222)","(71.0, 130.0, 125.0)","(2.15, 2.3, 2.2692715231788076)","(26.0, 48.0, 44.875)","(8.5, 12.5, 12.1)","(17.0, 29.0, 27.75)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 43.42857142857143)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.523809523809526)","(91.0, 390.0, 325.0)"
12-01-2023 13:56:59.096988,"(3.1, 3.5, 3.453921568627451)","(21.0, 34.0, 32.22222222222222)","(71.0, 130.0, 125.0)","(2.15, 2.3, 2.2692715231788076)","(26.0, 48.0, 44.875)","(8.5, 12.5, 12.1)","(17.0, 28.0, 27.8)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 43.42857142857143)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.555555555555557)","(91.0, 390.0, 325.0)"
12-01-2023 13:57:00.521965,"(3.1, 3.5, 3.4491071428571427)","(21.0, 34.0, 32.22222222222222)","(71.0, 130.0, 125.0)","(2.15, 2.3, 2.2692715231788076)","(26.0, 48.0, 44.875)","(8.5, 12.5, 12.1)","(17.0, 28.0, 27.8)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 44.0)","(101.0, 380.0, 346.6666666666667)","(12.0, 21.0, 20.655172413793103)","(91.0, 390.0, 325.0)"
12-01-2023 13:57:02.220942,"(3.1, 3.45, 3.4235632183908047)","(21.0, 34.0, 30.705882352941178)","(71.0, 130.0, 123.33333333333333)","(2.15, 2.32, 2.3268557919621746)","(26.0, 48.0, 43.5)","(8.5, 12.5, 12.1)","(17.0, 28.0, 28.195121951219512)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 44.0)","(101.0, 380.0, 346.6666666666667)","(13.0, 21.0, 20.655172413793103)","(91.0, 390.0, 325.0)"
12-01-2023 13:57:03.813014,"(3.1, 3.45, 3.4235632183908047)","(21.0, 32.0, 30.666666666666668)","(71.0, 130.0, 124.0)","(2.15, 2.34, 2.3507865168539324)","(26.0, 48.0, 44.875)","(8.5, 12.5, 11.875)","(17.0, 29.0, 27.714285714285715)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 44.0)","(101.0, 380.0, 346.6666666666667)","(13.0, 21.0, 20.655172413793103)","(91.0, 390.0, 325.0)"
12-01-2023 13:57:05.353789,"(3.1, 3.4, 3.3931372549019607)","(21.0, 32.0, 30.666666666666668)","(71.0, 140.0, 124.0)","(2.15, 2.36, 2.348391608391608)","(26.0, 48.0, 44.875)","(8.5, 12.5, 11.875)","(17.0, 28.0, 28.36842105263158)","(31.0, 100.0, 96.42857142857143)","(21.0, 48.0, 44.0)","(101.0, 380.0, 346.6666666666667)","(13.0, 21.0, 20.655172413793103)","(91.0, 390.0, 325.0)"
12-01-2023 13:57:06.858799,"(3.1, 3.4, 3.3884279475982533)","(21.0, 32.0, 31.796610169491526)","(71.0, 140.0, 124.0)","(2.15, 2.36, 2.355044776119403)","(26.0, 48.0, 40.357142857142854)","(8.5, 12.5, 11.875)","(17.0, 29.0, 28.46666666666667)","(31.0, 100.0, 97.5)","(21.0, 48.0, 44.0)","(101.0, 380.0, 368.57142857142856)","(13.0, 21.0, 20.655172413793103)","(91.0, 390.0, 358.57142857142856)"
12-01-2023 13:57:08.376370,"(3.1, 3.4, 3.393781094527363)","(21.0, 32.0, 31.737704918032787)","(71.0, 140.0, 124.0)","(2.15, 2.36, 2.3358441558441556)","(26.0, 44.0, 40.357142857142854)","(8.5, 12.5, 12.166666666666666)","(17.0, 29.0, 27.897435897435898)","(31.0, 100.0, 97.5)","(21.0, 48.0, 44.0)","(101.0, 380.0, 368.57142857142856)","(13.0, 21.0, 20.655172413793103)","(91.0, 390.0, 362.5)"
12-01-2023 13:57:09.929173,"(3.1, 3.4, 3.393781094527363)","(21.0, 32.0, 31.737704918032787)","(71.0, 140.0, 124.0)","(2.15, 2.34, 2.3386821705426355)","(26.0, 44.0, 40.357142857142854)","(8.5, 12.5, 12.166666666666666)","(17.0, 28.0, 27.666666666666668)","(31.0, 100.0, 97.5)","(21.0, 48.0, 43.42857142857143)","(101.0, 380.0, 368.57142857142856)","(13.0, 21.0, 20.5)","(91.0, 390.0, 323.3333333333333)"
12-01-2023 13:57:11.453979,"(3.1, 3.4, 3.393781094527363)","(21.0, 32.0, 31.737704918032787)","(71.0, 140.0, 124.0)","(2.15, 2.34, 2.3193442622950817)","(26.0, 44.0, 40.357142857142854)","(8.5, 12.5, 12.166666666666666)","(17.0, 28.0, 27.666666666666668)","(31.0, 100.0, 97.5)","(21.0, 48.0, 43.27272727272727)","(101.0, 380.0, 368.57142857142856)","(13.0, 21.0, 20.5)","(91.0, 390.0, 323.3333333333333)"
12-01-2023 13:57:13.094328,"(3.1, 3.45, 3.4166666666666665)","(21.0, 32.0, 31.737704918032787)","(71.0, 140.0, 124.0)","(2.15, 2.32, 2.3098924731182793)","(26.0, 44.0, 40.48275862068966)","(8.5, 12.5, 12.166666666666666)","(17.0, 28.0, 27.804878048780488)","(31.0, 100.0, 97.5)","(21.0, 48.0, 43.84)","(101.0, 380.0, 373.84615384615387)","(13.0, 21.0, 20.649122807017545)","(91.0, 390.0, 323.3333333333333)"
12-01-2023 13:57:14.613788,"(3.1, 3.45, 3.4649253731343284)","(21.0, 32.0, 31.737704918032787)","(71.0, 140.0, 126.66666666666667)","(2.15, 2.32, 2.292955974842767)","(26.0, 44.0, 40.48275862068966)","(8.5, 12.5, 12.166666666666666)","(17.0, 28.0, 27.804878048780488)","(31.0, 100.0, 97.5)","(21.0, 48.0, 43.84)","(101.0, 380.0, 375.0)","(13.0, 21.0, 20.649122807017545)","(91.0, 390.0, 361.42857142857144)"
12-01-2023 13:57:16.359926,"(3.1, 3.5, 3.4640845070422537)","(21.0, 32.0, 31.737704918032787)","(71.0, 140.0, 126.66666666666667)","(2.15, 2.3, 2.292955974842767)","(26.0, 44.0, 40.48275862068966)","(8.5, 12.5, 12.166666666666666)","(17.0, 28.0, 27.804878048780488)","(31.0, 100.0, 97.5)","(21.0, 48.0, 43.84)","(101.0, 380.0, 375.0)","(13.0, 21.0, 20.649122807017545)","(91.0, 390.0, 361.42857142857144)"
12-01-2023 13:57:18.141493,"(3.1, 3.5, 3.4405)","(21.0, 32.0, 31.737704918032787)","(71.0, 140.0, 126.66666666666667)","(2.15, 2.3, 2.2940740740740737)","(26.0, 44.0, 39.6)","(8.5, 12.5, 12.166666666666666)","(18.0, 28.0, 27.804878048780488)","(31.0, 100.0, 97.5)","(21.0, 48.0, 43.84)","(101.0, 380.0, 375.0)","(13.0, 21.0, 20.649122807017545)","(101.0, 390.0, 361.42857142857144)"
12-01-2023 13:57:20.243923,"(3.1, 3.45, 3.4778481012658227)","(21.0, 32.0, 31.737704918032787)","(71.0, 140.0, 126.66666666666667)","(2.15, 2.3, 2.2715555555555556)","(26.0, 40.0, 38.95652173913044)","(8.5, 12.5, 12.333333333333334)","(18.0, 28.0, 27.804878048780488)","(31.0, 100.0, 97.5)","(21.0, 48.0, 43.84)","(101.0, 380.0, 375.0)","(13.0, 21.0, 20.649122807017545)","(101.0, 390.0, 361.42857142857144)"
12-01-2023 13:57:22.260016,"(3.1, 3.55, 3.472)","(21.0, 32.0, 31.737704918032787)","(71.0, 140.0, 126.66666666666667)","(2.15, 2.28, 2.2709523809523806)","(26.0, 40.0, 38.0)","(9.0, 12.5, 12.461538461538462)","(18.0, 28.0, 27.82608695652174)","(31.0, 100.0, 97.5)","(21.0, 48.0, 43.84)","(101.0, 380.0, 375.0)","(13.0, 21.0, 20.649122807017545)","(101.0, 390.0, 361.42857142857144)"
12-01-2023 13:57:23.896320,"(3.1, 3.55, 3.472)","(21.0, 32.0, 31.737704918032787)","(71.0, 140.0, 126.66666666666667)","(2.15, 2.28, 2.2709523809523806)","(26.0, 40.0, 38.0)","(9.0, 12.5, 12.362068965517242)","(18.0, 28.0, 27.470588235294116)","(31.0, 100.0, 97.5)","(21.0, 48.0, 43.27272727272727)","(101.0, 380.0, 372.72727272727275)","(13.0, 21.0, 20.5)","(101.0, 390.0, 361.42857142857144)"
12-01-2023 13:57:25.633640,"(3.1, 3.5, 3.4586206896551728)","(21.0, 32.0, 31.737704918032787)","(71.0, 140.0, 126.66666666666667)","(2.15, 2.28, 2.280952380952381)","(26.0, 40.0, 37.53846153846154)","(9.0, 12.5, 12.362068965517242)","(18.0, 28.0, 27.470588235294116)","(31.0, 100.0, 97.6)","(21.0, 48.0, 43.27272727272727)","(101.0, 380.0, 372.72727272727275)","(13.0, 21.0, 20.5)","(101.0, 390.0, 361.42857142857144)"
12-01-2023 13:57:27.213833,"(3.1, 3.5, 3.388084632516704)","(21.0, 32.0, 31.737704918032787)","(71.0, 140.0, 126.66666666666667)","(2.15, 2.3, 2.2840579710144926)","(26.0, 40.0, 38.54545454545455)","(9.0, 12.5, 12.166666666666666)","(18.0, 28.0, 27.647058823529413)","(31.0, 100.0, 88.75)","(21.0, 48.0, 43.84)","(101.0, 380.0, 375.0)","(13.0, 21.0, 20.655172413793103)","(101.0, 390.0, 365.0)"
